"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","PCC.cor","p_value","adjusted_p_value"
"2046","Cluster_4629","lncRNA_7500",159,-24.27,"2 21","1153 1175",20,"65.00%","85.00%",-0.729067233932857,0.479908290211267,0.98228265447747
"2047","Cluster_4629","lncRNA_7531",160,-21.72,"2 21","754 775",19,"63.16%","84.21%",-0.397993845404748,0.73941306854042,0.98544930497746
"2048","Cluster_4629","lncRNA_7533",151,-21.65,"2 16","370 391",14,"71.43%","85.71%",-0.732146106737019,0.47703763590478,0.98228265447747
"2049","Cluster_4629","lncRNA_7565",162,-26.66,"2 21","11129 11152",21,"76.19%","80.95%",0.95207001173804,0.197901403139784,0.98228265447747
"2050","Cluster_4629","lncRNA_7566",162,-26.66,"2 21","11129 11152",21,"76.19%","80.95%",0.95207001173804,0.197901403139784,0.98228265447747
"2051","Cluster_4629","lncRNA_7595",166,-24.73,"2 21","1952 1975",21,"80.95%","80.95%",-0.103498011955405,0.933992916681044,0.999683876482755
"2052","Cluster_4629","lncRNA_7598",145,-20.38,"2 14","1357 1378",12,"75.00%","83.33%",0.988905097555376,0.0949203261781698,0.98228265447747
"2053","Cluster_4629","lncRNA_7598",145,-20.38,"2 14","2426 2447",12,"75.00%","83.33%",0.988905097555376,0.0949203261781698,0.98228265447747
"2054","Cluster_4629","lncRNA_7599",145,-20.38,"2 14","1357 1378",12,"75.00%","83.33%",0.988905097555376,0.0949203261781698,0.98228265447747
"2055","Cluster_4629","lncRNA_7599",145,-20.38,"2 14","2426 2447",12,"75.00%","83.33%",0.988905097555376,0.0949203261781698,0.98228265447747
"2056","Cluster_4629","lncRNA_7600",145,-20.38,"2 14","1357 1378",12,"75.00%","83.33%",0.9919857490886,0.0806523564676955,0.98228265447747
"2057","Cluster_4629","lncRNA_7600",145,-20.38,"2 14","2426 2447",12,"75.00%","83.33%",0.9919857490886,0.0806523564676955,0.98228265447747
"2058","Cluster_4629","lncRNA_7638",149,-20.75,"2 15","4011 4036",17,"76.47%","76.47%",-0.490332688460393,0.673750549264712,0.98228265447747
"2059","Cluster_4629","lncRNA_7638",159,-20.69,"2 20","2772 2793",18,"72.22%","77.78%",-0.490332688460393,0.673750549264712,0.98228265447747
"2060","Cluster_4629","lncRNA_7663",153,-28.41,"2 19","13085 13111",22,"68.18%","72.73%",-0.554426193405341,0.62587553888946,0.98228265447747
"2061","Cluster_4629","lncRNA_7664",156,-29.11,"2 19","38047 38073",22,"72.73%","77.27%",-0.297438486370157,0.807735361642406,0.994248178674756
"2062","Cluster_4629","lncRNA_772",146,-20.68,"2 21","2366 2386",19,"63.16%","73.68%",-0.427250995924054,0.71896413869836,0.983328700563865
"2063","Cluster_4629","lncRNA_7768",147,-22.45,"2 20","886 907",18,"55.56%","77.78%",-0.2262126595712,0.85473114277313,0.995313587247997
"2064","Cluster_4629","lncRNA_7771",162,-24.43,"2 21","15260 15283",21,"76.19%","80.95%",-0.56228882183778,0.619841852474873,0.98228265447747
"2065","Cluster_4629","lncRNA_7844",148,-20.22,"2 20","650 669",18,"66.67%","77.78%",-0.691160391498294,0.514199619541855,0.98228265447747
"2066","Cluster_4629","lncRNA_7871",161,-22.88,"2 20","8822 8842",18,"72.22%","88.89%",-0.412891949186005,0.729037417104759,0.984336702096457
"2067","Cluster_4629","lncRNA_8012",155,-20.16,"2 16","10980 11001",14,"78.57%","85.71%",-0.488579651708149,0.675030345730279,0.98228265447747
"2068","Cluster_4629","lncRNA_8031",150,-21.38,"2 21","45111 45131",19,"63.16%","78.95%",-0.310386457272202,0.799083091815803,0.994248178674756
"2069","Cluster_4629","lncRNA_8033",150,-21.38,"2 21","44932 44952",19,"63.16%","78.95%",-0.311298704311032,0.798472068026559,0.994166342167785
"2070","Cluster_4629","lncRNA_8072",158,-21.3,"2 21","416 436",19,"68.42%","84.21%",-0.443383362280846,0.707556077121805,0.98228265447747
"2071","Cluster_4629","lncRNA_8085",143,-20.14,"2 20","7173 7194",18,"55.56%","72.22%",-0.292083200431204,0.811303161886297,0.994248178674756
"2072","Cluster_4629","lncRNA_8086",143,-20.14,"2 20","7173 7194",18,"55.56%","72.22%",-0.292083200431204,0.811303161886297,0.994248178674756
"2073","Cluster_4629","lncRNA_8087",143,-20.14,"2 20","7173 7194",18,"55.56%","72.22%",-0.292083200431204,0.811303161886297,0.994248178674756
"2074","Cluster_4629","lncRNA_8088",143,-20.14,"2 20","6273 6294",18,"55.56%","72.22%",-0.261613105792378,0.831491114617511,0.995274073246762
"2075","Cluster_4629","lncRNA_8089",143,-20.14,"2 20","5989 6010",18,"55.56%","72.22%",-0.248724204878607,0.839977443924927,0.995313587247997
"2076","Cluster_4629","lncRNA_8119",148,-22.33,"2 21","10335 10356",19,"63.16%","68.42%",-0.432303439466428,0.715401874918148,0.982889724334266
"2077","Cluster_4629","lncRNA_8138",167,-23.26,"2 20","2532 2553",18,"72.22%","88.89%",-0.551712417596,0.627949205936139,0.98228265447747
"2078","Cluster_4629","lncRNA_8146",146,-20.68,"2 20","1590 1612",19,"68.42%","68.42%",0.851103813700382,0.351867444858767,0.98228265447747
"2079","Cluster_4629","lncRNA_8175",146,-21.91,"2 16","244 268",17,"70.59%","76.47%",-0.445696525663871,0.705912101219801,0.98228265447747
"2080","Cluster_4629","lncRNA_8223",166,-28.96,"2 20","2699 2722",20,"75.00%","85.00%",-0.593883663549675,0.595187868264602,0.98228265447747
"2081","Cluster_4629","lncRNA_831",156,-20.64,"2 17","2104 2125",15,"73.33%","86.67%",-0.929788702868477,0.239978871560986,0.98228265447747
"2082","Cluster_4629","lncRNA_8316",158,-22.92,"2 15","3964 3985",13,"76.92%","100.00%",-0.517083358991852,0.654035427266886,0.98228265447747
"2083","Cluster_4629","lncRNA_832",156,-20.64,"2 17","2104 2125",15,"73.33%","86.67%",-0.929788702868477,0.239978871560986,0.98228265447747
"2084","Cluster_4629","lncRNA_8540",167,-25.85,"2 20","1827 1848",18,"77.78%","83.33%",-0.414291529777646,0.728058792649015,0.984336702096457
"2085","Cluster_4629","lncRNA_854",152,-21.44,"2 20","24180 24199",18,"72.22%","77.78%",-0.495740889287643,0.669793141248071,0.98228265447747
"2086","Cluster_4629","lncRNA_854",153,-22.61,"2 20","23590 23614",21,"71.43%","76.19%",-0.495740889287643,0.669793141248071,0.98228265447747
"2087","Cluster_4629","lncRNA_8632",160,-20.59,"2 17","886 907",15,"80.00%","86.67%",-0.513605997284131,0.65661862948265,0.98228265447747
"2088","Cluster_4629","lncRNA_8773",151,-22.24,"2 20","3310 3331",18,"61.11%","77.78%",-0.384385411399102,0.748826764968908,0.986470380906039
"2089","Cluster_4629","lncRNA_8774",167,-23.38,"2 21","6010 6032",20,"75.00%","85.00%",0.993022324186654,0.075249456754279,0.98228265447747
"2090","Cluster_4629","lncRNA_8775",151,-22.24,"2 20","2819 2840",18,"61.11%","77.78%",-0.475850297142968,0.684280808481218,0.98228265447747
"2091","Cluster_4629","lncRNA_9014",141,-26.36,"2 20","1379 1407",25,"60.00%","68.00%",-0.142813702079451,0.908770045074167,0.999683876482755
"2092","Cluster_4629","lncRNA_9054",146,-22.29,"2 19","5564 5582",17,"70.59%","76.47%",0.689555895459548,0.515611506439186,0.98228265447747
"2093","Cluster_4629","lncRNA_9128",159,-20.49,"2 21","252 274",20,"65.00%","85.00%",-0.460237273534117,0.695528673456799,0.98228265447747
"2094","Cluster_4629","lncRNA_9137",145,-27.81,"2 20","27829 27858",26,"61.54%","69.23%",-0.652049978790053,0.547818440085096,0.98228265447747
"2095","Cluster_4629","lncRNA_9137",157,-22.23,"2 21","2666 2685",19,"73.68%","78.95%",-0.652049978790053,0.547818440085096,0.98228265447747
"2096","Cluster_4629","lncRNA_9149",155,-20.69,"2 21","11816 11839",21,"66.67%","76.19%",-0.441985925404176,0.708548224500361,0.982283872675976
"2097","Cluster_4629","lncRNA_9149",155,-20.69,"2 21","9676 9699",21,"66.67%","76.19%",-0.441985925404176,0.708548224500361,0.982283872675976
"2098","Cluster_4629","lncRNA_9150",155,-20.69,"2 21","11011 11034",21,"66.67%","76.19%",-0.446643105212456,0.70523875361727,0.98228265447747
"2099","Cluster_4629","lncRNA_9150",155,-20.69,"2 21","8871 8894",21,"66.67%","76.19%",-0.446643105212456,0.70523875361727,0.98228265447747
"2100","Cluster_4629","lncRNA_9152",155,-20.69,"2 21","11006 11029",21,"66.67%","76.19%",-0.451790635920887,0.70157080603847,0.98228265447747
"2101","Cluster_4629","lncRNA_9152",155,-20.69,"2 21","8866 8889",21,"66.67%","76.19%",-0.451790635920887,0.70157080603847,0.98228265447747
"2102","Cluster_4629","lncRNA_9152",163,-26.98,"2 16","82970 82991",14,"85.71%","92.86%",-0.451790635920887,0.70157080603847,0.98228265447747
"2103","Cluster_4629","lncRNA_9153",163,-26.98,"2 16","2525 2546",14,"85.71%","92.86%",-0.442922184053864,0.707883587255177,0.98228265447747
"2104","Cluster_4629","lncRNA_9154",163,-26.98,"2 16","453 474",14,"85.71%","92.86%",0.0705492148687139,0.955049634406689,0.999683876482755
"2105","Cluster_4629","lncRNA_9254",156,-21.28,"2 17","3326 3347",15,"80.00%","80.00%",-0.574798543583429,0.610160829992152,0.98228265447747
"2106","Cluster_4629","lncRNA_9306",160,-22.76,"2 21","4980 4998",19,"73.68%","84.21%",-0.291420621838395,0.811744158517869,0.994248178674756
"2107","Cluster_4629","lncRNA_9353",157,-22.9,"2 21","5525 5547",21,"71.43%","80.95%",0.997784043653987,0.0423892713998179,0.98228265447747
"2108","Cluster_4629","lncRNA_9367",156,-27.5,"2 17","353 374",15,"73.33%","86.67%",-0.527111725132583,0.646549859524427,0.98228265447747
"2109","Cluster_4629","lncRNA_9372",156,-27.5,"2 17","353 374",15,"73.33%","86.67%",-0.525594469523676,0.647685874722263,0.98228265447747
"2110","Cluster_4629","lncRNA_9376",156,-21.13,"2 21","3603 3624",19,"63.16%","78.95%",-0.58665555635591,0.600888513541102,0.98228265447747
"2111","Cluster_4629","lncRNA_9487",158,-21.05,"2 20","1466 1488",19,"73.68%","78.95%",-0.706620631310058,0.500437538343885,0.98228265447747
"2112","Cluster_4629","lncRNA_9488",158,-21.05,"2 20","1466 1488",19,"73.68%","78.95%",-0.512643663748331,0.657332401632397,0.98228265447747
"2113","Cluster_4629","lncRNA_9493",158,-21.05,"2 20","190 212",19,"73.68%","78.95%",-0.811713066986681,0.397070645035695,0.98228265447747
"2114","Cluster_4629","lncRNA_9498",155,-20.34,"2 20","1670 1691",18,"66.67%","77.78%",-0.481646394319693,0.680077934054405,0.98228265447747
"2115","Cluster_4629","lncRNA_9515",161,-26.5,"2 21","397 418",20,"80.00%","80.00%",0.257368351037459,0.834289260894496,0.995274073246762
"2116","Cluster_4629","lncRNA_9631",147,-21.04,"2 12","13707 13728",10,"90.00%","90.00%",-0.485002895973511,0.677637087273895,0.98228265447747
"2117","Cluster_4629","lncRNA_9631",155,-22.45,"2 16","22800 22821",14,"78.57%","85.71%",-0.485002895973511,0.677637087273895,0.98228265447747
"2118","Cluster_4629","lncRNA_9631",161,-25.74,"2 19","18921 18944",19,"73.68%","84.21%",-0.485002895973511,0.677637087273895,0.98228265447747
"2119","Cluster_4629","lncRNA_9633",161,-25.74,"2 19","195 218",19,"73.68%","84.21%",0.863162919211411,0.336960088397225,0.98228265447747
"2120","Cluster_4629","lncRNA_9686",148,-22.24,"2 21","3526 3544",19,"63.16%","78.95%",-0.339796594744547,0.779283533206036,0.99045834143213
"2121","Cluster_4629","lncRNA_9694",153,-22.26,"2 20","1649 1669",18,"66.67%","83.33%",0.985598259253584,0.108174578881819,0.98228265447747
"2122","Cluster_4629","lncRNA_9735",141,-22.81,"2 10","376 397",8,"87.50%","100.00%",-0.538383044467886,0.638070740306666,0.98228265447747
"2123","Cluster_4629","lncRNA_9811",166,-22.85,"2 21","732 752",19,"73.68%","89.47%",-0.564870434675146,0.617852282815772,0.98228265447747
"2124","Cluster_4629","lncRNA_990",149,-20.78,"2 20","10817 10837",18,"61.11%","83.33%",-0.0358738559863797,0.977157092629672,0.999683876482755
"2125","Cluster_4735","lncRNA_081",160,-26.22,"2 21","4745 4765",20,"75.00%","85.00%",-0.625078061576215,0.57013425339041,0.98228265447747
"2126","Cluster_4735","lncRNA_1124",161,-24.38,"2 14","21665 21686",12,"91.67%","100.00%",-0.348835661850869,0.773154271958651,0.98924281770661
"2127","Cluster_4735","lncRNA_1315",160,-25.18,"2 13","38 59",11,"100.00%","100.00%",0.0812004630197976,0.948249203168107,0.999683876482755
"2128","Cluster_4735","lncRNA_1353",156,-25.48,"2 21","2378 2399",19,"68.42%","73.68%",-0.381686882627643,0.750686541591648,0.98650082313936
"2129","Cluster_4735","lncRNA_1355",169,-22.92,"2 20","3778 3798",18,"83.33%","88.89%",-0.600259090780774,0.590128267659636,0.98228265447747
"2130","Cluster_4735","lncRNA_1505",150,-20.35,"2 21","2473 2493",19,"63.16%","78.95%",0.571655585246562,0.612602715314962,0.98228265447747
"2131","Cluster_4735","lncRNA_1701",161,-23.17,"2 19","19143 19165",18,"77.78%","83.33%",-0.529365658735017,0.644859944909845,0.98228265447747
"2132","Cluster_4735","lncRNA_1730",146,-20.52,"2 16","1702 1725",16,"68.75%","81.25%",0.197075496383911,0.87371117903558,0.996881652284331
"2133","Cluster_4735","lncRNA_1749",162,-20.62,"2 21","104 127",21,"76.19%","80.95%",-0.34856204362856,0.77334012801877,0.989271119544105
"2134","Cluster_4735","lncRNA_2085",165,-22.17,"2 20","4070 4096",23,"78.26%","78.26%",-0.876271095723667,0.320047020212632,0.98228265447747
"2135","Cluster_4735","lncRNA_2118",157,-23.07,"2 21","1162 1183",20,"70.00%","85.00%",-0.743676855442555,0.466160262527067,0.98228265447747
"2136","Cluster_4735","lncRNA_2530",166,-22.04,"2 21","11597 11620",21,"80.95%","80.95%",-0.515705773983615,0.655059538036179,0.98228265447747
"2137","Cluster_4735","lncRNA_2531",166,-22.04,"2 21","11597 11620",21,"80.95%","80.95%",-0.515705773983615,0.655059538036179,0.98228265447747
"2138","Cluster_4735","lncRNA_2532",166,-22.04,"2 21","11597 11620",21,"80.95%","80.95%",-0.515705773983615,0.655059538036179,0.98228265447747
"2139","Cluster_4735","lncRNA_2746",166,-22.41,"2 21","21348 21368",19,"78.95%","84.21%",-0.473762840350688,0.685790786531097,0.98228265447747
"2140","Cluster_4735","lncRNA_2856",174,-28.15,"2 21","48 72",22,"81.82%","86.36%",-0.919390584629874,0.257364982720589,0.98228265447747
"2141","Cluster_4735","lncRNA_3276",157,-23.11,"2 21","584 607",22,"68.18%","81.82%",-0.540024025694027,0.636830284509049,0.98228265447747
"2142","Cluster_4735","lncRNA_3314",156,-22.46,"2 21","2137 2158",19,"63.16%","78.95%",-0.571527059241127,0.612702433001286,0.98228265447747
"2143","Cluster_4735","lncRNA_3328",174,-24.6,"2 21","2528 2552",22,"81.82%","86.36%",-0.514636606695492,0.655853684822999,0.98228265447747
"2144","Cluster_4735","lncRNA_3329",174,-24.6,"2 21","2528 2552",22,"81.82%","86.36%",-0.539754776369909,0.637033922528813,0.98228265447747
"2145","Cluster_4735","lncRNA_3330",174,-24.6,"2 21","1313 1337",22,"81.82%","86.36%",-0.538497938819917,0.637983939331981,0.98228265447747
"2146","Cluster_4735","lncRNA_3331",174,-24.6,"2 21","1307 1331",22,"81.82%","86.36%",-0.538497938819917,0.637983939331981,0.98228265447747
"2147","Cluster_4735","lncRNA_3509",151,-20.64,"2 12","788 809",10,"90.00%","100.00%",-0.64407466781234,0.554485192820474,0.98228265447747
"2148","Cluster_4735","lncRNA_3525",146,-21.54,"2 21","5124 5144",19,"52.63%","84.21%",-0.709236611869256,0.498079579214335,0.98228265447747
"2149","Cluster_4735","lncRNA_3636",165,-22.06,"2 18","18842 18863",16,"81.25%","87.50%",-0.572920313481062,0.611620886764318,0.98228265447747
"2150","Cluster_4735","lncRNA_3636",165,-22.06,"2 18","22466 22487",16,"81.25%","87.50%",-0.572920313481062,0.611620886764318,0.98228265447747
"2151","Cluster_4735","lncRNA_3637",165,-22.06,"2 18","351 372",16,"81.25%","87.50%",-0.753731208826778,0.456504124866701,0.98228265447747
"2152","Cluster_4735","lncRNA_3637",165,-22.06,"2 18","3975 3996",16,"81.25%","87.50%",-0.753731208826778,0.456504124866701,0.98228265447747
"2153","Cluster_4735","lncRNA_3642",165,-22.06,"2 18","165 186",16,"81.25%","87.50%",-0.694431592516503,0.511311780328671,0.98228265447747
"2154","Cluster_4735","lncRNA_3642",165,-22.06,"2 18","3789 3810",16,"81.25%","87.50%",-0.694431592516503,0.511311780328671,0.98228265447747
"2155","Cluster_4735","lncRNA_3643",165,-22.06,"2 18","165 186",16,"81.25%","87.50%",-0.694431592516503,0.511311780328671,0.98228265447747
"2156","Cluster_4735","lncRNA_3643",165,-22.06,"2 18","3789 3810",16,"81.25%","87.50%",-0.694431592516503,0.511311780328671,0.98228265447747
"2157","Cluster_4735","lncRNA_4010",155,-20.15,"2 12","21867 21888",10,"100.00%","100.00%",-0.986424925792625,0.105016793221782,0.98228265447747
"2158","Cluster_4735","lncRNA_4084",162,-20.18,"2 21","718 738",19,"73.68%","84.21%",-0.26891992138589,0.826666600060493,0.99515083547037
"2159","Cluster_4735","lncRNA_4232",155,-20.37,"2 12","1236 1257",10,"100.00%","100.00%",0.308399695723216,0.800413164851526,0.994248178674756
"2160","Cluster_4735","lncRNA_4503",163,-21.99,"2 17","1259 1281",16,"87.50%","87.50%",-0.367587789881834,0.760367480565064,0.986651818305537
"2161","Cluster_4735","lncRNA_4542",146,-20.37,"2 21","13357 13374",19,"73.68%","73.68%",0.504510993098228,0.663345595828255,0.98228265447747
"2162","Cluster_4735","lncRNA_4774",151,-20.64,"2 12","777 798",10,"90.00%","100.00%",-0.66804576249034,0.534262062142682,0.98228265447747
"2163","Cluster_4735","lncRNA_4784",149,-21.79,"2 21","293 318",24,"62.50%","75.00%",-0.193021592791305,0.876342514787527,0.997147789008153
"2164","Cluster_4735","lncRNA_483",158,-22.46,"2 20","2132 2154",19,"68.42%","84.21%",-0.417658385183743,0.72570178239976,0.984044777742285
"2165","Cluster_4735","lncRNA_5484",151,-21.11,"2 12","1535 1556",10,"90.00%","100.00%",-0.514476041437331,0.65597289671151,0.98228265447747
"2166","Cluster_4735","lncRNA_5485",151,-20.66,"2 12","1 21",10,"90.00%","100.00%",-0.514476041437331,0.65597289671151,0.98228265447747
"2167","Cluster_4735","lncRNA_5581",161,-28.41,"2 21","2508 2531",22,"72.73%","81.82%",0.444941036776016,0.706449262465921,0.98228265447747
"2168","Cluster_4735","lncRNA_5902",165,-23.06,"2 20","188 212",21,"76.19%","85.71%",-0.591697382143401,0.596916085230763,0.98228265447747
"2169","Cluster_4735","lncRNA_5964",143,-21.78,"2 13","1229 1251",12,"75.00%","91.67%",-0.769647476144054,0.440863965932145,0.98228265447747
"2170","Cluster_4735","lncRNA_641",163,-24.93,"2 21","3417 3439",20,"70.00%","85.00%",0.999969417602348,0.00497888382903381,0.68452864595018
"2171","Cluster_4735","lncRNA_6532",152,-20.04,"2 21","5457 5475",19,"63.16%","84.21%",-0.611801424947954,0.580890311076042,0.98228265447747
"2172","Cluster_4735","lncRNA_658",159,-20.67,"2 21","2000 2023",21,"71.43%","76.19%",-0.53795279448315,0.638395720635461,0.98228265447747
"2173","Cluster_4735","lncRNA_658",159,-20.67,"2 21","9577 9600",21,"71.43%","76.19%",-0.53795279448315,0.638395720635461,0.98228265447747
"2174","Cluster_4735","lncRNA_660",159,-20.67,"2 21","102 125",21,"71.43%","76.19%",-0.540341291910428,0.636590276811578,0.98228265447747
"2175","Cluster_4735","lncRNA_660",159,-20.67,"2 21","7679 7702",21,"71.43%","76.19%",-0.540341291910428,0.636590276811578,0.98228265447747
"2176","Cluster_4735","lncRNA_6724",155,-20.12,"2 20","19659 19682",21,"76.19%","80.95%",-0.766474991416419,0.444017857089928,0.98228265447747
"2177","Cluster_4735","lncRNA_6850",161,-25.23,"2 21","835 860",23,"78.26%","78.26%",-0.71703457810353,0.490997896524292,0.98228265447747
"2178","Cluster_4735","lncRNA_6855",162,-20.64,"2 16","294 316",15,"86.67%","93.33%",-0.714726478296594,0.493102360552586,0.98228265447747
"2179","Cluster_4735","lncRNA_6938",162,-20.18,"2 21","719 739",19,"73.68%","84.21%",-0.277895310389067,0.820726329602904,0.994253983307146
"2180","Cluster_4735","lncRNA_6939",162,-20.18,"2 21","692 712",19,"73.68%","84.21%",-0.300794106253414,0.805496608670724,0.994248178674756
"2181","Cluster_4735","lncRNA_7166",168,-22.88,"2 17","15097 15118",15,"86.67%","93.33%",-0.589515872047911,0.598637105150282,0.98228265447747
"2182","Cluster_4735","lncRNA_7250",176,-21.52,"2 21","239 260",19,"78.95%","89.47%",-0.500943642233887,0.665972771890438,0.98228265447747
"2183","Cluster_4735","lncRNA_728",155,-24.55,"2 12","1752 1773",10,"100.00%","100.00%",0.191540375775341,0.877303417455119,0.997258884626817
"2184","Cluster_4735","lncRNA_7296",145,-21.58,"2 10","10055 10076",8,"100.00%","100.00%",-0.997915800427762,0.0411093140829251,0.98228265447747
"2185","Cluster_4735","lncRNA_7297",145,-21.58,"2 10","1616 1637",8,"100.00%","100.00%",-0.998771464076236,0.0315597477364564,0.98228265447747
"2186","Cluster_4735","lncRNA_7654",171,-27.6,"2 21","1656 1678",20,"80.00%","85.00%",-0.701773710157041,0.504783524396199,0.98228265447747
"2187","Cluster_4735","lncRNA_7654",171,-27.6,"2 21","2233 2255",20,"80.00%","85.00%",-0.701773710157041,0.504783524396199,0.98228265447747
"2188","Cluster_4735","lncRNA_7686",161,-22.06,"2 18","10092 10113",16,"75.00%","87.50%",-0.590378192435574,0.597957216920258,0.98228265447747
"2189","Cluster_4735","lncRNA_7687",161,-22.06,"2 18","10085 10106",16,"75.00%","87.50%",-0.591658196311285,0.596947029491835,0.98228265447747
"2190","Cluster_4735","lncRNA_783",168,-23.46,"2 18","1495 1517",17,"88.24%","88.24%",-0.595842298843197,0.593636655641872,0.98228265447747
"2191","Cluster_4735","lncRNA_7836",154,-21.35,"2 21","1202 1225",21,"66.67%","80.95%",-0.58435260364709,0.602697026834477,0.98228265447747
"2192","Cluster_4735","lncRNA_7917",146,-21.01,"2 21","3985 4012",25,"60.00%","72.00%",-0.553532154285635,0.626559193154987,0.98228265447747
"2193","Cluster_4735","lncRNA_7918",146,-21.01,"2 21","3869 3896",25,"60.00%","72.00%",-0.647051035044043,0.552004113509983,0.98228265447747
"2194","Cluster_4735","lncRNA_7920",146,-21.01,"2 21","3248 3275",25,"60.00%","72.00%",-0.576722246846559,0.608662981941127,0.98228265447747
"2195","Cluster_4735","lncRNA_7923",146,-21.01,"2 21","3870 3897",25,"60.00%","72.00%",-0.638771543492711,0.558885805919248,0.98228265447747
"2196","Cluster_4735","lncRNA_7924",146,-21.01,"2 21","3742 3769",25,"60.00%","72.00%",-0.636095195451449,0.561097105817045,0.98228265447747
"2197","Cluster_4735","lncRNA_7925",146,-21.01,"2 21","3742 3769",25,"60.00%","72.00%",-0.636095195451449,0.561097105817045,0.98228265447747
"2198","Cluster_4735","lncRNA_7926",146,-21.01,"2 21","3732 3759",25,"60.00%","72.00%",-0.66384481481695,0.537847070503207,0.98228265447747
"2199","Cluster_4735","lncRNA_7927",146,-21.01,"2 21","2647 2674",25,"60.00%","72.00%",-0.601636119178364,0.589031487352408,0.98228265447747
"2200","Cluster_4735","lncRNA_7958",176,-21.41,"2 21","3728 3749",19,"78.95%","89.47%",-0.634278719878933,0.562594344719281,0.98228265447747
"2201","Cluster_4735","lncRNA_8247",156,-21.91,"2 21","82 101",19,"78.95%","78.95%",-0.591697382143401,0.596916085230763,0.98228265447747
"2202","Cluster_4735","lncRNA_852",148,-20.16,"2 20","3988 4010",20,"70.00%","75.00%",-0.753295451009179,0.456926087597958,0.98228265447747
"2203","Cluster_4735","lncRNA_8534",155,-24.82,"2 12","231 252",10,"100.00%","100.00%",-0.616957946887673,0.576729707120462,0.98228265447747
"2204","Cluster_4735","lncRNA_8543",150,-20.02,"2 21","5936 5956",19,"63.16%","78.95%",-0.718135012007619,0.489992028173391,0.98228265447747
"2205","Cluster_4735","lncRNA_8671",159,-22.88,"2 17","3497 3519",16,"75.00%","93.75%",0.346339524678943,0.774849035623127,0.989531379243572
"2206","Cluster_4735","lncRNA_9039",147,-20.23,"2 20","2513 2531",18,"66.67%","77.78%",-0.640288718335167,0.557629423684533,0.98228265447747
"2207","Cluster_4735","lncRNA_9039",147,-20.23,"2 20","698 716",18,"66.67%","77.78%",-0.640288718335167,0.557629423684533,0.98228265447747
"2208","Cluster_4735","lncRNA_9047",151,-20.93,"2 18","20669 20689",16,"68.75%","87.50%",-0.358908163249916,0.766298247472528,0.987871411655869
"2209","Cluster_4735","lncRNA_9154",153,-20.89,"2 21","14028 14050",21,"71.43%","76.19%",-0.925791630122083,0.246799662508655,0.98228265447747
"2210","Cluster_4735","lncRNA_9221",154,-22.16,"2 21","14256 14273",19,"78.95%","78.95%",0.996562768910876,0.0527987890998434,0.98228265447747
"2211","Cluster_4735","lncRNA_9320",155,-20.75,"2 21","1814 1839",23,"65.22%","73.91%",-0.753555350432545,0.456674454573205,0.98228265447747
"2212","Cluster_4735","lncRNA_9615",154,-20.84,"2 21","2106 2130",22,"68.18%","77.27%",0.00875911360392532,0.994423703785611,0.999683876482755
"2213","Cluster_4735","lncRNA_9653",152,-21.74,"2 19","1152 1175",19,"73.68%","78.95%",-0.435725405095164,0.71298376094359,0.982700584405976
"2214","Cluster_4735","lncRNA_9734",171,-20.91,"2 21","4160 4182",20,"75.00%","90.00%",-0.445869005647294,0.705789434347843,0.98228265447747
"2215","Cluster_4735","lncRNA_9839",155,-20.94,"2 20","737 755",18,"72.22%","83.33%",-0.404468308572671,0.734913189851791,0.985117448439688
"2216","Cluster_4735","lncRNA_9840",155,-20.94,"2 20","356 374",18,"72.22%","83.33%",-0.506178373053099,0.662115481381698,0.98228265447747
"2217","Cluster_5563","lncRNA_095",161,-21.83,"2 20","2338 2362",20,"75.00%","85.00%",0.700666515767753,0.505772187292925,0.98228265447747
"2218","Cluster_5563","lncRNA_1008",153,-20.23,"2 22","767 794",25,"72.00%","76.00%",0.0459517735955673,0.970735887337013,0.999683876482755
"2219","Cluster_5563","lncRNA_1009",153,-20.23,"2 22","4315 4342",25,"72.00%","76.00%",0.0842186911615112,0.946321132544439,0.999683876482755
"2220","Cluster_5563","lncRNA_1009",153,-20.23,"2 22","767 794",25,"72.00%","76.00%",0.0842186911615112,0.946321132544439,0.999683876482755
"2221","Cluster_5563","lncRNA_1048",156,-22.03,"2 22","19212 19240",26,"61.54%","73.08%",0.186544913596061,0.880542027023495,0.998067031937861
"2222","Cluster_5563","lncRNA_2118",158,-23.07,"2 22","597 619",21,"71.43%","80.95%",0.35901659519597,0.766224288324517,0.987807076916532
"2223","Cluster_5563","lncRNA_3122",160,-20.23,"2 22","25 49",22,"72.73%","72.73%",0.729401863926363,0.479596959882175,0.98228265447747
"2224","Cluster_5563","lncRNA_3927",170,-23.62,"2 22","316 339",22,"77.27%","86.36%",0.531375461660401,0.643350706463405,0.98228265447747
"2225","Cluster_5563","lncRNA_5086",175,-22.73,"2 21","2690 2713",20,"80.00%","90.00%",-0.0878466084349666,0.944002932221743,0.999683876482755
"2226","Cluster_5563","lncRNA_5412",159,-22.17,"2 22","17051 17076",23,"69.57%","78.26%",0.313196354450376,0.797200403947757,0.993999521070057
"2227","Cluster_5563","lncRNA_5710",171,-21.67,"2 20","1130 1152",18,"83.33%","83.33%",0.211836902362257,0.86411087586807,0.995971053942317
