species,feature_type,feature_id,genomic_class,host_gene_id,chr,promoter_start,promoter_end,strand
Apul,lncRNA,lncRNA_25796,lncRNA,,ptg000026l,8187975,8189874,+
Apul,lncRNA,lncRNA_25797,lncRNA,,ptg000026l,8192097,8193996,+
Apul,lncRNA,lncRNA_25798,lncRNA,,ptg000026l,8484797,8486696,+
Apul,lncRNA,lncRNA_25799,lncRNA,,ptg000026l,8596402,8598301,+
Apul,lncRNA,lncRNA_25800,lncRNA,,ptg000026l,8610378,8612277,+
Apul,lncRNA,lncRNA_25801,lncRNA,,ptg000026l,8612136,8614035,+
Apul,lncRNA,lncRNA_25802,lncRNA,,ptg000026l,8666122,8668021,+
Apul,lncRNA,lncRNA_25803,lncRNA,,ptg000026l,8713759,8715658,+
Apul,lncRNA,lncRNA_25804,lncRNA,,ptg000026l,8726521,8728420,+
Apul,lncRNA,lncRNA_25805,lncRNA,,ptg000026l,8751365,8753264,+
Apul,lncRNA,lncRNA_25806,lncRNA,,ptg000026l,8755015,8756914,+
Apul,lncRNA,lncRNA_25807,lncRNA,,ptg000026l,8757047,8758946,+
Apul,lncRNA,lncRNA_25808,lncRNA,,ptg000026l,9294108,9296007,+
Apul,lncRNA,lncRNA_25809,lncRNA,,ptg000026l,9323313,9325212,+
Apul,lncRNA,lncRNA_25810,lncRNA,,ptg000026l,9352490,9354389,+
Apul,lncRNA,lncRNA_25811,lncRNA,,ptg000026l,9354068,9355967,+
Apul,lncRNA,lncRNA_25812,lncRNA,,ptg000026l,9679421,9681320,+
Apul,lncRNA,lncRNA_25813,lncRNA,,ptg000026l,9699296,9701195,+
Apul,lncRNA,lncRNA_25814,lncRNA,,ptg000026l,9700588,9702487,+
Apul,lncRNA,lncRNA_25815,lncRNA,,ptg000026l,9716155,9718054,+
Apul,lncRNA,lncRNA_25816,lncRNA,,ptg000026l,9727918,9729817,+
Apul,lncRNA,lncRNA_25817,lncRNA,,ptg000026l,9728470,9730369,+
Apul,lncRNA,lncRNA_25818,lncRNA,,ptg000026l,9732845,9734744,+
Apul,lncRNA,lncRNA_25819,lncRNA,,ptg000026l,9748031,9749930,+
Apul,lncRNA,lncRNA_25820,lncRNA,,ptg000026l,9757267,9759166,+
Apul,lncRNA,lncRNA_25821,lncRNA,,ptg000026l,9855988,9857887,+
Apul,lncRNA,lncRNA_25822,lncRNA,,ptg000026l,9896544,9898443,+
Apul,lncRNA,lncRNA_25823,lncRNA,,ptg000026l,10230099,10231998,+
Apul,lncRNA,lncRNA_25824,lncRNA,,ptg000026l,10232584,10234483,+
Apul,lncRNA,lncRNA_25825,lncRNA,,ptg000026l,10235003,10236902,+
Apul,lncRNA,lncRNA_25826,lncRNA,,ptg000026l,10239342,10241241,+
Apul,lncRNA,lncRNA_25827,lncRNA,,ptg000026l,10241225,10243124,+
Apul,lncRNA,lncRNA_25828,lncRNA,,ptg000026l,10243988,10245887,+
Apul,lncRNA,lncRNA_25829,lncRNA,,ptg000026l,10247540,10249439,+
Apul,lncRNA,lncRNA_25830,lncRNA,,ptg000026l,10252498,10254397,+
Apul,lncRNA,lncRNA_25831,lncRNA,,ptg000026l,10266892,10268791,+
Apul,lncRNA,lncRNA_25832,lncRNA,,ptg000026l,10300204,10302103,+
Apul,lncRNA,lncRNA_25833,lncRNA,,ptg000026l,10311412,10313311,+
Apul,lncRNA,lncRNA_25834,lncRNA,,ptg000026l,10317931,10319830,+
Apul,lncRNA,lncRNA_25835,lncRNA,,ptg000026l,10326378,10328277,+
Apul,lncRNA,lncRNA_25836,lncRNA,,ptg000026l,10328154,10330053,+
Apul,lncRNA,lncRNA_25837,lncRNA,,ptg000026l,10331376,10333275,+
Apul,lncRNA,lncRNA_25838,lncRNA,,ptg000026l,10333868,10335767,+
Apul,lncRNA,lncRNA_25839,lncRNA,,ptg000026l,10343750,10345649,+
Apul,lncRNA,lncRNA_25840,lncRNA,,ptg000026l,10346680,10348579,+
Apul,lncRNA,lncRNA_25841,lncRNA,,ptg000026l,10348452,10350351,+
Apul,lncRNA,lncRNA_25842,lncRNA,,ptg000026l,10352075,10353974,+
Apul,lncRNA,lncRNA_25843,lncRNA,,ptg000026l,10358513,10360412,+
Apul,lncRNA,lncRNA_25844,lncRNA,,ptg000026l,10364703,10366602,+
Apul,lncRNA,lncRNA_25845,lncRNA,,ptg000026l,10372106,10374005,+
Apul,lncRNA,lncRNA_25846,lncRNA,,ptg000026l,10389086,10390985,+
Apul,lncRNA,lncRNA_25847,lncRNA,,ptg000026l,10392458,10394357,+
Apul,lncRNA,lncRNA_25848,lncRNA,,ptg000026l,10504941,10506840,+
Apul,lncRNA,lncRNA_25849,lncRNA,,ptg000026l,10565571,10567470,+
Apul,lncRNA,lncRNA_25850,lncRNA,,ptg000026l,10605985,10607884,+
Apul,lncRNA,lncRNA_25851,lncRNA,,ptg000026l,10677717,10679616,+
Apul,lncRNA,lncRNA_25852,lncRNA,,ptg000026l,10760533,10762432,+
Apul,lncRNA,lncRNA_25853,lncRNA,,ptg000026l,10766715,10768614,+
Apul,lncRNA,lncRNA_25854,lncRNA,,ptg000026l,10777666,10779565,+
Apul,lncRNA,lncRNA_25855,lncRNA,,ptg000026l,10783900,10785799,+
Apul,lncRNA,lncRNA_25856,lncRNA,,ptg000026l,10785355,10787254,+
Apul,lncRNA,lncRNA_25857,lncRNA,,ptg000026l,10803593,10805492,+
Apul,lncRNA,lncRNA_25858,lncRNA,,ptg000026l,10881428,10883327,+
Apul,lncRNA,lncRNA_25859,lncRNA,,ptg000026l,10882157,10884056,+
Apul,lncRNA,lncRNA_25860,lncRNA,,ptg000026l,10918707,10920606,+
Apul,lncRNA,lncRNA_25861,lncRNA,,ptg000026l,11006340,11008239,+
Apul,lncRNA,lncRNA_25862,lncRNA,,ptg000026l,11048124,11050023,+
Apul,lncRNA,lncRNA_25863,lncRNA,,ptg000026l,11221644,11223543,+
Apul,lncRNA,lncRNA_25864,lncRNA,,ptg000026l,11292274,11294173,+
Apul,lncRNA,lncRNA_25865,lncRNA,,ptg000026l,11294757,11296656,+
Apul,lncRNA,lncRNA_25866,lncRNA,,ptg000026l,11459636,11461535,+
Apul,lncRNA,lncRNA_25867,lncRNA,,ptg000026l,11462870,11464769,+
Apul,lncRNA,lncRNA_25868,lncRNA,,ptg000026l,11465902,11467801,+
Apul,lncRNA,lncRNA_25869,lncRNA,,ptg000026l,11472914,11474813,+
Apul,lncRNA,lncRNA_25870,lncRNA,,ptg000026l,11577863,11579762,+
Apul,lncRNA,lncRNA_25871,lncRNA,,ptg000026l,11582690,11584589,+
Apul,lncRNA,lncRNA_25872,lncRNA,,ptg000026l,11588650,11590549,+
Apul,lncRNA,lncRNA_25873,lncRNA,,ptg000026l,11666420,11668319,+
Apul,lncRNA,lncRNA_25874,lncRNA,,ptg000026l,11696344,11698243,+
Apul,lncRNA,lncRNA_25875,lncRNA,,ptg000026l,11781905,11783804,+
Apul,lncRNA,lncRNA_25876,lncRNA,,ptg000026l,11918948,11920847,+
Apul,lncRNA,lncRNA_25877,lncRNA,,ptg000026l,11952410,11954309,+
Apul,lncRNA,lncRNA_25878,lncRNA,,ptg000026l,11969315,11971214,+
Apul,lncRNA,lncRNA_25879,lncRNA,,ptg000026l,11983386,11985285,+
Apul,lncRNA,lncRNA_25880,lncRNA,,ptg000026l,12008912,12010811,+
Apul,lncRNA,lncRNA_25881,lncRNA,,ptg000026l,12178073,12179972,+
Apul,lncRNA,lncRNA_25882,lncRNA,,ptg000026l,12236763,12238662,+
Apul,lncRNA,lncRNA_25883,lncRNA,,ptg000026l,12255433,12257332,+
Apul,lncRNA,lncRNA_25884,lncRNA,,ptg000026l,12258972,12260871,+
Apul,lncRNA,lncRNA_25885,lncRNA,,ptg000026l,12278913,12280812,+
Apul,lncRNA,lncRNA_25886,lncRNA,,ptg000026l,12287398,12289297,+
Apul,lncRNA,lncRNA_25887,lncRNA,,ptg000026l,12293704,12295603,+
Apul,lncRNA,lncRNA_25888,lncRNA,,ptg000026l,12307077,12308976,+
Apul,lncRNA,lncRNA_25889,lncRNA,,ptg000026l,12307854,12309753,+
Apul,lncRNA,lncRNA_25890,lncRNA,,ptg000026l,12436132,12438031,+
Apul,lncRNA,lncRNA_25891,lncRNA,,ptg000026l,12439346,12441245,+
Apul,lncRNA,lncRNA_25892,lncRNA,,ptg000026l,12446068,12447967,+
Apul,lncRNA,lncRNA_25893,lncRNA,,ptg000026l,12448093,12449992,+
Apul,lncRNA,lncRNA_25894,lncRNA,,ptg000026l,12469118,12471017,+
Apul,lncRNA,lncRNA_25895,lncRNA,,ptg000026l,12477315,12479214,+
Apul,lncRNA,lncRNA_25896,lncRNA,,ptg000026l,12498756,12500655,+
Apul,lncRNA,lncRNA_25897,lncRNA,,ptg000026l,12646213,12648112,+
Apul,lncRNA,lncRNA_25898,lncRNA,,ptg000026l,12682844,12684743,+
Apul,lncRNA,lncRNA_25899,lncRNA,,ptg000026l,12706981,12708880,+
Apul,lncRNA,lncRNA_25900,lncRNA,,ptg000026l,12708367,12710266,+
Apul,lncRNA,lncRNA_25901,lncRNA,,ptg000026l,12708936,12710835,+
Apul,lncRNA,lncRNA_25902,lncRNA,,ptg000026l,12721295,12723194,+
Apul,lncRNA,lncRNA_25903,lncRNA,,ptg000026l,12735898,12737797,+
Apul,lncRNA,lncRNA_25904,lncRNA,,ptg000026l,12743999,12745898,+
Apul,lncRNA,lncRNA_25905,lncRNA,,ptg000026l,12750860,12752759,+
Apul,lncRNA,lncRNA_25906,lncRNA,,ptg000026l,12755936,12757835,+
Apul,lncRNA,lncRNA_25907,lncRNA,,ptg000026l,12771720,12773619,+
Apul,lncRNA,lncRNA_25908,lncRNA,,ptg000026l,12812360,12814259,+
Apul,lncRNA,lncRNA_25909,lncRNA,,ptg000026l,12817832,12819731,+
Apul,lncRNA,lncRNA_25910,lncRNA,,ptg000026l,12832454,12834353,+
Apul,lncRNA,lncRNA_25911,lncRNA,,ptg000026l,12881269,12883168,+
Apul,lncRNA,lncRNA_25912,lncRNA,,ptg000026l,12884031,12885930,+
Apul,lncRNA,lncRNA_25913,lncRNA,,ptg000026l,12897499,12899398,+
Apul,lncRNA,lncRNA_25914,lncRNA,,ptg000026l,12900411,12902310,+
Apul,lncRNA,lncRNA_25915,lncRNA,,ptg000026l,12914337,12916236,+
Apul,lncRNA,lncRNA_25916,lncRNA,,ptg000026l,12916356,12918255,+
Apul,lncRNA,lncRNA_25917,lncRNA,,ptg000026l,12919753,12921652,+
Apul,lncRNA,lncRNA_25918,lncRNA,,ptg000026l,12933365,12935264,+
Apul,lncRNA,lncRNA_25919,lncRNA,,ptg000026l,12936348,12938247,+
Apul,lncRNA,lncRNA_25920,lncRNA,,ptg000026l,12947014,12948913,+
Apul,lncRNA,lncRNA_25921,lncRNA,,ptg000026l,12952667,12954566,+
Apul,lncRNA,lncRNA_25922,lncRNA,,ptg000026l,12968577,12970476,+
Apul,lncRNA,lncRNA_25923,lncRNA,,ptg000026l,12969807,12971706,+
Apul,lncRNA,lncRNA_25924,lncRNA,,ptg000026l,13160873,13162772,+
Apul,lncRNA,lncRNA_25925,lncRNA,,ptg000026l,13163513,13165412,+
Apul,lncRNA,lncRNA_25926,lncRNA,,ptg000026l,13255069,13256968,+
Apul,lncRNA,lncRNA_25927,lncRNA,,ptg000026l,13394711,13396610,+
Apul,lncRNA,lncRNA_25928,lncRNA,,ptg000026l,13442185,13444084,+
Apul,lncRNA,lncRNA_25929,lncRNA,,ptg000026l,13503611,13505510,+
Apul,lncRNA,lncRNA_25930,lncRNA,,ptg000026l,13651897,13653796,+
Apul,lncRNA,lncRNA_25931,lncRNA,,ptg000026l,13691631,13693530,+
Apul,lncRNA,lncRNA_25932,lncRNA,,ptg000026l,13695079,13696978,+
Apul,lncRNA,lncRNA_25933,lncRNA,,ptg000026l,13712938,13714837,+
Apul,lncRNA,lncRNA_25934,lncRNA,,ptg000026l,13717932,13719831,+
Apul,lncRNA,lncRNA_25935,lncRNA,,ptg000026l,13720846,13722745,+
Apul,lncRNA,lncRNA_25936,lncRNA,,ptg000026l,13736892,13738791,+
Apul,lncRNA,lncRNA_25937,lncRNA,,ptg000026l,13740488,13742387,+
Apul,lncRNA,lncRNA_25938,lncRNA,,ptg000026l,13745497,13747396,+
Apul,lncRNA,lncRNA_25939,lncRNA,,ptg000026l,13777373,13779272,+
Apul,lncRNA,lncRNA_25940,lncRNA,,ptg000026l,13825823,13827722,+
Apul,lncRNA,lncRNA_25941,lncRNA,,ptg000026l,13831106,13833005,+
Apul,lncRNA,lncRNA_25942,lncRNA,,ptg000026l,13967782,13969681,+
Apul,lncRNA,lncRNA_25943,lncRNA,,ptg000026l,13970824,13972723,+
Apul,lncRNA,lncRNA_25944,lncRNA,,ptg000026l,14094229,14096128,+
Apul,lncRNA,lncRNA_25945,lncRNA,,ptg000026l,14117228,14119127,+
Apul,lncRNA,lncRNA_25946,lncRNA,,ptg000026l,14285331,14287230,+
Apul,lncRNA,lncRNA_25947,lncRNA,,ptg000026l,14396342,14398241,+
Apul,lncRNA,lncRNA_25948,lncRNA,,ptg000026l,14416285,14418184,+
Apul,lncRNA,lncRNA_25949,lncRNA,,ptg000026l,14436581,14438480,+
Apul,lncRNA,lncRNA_25950,lncRNA,,ptg000026l,14545002,14546901,+
Apul,lncRNA,lncRNA_25951,lncRNA,,ptg000026l,14561389,14563288,+
Apul,lncRNA,lncRNA_25952,lncRNA,,ptg000026l,14575185,14577084,+
Apul,lncRNA,lncRNA_25953,lncRNA,,ptg000026l,14661908,14663807,+
Apul,lncRNA,lncRNA_25954,lncRNA,,ptg000026l,14662618,14664517,+
Apul,lncRNA,lncRNA_25955,lncRNA,,ptg000026l,14728214,14730113,+
Apul,lncRNA,lncRNA_25956,lncRNA,,ptg000027l,849011,850910,+
Apul,lncRNA,lncRNA_25957,lncRNA,,ptg000027l,849474,851373,+
Apul,lncRNA,lncRNA_25958,lncRNA,,ptg000027l,859526,861425,+
Apul,lncRNA,lncRNA_25959,lncRNA,,ptg000027l,953975,955874,+
Apul,lncRNA,lncRNA_25960,lncRNA,,ptg000027l,1107759,1109658,+
Apul,lncRNA,lncRNA_25961,lncRNA,,ptg000027l,1164789,1166688,+
Apul,lncRNA,lncRNA_25962,lncRNA,,ptg000027l,1230342,1232241,+
Apul,lncRNA,lncRNA_25963,lncRNA,,ptg000027l,1230527,1232426,+
Apul,lncRNA,lncRNA_25964,lncRNA,,ptg000027l,1379865,1381764,+
Apul,lncRNA,lncRNA_25965,lncRNA,,ptg000027l,1917211,1919110,+
Apul,lncRNA,lncRNA_25966,lncRNA,,ptg000027l,1932562,1934461,+
Apul,lncRNA,lncRNA_25967,lncRNA,,ptg000027l,2032535,2034434,+
Apul,lncRNA,lncRNA_25968,lncRNA,,ptg000027l,2033264,2035163,+
Apul,lncRNA,lncRNA_25969,lncRNA,,ptg000027l,2103788,2105687,+
Apul,lncRNA,lncRNA_25970,lncRNA,,ptg000027l,2361255,2363154,+
Apul,lncRNA,lncRNA_25971,lncRNA,,ptg000027l,2499513,2501412,+
Apul,lncRNA,lncRNA_25972,lncRNA,,ptg000027l,2548795,2550694,+
Apul,lncRNA,lncRNA_25973,lncRNA,,ptg000027l,2596678,2598577,+
Apul,lncRNA,lncRNA_25974,lncRNA,,ptg000027l,2598699,2600598,+
Apul,lncRNA,lncRNA_25975,lncRNA,,ptg000027l,2600521,2602420,+
Apul,lncRNA,lncRNA_25976,lncRNA,,ptg000027l,2792088,2793987,+
Apul,lncRNA,lncRNA_25977,lncRNA,,ptg000027l,2792096,2793995,+
Apul,lncRNA,lncRNA_25978,lncRNA,,ptg000027l,2903484,2905383,+
Apul,lncRNA,lncRNA_25979,lncRNA,,ptg000027l,2907590,2909489,+
Apul,lncRNA,lncRNA_25980,lncRNA,,ptg000027l,2907680,2909579,+
Apul,lncRNA,lncRNA_25981,lncRNA,,ptg000027l,2907713,2909612,+
Apul,lncRNA,lncRNA_25982,lncRNA,,ptg000027l,2911751,2913650,+
Apul,lncRNA,lncRNA_25983,lncRNA,,ptg000027l,2938575,2940474,+
Apul,lncRNA,lncRNA_25984,lncRNA,,ptg000027l,3265977,3267876,+
Apul,lncRNA,lncRNA_25985,lncRNA,,ptg000027l,3432778,3434677,+
Apul,lncRNA,lncRNA_25986,lncRNA,,ptg000027l,3454861,3456760,+
Apul,lncRNA,lncRNA_25987,lncRNA,,ptg000027l,3454861,3456760,+
Apul,lncRNA,lncRNA_25988,lncRNA,,ptg000027l,3459280,3461179,+
Apul,lncRNA,lncRNA_25989,lncRNA,,ptg000027l,3459537,3461436,+
Apul,lncRNA,lncRNA_25990,lncRNA,,ptg000027l,3459537,3461436,+
Apul,lncRNA,lncRNA_25991,lncRNA,,ptg000027l,3599844,3601743,+
Apul,lncRNA,lncRNA_25992,lncRNA,,ptg000027l,3679415,3681314,+
Apul,lncRNA,lncRNA_25993,lncRNA,,ptg000027l,3679551,3681450,+
Apul,lncRNA,lncRNA_25994,lncRNA,,ptg000027l,4319522,4321421,+
Apul,lncRNA,lncRNA_25995,lncRNA,,ptg000027l,4319522,4321421,+
Apul,lncRNA,lncRNA_25996,lncRNA,,ptg000027l,4439569,4441468,+
Apul,lncRNA,lncRNA_25997,lncRNA,,ptg000027l,4596855,4598754,+
Apul,lncRNA,lncRNA_25998,lncRNA,,ptg000027l,4723698,4725597,+
Apul,lncRNA,lncRNA_25999,lncRNA,,ptg000027l,4853644,4855543,+
Apul,lncRNA,lncRNA_26000,lncRNA,,ptg000027l,4982443,4984342,+
Apul,lncRNA,lncRNA_26001,lncRNA,,ptg000027l,5284632,5286531,+
Apul,lncRNA,lncRNA_26002,lncRNA,,ptg000027l,5287518,5289417,+
Apul,lncRNA,lncRNA_26003,lncRNA,,ptg000027l,5290734,5292633,+
Apul,lncRNA,lncRNA_26004,lncRNA,,ptg000027l,5315095,5316994,+
Apul,lncRNA,lncRNA_26005,lncRNA,,ptg000027l,5315111,5317010,+
Apul,lncRNA,lncRNA_26006,lncRNA,,ptg000027l,5546454,5548353,+
Apul,lncRNA,lncRNA_26007,lncRNA,,ptg000027l,5713524,5715423,+
Apul,lncRNA,lncRNA_26008,lncRNA,,ptg000027l,5787192,5789091,+
Apul,lncRNA,lncRNA_26009,lncRNA,,ptg000027l,5865674,5867573,+
Apul,lncRNA,lncRNA_26010,lncRNA,,ptg000027l,5924093,5925992,+
Apul,lncRNA,lncRNA_26011,lncRNA,,ptg000027l,6424965,6426864,+
Apul,lncRNA,lncRNA_26012,lncRNA,,ptg000027l,6425032,6426931,+
Apul,lncRNA,lncRNA_26013,lncRNA,,ptg000027l,6520387,6522286,+
Apul,lncRNA,lncRNA_26014,lncRNA,,ptg000027l,6598716,6600615,+
Apul,lncRNA,lncRNA_26015,lncRNA,,ptg000027l,6719705,6721604,+
Apul,lncRNA,lncRNA_26016,lncRNA,,ptg000027l,6796108,6798007,+
Apul,lncRNA,lncRNA_26017,lncRNA,,ptg000027l,6796185,6798084,+
Apul,lncRNA,lncRNA_26018,lncRNA,,ptg000027l,6822495,6824394,+
Apul,lncRNA,lncRNA_26019,lncRNA,,ptg000027l,7070029,7071928,+
Apul,lncRNA,lncRNA_26020,lncRNA,,ptg000027l,7252034,7253933,+
Apul,lncRNA,lncRNA_26021,lncRNA,,ptg000027l,7346456,7348355,+
Apul,lncRNA,lncRNA_26022,lncRNA,,ptg000027l,7438003,7439902,+
Apul,lncRNA,lncRNA_26023,lncRNA,,ptg000027l,7457855,7459754,+
Apul,lncRNA,lncRNA_26024,lncRNA,,ptg000027l,7880570,7882469,+
Apul,lncRNA,lncRNA_26025,lncRNA,,ptg000027l,7889500,7891399,+
Apul,lncRNA,lncRNA_26026,lncRNA,,ptg000027l,7899547,7901446,+
Apul,lncRNA,lncRNA_26027,lncRNA,,ptg000027l,7934824,7936723,+
Apul,lncRNA,lncRNA_26028,lncRNA,,ptg000027l,7934844,7936743,+
Apul,lncRNA,lncRNA_26029,lncRNA,,ptg000027l,7934994,7936893,+
Apul,lncRNA,lncRNA_26030,lncRNA,,ptg000027l,7943562,7945461,+
Apul,lncRNA,lncRNA_26031,lncRNA,,ptg000027l,7944051,7945950,+
Apul,lncRNA,lncRNA_26032,lncRNA,,ptg000027l,7987430,7989329,+
Apul,lncRNA,lncRNA_26033,lncRNA,,ptg000027l,8386703,8388602,+
Apul,lncRNA,lncRNA_26034,lncRNA,,ptg000027l,8387956,8389855,+
Apul,lncRNA,lncRNA_26035,lncRNA,,ptg000027l,8412079,8413978,+
Apul,lncRNA,lncRNA_26036,lncRNA,,ptg000027l,8519236,8521135,+
Apul,lncRNA,lncRNA_26037,lncRNA,,ptg000027l,8586925,8588824,+
Apul,lncRNA,lncRNA_26038,lncRNA,,ptg000027l,8774319,8776218,+
Apul,lncRNA,lncRNA_26039,lncRNA,,ptg000027l,8798321,8800220,+
Apul,lncRNA,lncRNA_26040,lncRNA,,ptg000027l,9065796,9067695,+
Apul,lncRNA,lncRNA_26041,lncRNA,,ptg000027l,9249928,9251827,+
Apul,lncRNA,lncRNA_26042,lncRNA,,ptg000027l,9249928,9251827,+
Apul,lncRNA,lncRNA_26043,lncRNA,,ptg000027l,9454535,9456434,+
Apul,lncRNA,lncRNA_26044,lncRNA,,ptg000027l,9505288,9507187,+
Apul,lncRNA,lncRNA_26045,lncRNA,,ptg000027l,9548467,9550366,+
Apul,lncRNA,lncRNA_26046,lncRNA,,ptg000027l,9732821,9734720,+
Apul,lncRNA,lncRNA_26047,lncRNA,,ptg000027l,9922261,9924160,+
Apul,lncRNA,lncRNA_26048,lncRNA,,ptg000027l,10234370,10236269,+
Apul,lncRNA,lncRNA_26049,lncRNA,,ptg000027l,10390791,10392690,+
Apul,lncRNA,lncRNA_26050,lncRNA,,ptg000027l,10450312,10452211,+
Apul,lncRNA,lncRNA_26051,lncRNA,,ptg000027l,10450582,10452481,+
Apul,lncRNA,lncRNA_26052,lncRNA,,ptg000027l,10450582,10452481,+
Apul,lncRNA,lncRNA_26053,lncRNA,,ptg000027l,10454109,10456008,+
Apul,lncRNA,lncRNA_26054,lncRNA,,ptg000027l,10610549,10612448,+
Apul,lncRNA,lncRNA_26055,lncRNA,,ptg000027l,10611517,10613416,+
Apul,lncRNA,lncRNA_26056,lncRNA,,ptg000027l,10659901,10661800,+
Apul,lncRNA,lncRNA_26057,lncRNA,,ptg000027l,10627693,10629592,+
Apul,lncRNA,lncRNA_26058,lncRNA,,ptg000027l,10701493,10703392,+
Apul,lncRNA,lncRNA_26059,lncRNA,,ptg000027l,11009822,11011721,+
Apul,lncRNA,lncRNA_26060,lncRNA,,ptg000027l,11514767,11516666,+
Apul,lncRNA,lncRNA_26061,lncRNA,,ptg000027l,11532923,11534822,+
Apul,lncRNA,lncRNA_26062,lncRNA,,ptg000027l,11649724,11651623,+
Apul,lncRNA,lncRNA_26063,lncRNA,,ptg000027l,11765256,11767155,+
Apul,lncRNA,lncRNA_26064,lncRNA,,ptg000027l,12092989,12094888,+
Apul,lncRNA,lncRNA_26065,lncRNA,,ptg000027l,12354140,12356039,+
Apul,lncRNA,lncRNA_26066,lncRNA,,ptg000027l,12358824,12360723,+
Apul,lncRNA,lncRNA_26067,lncRNA,,ptg000027l,12358830,12360729,+
Apul,lncRNA,lncRNA_26068,lncRNA,,ptg000027l,12358838,12360737,+
Apul,lncRNA,lncRNA_26069,lncRNA,,ptg000027l,12442073,12443972,+
Apul,lncRNA,lncRNA_26070,lncRNA,,ptg000027l,12442088,12443987,+
Apul,lncRNA,lncRNA_26071,lncRNA,,ptg000027l,12512944,12514843,+
Apul,lncRNA,lncRNA_26072,lncRNA,,ptg000027l,12568804,12570703,+
Apul,lncRNA,lncRNA_26073,lncRNA,,ptg000027l,12801294,12803193,+
Apul,lncRNA,lncRNA_26074,lncRNA,,ptg000027l,12803296,12805195,+
Apul,lncRNA,lncRNA_26075,lncRNA,,ptg000027l,12803375,12805274,+
Apul,lncRNA,lncRNA_26076,lncRNA,,ptg000027l,13074445,13076344,+
Apul,lncRNA,lncRNA_26077,lncRNA,,ptg000027l,13100757,13102656,+
Apul,lncRNA,lncRNA_26078,lncRNA,,ptg000027l,13100767,13102666,+
Apul,lncRNA,lncRNA_26079,lncRNA,,ptg000027l,13626631,13628530,+
Apul,lncRNA,lncRNA_26080,lncRNA,,ptg000027l,13711133,13713032,+
Apul,lncRNA,lncRNA_26081,lncRNA,,ptg000027l,13755973,13757872,+
Apul,lncRNA,lncRNA_26082,lncRNA,,ptg000027l,13840427,13842326,+
Apul,lncRNA,lncRNA_26083,lncRNA,,ptg000027l,13861552,13863451,+
Apul,lncRNA,lncRNA_26084,lncRNA,,ptg000027l,13876254,13878153,+
Apul,lncRNA,lncRNA_26085,lncRNA,,ptg000027l,13917048,13918947,+
Apul,lncRNA,lncRNA_26086,lncRNA,,ptg000027l,14039276,14041175,+
Apul,lncRNA,lncRNA_26087,lncRNA,,ptg000027l,14290507,14292406,+
Apul,lncRNA,lncRNA_26088,lncRNA,,ptg000027l,14393007,14394906,+
Apul,lncRNA,lncRNA_26089,lncRNA,,ptg000027l,14622516,14624415,+
Apul,lncRNA,lncRNA_26090,lncRNA,,ptg000027l,14622527,14624426,+
Apul,lncRNA,lncRNA_26091,lncRNA,,ptg000027l,14825507,14827406,+
Apul,lncRNA,lncRNA_26092,lncRNA,,ptg000027l,14825507,14827406,+
Apul,lncRNA,lncRNA_26093,lncRNA,,ptg000027l,14829028,14830927,+
Apul,lncRNA,lncRNA_26094,lncRNA,,ptg000027l,15099800,15101699,+
Apul,lncRNA,lncRNA_26095,lncRNA,,ptg000027l,15105747,15107646,+
Apul,lncRNA,lncRNA_26096,lncRNA,,ptg000027l,15392220,15394119,+
Apul,lncRNA,lncRNA_26097,lncRNA,,ptg000027l,15487740,15489639,+
Apul,lncRNA,lncRNA_26098,lncRNA,,ptg000027l,15749315,15751214,+
Apul,lncRNA,lncRNA_26099,lncRNA,,ptg000027l,16032926,16034825,+
Apul,lncRNA,lncRNA_26100,lncRNA,,ptg000027l,8924,10823,+
Apul,lncRNA,lncRNA_26101,lncRNA,,ptg000027l,49627,51526,+
Apul,lncRNA,lncRNA_26102,lncRNA,,ptg000027l,50748,52647,+
Apul,lncRNA,lncRNA_26103,lncRNA,,ptg000027l,50783,52682,+
Apul,lncRNA,lncRNA_26104,lncRNA,,ptg000027l,133222,135121,+
Apul,lncRNA,lncRNA_26105,lncRNA,,ptg000027l,411395,413294,+
Apul,lncRNA,lncRNA_26106,lncRNA,,ptg000027l,414748,416647,+
Apul,lncRNA,lncRNA_26107,lncRNA,,ptg000027l,417103,419002,+
Apul,lncRNA,lncRNA_26108,lncRNA,,ptg000027l,741276,743175,+
Apul,lncRNA,lncRNA_26109,lncRNA,,ptg000027l,849513,851412,+
Apul,lncRNA,lncRNA_26110,lncRNA,,ptg000027l,1059559,1061458,+
Apul,lncRNA,lncRNA_26111,lncRNA,,ptg000027l,1461214,1463113,+
Apul,lncRNA,lncRNA_26112,lncRNA,,ptg000027l,1639626,1641525,+
Apul,lncRNA,lncRNA_26113,lncRNA,,ptg000027l,2011455,2013354,+
Apul,lncRNA,lncRNA_26114,lncRNA,,ptg000027l,2023619,2025518,+
Apul,lncRNA,lncRNA_26115,lncRNA,,ptg000027l,2023665,2025564,+
Apul,lncRNA,lncRNA_26116,lncRNA,,ptg000027l,2025023,2026922,+
Apul,lncRNA,lncRNA_26117,lncRNA,,ptg000027l,2270808,2272707,+
Apul,lncRNA,lncRNA_26118,lncRNA,,ptg000027l,2492560,2494459,+
Apul,lncRNA,lncRNA_26119,lncRNA,,ptg000027l,2495058,2496957,+
Apul,lncRNA,lncRNA_26120,lncRNA,,ptg000027l,2508102,2510001,+
