"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"11401","Cluster_4079","Peve_00007872",-0.998303813951919,0.0370845719252309,0.909359886114279,178,-26.11,"2 19","5098 5119",17,"82.35%","100.00%","CDS","Q68F70","Integrator complex subunit 4 (Int4)","Xenopus laevis (African clawed frog)","","GO:0005634"
"11412","Cluster_4079","Peve_00008249",0.999637653688134,0.0171383953926177,0.782669382293497,143,-21.97,"2 21","28195 28222",25,"60.00%","64.00%","CDS","Q8AV57","Protein sidekick-2","Gallus gallus (Chicken)","camera-type eye photoreceptor cell differentiation [GO:0060219]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; retina layer formation [GO:0010842]; synapse assembly [GO:0007416]","GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202; GO:0060219"
"11478","Cluster_4079","Peve_00012577",0.999637962480495,0.0171310907052322,0.782669382293497,152,-21.35,"2 21","32 53",19,"63.16%","73.68%","CDS",NA,NA,NA,NA,NA
"11490","Cluster_4079","Peve_00013338",-0.99990357816145,0.00884069310177129,0.584362857011891,150,-20.36,"2 11","16791 16812",9,"100.00%","100.00%","CDS","Q96JG6","Syndetin (Coiled-coil domain-containing protein 132) (EARP/GARPII complex subunit VPS50)","Homo sapiens (Human)","endocytic recycling [GO:0032456]; protein transport [GO:0015031]","GO:0000149; GO:0015031; GO:0016020; GO:0032456; GO:0048471; GO:0055037; GO:0070062; GO:1990745"
"11501","Cluster_4079","Peve_00014208",-0.999976270387259,0.00438572407632336,0.54328949385489,170,-23.95,"2 20","3804 3826",19,"78.95%","89.47%","CDS","Q3UQ28","Peroxidasin homolog (EC 1.11.2.-) [Cleaved into: PXDN active fragment]","Mus musculus (Mouse)","angiogenesis [GO:0001525]; basement membrane assembly [GO:0070831]; basement membrane organization [GO:0071711]; cell adhesion [GO:0007155]; collagen fibril organization [GO:0030199]; extracellular matrix organization [GO:0030198]; eye development [GO:0001654]; hydrogen peroxide catabolic process [GO:0042744]; protein homooligomerization [GO:0051260]; protein homotrimerization [GO:0070207]; response to oxidative stress [GO:0006979]","GO:0001525; GO:0001654; GO:0004601; GO:0005201; GO:0005604; GO:0005615; GO:0005783; GO:0006979; GO:0007155; GO:0009986; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0043237; GO:0046872; GO:0051260; GO:0062023; GO:0070207; GO:0070831; GO:0071711; GO:0140825"
"11512","Cluster_4079","Peve_00014607",-0.999140905722226,0.0263904399617349,0.884795287459298,146,-21.21,"2 21","11519 11539",19,"63.16%","73.68%","CDS","Q8K370","Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)","Mus musculus (Mouse)","fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]","GO:0003995; GO:0005737; GO:0005739; GO:0033539; GO:0050660"
"11557","Cluster_4079","Peve_00018051",-0.998721687740386,0.0321928830822343,0.907987904402525,148,-20.43,"2 20","8025 8044",18,"66.67%","77.78%","CDS","Q92072","DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (DNA methyltransferase GgaI) (DNA MTase GgaI) (M.GgaI) (MCMT)","Gallus gallus (Chicken)","positive regulation of DNA methylation-dependent heterochromatin formation [GO:0090309]","GO:0003677; GO:0003886; GO:0005634; GO:0008270; GO:0090309; GO:1990841"
"11583","Cluster_4079","Peve_00020593",-0.999401709222497,0.0220228200533377,0.831702977566352,163,-23.36,"2 20","956 977",18,"72.22%","83.33%","CDS","Q53QZ3","Rho GTPase-activating protein 15 (ArhGAP15) (Rho-type GTPase-activating protein 15)","Homo sapiens (Human)","regulation of cell shape [GO:0008360]; regulation of GTPase activity [GO:0043087]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]","GO:0005096; GO:0005737; GO:0005829; GO:0007165; GO:0008360; GO:0016020; GO:0043087; GO:0051056"
"11599","Cluster_4079","Peve_00021480",-0.999949503052708,0.00639778307294428,0.573710369894872,150,-20.36,"2 11","3021 3042",9,"100.00%","100.00%","CDS","Q5PRC1","LHFPL tetraspan subfamily member 6 protein","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0016020"
"11656","Cluster_4079","Peve_00022405",-0.999648379930316,0.0168828077485472,0.778762172672388,150,-20.84,"2 16","84119 84142",16,"68.75%","87.50%","CDS","Q80TQ5","Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2)","Mus musculus (Mouse)","autophagosome-lysosome fusion [GO:0061909]; Golgi organization [GO:0007030]; late endosome to lysosome transport [GO:1902774]; lysosome localization [GO:0032418]; natural killer cell mediated cytotoxicity [GO:0042267]; positive regulation of membrane tubulation [GO:1903527]; regulation of protein localization [GO:0032880]","GO:0005764; GO:0005765; GO:0007030; GO:0010008; GO:0019894; GO:0032418; GO:0032880; GO:0042267; GO:0044754; GO:0061909; GO:1902774; GO:1903527"
"11657","Cluster_4079","Peve_00022405",-0.999648379930316,0.0168828077485472,0.778762172672388,179,-23.85,"2 20","35301 35322",18,"88.89%","88.89%","CDS","Q80TQ5","Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2)","Mus musculus (Mouse)","autophagosome-lysosome fusion [GO:0061909]; Golgi organization [GO:0007030]; late endosome to lysosome transport [GO:1902774]; lysosome localization [GO:0032418]; natural killer cell mediated cytotoxicity [GO:0042267]; positive regulation of membrane tubulation [GO:1903527]; regulation of protein localization [GO:0032880]","GO:0005764; GO:0005765; GO:0007030; GO:0010008; GO:0019894; GO:0032418; GO:0032880; GO:0042267; GO:0044754; GO:0061909; GO:1902774; GO:1903527"
"11741","Cluster_4079","Peve_00029427",-0.999890925187699,0.00940288891868048,0.602964340913104,148,-20.23,"2 18","14132 14154",17,"64.71%","82.35%","CDS","P16157","Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)","Homo sapiens (Human)","cytoskeleton organization [GO:0007010]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; protein localization to plasma membrane [GO:0072659]; signal transduction [GO:0007165]","GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659"
"11806","Cluster_4079","Peve_00034064",0.999679374900727,0.0161215013418805,0.766332216045467,158,-21.05,"2 17","2275 2298",17,"82.35%","88.24%","CDS","Q9JLG8","Calpain-15 (EC 3.4.22.-) (Small optic lobes homolog)","Mus musculus (Mouse)","proteolysis [GO:0006508]","GO:0004198; GO:0005737; GO:0006508; GO:0046872"
"11840","Cluster_4079","Peve_00036216",-0.997122511412326,0.0483065609820818,0.946322577595136,160,-20.26,"2 20","3028 3052",21,"76.19%","85.71%","CDS","Q5VU97","VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)","Homo sapiens (Human)","","GO:0005245; GO:0005891"
"11858","Cluster_4079","Peve_00037268",-0.998526996122875,0.0345581424096249,0.909359886114279,176,-27.94,"2 21","3716 3737",19,"73.68%","94.74%","CDS","Q10751","Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)","Gallus gallus (Chicken)","angiotensin maturation [GO:0002003]; bradykinin catabolic process [GO:0010815]; cell population proliferation [GO:0008283]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; positive regulation of systemic arterial blood pressure [GO:0003084]; primitive erythrocyte differentiation [GO:0060319]; regulation of blood pressure [GO:0008217]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; substance P catabolic process [GO:0010814]","GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573"
"11860","Cluster_4079","Peve_00037364",-0.998597154918296,0.0337249070566547,0.909359886114279,171,-22.4,"2 21","2639 2661",20,"75.00%","90.00%","CDS","Q01460","Di-N-acetylchitobiase (EC 3.2.1.-)","Rattus norvegicus (Rat)","chitin catabolic process [GO:0006032]; oligosaccharide catabolic process [GO:0009313]","GO:0004568; GO:0005764; GO:0006032; GO:0008061; GO:0009313; GO:0016798"
"11921","Cluster_4079","Peve_00039765",-0.997379354968361,0.0460992766018146,0.935872558354947,163,-20.09,"2 16","13778 13799",14,"85.71%","92.86%","CDS",NA,NA,NA,NA,NA
"11956","Cluster_4079","Peve_00041522",-0.999917309077773,0.0081870422438826,0.573710369894872,147,-20.94,"2 21","18731 18753",20,"60.00%","75.00%","CDS","O75581","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Homo sapiens (Human)","canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; chemical synaptic transmission [GO:0007268]; dopaminergic neuron differentiation [GO:0071542]; midbrain dopaminergic neuron differentiation [GO:1904948]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]","GO:0001933; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005783; GO:0005886; GO:0006469; GO:0007204; GO:0007268; GO:0009986; GO:0014029; GO:0014033; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0031410; GO:0031901; GO:0034392; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045121; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0051091; GO:0060070; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090118; GO:0090244; GO:0098609; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909"
"11958","Cluster_4079","Peve_00041469",-0.998917582509894,0.029623181749673,0.903929377050813,150,-21.58,"2 19","6753 6774",17,"64.71%","76.47%","CDS","Q4U2V3","Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein 1) (Protein deglutamylase CCP1)","Danio rerio (Zebrafish) (Brachydanio rerio)","C-terminal protein deglutamylation [GO:0035609]; cerebellar Purkinje cell differentiation [GO:0021702]; chordate embryonic development [GO:0043009]; eye photoreceptor cell differentiation [GO:0001754]; mitochondrion organization [GO:0007005]; neuromuscular process [GO:0050905]; olfactory bulb development [GO:0021772]; protein side chain deglutamylation [GO:0035610]; proteolysis [GO:0006508]; T cell differentiation in thymus [GO:0033077]","GO:0001754; GO:0004181; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006508; GO:0007005; GO:0008270; GO:0015631; GO:0021702; GO:0021772; GO:0033077; GO:0035609; GO:0035610; GO:0043009; GO:0050905"
"11994","Cluster_4079","Peve_00043735",-0.997254902330616,0.0471816820647028,0.941693828213016,160,-21.51,"2 17","7640 7661",15,"80.00%","86.67%","CDS","Q96RW7","Hemicentin-1 (Fibulin-6) (FIBL-6)","Homo sapiens (Human)","actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601]","GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711; GO:0090527"
"12024","Cluster_4080","Peve_00000338",-0.999804588326262,0.0125857020309173,0.690230613076756,165,-22.19,"2 18","6900 6921",16,"81.25%","87.50%","CDS",NA,NA,NA,NA,NA
"12070","Cluster_4080","Peve_00002136",-0.999928334539756,0.00762171423750272,0.573710369894872,180,-25.28,"2 21","14363 14384",19,"73.68%","100.00%","CDS","Q6L9W6","Beta-1,4-N-acetylgalactosaminyltransferase 3 (B4GalNAcT3) (Beta4GalNAc-T3) (Beta4GalNAcT3) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase III) (N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2) (NGalNAc-T2)","Homo sapiens (Human)","","GO:0005794; GO:0008376; GO:0032580; GO:0033842; GO:0043231"
"12086","Cluster_4080","Peve_00001724",0.998901289172471,0.0298453443927078,0.903929377050813,167,-20.2,"2 19","17347 17366",17,"88.24%","88.24%","CDS","Q9DBV3","Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34) (DExH-box helicase 34)","Mus musculus (Mouse)","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of phosphorylation [GO:0042327]","GO:0000184; GO:0000956; GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0042327; GO:0044877; GO:2000623"
"12089","Cluster_4080","Peve_00002773",0.997843062548644,0.0418207666049359,0.909453341483137,142,-20.39,"2 21","1951 1977",24,"62.50%","66.67%","CDS",NA,NA,NA,NA,NA
"12143","Cluster_4080","Peve_00005576",-0.999254790480881,0.0245788348473907,0.863232416698613,166,-21.05,"2 20","12079 12101",19,"73.68%","89.47%","CDS","P16086","Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)","Rattus norvegicus (Rat)","actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; actin filament capping [GO:0051693]","GO:0005509; GO:0005516; GO:0005829; GO:0005886; GO:0005916; GO:0008091; GO:0016020; GO:0016328; GO:0019905; GO:0030018; GO:0030036; GO:0030054; GO:0030507; GO:0030863; GO:0030864; GO:0031532; GO:0032437; GO:0032991; GO:0033010; GO:0033270; GO:0042995; GO:0044877; GO:0051015; GO:0051693; GO:0098794; GO:0098978"
"12165","Cluster_4080","Peve_00006728",-0.999848093384746,0.0110965752378794,0.650674186418027,175,-22.05,"2 20","6156 6177",18,"83.33%","88.89%","CDS","Q9NYQ6","Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2)","Homo sapiens (Human)","apical protein localization [GO:0045176]; cell-cell adhesion [GO:0098609]; central nervous system development [GO:0007417]; establishment of body hair planar orientation [GO:0048105]; establishment of planar polarity [GO:0001736]; establishment of planar polarity of embryonic epithelium [GO:0042249]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; lateral sprouting involved in lung morphogenesis [GO:0060490]; neural tube closure [GO:0001843]; neuron migration [GO:0001764]; orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis [GO:0060488]; planar dichotomous subdivision of terminal units involved in lung branching morphogenesis [GO:0060489]; protein localization involved in establishment of planar polarity [GO:0090251]; regulation of actin cytoskeleton organization [GO:0032956]; Rho protein signal transduction [GO:0007266]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]","GO:0001736; GO:0001764; GO:0001843; GO:0004930; GO:0005509; GO:0005654; GO:0005886; GO:0007156; GO:0007266; GO:0007417; GO:0016020; GO:0032956; GO:0042249; GO:0045176; GO:0048105; GO:0060071; GO:0060488; GO:0060489; GO:0060490; GO:0090251; GO:0098609"
"12180","Cluster_4080","Peve_00006196",0.998560855420922,0.0341585503936042,0.909359886114279,163,-20.13,"2 21","15131 15156",23,"73.91%","73.91%","CDS",NA,NA,NA,NA,NA
"12194","Cluster_4080","Peve_00007902",0.997270750279292,0.0470452285126639,0.940564386922415,159,-23.97,"2 21","521 542",21,"80.95%","80.95%","CDS","Q9Y6N5","Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide dehydrogenase-like) (Sulfide quinone oxidoreductase)","Homo sapiens (Human)","sulfide oxidation, using sulfide:quinone oxidoreductase [GO:0070221]","GO:0005739; GO:0005743; GO:0048038; GO:0070221; GO:0070224; GO:0071949; GO:0106436"
"12285","Cluster_4080","Peve_00012307",-0.999918356914133,0.00813500419649827,0.573710369894872,168,-23.1,"2 19","796 816",17,"88.24%","88.24%","CDS",NA,NA,NA,NA,NA
"12300","Cluster_4080","Peve_00012703",0.997227364175877,0.0474178580287118,0.942888539658333,162,-21.71,"2 21","82 108",24,"70.83%","79.17%","CDS","F1R345","ATP-dependent DNA helicase DDX11 (EC 3.6.4.12) (DEAD/H-box protein 11)","Danio rerio (Zebrafish) (Brachydanio rerio)","DNA duplex unwinding [GO:0032508]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; establishment of sister chromatid cohesion [GO:0034085]; nucleolar chromatin organization [GO:1990700]; regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901836]; rRNA transcription [GO:0009303]","GO:0000922; GO:0003677; GO:0003678; GO:0003723; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005815; GO:0006260; GO:0006281; GO:0009303; GO:0016887; GO:0030496; GO:0032508; GO:0034085; GO:0046872; GO:0051539; GO:1901836; GO:1990700"
"12302","Cluster_4080","Peve_00012719",0.999429934477363,0.0214970141452558,0.825175158091499,158,-21.55,"2 21","2301 2319",19,"84.21%","84.21%","CDS","B6ELU0","tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)","Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))","tRNA thio-modification [GO:0034227]","GO:0000049; GO:0000287; GO:0005524; GO:0005737; GO:0016783; GO:0034227; GO:0051539"
"12342","Cluster_4080","Peve_00013409",-0.998898361532229,0.0298850883946755,0.903929377050813,170,-23.53,"2 20","4244 4266",19,"84.21%","84.21%","CDS",NA,NA,NA,NA,NA
"12369","Cluster_4080","Peve_00015721",-0.999206561952058,0.0253618162499516,0.872109822299967,175,-23.87,"2 20","19072 19093",18,"83.33%","88.89%","CDS","P35546","Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]","Mus musculus (Mouse)","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; anatomical structure morphogenesis [GO:0009653]; cellular response to retinoic acid [GO:0071300]; embryonic epithelial tube formation [GO:0001838]; enteric nervous system development [GO:0048484]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; innervation [GO:0060384]; MAPK cascade [GO:0000165]; membrane protein proteolysis [GO:0033619]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron cell-cell adhesion [GO:0007158]; neuron differentiation [GO:0030182]; neuron maturation [GO:0042551]; Peyer's patch morphogenesis [GO:0061146]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of gene expression [GO:0010628]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of metanephric glomerulus development [GO:0072300]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation of STAT protein [GO:0033141]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of axonogenesis [GO:0050770]; regulation of cell adhesion [GO:0030155]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; retina development in camera-type eye [GO:0060041]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; ureter maturation [GO:0035799]; ureteric bud development [GO:0001657]","GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0006919; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0009653; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0033674; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045121; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797; GO:2001241"
"12374","Cluster_4080","Peve_00015911",-0.999376658725259,0.0224791882994187,0.83791231209107,167,-21.08,"2 21","2734 2757",21,"71.43%","85.71%","CDS",NA,NA,NA,NA,NA
"12406","Cluster_4080","Peve_00017494",0.997741273347202,0.0427965479072764,0.915285127771048,156,-20.29,"2 21","535 557",21,"71.43%","85.71%","CDS",NA,NA,NA,NA,NA
"12407","Cluster_4080","Peve_00017682",-0.997058648097944,0.0488399400893447,0.948902825232569,164,-20.3,"2 19","1606 1626",17,"82.35%","88.24%","CDS",NA,NA,NA,NA,NA
"12409","Cluster_4080","Peve_00017835",0.998633668363016,0.0332830137632564,0.909359886114279,162,-21.73,"2 16","4636 4658",15,"86.67%","93.33%","CDS",NA,NA,NA,NA,NA
"12445","Cluster_4080","Peve_00019789",-0.999355096644234,0.0228647144397872,0.842545105232163,161,-20.51,"2 21","3205 3226",20,"80.00%","80.00%","CDS",NA,NA,NA,NA,NA
"12485","Cluster_4080","Peve_00022013",-0.997406235601708,0.0458621382726491,0.934400033667991,153,-20.18,"2 19","25718 25745",23,"65.22%","73.91%","CDS","Q14BI7","ATP-dependent RNA helicase TDRD9 (EC 3.6.4.13) (Tudor domain-containing protein 9)","Mus musculus (Mouse)","cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; fertilization [GO:0009566]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of transposition [GO:0010529]; piRNA processing [GO:0034587]; spermatogenesis [GO:0007283]","GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007140; GO:0007141; GO:0007283; GO:0009566; GO:0010529; GO:0016887; GO:0030154; GO:0034587; GO:0043046; GO:0071547"
"12594","Cluster_4080","Peve_00027166",0.99929968757124,0.0238268365839392,0.854412577141166,163,-21.19,"2 21","11717 11739",20,"75.00%","80.00%","CDS","Q86TZ1","Tetratricopeptide repeat protein 6 (TPR repeat protein 6)","Homo sapiens (Human)","",""
"12617","Cluster_4080","Peve_00028046",-0.998817341146261,0.0309647569613873,0.903929377050813,158,-20.63,"2 21","4141 4164",21,"76.19%","76.19%","CDS","P28476","Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor)","Homo sapiens (Human)","chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]; visual perception [GO:0007601]","GO:0004890; GO:0005231; GO:0005254; GO:0005886; GO:0007165; GO:0007214; GO:0007268; GO:0007601; GO:0019904; GO:0030594; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0098982; GO:1902476; GO:1902711; GO:1904315"
"12670","Cluster_4080","Peve_00031400",-0.996950551911195,0.0497297376498826,0.9522653317698,163,-20.13,"2 21","609 634",23,"73.91%","73.91%","CDS",NA,NA,NA,NA,NA
"12677","Cluster_4080","Peve_00032019",-0.999998527738398,0.00109241503020378,0.275560959970807,174,-21.59,"2 21","2191 2211",19,"84.21%","89.47%","CDS","Q4U0G1","CLIP-associating protein 1-A (Cytoplasmic linker-associated protein 1-A) (XCLASP1)","Xenopus laevis (African clawed frog)","cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule anchoring [GO:0034453]; microtubule nucleation [GO:0007020]; microtubule organizing center organization [GO:0031023]; regulation of cellular component organization [GO:0051128]","GO:0000776; GO:0005794; GO:0005815; GO:0005819; GO:0005874; GO:0007020; GO:0007049; GO:0031023; GO:0034453; GO:0051128; GO:0051301"
"12716","Cluster_4080","Peve_00034256",-0.997042840627744,0.0489710670892613,0.949405675019865,160,-20.78,"2 18","1796 1818",17,"76.47%","88.24%","CDS","Q5GH73","XK-related protein 6","Homo sapiens (Human)","apoptotic process involved in development [GO:1902742]; engulfment of apoptotic cell [GO:0043652]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]","GO:0005886; GO:0016020; GO:0043652; GO:0070782; GO:1902742"
