"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1623",1623,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000008:1541641-1542503",163,-23.28,2,21,539,561,20,"70.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g1748.t1",-0.892055341598889,0.041877012620314,0.767524380043074,"Q9YGD2","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)","Columba livia (Rock dove)","tricarboxylic acid cycle [GO:0006099]","GO:0000166; GO:0004775; GO:0004776; GO:0005739; GO:0006099"
"1635",1635,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000010:2217146-2218146",162,-23.27,2,21,560,584,22,"68.18%","86.36%","Pocillopora_meandrina_HIv1___RNAseq.g13109.t1",-0.907134859532603,0.0334941507784414,0.745358467733634,NA,NA,NA,NA,NA
"1638",1638,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000010:5552468-5553468",155,-20.21,2,18,715,735,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g13373.t1",-0.882998992568619,0.0471895347484374,0.785225002236628,"Q6RFZ7","Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Neuronal RhoA GEF protein) (Transcript highly enriched in cortex and hippocampus)","Rattus norvegicus (Rat)","endothelial cell chemotaxis [GO:0035767]; endothelial cell migration [GO:0043542]; regulation of protein catabolic process at presynapse, modulating synaptic transmission [GO:0099575]; regulation protein catabolic process at presynapse [GO:0140251]; Rho protein signal transduction [GO:0007266]","GO:0005085; GO:0005737; GO:0005886; GO:0005911; GO:0007266; GO:0030027; GO:0030139; GO:0030424; GO:0035767; GO:0043542; GO:0045202; GO:0048471; GO:0098793; GO:0099575; GO:0140251"
"1641",1641,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000011:2638529-2639529",158,-20.47,2,18,374,393,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g8391.t1",-0.923798036149128,0.0249606400798026,0.705534639418762,"O77735","Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1)","Sus scrofa (Pig)","establishment of localization in cell [GO:0051649]; exocytosis [GO:0006887]; protein transport [GO:0015031]","GO:0005802; GO:0006887; GO:0015031; GO:0016020; GO:0030672; GO:0032588; GO:0042589; GO:0051649; GO:0055038"
"1643",1643,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000011:8216236-8217236",161,-22.95,2,21,87,108,20,"70.00%","90.00%","Pocillopora_meandrina_HIv1___RNAseq.g8879.t1",0.951315168814306,0.0128005069263181,0.674410729954476,NA,NA,NA,NA,NA
"1646",1646,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000012:3169077-3170077",151,-21.22,2,20,973,994,18,"61.11%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g9764.t1",0.951174707666104,0.0128556679152454,0.674410729954476,NA,NA,NA,NA,NA
"1660",1660,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000014:5988757-5989757",161,-22.19,2,21,584,605,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g26343.t1",0.968235901601172,0.00676329813132959,0.667107103030161,NA,NA,NA,NA,NA
"1665",1665,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000014:8130886-8131886",158,-20.44,2,20,740,762,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g26540.t1",0.896358056492014,0.0394246363024036,0.760878962620332,"P55115","Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15)","Caenorhabditis elegans","proteolysis [GO:0006508]","GO:0004222; GO:0005576; GO:0006508; GO:0008270"
"1673",1673,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000015:800986-801986",160,-22.85,2,21,945,966,19,"52.63%","94.74%","Pocillopora_meandrina_HIv1___TS.g21578.t1",0.972633545720529,0.00541216244821857,0.667107103030161,NA,NA,NA,NA,NA
"1694",1694,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000019:2648750-2649750",165,-21,2,20,253,273,18,"77.78%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g18119.t1",0.883451160191259,0.0469195523731773,0.784480035486724,NA,NA,NA,NA,NA
"1699",1699,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000021:1087298-1088298",153,-20.94,2,21,56,82,24,"70.83%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g10665.t1",-0.973093753418005,0.00527658516879749,0.667107103030161,"Q54271","Phosphonopyruvate decarboxylase (EC 4.1.1.82)","Streptomyces hygroscopicus","antibiotic biosynthetic process [GO:0017000]; organic phosphonate biosynthetic process [GO:0032923]","GO:0000287; GO:0017000; GO:0030976; GO:0032923; GO:0033980"
"1705",1705,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000023:2511542-2512542",153,-20.77,2,21,812,831,19,"57.89%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g17627.t1",-0.927717262065728,0.0230738504058418,0.698759485874756,"P10746","Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)","Homo sapiens (Human)","cellular response to amine stimulus [GO:0071418]; cellular response to arsenic-containing substance [GO:0071243]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]; response to antibiotic [GO:0046677]; response to platinum ion [GO:0070541]; uroporphyrinogen III biosynthetic process [GO:0006780]","GO:0004852; GO:0005542; GO:0005739; GO:0005829; GO:0006780; GO:0006782; GO:0006783; GO:0046677; GO:0070541; GO:0071243; GO:0071418"
"1715",1715,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000026:4212263-4213263",168,-25.78,2,18,453,475,17,"88.24%","88.24%","Pocillopora_meandrina_HIv1___RNAseq.g12194.t1",0.951315168814306,0.0128005069263181,0.674410729954476,NA,NA,NA,NA,NA
"1717",1717,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000027:1157690-1158690",163,-21.62,2,21,913,935,20,"70.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g13979.t1",-0.923537212113185,0.0250878957317679,0.706073799226855,"Q9R0Q9","Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15)","Mus musculus (Mouse)","oligosaccharide biosynthetic process [GO:0009312]","GO:0009312; GO:0016020"
"1718",1718,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000028:2882196-2883196",157,-22.57,2,21,807,826,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g1018.t1",-0.899541566002569,0.0376407767862467,0.760878962620332,"Q9BYT9","Anoctamin-3 (Transmembrane protein 16C)","Homo sapiens (Human)","calcium activated galactosylceramide scrambling [GO:0061591]; calcium activated phosphatidylcholine scrambling [GO:0061590]; chloride transmembrane transport [GO:1902476]; detection of mechanical stimulus [GO:0050982]; detection of temperature stimulus [GO:0016048]; establishment of localization in cell [GO:0051649]; ion transmembrane transport [GO:0034220]; transmembrane transport [GO:0055085]","GO:0005229; GO:0005254; GO:0005886; GO:0016048; GO:0017128; GO:0034220; GO:0046983; GO:0050982; GO:0051649; GO:0055085; GO:0061590; GO:0061591; GO:1902476"
"1721",1721,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000030:688842-689842",155,-26.69,2,21,923,946,21,"61.90%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g25456.t1",0.930091115253792,0.0219545777654567,0.693734227986648,NA,NA,NA,NA,NA
"1727",1727,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000034:562062-563062",164,-21.05,2,21,424,445,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g9286.t1",0.961144507446293,0.00914039514690395,0.667107103030161,"P22984","Amidase (EC 3.5.1.4)","Rhodococcus erythropolis (Arthrobacter picolinophilus)","","GO:0004040; GO:0043864"
"1739",1739,"Cluster_2973","Pocillopora_meandrina_HIv1___Sc0000044:1531835-1532359",167,-21.8,2,21,448,470,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g5012.t1",0.951315168814306,0.0128005069263182,0.674410729954476,NA,NA,NA,NA,NA
"1741",1741,"Cluster_2973","Pocillopora_meandrina_HIv1___xfSc0000000:433275-434275",153,-21.66,2,20,859,883,21,"66.67%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g6383.t1",0.951315168814306,0.0128005069263182,0.674410729954476,NA,NA,NA,NA,NA
"1744",1744,"Cluster_2973","Pocillopora_meandrina_HIv1___xfSc0000083:21482-22482",168,-22.46,2,17,182,203,15,"86.67%","93.33%","Pocillopora_meandrina_HIv1___RNAseq.g12815.t1",-0.882676643087564,0.0473823037676455,0.785789452428799,"Q8WU66","Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR)","Homo sapiens (Human)","hair cycle process [GO:0022405]; Notch signaling pathway [GO:0007219]; regulation of Notch signaling pathway [GO:0008593]; sensory perception of sound [GO:0007605]; signal transduction [GO:0007165]; tooth mineralization [GO:0034505]","GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170"
"1747",1747,"Cluster_3392","Pocillopora_meandrina_HIv1___Sc0000000:19344641-19345447",172,-22.77,2,21,604,625,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g22593.t1",-0.937583781631645,0.0185426445340557,0.678805299657499,"Q9DC37","Major facilitator superfamily domain-containing protein 1","Mus musculus (Mouse)","protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]","GO:0005764; GO:0005765; GO:0022857; GO:0042803; GO:0050821; GO:0061462"
"1779",1779,"Cluster_3392","Pocillopora_meandrina_HIv1___Sc0000007:11286259-11287259",170,-20.96,2,21,357,377,19,"78.95%","89.47%","Pocillopora_meandrina_HIv1___RNAseq.g6000.t1",-0.96651066577516,0.00731981147339898,0.667107103030161,"Q8IWV8","E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)","Homo sapiens (Human)","cellular response to leucine [GO:0071233]; heterochromatin formation [GO:0031507]; histone H2A ubiquitination [GO:0033522]; male meiosis I [GO:0007141]; male meiotic nuclear division [GO:0007140]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transposition [GO:0010529]; protein ubiquitination [GO:0016567]; reciprocal meiotic recombination [GO:0007131]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]","GO:0000151; GO:0000785; GO:0005634; GO:0005737; GO:0005829; GO:0007131; GO:0007140; GO:0007141; GO:0007283; GO:0008270; GO:0010529; GO:0016567; GO:0031507; GO:0032007; GO:0033522; GO:0061630; GO:0070728; GO:0071233; GO:0071596"
"1796",1796,"Cluster_3392","Pocillopora_meandrina_HIv1___Sc0000015:7559275-7560275",169,-22.48,2,20,901,921,18,"77.78%","94.44%","Pocillopora_meandrina_HIv1___RNAseq.g4703.t2",-0.951291348936714,0.0128098558578028,0.674410729954476,"Q28BT8","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3L) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","mRNA processing [GO:0006397]; regulation of translation [GO:0006417]; tRNA dihydrouridine synthesis [GO:0002943]","GO:0002943; GO:0006397; GO:0006417; GO:0017150; GO:0046872; GO:0050660"
"1897",1897,"Cluster_360","Pocillopora_meandrina_HIv1___Sc0000018:8229836-8230836",159,-21.03,2,21,381,405,22,"68.18%","77.27%","Pocillopora_meandrina_HIv1___RNAseq.g28829.t1",-0.900932125154022,0.0368698953875627,0.759511171900781,NA,NA,NA,NA,NA
"1952",1952,"Cluster_3661","Pocillopora_meandrina_HIv1___Sc0000006:5274173-5274820",156,-22.8,2,21,9,30,19,"68.42%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g27216.t1",0.905785707797582,0.0342195578492726,0.748826538606318,"Q9R088","Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (2'-deoxyuridine kinase TK2) (EC 2.7.1.74) (Deoxycytidine kinase TK2) (EC 2.7.1.-) (Mt-TK)","Mus musculus (Mouse)","deoxycytidine metabolic process [GO:0046092]; deoxyribonucleotide metabolic process [GO:0009262]; DNA biosynthetic process [GO:0071897]; mitochondrial DNA metabolic process [GO:0032042]; mitochondrial DNA replication [GO:0006264]; phosphorylation [GO:0016310]; thymidine metabolic process [GO:0046104]","GO:0004137; GO:0004797; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0006264; GO:0009262; GO:0016310; GO:0019136; GO:0032042; GO:0046092; GO:0046104; GO:0071897"
"1976",1976,"Cluster_3661","Pocillopora_meandrina_HIv1___Sc0000009:4557770-4557955",155,-22.11,2,21,53,77,22,"59.09%","81.82%","Pocillopora_meandrina_HIv1___RNAseq.g14406.t1",-0.947205501961073,0.0144459929648385,0.674410729954476,NA,NA,NA,NA,NA
"1999",1999,"Cluster_3661","Pocillopora_meandrina_HIv1___Sc0000015:1294379-1295379",161,-20.64,2,20,668,688,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g4219.t1",-0.893589248725178,0.0409973517032514,0.764958405044081,"Q6PF21","Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)","Xenopus laevis (African clawed frog)","methionyl-tRNA aminoacylation [GO:0006431]","GO:0000049; GO:0004825; GO:0005524; GO:0005730; GO:0005829; GO:0006431; GO:0017101"
"2045",2045,"Cluster_3661","Pocillopora_meandrina_HIv1___xfSc0000817:1397-1649",157,-20.51,2,20,82,108,23,"69.57%","78.26%","Pocillopora_meandrina_HIv1___RNAseq.g17855.t1",-0.939862308606942,0.0175427271704768,0.674410729954476,NA,NA,NA,NA,NA
"2136",2136,"Cluster_390","Pocillopora_meandrina_HIv1___Sc0000014:5251967-5252967",161,-22.31,2,20,699,719,18,"72.22%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g26279.t1",0.9386147969895,0.0180879604571439,0.675155050026976,"Q6UPE0","Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)","Rattus norvegicus (Rat)","glycine betaine biosynthetic process from choline [GO:0019285]","GO:0005743; GO:0008812; GO:0016491; GO:0019285; GO:0050660"
"2147",2147,"Cluster_390","Pocillopora_meandrina_HIv1___Sc0000021:3812968-3813876",169,-24.49,2,20,877,900,20,"80.00%","90.00%","Pocillopora_meandrina_HIv1___RNAseq.g10909.t1",-0.896259939547683,0.0394800324057806,0.760878962620332,NA,NA,NA,NA,NA
"2237",2237,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000000:11513398-11514398",149,-20.79,2,18,314,335,16,"68.75%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g22033.t1",0.972985140112875,0.00530848037077797,0.667107103030161,NA,NA,NA,NA,NA
"2255",2255,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000001:18481104-18482104",165,-27.91,2,21,389,410,20,"75.00%","90.00%","Pocillopora_meandrina_HIv1___RNAseq.g20238.t1",-0.892856711751098,0.0414167041800821,0.766125859823191,"Q9JLR1","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)","Mus musculus (Mouse)","post-translational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]","GO:0005048; GO:0005784; GO:0006616; GO:0008320; GO:0031204; GO:0043022"
"2256",2256,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000001:1893334-1893965",151,-26.22,2,21,33,56,21,"66.67%","71.43%","Pocillopora_meandrina_HIv1___RNAseq.g18711.t1",-0.89222103570171,0.0417817050411097,0.767454121234386,NA,NA,NA,NA,NA
"2267",2267,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000002:14373966-14374966",153,-23.47,2,19,908,930,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g7611.t1",0.895774961352802,0.0397542110457143,0.760878962620332,NA,NA,NA,NA,NA
"2291",2291,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000003:17893129-17894129",155,-26.05,2,21,221,243,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g16493.t1",0.923133357394691,0.0252853472181017,0.707095036888693,"Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"2301",2301,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000004:11046832-11047832",159,-20.37,2,16,90,111,14,"85.71%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g24984.t1",0.967323743914835,0.00705573256531476,0.667107103030161,"Q7TT16","Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)","Mus musculus (Mouse)","inositol phosphate biosynthetic process [GO:0032958]; inositol trisphosphate metabolic process [GO:0032957]; necroptotic process [GO:0070266]; neural tube formation [GO:0001841]; phosphorylation [GO:0016310]","GO:0000823; GO:0000824; GO:0000825; GO:0001841; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0008440; GO:0016301; GO:0016310; GO:0032957; GO:0032958; GO:0046872; GO:0046934; GO:0047326; GO:0051765; GO:0052812; GO:0070266; GO:0097243; GO:0102732"
"2314",2314,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000005:629481-630481",144,-20.72,2,16,820,839,14,"71.43%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g22915.t2",0.964688308357655,0.00792314923256851,0.667107103030161,NA,NA,NA,NA,NA
"2319",2319,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000005:8676462-8677462",162,-24.66,2,19,480,501,17,"70.59%","88.24%","Pocillopora_meandrina_HIv1___RNAseq.g23558.t1",0.961298934008182,0.0090861713829669,0.667107103030161,NA,NA,NA,NA,NA
"2333",2333,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000007:3494380-3495380",147,-22.26,2,12,362,383,10,"90.00%","90.00%","Pocillopora_meandrina_HIv1___RNAseq.g5404.t1",0.925765015875986,0.0240077130581381,0.69930919566774,NA,NA,NA,NA,NA
"2337",2337,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000007:556451-557451",151,-22.09,2,16,473,494,14,"64.29%","92.86%","Pocillopora_meandrina_HIv1___RNAseq.g5118.t1",0.976826321823201,0.00421998498719735,0.667107103030161,NA,NA,NA,NA,NA
"2341",2341,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000007:9892680-9893680",159,-25.72,2,21,331,353,20,"65.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g5926.t1",0.961298934008182,0.00908617138296699,0.667107103030161,NA,NA,NA,NA,NA
"2350",2350,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000008:9840369-9841369",157,-27.95,2,18,960,981,16,"62.50%","93.75%","Pocillopora_meandrina_HIv1___RNAseq.g2559.t1",0.953961731899305,0.0117757958811372,0.674410729954476,NA,NA,NA,NA,NA
"2351",2351,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000008:9925907-9926907",167,-21.56,2,20,441,462,18,"72.22%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g2567.t1",-0.946710306900266,0.0146486093787309,0.674410729954476,NA,NA,NA,NA,NA
"2360",2360,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000010:4681990-4682990",145,-24.03,2,18,354,375,16,"62.50%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g13293.t1",-0.955613031752267,0.0111507536875778,0.672484450209773,"Q5ZIJ9","E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)","Gallus gallus (Chicken)","Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]","GO:0004842; GO:0005737; GO:0007219; GO:0008270; GO:0016567"
"2397",2397,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000017:3535705-3536705",172,-24.15,2,21,262,283,19,"68.42%","94.74%","Pocillopora_meandrina_HIv1___RNAseq.g29177.t1",0.961298934008182,0.00908617138296702,0.667107103030161,NA,NA,NA,NA,NA
"2410",2410,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000018:4258825-4259825",153,-23.1,2,21,943,962,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g28449.t1",0.94938772594496,0.0135641566469084,0.674410729954476,NA,NA,NA,NA,NA
"2412",2412,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000018:802096-803096",153,-21.62,2,21,698,720,21,"71.43%","76.19%","Pocillopora_meandrina_HIv1___TS.g8006.t1",0.961298934008182,0.00908617138296695,0.667107103030161,NA,NA,NA,NA,NA
"2428",2428,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000025:4239669-4240669",158,-21.58,2,20,555,577,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g16906.t1",0.985770892516738,0.00203315846884277,0.667107103030161,"Q9JJT0","RNA 3'-terminal phosphate cyclase-like protein","Mus musculus (Mouse)","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; rRNA processing [GO:0006364]","GO:0000447; GO:0000479; GO:0000480; GO:0004521; GO:0005730; GO:0006364"
"2432",2432,"Cluster_4040","Pocillopora_meandrina_HIv1___Sc0000025:4817160-4818160",154,-23.35,2,20,538,560,19,"63.16%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g16975.t1",0.898753656871272,0.0380798211447792,0.760878962620332,"Q9JJT0","RNA 3'-terminal phosphate cyclase-like protein","Mus musculus (Mouse)","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; rRNA processing [GO:0006364]","GO:0000447; GO:0000479; GO:0000480; GO:0004521; GO:0005730; GO:0006364"
