# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_24580	Porites_evermani_scaffold_303	110399	114920	+	4522	16	0	0	2	0
lncRNA_24581	Porites_evermani_scaffold_303	118163	118731	+	569	0	0	0	2	0
lncRNA_24582	Porites_evermani_scaffold_303	120393	120937	+	545	0	0	18	0	0
lncRNA_24583	Porites_evermani_scaffold_303	172857	174632	+	1776	6	8	0	12	2
lncRNA_24584	Porites_evermani_scaffold_303	224369	224869	+	501	0	0	71	2	2
lncRNA_24585	Porites_evermani_scaffold_303	225067	225931	+	865	0	0	22	2	0
lncRNA_24586	Porites_evermani_scaffold_303	255914	256439	+	526	0	0	0	0	0
lncRNA_24587	Porites_evermani_scaffold_303	119310	119563	+	254	0	6	38	0	0
lncRNA_24588	Porites_evermani_scaffold_303	137127	137354	+	228	0	0	36	0	0
lncRNA_24589	Porites_evermani_scaffold_303	264060	265017	+	958	20	30	142	52	36
lncRNA_24590	Porites_evermani_scaffold_303	291248	291470	+	223	0	6	34	6	1
lncRNA_24591	Porites_evermani_scaffold_3030	50544	51548	+	1005	0	0	0	25	0
lncRNA_24592	Porites_evermani_scaffold_3030	17550	18046	+	497	0	0	62	0	0
lncRNA_24593	Porites_evermani_scaffold_3030	19725	20927	+	1203	10	2	44	0	20
lncRNA_24594	Porites_evermani_scaffold_3030	43277	44054	+	778	4	0	53	6	42
lncRNA_24595	Porites_evermani_scaffold_3030	49315	49537	+	223	4	2	1	0	10
lncRNA_24596	Porites_evermani_scaffold_3031	17	701	+	685	112	17	67	100	71
lncRNA_24597	Porites_evermani_scaffold_3031	2182	10303	+	8122	68	42	80	71	28
lncRNA_24598	Porites_evermani_scaffold_3031	15318	16503	+	1186	47	21	43	27	40
lncRNA_24599	Porites_evermani_scaffold_3031	22835	48921	+	26087	203	30	156	43	25
lncRNA_24600	Porites_evermani_scaffold_3031	27416	48921	+	21506	0	0	0	0	0
lncRNA_24601	Porites_evermani_scaffold_3031	27427	48921	+	21495	0	0	0	0	0
lncRNA_24602	Porites_evermani_scaffold_3032	29429	41642	+	12214	433	111	315	1	360
lncRNA_24603	Porites_evermani_scaffold_3033	8024	37040	+	29017	96	22	16	40	18
lncRNA_24604	Porites_evermani_scaffold_3033	27315	37040	+	9726	0	0	0	0	0
lncRNA_24605	Porites_evermani_scaffold_3033	27345	37040	+	9696	0	0	0	0	0
lncRNA_24606	Porites_evermani_scaffold_3033	38398	44849	+	6452	6	0	10	4	2
lncRNA_24607	Porites_evermani_scaffold_3033	39713	44849	+	5137	0	0	0	0	0
lncRNA_24608	Porites_evermani_scaffold_3033	39713	44849	+	5137	0	0	0	0	0
lncRNA_24609	Porites_evermani_scaffold_3033	22521	23568	+	1048	0	0	0	0	0
lncRNA_24610	Porites_evermani_scaffold_3035	44772	45084	+	313	0	0	0	0	0
lncRNA_24611	Porites_evermani_scaffold_3035	603	1205	+	603	8	0	39	0	22
lncRNA_24612	Porites_evermani_scaffold_3035	4531	5184	+	654	20	0	11	0	61
lncRNA_24613	Porites_evermani_scaffold_3036	2081	13724	+	11644	49	2	186	10	77
lncRNA_24614	Porites_evermani_scaffold_3036	21272	24114	+	2843	0	0	0	0	0
lncRNA_24616	Porites_evermani_scaffold_3036	18558	21192	+	2635	16	4	25	0	142
lncRNA_24617	Porites_evermani_scaffold_3036	28130	55449	+	27320	46	10	0	16	25
lncRNA_24618	Porites_evermani_scaffold_3036	35538	39875	+	4338	0	0	0	0	0
lncRNA_24619	Porites_evermani_scaffold_3036	41911	55449	+	13539	0	0	0	0	0
lncRNA_24620	Porites_evermani_scaffold_3037	48251	54960	+	6710	266	73	37	7	208
lncRNA_24621	Porites_evermani_scaffold_3037	8193	8514	+	322	4	0	0	3	0
lncRNA_24622	Porites_evermani_scaffold_3037	11216	29979	+	18764	0	0	0	1	8
lncRNA_24623	Porites_evermani_scaffold_3037	43438	43687	+	250	0	0	36	0	0
lncRNA_24624	Porites_evermani_scaffold_3038	5566	17741	+	12176	12	11	26	8	30
lncRNA_24625	Porites_evermani_scaffold_3038	42554	51912	+	9359	170	17	242	2	85
lncRNA_24626	Porites_evermani_scaffold_3038	42633	43867	+	1235	0	0	0	0	0
lncRNA_24627	Porites_evermani_scaffold_3038	37236	37552	+	317	24	14	47	0	4
lncRNA_24628	Porites_evermani_scaffold_3038	37935	38699	+	765	16	9	96	0	21
lncRNA_24629	Porites_evermani_scaffold_3038	41869	42254	+	386	59	22	45	0	70
lncRNA_24630	Porites_evermani_scaffold_3038	54954	55671	+	718	56	99	110	0	193
lncRNA_24631	Porites_evermani_scaffold_3039	11058	13369	+	2312	0	0	0	0	0
lncRNA_24632	Porites_evermani_scaffold_3039	11168	13369	+	2202	0	0	0	0	0
lncRNA_24633	Porites_evermani_scaffold_3039	4197	5028	+	832	3	0	0	18	7
lncRNA_24634	Porites_evermani_scaffold_3039	27614	35238	+	7625	123	344	0	2	887
lncRNA_24635	Porites_evermani_scaffold_3039	28920	34030	+	5111	0	0	0	0	0
lncRNA_24636	Porites_evermani_scaffold_304	42461	51005	+	8545	287	133	715	405	431
lncRNA_24637	Porites_evermani_scaffold_304	104846	105845	+	1000	17	10	33	3	28
lncRNA_24638	Porites_evermani_scaffold_304	167600	182014	+	14415	0	0	13	0	0
lncRNA_24639	Porites_evermani_scaffold_304	168030	182014	+	13985	0	0	0	0	0
lncRNA_24640	Porites_evermani_scaffold_304	196730	200224	+	3495	10	0	0	6	13
lncRNA_24641	Porites_evermani_scaffold_304	244997	253067	+	8071	8	6	48	4	46
lncRNA_24642	Porites_evermani_scaffold_304	247832	253067	+	5236	0	0	0	0	0
lncRNA_24643	Porites_evermani_scaffold_304	251203	253067	+	1865	0	0	0	0	0
lncRNA_24644	Porites_evermani_scaffold_304	256549	269519	+	12971	20	26	18	0	40
lncRNA_24645	Porites_evermani_scaffold_304	271657	278340	+	6684	64	40	443	23	153
lncRNA_24646	Porites_evermani_scaffold_304	10260	16877	+	6618	0	0	0	13	0
lncRNA_24647	Porites_evermani_scaffold_304	20696	30264	+	9569	334	148	644	643	501
lncRNA_24648	Porites_evermani_scaffold_304	22564	30264	+	7701	0	0	0	0	0
lncRNA_24649	Porites_evermani_scaffold_304	99843	103875	+	4033	0	53	104	3	48
lncRNA_24650	Porites_evermani_scaffold_304	101866	103875	+	2010	0	0	0	0	0
lncRNA_24651	Porites_evermani_scaffold_304	100397	101424	+	1028	0	0	0	0	0
lncRNA_24652	Porites_evermani_scaffold_304	107426	112675	+	5250	111	78	324	96	149
lncRNA_24653	Porites_evermani_scaffold_304	108128	112675	+	4548	0	0	0	0	0
lncRNA_24654	Porites_evermani_scaffold_304	114536	114772	+	237	0	0	1	5	5
lncRNA_24655	Porites_evermani_scaffold_304	116988	122586	+	5599	0	0	0	0	0
lncRNA_24656	Porites_evermani_scaffold_304	116988	141732	+	24745	19	23	63	13	44
lncRNA_24657	Porites_evermani_scaffold_304	128435	141732	+	13298	0	0	0	0	0
lncRNA_24658	Porites_evermani_scaffold_304	125998	126234	+	237	0	0	0	0	0
lncRNA_24659	Porites_evermani_scaffold_304	146254	156577	+	10324	0	0	0	0	0
lncRNA_24660	Porites_evermani_scaffold_304	146267	156577	+	10311	0	0	0	0	0
lncRNA_24661	Porites_evermani_scaffold_304	157238	162100	+	4863	2	0	0	2	6
lncRNA_24662	Porites_evermani_scaffold_304	202862	203994	+	1133	0	0	118	0	12
lncRNA_24663	Porites_evermani_scaffold_304	221643	225674	+	4032	0	0	0	0	0
lncRNA_24664	Porites_evermani_scaffold_304	221643	237092	+	15450	124	40	84	28	62
lncRNA_24665	Porites_evermani_scaffold_304	239495	239718	+	224	3	2	36	5	0
lncRNA_24666	Porites_evermani_scaffold_304	241115	243622	+	2508	541	149	632	120	560
lncRNA_24667	Porites_evermani_scaffold_304	242409	243622	+	1214	0	0	0	0	0
lncRNA_24668	Porites_evermani_scaffold_304	290466	291523	+	1058	1300	819	3184	437	2068
lncRNA_24670	Porites_evermani_scaffold_304	95571	95821	+	251	1	11	38	0	0
lncRNA_24671	Porites_evermani_scaffold_304	200288	200599	+	312	4	0	66	0	2
lncRNA_24672	Porites_evermani_scaffold_304	301220	301714	+	495	16	5	164	8	30
lncRNA_24673	Porites_evermani_scaffold_3040	53300	54267	+	968	425	198	179	281	415
lncRNA_24674	Porites_evermani_scaffold_3041	31350	32137	+	788	0	0	26	0	3
lncRNA_24675	Porites_evermani_scaffold_3041	246	855	+	610	32	20	76	13	15
lncRNA_24676	Porites_evermani_scaffold_3041	23770	25483	+	1714	0	0	0	0	0
lncRNA_24677	Porites_evermani_scaffold_3041	39582	42294	+	2713	60	2	8	0	15
lncRNA_24678	Porites_evermani_scaffold_3041	32655	32862	+	208	34	23	16	11	24
lncRNA_24679	Porites_evermani_scaffold_3041	33479	33856	+	378	34	20	86	24	39
lncRNA_24680	Porites_evermani_scaffold_3043	12442	17221	+	4780	51	25	0	1	34
lncRNA_24681	Porites_evermani_scaffold_3043	12702	17221	+	4520	0	0	0	0	0
lncRNA_24683	Porites_evermani_scaffold_3044	15845	16727	+	883	0	2	0	0	0
lncRNA_24684	Porites_evermani_scaffold_3044	16958	24838	+	7881	22	4	0	0	38
lncRNA_24685	Porites_evermani_scaffold_3044	45279	45747	+	469	0	1	44	2	43
lncRNA_24686	Porites_evermani_scaffold_3044	54542	55382	+	841	0	0	24	0	0
lncRNA_24687	Porites_evermani_scaffold_3045	1391	8503	+	7113	0	0	0	0	0
lncRNA_24688	Porites_evermani_scaffold_3045	1410	8761	+	7352	18	4	58	1	30
lncRNA_24689	Porites_evermani_scaffold_3045	21507	49108	+	27602	396	120	714	81	268
lncRNA_24690	Porites_evermani_scaffold_3045	29421	47234	+	17814	0	0	0	0	0
lncRNA_24691	Porites_evermani_scaffold_3045	49861	55522	+	5662	421	61	334	132	516
lncRNA_24692	Porites_evermani_scaffold_3045	51358	55522	+	4165	0	0	0	0	0
lncRNA_24693	Porites_evermani_scaffold_3046	25675	27370	+	1696	118	90	307	131	221
lncRNA_24694	Porites_evermani_scaffold_3046	27533	28328	+	796	57	27	165	60	140
lncRNA_24695	Porites_evermani_scaffold_3046	31328	42088	+	10761	102	22	78	23	147
lncRNA_24696	Porites_evermani_scaffold_3046	32576	42088	+	9513	0	0	0	0	0
lncRNA_24697	Porites_evermani_scaffold_3047	5642	13425	+	7784	6	4	28	0	0
lncRNA_24698	Porites_evermani_scaffold_3047	17837	18683	+	847	0	0	2	1	0
lncRNA_24699	Porites_evermani_scaffold_3047	18806	22181	+	3376	5	0	2	3	1
lncRNA_24700	Porites_evermani_scaffold_3047	283	1180	+	898	2283	890	3248	2019	2757
lncRNA_24701	Porites_evermani_scaffold_3047	43921	44182	+	262	8	0	42	0	26
lncRNA_24702	Porites_evermani_scaffold_3048	11325	16022	+	4698	28	22	64	8	35
lncRNA_24703	Porites_evermani_scaffold_3048	12156	20308	+	8153	0	0	0	0	0
lncRNA_24704	Porites_evermani_scaffold_3048	12156	20308	+	8153	0	0	0	0	0
lncRNA_24705	Porites_evermani_scaffold_3048	12734	29284	+	16551	0	0	0	0	0
lncRNA_24706	Porites_evermani_scaffold_3048	12734	36087	+	23354	12	26	43	1	10
lncRNA_24707	Porites_evermani_scaffold_3048	12953	29284	+	16332	0	0	0	0	0
lncRNA_24708	Porites_evermani_scaffold_3048	38275	40304	+	2030	32	18	78	19	18
lncRNA_24709	Porites_evermani_scaffold_3048	41725	54076	+	12352	0	0	0	0	0
lncRNA_24710	Porites_evermani_scaffold_3048	41725	54076	+	12352	0	0	0	0	0
lncRNA_24711	Porites_evermani_scaffold_3048	45502	55404	+	9903	1	0	28	0	1
lncRNA_24712	Porites_evermani_scaffold_3049	545	4282	+	3738	0	0	0	0	0
lncRNA_24713	Porites_evermani_scaffold_3049	151	22976	+	22826	7	0	41	6	9
lncRNA_24714	Porites_evermani_scaffold_3049	445	4282	+	3838	0	0	0	0	0
lncRNA_24715	Porites_evermani_scaffold_3049	735	4618	+	3884	0	0	0	0	0
lncRNA_24716	Porites_evermani_scaffold_305	134835	138145	+	3311	73	17	0	30	0
lncRNA_24717	Porites_evermani_scaffold_305	287497	288704	+	1208	0	0	0	0	0
lncRNA_24718	Porites_evermani_scaffold_305	5323	9096	+	3774	9	2	1	5	0
lncRNA_24719	Porites_evermani_scaffold_305	8955	15248	+	6294	94	33	15	65	4
lncRNA_24720	Porites_evermani_scaffold_305	18855	48436	+	29582	0	0	0	2	0
lncRNA_24721	Porites_evermani_scaffold_305	18946	48436	+	29491	0	0	0	0	0
lncRNA_24722	Porites_evermani_scaffold_305	19713	39001	+	19289	0	0	0	0	0
lncRNA_24723	Porites_evermani_scaffold_305	113422	124147	+	10726	534	296	408	238	75
lncRNA_24724	Porites_evermani_scaffold_305	124221	125601	+	1381	96	55	71	62	0
lncRNA_24725	Porites_evermani_scaffold_305	178877	181295	+	2419	160	22	25	119	0
lncRNA_24726	Porites_evermani_scaffold_305	181471	195935	+	14465	0	0	0	0	0
lncRNA_24727	Porites_evermani_scaffold_305	183617	206921	+	23305	60	0	2	0	201
lncRNA_24728	Porites_evermani_scaffold_305	231609	243500	+	11892	65	0	32	0	217
lncRNA_24729	Porites_evermani_scaffold_305	232231	238501	+	6271	0	0	0	0	0
lncRNA_24730	Porites_evermani_scaffold_305	243592	259649	+	16058	68	0	48	4	152
lncRNA_24731	Porites_evermani_scaffold_305	261359	303659	+	42301	27	3	0	0	75
lncRNA_24732	Porites_evermani_scaffold_305	261795	303659	+	41865	0	0	0	0	0
lncRNA_24733	Porites_evermani_scaffold_305	263380	303659	+	40280	0	0	0	0	0
lncRNA_24734	Porites_evermani_scaffold_305	760	1562	+	803	80	15	87	39	0
lncRNA_24735	Porites_evermani_scaffold_305	3634	4127	+	494	63	21	102	15	2
lncRNA_24736	Porites_evermani_scaffold_305	102704	103995	+	1292	91	54	138	40	0
lncRNA_24737	Porites_evermani_scaffold_305	104999	105252	+	254	70	36	24	26	5
lncRNA_24738	Porites_evermani_scaffold_305	176364	176769	+	406	87	2	64	17	0
lncRNA_24739	Porites_evermani_scaffold_305	212813	213053	+	241	8	0	28	0	58
lncRNA_24740	Porites_evermani_scaffold_305	295894	296112	+	219	0	0	0	0	0
lncRNA_24741	Porites_evermani_scaffold_3050	16854	18904	+	2051	0	0	0	13	5
lncRNA_24742	Porites_evermani_scaffold_3050	5310	5589	+	280	0	0	0	0	0
lncRNA_24743	Porites_evermani_scaffold_3050	28923	32175	+	3253	9	0	0	0	0
lncRNA_24744	Porites_evermani_scaffold_3050	46038	48140	+	2103	0	0	0	0	0
lncRNA_24745	Porites_evermani_scaffold_3050	48633	49441	+	809	0	0	0	0	0
lncRNA_24746	Porites_evermani_scaffold_3051	35707	35947	+	241	0	0	28	3	1
lncRNA_24747	Porites_evermani_scaffold_3051	36756	37212	+	457	4	2	230	2	0
lncRNA_24748	Porites_evermani_scaffold_3052	8917	9265	+	349	2	0	0	0	0
lncRNA_24749	Porites_evermani_scaffold_3052	18130	21899	+	3770	0	4	0	0	0
lncRNA_24750	Porites_evermani_scaffold_3052	31516	32613	+	1098	0	0	0	0	2
lncRNA_24751	Porites_evermani_scaffold_3052	9944	11369	+	1426	0	0	0	0	2
lncRNA_24752	Porites_evermani_scaffold_3052	10107	10833	+	727	0	0	0	0	0
lncRNA_24753	Porites_evermani_scaffold_3052	43242	43596	+	355	0	0	0	0	2
lncRNA_24754	Porites_evermani_scaffold_3052	39541	39851	+	311	0	1	42	0	4
lncRNA_24755	Porites_evermani_scaffold_3053	13132	13510	+	379	11	6	0	0	0
lncRNA_24756	Porites_evermani_scaffold_3053	34560	49032	+	14473	1662	602	1147	696	2146
lncRNA_24757	Porites_evermani_scaffold_3053	32755	34099	+	1345	105	27	355	80	167
lncRNA_24758	Porites_evermani_scaffold_3053	19213	19556	+	344	6	0	46	6	7
lncRNA_24759	Porites_evermani_scaffold_3053	31482	31871	+	390	98	28	86	27	166
lncRNA_24760	Porites_evermani_scaffold_3053	51970	52276	+	307	79	8	53	15	64
lncRNA_24761	Porites_evermani_scaffold_3053	53626	55291	+	1666	328	30	186	57	614
lncRNA_24762	Porites_evermani_scaffold_3054	34751	38044	+	3294	29	2	90	19	50
lncRNA_24763	Porites_evermani_scaffold_3054	46301	47801	+	1501	36	0	122	37	56
lncRNA_24764	Porites_evermani_scaffold_3054	49924	52526	+	2603	46	12	19	4	41
lncRNA_24765	Porites_evermani_scaffold_3055	399	1294	+	896	0	0	0	0	0
lncRNA_24766	Porites_evermani_scaffold_3055	43705	44110	+	406	0	0	0	0	0
lncRNA_24767	Porites_evermani_scaffold_3055	18608	20114	+	1507	14	2	16	30	50
lncRNA_24768	Porites_evermani_scaffold_3055	23142	23391	+	250	0	4	32	3	11
lncRNA_24769	Porites_evermani_scaffold_3055	25750	26110	+	361	0	0	0	0	0
lncRNA_24770	Porites_evermani_scaffold_3055	12126	12423	+	298	0	0	30	10	3
lncRNA_24771	Porites_evermani_scaffold_3056	53224	53677	+	454	0	0	0	0	0
lncRNA_24772	Porites_evermani_scaffold_3057	13688	14118	+	431	0	0	0	0	0
lncRNA_24773	Porites_evermani_scaffold_3057	16246	20023	+	3778	0	0	14	4	0
lncRNA_24774	Porites_evermani_scaffold_3057	52240	52474	+	235	106	11	25	0	0
lncRNA_24775	Porites_evermani_scaffold_3058	1818	3221	+	1404	0	0	0	0	0
lncRNA_24776	Porites_evermani_scaffold_3058	10340	11760	+	1421	0	0	0	0	2
lncRNA_24777	Porites_evermani_scaffold_3058	45904	48403	+	2500	2	0	0	0	0
lncRNA_24778	Porites_evermani_scaffold_3058	12620	12934	+	315	0	6	37	0	4
lncRNA_24779	Porites_evermani_scaffold_3058	19545	19768	+	224	0	0	38	3	1
lncRNA_24780	Porites_evermani_scaffold_3058	51704	52007	+	304	10	0	44	10	25
lncRNA_24781	Porites_evermani_scaffold_3059	9996	13986	+	3991	0	0	0	0	7
lncRNA_24782	Porites_evermani_scaffold_3059	10641	13986	+	3346	0	0	0	0	0
lncRNA_24783	Porites_evermani_scaffold_3059	14969	15869	+	901	1	0	0	15	1
lncRNA_24784	Porites_evermani_scaffold_3059	44940	45804	+	865	1	1	0	18	5
lncRNA_24785	Porites_evermani_scaffold_3059	54930	55198	+	269	133	13	65	25	6
lncRNA_24786	Porites_evermani_scaffold_306	39771	46685	+	6915	0	0	0	0	0
lncRNA_24787	Porites_evermani_scaffold_306	77406	87709	+	10304	22	2	18	0	13
lncRNA_24788	Porites_evermani_scaffold_306	77470	85877	+	8408	0	0	0	0	0
lncRNA_24789	Porites_evermani_scaffold_306	90257	101346	+	11090	0	0	0	0	0
lncRNA_24790	Porites_evermani_scaffold_306	90257	103335	+	13079	495	126	113	74	377
lncRNA_24791	Porites_evermani_scaffold_306	112957	116046	+	3090	0	0	0	0	0
lncRNA_24792	Porites_evermani_scaffold_306	112957	118321	+	5365	0	0	0	0	0
lncRNA_24793	Porites_evermani_scaffold_306	112979	118321	+	5343	0	0	0	0	0
lncRNA_24794	Porites_evermani_scaffold_306	112979	123282	+	10304	0	0	0	0	0
lncRNA_24795	Porites_evermani_scaffold_306	112979	123282	+	10304	0	0	0	0	0
lncRNA_24796	Porites_evermani_scaffold_306	120308	123282	+	2975	0	0	0	0	0
lncRNA_24797	Porites_evermani_scaffold_306	201901	202371	+	471	0	0	0	0	0
lncRNA_24798	Porites_evermani_scaffold_306	208873	212369	+	3497	0	19	0	0	0
lncRNA_24799	Porites_evermani_scaffold_306	262757	263955	+	1199	2	0	2	0	0
lncRNA_24800	Porites_evermani_scaffold_306	264456	265208	+	753	6	0	0	0	0
lncRNA_24801	Porites_evermani_scaffold_306	272768	273759	+	992	0	0	0	0	0
lncRNA_24802	Porites_evermani_scaffold_306	280995	281594	+	600	0	0	0	0	0
lncRNA_24803	Porites_evermani_scaffold_306	6722	15242	+	8521	4	0	109	52	18
lncRNA_24804	Porites_evermani_scaffold_306	39557	49756	+	10200	102	4	203	74	95
lncRNA_24805	Porites_evermani_scaffold_306	91085	98985	+	7901	0	0	0	0	0
lncRNA_24806	Porites_evermani_scaffold_306	91764	92568	+	805	0	0	0	0	0
lncRNA_24807	Porites_evermani_scaffold_306	106955	107658	+	704	0	0	0	0	0
lncRNA_24808	Porites_evermani_scaffold_306	123972	136523	+	12552	12	5	100	29	29
lncRNA_24809	Porites_evermani_scaffold_306	180774	181551	+	778	0	0	0	0	0
lncRNA_24810	Porites_evermani_scaffold_306	238048	238350	+	303	0	27	50	22	198
lncRNA_24811	Porites_evermani_scaffold_306	238498	239652	+	1155	0	12	19	14	66
lncRNA_24812	Porites_evermani_scaffold_306	244627	245810	+	1184	0	0	0	0	0
lncRNA_24813	Porites_evermani_scaffold_306	300654	307561	+	6908	82	53	173	84	162
lncRNA_24814	Porites_evermani_scaffold_306	53752	54105	+	354	0	0	53	0	1
lncRNA_24815	Porites_evermani_scaffold_306	88544	88825	+	282	20	12	29	2	23
lncRNA_24816	Porites_evermani_scaffold_306	290045	290345	+	301	3	22	58	8	8
lncRNA_24817	Porites_evermani_scaffold_3060	12764	21289	+	8526	18	0	9	12	20
lncRNA_24818	Porites_evermani_scaffold_3060	14875	21289	+	6415	0	0	0	0	0
lncRNA_24819	Porites_evermani_scaffold_3060	20300	20976	+	677	0	0	0	0	0
lncRNA_24820	Porites_evermani_scaffold_3060	26665	27010	+	346	2	1	0	0	0
lncRNA_24821	Porites_evermani_scaffold_3060	30680	31357	+	678	0	0	0	0	0
lncRNA_24822	Porites_evermani_scaffold_3061	1351	12653	+	11303	81	106	416	355	182
lncRNA_24823	Porites_evermani_scaffold_3061	47693	49668	+	1976	0	0	0	0	0
lncRNA_24824	Porites_evermani_scaffold_3061	3985	4410	+	426	0	0	0	0	0
lncRNA_24825	Porites_evermani_scaffold_3061	14472	26470	+	11999	233	200	458	125	262
lncRNA_24826	Porites_evermani_scaffold_3061	28015	41787	+	13773	5	10	18	12	10
lncRNA_24827	Porites_evermani_scaffold_3061	34762	40417	+	5656	0	0	0	0	0
lncRNA_24828	Porites_evermani_scaffold_3061	40906	41787	+	882	0	0	0	0	0
lncRNA_24829	Porites_evermani_scaffold_3061	52067	54426	+	2360	39	13	257	14	21
lncRNA_24830	Porites_evermani_scaffold_3061	54812	55166	+	355	68	17	20	53	39
lncRNA_24831	Porites_evermani_scaffold_3062	15994	16487	+	494	0	0	0	8	0
lncRNA_24832	Porites_evermani_scaffold_3062	29000	33380	+	4381	0	0	0	0	0
lncRNA_24833	Porites_evermani_scaffold_3062	29000	35131	+	6132	0	0	0	0	0
lncRNA_24834	Porites_evermani_scaffold_3062	29319	32065	+	2747	0	0	0	0	0
lncRNA_24835	Porites_evermani_scaffold_3062	47704	55152	+	7449	73	52	51	23	50
lncRNA_24836	Porites_evermani_scaffold_3062	47709	50303	+	2595	0	0	0	0	0
lncRNA_24837	Porites_evermani_scaffold_3063	39295	44875	+	5581	33	60	43	35	136
lncRNA_24838	Porites_evermani_scaffold_3064	24321	25873	+	1553	86	17	77	24	312
lncRNA_24839	Porites_evermani_scaffold_3064	28347	30409	+	2063	0	0	0	11	1
lncRNA_24840	Porites_evermani_scaffold_3064	28478	30409	+	1932	0	0	0	0	0
lncRNA_24841	Porites_evermani_scaffold_3064	27003	27341	+	339	893	386	809	89	2660
lncRNA_24842	Porites_evermani_scaffold_3065	12775	13258	+	484	0	5	2	11	31
lncRNA_24843	Porites_evermani_scaffold_3065	28255	33198	+	4944	9	2	76	162	219
lncRNA_24844	Porites_evermani_scaffold_3066	19004	37090	+	18087	179	283	298	250	668
lncRNA_24845	Porites_evermani_scaffold_3067	9818	10444	+	627	5	0	0	4	2
lncRNA_24846	Porites_evermani_scaffold_3067	6660	6916	+	257	10	0	34	0	0
lncRNA_24847	Porites_evermani_scaffold_3067	15992	16555	+	564	2	3	78	0	0
lncRNA_24848	Porites_evermani_scaffold_3067	26784	27015	+	232	6	2	30	0	0
lncRNA_24849	Porites_evermani_scaffold_3068	1113	5210	+	4098	0	0	71	8	18
lncRNA_24850	Porites_evermani_scaffold_307	10659	20532	+	9874	0	3	0	0	0
lncRNA_24851	Porites_evermani_scaffold_307	12282	20532	+	8251	0	0	0	0	0
lncRNA_24852	Porites_evermani_scaffold_307	26833	29984	+	3152	0	15	0	0	0
lncRNA_24853	Porites_evermani_scaffold_307	27548	29984	+	2437	0	0	0	0	0
lncRNA_24854	Porites_evermani_scaffold_307	28337	29984	+	1648	0	0	0	0	0
lncRNA_24855	Porites_evermani_scaffold_307	28718	29984	+	1267	0	0	0	0	0
lncRNA_24856	Porites_evermani_scaffold_307	31211	33392	+	2182	0	49	0	0	0
lncRNA_24857	Porites_evermani_scaffold_307	32242	33392	+	1151	0	0	0	0	0
lncRNA_24858	Porites_evermani_scaffold_307	34690	36117	+	1428	0	591	2	0	1
lncRNA_24859	Porites_evermani_scaffold_307	37208	38434	+	1227	0	0	0	0	0
lncRNA_24860	Porites_evermani_scaffold_307	37208	39165	+	1958	0	0	0	0	0
lncRNA_24861	Porites_evermani_scaffold_307	37208	39165	+	1958	0	0	0	0	0
lncRNA_24862	Porites_evermani_scaffold_307	42007	43328	+	1322	30	2	140	114	58
lncRNA_24863	Porites_evermani_scaffold_307	44795	50723	+	5929	196	360	3	5	29
lncRNA_24864	Porites_evermani_scaffold_307	46026	50723	+	4698	0	0	0	0	0
lncRNA_24865	Porites_evermani_scaffold_307	88537	127637	+	39101	93	57	95	34	94
lncRNA_24866	Porites_evermani_scaffold_307	125916	126298	+	383	0	0	0	0	0
lncRNA_24867	Porites_evermani_scaffold_307	125916	127637	+	1722	0	0	0	0	0
lncRNA_24868	Porites_evermani_scaffold_307	125944	127637	+	1694	0	0	0	0	0
lncRNA_24869	Porites_evermani_scaffold_307	138213	144624	+	6412	3	23	0	29	13
lncRNA_24870	Porites_evermani_scaffold_307	191710	193417	+	1708	0	0	0	0	0
lncRNA_24871	Porites_evermani_scaffold_307	191783	193417	+	1635	0	0	0	0	0
lncRNA_24872	Porites_evermani_scaffold_307	203307	209467	+	6161	16	14	0	17	14
lncRNA_24873	Porites_evermani_scaffold_307	259644	260008	+	365	0	0	0	0	0
lncRNA_24874	Porites_evermani_scaffold_307	272235	273154	+	920	238	72	1	38	286
lncRNA_24875	Porites_evermani_scaffold_307	290213	299748	+	9536	379	209	248	198	593
lncRNA_24876	Porites_evermani_scaffold_307	8869	9615	+	747	0	0	0	0	0
lncRNA_24877	Porites_evermani_scaffold_307	24970	26111	+	1142	0	0	0	0	0
lncRNA_24878	Porites_evermani_scaffold_307	24970	26111	+	1142	0	0	0	0	0
