"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1961",1961,573336,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g29694.t1",-0.0402498685229352,0.948766116419718,0.999610930147471,167,-22.29,"2 21","26 48",20,"80.00%","80.00%","Q4QRK0","Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","protein initiator methionine removal involved in protein maturation [GO:0035551]","GO:0005829; GO:0035551; GO:0046872; GO:0070006"
"1962",1962,573477,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19727.t2",0.233789909806693,0.705063785349721,0.982185628634329,154,-25.1,"2 15","276 298",13,"76.92%","92.31%","Q0VC71","Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1)","Bos taurus (Bovine)","cerebellar Purkinje cell differentiation [GO:0021702]; immune response in nasopharyngeal-associated lymphoid tissue [GO:0002395]; microtubule cytoskeleton organization [GO:0000226]; mucociliary clearance [GO:0120197]; protein polyglutamylation [GO:0018095]; regulation of blastocyst development [GO:0120222]; sperm axoneme assembly [GO:0007288]","GO:0000226; GO:0002395; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005929; GO:0007288; GO:0015631; GO:0018095; GO:0021702; GO:0031514; GO:0036064; GO:0046872; GO:0070740; GO:0120197; GO:0120222"
"1963",1963,574185,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g2191.t1",0.6701677146022,0.215786485884753,0.920579416164159,159,-20.24,"2 20","128 149",18,"72.22%","77.78%",NA,NA,NA,NA,NA
"1964",1964,574372,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g13618.t1",-0.35058008118242,0.562947695513855,0.974487225512995,151,-20.5,"2 21","266 288",20,"60.00%","80.00%",NA,NA,NA,NA,NA
"1965",1965,575048,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g17439.t1",-0.202110567139262,0.744427695169848,0.985466733303337,151,-21.17,"2 21","238 260",20,"65.00%","75.00%","Q6DCX5","Proton-coupled folate transporter (Heme carrier protein 1) (Solute carrier family 46 member 1)","Xenopus laevis (African clawed frog)","","GO:0005542; GO:0005768; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324"
"1966",1966,575152,"Cluster_4039","Pocillopora_meandrina_HIv1___TS.g8927.t1",-0.544345549239662,0.342856210772979,0.963617152970834,172,-24.07,"2 21","966 987",19,"73.68%","89.47%",NA,NA,NA,NA,NA
"1967",1967,575168,"Cluster_360","Pocillopora_meandrina_HIv1___TS.g9392.t1",-0.693943705962294,0.19364999990524,0.910249241657366,147,-20.54,"2 21","190 212",20,"65.00%","70.00%",NA,NA,NA,NA,NA
"1968",1968,575279,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g18888.t1",0.440627890334411,0.457698510070561,0.97024921967979,162,-20.23,"2 21","545 569",22,"77.27%","77.27%","Q3LSS0","CWF19-like protein 2","Danio rerio (Zebrafish) (Brachydanio rerio)","mRNA splicing, via spliceosome [GO:0000398]","GO:0000398; GO:0071014"
"1969",1969,575327,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9784.t1",-0.929463219277509,0.0222488777126949,0.695908736967833,153,-22.1,"2 22","374 396",20,"60.00%","75.00%",NA,NA,NA,NA,NA
"1970",1970,575593,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g15781.t1",-0.396435285061766,0.508794913890384,0.973552982047016,167,-23.42,"2 21","763 787",22,"77.27%","77.27%","Q9Y6A2","Cholesterol 24-hydroxylase (CH24H) (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1)","Homo sapiens (Human)","bile acid biosynthetic process [GO:0006699]; cholesterol catabolic process [GO:0006707]; nervous system development [GO:0007399]; progesterone metabolic process [GO:0042448]; protein localization to membrane raft [GO:1903044]; regulation of long-term synaptic potentiation [GO:1900271]; sterol metabolic process [GO:0016125]; xenobiotic metabolic process [GO:0006805]","GO:0005506; GO:0005783; GO:0005789; GO:0006699; GO:0006707; GO:0006805; GO:0007399; GO:0008395; GO:0016125; GO:0020037; GO:0030425; GO:0033781; GO:0042448; GO:0062184; GO:0098793; GO:0098794; GO:1900271; GO:1903044"
"1971",1971,575669,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g27401.t1",-0.297357516235072,0.627048600853618,0.977982859683049,171,-20.57,"2 21","364 387",21,"76.19%","85.71%",NA,NA,NA,NA,NA
"1972",1972,575924,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g9786.t1",0.712414665636445,0.176929365003177,0.899602968810752,168,-20.12,"2 21","486 507",19,"73.68%","84.21%",NA,NA,NA,NA,NA
"1973",1973,576191,"Cluster_4435","Pocillopora_meandrina_HIv1___TS.g12254.t1",0.534176803264639,0.353759495644133,0.964740261214261,155,-26.51,"2 21","873 895",20,"60.00%","85.00%","P49217","Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor)","Phodopus sungorus (Striped hairy-footed hamster) (Djungarian hamster)","","GO:0005886; GO:0008502"
"1974",1974,576193,"Cluster_4438","Pocillopora_meandrina_HIv1___TS.g12254.t1",0.11358992459069,0.855684433681144,0.996067076900065,147,-22.95,"2 21","873 895",20,"60.00%","75.00%","P49217","Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor)","Phodopus sungorus (Striped hairy-footed hamster) (Djungarian hamster)","","GO:0005886; GO:0008502"
"1975",1975,576324,"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g1625.t1",-0.577970726266608,0.307423158108573,0.953095941815672,150,-20.72,"2 11","192 213",9,"100.00%","100.00%","Q6F3J0","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","Canis lupus familiaris (Dog) (Canis familiaris)","negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]","GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0007165; GO:0045893"
"1976",1976,576438,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g21862.t1",0.444545161151722,0.453225983252095,0.97024921967979,151,-21.31,"2 21","870 892",20,"60.00%","80.00%",NA,NA,NA,NA,NA
"1977",1977,576881,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g23112.t1",0.593683347213092,0.291210016456092,0.949342799746821,147,-21.62,"2 22","15 39",22,"59.09%","77.27%",NA,NA,NA,NA,NA
"1978",1978,577223,"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g29969.t1",0.388414749819257,0.518187770532331,0.973552982047016,154,-21.32,"2 21","482 505",21,"61.90%","85.71%",NA,NA,NA,NA,NA
"1979",1979,577406,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21372.t1",-0.741897660742987,0.151164152606403,0.884628771942152,166,-20.5,"2 19","313 334",17,"70.59%","94.12%","Q8N6T3","ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)","Homo sapiens (Human)","protein transport [GO:0015031]; regulation of ARF protein signal transduction [GO:0032012]; regulation of endocytosis [GO:0030100]; vesicle-mediated transport [GO:0016192]","GO:0000139; GO:0005096; GO:0005829; GO:0015031; GO:0016192; GO:0030100; GO:0032012; GO:0045202; GO:0046872"
"1980",1980,577867,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8970.t1",-0.39641674184494,0.508816589405007,0.973552982047016,148,-20.67,"2 13","46 67",11,"81.82%","90.91%","Q8WX92","Negative elongation factor B (NELF-B) (Cofactor of BRCA1)","Homo sapiens (Human)","cell population proliferation [GO:0008283]; negative regulation of stem cell differentiation [GO:2000737]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; stem cell differentiation [GO:0048863]","GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0008283; GO:0032021; GO:0034244; GO:0048863; GO:2000737"
"1981",1981,577978,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g24457.t1",0.29622093860575,0.6284305327756,0.977982859683049,159,-22.3,"2 21","58 82",22,"72.73%","72.73%","Q2M2I8","AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)","Homo sapiens (Human)","membrane organization [GO:0061024]; positive regulation of Notch signaling pathway [GO:0045747]; presynaptic endocytosis [GO:0140238]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; regulation of clathrin-dependent endocytosis [GO:2000369]; regulation of protein localization [GO:0032880]","GO:0004674; GO:0005112; GO:0005524; GO:0005737; GO:0005829; GO:0005905; GO:0006468; GO:0019897; GO:0030136; GO:0031252; GO:0032880; GO:0035612; GO:0043195; GO:0045747; GO:0046777; GO:0050821; GO:0061024; GO:0106310; GO:0140238; GO:2000369"
"1982",1982,578133,"Cluster_1068","Pocillopora_meandrina_HIv1___TS.g4526.t1",-0.0705407905563808,0.910259218531798,0.997749903220784,157,-25.13,"2 18","541 562",16,"75.00%","81.25%",NA,NA,NA,NA,NA
"1983",1983,578368,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8011.t1",-0.0674700568173879,0.914159676810965,0.998219089356082,160,-22.48,"2 20","508 532",21,"76.19%","85.71%","B3EWZ9","Hephaestin-like protein (EC 1.-.-.-)","Acropora millepora (Staghorn coral) (Heteropora millepora)","copper ion transport [GO:0006825]","GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491"
"1984",1984,578972,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g8844.t1",-0.391747762190726,0.514280235786582,0.973552982047016,167,-22.07,"2 21","961 983",20,"70.00%","90.00%","Q5ZJF4","Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx)","Gallus gallus (Chicken)","cell redox homeostasis [GO:0045454]; lipid catabolic process [GO:0016042]","GO:0004623; GO:0005615; GO:0005739; GO:0005764; GO:0005829; GO:0016042; GO:0045454; GO:0047184; GO:0051920"
"1985",1985,578983,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27767.t1",-0.555221642344911,0.331289101833293,0.960990658023828,158,-23.54,"2 21","512 536",22,"72.73%","77.27%",NA,NA,NA,NA,NA
"1986",1986,579330,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g27471.t1",-0.525079202775375,0.363584838837373,0.965736914745143,148,-22.24,"2 21","879 901",21,"61.90%","85.71%",NA,NA,NA,NA,NA
"1987",1987,579663,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g29009.t1",-0.338371317795898,0.577540850653779,0.975645735364094,163,-21.8,"2 21","275 297",20,"75.00%","80.00%","G5EBQ8","Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)","Caenorhabditis elegans","cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; positive regulation of nematode larval development [GO:0061063]","GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944"
"1988",1988,580104,"Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g13239.t1",0.520301175657655,0.36877121368195,0.966752171798726,146,-20.09,"2 21","90 113",21,"66.67%","71.43%",NA,NA,NA,NA,NA
"1989",1989,580718,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g15045.t1",0.00835545628954183,0.989361626424534,0.999610930147471,156,-22.52,"2 18","159 181",17,"70.59%","88.24%","Q28I85","POC1 centriolar protein homolog A (Pat-interacting protein 2) (Pix2) (xPix2) (WD repeat-containing protein 51A)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005737; GO:0005856"
"1990",1990,580856,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g20014.t1",0.23852482357539,0.699205634298896,0.982185628634329,146,-21.53,"2 16","853 875",15,"73.33%","80.00%","A6QP70","Beta-sarcoglycan (Beta-SG)","Bos taurus (Bovine)","muscle organ development [GO:0007517]","GO:0005737; GO:0005856; GO:0007517; GO:0016012; GO:0042383"
"1991",1991,581005,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g30346.t1",-0.270362054187579,0.660005254793402,0.978622467559393,153,-20.49,"2 20","823 843",18,"72.22%","77.78%",NA,NA,NA,NA,NA
"1992",1992,581536,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g1230.t1",-0.395141690822487,0.510307473338687,0.973552982047016,174,-30.01,"2 21","513 533",19,"78.95%","94.74%",NA,NA,NA,NA,NA
"1993",1993,581567,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g15982.t1",0.41769458261156,0.484071529777179,0.972269332995059,160,-20.28,"2 21","800 821",19,"68.42%","78.95%",NA,NA,NA,NA,NA
"1994",1994,581980,"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g27180.t1",0.426895554542272,0.473452387371256,0.97024921967979,159,-21.99,"2 21","590 612",20,"70.00%","80.00%",NA,NA,NA,NA,NA
"1995",1995,582597,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g28086.t1",0.267666429609629,0.663310906394344,0.978872410042939,173,-25.2,"2 20","647 670",20,"85.00%","90.00%",NA,NA,NA,NA,NA
"1996",1996,582689,"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g28222.t1",0.231982452843587,0.707301833434942,0.982185628634329,161,-21.72,"2 20","94 117",21,"76.19%","80.95%","Q5XI54","Dynein regulatory complex subunit 3 (Leucine-rich repeat-containing protein 48)","Rattus norvegicus (Rat)","","GO:0005929; GO:0005930; GO:0036126"
"1997",1997,583097,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9824.t1",0.377975789740277,0.530464430908221,0.973552982047016,142,-23.87,"2 22","8 34",24,"62.50%","70.83%",NA,NA,NA,NA,NA
"1998",1998,583104,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g9824.t1",0.0867769159462887,0.889651022581854,0.997033432013061,157,-20.93,"2 19","291 313",18,"77.78%","77.78%",NA,NA,NA,NA,NA
"1999",1999,583141,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17682.t1",0.390706614183287,0.515500205968439,0.973552982047016,163,-20.43,"2 21","307 329",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"2000",2000,583335,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g10296.t1",-0.666258668337278,0.219489329405932,0.923637119467473,144,-22.27,"2 21","65 83",19,"68.42%","68.42%","Q08DY9","Caspase-3 (CASP-3) (EC 3.4.22.56) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]","Bos taurus (Bovine)","positive regulation of amyloid-beta formation [GO:1902004]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]","GO:0004175; GO:0005737; GO:0006508; GO:0031647; GO:0097153; GO:0097199; GO:0097200; GO:1902004"
"2001",2001,583690,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g4678.t1",0.284989275088012,0.642113875285755,0.977982859683049,155,-20.77,"2 21","38 63",23,"65.22%","73.91%","O02824","Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor)","Oryctolagus cuniculus (Rabbit)","adult heart development [GO:0007512]; cell growth involved in cardiac muscle cell development [GO:0061049]; MAPK cascade [GO:0000165]; multicellular organism aging [GO:0010259]; negative regulation of autophagy [GO:0010507]; negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure [GO:0001985]; neuron-glial cell signaling [GO:0150099]; norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure [GO:0001994]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; pilomotor reflex [GO:0097195]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of heart rate by epinephrine-norepinephrine [GO:0001996]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of non-membrane spanning protein tyrosine kinase activity [GO:1903997]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of the force of heart contraction by epinephrine-norepinephrine [GO:0001997]; regulation of cardiac muscle contraction [GO:0055117]; regulation of vasoconstriction [GO:0019229]","GO:0000165; GO:0001985; GO:0001994; GO:0001996; GO:0001997; GO:0004937; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005901; GO:0007200; GO:0007512; GO:0010259; GO:0010507; GO:0010613; GO:0019229; GO:0031965; GO:0043410; GO:0045987; GO:0046982; GO:0055117; GO:0061049; GO:0097195; GO:0150099; GO:1903997"
"2002",2002,584011,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g23603.t1",-0.940886427046843,0.0170992021245743,0.674410729954476,165,-21.39,"2 20","732 756",21,"80.95%","80.95%",NA,NA,NA,NA,NA
"2003",2003,584538,"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g21971.t1",0.0121839157283751,0.984487340506324,0.999610930147471,142,-22.85,"2 20","487 509",19,"63.16%","68.42%",NA,NA,NA,NA,NA
"2004",2004,584555,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g21971.t1",-0.460871231837948,0.434691399974396,0.97024921967979,155,-20.37,"2 20","450 471",18,"66.67%","77.78%",NA,NA,NA,NA,NA
"2005",2005,584855,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g3262.t1",-0.103146022407351,0.868903649930546,0.996087148068407,163,-25.72,"2 21","239 261",20,"75.00%","80.00%",NA,NA,NA,NA,NA
"2006",2006,585045,"Cluster_21","Pocillopora_meandrina_HIv1___TS.g3416.t1",0.504998514816544,0.385499791912885,0.967903306776112,157,-21.34,"2 17","260 281",16,"87.50%","87.50%",NA,NA,NA,NA,NA
"2007",2007,585466,"Cluster_1952","Pocillopora_meandrina_HIv1___TS.g23724.t1",0.136458582401778,0.826796267218278,0.994770429144229,145,-20.04,"2 10","614 635",8,"100.00%","100.00%",NA,NA,NA,NA,NA
"2008",2008,585503,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g17183.t1",-0.226396674827885,0.714224547394022,0.982185628634329,162,-21.17,"2 21","88 108",19,"68.42%","89.47%","Q9D3D9","ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)","Mus musculus (Mouse)","aerobic respiration [GO:0009060]; ATP metabolic process [GO:0046034]; mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; proton transmembrane transport [GO:1902600]","GO:0000275; GO:0005739; GO:0005740; GO:0005743; GO:0005753; GO:0009060; GO:0015078; GO:0015986; GO:0016887; GO:0033615; GO:0042776; GO:0044877; GO:0045259; GO:0045261; GO:0046034; GO:0046933; GO:1902600"
"2009",2009,585762,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g12841.t1",0.285965390735087,0.640922766057009,0.977982859683049,159,-22,"2 20","962 983",18,"66.67%","83.33%","A0A6P8HC43","Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]","Actinia tenebrosa (Australian red waratah sea anemone)","negative regulation of peptidase activity [GO:0010466]","GO:0004867; GO:0005576; GO:0010466; GO:0015459; GO:0042151; GO:0090729"
"2010",2010,585888,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g13585.t1",-0.848441374839965,0.0691953319411276,0.811673901450215,162,-30.35,"2 20","91 113",19,"73.68%","84.21%","Q8K0H5","Transcription initiation factor TFIID subunit 10 (Transcription initiation factor TFIID 30 kDa subunit) (TAF(II)30) (TAFII-30) (TAFII30) (mTAFII30)","Mus musculus (Mouse)","allantois development [GO:1905069]; apoptotic process [GO:0006915]; DNA-templated transcription initiation [GO:0006352]; embryonic placenta development [GO:0001892]; G1/S transition of mitotic cell cycle [GO:0000082]; gene expression [GO:0010467]; hepatocyte differentiation [GO:0070365]; histone acetylation [GO:0016573]; histone H3 acetylation [GO:0043966]; in utero embryonic development [GO:0001701]; lateral mesodermal cell differentiation [GO:0048371]; limb development [GO:0060173]; liver development [GO:0001889]; monoubiquitinated histone deubiquitination [GO:0035521]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; mRNA transcription by RNA polymerase II [GO:0042789]; multicellular organism growth [GO:0035264]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein phosphorylation [GO:0006468]; protein-containing complex assembly [GO:0065003]; regulation of DNA binding [GO:0051101]; regulation of DNA repair [GO:0006282]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]; regulation of RNA splicing [GO:0043484]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; SAGA complex assembly [GO:0036285]; somitogenesis [GO:0001756]; transcription initiation at RNA polymerase II promoter [GO:0006367]","GO:0000082; GO:0000124; GO:0001673; GO:0001701; GO:0001756; GO:0001889; GO:0001892; GO:0003677; GO:0004402; GO:0005634; GO:0005654; GO:0005669; GO:0005737; GO:0006282; GO:0006352; GO:0006355; GO:0006357; GO:0006367; GO:0006468; GO:0006915; GO:0010467; GO:0010468; GO:0016251; GO:0016573; GO:0019899; GO:0030331; GO:0033276; GO:0035264; GO:0035521; GO:0035522; GO:0036285; GO:0042789; GO:0042802; GO:0043484; GO:0043966; GO:0045893; GO:0048371; GO:0048471; GO:0051101; GO:0051123; GO:0060173; GO:0060261; GO:0065003; GO:0070063; GO:0070365; GO:0097550; GO:1905069; GO:1990841"
"2011",2011,586518,"Cluster_4572","Pocillopora_meandrina_HIv1___TS.g26202.t1",-0.362281423522279,0.549027702792667,0.973552982047016,156,-22.09,"2 20","586 613",24,"75.00%","75.00%",NA,NA,NA,NA,NA
"2012",2012,587056,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g20407.t1",0.339395092936713,0.576314470493354,0.97542458317668,164,-22.34,"2 22","638 662",22,"72.73%","77.27%",NA,NA,NA,NA,NA
"2013",2013,587746,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g12149.t1",-0.229460886077637,0.710425769488809,0.982185628634329,168,-22.25,"2 17","254 275",15,"86.67%","93.33%","Q6DIV6","Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836]","GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800"
"2014",2014,587796,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g29338.t1",-0.872103112081305,0.0538408141996135,0.800217495744531,149,-20.01,"2 22","736 758",20,"55.00%","75.00%","P30531","Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1)","Homo sapiens (Human)","associative learning [GO:0008306]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid reuptake [GO:0051936]; inorganic anion import across plasma membrane [GO:0098658]; memory [GO:0007613]; negative regulation of synaptic transmission, GABAergic [GO:0032229]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; response to calcium ion [GO:0051592]; response to cocaine [GO:0042220]; response to estradiol [GO:0032355]; response to inorganic substance [GO:0010035]; response to lead ion [GO:0010288]; response to purine-containing compound [GO:0014074]; response to sucrose [GO:0009744]; response to toxic substance [GO:0009636]; sodium ion import across plasma membrane [GO:0098719]; sodium ion transmembrane transport [GO:0035725]; synapse organization [GO:0050808]; transport across blood-brain barrier [GO:0150104]","GO:0005332; GO:0005886; GO:0007268; GO:0007613; GO:0008306; GO:0009636; GO:0009744; GO:0009986; GO:0010035; GO:0010288; GO:0014054; GO:0014074; GO:0015185; GO:0015378; GO:0016020; GO:0030424; GO:0032229; GO:0032355; GO:0035725; GO:0042220; GO:0042734; GO:0042802; GO:0043005; GO:0043025; GO:0045211; GO:0046872; GO:0050808; GO:0051592; GO:0051936; GO:0051939; GO:0098658; GO:0098719; GO:0098982; GO:0150104; GO:1902476"
"2015",2015,588878,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g23577.t1",-0.294478544676046,0.630550048931186,0.977982859683049,158,-20.36,"2 15","641 662",13,"84.62%","92.31%",NA,NA,NA,NA,NA
"2016",2016,588964,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g8724.t1",0.00858402704166032,0.98907061154356,0.999610930147471,160,-21.62,"2 19","255 274",17,"82.35%","82.35%","Q90593","Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)","Gallus gallus (Chicken)","cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-4 [GO:0071353]; cellular response to unfolded protein [GO:0034620]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum structural organization [GO:0021589]; chaperone cofactor-dependent protein refolding [GO:0051085]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; maintenance of protein localization in endoplasmic reticulum [GO:0035437]; negative regulation of apoptotic process [GO:0043066]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cell migration [GO:0030335]; positive regulation of protein ubiquitination [GO:0031398]; post-translational protein targeting to membrane, translocation [GO:0031204]; protein refolding [GO:0042026]; toxin transport [GO:1901998]; ubiquitin-dependent ERAD pathway [GO:0030433]","GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005788; GO:0005789; GO:0005793; GO:0005829; GO:0005886; GO:0006983; GO:0008180; GO:0009986; GO:0016020; GO:0016887; GO:0019904; GO:0021589; GO:0021680; GO:0030335; GO:0030433; GO:0030496; GO:0030512; GO:0030968; GO:0031072; GO:0031204; GO:0031333; GO:0031398; GO:0031625; GO:0034620; GO:0034663; GO:0035437; GO:0042026; GO:0042149; GO:0042470; GO:0043022; GO:0043066; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0071353; GO:0140662; GO:1901998; GO:1903895"
