Entry	GeneID	Gene Ontology IDs
Q68CP4	gene-Pocillopora_meandrina_HIv1___RNAseq.g6951.t1	GO:0005765; GO:0005886; GO:0007041; GO:0015019; GO:0016746; GO:0030200; GO:0035579; GO:0043202; GO:0051259; GO:0070821
Q68DU8	gene-Pocillopora_meandrina_HIv1___RNAseq.g23613.t1	GO:0001662; GO:0007613; GO:0008277; GO:0042734; GO:0042802; GO:0042995; GO:0043235; GO:0045211; GO:0051260; GO:0099579; GO:0150047
Q68EI0	gene-Pocillopora_meandrina_HIv1___RNAseq.g11519.t1	GO:0005656; GO:0005730; GO:0006261; GO:0006364; GO:0007368; GO:0070121; GO:0120293; GO:0120330
Q68EK7	gene-Pocillopora_meandrina_HIv1___RNAseq.g5929.t1	GO:0003924; GO:0003925; GO:0005525; GO:0005886; GO:0015031; GO:0016192; GO:0030100; GO:0031901; GO:0032482; GO:0032593; GO:0055037
Q68F38	gene-Pocillopora_meandrina_HIv1___TS.g15419.t1	GO:0005783; GO:0006661; GO:0010008; GO:0070772
Q68F50	gene-Pocillopora_meandrina_HIv1___RNAseq.g12715.t1	GO:0003785; GO:0005737; GO:0005884; GO:0010591; GO:0010976; GO:0030016; GO:0030042; GO:0051015; GO:0051016
Q68F70	gene-Pocillopora_meandrina_HIv1___RNAseq.g15623.t1a	GO:0005634; GO:0005737; GO:0016180; GO:0030674; GO:0032039; GO:0160232; GO:0160240
Q68F72	gene-Pocillopora_meandrina_HIv1___RNAseq.g10873.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68F72	gene-Pocillopora_meandrina_HIv1___RNAseq.g10876.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68F72	gene-Pocillopora_meandrina_HIv1___RNAseq.g10872.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68F72	gene-Pocillopora_meandrina_HIv1___RNAseq.g10871.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68F72	gene-Pocillopora_meandrina_HIv1___RNAseq.g10863.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68F72	gene-Pocillopora_meandrina_HIv1___TS.g13375.t1	GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206
Q68FA2	gene-Pocillopora_meandrina_HIv1___RNAseq.g3881.t1	GO:0005615
Q68FD5	gene-Pocillopora_meandrina_HIv1___RNAseq.g22289.t1	GO:0003725; GO:0005198; GO:0005739; GO:0005819; GO:0005905; GO:0006886; GO:0006914; GO:0016020; GO:0019901; GO:0030117; GO:0030130; GO:0030132; GO:0031523; GO:0032051; GO:0032991; GO:0042470; GO:0043209; GO:0051301; GO:0071439; GO:0072318; GO:0090307; GO:0098684; GO:0098835; GO:0098843; GO:0098978; GO:1900126
Q68FF9	gene-Pocillopora_meandrina_HIv1___TS.g21280.t1a	GO:0003865; GO:0005783; GO:0005789; GO:0006702; GO:0007548; GO:0030154; GO:0047751
Q68FH4	gene-Pocillopora_meandrina_HIv1___TS.g8352.t1	GO:0004335; GO:0005524; GO:0005737; GO:0006012; GO:0033858
Q68FS6	gene-Pocillopora_meandrina_HIv1___RNAseq.g6177.t1	GO:0005634; GO:0005737; GO:0016491; GO:0030017; GO:0034599
Q68LP1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29716.t1	GO:0000151; GO:0003779; GO:0004842; GO:0005737; GO:0005769; GO:0005886; GO:0007219; GO:0008270; GO:0016567; GO:0061630; GO:0098794; GO:0098978; GO:0099149; GO:0140252
Q68LP1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29717.t1	GO:0000151; GO:0003779; GO:0004842; GO:0005737; GO:0005769; GO:0005886; GO:0007219; GO:0008270; GO:0016567; GO:0061630; GO:0098794; GO:0098978; GO:0099149; GO:0140252
Q68LP1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29721.t1	GO:0000151; GO:0003779; GO:0004842; GO:0005737; GO:0005769; GO:0005886; GO:0007219; GO:0008270; GO:0016567; GO:0061630; GO:0098794; GO:0098978; GO:0099149; GO:0140252
Q68LP1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29723.t1	GO:0000151; GO:0003779; GO:0004842; GO:0005737; GO:0005769; GO:0005886; GO:0007219; GO:0008270; GO:0016567; GO:0061630; GO:0098794; GO:0098978; GO:0099149; GO:0140252
Q68LP1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29722.t1	GO:0000151; GO:0003779; GO:0004842; GO:0005737; GO:0005769; GO:0005886; GO:0007219; GO:0008270; GO:0016567; GO:0061630; GO:0098794; GO:0098978; GO:0099149; GO:0140252
Q692V3	gene-Pocillopora_meandrina_HIv1___TS.g8856.t1b	GO:0005737
Q695T7	gene-Pocillopora_meandrina_HIv1___TS.g14851.t1	GO:0005886; GO:0006865; GO:0007584; GO:0015171; GO:0015175; GO:0015293; GO:0015804; GO:0016324; GO:0019058; GO:0031526; GO:0035725; GO:0070062
Q69CM7	gene-Pocillopora_meandrina_HIv1___TS.g5135.t1	GO:0005543; GO:0005737; GO:0005768; GO:0005886; GO:0006897; GO:0007268; GO:0007283; GO:0019897; GO:0030125; GO:0030154; GO:0030276
Q69Z37	gene-Pocillopora_meandrina_HIv1___RNAseq.g4621.t1b	GO:0002244; GO:0005739; GO:0005769; GO:0017145; GO:0034058; GO:0035726; GO:0042176; GO:0048536
Q69ZB8	gene-Pocillopora_meandrina_HIv1___RNAseq.g12091.t2	GO:0003676; GO:0005737; GO:0008270; GO:0035091
Q69ZL1	gene-Pocillopora_meandrina_HIv1___RNAseq.g33.t1	GO:0005085; GO:0005737; GO:0005856; GO:0008270
Q69ZN7	gene-Pocillopora_meandrina_HIv1___RNAseq.g3884.t2	GO:0001778; GO:0005543; GO:0005901; GO:0006071; GO:0030659; GO:0030947; GO:0031965; GO:0033292; GO:0034605; GO:0046872; GO:0055001
Q69ZS8	gene-Pocillopora_meandrina_HIv1___RNAseq.g12959.t1	GO:0001533; GO:0005829; GO:0005856; GO:0016607; GO:0030057; GO:0031424
Q69ZZ9	gene-Pocillopora_meandrina_HIv1___RNAseq.g21738.t1	GO:0001707; GO:0003779; GO:0005509; GO:0005938; GO:0006620; GO:0007163; GO:0008017; GO:0008104; GO:0014069; GO:0015629; GO:0015630; GO:0016055; GO:0016477; GO:0045104
Q69ZZ9	gene-Pocillopora_meandrina_HIv1___RNAseq.g21736.t1	GO:0001707; GO:0003779; GO:0005509; GO:0005938; GO:0006620; GO:0007163; GO:0008017; GO:0008104; GO:0014069; GO:0015629; GO:0015630; GO:0016055; GO:0016477; GO:0045104
Q6A009	gene-Pocillopora_meandrina_HIv1___RNAseq.g23808.t1	GO:0004842; GO:0005829; GO:0008270; GO:0022626; GO:0051865; GO:0061630; GO:0072344; GO:1990112; GO:1990116
Q6A039	gene-Pocillopora_meandrina_HIv1___RNAseq.g2029.t1	GO:0005096; GO:0005768
Q6A051	gene-Pocillopora_meandrina_HIv1___RNAseq.g1912.t1	GO:0005886; GO:0007186; GO:0030246
Q6A078	gene-Pocillopora_meandrina_HIv1___RNAseq.g2170.t1	GO:0000226; GO:0001750; GO:0001822; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0007163; GO:0007368; GO:0007507; GO:0008104; GO:0015031; GO:0030902; GO:0030916; GO:0031410; GO:0032391; GO:0032991; GO:0034451; GO:0034976; GO:0035869; GO:0036038; GO:0042462; GO:0045494; GO:0045893; GO:0048793; GO:0060041; GO:0060271; GO:0070201; GO:0090316; GO:0097711; GO:0120200; GO:0120205; GO:0120206; GO:1905349; GO:1905515
Q6A1A2	gene-Pocillopora_meandrina_HIv1___RNAseq.g26545.t1	GO:0004674; GO:0005524; GO:0005737; GO:0016020; GO:0035556; GO:0106310
Q6A4L1	gene-Pocillopora_meandrina_HIv1___RNAseq.g29725.t1	GO:0006884; GO:0015379; GO:0016020; GO:0055064; GO:0055075; GO:1902476; GO:1990573
Q6AUV1	gene-Pocillopora_meandrina_HIv1___TS.g13168.t1	GO:0004854; GO:0005506; GO:0016491; GO:0051537; GO:0071949
Q6AW47	gene-Pocillopora_meandrina_HIv1___RNAseq.g3206.t1	GO:0005576; GO:0106435
Q6AX59	gene-Pocillopora_meandrina_HIv1___RNAseq.g8215.t1	GO:0005739; GO:0006654; GO:0042171; GO:0052689; GO:0055088
Q6AX60	gene-Pocillopora_meandrina_HIv1___RNAseq.g9896.t1	GO:0005737; GO:0005929; GO:0016020; GO:0034451; GO:0034464; GO:0060170; GO:0060271
Q6AX80	gene-Pocillopora_meandrina_HIv1___RNAseq.g13971.t1	GO:0005886; GO:0007596; GO:0046872; GO:0047710
Q6AXL8	gene-Pocillopora_meandrina_HIv1___RNAseq.g21564.t1	GO:0005689; GO:0006397; GO:0008270; GO:0008380
Q6AXM7	gene-Pocillopora_meandrina_HIv1___RNAseq.g22325.t1	GO:0003746; GO:0003924; GO:0005525; GO:0006412; GO:0006417; GO:0022626; GO:0032790; GO:0070966; GO:0072344; GO:1990533
Q6AXS8	gene-Pocillopora_meandrina_HIv1___RNAseq.g8527.t1	GO:0005737; GO:0005874; GO:0034451
Q6AXS8	gene-Pocillopora_meandrina_HIv1___RNAseq.g8524.t1	GO:0005737; GO:0005874; GO:0034451
Q6AXW7	gene-Pocillopora_meandrina_HIv1___RNAseq.g1481.t1	GO:0004722; GO:0004725; GO:0005634; GO:0005737; GO:0005743; GO:0008138; GO:0016311; GO:0016791; GO:0017017; GO:0035335; GO:0035970
Q6AY39	gene-Pocillopora_meandrina_HIv1___TS.g2490.t1	GO:0000139; GO:0006493; GO:0006629; GO:0008499; GO:0009312; GO:0047273
Q6AY53	gene-Pocillopora_meandrina_HIv1___RNAseq.g7974.t1	GO:0005737; GO:0005829; GO:0008216; GO:0034038; GO:0042102; GO:0042593; GO:0042802; GO:0046203
Q6AY61	gene-Pocillopora_meandrina_HIv1___RNAseq.g27496.t1	GO:0004252; GO:0005576; GO:0006508
Q6AY85	gene-Pocillopora_meandrina_HIv1___TS.g7422.t1a	GO:0006487; GO:0006488; GO:0043495; GO:0043541; GO:0098554
Q6AYB3	gene-Pocillopora_meandrina_HIv1___TS.g9014.t1a	GO:0000350; GO:0000389; GO:0000398; GO:0000974; GO:0005634; GO:0071006; GO:0071013; GO:0071014; GO:0071020
Q6AYC8	gene-Pocillopora_meandrina_HIv1___RNAseq.g19409.t1	GO:0005737; GO:0005829; GO:0019902
Q6AYJ1	gene-Pocillopora_meandrina_HIv1___RNAseq.g26171.t1	GO:0000724; GO:0003678; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0006260; GO:0009378; GO:0016887; GO:0031297; GO:0036121; GO:0043138; GO:0046872; GO:1990814
Q6AYP4	gene-Pocillopora_meandrina_HIv1___RNAseq.12156_t	GO:0008270
Q6AYT0	gene-Pocillopora_meandrina_HIv1___RNAseq.g6681.t1	GO:0003730; GO:0003960; GO:0005829; GO:0008270; GO:0042178; GO:0042802; GO:0051289; GO:0070402
Q6AZB8	gene-Pocillopora_meandrina_HIv1___RNAseq.g6731.t1	GO:0004518; GO:0005634; GO:0005737; GO:0046872
Q6AZW1	gene-Pocillopora_meandrina_HIv1___RNAseq.g19282.t1	GO:0000139
Q6B4J2	gene-Pocillopora_meandrina_HIv1___RNAseq.g21068.t1	GO:0005789; GO:0007596; GO:0017187; GO:0042373; GO:0047057; GO:0048038; GO:0060348
Q6BZW3	gene-Pocillopora_meandrina_HIv1___RNAseq.30209_t	GO:0000324; GO:0005773; GO:0005774; GO:0015819; GO:0022857; GO:0051453; GO:1903826
Q6CLN9	gene-Pocillopora_meandrina_HIv1___RNAseq.g29408.t1	GO:0005774; GO:0006865; GO:0051453
Q6CLN9	gene-Pocillopora_meandrina_HIv1___RNAseq.g7788.t1	GO:0005774; GO:0006865; GO:0051453
Q6CZ23	gene-Pocillopora_meandrina_HIv1___RNAseq.g17141.t1	GO:0008903; GO:0046487; GO:0046872
Q6DBQ8	gene-Pocillopora_meandrina_HIv1___RNAseq.g12966.t1	GO:0005543; GO:0005640; GO:0005794; GO:0005829; GO:0005886; GO:0010008; GO:0010507; GO:0032691; GO:0035627; GO:0120009; GO:1900226; GO:1902387; GO:1902388; GO:1902389
Q6DBY9	gene-Pocillopora_meandrina_HIv1___RNAseq.g10957.t1	GO:0000139; GO:0001517; GO:0005975; GO:0006044; GO:0042339; GO:0045130
Q6DBY9	gene-Pocillopora_meandrina_HIv1___RNAseq.g22579.t1	GO:0000139; GO:0001517; GO:0005975; GO:0006044; GO:0042339; GO:0045130
Q6DBY9	gene-Pocillopora_meandrina_HIv1___RNAseq.g21781.t1	GO:0000139; GO:0001517; GO:0005975; GO:0006044; GO:0042339; GO:0045130
Q6DC37	gene-Pocillopora_meandrina_HIv1___RNAseq.g30199.t1	GO:0001695; GO:0005737; GO:0032259; GO:0046539
Q6DC37	gene-Pocillopora_meandrina_HIv1___RNAseq.g10788.t1	GO:0001695; GO:0005737; GO:0032259; GO:0046539
Q6DC77	gene-Pocillopora_meandrina_HIv1___RNAseq.g13522.t1	GO:0005496; GO:0016020; GO:0038023; GO:0048477
Q6DCC6	gene-Pocillopora_meandrina_HIv1___RNAseq.g1360.t1	GO:0005525; GO:0005737; GO:0043022; GO:0046872
Q6DCT2	gene-Pocillopora_meandrina_HIv1___RNAseq.g17390.t1	GO:0000139; GO:0005829; GO:1903358
Q6DCV0	gene-Pocillopora_meandrina_HIv1___RNAseq.g29486.t1	GO:0000045; GO:0000407; GO:0000422; GO:0000425; GO:0005829; GO:0009267; GO:0030674; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0061723; GO:0080025; GO:1901981; GO:2000786
Q6DCX5	gene-Pocillopora_meandrina_HIv1___RNAseq.g5080.t1	GO:0005542; GO:0005768; GO:0005886; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324; GO:0022857; GO:0055085
Q6DCX5	gene-Pocillopora_meandrina_HIv1___RNAseq.g29468.t1	GO:0005542; GO:0005768; GO:0005886; GO:0010008; GO:0015293; GO:0015350; GO:0016323; GO:0016324; GO:0022857; GO:0055085
Q6DD21	gene-Pocillopora_meandrina_HIv1___RNAseq.g6632.t2	GO:0001754; GO:0004181; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006508; GO:0007005; GO:0008270; GO:0015630; GO:0015631; GO:0021702; GO:0021772; GO:0035609; GO:0035610; GO:0050905
Q6DD32	gene-Pocillopora_meandrina_HIv1___RNAseq.g19782.t1	GO:0000139; GO:0005789; GO:0008270; GO:0016567; GO:0036503; GO:0061630
Q6DD44	gene-Pocillopora_meandrina_HIv1___RNAseq.g924.t1	GO:0000822; GO:0005315; GO:0005794; GO:0005886; GO:0006817; GO:0015562; GO:0016036; GO:0030643; GO:0035435
Q6DD45	gene-Pocillopora_meandrina_HIv1___RNAseq.g5088.t1	GO:0003723; GO:0005654; GO:0006396; GO:0008270; GO:0031124; GO:0071013
Q6DDL7	gene-Pocillopora_meandrina_HIv1___RNAseq.1861_t	GO:0016020
Q6DE55	gene-Pocillopora_meandrina_HIv1___RNAseq.g17323.t1	GO:0005096; GO:0005737; GO:0007165; GO:0008270; GO:0016020; GO:0032587; GO:0051058
Q6DE73	gene-Pocillopora_meandrina_HIv1___RNAseq.g11631.t1	GO:0005506; GO:0005634; GO:0005737; GO:0006449; GO:0008283; GO:0010494; GO:0018126; GO:0031418; GO:0031543; GO:0031544; GO:0034063
Q6DE95	gene-Pocillopora_meandrina_HIv1___TS.g10136.t1	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005827; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0016477; GO:0016567; GO:0017145; GO:0031463; GO:0031625; GO:0035024; GO:0040016; GO:0043149; GO:0043161; GO:0045842; GO:0048208; GO:0072686; GO:1901992
Q6DEB1	gene-Pocillopora_meandrina_HIv1___RNAseq.g26789.t1	GO:0005739; GO:0008483; GO:0030170; GO:0050459
Q6DEH3	gene-Pocillopora_meandrina_HIv1___RNAseq.g19720.t1	GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0014069; GO:0043005; GO:0048168; GO:0106310; GO:1903076
Q6DEU9	gene-Pocillopora_meandrina_HIv1___RNAseq.g28563.t1	GO:0000122; GO:0000791; GO:0001711; GO:0006368; GO:0016593; GO:0016607; GO:0019827; GO:0045638
Q6DEW6	gene-Pocillopora_meandrina_HIv1___TS.g13654.t2	GO:0003676; GO:0005634; GO:0006364; GO:0008408
Q6DEY8	gene-Pocillopora_meandrina_HIv1___RNAseq.g27557.t1	GO:0005737; GO:0005813; GO:0034451; GO:0036064; GO:0060090; GO:0060271
Q6DEZ2	gene-Pocillopora_meandrina_HIv1___RNAseq.g25738.t1	GO:0003723; GO:0005737; GO:0005886
Q6DF08	gene-Pocillopora_meandrina_HIv1___RNAseq.g15999.t1	GO:0032580; GO:0033320; GO:0042732; GO:0048040; GO:0070403
Q6DF30	gene-Pocillopora_meandrina_HIv1___RNAseq.g9810.t1	GO:0000166; GO:0047115; GO:0047837
Q6DF57	gene-Pocillopora_meandrina_HIv1___RNAseq.g5366.t1	GO:0000776; GO:0003676
Q6DF80	gene-Pocillopora_meandrina_HIv1___RNAseq.g4432.t1	GO:0005783; GO:0006695; GO:0008142; GO:0032869; GO:0032933; GO:0032937; GO:0036316
Q6DFC2	gene-Pocillopora_meandrina_HIv1___RNAseq.g15030.t1	GO:0005813
Q6DFD7	gene-Pocillopora_meandrina_HIv1___RNAseq.g28301.t1	GO:0005737; GO:0005813; GO:0007224; GO:0035869; GO:0036038; GO:0036064; GO:0060271
Q6DFQ7	gene-Pocillopora_meandrina_HIv1___RNAseq.g12131.t1	GO:0005886; GO:0012506; GO:0016055; GO:0031410
Q6DFS4	gene-Pocillopora_meandrina_HIv1___RNAseq.g18342.t1	
Q6DFU2	gene-Pocillopora_meandrina_HIv1___TS.g848.t1	GO:0005634; GO:0005737; GO:0005856; GO:0031463; GO:0043161; GO:1990756
Q6DFV8	gene-Pocillopora_meandrina_HIv1___RNAseq.g9524.t1	GO:0005576
Q6DFW5	gene-Pocillopora_meandrina_HIv1___TS.g11103.t3	GO:0000287; GO:0005524; GO:0005783; GO:0005794; GO:0015914; GO:0016887; GO:0031901; GO:0055038; GO:0140326; GO:1990531
Q6DG03	gene-Pocillopora_meandrina_HIv1___RNAseq.g15033.t1	GO:0000978; GO:0000981; GO:0005634; GO:0006357
Q6DG32	gene-Pocillopora_meandrina_HIv1___RNAseq.g20431.t1	GO:0000002; GO:0005739; GO:0005743; GO:0015218; GO:1990519
Q6DG88	gene-Pocillopora_meandrina_HIv1___RNAseq.g15110.t1	GO:0000045; GO:0000423; GO:0004197; GO:0005737; GO:0005739; GO:0005776; GO:0005783; GO:0005829; GO:0006914; GO:0015031; GO:0016237; GO:0016485; GO:0019786; GO:0031173; GO:0031410; GO:0034727; GO:0035973
Q6DG99	gene-Pocillopora_meandrina_HIv1___TS.g24084.t1	GO:0016567; GO:0051260
Q6DGA6	gene-Pocillopora_meandrina_HIv1___RNAseq.g3602.t2	GO:0000256; GO:0004037; GO:0006144
Q6DGB6	gene-Pocillopora_meandrina_HIv1___RNAseq.g9765.t1	GO:0001947; GO:0003143; GO:0003146; GO:0003341; GO:0003351; GO:0005576; GO:0005737; GO:0005930; GO:0007368; GO:0031514; GO:0036157; GO:0036159; GO:0060271; GO:0070286; GO:0090660
Q6DGK9	gene-Pocillopora_meandrina_HIv1___RNAseq.g28457.t2	GO:0005737; GO:0005874; GO:0034451
Q6DGL7	gene-Pocillopora_meandrina_HIv1___RNAseq.g15923.t1	GO:0005789; GO:0005886; GO:0031965; GO:0036228; GO:0043022; GO:0160063
Q6DGM1	gene-Pocillopora_meandrina_HIv1___RNAseq.g26426.t1	
Q6DGM3	gene-Pocillopora_meandrina_HIv1___RNAseq.g21662.t1	GO:0003735; GO:0005762; GO:0006412
Q6DGM3	gene-Pocillopora_meandrina_HIv1___TS.g26422.t1	GO:0003735; GO:0005762; GO:0006412
Q6DGN0	gene-Pocillopora_meandrina_HIv1___RNAseq.g17450.t1	GO:0003925; GO:0005525
Q6DGN0	gene-Pocillopora_meandrina_HIv1___TS.g17018.t1	GO:0003925; GO:0005525
Q6DGQ0	gene-Pocillopora_meandrina_HIv1___RNAseq.g22348.t1	GO:0000993; GO:0006355; GO:0006368; GO:0008270; GO:0032044; GO:0140673
Q6DGR4	gene-Pocillopora_meandrina_HIv1___RNAseq.g21114.t1	
Q6DGW9	gene-Pocillopora_meandrina_HIv1___RNAseq.g6992.t1	GO:0000139; GO:0005262; GO:0005737; GO:0005783; GO:0005789; GO:0006983; GO:0032469; GO:0043022; GO:0070588; GO:0160063; GO:0160064
Q6DH23	gene-Pocillopora_meandrina_HIv1___RNAseq.g1431.t1	GO:0005768; GO:0005829; GO:0006886; GO:0030904; GO:0042147
Q6DH69	gene-Pocillopora_meandrina_HIv1___RNAseq.g7506.t1	GO:0016020; GO:0016042; GO:0017064
Q6DHJ3	gene-Pocillopora_meandrina_HIv1___RNAseq.5765_t	GO:0005737; GO:0008203; GO:0016020; GO:0016491; GO:0046872; GO:0051537; GO:0170056
Q6DHN0	gene-Pocillopora_meandrina_HIv1___RNAseq.g543.t1	GO:0005640; GO:0030279; GO:0030514; GO:0031965; GO:0045668; GO:0046822
Q6DHN0	gene-Pocillopora_meandrina_HIv1___RNAseq.g19541.t1	GO:0005640; GO:0030279; GO:0030514; GO:0031965; GO:0045668; GO:0046822
Q6DHU8	gene-Pocillopora_meandrina_HIv1___RNAseq.g4936.t1	GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0051403; GO:0106310
Q6DIV6	gene-Pocillopora_meandrina_HIv1___RNAseq.g25882.t1	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
Q6DIV6	gene-Pocillopora_meandrina_HIv1___RNAseq.g4176.t1	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
Q6DIV6	gene-Pocillopora_meandrina_HIv1___RNAseq.g4179.t1	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
Q6DIV6	gene-Pocillopora_meandrina_HIv1___RNAseq.g2160.t1	GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800
Q6DJ05	gene-Pocillopora_meandrina_HIv1___RNAseq.g28730.t1	GO:0005634; GO:0005737; GO:0035303; GO:0046872
Q6DJ06	gene-Pocillopora_meandrina_HIv1___RNAseq.g6932.t1	GO:0003712; GO:0007369; GO:0007399; GO:0007498; GO:0030154; GO:0045665; GO:0045944; GO:0046872
Q6DJF8	gene-Pocillopora_meandrina_HIv1___RNAseq.g26254.t1	GO:0005634; GO:0005737; GO:0032259; GO:0035242; GO:0035642; GO:0040029
Q6DJI9	gene-Pocillopora_meandrina_HIv1___TS.g16681.t2	GO:0000398; GO:0003723; GO:0005689; GO:0008270
Q6DJP7	gene-Pocillopora_meandrina_HIv1___RNAseq.g26194.t1	GO:0003723; GO:0005847; GO:0006397; GO:0008270
Q6DJR8	gene-Pocillopora_meandrina_HIv1___RNAseq.g10337.t1	GO:0000139; GO:0004653; GO:0005112; GO:0007220; GO:0007368; GO:0008593; GO:0018243; GO:0030246; GO:0060271; GO:0061314
Q6DK98	gene-Pocillopora_meandrina_HIv1___RNAseq.g28285.t1	GO:0000132; GO:0000776; GO:0005737; GO:0005813; GO:0005819; GO:0005871; GO:0005874; GO:0007020; GO:0007059; GO:0007100; GO:0008017; GO:0010975; GO:0016477; GO:0032418; GO:0047496; GO:0051303; GO:0051642; GO:1900029
Q6DKE9	gene-Pocillopora_meandrina_HIv1___RNAseq.g9626.t1	GO:0004475; GO:0005525; GO:0005737; GO:0009298
Q6DKG0	gene-Pocillopora_meandrina_HIv1___RNAseq.g7787.t1	GO:0005737; GO:0031417; GO:0043066; GO:0048659
Q6DMN8	gene-Pocillopora_meandrina_HIv1___RNAseq.g20283.t1	GO:0005654; GO:0005829; GO:0005930; GO:0008017; GO:0051493
Q6DN14	gene-Pocillopora_meandrina_HIv1___RNAseq.g6470.t1	GO:0005509; GO:0005789; GO:0016020; GO:0019722; GO:0030336; GO:0030672; GO:0045806; GO:0046928; GO:0048168; GO:0055037; GO:1902883
Q6DRD3	gene-Pocillopora_meandrina_HIv1___RNAseq.g24492.t1	GO:0003677; GO:0003887; GO:0005634; GO:0005737; GO:0006260; GO:0006284; GO:0006303; GO:0006974; GO:0016829; GO:0046872; GO:0051575; GO:0140078
Q6DRL4	gene-Pocillopora_meandrina_HIv1___RNAseq.g6644.t1	GO:0003682; GO:0005634; GO:0006260; GO:0006281; GO:0007095; GO:0010212; GO:0030174; GO:0033314
Q6E2N3	gene-Pocillopora_meandrina_HIv1___RNAseq.g26345.t1	GO:0000785; GO:0003677; GO:0005634; GO:0008270; GO:0016567; GO:0016740; GO:0030218; GO:0030593; GO:0033333; GO:0034243; GO:0035162; GO:0035166; GO:0048066; GO:0048246; GO:0060215; GO:1905517; GO:1990266
Q6EE31	gene-Pocillopora_meandrina_HIv1___RNAseq.g23905.t1	GO:0005524; GO:0005813; GO:0005832; GO:0006457; GO:0016887; GO:0042995; GO:0051082; GO:0140662
Q6EMB2	gene-Pocillopora_meandrina_HIv1___RNAseq.g5173.t1	GO:0005524; GO:0005634; GO:0005813; GO:0005829; GO:0005874; GO:0005886; GO:0007288; GO:0015631; GO:0036064; GO:0036211; GO:0046872; GO:0060041; GO:0070740; GO:0106437; GO:0106438
Q6EUW1	gene-Pocillopora_meandrina_HIv1___RNAseq.g23758.t1	GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0005737; GO:0005759; GO:0005829; GO:0006357; GO:0006915; GO:0010508; GO:0014737; GO:0019901; GO:0031490; GO:0033209; GO:0034599; GO:0042594; GO:0043525; GO:0043565; GO:0045591; GO:0045893; GO:0045944; GO:0070542
