"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"3736",3736,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:3192307-3220688",150,-22.58,2,16,8959,8982,15,"80.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g18846.t1",0.901695424012307,0.0364489171957833,0.758180148670345,"Q6NTV6","Inverted formin-2","Xenopus laevis (African clawed frog)","actin cytoskeleton organization [GO:0030036]","GO:0003779; GO:0030036; GO:0031267"
"3765",3765,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:6062412-6069248",153,-20.69,2,22,5397,5418,21,"71.43%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g19109.t1",-0.899123558460303,0.0378734997100494,0.760878962620332,"Q7TMR0","Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)","Mus musculus (Mouse)","angiogenesis involved in wound healing [GO:0060055]; energy homeostasis [GO:0097009]; glucose homeostasis [GO:0042593]; negative regulation of systemic arterial blood pressure [GO:0003085]; plasma kallikrein-kinin cascade [GO:0002353]; proteolysis [GO:0006508]; regulation of blood vessel endothelial cell migration [GO:0043535]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]","GO:0002155; GO:0002353; GO:0003085; GO:0004185; GO:0005764; GO:0006508; GO:0008239; GO:0042593; GO:0043231; GO:0043535; GO:0045178; GO:0060055; GO:0097009; GO:2000377"
"3766",3766,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:6062412-6069248",155,-21.14,2,21,6569,6593,21,"66.67%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g19109.t1",-0.899123558460303,0.0378734997100494,0.760878962620332,"Q7TMR0","Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)","Mus musculus (Mouse)","angiogenesis involved in wound healing [GO:0060055]; energy homeostasis [GO:0097009]; glucose homeostasis [GO:0042593]; negative regulation of systemic arterial blood pressure [GO:0003085]; plasma kallikrein-kinin cascade [GO:0002353]; proteolysis [GO:0006508]; regulation of blood vessel endothelial cell migration [GO:0043535]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]","GO:0002155; GO:0002353; GO:0003085; GO:0004185; GO:0005764; GO:0006508; GO:0008239; GO:0042593; GO:0043231; GO:0043535; GO:0045178; GO:0060055; GO:0097009; GO:2000377"
"3770",3770,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:630304-645275",159,-22.58,2,22,4961,4982,20,"70.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g27963.t1b",-0.883054997293902,0.0471560685882606,0.785224078489187,"O00339","Matrilin-2","Homo sapiens (Human)","extracellular matrix organization [GO:0030198]","GO:0005201; GO:0005509; GO:0005576; GO:0030198; GO:0031012; GO:0062023; GO:0120216"
"3772",3772,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:6550272-6564125",165,-23.62,2,22,5113,5135,20,"65.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g19147.t1",-0.947726573395244,0.0142337848731618,0.674410729954476,"B3EWZ9","Hephaestin-like protein (EC 1.-.-.-)","Acropora millepora (Staghorn coral) (Heteropora millepora)","copper ion transport [GO:0006825]","GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491"
"3773",3773,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:6550272-6564125",171,-22.75,2,20,9314,9336,18,"77.78%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g19147.t1",-0.947726573395244,0.0142337848731618,0.674410729954476,"B3EWZ9","Hephaestin-like protein (EC 1.-.-.-)","Acropora millepora (Staghorn coral) (Heteropora millepora)","copper ion transport [GO:0006825]","GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491"
"3795",3795,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000001:9314281-9340293",169,-29.06,2,20,15961,15986,21,"80.95%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g19443.t1",-0.889574500024813,0.0433122135063888,0.772820069746852,"Q8C8U0","Liprin-beta-1 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 1) (PTPRF-interacting protein-binding protein 1)","Mus musculus (Mouse)","neuromuscular junction development [GO:0007528]; synapse organization [GO:0050808]","GO:0005886; GO:0007528; GO:0048786; GO:0050808"
"3877",3877,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000002:17902464-17913366",159,-22.62,2,18,8669,8690,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g7872.t2",-0.92263620402981,0.0255290985393237,0.70877339516445,"Q96AE4","Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)","Homo sapiens (Human)","positive regulation of gene expression [GO:0010628]; regulation of gene expression [GO:0010468]","GO:0003697; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0010468; GO:0010628"
"3879",3879,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000002:18203708-18212806",154,-20.36,2,20,1093,1116,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g7902.t1",-0.945706426592658,0.0150621730888765,0.674410729954476,"Q08CY9","EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","protein O-linked glycosylation [GO:0006493]","GO:0005788; GO:0006493; GO:0097363"
"3900",3900,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000002:2422287-2450910",160,-20.72,2,22,461,484,21,"66.67%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g6632.t2",-0.902514678813628,0.0359987994301171,0.756518576543488,"A9JRL3","Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein 1) (Protein deglutamylase CCP1)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","C-terminal protein deglutamylation [GO:0035609]; cerebellar Purkinje cell differentiation [GO:0021702]; eye photoreceptor cell differentiation [GO:0001754]; mitochondrion organization [GO:0007005]; neuromuscular process [GO:0050905]; olfactory bulb development [GO:0021772]; protein side chain deglutamylation [GO:0035610]; proteolysis [GO:0006508]","GO:0001754; GO:0004181; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006508; GO:0007005; GO:0008270; GO:0015631; GO:0021702; GO:0021772; GO:0035609; GO:0035610; GO:0050905"
"3940",3940,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000002:5674238-5675522",154,-21.68,2,15,91,113,13,"76.92%","92.31%","Pocillopora_meandrina_HIv1___RNAseq.g6887.t1",-0.920559068455179,0.0265556183349693,0.714787442465179,NA,NA,NA,NA,NA
"3941",3941,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000002:5674238-5675522",155,-20.36,2,22,578,599,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g6887.t1",-0.920559068455179,0.0265556183349693,0.714787442465179,NA,NA,NA,NA,NA
"4008",4008,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:15532333-15551635",160,-25,2,22,8035,8058,21,"57.14%","90.48%","Pocillopora_meandrina_HIv1___RNAseq.g16347.t1",-0.916779953336722,0.0284563307217094,0.724029933136918,"Q9VBW3","Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)","Drosophila melanogaster (Fruit fly)","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; Golgi organization [GO:0007030]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell size [GO:0045792]; positive regulation of kinase activity [GO:0033674]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of wound healing [GO:0090303]; protein phosphorylation [GO:0006468]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; wound healing [GO:0042060]","GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007156; GO:0007169; GO:0014068; GO:0016339; GO:0033674; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0090303"
"4032",4032,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:19204673-19209085",155,-20.73,2,22,2358,2379,20,"65.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g16577.t1",-0.896982920392142,0.0390724248271157,0.760878962620332,"Q5F364","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","Gallus gallus (Chicken)","glutathione transmembrane transport [GO:0034775]; lipid transport [GO:0006869]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908]","GO:0005524; GO:0006869; GO:0008559; GO:0016020; GO:0016323; GO:0016887; GO:0034634; GO:0034775; GO:0042626; GO:0042908; GO:0055085"
"4043",4043,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:3092843-3103286",167,-21.6,2,21,10313,10336,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g15417.t1",-0.923871836096938,0.0249246711117915,0.705120071889937,"Q14527","Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3)","Homo sapiens (Human)","DNA repair [GO:0006281]; mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; regulation of neurogenesis [GO:0050767]","GO:0003677; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006281; GO:0008094; GO:0008270; GO:0016020; GO:0016363; GO:0016567; GO:0016818; GO:0031625; GO:0042789; GO:0045944; GO:0050767; GO:0061630; GO:0090575; GO:0140658"
"4046",4046,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:3666529-3685667",156,-20.95,2,21,7416,7439,21,"76.19%","80.95%","Pocillopora_meandrina_HIv1___TS.g10502.t1",-0.98320630694496,0.00260589032048138,0.667107103030161,"P41239","Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase)","Gallus gallus (Chicken)","adaptive immune response [GO:0002250]","GO:0002250; GO:0004715; GO:0005524; GO:0005737; GO:0046872"
"4055",4055,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:5311083-5320342",164,-22.58,2,22,2628,2651,21,"71.43%","80.95%","Pocillopora_meandrina_HIv1___TS.g10596.t1a",-0.968708449394313,0.00661341027404702,0.667107103030161,"Q5SVL6","Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4)","Mus musculus (Mouse)","activation of GTPase activity [GO:0090630]; negative regulation of neuron projection development [GO:0010977]; regulation of cell size [GO:0008361]; regulation of small GTPase mediated signal transduction [GO:0051056]","GO:0005096; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0008361; GO:0010977; GO:0031965; GO:0043005; GO:0051056; GO:0090630"
"4062",4062,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:562295-567620",163,-22.42,2,20,296,318,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g15131.t1",-0.946084639262641,0.0149059222776129,0.674410729954476,"Q9PVE8","Cytochrome P450 3A30 (EC 1.14.14.1) (CYPIIIA30)","Fundulus heteroclitus (Killifish) (Mummichog)","","GO:0005506; GO:0005789; GO:0020037; GO:0070330"
"4074",4074,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000003:6295835-6310678",162,-20.15,2,20,6929,6952,19,"78.95%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g15653.t1",0.896502219460539,0.0393432879149522,0.760878962620332,"Q0VA42","Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 (EC 3.4.19.12) (Probable deubiquitinating enzyme MINDY-4)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","protein K48-linked deubiquitination [GO:0071108]","GO:0004843; GO:0071108; GO:1990380"
"4116",4116,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:110941-115249",157,-20.92,2,18,218,240,16,"75.00%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g24110.t1",0.887847997872383,0.0443200369106829,0.776106138905881,"Q62941","Proton-coupled zinc antiporter SLC30A2 (Solute carrier family 30 member 2) (Zinc transporter 2) (ZnT-2)","Rattus norvegicus (Rat)","cellular zinc ion homeostasis [GO:0006882]; positive regulation of sequestering of zinc ion [GO:0061090]; regulation of sequestering of zinc ion [GO:0061088]; response to zinc ion [GO:0010043]; zinc ion import into mitochondrion [GO:0140917]; zinc ion import into organelle [GO:0062111]; zinc ion import into zymogen granule [GO:0140915]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]","GO:0005385; GO:0005737; GO:0005743; GO:0005765; GO:0005770; GO:0005886; GO:0006829; GO:0006882; GO:0010008; GO:0010043; GO:0030658; GO:0031410; GO:0042589; GO:0042802; GO:0046872; GO:0061088; GO:0061090; GO:0062111; GO:0071577; GO:0099503; GO:0140826; GO:0140915; GO:0140917"
"4118",4118,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:11163627-11171552",173,-25.44,2,20,7113,7134,18,"83.33%","94.44%","Pocillopora_meandrina_HIv1___RNAseq.g24997.t1",-0.981943907861641,0.00290462283751766,0.667107103030161,NA,NA,NA,NA,NA
"4130",4130,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:1631818-1633351",156,-21.87,2,18,404,428,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g24271.t1",-0.961615798598843,0.00897524275514706,0.667107103030161,"Q7ZXH2","E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)","Xenopus laevis (African clawed frog)","cell cycle [GO:0007049]; cell division [GO:0051301]; cellular senescence [GO:0090398]; double-strand break repair via homologous recombination [GO:0000724]; positive regulation of maintenance of mitotic sister chromatid cohesion [GO:0034184]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; regulation of macromolecule metabolic process [GO:0060255]; telomere maintenance via recombination [GO:0000722]","GO:0000722; GO:0000724; GO:0000781; GO:0007049; GO:0008270; GO:0016605; GO:0019789; GO:0030915; GO:0034184; GO:0045842; GO:0051301; GO:0060255; GO:0090398"
"4147",4147,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:3131215-3139455",161,-21.33,2,20,5935,5956,18,"72.22%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g24403.t1",-0.967301958284939,0.00706276661567095,0.667107103030161,"Q7Z4G4","tRNA (guanine(10)-N2)-methyltransferase homolog (EC 2.1.1.-) (tRNA guanosine-2'-O-methyltransferase TRM11 homolog)","Homo sapiens (Human)","","GO:0000049; GO:0004809; GO:0005737; GO:0008168"
"4153",4153,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:3298880-3319127",148,-20.76,2,22,13948,13974,24,"50.00%","79.17%","Pocillopora_meandrina_HIv1___RNAseq.g24423.t1",-0.888893388066227,0.0437089248769386,0.774279675195074,NA,NA,NA,NA,NA
"4154",4154,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:3298880-3319127",152,-20.69,2,22,13088,13111,21,"57.14%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g24423.t1",-0.888893388066227,0.0437089248769386,0.774279675195074,NA,NA,NA,NA,NA
"4171",4171,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:5505465-5506773",154,-20.64,2,15,115,137,13,"76.92%","92.31%","Pocillopora_meandrina_HIv1___RNAseq.g24535.t1",-0.942569509480439,0.0163783672745731,0.674410729954476,NA,NA,NA,NA,NA
"4172",4172,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:5505465-5506773",155,-20.36,2,22,602,623,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g24535.t1",-0.942569509480439,0.0163783672745731,0.674410729954476,NA,NA,NA,NA,NA
"4194",4194,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000004:7804662-7807265",163,-23.42,2,22,2334,2355,20,"75.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g24729.t1",0.925116887851697,0.0243203827817594,0.701484449636845,"Q55CD9","Probable NADH dehydrogenase (EC 7.1.1.2)","Dictyostelium discoideum (Social amoeba)","NADH oxidation [GO:0006116]","GO:0006116; GO:0008137"
"4239",4239,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:10799515-10811182",163,-24.79,2,21,3441,3466,22,"68.18%","81.82%","Pocillopora_meandrina_HIv1___RNAseq.g23763.t1",-0.910251915140742,0.0318373584313547,0.739373328914332,"Q9NRZ5","1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta)","Homo sapiens (Human)","CDP-diacylglycerol biosynthetic process [GO:0016024]; phosphatidic acid biosynthetic process [GO:0006654]; phospholipid biosynthetic process [GO:0008654]","GO:0003841; GO:0005741; GO:0005783; GO:0005789; GO:0006654; GO:0008654; GO:0012505; GO:0016024; GO:0016746"
"4294",4294,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:3841656-3853809",159,-21.87,2,18,4375,4396,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g23195.t2",-0.957807026049241,0.0103377540446465,0.667107103030161,NA,NA,NA,NA,NA
"4295",4295,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:3841656-3853809",164,-27.47,2,22,4343,4366,21,"66.67%","85.71%","Pocillopora_meandrina_HIv1___RNAseq.g23195.t2",-0.957807026049241,0.0103377540446465,0.667107103030161,NA,NA,NA,NA,NA
"4296",4296,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:3889297-3891539",159,-23.86,2,21,1029,1052,20,"65.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g23199.t1",-0.931929555088538,0.0211002187421591,0.687095063784671,NA,NA,NA,NA,NA
"4344",4344,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:8483755-8488691",152,-20.08,2,22,587,612,23,"60.87%","73.91%","Pocillopora_meandrina_HIv1___RNAseq.g23544.t2",-0.87894538450028,0.0496316229949506,0.791906184937955,"F6QEU4","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; protein autoubiquitination [GO:0051865]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0072089; GO:2000177"
"4353",4353,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000005:9709568-9718627",153,-20.51,2,18,7181,7203,16,"68.75%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g23642.t1",0.880264322898267,0.0488327609564518,0.78964250692525,"Q6RI86","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)","Rattus norvegicus (Rat)","calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular calcium ion homeostasis [GO:0006874]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to organic substance [GO:0071310]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; ion transmembrane transport [GO:0034220]; positive regulation of anion transport [GO:1903793]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of sensory perception of pain [GO:1904058]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to organic cyclic compound [GO:0014070]; response to organic substance [GO:0010033]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; transmembrane transport [GO:0055085]; urinary bladder smooth muscle contraction [GO:0014832]","GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0010033; GO:0014070; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034220; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0055085; GO:0070301; GO:0070417; GO:0070588; GO:0071244; GO:0071310; GO:0071313; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1904058; GO:1990760"
"4433",4433,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000006:5147191-5154000",162,-20.4,2,20,5275,5298,19,"73.68%","84.21%","Pocillopora_meandrina_HIv1___TS.g14548.t1",-0.910699283809506,0.0316017900387903,0.738554322750861,NA,NA,NA,NA,NA
"4434",4434,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000006:5147191-5154000",162,-23.18,2,15,3350,3372,13,"84.62%","100.00%","Pocillopora_meandrina_HIv1___TS.g14548.t1",-0.910699283809506,0.0316017900387903,0.738554322750861,NA,NA,NA,NA,NA
"4439",4439,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000006:5300720-5304805",154,-21.33,2,20,71,94,19,"63.16%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g27222.t1",-0.964700459762795,0.00791907443519872,0.667107103030161,"Q5XKA2","Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)","Xenopus laevis (African clawed frog)","protein import into mitochondrial matrix [GO:0030150]","GO:0005744; GO:0030150"
"4444",4444,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000006:6031273-6031855",153,-23.5,2,18,37,59,16,"68.75%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g27322.t1",-0.931929555088538,0.021100218742159,0.687095063784671,NA,NA,NA,NA,NA
"4498",4498,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:11292212-11293529",154,-20.64,2,15,115,137,13,"76.92%","92.31%","Pocillopora_meandrina_HIv1___RNAseq.g6001.t1",-0.926526303400896,0.0236421259366326,0.698759485874756,NA,NA,NA,NA,NA
"4499",4499,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:11292212-11293529",155,-20.36,2,22,602,623,20,"70.00%","75.00%","Pocillopora_meandrina_HIv1___RNAseq.g6001.t1",-0.926526303400896,0.0236421259366326,0.698759485874756,NA,NA,NA,NA,NA
"4501",4501,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:11852168-11885098",154,-22.8,2,19,13136,13158,17,"70.59%","76.47%","Pocillopora_meandrina_HIv1___RNAseq.g6027.t1",-0.91444594922797,0.0296511431844403,0.729574010212108,"E1BLZ4","Zinc finger FYVE domain-containing protein 26","Bos taurus (Bovine)","double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]","GO:0000281; GO:0000724; GO:0005737; GO:0005813; GO:0030496; GO:0032266; GO:0032465; GO:0046872"
"4502",4502,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:11852168-11885098",161,-20.87,2,19,784,807,18,"72.22%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g6027.t1",-0.91444594922797,0.0296511431844403,0.729574010212108,"E1BLZ4","Zinc finger FYVE domain-containing protein 26","Bos taurus (Bovine)","double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]","GO:0000281; GO:0000724; GO:0005737; GO:0005813; GO:0030496; GO:0032266; GO:0032465; GO:0046872"
"4516",4516,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:13429873-13430782",149,-20.55,2,19,616,641,20,"65.00%","75.00%","Pocillopora_meandrina_HIv1___TS.g24903.t1",-0.889762330509638,0.0432030144429498,0.772585614708841,NA,NA,NA,NA,NA
"4519",4519,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:1719404-1723312",166,-24.87,2,21,101,122,19,"78.95%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g5263.t1",-0.926911158268688,0.0234580009962963,0.698759485874756,NA,NA,NA,NA,NA
"4553",4553,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:5333580-5349027",152,-20.47,2,22,6601,6624,21,"57.14%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g5599.t1",0.884703729269472,0.0461742293142381,0.782109749680551,"O35920","Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4)","Rattus norvegicus (Rat)","proteolysis [GO:0006508]","GO:0004198; GO:0005509; GO:0005737; GO:0006508"
"4559",4559,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:622325-627082",154,-21.67,2,15,2072,2094,13,"76.92%","92.31%","Pocillopora_meandrina_HIv1___RNAseq.g5127.t1",-0.894650676626928,0.0403921350146973,0.762070974876423,"Q9CXR1","Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1)","Mus musculus (Mouse)","","GO:0004090; GO:0005789; GO:0016616; GO:0052650"
"4588",4588,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000007:9285674-9292001",156,-20.73,2,20,4450,4473,20,"70.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g5899.t1",-0.898059536555503,0.0384679464969725,0.760878962620332,"Q8R1Q9","Ribokinase (RK) (EC 2.7.1.15)","Mus musculus (Mouse)","D-ribose catabolic process [GO:0019303]; pentose-phosphate shunt [GO:0006098]","GO:0004747; GO:0005524; GO:0005634; GO:0005829; GO:0006098; GO:0019303; GO:0042802; GO:0046872"
