"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1692",1830,673932,"Cluster_4629","Peve_00024209",0.719450661300249,0.488787281946321,0.978262075707395,143,-20.01,"2 21","101 127",24,"54.17%","70.83%","Q6P4Z9","COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (JAB1-containing signalosome subunit 8)","Rattus norvegicus (Rat)","activation of NF-kappaB-inducing kinase activity [GO:0007250]; COP9 signalosome assembly [GO:0010387]; negative regulation of cell population proliferation [GO:0008285]; protein deneddylation [GO:0000338]; protein phosphorylation [GO:0006468]","GO:0000338; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0007250; GO:0008180; GO:0008285; GO:0010387; GO:0048471"
"1693",1831,673953,"Cluster_10061","Peve_00024209",0.800698959771548,0.408923333024622,0.978262075707395,184,-23.34,"2 21","712 733",19,"84.21%","94.74%","Q6P4Z9","COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (JAB1-containing signalosome subunit 8)","Rattus norvegicus (Rat)","activation of NF-kappaB-inducing kinase activity [GO:0007250]; COP9 signalosome assembly [GO:0010387]; negative regulation of cell population proliferation [GO:0008285]; protein deneddylation [GO:0000338]; protein phosphorylation [GO:0006468]","GO:0000338; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0007250; GO:0008180; GO:0008285; GO:0010387; GO:0048471"
"1694",1832,674088,"Cluster_10061","Peve_00024200",-0.711650941590777,0.495895558694091,0.978262075707395,172,-21.32,"2 17","819 840",15,"93.33%","93.33%",NA,NA,NA,NA,NA
"1695",1833,674361,"Cluster_11134","Peve_00031465",0.54085700899364,0.636200019604716,0.978262075707395,154,-20.57,"2 21","567 587",19,"63.16%","84.21%","Q9HAR2","Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)","Homo sapiens (Human)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; brain development [GO:0007420]; cell surface receptor signaling pathway [GO:0007166]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; G protein-coupled receptor signaling pathway [GO:0007186]; neuron migration [GO:0001764]; synapse assembly [GO:0007416]","GO:0001764; GO:0004930; GO:0005509; GO:0005886; GO:0005911; GO:0007166; GO:0007186; GO:0007189; GO:0007416; GO:0007420; GO:0016020; GO:0030246; GO:0030424; GO:0098742; GO:0098978"
"1696",1834,674430,"Cluster_5882","Peve_00031466",-0.27814091057559,0.820563558554478,0.995934364227446,170,-23.16,"2 21","291 311",19,"78.95%","89.47%",NA,NA,NA,NA,NA
"1697",1835,675723,"Cluster_796","Peve_00020588",0.971959619121991,0.151114851197767,0.978262075707395,161,-22.23,"2 19","660 682",18,"77.78%","83.33%",NA,NA,NA,NA,NA
"1698",1836,675750,"Cluster_9149","Peve_00020588",-0.674388620660253,0.528814543690416,0.978262075707395,150,-22.26,"2 19","71 92",17,"70.59%","70.59%",NA,NA,NA,NA,NA
"1699",1837,676982,"Cluster_589","Peve_00027226",0.779914400976911,0.430525125503704,0.978262075707395,149,-23.98,"2 20","333 353",18,"66.67%","77.78%","Q5BKQ4","Inactive pancreatic lipase-related protein 1 (PL-RP1)","Mus musculus (Mouse)","lipid metabolic process [GO:0006629]","GO:0004806; GO:0005509; GO:0005615; GO:0006629; GO:0016298"
"1700",1838,677286,"Cluster_11134","Peve_00043325",0.999679946581222,0.0161071216942691,0.766206870688277,154,-20.57,"2 21","535 555",19,"63.16%","84.21%","Q7TPS5","C2 domain-containing protein 5 (138 kDa C2 domain-containing phosphoprotein)","Mus musculus (Mouse)","cellular response to insulin stimulus [GO:0032869]; insulin receptor signaling pathway via phosphatidylinositol 3-kinase [GO:0038028]; intracellular protein transmembrane transport [GO:0065002]; positive regulation of glucose import [GO:0046326]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of vesicle fusion [GO:0031340]; protein localization to plasma membrane [GO:0072659]; vesicle fusion [GO:0006906]","GO:0005509; GO:0005544; GO:0005829; GO:0005886; GO:0005938; GO:0006906; GO:0010828; GO:0030659; GO:0031340; GO:0032587; GO:0032869; GO:0034451; GO:0038028; GO:0046326; GO:0065002; GO:0072659; GO:0090314"
"1701",1839,677325,"Cluster_9149","Peve_00043324",-0.850685712885948,0.3523741133843,0.978262075707395,163,-22.2,"2 21","743 765",20,"75.00%","80.00%",NA,NA,NA,NA,NA
"1702",1840,677595,"Cluster_9149","Peve_00012830",-0.990728198330697,0.0867587561451818,0.978262075707395,157,-22.54,"2 14","276 297",12,"91.67%","91.67%",NA,NA,NA,NA,NA
"1703",1841,677706,"Cluster_2787","Peve_00044504",0.857906199462388,0.343530025366473,0.978262075707395,157,-21.53,"2 14","505 526",12,"91.67%","91.67%","P35443","Thrombospondin-4","Homo sapiens (Human)","behavioral response to pain [GO:0048266]; endothelial cell-cell adhesion [GO:0071603]; myoblast migration [GO:0051451]; negative regulation of angiogenesis [GO:0016525]; positive regulation of cell division [GO:0051781]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; regulation of tissue remodeling [GO:0034103]; response to endoplasmic reticulum stress [GO:0034976]; response to unfolded protein [GO:0006986]; tissue remodeling [GO:0048771]","GO:0001938; GO:0005178; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005783; GO:0006986; GO:0008083; GO:0008201; GO:0016525; GO:0016529; GO:0034103; GO:0034976; GO:0048266; GO:0048771; GO:0050731; GO:0051451; GO:0051781; GO:0062023; GO:0070062; GO:0071603; GO:0090023"
"1704",1844,678594,"Cluster_13502","Peve_00011563",0.172614238707227,0.889557207338519,0.999448381576871,162,-23.98,"2 19","517 538",17,"76.47%","82.35%","Q96PM5","RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2)","Homo sapiens (Human)","error-free translesion synthesis [GO:0070987]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000151; GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016607; GO:0031398; GO:0032436; GO:0042803; GO:0043231; GO:0051865; GO:0061630; GO:0070987"
"1705",1846,678980,"Cluster_6914","Peve_00014883",-0.536892832700827,0.639195889461172,0.978262075707395,165,-21.98,"2 20","808 831",21,"76.19%","85.71%","O18806","Coagulation factor VIII (Procoagulant component)","Canis lupus familiaris (Dog) (Canis familiaris)","acute-phase response [GO:0006953]; blood coagulation [GO:0007596]","GO:0005507; GO:0005615; GO:0006953; GO:0007596; GO:0016491"
"1706",1847,679337,"Cluster_6904","Peve_00035171",0.373819991307953,0.756095557108439,0.988219883885475,154,-21.02,"2 21","173 193",19,"73.68%","73.68%","U3JAG9","Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]","GO:0000775; GO:0001669; GO:0005576; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317"
"1707",1848,679339,"Cluster_6906","Peve_00035171",-0.117997623786165,0.924704957674655,0.999448381576871,154,-21,"2 21","173 193",19,"73.68%","73.68%","U3JAG9","Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]","GO:0000775; GO:0001669; GO:0005576; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317"
"1708",1849,679382,"Cluster_6904","Peve_00035170",-0.743881135154467,0.465965703098651,0.978262075707395,154,-21.02,"2 21","173 193",19,"73.68%","73.68%","U3JAG9","Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]","GO:0000775; GO:0001669; GO:0005576; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317"
"1709",1850,679383,"Cluster_6905","Peve_00035170",-0.784604026903208,0.425732550983281,0.978262075707395,159,-20.15,"2 16","845 866",14,"85.71%","85.71%","U3JAG9","Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]","GO:0000775; GO:0001669; GO:0005576; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317"
"1710",1851,679384,"Cluster_6906","Peve_00035170",-0.973543182674903,0.146766217881744,0.978262075707395,154,-21,"2 21","173 193",19,"73.68%","73.68%","U3JAG9","Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; intraciliary retrograde transport [GO:0035721]; intraciliary transport involved in cilium assembly [GO:0035735]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; negative regulation of intracellular protein transport [GO:0090317]; regulation of centrosome duplication [GO:0010824]; sensory perception of light stimulus [GO:0050953]","GO:0000775; GO:0001669; GO:0005576; GO:0005929; GO:0010824; GO:0030154; GO:0032402; GO:0034451; GO:0035721; GO:0035735; GO:0050953; GO:0060271; GO:0060287; GO:0070121; GO:0090317"
"1711",1852,679762,"Cluster_11135","Peve_00013057",0.428832493648184,0.717850110537834,0.980968929949629,152,-20.97,"2 15","768 788",13,"84.62%","92.31%","Q3SYU1","Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor)","Bos taurus (Bovine)","apoptotic process [GO:0006915]; cellular response to UV [GO:0034644]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of histone acetylation [GO:0035067]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of transcription by RNA polymerase II [GO:0000122]; ribosomal large subunit biogenesis [GO:0042273]; transcription initiation-coupled chromatin remodeling [GO:0045815]","GO:0000122; GO:0002903; GO:0003714; GO:0005654; GO:0005694; GO:0005730; GO:0005829; GO:0006915; GO:0030690; GO:0030691; GO:0031491; GO:0034644; GO:0035067; GO:0042273; GO:0042393; GO:0045815; GO:0140297; GO:2001243"
"1712",1853,679772,"Cluster_589","Peve_00013050",0.467659886263981,0.690194426671515,0.978262075707395,173,-27.44,"2 18","846 867",16,"81.25%","100.00%","Q23915","Probable serine/threonine-protein kinase kinX (EC 2.7.11.1)","Dictyostelium discoideum (Social amoeba)","protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]","GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0007165; GO:0106310"
"1713",1854,679915,"Cluster_4080","Peve_00013059",-0.783097934215443,0.427276654875697,0.978262075707395,165,-20.27,"2 21","600 622",21,"76.19%","85.71%","Q8TAQ5","Zinc finger protein 420","Homo sapiens (Human)","regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000978; GO:0000981; GO:0005634; GO:0005654; GO:0006357; GO:0046872"
"1714",1856,682653,"Cluster_796","Peve_00004935",0.981329299401889,0.123212130810769,0.978262075707395,167,-21.69,"2 21","764 786",20,"80.00%","80.00%","Q8MPM1","Gelsolin-like protein 2 (Actin-modulator) (EWAM-P2)","Lumbricus terrestris (Common earthworm)","actin filament capping [GO:0051693]","GO:0005737; GO:0005856; GO:0051015; GO:0051693"
"1715",1857,682810,"Cluster_8634","Peve_00004938",0.937344672712495,0.226552156536451,0.978262075707395,162,-21.85,"2 17","270 290",15,"86.67%","93.33%",NA,NA,NA,NA,NA
"1716",1858,683202,"Cluster_4629","Peve_00008637",0.228690933381189,0.853110958059531,0.995934364227446,157,-22.5,"2 20","243 263",18,"66.67%","88.89%","P35486","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)","Mus musculus (Mouse)","acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glucose metabolic process [GO:0006006]; tricarboxylic acid cycle [GO:0006099]","GO:0004738; GO:0004739; GO:0005730; GO:0005739; GO:0005967; GO:0006006; GO:0006086; GO:0006099; GO:0034604; GO:0043209; GO:0045254; GO:1902494"
"1717",1859,683553,"Cluster_796","Peve_00040914",0.898740270652305,0.288966974174018,0.978262075707395,176,-22.4,"2 21","917 938",19,"84.21%","84.21%",NA,NA,NA,NA,NA
"1718",1860,683862,"Cluster_15726","Peve_00042518",-0.759321062673981,0.451062435787596,0.978262075707395,154,-20.64,"2 21","432 456",22,"68.18%","77.27%","A5PJY4","Transmembrane protein 138","Bos taurus (Bovine)","cilium assembly [GO:0060271]","GO:0005774; GO:0005929; GO:0060271"
"1719",1861,684105,"Cluster_5882","Peve_00042515",-0.798989405387636,0.410736602747584,0.978262075707395,145,-20.63,"2 19","736 758",18,"61.11%","77.78%","O77633","Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)","Sus scrofa (Pig)","adherens junction organization [GO:0034332]; cochlea development [GO:0090102]; constitutive protein ectodomain proteolysis [GO:0051089]; epidermal growth factor receptor ligand maturation [GO:0038004]; in utero embryonic development [GO:0001701]; membrane protein ectodomain proteolysis [GO:0006509]; monocyte activation [GO:0042117]; negative regulation of cell adhesion [GO:0007162]; negative regulation of gene expression [GO:0010629]; Notch signaling pathway [GO:0007219]; pore complex assembly [GO:0046931]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of T cell chemotaxis [GO:0010820]; postsynapse organization [GO:0099173]; protein catabolic process at postsynapse [GO:0140249]; protein phosphorylation [GO:0006468]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of Notch signaling pathway [GO:0008593]; regulation of postsynapse organization [GO:0099175]; regulation of vasculature development [GO:1901342]; response to tumor necrosis factor [GO:0034612]; toxin transport [GO:1901998]","GO:0000139; GO:0001701; GO:0004175; GO:0004222; GO:0005634; GO:0005798; GO:0005886; GO:0005912; GO:0006468; GO:0006509; GO:0007162; GO:0007219; GO:0008284; GO:0008593; GO:0009986; GO:0010629; GO:0010820; GO:0014069; GO:0017124; GO:0019901; GO:0030136; GO:0030307; GO:0030424; GO:0030425; GO:0034332; GO:0034612; GO:0038004; GO:0042117; GO:0042803; GO:0046872; GO:0046930; GO:0046931; GO:0051089; GO:0070573; GO:0090102; GO:0097038; GO:0097060; GO:0097197; GO:0098696; GO:0098978; GO:0099173; GO:0099175; GO:0140249; GO:1901342; GO:1901998; GO:1902945"
"1720",1862,684418,"Cluster_4735","Peve_00016810",-0.993079954561733,0.0749376995639775,0.978262075707395,160,-21.38,"2 21","609 632",22,"77.27%","81.82%","Q5I597","Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)","Bos taurus (Bovine)","amino-acid betaine catabolic process [GO:0006579]; L-methionine salvage [GO:0071267]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]","GO:0005634; GO:0005829; GO:0006579; GO:0008270; GO:0009086; GO:0032259; GO:0047150; GO:0071267"
"1721",1863,684486,"Cluster_11134","Peve_00016816",0.919239967997566,0.257608642745253,0.978262075707395,159,-23.7,"2 21","648 672",22,"68.18%","77.27%","Q9YHY6","Condensin complex subunit 1 (Chromosome assembly protein XCAP-D2) (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (Eg7) (Non-SMC condensin I complex subunit D2)","Xenopus laevis (African clawed frog)","cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]","GO:0005634; GO:0005694; GO:0005829; GO:0007076; GO:0051301"
"1722",1864,684647,"Cluster_6904","Peve_00044318",-0.951310992493219,0.199475076059675,0.978262075707395,151,-22.3,"2 21","829 854",23,"60.87%","73.91%",NA,NA,NA,NA,NA
"1723",1865,684649,"Cluster_6906","Peve_00044318",-0.686063329690759,0.518674561276582,0.978262075707395,147,-20.28,"2 21","831 854",21,"61.90%","71.43%",NA,NA,NA,NA,NA
"1724",1866,684913,"Cluster_4735","Peve_00035917",-0.826260080189807,0.380928302071133,0.978262075707395,170,-23.02,"2 19","620 641",17,"76.47%","94.12%",NA,NA,NA,NA,NA
"1725",1867,685874,"Cluster_8988","Peve_00036461",0.0860148226113438,0.945173514868548,0.999448381576871,162,-21.8,"2 21","783 803",19,"68.42%","89.47%",NA,NA,NA,NA,NA
"1726",1868,686317,"Cluster_7657","Peve_00009271",-0.705673373193628,0.501289216092251,0.978262075707395,171,-20.96,"2 21","94 116",20,"80.00%","85.00%",NA,NA,NA,NA,NA
"1727",1869,686318,"Cluster_7658","Peve_00009271",-0.0149881471432194,0.990457891890958,0.999448381576871,171,-20.96,"2 21","94 116",20,"80.00%","85.00%",NA,NA,NA,NA,NA
"1728",1870,686837,"Cluster_589","Peve_00014412",0.775072695353894,0.435426401668339,0.978262075707395,154,-22.94,"2 16","121 143",15,"80.00%","86.67%",NA,NA,NA,NA,NA
"1729",1871,687251,"Cluster_4115","Peve_00012803",-0.930026219102899,0.239567750774005,0.978262075707395,153,-20.44,"2 19","883 905",18,"72.22%","77.78%","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"1730",1872,687281,"Cluster_14999","Peve_00012803",0.525134194156591,0.64803024914489,0.978262075707395,166,-23.49,"2 17","347 367",15,"93.33%","93.33%","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"1731",1873,687743,"Cluster_2882","Peve_00007715",-0.744970149630445,0.464927388085887,0.978262075707395,157,-21.99,"2 14","158 179",12,"91.67%","91.67%",NA,NA,NA,NA,NA
"1732",1874,689685,"Cluster_5882","Peve_00027476",-0.333799769480929,0.783338121442994,0.99435281692613,171,-22.89,"2 21","164 187",21,"76.19%","85.71%","Q92556","Engulfment and cell motility protein 1 (Protein ced-12 homolog)","Homo sapiens (Human)","actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; cell motility [GO:0048870]; phagocytosis, engulfment [GO:0006911]; Rac protein signal transduction [GO:0016601]","GO:0005737; GO:0005829; GO:0005886; GO:0006911; GO:0006915; GO:0007015; GO:0016020; GO:0016601; GO:0017124; GO:0030036; GO:0032045; GO:0048870"
"1733",1875,690042,"Cluster_4629","Peve_00023576",-0.443383362280846,0.707556077121805,0.978262075707395,158,-22.36,"2 21","565 590",23,"73.91%","73.91%","Q90Z00","Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A)","Danio rerio (Zebrafish) (Brachydanio rerio)","anatomical structure homeostasis [GO:0060249]; cardiac muscle tissue development [GO:0048738]; dorsal/ventral pattern formation [GO:0009953]; fibroblast growth factor receptor signaling pathway [GO:0008543]; fin regeneration [GO:0031101]; liver development [GO:0001889]; negative regulation of endodermal cell fate specification [GO:0042664]; olfactory nerve formation [GO:0021628]; olfactory placode morphogenesis [GO:0071699]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of phospholipase C activity [GO:0010863]; post-anal tail morphogenesis [GO:0036342]; posterior lateral line development [GO:0048916]; response to ethanol [GO:0045471]; skin morphogenesis [GO:0043589]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","GO:0001889; GO:0004714; GO:0005007; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0007169; GO:0008201; GO:0008284; GO:0008543; GO:0009953; GO:0010863; GO:0017134; GO:0018108; GO:0021628; GO:0031101; GO:0031410; GO:0033674; GO:0036342; GO:0042664; GO:0043235; GO:0043406; GO:0043589; GO:0045471; GO:0045597; GO:0048738; GO:0048916; GO:0060249; GO:0071699"
"1734",1876,690167,"Cluster_589","Peve_00023572",-0.934753615028442,0.231240264998328,0.978262075707395,145,-20.66,"2 10","51 72",8,"100.00%","100.00%",NA,NA,NA,NA,NA
"1735",1877,690465,"Cluster_9149","Peve_00010767",-0.52519859343157,0.647982073031168,0.978262075707395,149,-22.96,"2 21","436 455",19,"57.89%","84.21%","Q5SV77","Gametogenetin-binding protein 2 (Dioxin-inducible factor 3) (DIF-3) (Protein ZNF403)","Mus musculus (Mouse)","cell differentiation [GO:0030154]; labyrinthine layer blood vessel development [GO:0060716]; labyrinthine layer development [GO:0060711]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of peptidyl-serine phosphorylation of STAT protein [GO:0033140]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; spermatogenesis [GO:0007283]","GO:0005634; GO:0005737; GO:0007283; GO:0008285; GO:0010629; GO:0030154; GO:0031410; GO:0033140; GO:0042532; GO:0060711; GO:0060716; GO:0061099"
"1736",1878,690590,"Cluster_6914","Peve_00010763",0.970675542301765,0.154552898832575,0.978262075707395,171,-24.1,"2 16","965 985",14,"92.86%","100.00%","Q8K2J9","BTB/POZ domain-containing protein 6","Mus musculus (Mouse)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"1737",1879,690635,"Cluster_6914","Peve_00010762",0.925872677592222,0.246663140537056,0.978262075707395,171,-24.1,"2 16","965 985",14,"92.86%","100.00%","Q8K2J9","BTB/POZ domain-containing protein 6","Mus musculus (Mouse)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"1738",1880,690662,"Cluster_589","Peve_00010761",0.519096153648329,0.65253730244261,0.978262075707395,153,-20.39,"2 20","879 899",18,"66.67%","83.33%","Q96KE9","BTB/POZ domain-containing protein 6 (Lens BTB domain protein)","Homo sapiens (Human)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"1739",1881,690852,"Cluster_4629","Peve_00036703",-0.554554668634826,0.625777256211528,0.978262075707395,151,-21.65,"2 16","4 25",14,"71.43%","85.71%",NA,NA,NA,NA,NA
"1740",1882,691459,"Cluster_10934","Peve_00020178",-0.608729755545326,0.583358749050634,0.978262075707395,162,-27.04,"2 21","123 143",19,"68.42%","89.47%","Q8C5H1","Anoctamin-4 (Transmembrane protein 16D)","Mus musculus (Mouse)","calcium activated galactosylceramide scrambling [GO:0061591]; calcium activated phosphatidylcholine scrambling [GO:0061590]; calcium activated phosphatidylserine scrambling [GO:0061589]; chloride transmembrane transport [GO:1902476]; chloride transport [GO:0006821]; establishment of localization in cell [GO:0051649]; transmembrane transport [GO:0055085]","GO:0005254; GO:0005886; GO:0006821; GO:0017128; GO:0046983; GO:0051649; GO:0055085; GO:0061589; GO:0061590; GO:0061591; GO:1902476"
