"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"2552",2552,721399,"Cluster_5981","FUN_040522",0.961191758006318,0.00912379283291792,0.714377796821481,155,-22.03,"2 21","162 185",20,"65.00%","80.00%","ptg000031l:9760480-9765176","Q5DU56","Protein NLRC3","Mus musculus (Mouse)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; regulation of protein ubiquitination [GO:0031396]; response to lipopolysaccharide [GO:0032496]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0031396; GO:0032088; GO:0032496; GO:0032687; GO:0032688; GO:0032691; GO:0032695; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"2553",2553,721823,"Cluster_4220","FUN_035615",-0.712841315081036,0.176548268432286,0.998649612991003,172,-21.5,"2 17","433 454",15,"86.67%","100.00%","ptg000025l:9930168-9931955","Q9N2B7","5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (Serotonin receptor 1B)","Gorilla gorilla gorilla (Western lowland gorilla)","adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]; behavior [GO:0007610]; bone remodeling [GO:0046849]; cellular response to alkaloid [GO:0071312]; cellular response to xenobiotic stimulus [GO:0071466]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; negative regulation of serotonin secretion [GO:0014063]; regulation of behavior [GO:0050795]; vasoconstriction [GO:0042310]","GO:0004993; GO:0005886; GO:0007187; GO:0007198; GO:0007268; GO:0007610; GO:0014063; GO:0030425; GO:0030594; GO:0042310; GO:0045202; GO:0046849; GO:0050795; GO:0051378; GO:0071312; GO:0071466"
"2554",2554,722867,"Cluster_1832","FUN_003573",-0.303057311772755,0.620126153316097,0.998649612991003,161,-22.28,"2 20","60 82",20,"75.00%","85.00%",NA,NA,NA,NA,NA,NA
"2555",2555,722946,"Cluster_1862","FUN_007620",-0.461788098405519,0.433655657322274,0.998649612991003,159,-21.06,"2 23","1 25",23,"69.57%","78.26%",NA,NA,NA,NA,NA,NA
"2556",2556,723054,"Cluster_17776","FUN_007624",-0.332285647346931,0.584840723398241,0.998649612991003,148,-22.88,"2 17","519 540",15,"73.33%","73.33%",NA,NA,NA,NA,NA,NA
"2557",2557,723084,"Cluster_14768","FUN_007626",-0.510555643344762,0.37940429619263,0.998649612991003,153,-22.6,"2 19","254 275",18,"72.22%","77.78%",NA,NA,NA,NA,NA,NA
"2558",2558,723084,"Cluster_14768","FUN_007626",-0.510555643344762,0.37940429619263,0.998649612991003,166,-27.63,"2 20","357 380",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"2559",2559,723084,"Cluster_14768","FUN_007626",-0.510555643344762,0.37940429619263,0.998649612991003,166,-27.82,"2 20","275 298",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"2560",2560,723084,"Cluster_14768","FUN_007626",-0.510555643344762,0.37940429619263,0.998649612991003,166,-28.24,"2 20","374 397",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"2561",2561,723515,"Cluster_15340","FUN_005173",0.264002171201441,0.667808512370625,0.998649612991003,163,-22,"2 21","160 182",20,"75.00%","80.00%","ntLink_8:32103050-32108462","Q8VHR5","Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)","Mus musculus (Mouse)","chromatin remodeling [GO:0006338]; histone deacetylation [GO:0016575]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell fate specification [GO:0042659]; regulation of stem cell differentiation [GO:2000736]","GO:0000122; GO:0000781; GO:0005634; GO:0005654; GO:0006338; GO:0008270; GO:0016575; GO:0016581; GO:0016607; GO:0042659; GO:0043565; GO:0045892; GO:0045893; GO:2000736"
"2562",2562,723554,"Cluster_15340","FUN_005172",-0.557598555696045,0.328774460212777,0.998649612991003,163,-22,"2 21","750 772",20,"75.00%","80.00%",NA,NA,NA,NA,NA,NA
"2563",2563,723612,"Cluster_2859","FUN_005170",0.564446581671167,0.321556750723353,0.998649612991003,160,-23.93,"2 22","334 357",21,"71.43%","76.19%",NA,NA,NA,NA,NA,NA
"2564",2564,723823,"Cluster_10419","FUN_041734",-0.031360050608315,0.960077689097188,0.998649612991003,147,-20.74,"2 21","917 934",19,"68.42%","73.68%","ptg000035l:6886491-6915224","Q9QYP0","Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)","Rattus norvegicus (Rat)","animal organ morphogenesis [GO:0009887]; BMP signaling pathway [GO:0030509]; cell migration involved in gastrulation [GO:0042074]; coronary vasculature development [GO:0060976]; craniofacial suture morphogenesis [GO:0097094]; determination of digestive tract left/right asymmetry [GO:0071907]; determination of heart left/right asymmetry [GO:0061371]; determination of left/right symmetry [GO:0007368]; embryonic heart tube left/right pattern formation [GO:0060971]; embryonic heart tube morphogenesis [GO:0003143]; embryonic limb morphogenesis [GO:0030326]; embryonic skeletal system morphogenesis [GO:0048704]; epiboly involved in gastrulation with mouth forming second [GO:0055113]; fasciculation of sensory neuron axon [GO:0097155]; left/right pattern formation [GO:0060972]; limb morphogenesis [GO:0035108]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of axon extension involved in axon guidance [GO:0048842]; regulation of gene expression [GO:0010468]; tissue development [GO:0009888]","GO:0003143; GO:0005509; GO:0005634; GO:0007368; GO:0009887; GO:0009888; GO:0010468; GO:0016020; GO:0030326; GO:0030509; GO:0035108; GO:0042074; GO:0045879; GO:0048704; GO:0048842; GO:0055113; GO:0060971; GO:0060972; GO:0060976; GO:0061371; GO:0071907; GO:0097094; GO:0097155"
"2565",2565,724475,"Cluster_4220","FUN_032936",0.836526853237735,0.077367179893449,0.998649612991003,159,-20.54,"2 21","20 42",20,"75.00%","75.00%","ptg000023l:37847969-37848786","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"2566",2566,724526,"Cluster_14402","FUN_028697",0.134021368004316,0.829870915073872,0.998649612991003,156,-22.94,"2 19","582 602",17,"76.47%","82.35%",NA,NA,NA,NA,NA,NA
"2567",2567,724618,"Cluster_18728","FUN_028695",-0.454564982461882,0.441830269316997,0.998649612991003,151,-20.3,"2 20","976 997",18,"61.11%","77.78%",NA,NA,NA,NA,NA,NA
"2568",2568,724701,"Cluster_1862","FUN_041271",0.754002208113176,0.140934687768093,0.998649612991003,177,-23.2,"2 23","497 521",22,"72.73%","90.91%",NA,NA,NA,NA,NA,NA
"2569",2569,724860,"Cluster_2859","FUN_042838",-0.513944918133228,0.375698113116351,0.998649612991003,157,-20.37,"2 22","599 621",20,"70.00%","70.00%",NA,NA,NA,NA,NA,NA
"2570",2570,725004,"Cluster_17776","FUN_016754",0.875039833915389,0.0520209967671451,0.96546924320845,140,-20.35,"2 9","119 140",7,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"2571",2571,725008,"Cluster_18728","FUN_016754",-0.958719638413883,0.0100055624471572,0.717681557663573,157,-26.06,"2 16","250 270",14,"85.71%","92.86%",NA,NA,NA,NA,NA,NA
"2572",2572,725606,"Cluster_4220","FUN_012270",-0.0580119556207721,0.926178334637062,0.998649612991003,156,-22.51,"2 20","324 343",18,"77.78%","77.78%",NA,NA,NA,NA,NA,NA
"2573",2573,725637,"Cluster_1862","FUN_012271",-0.433391745144115,0.465985488750713,0.998649612991003,171,-21.04,"2 22","343 365",20,"75.00%","90.00%",NA,NA,NA,NA,NA,NA
"2574",2574,725676,"Cluster_1862","FUN_012272",-0.125055119342556,0.841190870330709,0.998649612991003,171,-21.04,"2 22","343 365",20,"75.00%","90.00%",NA,NA,NA,NA,NA,NA
"2575",2575,725806,"Cluster_5981","FUN_012279",-0.10903084499167,0.861453156164399,0.998649612991003,171,-30.52,"2 22","401 422",20,"75.00%","90.00%",NA,NA,NA,NA,NA,NA
"2576",2576,726412,"Cluster_18728","FUN_009503",-0.45643055742556,0.439715668835532,0.998649612991003,155,-24.11,"2 12","217 238",10,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"2577",2577,726834,"Cluster_15854","FUN_013580",0.675746879483987,0.210532098445937,0.998649612991003,179,-21.95,"2 22","453 479",24,"83.33%","83.33%",NA,NA,NA,NA,NA,NA
"2578",2578,726837,"Cluster_17776","FUN_013580",0.571170455309603,0.314509617347214,0.998649612991003,146,-24.69,"2 20","589 606",18,"72.22%","72.22%",NA,NA,NA,NA,NA,NA
"2579",2579,727222,"Cluster_15775","FUN_012186",-0.501492683975461,0.38935711937432,0.998649612991003,161,-21.37,"2 18","2 24",16,"81.25%","81.25%","ptg000008l:6210833-6216192","O08807","Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)","Mus musculus (Mouse)","cell redox homeostasis [GO:0045454]; extracellular matrix organization [GO:0030198]; male gonad development [GO:0008584]; negative regulation of male germ cell proliferation [GO:2000255]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]; protein maturation by protein folding [GO:0022417]; reactive oxygen species metabolic process [GO:0072593]; response to oxidative stress [GO:0006979]; spermatogenesis [GO:0007283]","GO:0005615; GO:0005737; GO:0005739; GO:0005783; GO:0005790; GO:0005829; GO:0006979; GO:0007283; GO:0008584; GO:0018401; GO:0022417; GO:0030198; GO:0042802; GO:0045454; GO:0060090; GO:0072593; GO:0140313; GO:0140824; GO:2000255"
"2580",2580,727425,"Cluster_18723","FUN_011568",-0.870568096601375,0.0547998331194787,0.96546924320845,140,-21.39,"2 9","477 498",7,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
"2581",2581,727529,"Cluster_14402","FUN_013639",0.908718443748873,0.0326490711777368,0.938222391732489,154,-23.12,"2 21","770 790",19,"63.16%","84.21%","ptg000008l:24836875-24844165","P31423","Metabotropic glutamate receptor 4 (mGluR4)","Rattus norvegicus (Rat)","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway [GO:0007196]; chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gamma-aminobutyric acid secretion [GO:0014051]; learning [GO:0007612]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of synaptic transmission [GO:0050805]; neuron projection development [GO:0031175]; positive regulation of MAPK cascade [GO:0043410]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of neuron apoptotic process [GO:0043523]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic transmission, GABAergic [GO:0051932]; synaptic transmission, glutamatergic [GO:0035249]","GO:0001640; GO:0004930; GO:0005516; GO:0005886; GO:0007196; GO:0007216; GO:0007268; GO:0007612; GO:0008066; GO:0008285; GO:0014051; GO:0031175; GO:0031410; GO:0035249; GO:0043005; GO:0043066; GO:0043195; GO:0043198; GO:0043410; GO:0043523; GO:0048306; GO:0048787; GO:0050805; GO:0051932; GO:0051966; GO:0098688; GO:0098978; GO:0099171; GO:0150048; GO:2000300"
"2582",2582,727826,"Cluster_3366","FUN_013630",-0.669749130571193,0.216182152967103,0.998649612991003,159,-20.95,"2 23","224 253",27,"70.37%","74.07%","ptg000008l:24718873-24719779","Q6PBI8","Transmembrane protein 177","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0005743; GO:0016020"
"2583",2583,727827,"Cluster_3367","FUN_013630",0.334287921502957,0.582437108497152,0.998649612991003,159,-20.62,"2 23","224 253",27,"70.37%","74.07%","ptg000008l:24718873-24719779","Q6PBI8","Transmembrane protein 177","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0005743; GO:0016020"
"2584",2584,727834,"Cluster_5981","FUN_013630",0.43625960215049,0.462697289184223,0.998649612991003,155,-21.08,"2 21","135 160",22,"68.18%","72.73%","ptg000008l:24718873-24719779","Q6PBI8","Transmembrane protein 177","Danio rerio (Zebrafish) (Brachydanio rerio)","","GO:0005743; GO:0016020"
"2585",2585,727885,"Cluster_15775","FUN_041726",-0.271209803722268,0.658966192984672,0.998649612991003,179,-21.01,"2 21","79 102",20,"85.00%","90.00%","ptg000035l:6823426-6826956","Q9ES56","Trafficking protein particle complex subunit 4 (Synbindin) (TRS23 homolog)","Mus musculus (Mouse)","autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; dendrite development [GO:0016358]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle coating [GO:0006901]; vesicle tethering [GO:0099022]; vesicle-mediated transport [GO:0016192]","GO:0000139; GO:0005737; GO:0005783; GO:0005795; GO:0005886; GO:0006888; GO:0006901; GO:0006914; GO:0008021; GO:0016192; GO:0016358; GO:0030008; GO:0030425; GO:0045202; GO:0045211; GO:0048208; GO:0099022; GO:1990071; GO:1990072"
"2586",2586,728133,"Cluster_1862","FUN_009677",-0.11906536669111,0.848760223754337,0.998649612991003,168,-23.84,"2 22","802 828",23,"73.91%","78.26%",NA,NA,NA,NA,NA,NA
"2587",2587,728702,"Cluster_15340","FUN_029557",0.216725227539802,0.726232517367918,0.998649612991003,161,-20.64,"2 21","648 669",20,"75.00%","85.00%","ptg000023l:3331828-3356385","Q8BFY9","Transportin-1 (Importin beta-2) (Karyopherin beta-2)","Mus musculus (Mouse)","protein import into nucleus [GO:0006606]","GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0031267; GO:0061608"
"2588",2588,728738,"Cluster_14402","FUN_029556",-0.540902012618591,0.346539036722989,0.998649612991003,162,-27.64,"2 20","615 637",19,"73.68%","84.21%",NA,NA,NA,NA,NA,NA
"2589",2589,728838,"Cluster_2859","FUN_029559",-0.0111441837042902,0.985811078319179,0.998929520526841,166,-20.23,"2 22","208 230",21,"76.19%","85.71%","ptg000023l:3369451-3371626","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"2590",2590,728889,"Cluster_10057","FUN_005163",0.350688620483258,0.562818272744314,0.998649612991003,162,-20.11,"2 21","525 545",19,"73.68%","84.21%","ntLink_8:31983980-31987189","Q562D6","tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O)","Mus musculus (Mouse)","tRNA methylation [GO:0030488]","GO:0003723; GO:0030488; GO:0089715"
"2591",2591,728899,"Cluster_15775","FUN_005163",0.32705325460477,0.591130369084718,0.998649612991003,173,-20.12,"2 22","484 506",20,"75.00%","85.00%","ntLink_8:31983980-31987189","Q562D6","tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O)","Mus musculus (Mouse)","tRNA methylation [GO:0030488]","GO:0003723; GO:0030488; GO:0089715"
"2592",2592,729326,"Cluster_15340","FUN_009586",0.286776875888065,0.639932823418846,0.998649612991003,157,-22.84,"2 20","817 837",18,"72.22%","83.33%","ptg000004l:8964169-8965450","Q80XJ3","Tetratricopeptide repeat protein 28 (TPR repeat protein 28)","Mus musculus (Mouse)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023"
"2593",2593,730118,"Cluster_18772","FUN_008985",-0.729288218814501,0.162039741486337,0.998649612991003,166,-21.64,"2 21","400 425",22,"77.27%","81.82%",NA,NA,NA,NA,NA,NA
"2594",2594,730298,"Cluster_14402","FUN_008980",0.613001169712472,0.271595722512484,0.998649612991003,161,-22.5,"2 15","803 825",14,"92.86%","92.86%",NA,NA,NA,NA,NA,NA
"2595",2595,730507,"Cluster_18728","FUN_009047",-0.541718395801919,0.345665042200535,0.998649612991003,148,-21.04,"2 21","922 943",19,"63.16%","68.42%",NA,NA,NA,NA,NA,NA
"2596",2596,730613,"Cluster_15340","FUN_031698",0.542952718558125,0.344344653434372,0.998649612991003,153,-20.68,"2 21","591 610",19,"68.42%","78.95%",NA,NA,NA,NA,NA,NA
"2597",2597,730925,"Cluster_15340","FUN_025792",0.354184875398296,0.558652337650677,0.998649612991003,165,-20.29,"2 18","24 45",16,"75.00%","93.75%","ptg000020l:738895-739621","Q52M98","14-3-3 protein theta","Xenopus laevis (African clawed frog)","","GO:0005737"
"2598",2598,731984,"Cluster_16409","FUN_022216",-0.551118858745328,0.335640899238404,0.998649612991003,160,-23.98,"2 21","536 557",19,"68.42%","78.95%","ptg000016l:6410133-6414062","P30436","Tubulin alpha chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha chain]","Oncorhynchus keta (Chum salmon) (Salmo keta)","microtubule-based process [GO:0007017]","GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0016787; GO:0046872"
"2599",2599,732046,"Cluster_5981","FUN_003714",0.606765614049017,0.277887566206568,0.998649612991003,152,-21.16,"2 18","36 59",17,"76.47%","76.47%",NA,NA,NA,NA,NA,NA
"2600",2600,732208,"Cluster_10419","FUN_000627",0.189157815076528,0.760600854034101,0.998649612991003,184,-21.13,"2 21","390 411",19,"89.47%","89.47%",NA,NA,NA,NA,NA,NA
"2601",2601,732321,"Cluster_10057","FUN_019579",-0.362602361942495,0.548646855644848,0.998649612991003,162,-20.75,"2 21","785 808",21,"76.19%","80.95%",NA,NA,NA,NA,NA,NA
"2602",2602,732831,"Cluster_10228","FUN_030645",0.122032889616717,0.845009411897237,0.998649612991003,164,-20.32,"2 21","142 162",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"2603",2603,733152,"Cluster_15854","FUN_038094",0.51053759632065,0.379424053986489,0.998649612991003,181,-21.84,"2 22","46 68",20,"85.00%","85.00%",NA,NA,NA,NA,NA,NA
"2604",2604,733306,"Cluster_15775","FUN_038099",0.0201654565754446,0.974326283492081,0.998649612991003,159,-20.91,"2 22","184 209",23,"69.57%","78.26%",NA,NA,NA,NA,NA,NA
"2605",2605,733336,"Cluster_10093","FUN_021898",0.185715455897826,0.764906119267806,0.998649612991003,147,-21.75,"2 21","82 109",25,"56.00%","72.00%",NA,NA,NA,NA,NA,NA
"2606",2606,733375,"Cluster_10093","FUN_021897",0.185715455897826,0.764906119267806,0.998649612991003,147,-21.75,"2 21","82 109",25,"56.00%","72.00%",NA,NA,NA,NA,NA,NA
"2607",2607,733492,"Cluster_10093","FUN_021893",0.162621472791306,0.79386019028813,0.998649612991003,147,-21.75,"2 21","82 109",25,"56.00%","72.00%",NA,NA,NA,NA,NA,NA
"2608",2608,734113,"Cluster_5981","FUN_040263",0.565137708768786,0.320830570006649,0.998649612991003,155,-23.81,"2 20","264 286",18,"66.67%","77.78%",NA,NA,NA,NA,NA,NA
"2609",2609,734549,"Cluster_14402","FUN_037458",-0.0790986146845302,0.899393633054339,0.998649612991003,156,-21.81,"2 21","702 720",19,"73.68%","78.95%",NA,NA,NA,NA,NA,NA
"2610",2610,734583,"Cluster_10057","FUN_006110",0.15934394000162,0.797978844110933,0.998649612991003,150,-21.15,"2 20","802 826",21,"66.67%","71.43%",NA,NA,NA,NA,NA,NA
"2611",2611,734971,"Cluster_5981","FUN_004613",-0.104786700596462,0.866825994369424,0.998649612991003,154,-21.48,"2 15","801 823",13,"76.92%","92.31%",NA,NA,NA,NA,NA,NA
"2612",2612,735005,"Cluster_4220","FUN_004612",0.223609832274776,0.717681878365646,0.998649612991003,183,-32.09,"2 21","934 956",20,"90.00%","90.00%",NA,NA,NA,NA,NA,NA
"2613",2613,736086,"Cluster_19193","FUN_033600",0.0702683466784371,0.910605244058194,0.998649612991003,160,-20.78,"2 21","787 808",19,"68.42%","78.95%",NA,NA,NA,NA,NA,NA
"2614",2614,736516,"Cluster_1826","FUN_040098",-0.155136619816517,0.803269128289945,0.998649612991003,169,-22.48,"2 21","833 852",19,"78.95%","89.47%",NA,NA,NA,NA,NA,NA
"2615",2615,736596,"Cluster_1862","FUN_031938",-0.720228458904209,0.169987440804681,0.998649612991003,158,-23.85,"2 23","668 691",23,"73.91%","73.91%",NA,NA,NA,NA,NA,NA
"2616",2616,736791,"Cluster_1862","FUN_031937",-0.646653452281414,0.238318941629491,0.998649612991003,173,-24.18,"2 23","260 284",22,"77.27%","81.82%",NA,NA,NA,NA,NA,NA
"2617",2617,737117,"Cluster_10051","FUN_034372",0.603053024292465,0.281651657106353,0.998649612991003,154,-20.94,"2 21","937 957",19,"63.16%","84.21%",NA,NA,NA,NA,NA,NA
"2618",2618,737137,"Cluster_18728","FUN_034372",-0.25339052059371,0.680859677257567,0.998649612991003,158,-20.75,"2 19","775 796",17,"76.47%","76.47%",NA,NA,NA,NA,NA,NA
"2619",2619,737701,"Cluster_5981","FUN_017837",0.436466627248928,0.462460116350548,0.998649612991003,160,-21.41,"2 18","863 886",17,"76.47%","88.24%",NA,NA,NA,NA,NA,NA
"2620",2620,738566,"Cluster_14402","FUN_035134",-0.748811237376659,0.145295770474544,0.998649612991003,158,-20.8,"2 16","44 66",15,"80.00%","93.33%",NA,NA,NA,NA,NA,NA
"2621",2621,738707,"Cluster_3366","FUN_041082",0.888310868864341,0.0440491206471639,0.96546924320845,157,-23.5,"2 18","264 287",16,"68.75%","87.50%",NA,NA,NA,NA,NA,NA
"2622",2622,738708,"Cluster_3367","FUN_041082",-0.0159402970037626,0.97970504303713,0.998649612991003,157,-21.3,"2 18","264 287",16,"68.75%","87.50%",NA,NA,NA,NA,NA,NA
"2623",2623,739298,"Cluster_5899","FUN_004248",0.61283851061924,0.271759364713515,0.998649612991003,167,-25.89,"2 21","266 288",20,"70.00%","90.00%","ntLink_8:21098278-21214536","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","","GO:0003964"
"2624",2624,739583,"Cluster_15340","FUN_042195",-0.328199761951749,0.589751159774878,0.998649612991003,155,-24.24,"2 21","399 426",25,"64.00%","72.00%",NA,NA,NA,NA,NA,NA
"2625",2625,739651,"Cluster_5981","FUN_023494",0.494194854176851,0.397415630912378,0.998649612991003,147,-20.36,"2 22","151 172",20,"60.00%","75.00%",NA,NA,NA,NA,NA,NA
"2626",2626,739767,"Cluster_5900","FUN_012848",-0.248945746849658,0.686337517548506,0.998649612991003,142,-23.38,"2 11","230 251",9,"88.89%","88.89%",NA,NA,NA,NA,NA,NA
"2627",2627,739798,"Cluster_3250","FUN_012843",-0.128932030651375,0.836294602754221,0.998649612991003,162,-20.24,"2 19","185 206",17,"76.47%","82.35%",NA,NA,NA,NA,NA,NA
"2628",2628,740591,"Cluster_10207","FUN_029952",0.0297172870315838,0.962168344844146,0.998649612991003,153,-20.29,"2 18","53 73",16,"68.75%","81.25%",NA,NA,NA,NA,NA,NA
"2629",2629,740870,"Cluster_15340","FUN_000084",-0.225650574144696,0.715149928902324,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:90583-91346","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"2630",2630,740948,"Cluster_15340","FUN_000086",-0.363686873622509,0.547360278884604,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:94649-95412","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"2631",2631,741104,"Cluster_15340","FUN_000082",-0.203581872433027,0.74259331653964,0.998649612991003,154,-20.65,"2 20","358 381",20,"65.00%","80.00%","ntLink_4:86517-87280","P84239","Histone H3","Urechis caupo (Innkeeper worm) (Spoonworm)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"2632",2632,741344,"Cluster_16409","FUN_008700",-0.384890797670182,0.522325640851244,0.998649612991003,146,-20.93,"2 21","533 549",19,"68.42%","73.68%",NA,NA,NA,NA,NA,NA
"2633",2633,741422,"Cluster_16409","FUN_008706",-0.519487793060476,0.369655881113856,0.998649612991003,161,-20.58,"2 14","745 766",12,"91.67%","100.00%",NA,NA,NA,NA,NA,NA
"2634",2634,741796,"Cluster_5981","FUN_014877",-0.465257549393737,0.429741431326491,0.998649612991003,161,-21.92,"2 22","330 352",20,"60.00%","85.00%",NA,NA,NA,NA,NA,NA
"2635",2635,742181,"Cluster_4220","FUN_033162",0.213175445161,0.730646589500852,0.998649612991003,157,-24.7,"2 19","572 597",21,"71.43%","76.19%","ptg000023l:40567448-40571627","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"2636",2636,742566,"Cluster_2859","FUN_042979",0.572892668770112,0.312711021937261,0.998649612991003,145,-20.16,"2 10","920 942",8,"100.00%","100.00%",NA,NA,NA,NA,NA,NA
