"miRNA_cluster"	"miRNA_location"	"mRNA_FUNid"	"mRNA_location"	"score"	"energy"	"miRNA_start"	"miRNA_end"	"target_start"	"target_end"	"aln_length"	"subject_identity"	"Qquery_identity"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_033853"	"ptg000024l:1877394-1878394"	146	-20.93	2	21	283	299	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_034231"	"ptg000024l:6358038-6359038"	146	-20.93	2	21	388	404	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_034722"	"ptg000024l:10845912-10846912"	146	-20.93	2	21	333	349	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_035041"	"ptg000025l:3188552-3189552"	146	-20.93	2	21	787	803	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_035124"	"ptg000025l:4225366-4226366"	154	-21.27	2	20	812	839	24	"62.50%"	"75.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_035372"	"ptg000025l:6875405-6876405"	150	-21.03	2	21	804	820	19	"73.68%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_035453"	"ptg000025l:7594953-7595953"	166	-22.04	2	21	294	319	23	"73.91%"	"82.61%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_035528"	"ptg000025l:8664835-8665835"	162	-21.46	2	20	539	562	20	"75.00%"	"80.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036009"	"ptg000025l:14436224-14437224"	150	-20.2	2	21	119	146	25	"64.00%"	"72.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036039"	"ptg000025l:14776879-14777879"	146	-20.93	2	21	674	690	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036060"	"ptg000025l:14964672-14965672"	170	-24.2	2	20	538	562	21	"80.95%"	"80.95%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036166"	"ptg000025l:15928674-15929674"	172	-23.13	2	21	592	613	19	"73.68%"	"89.47%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036715"	"ptg000026l:965263-966263"	149	-20.29	2	21	891	910	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_036937"	"ptg000026l:3586898-3587898"	146	-20.93	2	21	462	478	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_037280"	"ptg000026l:8048370-8049370"	157	-20.36	2	20	217	245	25	"72.00%"	"72.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_037296"	"ptg000026l:8350570-8351570"	146	-20.93	2	21	503	519	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_037509"	"ptg000026l:11254747-11255747"	148	-20.39	2	20	874	900	23	"65.22%"	"78.26%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_037721"	"ptg000026l:12764628-12765628"	157	-21.36	2	20	93	119	23	"69.57%"	"78.26%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_038258"	"ptg000027l:4795684-4796652"	151	-21.28	2	21	787	809	20	"70.00%"	"70.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_038259"	"ptg000027l:4795684-4796652"	151	-21.28	2	21	787	809	20	"70.00%"	"70.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_039691"	"ptg000030l:2462325-2463325"	182	-31.45	2	21	505	525	19	"89.47%"	"94.74%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_039812"	"ptg000031l:368667-369667"	156	-23.59	2	21	465	486	19	"63.16%"	"78.95%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_040238"	"ptg000031l:5761966-5762966"	146	-20.93	2	21	714	730	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_040322"	"ptg000031l:7016537-7017537"	161	-20.43	2	15	801	823	14	"92.86%"	"92.86%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_040323"	"ptg000031l:7016611-7017611"	161	-20.43	2	15	727	749	14	"92.86%"	"92.86%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_040594"	"ptg000031l:10818399-10819399"	166	-20.05	2	20	739	761	19	"78.95%"	"84.21%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_040836"	"ptg000031l:13195288-13196288"	151	-21.5	2	21	464	483	20	"70.00%"	"80.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_041065"	"ptg000034l:395815-396815"	157	-21.64	2	21	266	285	19	"68.42%"	"84.21%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_042362"	"ptg000036l:4257235-4258235"	161	-21.85	2	21	945	968	22	"77.27%"	"77.27%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_042636"	"ptg000039l:641575-642575"	146	-20.93	2	21	631	647	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_042941"	"ptg000047l:2153724-2154724"	154	-22.31	2	21	776	802	24	"66.67%"	"75.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_043259"	"ptg000047l:6069092-6070092"	146	-20.93	2	21	287	303	19	"68.42%"	"73.68%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_043636"	"ptg000047l:11053089-11054089"	156	-21.75	2	13	244	265	11	"90.91%"	"100.00%"
"Cluster_16409"	"ptg000026l:8745562-8745583(-)"	"FUN_043746"	"ptg000049l:637108-638108"	178	-22.66	2	21	153	173	19	"89.47%"	"89.47%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_000329"	"ntLink_6:1593894-1594894"	156	-20.57	2	17	301	322	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_001240"	"ntLink_6:10211498-10212498"	156	-23.85	2	17	79	100	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_001536"	"ntLink_6:13441757-13442757"	157	-25.29	2	21	647	666	19	"73.68%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_001536"	"ntLink_6:13441757-13442757"	158	-25.21	2	19	574	595	17	"70.59%"	"82.35%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_001566"	"ntLink_6:13805580-13806580"	152	-21.88	2	18	298	323	20	"70.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_001725"	"ntLink_6:15362959-15363959"	152	-21.58	2	20	152	171	18	"72.22%"	"77.78%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002414"	"ntLink_8:1280927-1281927"	155	-28.88	2	20	970	991	18	"66.67%"	"77.78%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002454"	"ntLink_8:1785802-1786802"	154	-21.29	2	15	439	460	13	"76.92%"	"92.31%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002501"	"ntLink_8:2520015-2521015"	152	-29.2	2	13	679	700	11	"90.91%"	"90.91%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002501"	"ntLink_8:2520015-2521015"	152	-29.2	2	13	703	724	11	"90.91%"	"90.91%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002740"	"ntLink_8:5882164-5883164"	153	-20.55	2	20	488	508	18	"72.22%"	"77.78%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002769"	"ntLink_8:6110935-6111935"	151	-25.73	2	21	767	791	22	"59.09%"	"77.27%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_002803"	"ntLink_8:6341899-6342899"	140	-20.61	2	9	697	718	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_003193"	"ntLink_8:8561532-8562532"	143	-20.2	2	17	38	60	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_003229"	"ntLink_8:8907732-8908732"	143	-20.2	2	17	56	78	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_003527"	"ntLink_8:12464912-12465912"	141	-22.94	2	18	411	432	16	"62.50%"	"68.75%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_003591"	"ntLink_8:13131126-13132126"	146	-20.69	2	20	890	907	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_003798"	"ntLink_8:15472165-15473165"	151	-20.53	2	12	374	395	10	"90.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004030"	"ntLink_8:18456981-18457981"	145	-22.92	2	10	768	789	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004079"	"ntLink_8:18945189-18946189"	158	-22.57	2	17	262	282	15	"80.00%"	"93.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004189"	"ntLink_8:20603767-20604767"	145	-23.43	2	20	295	321	23	"65.22%"	"69.57%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004227"	"ntLink_8:20928040-20929040"	155	-23.98	2	12	6	27	10	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004242"	"ntLink_8:21013900-21014900"	149	-21.28	2	18	97	118	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004260"	"ntLink_8:21333836-21334836"	146	-20.69	2	20	19	36	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004275"	"ntLink_8:21453565-21454565"	145	-22.92	2	10	667	688	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004353"	"ntLink_8:22262809-22263809"	168	-29.73	2	21	357	378	19	"73.68%"	"84.21%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004356"	"ntLink_8:22285402-22286402"	155	-21.29	2	21	474	496	20	"65.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004478"	"ntLink_8:23620863-23621863"	142	-20.89	2	11	344	365	9	"88.89%"	"88.89%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004478"	"ntLink_8:23620863-23621863"	172	-30.13	2	21	721	742	19	"73.68%"	"89.47%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004718"	"ntLink_8:26224306-26225306"	151	-21.56	2	17	310	332	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_004883"	"ntLink_8:28339310-28340310"	148	-23.72	2	21	71	92	19	"63.16%"	"68.42%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_005006"	"ntLink_8:29907783-29908783"	145	-22.92	2	10	464	485	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_005201"	"ntLink_8:32704327-32705327"	156	-26.31	2	21	681	702	19	"68.42%"	"73.68%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_005307"	"ntLink_8:33878896-33879896"	140	-20.54	2	9	59	80	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006346"	"ptg000001l:11185301-11186301"	142	-21.13	2	21	521	544	21	"61.90%"	"71.43%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006566"	"ptg000001l:14172265-14173265"	155	-21.1	2	20	595	616	18	"61.11%"	"83.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006577"	"ptg000001l:14314240-14315240"	146	-20.69	2	20	489	506	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006691"	"ptg000001l:15641550-15642550"	150	-22.85	2	21	767	790	21	"66.67%"	"76.19%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006804"	"ptg000001l:16845052-16846052"	155	-27.82	2	21	367	391	22	"63.64%"	"77.27%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_006986"	"ptg000001l:19064356-19065356"	150	-25.46	2	21	433	458	23	"65.22%"	"73.91%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_007624"	"ptg000002l:2512111-2513111"	148	-22.88	2	17	519	540	15	"73.33%"	"73.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_007865"	"ptg000002l:5585316-5586316"	145	-22.92	2	10	223	244	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_008108"	"ptg000002l:8098640-8099640"	171	-26.58	2	20	386	407	18	"77.78%"	"88.89%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_008136"	"ptg000002l:8471513-8472513"	146	-20.69	2	20	707	724	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009195"	"ptg000004l:3797201-3798201"	150	-21.73	2	16	340	363	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009310"	"ptg000004l:5172871-5173871"	146	-22.81	2	21	285	302	19	"68.42%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009435"	"ptg000004l:6832854-6833854"	155	-26.6	2	21	454	476	20	"70.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009531"	"ptg000004l:8121992-8122992"	145	-22.92	2	10	703	724	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009545"	"ptg000004l:8343037-8344037"	157	-26.99	2	14	930	951	12	"83.33%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_009875"	"ptg000004l:12913568-12914568"	150	-21.15	2	16	335	358	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_010141"	"ptg000004l:15420225-15421225"	143	-20.2	2	17	45	67	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_010530"	"ptg000006l:1832048-1833048"	150	-20.78	2	16	115	137	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_010581"	"ptg000007l:403046-404046"	151	-22.34	2	17	680	702	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_011215"	"ptg000007l:7699330-7700330"	153	-25.5	2	15	502	524	14	"85.71%"	"85.71%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_011224"	"ptg000007l:7837582-7838582"	153	-25.5	2	15	502	524	14	"85.71%"	"85.71%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_011277"	"ptg000007l:8488848-8489848"	142	-20.49	2	11	740	761	9	"88.89%"	"88.89%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_011742"	"ptg000008l:820798-821798"	151	-21.35	2	18	428	448	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012116"	"ptg000008l:5267177-5268177"	159	-23.6	2	18	75	95	16	"81.25%"	"87.50%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012140"	"ptg000008l:5614569-5615569"	143	-20.19	2	21	241	263	20	"60.00%"	"70.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012140"	"ptg000008l:5614569-5615569"	146	-21.38	2	20	258	277	19	"73.68%"	"73.68%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012168"	"ptg000008l:5879572-5880572"	151	-22.49	2	21	250	273	21	"57.14%"	"80.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012205"	"ptg000008l:6361882-6362882"	156	-24.84	2	17	723	744	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012209"	"ptg000008l:6390306-6391306"	156	-24.84	2	17	723	744	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012225"	"ptg000008l:6524989-6525989"	151	-22.34	2	17	760	782	16	"75.00%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012263"	"ptg000008l:7011893-7012893"	161	-25.53	2	19	218	242	20	"75.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012334"	"ptg000008l:8038315-8039315"	150	-23.86	2	21	171	194	21	"66.67%"	"76.19%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012472"	"ptg000008l:9219796-9220796"	147	-21.96	2	18	443	467	19	"73.68%"	"73.68%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012624"	"ptg000008l:10607617-10608617"	158	-21.09	2	15	460	481	13	"84.62%"	"92.31%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012638"	"ptg000008l:10792763-10793763"	156	-21.02	2	17	606	627	15	"80.00%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012942"	"ptg000008l:17529713-17530713"	143	-20.2	2	17	46	68	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012953"	"ptg000008l:17655103-17656103"	143	-20.2	2	17	46	68	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_012962"	"ptg000008l:17776349-17777349"	143	-20.2	2	17	46	68	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_013003"	"ptg000008l:18426899-18427899"	140	-21.47	2	9	39	60	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_013107"	"ptg000008l:19646366-19647060"	140	-20.48	2	9	236	257	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_013108"	"ptg000008l:19646366-19647060"	140	-20.48	2	9	236	257	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_013391"	"ptg000008l:21996098-21997098"	145	-22.92	2	10	642	663	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_013580"	"ptg000008l:24208641-24209641"	146	-24.69	2	20	589	606	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_014161"	"ptg000008l:32554959-32555959"	146	-22.45	2	20	503	525	19	"68.42%"	"68.42%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_014740"	"ptg000009l:2635006-2636006"	140	-22.92	2	9	597	618	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015043"	"ptg000009l:5579391-5580324"	160	-24.23	2	21	799	820	19	"68.42%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015315"	"ptg000009l:8751863-8752863"	145	-22.92	2	10	778	799	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015547"	"ptg000009l:11939911-11940911"	161	-23.32	2	18	361	382	16	"81.25%"	"81.25%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015551"	"ptg000009l:11978821-11979551"	153	-23.36	2	19	128	150	18	"66.67%"	"83.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015814"	"ptg000009l:16380343-16380619"	145	-21.34	2	21	226	247	20	"65.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015815"	"ptg000009l:16380343-16380981"	145	-21.34	2	21	226	247	20	"65.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_015816"	"ptg000009l:16380343-16381343"	145	-21.34	2	21	226	247	20	"65.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_016382"	"ptg000011l:2517296-2518296"	160	-26.05	2	21	95	116	19	"73.68%"	"73.68%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_016415"	"ptg000011l:2829234-2830234"	152	-29.97	2	20	283	308	22	"72.73%"	"77.27%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_016754"	"ptg000011l:7009183-7010183"	140	-20.35	2	9	119	140	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_017271"	"ptg000011l:11512375-11513375"	157	-26.5	2	19	876	898	18	"72.22%"	"83.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_017272"	"ptg000011l:11513002-11514002"	157	-26.5	2	19	249	271	18	"72.22%"	"83.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_017300"	"ptg000011l:11774851-11775851"	148	-20.52	2	20	835	854	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_017620"	"ptg000011l:12633743-12634743"	142	-22.37	2	17	344	364	15	"66.67%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_017654"	"ptg000011l:12989581-12990581"	146	-24.13	2	20	402	425	20	"65.00%"	"70.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_018326"	"ptg000012l:7716165-7717165"	146	-20.69	2	20	622	639	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_018345"	"ptg000012l:7971942-7972942"	162	-31.02	2	21	642	666	22	"77.27%"	"77.27%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_018529"	"ptg000012l:10488209-10489209"	149	-22.55	2	15	858	883	17	"76.47%"	"76.47%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019192"	"ptg000012l:18168969-18169969"	143	-20.2	2	17	46	68	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019226"	"ptg000012l:19860851-19861851"	143	-20.2	2	17	46	68	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019242"	"ptg000012l:20036882-20037882"	143	-20.2	2	17	43	65	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019452"	"ptg000015l:2436228-2437228"	148	-20.89	2	17	75	96	15	"66.67%"	"80.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019551"	"ptg000015l:3223965-3224965"	152	-25.47	2	21	553	574	19	"57.89%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_019866"	"ptg000015l:6591168-6591800"	145	-21.12	2	15	459	483	16	"75.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_020976"	"ptg000015l:10807238-10808238"	153	-24.66	2	21	950	969	19	"73.68%"	"73.68%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_021009"	"ptg000015l:11150457-11151457"	146	-20.69	2	20	659	676	18	"72.22%"	"72.22%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_021929"	"ptg000016l:3469408-3470408"	147	-23.08	2	21	662	684	20	"60.00%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_022030"	"ptg000016l:4650970-4651970"	142	-24.69	2	20	207	230	20	"60.00%"	"70.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_022245"	"ptg000016l:6692087-6693087"	140	-20.47	2	9	957	978	7	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_022516"	"ptg000016l:9902652-9903652"	147	-28.06	2	21	608	631	21	"61.90%"	"71.43%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_022539"	"ptg000016l:10314604-10315604"	145	-22.92	2	10	244	265	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_022619"	"ptg000016l:11473828-11474828"	145	-22.92	2	10	840	861	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_023173"	"ptg000017l:4525854-4526854"	160	-29.82	2	21	968	989	19	"68.42%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_023488"	"ptg000017l:8138375-8139375"	144	-24.96	2	21	830	851	19	"57.89%"	"68.42%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_023629"	"ptg000017l:10092306-10093306"	156	-23.31	2	17	690	711	15	"73.33%"	"86.67%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_023883"	"ptg000017l:12366331-12367331"	150	-20.91	2	15	370	391	13	"76.92%"	"84.62%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024039"	"ptg000018l:1597065-1598065"	146	-23.27	2	21	750	770	19	"68.42%"	"68.42%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024107"	"ptg000018l:2202770-2203770"	162	-24.04	2	20	806	828	19	"68.42%"	"89.47%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024405"	"ptg000018l:5885274-5886274"	150	-24.07	2	21	632	652	19	"63.16%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024516"	"ptg000018l:7607697-7608697"	172	-29.59	2	18	20	43	18	"88.89%"	"88.89%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024551"	"ptg000018l:8175973-8176973"	160	-24.25	2	21	59	80	19	"68.42%"	"78.95%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024705"	"ptg000018l:10115841-10116841"	145	-22.92	2	10	251	272	8	"100.00%"	"100.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_024831"	"ptg000018l:11518230-11519230"	143	-20.99	2	17	10	32	16	"68.75%"	"75.00%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_025253"	"ptg000019l:440893-441893"	160	-28.43	2	18	320	343	18	"77.78%"	"83.33%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_025269"	"ptg000019l:752088-753088"	156	-23.24	2	19	767	790	19	"73.68%"	"84.21%"
"Cluster_17776"	"ptg000031l:5461327-5461348(-)"	"FUN_025464"	"ptg000019l:3029429-3030429"	162	-22.94	2	15	324	345	13	"84.62%"	"100.00%"
