"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"7015","FUN_035655","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7016","FUN_035657","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7017","FUN_035658","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"7018","FUN_035658","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
"7019","FUN_035659","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7020","FUN_035663","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7021","FUN_035663","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7022","FUN_035663","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7023","FUN_035670","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7024","FUN_035670","GO:0005686","U2 snRNP",9,9,6.05,0.02778,"Cellular Components",1
"7025","FUN_035670","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7026","FUN_035670","GO:0046540","U4/U6 x U5 tri-snRNP complex",12,12,8.06,0.0084,"Cellular Components",1
"7027","FUN_035670","GO:0071005","U2-type precatalytic spliceosome",18,18,12.09,0.00077,"Cellular Components",1
"7028","FUN_035670","GO:0071007","U2-type catalytic step 2 spliceosome",12,12,8.06,0.0084,"Cellular Components",1
"7029","FUN_035670","GO:0071013","catalytic step 2 spliceosome",31,30,20.82,0.00523,"Cellular Components",0.967741935483871
"7030","FUN_035673","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7031","FUN_035673","GO:0019005","SCF ubiquitin ligase complex",21,20,14.11,0.00262,"Cellular Components",0.952380952380952
"7032","FUN_035676","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7033","FUN_035678","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7034","FUN_035678","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7035","FUN_035679","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7036","FUN_035682","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7037","FUN_035682","GO:0005788","endoplasmic reticulum lumen",44,39,29.56,0.00128,"Cellular Components",0.886363636363636
"7038","FUN_035682","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7039","FUN_035689","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7040","FUN_035689","GO:0005856","cytoskeleton",1217,774,817.52,0.00093,"Cellular Components",0.635990139687757
"7041","FUN_035689","GO:0042383","sarcolemma",28,21,18.81,0.04822,"Cellular Components",0.75
"7042","FUN_035701","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7043","FUN_035715","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7044","FUN_035715","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"7045","FUN_035719","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7046","FUN_035719","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"7047","FUN_035720","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7048","FUN_035728","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7049","FUN_035730","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7050","FUN_035733","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7051","FUN_035736","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"7052","FUN_035737","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7053","FUN_035737","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7054","FUN_035744","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"7055","FUN_035744","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"7056","FUN_035746","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"7057","FUN_035746","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"7058","FUN_035747","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"7059","FUN_035747","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"7060","FUN_035748","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"7061","FUN_035748","GO:0010494","cytoplasmic stress granule",32,28,21.5,0.00805,"Cellular Components",0.875
"7062","FUN_035751","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7063","FUN_035751","GO:0043202","lysosomal lumen",17,15,11.42,0.02123,"Cellular Components",0.882352941176471
"7064","FUN_035751","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"7065","FUN_035752","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7066","FUN_035754","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7067","FUN_035754","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7068","FUN_035765","GO:0000781","chromosome, telomeric region",21,19,14.11,0.00754,"Cellular Components",0.904761904761905
"7069","FUN_035765","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7070","FUN_035765","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7071","FUN_035805","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7072","FUN_035805","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7073","FUN_035810","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7074","FUN_035825","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7075","FUN_035825","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7076","FUN_035825","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7077","FUN_035857","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7078","FUN_035864","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7079","FUN_035864","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"7080","FUN_035864","GO:0071005","U2-type precatalytic spliceosome",18,18,12.09,0.00077,"Cellular Components",1
"7081","FUN_035876","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7082","FUN_035878","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7083","FUN_035880","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7084","FUN_035885","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7085","FUN_035885","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7086","FUN_035891","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7087","FUN_035902","GO:0005814","centriole",35,34,23.51,1.6e-05,"Cellular Components",0.971428571428571
"7088","FUN_035902","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7089","FUN_035902","GO:0031514","motile cilium",94,71,63.14,0.00259,"Cellular Components",0.75531914893617
"7090","FUN_035902","GO:0036064","ciliary basal body",44,38,29.56,0.00556,"Cellular Components",0.863636363636364
"7091","FUN_035903","GO:0000943","retrotransposon nucleocapsid",26,24,17.47,0.00289,"Cellular Components",0.923076923076923
"7092","FUN_035903","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7093","FUN_035907","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7094","FUN_035907","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7095","FUN_035907","GO:0030286","dynein complex",40,34,26.87,0.04103,"Cellular Components",0.85
"7096","FUN_035926","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7097","FUN_035928","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7098","FUN_035933","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7099","FUN_035935","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"7100","FUN_035962","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7101","FUN_035962","GO:0005819","spindle",578,271,388.27,0.01645,"Cellular Components",0.468858131487889
"7102","FUN_035962","GO:0005871","kinesin complex",16,15,10.75,0.02119,"Cellular Components",0.9375
"7103","FUN_035962","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7104","FUN_035968","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7105","FUN_035969","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7106","FUN_035971","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7107","FUN_035975","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7108","FUN_035975","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7109","FUN_035975","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7110","FUN_035982","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7111","FUN_036004","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7112","FUN_036004","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7113","FUN_036005","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7114","FUN_036006","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7115","FUN_036006","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7116","FUN_036006","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"7117","FUN_036007","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7118","FUN_036007","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7119","FUN_036007","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"7120","FUN_036008","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7121","FUN_036008","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7122","FUN_036008","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"7123","FUN_036011","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7124","FUN_036015","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7125","FUN_036015","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7126","FUN_036015","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"7127","FUN_036016","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7128","FUN_036019","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7129","FUN_036022","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7130","FUN_036030","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"7131","FUN_036030","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7132","FUN_036035","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7133","FUN_036036","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"7134","FUN_036036","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7135","FUN_036038","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7136","FUN_036042","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7137","FUN_036042","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7138","FUN_036042","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7139","FUN_036042","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7140","FUN_036044","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7141","FUN_036044","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"7142","FUN_036095","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7143","FUN_036095","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7144","FUN_036096","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7145","FUN_036096","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7146","FUN_036096","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7147","FUN_036096","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7148","FUN_036104","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7149","FUN_036104","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"7150","FUN_036110","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"7151","FUN_036114","GO:0000781","chromosome, telomeric region",21,19,14.11,0.00754,"Cellular Components",0.904761904761905
"7152","FUN_036114","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"7153","FUN_036115","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7154","FUN_036115","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"7155","FUN_036124","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7156","FUN_036143","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7157","FUN_036143","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7158","FUN_036144","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7159","FUN_036144","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7160","FUN_036145","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7161","FUN_036145","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7162","FUN_036146","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7163","FUN_036146","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7164","FUN_036147","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7165","FUN_036147","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7166","FUN_036148","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7167","FUN_036148","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7168","FUN_036149","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7169","FUN_036154","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7170","FUN_036156","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"7171","FUN_036156","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"7172","FUN_036164","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7173","FUN_036165","GO:0005793","endoplasmic reticulum-Golgi intermediate compartmen...",27,24,18.14,0.01853,"Cellular Components",0.888888888888889
"7174","FUN_036167","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7175","FUN_036167","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"7176","FUN_036169","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7177","FUN_036169","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"7178","FUN_036171","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7179","FUN_036172","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7180","FUN_036172","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"7181","FUN_036176","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7182","FUN_036196","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7183","FUN_036196","GO:0036064","ciliary basal body",44,38,29.56,0.00556,"Cellular Components",0.863636363636364
"7184","FUN_036204","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7185","FUN_036204","GO:0071013","catalytic step 2 spliceosome",31,30,20.82,0.00523,"Cellular Components",0.967741935483871
"7186","FUN_036205","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7187","FUN_036205","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7188","FUN_036210","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7189","FUN_036210","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7190","FUN_036224","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7191","FUN_036224","GO:0005840","ribosome",47,46,31.57,0.01817,"Cellular Components",0.978723404255319
"7192","FUN_036224","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"7193","FUN_036229","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7194","FUN_036231","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7195","FUN_036231","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7196","FUN_036231","GO:0005811","lipid droplet",36,30,24.18,0.0246,"Cellular Components",0.833333333333333
"7197","FUN_036236","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7198","FUN_036236","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7199","FUN_036237","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7200","FUN_036237","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7201","FUN_036240","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7202","FUN_036240","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7203","FUN_036246","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7204","FUN_036260","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7205","FUN_036338","GO:0005814","centriole",35,34,23.51,1.6e-05,"Cellular Components",0.971428571428571
"7206","FUN_036338","GO:0005879","axonemal microtubule",14,14,9.4,0.00378,"Cellular Components",1
"7207","FUN_036338","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7208","FUN_036338","GO:0036064","ciliary basal body",44,38,29.56,0.00556,"Cellular Components",0.863636363636364
"7209","FUN_036511","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7210","FUN_036513","GO:0001726","ruffle",22,21,14.78,0.02107,"Cellular Components",0.954545454545455
"7211","FUN_036513","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7212","FUN_036513","GO:0005925","focal adhesion",24,24,16.12,7e-05,"Cellular Components",1
"7213","FUN_036513","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7214","FUN_036513","GO:0030027","lamellipodium",31,27,20.82,0.00261,"Cellular Components",0.870967741935484
"7215","FUN_036513","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7216","FUN_036523","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7217","FUN_036544","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7218","FUN_036748","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"7219","FUN_036748","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7220","FUN_036748","GO:0046540","U4/U6 x U5 tri-snRNP complex",12,12,8.06,0.0084,"Cellular Components",1
"7221","FUN_036753","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7222","FUN_036753","GO:0005856","cytoskeleton",1217,774,817.52,0.00093,"Cellular Components",0.635990139687757
"7223","FUN_036756","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"7224","FUN_036757","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7225","FUN_036767","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7226","FUN_036808","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7227","FUN_036817","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7228","FUN_036858","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7229","FUN_036859","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7230","FUN_036889","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7231","FUN_036889","GO:0005912","adherens junction",38,36,25.53,9.8e-05,"Cellular Components",0.947368421052632
"7232","FUN_036898","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7233","FUN_036900","GO:0005871","kinesin complex",16,15,10.75,0.02119,"Cellular Components",0.9375
"7234","FUN_036900","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7235","FUN_036900","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7236","FUN_036900","GO:0036064","ciliary basal body",44,38,29.56,0.00556,"Cellular Components",0.863636363636364
"7237","FUN_036905","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7238","FUN_036905","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7239","FUN_036907","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7240","FUN_036907","GO:0016363","nuclear matrix",19,19,12.76,0.00051,"Cellular Components",1
"7241","FUN_036907","GO:0016604","nuclear body",133,120,89.34,0.00026,"Cellular Components",0.902255639097744
"7242","FUN_036919","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7243","FUN_036919","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"7244","FUN_036920","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7245","FUN_036924","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7246","FUN_036941","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7247","FUN_036941","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7248","FUN_036941","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"7249","FUN_036944","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7250","FUN_036944","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7251","FUN_036944","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7252","FUN_036948","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7253","FUN_036948","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"7254","FUN_036953","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7255","FUN_036953","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"7256","FUN_036957","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7257","FUN_036957","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"7258","FUN_036964","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7259","FUN_036964","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"7260","FUN_036966","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"7261","FUN_036966","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
