qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Cluster_4629.mature::Porites_evermani_scaffold_316:88465-88486(-)	Cluster_4039.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366060-2366081(-)	100	7	0	0	12	18	15	9	0.45	14.4
Cluster_4735.mature::Porites_evermani_scaffold_334:153605-153626(-)	Cluster_36.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872041-2872061(+)	100	7	0	0	3	9	14	20	0.45	14.4
Cluster_5563.mature::Porites_evermani_scaffold_430:205887-205909(-)	Cluster_1116.mature::Pocillopora_meandrina_HIv1___Sc0000003:495117-495138(+)	100	22	0	0	1	22	1	22	5.29e-10	44.1
Cluster_5882.mature::Porites_evermani_scaffold_461:215508-215529(+)	Cluster_2973.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894922-3894943(-)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_6255.mature::Porites_evermani_scaffold_502:58997-59018(-)	Cluster_3392.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012938-8012959(+)	100	9	0	0	5	13	14	6	0.029	18.3
Cluster_6904.mature::Porites_evermani_scaffold_590:199158-199179(+)	Cluster_1015.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845744-10845765(-)	100	8	0	0	9	16	9	16	0.11	16.4
Cluster_6905.mature::Porites_evermani_scaffold_590:199392-199413(+)	Cluster_5612.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808688-4808708(+)	100	7	0	0	12	18	21	15	0.45	14.4
Cluster_6906.mature::Porites_evermani_scaffold_590:199855-199876(+)	Cluster_1015.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845744-10845765(-)	100	6	0	0	9	14	9	14	1.8	12.4
Cluster_6914.mature::Porites_evermani_scaffold_594:158230-158250(+)	Cluster_1793.mature::Pocillopora_meandrina_HIv1___Sc0000005:601626-601646(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_7053.mature::Porites_evermani_scaffold_613:156505-156526(+)	Cluster_4437.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550615-7550635(+)	100	7	0	0	16	22	5	11	0.45	14.4
Cluster_7657.mature::Porites_evermani_scaffold_730:81385-81406(-)	Cluster_1938.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385519-10385541(+)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_7658.mature::Porites_evermani_scaffold_730:82423-82444(-)	Cluster_1938.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385519-10385541(+)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_7855.mature::Porites_evermani_scaffold_768:138025-138046(+)	Cluster_2839.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619363-3619384(-)	100	7	0	0	8	14	1	7	0.45	14.4
Cluster_8634.mature::Porites_evermani_scaffold_866:22854-22875(-)	Cluster_4435.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549579-7549600(+)	100	7	0	0	4	10	16	10	0.45	14.4
Cluster_8884.mature::Porites_evermani_scaffold_910:99255-99275(+)	Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	94.737	19	1	0	3	21	2	20	7.02e-06	30.2
Cluster_8887.mature::Porites_evermani_scaffold_910:118742-118762(+)	Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	94.444	18	1	0	3	20	2	19	2.78e-05	28.2
Cluster_8888.mature::Porites_evermani_scaffold_910:139353-139373(+)	Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	94.444	18	1	0	3	20	2	19	2.78e-05	28.2
Cluster_8988.mature::Porites_evermani_scaffold_942:133698-133719(+)	Cluster_1938.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385519-10385541(+)	100	7	0	0	12	18	17	23	0.45	14.4
Cluster_9149.mature::Porites_evermani_scaffold_984:51883-51904(-)	Cluster_1015.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845744-10845765(-)	100	7	0	0	11	17	13	7	0.45	14.4
Cluster_9983.mature::Porites_evermani_scaffold_1128:125548-125568(-)	Cluster_1080.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106609-16106630(+)	100	8	0	0	13	20	18	11	0.11	16.4
Cluster_10060.mature::Porites_evermani_scaffold_1159:6702-6723(+)	Cluster_4823.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855521-6855542(+)	100	6	0	0	1	6	12	17	1.8	12.4
Cluster_10061.mature::Porites_evermani_scaffold_1159:7428-7449(+)	Cluster_2973.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894922-3894943(-)	100	7	0	0	6	12	10	16	0.45	14.4
Cluster_10934.mature::Porites_evermani_scaffold_1415:72071-72092(+)	Cluster_4754.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564906-4564927(+)	100	9	0	0	12	20	21	13	0.029	18.3
Cluster_10965.mature::Porites_evermani_scaffold_1429:47285-47306(-)	Cluster_6382.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989842-1989863(+)	100	6	0	0	16	21	11	16	1.8	12.4
Cluster_11134.mature::Porites_evermani_scaffold_1503:47580-47601(+)	Cluster_5612.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808688-4808708(+)	100	6	0	0	15	20	11	6	1.8	12.4
Cluster_11135.mature::Porites_evermani_scaffold_1503:47771-47792(+)	Cluster_1952.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260782-11260803(+)	100	8	0	0	1	8	22	15	0.11	16.4
Cluster_11997.mature::Porites_evermani_scaffold_1732:76504-76525(+)	Cluster_4435.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549579-7549600(+)	100	6	0	0	17	22	18	13	1.8	12.4
Cluster_13502.mature::Porites_evermani_scaffold_2259:40244-40265(+)	Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	100	7	0	0	14	20	15	21	0.45	14.4
Cluster_14500.mature::Porites_evermani_scaffold_2738:56885-56906(+)	Cluster_4572.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050959-5050980(-)	100	8	0	0	12	19	13	20	0.11	16.4
Cluster_14999.mature::Porites_evermani_scaffold_3072:29480-29501(+)	Cluster_4039.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366060-2366081(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_15726.mature::Porites_evermani_scaffold_3707:36124-36145(-)	Cluster_5740.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154772-1154793(-)	100	6	0	0	2	7	13	8	1.8	12.4
Cluster_15890.mature::Porites_evermani_scaffold_3893:3849-3870(-)	Cluster_5253.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351839-4351860(+)	100	10	0	0	5	14	10	1	0.007	20.3
Cluster_16498.mature::Porites_evermani_scaffold_5010:12392-12413(+)	Cluster_1116.mature::Pocillopora_meandrina_HIv1___Sc0000003:495117-495138(+)	100	6	0	0	2	7	1	6	1.8	12.4
Cluster_16738.mature::Porites_evermani_scaffold_6219:6549-6570(-)	Cluster_4572.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050959-5050980(-)	100	7	0	0	16	22	7	1	0.45	14.4
Cluster_21.mature::Pocillopora_meandrina_HIv1___Sc0000000:818049-818070(+)	Cluster_21.mature::Pocillopora_meandrina_HIv1___Sc0000000:818049-818070(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_36.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872041-2872061(+)	Cluster_36.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872041-2872061(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_360.mature::Pocillopora_meandrina_HIv1___Sc0000000:20372469-20372490(-)	Cluster_360.mature::Pocillopora_meandrina_HIv1___Sc0000000:20372469-20372490(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_390.mature::Pocillopora_meandrina_HIv1___Sc0000001:1459455-1459476(+)	Cluster_390.mature::Pocillopora_meandrina_HIv1___Sc0000001:1459455-1459476(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_757.mature::Pocillopora_meandrina_HIv1___Sc0000001:19145788-19145809(+)	Cluster_757.mature::Pocillopora_meandrina_HIv1___Sc0000001:19145788-19145809(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_925.mature::Pocillopora_meandrina_HIv1___Sc0000002:3841966-3841987(-)	Cluster_925.mature::Pocillopora_meandrina_HIv1___Sc0000002:3841966-3841987(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1015.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845744-10845765(-)	Cluster_1015.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845744-10845765(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1068.mature::Pocillopora_meandrina_HIv1___Sc0000002:15749310-15749331(+)	Cluster_1068.mature::Pocillopora_meandrina_HIv1___Sc0000002:15749310-15749331(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1080.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106609-16106630(+)	Cluster_1080.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106609-16106630(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1116.mature::Pocillopora_meandrina_HIv1___Sc0000003:495117-495138(+)	Cluster_1116.mature::Pocillopora_meandrina_HIv1___Sc0000003:495117-495138(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1289.mature::Pocillopora_meandrina_HIv1___Sc0000003:10129534-10129556(-)	Cluster_1289.mature::Pocillopora_meandrina_HIv1___Sc0000003:10129534-10129556(-)	100	23	0	0	1	23	1	23	1.34e-10	46.1
Cluster_1296.mature::Pocillopora_meandrina_HIv1___Sc0000003:10366055-10366076(+)	Cluster_1296.mature::Pocillopora_meandrina_HIv1___Sc0000003:10366055-10366076(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1793.mature::Pocillopora_meandrina_HIv1___Sc0000005:601626-601646(+)	Cluster_1793.mature::Pocillopora_meandrina_HIv1___Sc0000005:601626-601646(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_1938.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385519-10385541(+)	Cluster_1938.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385519-10385541(+)	100	23	0	0	1	23	1	23	1.34e-10	46.1
Cluster_1952.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260782-11260803(+)	Cluster_1952.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260782-11260803(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1953.mature::Pocillopora_meandrina_HIv1___Sc0000005:11261378-11261399(+)	Cluster_1953.mature::Pocillopora_meandrina_HIv1___Sc0000005:11261378-11261399(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	Cluster_2793.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783824-1783844(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_2837.mature::Pocillopora_meandrina_HIv1___Sc0000008:3576442-3576463(+)	Cluster_2837.mature::Pocillopora_meandrina_HIv1___Sc0000008:3576442-3576463(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2839.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619363-3619384(-)	Cluster_2839.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619363-3619384(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2859.mature::Pocillopora_meandrina_HIv1___Sc0000008:5387760-5387781(-)	Cluster_2859.mature::Pocillopora_meandrina_HIv1___Sc0000008:5387760-5387781(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2973.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894922-3894943(-)	Cluster_2973.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894922-3894943(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_3392.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012938-8012959(+)	Cluster_3392.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012938-8012959(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_3661.mature::Pocillopora_meandrina_HIv1___Sc0000012:6455205-6455226(+)	Cluster_3661.mature::Pocillopora_meandrina_HIv1___Sc0000012:6455205-6455226(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4039.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366060-2366081(-)	Cluster_4039.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366060-2366081(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4040.mature::Pocillopora_meandrina_HIv1___Sc0000014:2594792-2594813(+)	Cluster_4040.mature::Pocillopora_meandrina_HIv1___Sc0000014:2594792-2594813(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4118.mature::Pocillopora_meandrina_HIv1___Sc0000014:9365481-9365502(-)	Cluster_4118.mature::Pocillopora_meandrina_HIv1___Sc0000014:9365481-9365502(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4435.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549579-7549600(+)	Cluster_4435.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549579-7549600(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4437.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550615-7550635(+)	Cluster_4437.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550615-7550635(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_4438.mature::Pocillopora_meandrina_HIv1___Sc0000016:7553304-7553325(+)	Cluster_4438.mature::Pocillopora_meandrina_HIv1___Sc0000016:7553304-7553325(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4439.mature::Pocillopora_meandrina_HIv1___Sc0000016:7555692-7555713(+)	Cluster_4439.mature::Pocillopora_meandrina_HIv1___Sc0000016:7555692-7555713(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4572.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050959-5050980(-)	Cluster_4572.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050959-5050980(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4754.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564906-4564927(+)	Cluster_4754.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564906-4564927(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4823.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855521-6855542(+)	Cluster_4823.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855521-6855542(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_5253.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351839-4351860(+)	Cluster_5253.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351839-4351860(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_5612.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808688-4808708(+)	Cluster_5612.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808688-4808708(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_5740.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154772-1154793(-)	Cluster_5740.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154772-1154793(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_6382.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989842-1989863(+)	Cluster_6382.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989842-1989863(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
