source,target
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g6551.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g6868.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___TS.g11574.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g8514.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g8592.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___TS.g11888.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g20715.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g21765.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g21827.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g20463.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g19125.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g19153.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g15606.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g15734.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g23880.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g23949.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g23410.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___TS.g16473.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g27911.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g6062.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___TS.g23938.t1b
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g8807.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g9780.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g9542.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g29209.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g14915.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g11924.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g25453.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g578.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g9345.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___TS.g2914.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___TS.g933.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g25124.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g18288.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g898.t1
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t
ptuh-mir-novel-5,gene-Pocillopora_meandrina_HIv1___RNAseq.g1339.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g21352.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g16022.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___TS.g11041.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___TS.g15059.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g27489.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g5575.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g9962.t1a
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g3736.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___RNAseq.g4470.t1
ptuh-mir-novel-7,gene-Pocillopora_meandrina_HIv1___TS.g8592.t1
ptuh-mir-novel-2,gene-Pocillopora_meandrina_HIv1___RNAseq.g13529.t1
ptuh-mir-novel-2,gene-Pocillopora_meandrina_HIv1___RNAseq.g9265.t1
ptuh-mir-novel-2,gene-Pocillopora_meandrina_HIv1___RNAseq.g4947.t1
ptuh-mir-2036,gene-Pocillopora_meandrina_HIv1___RNAseq.g15789.t1
ptuh-mir-2036,gene-Pocillopora_meandrina_HIv1___TS.g14605.t2
ptuh-mir-2036,gene-Pocillopora_meandrina_HIv1___RNAseq.g12885.t1
ptuh-mir-2036,gene-Pocillopora_meandrina_HIv1___RNAseq.g3552.t1
ptuh-mir-2036,gene-Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g7188.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g23904.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g27467.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g2374.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g4840.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g9470.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g3965.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___RNAseq.g3966.t1
ptuh-mir-100,gene-Pocillopora_meandrina_HIv1___TS.g15728.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g6914.t1
ptuh-mir-2023,gene-Pocillopora_meandrina_HIv1___RNAseq.g27972.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g20039.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g28288.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g13098.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.9397_t
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g16929.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26810.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26939.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g5308.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g4673.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g13248.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g10013.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g23752.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g3677.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g26199.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g4782.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11294.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g11726.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___TS.g6338.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g29556.t1b
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g18403.t1a
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g3054.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g14836.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g25459.t1
ptuh-mir-novel-6,gene-Pocillopora_meandrina_HIv1___RNAseq.g30111.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___TS.g26105.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___RNAseq.g21547.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___RNAseq.g8039.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___RNAseq.g10194.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___RNAseq.g25844.t1
ptuh-mir-novel-4,gene-Pocillopora_meandrina_HIv1___RNAseq.g1120.t1
ptuh-mir-novel-3,gene-Pocillopora_meandrina_HIv1___TS.g26164.t1
ptuh-mir-novel-3,gene-Pocillopora_meandrina_HIv1___RNAseq.g18085.t1
ptuh-mir-novel-3,gene-Pocillopora_meandrina_HIv1___RNAseq.g14958.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___RNAseq.g3315.t1
ptuh-mir-novel-31,gene-Pocillopora_meandrina_HIv1___TS.g23771.t1
ptuh-mir-novel-20,gene-Pocillopora_meandrina_HIv1___TS.g12745.t1
ptuh-mir-novel-20,gene-Pocillopora_meandrina_HIv1___TS.g3943.t1
ptuh-mir-novel-26,gene-Pocillopora_meandrina_HIv1___RNAseq.g9041.t1a
ptuh-mir-novel-26,gene-Pocillopora_meandrina_HIv1___RNAseq.g4104.t1
ptuh-mir-novel-25,gene-Pocillopora_meandrina_HIv1___RNAseq.g14712.t1
ptuh-mir-novel-18,gene-Pocillopora_meandrina_HIv1___RNAseq.g27416.t1
ptuh-mir-novel-18,gene-Pocillopora_meandrina_HIv1___RNAseq.g1865.t1
ptuh-mir-novel-18,gene-Pocillopora_meandrina_HIv1___RNAseq.g26353.t1
ptuh-mir-novel-18,gene-Pocillopora_meandrina_HIv1___RNAseq.g10251.t1
ptuh-mir-novel-18,gene-Pocillopora_meandrina_HIv1___TS.g13692.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g21594.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g20276.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g15953.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g24675.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___TS.g16589.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g23169.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___TS.g16193.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g22915.t2
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g5433.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g1748.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g13109.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g13373.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g8391.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g8879.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g9764.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g26343.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g26540.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___TS.g21578.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g18119.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g10665.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g17627.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g12194.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g13979.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g1018.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g25456.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g9286.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g5012.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g6383.t1
ptuh-mir-2030,gene-Pocillopora_meandrina_HIv1___RNAseq.g12815.t1
ptuh-mir-novel-10,gene-Pocillopora_meandrina_HIv1___RNAseq.g22593.t1
ptuh-mir-novel-10,gene-Pocillopora_meandrina_HIv1___RNAseq.g6000.t1
ptuh-mir-novel-10,gene-Pocillopora_meandrina_HIv1___RNAseq.g4703.t2
ptuh-mir-novel-32,gene-Pocillopora_meandrina_HIv1___RNAseq.g28829.t1
ptuh-mir-novel-17,gene-Pocillopora_meandrina_HIv1___RNAseq.g27216.t1
ptuh-mir-novel-17,gene-Pocillopora_meandrina_HIv1___RNAseq.g14406.t1
ptuh-mir-novel-17,gene-Pocillopora_meandrina_HIv1___RNAseq.g4219.t1
ptuh-mir-novel-17,gene-Pocillopora_meandrina_HIv1___RNAseq.g17855.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g26279.t1
ptuh-mir-novel-33,gene-Pocillopora_meandrina_HIv1___RNAseq.g10909.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g22033.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g20238.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g18711.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g7611.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g16493.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g24984.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g22915.t2
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g23558.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g5404.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g5118.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g5926.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g2559.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g2567.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g13293.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g29177.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g28449.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___TS.g8006.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g16906.t1
ptuh-mir-novel-28,gene-Pocillopora_meandrina_HIv1___RNAseq.g16975.t1
ptuh-mir-novel-9,gene-Pocillopora_meandrina_HIv1___RNAseq.g13654.t2
ptuh-mir-novel-9,gene-Pocillopora_meandrina_HIv1___RNAseq.g9431.t1
ptuh-mir-novel-11; ptuh-mir-novel-15,gene-Pocillopora_meandrina_HIv1___RNAseq.g22570.t1
ptuh-mir-novel-11; ptuh-mir-novel-15,gene-Pocillopora_meandrina_HIv1___TS.g21248.t1
ptuh-mir-novel-14,gene-Pocillopora_meandrina_HIv1___RNAseq.g21698.t1
ptuh-mir-novel-14,gene-Pocillopora_meandrina_HIv1___TS.g16019.t1
ptuh-mir-novel-14,gene-Pocillopora_meandrina_HIv1___RNAseq.g26767.t1
ptuh-mir-novel-14,gene-Pocillopora_meandrina_HIv1___TS.g4417.t1
ptuh-mir-novel-14,gene-Pocillopora_meandrina_HIv1___RNAseq.g29874.t1
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___RNAseq.g7317.t2
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___RNAseq.g23227.t1
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___TS.g15372.t1
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___RNAseq.g13008.t1
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___TS.g7023.t1
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___RNAseq.g17618.t1b
ptuh-mir-novel-13,gene-Pocillopora_meandrina_HIv1___RNAseq.g6426.t1
ptuh-mir-novel-12,gene-Pocillopora_meandrina_HIv1___RNAseq.g19288.t1
ptuh-mir-novel-12,gene-Pocillopora_meandrina_HIv1___RNAseq.g27544.t1
ptuh-mir-novel-12,gene-Pocillopora_meandrina_HIv1___RNAseq.g13665.t1
ptuh-mir-novel-12,gene-Pocillopora_meandrina_HIv1___RNAseq.g26491.t1
ptuh-mir-novel-12,gene-Pocillopora_meandrina_HIv1___RNAseq.g17817.t2
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___TS.g26522.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g7090.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___TS.g4491.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g26253.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g28667.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g18019.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g1584.t1
ptuh-mir-novel-19,gene-Pocillopora_meandrina_HIv1___RNAseq.g25239.t1
ptuh-mir-novel-22,gene-Pocillopora_meandrina_HIv1___RNAseq.g23879.t1
ptuh-mir-novel-22,gene-Pocillopora_meandrina_HIv1___RNAseq.g6179.t1
ptuh-mir-novel-22,gene-Pocillopora_meandrina_HIv1___RNAseq.g358.t2
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g6951.t1
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g15572.t1
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g23200.t1
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g14264.t1
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g14538.t3
ptuh-mir-novel-16,gene-Pocillopora_meandrina_HIv1___RNAseq.g17228.t1
ptuh-mir-novel-23,gene-Pocillopora_meandrina_HIv1___RNAseq.g21096.t2
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g21270.t1
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g20078.t1
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g16311.t1
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g29018.t1
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g29171.t1
ptuh-mir-novel-21,gene-Pocillopora_meandrina_HIv1___RNAseq.g6314.t1
ptuh-mir-novel-30,gene-Pocillopora_meandrina_HIv1___RNAseq.g21288.t1
ptuh-mir-novel-30,gene-Pocillopora_meandrina_HIv1___RNAseq.g24972.t1
ptuh-mir-novel-30,gene-Pocillopora_meandrina_HIv1___TS.g15384.t1
ptuh-mir-novel-29,gene-Pocillopora_meandrina_HIv1___RNAseq.g21187.t1
ptuh-mir-novel-29,gene-Pocillopora_meandrina_HIv1___TS.g2814.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___TS.g15377.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g28274.t1
ptuh-mir-novel-1,gene-Pocillopora_meandrina_HIv1___RNAseq.g18080.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g28658.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___RNAseq.g17187.t1
ptuh-mir-novel-24,gene-Pocillopora_meandrina_HIv1___TS.g16963.t1a
