HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0016776	OG0016163	-	FUN_039890-T1	Pocillopora_meandrina_HIv1___RNAseq.g7365.t1	Peve_00021859
N0.HOG0016777	OG0016164	-	FUN_039893-T1	Pocillopora_meandrina_HIv1___RNAseq.g7363.t1	Peve_00021861
N0.HOG0016778	OG0016165	-	FUN_039894-T1	Pocillopora_meandrina_HIv1___RNAseq.g7347.t1	Peve_00010149
N0.HOG0016779	OG0016166	-	FUN_039895-T1	Pocillopora_meandrina_HIv1___RNAseq.g7346.t1	Peve_00010157
N0.HOG0016780	OG0016167	-	FUN_039912-T1		Peve_00041536, Peve_00022363
N0.HOG0016781	OG0016168	-	FUN_039921-T1	Pocillopora_meandrina_HIv1___RNAseq.g7341.t1	Peve_00010140
N0.HOG0016782	OG0016169	-	FUN_039923-T1	Pocillopora_meandrina_HIv1___RNAseq.g7340.t1	Peve_00010141
N0.HOG0016783	OG0016170	-	FUN_039924-T1	Pocillopora_meandrina_HIv1___RNAseq.g7338.t1	Peve_00010142
N0.HOG0016784	OG0016171	-	FUN_039935-T1	Pocillopora_meandrina_HIv1___RNAseq.g7328.t1	Peve_00036234
N0.HOG0016785	OG0016172	-	FUN_039937-T1	Pocillopora_meandrina_HIv1___RNAseq.g15743.t1	Peve_00007733
N0.HOG0016786	OG0016173	-	FUN_039939-T1	Pocillopora_meandrina_HIv1___RNAseq.g7326.t1	Peve_00010697
N0.HOG0016787	OG0016174	-	FUN_039940-T1	Pocillopora_meandrina_HIv1___TS.g1074.t1	Peve_00010696
N0.HOG0016788	OG0016175	-	FUN_039941-T1	Pocillopora_meandrina_HIv1___RNAseq.g7324.t1	Peve_00010695
N0.HOG0016789	OG0016176	-	FUN_039943-T2	Pocillopora_meandrina_HIv1___RNAseq.g7323.t1	Peve_00010694
N0.HOG0016790	OG0016177	-	FUN_039944-T1	Pocillopora_meandrina_HIv1___RNAseq.g7322.t1	Peve_00010693
N0.HOG0016791	OG0016178	-	FUN_039946-T1	Pocillopora_meandrina_HIv1___RNAseq.g7320.t1	Peve_00010690
N0.HOG0016792	OG0016179	-	FUN_039947-T1	Pocillopora_meandrina_HIv1___RNAseq.g7508.t1	Peve_00039029
N0.HOG0016793	OG0016180	-	FUN_039948-T1	Pocillopora_meandrina_HIv1___RNAseq.g7509.t1	Peve_00039030
N0.HOG0016794	OG0016181	-	FUN_039965-T1	Pocillopora_meandrina_HIv1___RNAseq.g7516.t1	Peve_00039032
N0.HOG0016795	OG0016182	-	FUN_039966-T1	Pocillopora_meandrina_HIv1___RNAseq.g7517.t1a	Peve_00039035
N0.HOG0016796	OG0016183	-	FUN_039968-T1	Pocillopora_meandrina_HIv1___RNAseq.g7517.t1c	Peve_00039036
N0.HOG0016797	OG0016184	-	FUN_039969-T1	Pocillopora_meandrina_HIv1___RNAseq.g7519.t1	Peve_00000415
N0.HOG0016798	OG0016185	-	FUN_039970-T1	Pocillopora_meandrina_HIv1___RNAseq.g7520.t1a, Pocillopora_meandrina_HIv1___TS.g1282.t1	
N0.HOG0016799	OG0016186	-	FUN_039972-T1	Pocillopora_meandrina_HIv1___RNAseq.g7539.t1	Peve_00000412
N0.HOG0016800	OG0016187	-	FUN_039973-T1	Pocillopora_meandrina_HIv1___RNAseq.g7541.t1	Peve_00000409
N0.HOG0016801	OG0016188	-	FUN_039978-T1	Pocillopora_meandrina_HIv1___RNAseq.g7546.t1	Peve_00014318
N0.HOG0016802	OG0016189	-	FUN_039980-T1	Pocillopora_meandrina_HIv1___RNAseq.g7547.t1	Peve_00014321
N0.HOG0016803	OG0016190	-	FUN_039982-T1	Pocillopora_meandrina_HIv1___RNAseq.g7548.t1	Peve_00014323
N0.HOG0016804	OG0016191	-	FUN_039983-T2, FUN_039983-T1	Pocillopora_meandrina_HIv1___RNAseq.g7549.t1	
N0.HOG0016805	OG0016192	-	FUN_039990-T1	Pocillopora_meandrina_HIv1___RNAseq.g7562.t1	Peve_00004422
N0.HOG0016806	OG0016193	-	FUN_039993-T1		Peve_00003396, Peve_00029758
N0.HOG0016807	OG0016194	-	FUN_044980-T1, FUN_039996-T1		Peve_00000615
N0.HOG0016808	OG0016195	-	FUN_040001-T1, FUN_039997-T1, FUN_040000-T1		
N0.HOG0016809	OG0016196	-	FUN_040295-T1, FUN_039999-T1		Peve_00018252
N0.HOG0016810	OG0016197	-	FUN_040004-T1	Pocillopora_meandrina_HIv1___RNAseq.g8430.t1	Peve_00004960
N0.HOG0016811	OG0016198	-	FUN_040010-T1		Peve_00031112, Peve_00030245
N0.HOG0016812	OG0016199	-	FUN_040029-T1	Pocillopora_meandrina_HIv1___RNAseq.g8448.t1	Peve_00025977
N0.HOG0016813	OG0016200	-	FUN_040031-T1	Pocillopora_meandrina_HIv1___RNAseq.g8450.t1	Peve_00025983
N0.HOG0016814	OG0016201	-	FUN_040032-T1	Pocillopora_meandrina_HIv1___RNAseq.g8451.t1	Peve_00025984
N0.HOG0016815	OG0016202	-	FUN_040034-T1	Pocillopora_meandrina_HIv1___RNAseq.g8452.t1	Peve_00025985
N0.HOG0016816	OG0016203	-	FUN_040036-T1	Pocillopora_meandrina_HIv1___RNAseq.g8455.t1	Peve_00040432
N0.HOG0016817	OG0016204	-	FUN_040037-T1	Pocillopora_meandrina_HIv1___RNAseq.g8456.t1	Peve_00040431
N0.HOG0016818	OG0016205	-	FUN_040038-T1	Pocillopora_meandrina_HIv1___RNAseq.g8457.t1	Peve_00040429
N0.HOG0016819	OG0016206	-	FUN_040039-T1	Pocillopora_meandrina_HIv1___RNAseq.g8458.t1	Peve_00040428
N0.HOG0016820	OG0016207	-	FUN_040040-T1	Pocillopora_meandrina_HIv1___RNAseq.g8459.t1	Peve_00040427
N0.HOG0016821	OG0016208	-	FUN_040047-T1	Pocillopora_meandrina_HIv1___RNAseq.g8464.t2	Peve_00008644
N0.HOG0016822	OG0016209	-	FUN_040053-T1	Pocillopora_meandrina_HIv1___RNAseq.g8469.t1	Peve_00016113
N0.HOG0016823	OG0016210	-	FUN_040054-T1	Pocillopora_meandrina_HIv1___RNAseq.g8468.t1	Peve_00016114
N0.HOG0016824	OG0016211	-	FUN_040059-T1	Pocillopora_meandrina_HIv1___RNAseq.g7726.t1	Peve_00014920
N0.HOG0016825	OG0016212	-	FUN_040062-T1	Pocillopora_meandrina_HIv1___RNAseq.g7705.t1	Peve_00033907
N0.HOG0016826	OG0016213	-	FUN_040065-T1	Pocillopora_meandrina_HIv1___RNAseq.g7703.t1	Peve_00033905
N0.HOG0016827	OG0016214	-	FUN_040067-T1	Pocillopora_meandrina_HIv1___RNAseq.g7701.t2	Peve_00033898
N0.HOG0016828	OG0016215	-	FUN_040068-T1	Pocillopora_meandrina_HIv1___RNAseq.g7698.t1	Peve_00033896
N0.HOG0016829	OG0016216	-	FUN_040070-T1	Pocillopora_meandrina_HIv1___RNAseq.g7694.t2	Peve_00033911
N0.HOG0016830	OG0016217	-	FUN_040072-T1	Pocillopora_meandrina_HIv1___RNAseq.g7692.t2	Peve_00021005
N0.HOG0016831	OG0016218	-	FUN_040075-T1	Pocillopora_meandrina_HIv1___RNAseq.g7690.t1	Peve_00021003
N0.HOG0016832	OG0016219	-	FUN_040076-T1	Pocillopora_meandrina_HIv1___RNAseq.g7621.t1	Peve_00011678
N0.HOG0016833	OG0016220	-	FUN_040077-T1	Pocillopora_meandrina_HIv1___RNAseq.g7622.t1	Peve_00011685
N0.HOG0016834	OG0016221	-	FUN_040078-T1	Pocillopora_meandrina_HIv1___TS.g1373.t1	Peve_00011677
N0.HOG0016835	OG0016222	-	FUN_040080-T1	Pocillopora_meandrina_HIv1___RNAseq.g7625.t1	Peve_00041162
N0.HOG0016836	OG0016223	-	FUN_040081-T1		Peve_00041164, Peve_00041163
N0.HOG0016837	OG0016224	-	FUN_040082-T1	Pocillopora_meandrina_HIv1___RNAseq.g7687.t1	Peve_00041152
N0.HOG0016838	OG0016225	-	FUN_040084-T1	Pocillopora_meandrina_HIv1___RNAseq.g7620.t1	Peve_00041154
N0.HOG0016839	OG0016226	-	FUN_040085-T1	Pocillopora_meandrina_HIv1___RNAseq.g7619.t1	Peve_00041155
N0.HOG0016840	OG0016227	-	FUN_040093-T1	Pocillopora_meandrina_HIv1___RNAseq.g7607.t2	Peve_00043015
N0.HOG0016841	OG0016228	-	FUN_040096-T1	Pocillopora_meandrina_HIv1___TS.g1363.t2	Peve_00037197
N0.HOG0016842	OG0016229	-	FUN_040097-T1	Pocillopora_meandrina_HIv1___RNAseq.g7573.t1	Peve_00037195
N0.HOG0016843	OG0016230	-	FUN_040102-T1	Pocillopora_meandrina_HIv1___RNAseq.g8727.t1	Peve_00037277
N0.HOG0016844	OG0016231	-	FUN_040103-T1	Pocillopora_meandrina_HIv1___TS.15901_t	Peve_00037278
N0.HOG0016845	OG0016232	-	FUN_040106-T1	Pocillopora_meandrina_HIv1___RNAseq.g8725.t1	Peve_00037279
N0.HOG0016846	OG0016233	-	FUN_040107-T1	Pocillopora_meandrina_HIv1___RNAseq.g8724.t1	Peve_00037281
N0.HOG0016847	OG0016234	-	FUN_040113-T1	Pocillopora_meandrina_HIv1___RNAseq.15744_t	Peve_00019474
N0.HOG0016848	OG0016235	-	FUN_040133-T1	Pocillopora_meandrina_HIv1___RNAseq.g6681.t1	Peve_00038121
N0.HOG0016849	OG0016236	-	FUN_040134-T1	Pocillopora_meandrina_HIv1___RNAseq.g6685.t1	Peve_00038119
N0.HOG0016850	OG0016237	-	FUN_040137-T1	Pocillopora_meandrina_HIv1___RNAseq.g6687.t1	Peve_00038117
N0.HOG0016851	OG0016238	-	FUN_040138-T1	Pocillopora_meandrina_HIv1___RNAseq.g8515.t1	Peve_00038115
N0.HOG0016852	OG0016239	-	FUN_040140-T1	Pocillopora_meandrina_HIv1___RNAseq.g8514.t1	Peve_00038114
N0.HOG0016853	OG0016240	-	FUN_040145-T1, FUN_040144-T1, FUN_040142-T1		
N0.HOG0016854	OG0016241	-	FUN_040149-T1	Pocillopora_meandrina_HIv1___RNAseq.g8499.t1	Peve_00036065
N0.HOG0016855	OG0016242	-	FUN_040152-T1	Pocillopora_meandrina_HIv1___RNAseq.g8496.t1	Peve_00038144
N0.HOG0016856	OG0016243	-	FUN_040153-T1	Pocillopora_meandrina_HIv1___RNAseq.g8494.t1	Peve_00038143
N0.HOG0016857	OG0016244	-	FUN_040154-T1	Pocillopora_meandrina_HIv1___RNAseq.g8495.t1	Peve_00038141
N0.HOG0016858	OG0016245	-	FUN_040158-T2, FUN_040158-T1		Peve_00023601
N0.HOG0016859	OG0016246	-	FUN_040159-T1, FUN_040161-T1, FUN_040161-T2		
N0.HOG0016860	OG0016247	-	FUN_040171-T1	Pocillopora_meandrina_HIv1___RNAseq.g7735.t1	Peve_00038130
N0.HOG0016861	OG0016248	-	FUN_040173-T1	Pocillopora_meandrina_HIv1___RNAseq.g7732.t2	Peve_00038124
N0.HOG0016862	OG0016249	-	FUN_040203-T1	Pocillopora_meandrina_HIv1___TS.g1483.t1	Peve_00038111
N0.HOG0016863	OG0016250	-	FUN_040204-T1	Pocillopora_meandrina_HIv1___RNAseq.g7737.t1	Peve_00038097
N0.HOG0016864	OG0016251	-	FUN_040205-T1	Pocillopora_meandrina_HIv1___RNAseq.g7738.t1	Peve_00038142
N0.HOG0016865	OG0016252	-	FUN_040206-T1	Pocillopora_meandrina_HIv1___RNAseq.g7739.t1	Peve_00038134
N0.HOG0016866	OG0016253	-	FUN_040220-T1	Pocillopora_meandrina_HIv1___RNAseq.g7757.t1	Peve_00023452
N0.HOG0016867	OG0016254	-	FUN_040221-T1	Pocillopora_meandrina_HIv1___RNAseq.g7758.t1	Peve_00023453
N0.HOG0016868	OG0016255	-	FUN_040223-T1	Pocillopora_meandrina_HIv1___RNAseq.g7763.t1	Peve_00010288
N0.HOG0016869	OG0016256	-	FUN_040226-T1	Pocillopora_meandrina_HIv1___RNAseq.g7764.t1	Peve_00010289
N0.HOG0016870	OG0016257	-	FUN_040228-T3, FUN_040228-T2, FUN_040228-T1		
N0.HOG0016871	OG0016258	-	FUN_040230-T1	Pocillopora_meandrina_HIv1___RNAseq.g7765.t1	Peve_00013005
N0.HOG0016872	OG0016259	-	FUN_040232-T1	Pocillopora_meandrina_HIv1___RNAseq.g7766.t1	Peve_00013006
N0.HOG0016873	OG0016260	-	FUN_040235-T1	Pocillopora_meandrina_HIv1___RNAseq.g7786.t1	Peve_00021816
N0.HOG0016874	OG0016261	-	FUN_040237-T1	Pocillopora_meandrina_HIv1___RNAseq.g7785.t1	Peve_00021819
N0.HOG0016875	OG0016262	-	FUN_040238-T1	Pocillopora_meandrina_HIv1___RNAseq.g7784.t1	Peve_00021820
N0.HOG0016876	OG0016263	-	FUN_040239-T1	Pocillopora_meandrina_HIv1___RNAseq.g7783.t2	Peve_00018574
N0.HOG0016877	OG0016264	-	FUN_040241-T1	Pocillopora_meandrina_HIv1___RNAseq.g7782.t1	Peve_00018573
N0.HOG0016878	OG0016265	-	FUN_040242-T2	Pocillopora_meandrina_HIv1___RNAseq.g7781.t1	Peve_00018572
N0.HOG0016879	OG0016266	-	FUN_040243-T1	Pocillopora_meandrina_HIv1___RNAseq.g7780.t1	Peve_00018570
N0.HOG0016880	OG0016267	-	FUN_040244-T1	Pocillopora_meandrina_HIv1___RNAseq.g7779.t1	Peve_00018569
N0.HOG0016881	OG0016268	-	FUN_040260-T1	Pocillopora_meandrina_HIv1___RNAseq.g7787.t1	Peve_00029136
N0.HOG0016882	OG0016269	-	FUN_040263-T1	Pocillopora_meandrina_HIv1___RNAseq.g7788.t1	Peve_00029137
N0.HOG0016883	OG0016270	-	FUN_040266-T1	Pocillopora_meandrina_HIv1___RNAseq.g6541.t1	Peve_00007660
N0.HOG0016884	OG0016271	-	FUN_040270-T1		Peve_00008068, Peve_00008067
N0.HOG0016885	OG0016272	-	FUN_040271-T1	Pocillopora_meandrina_HIv1___RNAseq.g7810.t1	Peve_00014976
N0.HOG0016886	OG0016273	-	FUN_040272-T1	Pocillopora_meandrina_HIv1___RNAseq.g7809.t1	Peve_00014975
N0.HOG0016887	OG0016274	-	FUN_040627-T1, FUN_040277-T1	Pocillopora_meandrina_HIv1___RNAseq.g7881.t1	
N0.HOG0016888	OG0016275	-	FUN_040284-T1	Pocillopora_meandrina_HIv1___RNAseq.g9071.t1	Peve_00038643
N0.HOG0016889	OG0016276	-	FUN_040299-T1	Pocillopora_meandrina_HIv1___TS.g20792.t1	Peve_00038649
N0.HOG0016890	OG0016277	-	FUN_040300-T1	Pocillopora_meandrina_HIv1___RNAseq.g9074.t1	Peve_00038648
N0.HOG0016891	OG0016278	-	FUN_040301-T1	Pocillopora_meandrina_HIv1___RNAseq.g9075.t1	Peve_00038647
N0.HOG0016892	OG0016279	-	FUN_040302-T1	Pocillopora_meandrina_HIv1___TS.g20795.t2	Peve_00038640
N0.HOG0016893	OG0016280	-	FUN_040305-T1	Pocillopora_meandrina_HIv1___RNAseq.g9077.t1	Peve_00020534
N0.HOG0016894	OG0016281	-	FUN_040306-T1	Pocillopora_meandrina_HIv1___RNAseq.g9079.t1	Peve_00020535
N0.HOG0016895	OG0016282	-	FUN_040322-T1	Pocillopora_meandrina_HIv1___RNAseq.g13815.t1	Peve_00027395
N0.HOG0016896	OG0016283	-	FUN_040324-T1		Peve_00025744, Peve_00025746
N0.HOG0016897	OG0016284	-	FUN_040326-T1	Pocillopora_meandrina_HIv1___TS.g20801.t1a	Peve_00025747
N0.HOG0016898	OG0016285	-	FUN_040328-T1	Pocillopora_meandrina_HIv1___RNAseq.g9085.t1	Peve_00025748
N0.HOG0016899	OG0016286	-	FUN_040365-T2, FUN_040365-T1		Peve_00027108
N0.HOG0016900	OG0016287	-	FUN_042986-T1, FUN_040383-T1		Peve_00012069
N0.HOG0016901	OG0016288	-	FUN_040402-T1	Pocillopora_meandrina_HIv1___RNAseq.g6531.t1	Peve_00014984
N0.HOG0016902	OG0016289	-	FUN_040403-T1	Pocillopora_meandrina_HIv1___RNAseq.g9090.t1	Peve_00014974
N0.HOG0016903	OG0016290	-	FUN_040422-T1	Pocillopora_meandrina_HIv1___RNAseq.g9087.t1	Peve_00014972
N0.HOG0016904	OG0016291	-	FUN_040423-T1	Pocillopora_meandrina_HIv1___RNAseq.g6507.t1	Peve_00004008
N0.HOG0016905	OG0016292	-	FUN_040424-T1	Pocillopora_meandrina_HIv1___RNAseq.g6508.t1	Peve_00004009
N0.HOG0016906	OG0016293	-	FUN_040425-T1	Pocillopora_meandrina_HIv1___RNAseq.g6509.t1	Peve_00004010
N0.HOG0016907	OG0016294	-	FUN_040426-T1	Pocillopora_meandrina_HIv1___RNAseq.g6510.t1	Peve_00004011
N0.HOG0016908	OG0016295	-	FUN_040442-T1	Pocillopora_meandrina_HIv1___RNAseq.g6514.t1	Peve_00004014
N0.HOG0016909	OG0016296	-	FUN_040443-T1	Pocillopora_meandrina_HIv1___RNAseq.g6517.t1	Peve_00004016
N0.HOG0016910	OG0016297	-	FUN_040444-T1	Pocillopora_meandrina_HIv1___RNAseq.g6519.t1	Peve_00004018
N0.HOG0016911	OG0016298	-	FUN_040445-T1	Pocillopora_meandrina_HIv1___RNAseq.g6520.t1	Peve_00004020
N0.HOG0016912	OG0016299	-	FUN_040469-T1, FUN_044871-T1		Peve_00029122
N0.HOG0016913	OG0016300	-	FUN_040473-T1	Pocillopora_meandrina_HIv1___TS.g256.t1	Peve_00004019
N0.HOG0016914	OG0016301	-	FUN_040478-T1	Pocillopora_meandrina_HIv1___RNAseq.g6523.t1	Peve_00015419
N0.HOG0016915	OG0016302	-	FUN_040488-T1, FUN_040487-T1, FUN_040482-T1		
N0.HOG0016916	OG0016303	-	FUN_045663-T1, FUN_040484-T1		Peve_00016061
N0.HOG0016917	OG0016304	-	FUN_040489-T1	Pocillopora_meandrina_HIv1___TS.g260.t2	Peve_00015394
N0.HOG0016918	OG0016305	-	FUN_040490-T1	Pocillopora_meandrina_HIv1___RNAseq.g6526.t1	Peve_00015395
N0.HOG0016919	OG0016306	-	FUN_040491-T1	Pocillopora_meandrina_HIv1___RNAseq.g6527.t1	Peve_00015396
N0.HOG0016920	OG0016307	-	FUN_040492-T1	Pocillopora_meandrina_HIv1___RNAseq.g6528.t1b	Peve_00015397
N0.HOG0016921	OG0016308	-	FUN_040493-T1	Pocillopora_meandrina_HIv1___RNAseq.g6529.t1	Peve_00015398
N0.HOG0016922	OG0016309	-	FUN_040494-T1	Pocillopora_meandrina_HIv1___RNAseq.g6530.t1c	Peve_00015399
N0.HOG0016923	OG0016310	-	FUN_040501-T1		Peve_00036185, Peve_00030234
N0.HOG0016924	OG0016311	-	FUN_040545-T1	Pocillopora_meandrina_HIv1___RNAseq.g23209.t1	Peve_00022792
N0.HOG0016925	OG0016312	-	FUN_040547-T1	Pocillopora_meandrina_HIv1___RNAseq.g6506.t1	Peve_00015401
N0.HOG0016926	OG0016313	-	FUN_040548-T1	Pocillopora_meandrina_HIv1___RNAseq.g6505.t1	Peve_00015402
N0.HOG0016927	OG0016314	-	FUN_040549-T1	Pocillopora_meandrina_HIv1___RNAseq.g6504.t1	Peve_00015403
N0.HOG0016928	OG0016315	-	FUN_040550-T1	Pocillopora_meandrina_HIv1___RNAseq.g6474.t1	Peve_00015404
N0.HOG0016929	OG0016316	-	FUN_040551-T1	Pocillopora_meandrina_HIv1___RNAseq.g16201.t1, Pocillopora_meandrina_HIv1___RNAseq.g26968.t1	
N0.HOG0016930	OG0016317	-	FUN_040575-T1		Peve_00016879, Peve_00029998
N0.HOG0016931	OG0016318	-	FUN_040578-T1	Pocillopora_meandrina_HIv1___RNAseq.g20841.t1	Peve_00014912
N0.HOG0016932	OG0016319	-	FUN_040610-T1	Pocillopora_meandrina_HIv1___TS.g215.t1	Peve_00015406
N0.HOG0016933	OG0016320	-	FUN_040611-T1	Pocillopora_meandrina_HIv1___RNAseq.g6473.t1	Peve_00015408
N0.HOG0016934	OG0016321	-	FUN_040615-T1	Pocillopora_meandrina_HIv1___RNAseq.g6470.t1	Peve_00015411
N0.HOG0016935	OG0016322	-	FUN_040666-T1	Pocillopora_meandrina_HIv1___RNAseq.g6466.t1	Peve_00015414
N0.HOG0016936	OG0016323	-	FUN_040668-T1	Pocillopora_meandrina_HIv1___RNAseq.g6463.t1	Peve_00015417
N0.HOG0016937	OG0016324	-	FUN_040674-T1	Pocillopora_meandrina_HIv1___RNAseq.g6457.t1	Peve_00015421
N0.HOG0016938	OG0016325	-	FUN_040676-T1	Pocillopora_meandrina_HIv1___RNAseq.g6455.t1	Peve_00009590
N0.HOG0016939	OG0016326	-	FUN_040680-T1	Pocillopora_meandrina_HIv1___RNAseq.g6447.t1	Peve_00009589
N0.HOG0016940	OG0016327	-	FUN_040682-T2, FUN_040682-T1	Pocillopora_meandrina_HIv1___RNAseq.g6448.t1	
N0.HOG0016941	OG0016328	-	FUN_040685-T1	Pocillopora_meandrina_HIv1___RNAseq.g6451.t2	Peve_00007653
N0.HOG0016942	OG0016329	-	FUN_040686-T1	Pocillopora_meandrina_HIv1___RNAseq.g6452.t1	Peve_00007674
N0.HOG0016943	OG0016330	-	FUN_040687-T1	Pocillopora_meandrina_HIv1___RNAseq.g6440.t2	Peve_00042976
N0.HOG0016944	OG0016331	-	FUN_040690-T1	Pocillopora_meandrina_HIv1___RNAseq.g27964.t1b	Peve_00025667
N0.HOG0016945	OG0016332	-	FUN_040691-T2, FUN_040691-T1		Peve_00042967
N0.HOG0016946	OG0016333	-	FUN_040692-T1	Pocillopora_meandrina_HIv1___RNAseq.g6443.t2	Peve_00042946
N0.HOG0016947	OG0016334	-	FUN_040693-T1	Pocillopora_meandrina_HIv1___RNAseq.g6444.t1	Peve_00042935
N0.HOG0016948	OG0016335	-	FUN_040695-T1	Pocillopora_meandrina_HIv1___RNAseq.g9092.t1	Peve_00029579
N0.HOG0016949	OG0016336	-	FUN_040696-T2, FUN_040696-T1		Peve_00029578
N0.HOG0016950	OG0016337	-	FUN_040701-T1	Pocillopora_meandrina_HIv1___TS.g27427.t1	Peve_00011825
N0.HOG0016951	OG0016338	-	FUN_040712-T1	Pocillopora_meandrina_HIv1___RNAseq.g6565.t2	Peve_00002271
N0.HOG0016952	OG0016339	-	FUN_040713-T1	Pocillopora_meandrina_HIv1___TS.g280.t1	Peve_00002272
N0.HOG0016953	OG0016340	-	FUN_040714-T1	Pocillopora_meandrina_HIv1___RNAseq.g6550.t1	Peve_00002273
N0.HOG0016954	OG0016341	-	FUN_040716-T1	Pocillopora_meandrina_HIv1___RNAseq.g6551.t1	Peve_00002274
N0.HOG0016955	OG0016342	-	FUN_040717-T1	Pocillopora_meandrina_HIv1___RNAseq.g6552.t1	Peve_00002276
N0.HOG0016956	OG0016343	-	FUN_040783-T1	Pocillopora_meandrina_HIv1___RNAseq.4208_tb	Peve_00042929
N0.HOG0016957	OG0016344	-	FUN_040796-T1		Peve_00026646, Peve_00028417
N0.HOG0016958	OG0016345	-	FUN_040807-T1, FUN_042297-T1		Peve_00003249
N0.HOG0016959	OG0016346	-	FUN_040854-T1	Pocillopora_meandrina_HIv1___RNAseq.g6539.t1	Peve_00007658
N0.HOG0016960	OG0016347	-	FUN_040857-T1	Pocillopora_meandrina_HIv1___RNAseq.4208_ta	Peve_00002299
N0.HOG0016961	OG0016348	-	FUN_040860-T1	Pocillopora_meandrina_HIv1___RNAseq.g6567.t1	Peve_00002267
N0.HOG0016962	OG0016349	-	FUN_040861-T1	Pocillopora_meandrina_HIv1___RNAseq.g6554.t1	Peve_00002298
N0.HOG0016963	OG0016350	-	FUN_040878-T1	Pocillopora_meandrina_HIv1___RNAseq.g6534.t1	Peve_00002288
N0.HOG0016964	OG0016351	-	FUN_040901-T1	Pocillopora_meandrina_HIv1___TS.g269.t1	Peve_00002290
N0.HOG0016965	OG0016352	-	FUN_040908-T1	Pocillopora_meandrina_HIv1___RNAseq.g26838.t1	Peve_00033673
N0.HOG0016966	OG0016353	-	FUN_040964-T1	Pocillopora_meandrina_HIv1___RNAseq.g12095.t1	Peve_00031412
N0.HOG0016967	OG0016354	-	FUN_041056-T1	Pocillopora_meandrina_HIv1___RNAseq.g17703.t1	Peve_00021302
N0.HOG0016968	OG0016355	-	FUN_045027-T1, FUN_041077-T1		Peve_00020795
N0.HOG0016969	OG0016356	-	FUN_041080-T1		Peve_00033346, Peve_00027556
N0.HOG0016970	OG0016357	-	FUN_041135-T1	Pocillopora_meandrina_HIv1___RNAseq.g27984.t1	Peve_00022848
N0.HOG0016971	OG0016358	-	FUN_041155-T1		Peve_00006352, Peve_00006357
N0.HOG0016972	OG0016359	-	FUN_041163-T1		Peve_00044854, Peve_00021089
N0.HOG0016973	OG0016360	-	FUN_041263-T1, FUN_041277-T1, FUN_041265-T1		
N0.HOG0016974	OG0016361	-	FUN_041311-T1	Pocillopora_meandrina_HIv1___RNAseq.g16009.t1	Peve_00036795
N0.HOG0016975	OG0016362	-	FUN_041312-T1	Pocillopora_meandrina_HIv1___RNAseq.6732_t	Peve_00032356
N0.HOG0016976	OG0016363	-	FUN_041326-T1, FUN_041332-T1, FUN_041345-T1		
N0.HOG0016977	OG0016364	-	FUN_041361-T1		Peve_00000567, Peve_00018190
N0.HOG0016978	OG0016365	-	FUN_041368-T1	Pocillopora_meandrina_HIv1___RNAseq.g16110.t1	Peve_00037822
N0.HOG0016979	OG0016366	-	FUN_041369-T1	Pocillopora_meandrina_HIv1___RNAseq.g16109.t2	Peve_00037815
N0.HOG0016980	OG0016367	-	FUN_041371-T1, FUN_041372-T1		Peve_00044210
N0.HOG0016981	OG0016368	-	FUN_041389-T1	Pocillopora_meandrina_HIv1___RNAseq.g15715.t1	Peve_00044211
N0.HOG0016982	OG0016369	-	FUN_041392-T1	Pocillopora_meandrina_HIv1___RNAseq.g15717.t1	Peve_00044204
N0.HOG0016983	OG0016370	-	FUN_041393-T1	Pocillopora_meandrina_HIv1___RNAseq.g15718.t1	Peve_00020589
N0.HOG0016984	OG0016371	-	FUN_041404-T1	Pocillopora_meandrina_HIv1___RNAseq.g15720.t1	Peve_00020588
N0.HOG0016985	OG0016372	-	FUN_041410-T1	Pocillopora_meandrina_HIv1___RNAseq.g15731.t1	Peve_00017540
N0.HOG0016986	OG0016373	-	FUN_041411-T1	Pocillopora_meandrina_HIv1___RNAseq.g15738.t1	Peve_00030724
N0.HOG0016987	OG0016374	-	FUN_041426-T1	Pocillopora_meandrina_HIv1___RNAseq.g15735.t2	Peve_00008987
N0.HOG0016988	OG0016375	-	FUN_041428-T1	Pocillopora_meandrina_HIv1___RNAseq.g15734.t1	Peve_00008985
N0.HOG0016989	OG0016376	-	FUN_041429-T1		Peve_00036320, Peve_00008986
N0.HOG0016990	OG0016377	-	FUN_041431-T1	Pocillopora_meandrina_HIv1___RNAseq.g15733.t1	Peve_00008988
N0.HOG0016991	OG0016378	-	FUN_041438-T2	Pocillopora_meandrina_HIv1___RNAseq.g15745.t2	Peve_00007741
N0.HOG0016992	OG0016379	-	FUN_041439-T1	Pocillopora_meandrina_HIv1___RNAseq.g15746.t1	Peve_00007740
N0.HOG0016993	OG0016380	-	FUN_041440-T1	Pocillopora_meandrina_HIv1___RNAseq.g15747.t1	Peve_00007732
N0.HOG0016994	OG0016381	-	FUN_041441-T1	Pocillopora_meandrina_HIv1___RNAseq.g15693.t1	Peve_00007412
N0.HOG0016995	OG0016382	-	FUN_041442-T1	Pocillopora_meandrina_HIv1___RNAseq.g15694.t1	Peve_00007411
N0.HOG0016996	OG0016383	-	FUN_041443-T1	Pocillopora_meandrina_HIv1___RNAseq.g15695.t1	Peve_00007410
