transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
mrna-31433,8622,3378,1576,2592,8735
mrna-31430,2914,748,1853,1378,3055
mrna-31431,0,0,0,0,0
mrna-31436,361,79,154,111,410
mrna-34405,144,73,436,87,51
mrna-31434,12225,6997,15444,8488,13419
mrna-31435,0,0,0,22,52
mrna-37179,1210,816,4009,999,1163
mrna-37178,250,84,757,132,162
mrna-37171,0,126,720,302,513
mrna-37170,445,130,790,163,451
mrna-37173,13,77,0,158,0
mrna-37172,0,0,0,0,9
mrna-37175,0,0,0,0,0
mrna-37174,22,55,42,7,45
mrna-37177,159,199,0,156,94
mrna-37176,103,250,392,287,192
mrna-30321,0,0,0,7,0
mrna-30320,303,229,1257,230,315
mrna-30323,67,27,380,141,110
mrna-36802,0,0,0,0,0
mrna-36803,24,19,0,12,16
mrna-36800,2619,965,4177,2184,3659
mrna-36801,0,8,0,0,4
mrna-36806,4,0,0,0,4
mrna-36807,0,0,0,0,0
mrna-36804,10,0,0,0,18
mrna-36805,0,0,0,0,0
mrna-37113,0,0,0,0,0
mrna-36808,0,63,4,2,7
mrna-36809,54,23,207,7,81
mrna-37112,0,0,0,3,0
mrna-37111,0,0,0,2,0
mrna-30326,13,0,25,0,13
mrna-38017,0,0,0,0,0
mrna-38016,0,0,0,0,0
mrna-29677,0,0,0,11,0
mrna-38014,9,0,0,52,44
mrna-38013,651,250,1295,271,543
mrna-02106,470,259,1337,159,589
mrna-38012,390,9,676,149,397
mrna-29673,4,0,245,8,7
mrna-38010,75,30,263,56,212
mrna-35443,0,3,0,0,0
mrna-35442,425,79,722,322,732
mrna-35441,0,0,0,0,0
mrna-35440,2122,27,19,197,86
mrna-35447,28,0,0,28,17
mrna-35446,0,0,0,0,0
mrna-35445,28,4902,305,15,2867
mrna-35444,0,18,2,0,45
mrna-35449,0,0,0,0,0
mrna-35448,101,0,263,79,150
mrna-26322,187,17,326,66,61
mrna-23131,0,0,0,0,0
mrna-23132,26,4,12,0,11
mrna-26321,2,7,52,6,16
mrna-23134,32,0,216,0,706
mrna-23135,1690,833,3154,1316,1898
mrna-23136,15891,2863,534,7484,24232
mrna-23137,15294,3854,2501,7092,27638
mrna-23138,358,226,817,293,540
mrna-23139,1493,33,695,925,1811
mrna-26328,0,0,19,0,0
mrna-26329,0,384,0,21,258
mrna-20441,85,96,22,60,133
mrna-20440,353,20,489,154,184
mrna-20443,346,267,815,235,732
mrna-27490,0,0,0,0,0
mrna-20445,0,0,0,0,0
mrna-20444,3069,1145,2878,2077,4451
mrna-20447,138,210,1180,265,821
mrna-27494,0,0,0,0,0
mrna-20449,32,22,114,43,51
mrna-20448,500,167,1292,643,837
mrna-27499,299,125,79,25,30
mrna-27498,649,317,1297,1429,3105
mrna-16516,79,0,45,44,25
mrna-16517,0,0,0,0,0
mrna-16514,124,69,251,65,147
mrna-16515,984,346,493,250,1417
mrna-16512,0,0,0,0,0
mrna-16513,935,185,1038,411,539
mrna-16510,0,0,0,0,0
mrna-16511,1021,14,248,281,91
mrna-16518,718,180,701,197,249
mrna-16519,245,5,442,167,49
mrna-27145,0,0,0,0,0
mrna-27144,0,0,36,0,0
mrna-27147,0,0,0,0,0
mrna-27146,0,0,0,0,0
mrna-27141,148,110,291,55,199
mrna-27140,3854,1387,9113,5160,6477
mrna-27143,48,0,108,0,3
mrna-27142,22393,15695,26255,14099,25338
mrna-27149,4308,774,1029,1557,3031
mrna-27148,168,1209,0,31,315
mrna-23798,0,0,0,0,0
mrna-23799,0,48,282,25,350
mrna-23794,0,0,0,0,0
mrna-23795,0,0,0,0,0
mrna-23796,0,0,0,0,0
mrna-23797,0,0,0,0,0
mrna-23790,153,123,66,110,170
mrna-23791,0,0,0,0,0
mrna-23792,26,20,0,33,28
mrna-23793,0,0,0,0,0
mrna-28672,6,8,0,0,46
mrna-13564,177,137,335,244,156
mrna-28670,2017,1157,3128,1194,2718
mrna-28671,0,0,0,0,0
mrna-28676,542,559,941,359,673
mrna-28677,332,93,384,78,145
mrna-28674,188,130,254,160,518
mrna-28675,34,24,143,44,89
mrna-28678,0,0,6,0,0
mrna-28679,9,7,42,0,133
mrna-05006,0,0,0,0,0
mrna-15157,17,33,0,17,57
mrna-15156,341,0,0,0,30
mrna-15155,44,34,38,0,50
mrna-15154,102,5,0,0,11
mrna-15153,0,0,0,0,0
mrna-15152,26,19,37,111,79
mrna-15151,669,241,651,370,475
mrna-15150,436,169,918,193,433
mrna-13560,298,11,0,85,343
mrna-15159,0,0,0,0,52
mrna-15158,115,70,571,135,342
mrna-21796,485,5,333,341,447
mrna-21797,1271,709,1145,776,1913
mrna-21794,957,16,408,77,225
mrna-21795,401,228,1327,438,358
mrna-21792,26,12,127,47,55
mrna-21793,1315,297,796,494,1320
mrna-21790,13,11,122,30,85
mrna-21791,27,0,10,0,0
mrna-01201,0,0,0,0,0
mrna-21798,0,3,0,0,17
mrna-21799,2285,1513,1414,1279,1967
mrna-23866,0,0,253,5,4
mrna-23867,0,0,0,0,0
mrna-23864,0,6,0,0,0
mrna-23865,165,40,165,45,15
mrna-23862,0,0,0,0,0
mrna-23863,0,0,0,0,0
mrna-23860,0,0,0,0,9
mrna-23861,2084,684,812,994,2583
mrna-23868,0,0,0,0,0
mrna-23869,55,47,0,0,16
mrna-32499,367,130,1167,238,357
mrna-32498,125,80,769,39,67
mrna-32491,1016,646,2583,421,1167
mrna-32490,705,303,798,25,926
mrna-32493,7845,1650,4858,2551,12503
mrna-32492,34155,20891,34241,22024,36774
mrna-32495,0,0,70,0,0
mrna-32494,17,6,0,19,33
mrna-32497,970,646,1290,283,1369
mrna-32496,1429,967,1509,659,1966
mrna-29235,127,43,347,75,422
mrna-29234,0,129,380,33,299
mrna-05859,0,0,0,0,0
mrna-29236,0,0,0,0,0
mrna-29231,101,131,135,13,93
mrna-29230,292,77,0,87,224
mrna-29233,633,318,5,539,863
mrna-29232,245,42,895,190,438
mrna-05853,0,0,0,0,0
mrna-05852,387,162,347,120,350
mrna-21422,5,0,0,24,0
mrna-05850,1223,238,5619,781,1995
mrna-29239,22,26,0,14,102
mrna-29238,30,4,14,13,124
mrna-05855,0,0,707,65,130
mrna-21427,222,74,324,107,77
mrna-15377,0,0,0,0,0
mrna-15376,0,0,0,0,0
mrna-12512,17,0,0,0,38
mrna-12513,190,79,589,197,170
mrna-12510,0,0,0,0,0
mrna-12511,0,0,0,0,0
mrna-12516,1,0,0,0,1
mrna-12517,594,101,704,141,511
mrna-12514,0,0,0,0,0
mrna-12515,0,0,0,0,0
mrna-17744,0,0,69,0,0
mrna-17745,0,0,0,0,0
mrna-12518,19,0,0,0,0
mrna-17747,92,13,97,26,104
mrna-17740,161,18,214,406,91
mrna-17741,14,16,11,2,3
mrna-17742,158,176,301,65,0
mrna-17743,35,0,27,0,58
mrna-15378,8,5,0,0,0
mrna-05589,0,0,0,0,0
mrna-05588,2,6,0,0,0
mrna-08759,192,47,165,99,323
mrna-08758,0,0,0,0,0
mrna-05585,152,17,102,0,209
mrna-08756,278,98,270,92,67
mrna-05587,79,0,0,53,0
mrna-05586,36,0,0,431,0
mrna-05581,79,6,90,14,22
mrna-08752,282,226,163,155,320
mrna-08751,9,0,0,21,3
mrna-08750,2365,769,1900,854,2838
mrna-14204,441,122,560,377,942
mrna-14205,233,185,364,238,818
mrna-14206,43,0,188,0,74
mrna-14207,143,167,171,109,156
mrna-14200,124,120,228,89,125
mrna-14201,1189,363,1182,576,1343
mrna-14202,509,404,1088,309,1260
mrna-14203,2696,542,1453,712,849
mrna-14208,43,0,136,6,65
mrna-14209,20,27,0,0,6
mrna-19638,0,0,0,0,0
mrna-19639,0,0,0,0,0
mrna-10914,0,0,0,0,0
mrna-10915,0,0,0,0,0
mrna-10916,0,0,0,0,0
mrna-10917,0,0,0,0,0
mrna-10910,0,0,0,0,0
mrna-13554,2649,0,1282,972,1346
mrna-10912,18,8,4,6,2
mrna-10913,0,0,0,0,0
mrna-10918,0,0,0,0,0
mrna-10919,545,446,2117,449,705
mrna-11355,125,0,214,24,239
mrna-11354,55,22,221,60,134
mrna-11357,0,0,0,0,0
mrna-11356,64,28,91,44,73
mrna-11351,2028,642,1656,1730,2342
mrna-11350,238,57,510,137,263
mrna-11353,23,0,11,9,73
mrna-11352,7251,1806,6329,5644,12940
mrna-11359,0,0,0,0,1
mrna-11358,0,37,15,4,0
mrna-18450,0,0,0,0,0
mrna-18453,72,25,376,81,170
mrna-04061,33,0,0,0,44
mrna-04060,0,0,0,0,16
mrna-04063,0,0,0,0,0
mrna-04062,183,18,621,73,171
mrna-04065,81,0,0,0,71
mrna-04064,159,23,0,0,286
mrna-04067,210,0,2,6,114
mrna-04066,762,154,1267,167,616
mrna-04069,0,0,0,0,0
mrna-04068,119,24,333,26,94
mrna-10008,1171,290,865,1016,1335
mrna-10009,40,18,106,19,39
mrna-18455,75,19,569,54,469
mrna-10003,0,0,0,0,0
mrna-10000,0,0,0,0,0
mrna-10001,43,0,0,6,0
mrna-10006,2261,1270,770,1200,3661
mrna-10007,740,357,108,291,940
mrna-10004,0,5,0,0,7
mrna-10005,42,0,40,0,13
mrna-13269,141,12,387,82,168
mrna-13268,0,0,0,0,0
mrna-13267,367,143,124,141,404
mrna-13266,87,33,79,36,55
mrna-13265,0,0,0,0,0
mrna-13264,0,0,0,0,0
mrna-13263,554,204,727,220,607
mrna-13262,4,0,144,6,25
mrna-13261,55,0,127,75,156
mrna-13260,3,0,91,141,16
mrna-15632,10,26,0,14,0
mrna-15633,1044,28,654,522,874
mrna-15630,3498,811,2160,1055,5700
mrna-15631,0,0,35,0,0
mrna-15636,0,0,0,0,0
mrna-15637,0,0,0,0,0
mrna-18454,266,12,431,228,206
mrna-15635,0,0,43,0,0
mrna-15638,0,0,0,0,0
mrna-15639,18,0,126,0,17
mrna-18457,20,0,190,9,21
mrna-15984,0,0,0,0,0
mrna-15985,8,10,14,15,19
mrna-15986,549,164,704,294,333
mrna-15987,0,0,0,0,0
mrna-15980,0,0,0,0,0
mrna-15981,0,0,0,0,0
mrna-15982,1,0,0,0,0
mrna-15983,1,0,0,0,4
mrna-15988,0,0,0,0,0
mrna-15989,2350,679,1966,1245,2303
mrna-09938,25,638,75,295,79
mrna-09939,6,16,0,0,0
mrna-09930,0,0,0,0,0
mrna-09931,0,0,0,0,0
mrna-09932,198,84,320,107,516
mrna-09933,0,0,0,0,0
mrna-09934,0,0,0,0,9
mrna-09935,1494,521,1351,211,461
mrna-09936,21,269,43,228,8
mrna-09937,55,674,49,601,47
mrna-05008,0,0,0,0,0
mrna-05009,0,0,0,0,0
mrna-02058,242,131,408,157,172
mrna-02059,541,164,456,117,721
mrna-02056,679,318,633,343,602
mrna-02057,475,233,186,150,1113
mrna-02054,440,31,756,210,219
mrna-02055,76,0,202,12,29
mrna-02052,66,60,47,24,104
mrna-02053,32,6,472,12,54
mrna-02050,1853,26,3016,1407,3576
mrna-02051,1235,8,1827,1190,557
mrna-14583,32,14,158,49,83
mrna-14582,62,20,232,59,137
mrna-14581,46,43,132,6,76
mrna-14580,286,141,871,124,279
mrna-14587,118,74,135,56,28
mrna-14586,139,114,648,143,151
mrna-14585,59,25,98,42,105
mrna-14584,28,44,310,63,93
mrna-14589,0,0,0,0,13
mrna-14588,11,0,89,6,8
mrna-00740,0,0,0,0,0
mrna-00741,0,0,0,19,0
mrna-00742,0,0,0,0,0
mrna-00743,0,0,0,0,0
mrna-00744,0,0,14,0,15
mrna-00745,0,0,0,0,0
mrna-00746,0,0,0,0,0
mrna-00747,1,2,0,0,2
mrna-00748,0,0,0,3,0
mrna-00749,0,0,0,0,0
mrna-28870,0,0,0,0,0
mrna-28871,0,0,0,0,0
mrna-31465,0,0,0,0,0
mrna-34862,0,0,0,0,0
mrna-04843,0,0,0,0,10
mrna-04842,0,2,0,0,0
mrna-04841,0,0,0,0,6
mrna-04840,1,4,0,3,4
mrna-04847,11,7,0,0,0
mrna-04846,21,0,62,0,49
mrna-01837,0,0,0,0,0
mrna-04844,0,0,0,0,0
mrna-01839,51,0,0,16,56
mrna-01838,0,0,0,0,8
mrna-04849,2,0,0,0,0
mrna-04848,0,0,20,0,0
mrna-30721,524,233,930,406,283
mrna-30720,1377,148,216,115,136
mrna-30723,0,0,0,0,0
mrna-30722,120,60,215,41,143
mrna-38530,31,18,0,18,0
mrna-38531,6,0,0,0,2
mrna-38532,69,32,257,53,226
mrna-38533,214,148,407,159,470
mrna-38534,20,0,25,0,7
mrna-38535,0,0,0,0,0
mrna-38536,821,83,1290,674,1571
mrna-38537,0,0,61,0,2
mrna-38538,0,0,0,0,0
mrna-38539,953,357,3450,616,1223
mrna-03091,5,5,0,17,14
mrna-03090,0,0,0,0,0
mrna-03093,3,0,0,0,0
mrna-03092,0,0,0,0,0
mrna-03095,75,58,445,30,260
mrna-03094,116,37,362,73,260
mrna-03097,474,207,657,168,422
mrna-03096,11441,6084,71890,15869,26378
mrna-03099,0,0,0,0,0
mrna-03098,3830,813,1419,1404,4202
mrna-05247,2,2,0,0,51
mrna-30097,262,245,478,257,133
mrna-28531,18,0,0,0,0
mrna-30095,0,43,131,32,21
mrna-30094,510,378,1108,710,1378
mrna-30093,9961,3971,11858,5803,11763
mrna-30092,2307,901,2669,1013,2573
mrna-07578,116,52,107,65,467
mrna-07579,0,0,29,43,35
mrna-07576,13,7,63,123,0
mrna-07577,564,197,585,344,1379
mrna-07574,0,0,0,0,0
mrna-07575,34,156,796,1034,0
mrna-07572,0,10,68,174,0
mrna-07573,0,0,0,2,0
mrna-07570,0,0,0,0,0
mrna-30098,110,45,296,64,112
mrna-39750,0,14,0,366,0
mrna-28535,0,0,170,0,2
mrna-28534,56,97,163,61,92
mrna-39755,0,0,0,0,0
mrna-28536,0,0,0,0,0
mrna-22537,35,33,254,24,0
mrna-22229,0,0,0,0,0
mrna-05245,0,0,0,0,0
mrna-22536,379,49,1624,220,163
mrna-22223,33,90,89,0,48
mrna-22222,0,0,0,0,47
mrna-22221,3,0,9,4,11
mrna-22220,61,34,2,15,19
mrna-22227,0,0,0,0,0
mrna-22226,0,0,0,0,0
mrna-22225,0,0,0,0,0
mrna-22224,4,2,9,3,3
mrna-38398,0,0,0,0,0
mrna-38399,0,0,0,0,0
mrna-38394,0,0,0,0,0
mrna-38395,0,0,0,0,0
mrna-38396,0,0,0,0,0
mrna-38397,198,67,0,0,0
mrna-38390,0,0,0,0,0
mrna-38391,0,0,0,0,0
mrna-38392,0,17,0,0,17
mrna-38393,0,0,0,0,0
mrna-27431,38,31,50,28,71
mrna-20426,0,0,0,0,0
mrna-20425,0,0,0,0,0
mrna-20424,0,0,0,0,0
mrna-20423,0,0,0,0,0
mrna-20422,0,0,0,0,0
mrna-20421,0,0,0,0,0
mrna-20420,0,0,0,0,0
mrna-02878,0,0,61,5,27
mrna-02879,0,0,0,0,0
mrna-38086,121,27,241,29,54
mrna-02870,0,0,0,0,11
mrna-02871,7,4,9,4,11
mrna-02872,14,0,113,0,0
mrna-02873,0,0,0,7,0
mrna-02874,1658,795,1253,403,1709
mrna-02875,215,105,127,38,123
mrna-02876,12,0,0,0,16
mrna-02877,7,23,471,28,106
mrna-23407,0,7,0,0,0
mrna-21777,0,0,251,0,0
mrna-36009,7,11,91,3,31
mrna-31547,12,0,0,0,10
mrna-39155,7,0,0,0,22
mrna-38654,0,13,0,0,4
mrna-01066,0,0,0,14,127
mrna-01067,0,0,0,0,0
mrna-01064,55,41,189,117,138
mrna-01065,3094,658,5530,1788,3579
mrna-01062,0,0,0,0,0
mrna-01063,62,39,105,23,56
mrna-01060,1714,745,3199,1336,2014
mrna-01061,31,19,177,18,30
mrna-39154,157,102,595,248,248
mrna-01068,14,0,199,65,77
mrna-01069,55,64,253,59,177
mrna-31258,4,0,0,0,0
mrna-31259,0,0,0,0,0
mrna-06075,800,390,1408,352,1180
mrna-31252,0,0,0,0,0
mrna-31253,0,0,0,0,0
mrna-31250,3025,1479,3228,1314,3932
mrna-31251,0,0,0,0,0
mrna-31256,0,0,0,0,0
mrna-31257,70,0,28,0,0
mrna-31254,0,0,0,0,0
mrna-31255,0,0,0,0,0
mrna-27309,59,20,35,14,0
mrna-27308,96,43,45,21,108
mrna-31836,58,0,0,58,50
mrna-27303,0,0,0,0,0
mrna-27302,213,885,9,198,0
mrna-27301,0,0,0,0,25
mrna-27300,446,235,0,85,161
mrna-27307,0,0,0,0,0
mrna-27306,0,0,0,0,6
mrna-27305,7,0,0,0,0
mrna-27304,1293,1417,590,454,2474
mrna-21228,1406,459,1075,731,1488
mrna-21229,269,208,879,156,438
mrna-21226,347,174,3049,978,701
mrna-21227,166,55,1216,156,168
mrna-21224,63,27,72,65,80
mrna-06073,403,247,1030,236,473
mrna-21222,1527,241,47,493,1775
mrna-21223,83,7,9,54,152
mrna-21220,0,15,6,0,0
mrna-21221,54,73,139,30,260
mrna-21983,0,0,0,0,0
mrna-31837,2,0,51,0,0
mrna-21982,165,1593,850,253,182
mrna-21981,0,0,0,0,120
mrna-21980,0,0,0,0,0
mrna-21987,1694,590,1458,724,1450
mrna-21986,6400,474,1429,1990,7278
mrna-31834,10,15,125,16,148
mrna-21985,12,78,256,48,88
mrna-21984,14,0,31,6,23
mrna-30784,0,7,0,0,0
mrna-08519,10,10,0,0,0
mrna-08518,282,38,73,44,344
mrna-08515,1994,1038,2574,656,3262
mrna-08514,2066,270,94,996,3211
mrna-08517,79,42,198,53,122
mrna-08516,129,95,635,117,172
mrna-08511,0,0,0,0,6
mrna-08510,875,297,1381,436,1175
mrna-08513,357,18,212,112,308
mrna-08512,0,0,0,0,0
mrna-00359,118,0,0,5,97
mrna-05955,9720,1428,2230,4243,6744
mrna-19348,2,3,4,73,10
mrna-19349,22,0,257,56,50
mrna-19346,2,0,0,0,0
mrna-19347,4,0,0,0,0
mrna-19344,6,6,0,0,0
mrna-19345,0,0,0,0,7
mrna-19342,0,0,0,0,0
mrna-19343,0,0,0,0,2
mrna-19340,50,20,268,87,69
mrna-19341,335,299,546,0,336
mrna-00355,15,19,0,0,35
mrna-05959,22,7,48,24,9
mrna-25213,353,32,320,224,666
mrna-25212,142,22,6,102,131
mrna-25211,1850,304,105,400,1574
mrna-25210,0,0,85,3,0
mrna-25217,0,0,0,0,0
mrna-25216,69,20,0,0,0
mrna-25215,0,0,0,0,0
mrna-25214,1014,249,1505,578,1542
mrna-25219,8,11,0,30,2
mrna-25218,171,60,213,66,169
mrna-35968,0,0,0,0,0
mrna-35969,0,0,0,0,3
mrna-31549,0,0,78,0,0
mrna-35960,0,0,0,0,4
mrna-35961,0,0,0,0,27
mrna-35962,114,2,0,25,57
mrna-35963,0,0,0,0,0
mrna-35964,0,0,0,0,0
mrna-35965,0,0,0,0,0
mrna-35966,0,0,0,0,18
mrna-35967,4,0,0,0,0
mrna-34619,0,0,0,0,0
mrna-34618,25,0,7,6,18
mrna-31661,33,375,430,47,1267
mrna-09579,0,0,0,0,0
mrna-34611,419,6,2457,41,739
mrna-34610,42,5,401,60,91
mrna-34613,480,64,1105,509,327
mrna-34612,139,18,368,90,11
mrna-34615,290,72,848,184,256
mrna-34614,0,0,0,0,0
mrna-34617,9309,1784,10075,5583,11353
mrna-34616,125,72,234,129,107
mrna-33492,4080,1000,2863,1412,4714
mrna-33493,54,5,0,0,5
mrna-33490,2375,1078,2848,1422,2587
mrna-33491,37,0,0,5,12
mrna-33496,0,0,0,0,0
mrna-33497,0,0,0,0,12
mrna-33494,9976,1767,1982,7326,9718
mrna-33495,1288,829,380,545,2656
mrna-33498,690,316,400,132,979
mrna-33499,30,0,0,0,28
mrna-06388,4551,1783,989,2511,6059
mrna-01762,0,0,0,0,0
mrna-06386,0,0,0,0,0
mrna-31669,0,0,0,0,0
mrna-06387,0,0,0,0,0
mrna-31668,0,0,0,0,0
mrna-09572,0,0,0,0,0
mrna-20283,184,153,451,0,167
mrna-06385,0,0,0,0,0
mrna-20282,918,397,940,513,494
mrna-06382,822,215,1783,423,661
mrna-12572,0,0,0,0,1
mrna-01768,0,0,35,0,15
mrna-20280,74,37,67,28,44
mrna-09576,0,0,0,0,0
mrna-20287,503,360,365,563,915
mrna-26139,126,38,258,59,165
mrna-20286,0,0,0,0,27
mrna-20285,50,23,148,0,41
mrna-20284,598,153,458,6,526
mrna-26138,66,0,7,0,0
mrna-20288,186,512,952,212,617
mrna-32723,59,49,181,37,252
mrna-32722,1004,730,1524,1072,1849
mrna-32721,5,3,43,4,12
mrna-32720,701,279,1304,472,1265
mrna-32727,12,0,51,0,60
mrna-32726,4,0,4,0,89
mrna-32725,0,0,37,0,25
mrna-32724,0,2,0,0,52
mrna-32729,326,227,772,181,233
mrna-32728,2,0,57,8,5
mrna-36613,136,17,200,49,112
mrna-36612,2609,1455,2821,1802,3326
mrna-36611,734,329,943,585,981
mrna-36610,175,41,299,55,204
mrna-36617,665,64,112,270,335
mrna-36616,15,0,0,36,0
mrna-36615,10363,11766,11826,9500,5401
mrna-36614,83,0,326,50,68
mrna-36619,3591,930,453,1085,9367
mrna-36618,0,0,0,0,0
mrna-26173,214,10,4,121,36
mrna-26172,25,4,31,10,27
mrna-26171,2126,1205,2172,1275,1737
mrna-26170,0,0,0,0,25
mrna-26177,1335,167,444,271,439
mrna-26176,0,0,0,4,0
mrna-26175,0,0,0,0,0
mrna-26174,975,268,670,616,758
mrna-26179,14,0,0,0,0
mrna-26178,0,0,0,0,4
mrna-12858,0,0,0,26,0
mrna-07788,0,0,0,0,6
mrna-14879,493,145,442,146,321
mrna-14878,585,355,515,193,824
mrna-14873,16,11,6,15,0
mrna-14872,1137,683,1696,1051,1345
mrna-14871,0,0,0,0,2
mrna-14870,0,0,0,0,9
mrna-14877,16458,1313,528,3888,14206
mrna-14876,0,0,0,5,14
mrna-14875,64,27,19,7,280
mrna-14874,240,214,784,140,177
mrna-25078,0,0,0,0,0
mrna-26672,0,0,0,0,0
mrna-01221,25,0,0,0,20
mrna-20636,632,253,185,19,655
mrna-20637,118,26,165,30,51
mrna-20634,104,148,67,0,215
mrna-20635,0,0,0,0,0
mrna-20632,0,0,0,0,0
mrna-20633,24,34,0,0,57
mrna-20630,0,0,0,0,0
mrna-20631,0,0,0,0,0
mrna-20638,11,0,64,12,0
mrna-20639,0,0,0,0,0
mrna-29914,461,65,1240,276,658
mrna-29915,34,15,50,76,23
mrna-29916,380,206,498,228,461
mrna-29917,27,43,14,3,15
mrna-29910,1586,568,1800,765,1477
mrna-29911,53,71,26,78,26
mrna-29912,97,95,572,78,102
mrna-29913,121,29,193,30,35
mrna-29918,647,313,552,467,755
mrna-29919,2902,793,1554,918,7188
mrna-33939,4465,1449,7338,2843,7451
mrna-33938,0,0,0,3,0
mrna-33931,34,39,169,36,95
mrna-33930,6158,6516,2426,1743,6311
mrna-33933,4,4,0,0,31
mrna-33932,0,0,0,0,0
mrna-33935,0,0,75,0,0
mrna-33934,1094,198,876,362,1361
mrna-33937,0,0,0,20,0
mrna-33936,14,0,16,0,30
mrna-39937,15679,7705,4139,7797,11417
mrna-39936,5409,1858,479,2012,4641
mrna-39935,144,45,0,0,81
mrna-39934,0,0,0,0,0
mrna-39933,295,57,0,22,123
mrna-39932,40,0,0,0,15
mrna-39931,759,348,1804,448,897
mrna-39930,231,74,368,147,259
mrna-28359,3222,860,2980,1264,4003
mrna-28358,84,0,461,30,195
mrna-39939,8,0,0,6,52
mrna-39938,3,0,39,0,52
mrna-15052,0,15,0,0,0
mrna-15053,0,0,0,0,0
mrna-15050,0,0,0,0,0
mrna-15051,10,0,0,0,9
mrna-15056,0,0,0,0,0
mrna-15057,124,0,207,41,169
mrna-15054,0,0,0,0,0
mrna-15055,0,0,0,0,0
mrna-15058,11,11,75,45,45
mrna-15059,148,105,82,120,90
mrna-11962,85,27,377,49,160
mrna-11963,1236,379,1205,252,1369
mrna-11960,685,236,1034,237,902
mrna-11961,98,113,120,33,93
mrna-11966,18,0,0,0,0
mrna-11967,91,9,1052,232,162
mrna-11964,587,262,959,319,671
mrna-11965,31,29,366,23,68
mrna-08881,34,14,71,22,34
mrna-11968,179,31,427,158,385
mrna-11969,174,154,1619,213,392
mrna-21477,104,81,104,107,240
mrna-18828,0,0,0,0,0
mrna-18829,3,0,515,214,308
mrna-18824,0,0,0,0,0
mrna-18825,0,14,83,64,17
mrna-18826,0,37,0,0,0
mrna-18827,0,0,1030,250,4
mrna-18820,440,403,1185,612,874
mrna-18821,151,0,307,111,301
mrna-18822,132,0,0,23,44
mrna-18823,0,0,40,0,0
mrna-12703,6511,2771,1377,4742,13421
mrna-12702,364,225,472,275,1410
mrna-12701,1517,669,3401,530,1315
mrna-12700,0,0,0,6,0
mrna-12707,0,0,0,0,0
mrna-12706,0,0,0,0,0
mrna-12705,4960,5625,2144,2395,8352
mrna-12704,34,5,0,0,16
mrna-12709,114,18,70,151,302
mrna-12708,126,38,118,40,68
mrna-21476,0,0,5,0,3
mrna-29008,1175,736,1057,737,1486
mrna-29009,82,0,0,0,28
mrna-29002,0,0,0,0,0
mrna-29003,21,0,79,8,89
mrna-29000,240,0,133,10,0
mrna-29001,0,0,0,0,0
mrna-29006,230,33,1124,32,410
mrna-29007,14,0,63,7,13
mrna-29004,0,0,19,7,22
mrna-29005,148,72,357,11,70
mrna-08658,2,7,7,3,12
mrna-08659,0,0,0,0,0
mrna-08652,427,285,940,393,636
mrna-08653,0,0,0,0,0
mrna-08650,844,174,1557,579,829
mrna-08651,0,0,0,0,0
mrna-08656,513,224,1092,323,436
mrna-08657,129,23,213,210,178
mrna-08654,297,161,68,262,288
mrna-08655,62,129,126,107,121
mrna-37035,0,0,0,0,0
mrna-26674,0,0,0,0,38
mrna-08803,0,2,0,0,0
mrna-21487,53,0,188,27,0
mrna-21484,126,2,186,54,46
mrna-14015,0,2,2,2,24
mrna-14014,0,0,0,0,0
mrna-14017,174,146,399,90,302
mrna-14016,0,1,6,2,9
mrna-14011,0,0,0,0,0
mrna-26675,20,1317,2519,3172,5848
mrna-14013,0,0,0,0,0
mrna-14012,0,0,0,0,0
mrna-21482,33,30,0,16,24
mrna-14019,11,0,0,0,9
mrna-14018,0,0,0,0,0
mrna-21483,14,0,123,0,0
mrna-10705,8795,1972,4204,2307,9767
mrna-10704,1098,1076,1065,544,1427
mrna-10707,4,0,0,0,0
mrna-10706,2231,1037,3611,1566,2873
mrna-10701,548,136,646,332,482
mrna-10700,457,150,2109,778,608
mrna-10703,358,81,1774,345,393
mrna-10702,2796,651,1121,1045,2333
mrna-21481,0,0,0,0,20
mrna-10709,0,0,265,27,75
mrna-10708,59,143,635,147,358
mrna-21478,0,0,0,0,0
mrna-15393,0,0,0,0,2
mrna-26667,0,0,114,0,0
mrna-26666,0,0,443,0,230
mrna-26665,500,65,1599,156,776
mrna-13548,329,250,1331,140,381
mrna-13549,1384,1000,1322,654,2429
mrna-13542,0,0,0,0,0
mrna-13543,0,0,0,0,0
mrna-13540,0,0,0,0,0
mrna-13541,0,0,0,0,0
mrna-13546,0,0,0,0,0
mrna-13547,24,4,51,0,12
mrna-13544,4,13,5661,766,821
mrna-26662,65,34,336,21,136
mrna-01264,6583,20036,226,2188,15310
mrna-01265,0,0,0,10,0
mrna-01266,0,0,0,0,0
mrna-01267,146,0,256,60,437
mrna-01260,1939,433,1018,596,1883
mrna-01261,18,0,0,0,0
mrna-01262,1000,767,1743,589,951
mrna-01263,1379,597,3019,886,2334
mrna-09013,41,18,114,53,75
mrna-09012,359,148,466,169,329
mrna-09011,8,0,0,3,0
mrna-09010,37,1,35,4,35
mrna-01268,7557,124,11032,5220,7919
mrna-01269,2658,23585,6184,4218,3548
mrna-09015,867,240,668,222,480
mrna-09014,274,70,271,111,104
