feature_type,feature_id,genomic_context_binary,genomic_context_proportional,max_prop,TE_exonic_prop,TE_intronic_prop,exon_prop,intron_prop,TE_intergenic_prop,intergenic_prop
lncRNA_promoter,lncRNA_126,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_127,TE_intergenic,intergenic,0.641,0,0,0,0,0.359,0.641
lncRNA_promoter,lncRNA_128,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_129,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_130,TE_intergenic,intergenic,0.989,0,0,0,0,0.011,0.989
lncRNA_promoter,lncRNA_131,TE_intergenic,TE_intergenic,0.545,0,0,0,0,0.545,0.455
lncRNA_promoter,lncRNA_132,TE_intergenic,TE_intergenic,0.545,0,0,0,0,0.545,0.455
lncRNA_promoter,lncRNA_133,TE_intergenic,TE_intergenic,0.545,0,0,0,0,0.545,0.455
lncRNA_promoter,lncRNA_134,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_135,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_136,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_137,TE_intergenic,intergenic,0.751,0,0,0,0,0.249,0.751
lncRNA_promoter,lncRNA_138,exon,intron,0.572,0,0,0.428,0.572,0,0
lncRNA_promoter,lncRNA_139,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_140,TE_intronic,intron,0.712,0,0.094,0.194,0.712,0,0
lncRNA_promoter,lncRNA_141,exon,intergenic,0.726,0,0,0.274,0,0,0.726
lncRNA_promoter,lncRNA_142,TE_intergenic,intergenic,0.922,0,0,0,0,0.078,0.922
lncRNA_promoter,lncRNA_143,TE_intronic,intron,0.897,0,0.103,0,0.897,0,0
lncRNA_promoter,lncRNA_144,TE_intronic,intron,0.897,0,0.103,0,0.897,0,0
lncRNA_promoter,lncRNA_145,exon,intron,0.849,0,0,0.151,0.849,0,0
lncRNA_promoter,lncRNA_146,TE_intronic,intron,0.688,0,0.312,0,0.688,0,0
lncRNA_promoter,lncRNA_147,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_148,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_149,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_150,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_151,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_152,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_153,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_154,TE_intergenic,intergenic,0.56,0,0,0,0,0.44,0.56
lncRNA_promoter,lncRNA_155,TE_intronic,intron,0.701,0,0.137,0.163,0.701,0,0
lncRNA_promoter,lncRNA_156,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_157,exon,intron,0.946,0,0,0.054,0.946,0,0
lncRNA_promoter,lncRNA_158,exon,intron,0.946,0,0,0.054,0.946,0,0
lncRNA_promoter,lncRNA_159,TE_intronic,exon,0.576,0,0.117,0.576,0.307,0,0
lncRNA_promoter,lncRNA_160,TE_intergenic,intergenic,0.898,0,0,0,0,0.102,0.898
lncRNA_promoter,lncRNA_161,TE_intergenic,intergenic,0.898,0,0,0,0,0.102,0.898
lncRNA_promoter,lncRNA_162,TE_intronic,intron,0.737,0,0.098,0.165,0.737,0,0
lncRNA_promoter,lncRNA_163,TE_intronic,intron,0.967,0,0.033,0,0.967,0,0
lncRNA_promoter,lncRNA_164,exon,intron,0.559,0,0,0.441,0.559,0,0
lncRNA_promoter,lncRNA_165,exon,intron,0.559,0,0,0.441,0.559,0,0
lncRNA_promoter,lncRNA_166,TE_intergenic,intergenic,0.937,0,0,0,0,0.063,0.937
lncRNA_promoter,lncRNA_167,TE_intergenic,intergenic,0.569,0,0,0,0,0.431,0.569
lncRNA_promoter,lncRNA_168,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_169,TE_intronic,intron,0.722,0,0.043,0.235,0.722,0,0
lncRNA_promoter,lncRNA_170,exon,intron,0.922,0,0,0.078,0.922,0,0
lncRNA_promoter,lncRNA_171,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_172,exon,intergenic,0.355,0,0,0.027,0.274,0.343,0.355
lncRNA_promoter,lncRNA_173,TE_intronic,intron,0.715,0,0.018,0.268,0.715,0,0
lncRNA_promoter,lncRNA_174,TE_intronic,intron,0.715,0,0.018,0.268,0.715,0,0
lncRNA_promoter,lncRNA_175,TE_intronic,intron,0.717,0,0.018,0.265,0.717,0,0
lncRNA_promoter,lncRNA_176,exon,exon,0.753,0,0,0.753,0.247,0,0
lncRNA_promoter,lncRNA_177,exon,intron,0.767,0,0,0.233,0.767,0,0
lncRNA_promoter,lncRNA_178,TE_intergenic,intergenic,0.893,0,0,0,0,0.107,0.893
lncRNA_promoter,lncRNA_179,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_180,TE_intronic,exon,0.851,0,0.021,0.851,0.128,0,0
lncRNA_promoter,lncRNA_181,exon,exon,0.968,0,0,0.968,0.032,0,0
lncRNA_promoter,lncRNA_182,TE_intronic,intron,0.893,0,0.041,0.066,0.893,0,0
lncRNA_promoter,lncRNA_183,TE_intronic,intron,0.893,0,0.041,0.066,0.893,0,0
lncRNA_promoter,lncRNA_184,TE_intronic,intron,0.893,0,0.041,0.066,0.893,0,0
lncRNA_promoter,lncRNA_185,TE_intronic,intron,0.893,0,0.041,0.066,0.893,0,0
lncRNA_promoter,lncRNA_186,TE_intronic,intron,0.893,0,0.041,0.066,0.893,0,0
lncRNA_promoter,lncRNA_187,TE_intergenic,intergenic,0.971,0,0,0,0,0.029,0.971
lncRNA_promoter,lncRNA_188,TE_intronic,intron,0.844,0,0.156,0,0.844,0,0
lncRNA_promoter,lncRNA_189,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_190,TE_intronic,intron,0.9,0,0.1,0,0.9,0,0
lncRNA_promoter,lncRNA_191,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_192,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_193,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_194,exon,intron,0.902,0,0,0.098,0.902,0,0
lncRNA_promoter,lncRNA_195,TE_intergenic,TE_intergenic,0.519,0,0,0,0,0.519,0.481
lncRNA_promoter,lncRNA_196,TE_intergenic,intergenic,0.731,0,0,0,0,0.269,0.731
lncRNA_promoter,lncRNA_197,TE_intergenic,intergenic,0.722,0,0,0,0,0.278,0.722
lncRNA_promoter,lncRNA_198,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_199,TE_intronic,intron,0.912,0,0.038,0.05,0.912,0,0
lncRNA_promoter,lncRNA_200,TE_intronic,intron,0.788,0,0.118,0.093,0.788,0,0
lncRNA_promoter,lncRNA_201,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_202,TE_intergenic,intergenic,0.581,0,0,0,0,0.419,0.581
lncRNA_promoter,lncRNA_203,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_204,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_205,TE_intergenic,TE_intergenic,0.561,0,0,0,0,0.561,0.439
lncRNA_promoter,lncRNA_206,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_207,TE_intergenic,intergenic,0.819,0,0,0,0,0.181,0.819
lncRNA_promoter,lncRNA_208,TE_intergenic,intergenic,0.819,0,0,0,0,0.181,0.819
lncRNA_promoter,lncRNA_209,TE_intergenic,intergenic,0.917,0,0,0,0,0.083,0.917
lncRNA_promoter,lncRNA_210,TE_intergenic,TE_intergenic,0.724,0,0,0,0,0.724,0.276
lncRNA_promoter,lncRNA_211,TE_intronic,intron,0.895,0,0.105,0,0.895,0,0
lncRNA_promoter,lncRNA_212,exon,intron,0.809,0,0,0.191,0.809,0,0
lncRNA_promoter,lncRNA_213,TE_intronic,intron,0.69,0,0.068,0.243,0.69,0,0
lncRNA_promoter,lncRNA_214,TE_intronic,intron,0.734,0,0.114,0.152,0.734,0,0
lncRNA_promoter,lncRNA_215,TE_intronic,intron,0.96,0,0.04,0,0.96,0,0
lncRNA_promoter,lncRNA_216,TE_intronic,intron,0.935,0,0.065,0,0.935,0,0
lncRNA_promoter,lncRNA_217,TE_intronic,intron,0.746,0,0.121,0.133,0.746,0,0
lncRNA_promoter,lncRNA_218,TE_intergenic,intergenic,0.971,0,0,0,0,0.029,0.971
lncRNA_promoter,lncRNA_219,TE_intergenic,intergenic,0.894,0,0,0,0,0.106,0.894
lncRNA_promoter,lncRNA_220,TE_intergenic,TE_intergenic,0.613,0,0,0,0,0.613,0.387
lncRNA_promoter,lncRNA_221,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_222,TE_intronic,intron,0.656,0,0.344,0,0.656,0,0
lncRNA_promoter,lncRNA_223,TE_intergenic,intergenic,0.509,0,0,0,0,0.491,0.509
lncRNA_promoter,lncRNA_224,exon,intergenic,0.676,0,0,0.324,0,0,0.676
lncRNA_promoter,lncRNA_225,TE_intergenic,intergenic,0.959,0,0,0,0,0.041,0.959
lncRNA_promoter,lncRNA_226,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_227,TE_intronic,intron,0.569,0,0.05,0.38,0.569,0,0
lncRNA_promoter,lncRNA_228,TE_intergenic,intergenic,0.961,0,0,0,0,0.039,0.961
lncRNA_promoter,lncRNA_229,TE_intronic,intron,0.606,0,0.065,0.174,0.606,0,0.155
lncRNA_promoter,lncRNA_230,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_231,TE_intergenic,intergenic,0.868,0,0,0,0,0.132,0.868
lncRNA_promoter,lncRNA_232,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_233,TE_intergenic,intergenic,0.64,0,0,0,0,0.36,0.64
lncRNA_promoter,lncRNA_234,TE_intergenic,intergenic,0.64,0,0,0,0,0.36,0.64
lncRNA_promoter,lncRNA_235,TE_intergenic,intergenic,0.649,0,0,0,0,0.351,0.649
lncRNA_promoter,lncRNA_236,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_237,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_238,TE_intergenic,intergenic,0.978,0,0,0,0,0.022,0.978
lncRNA_promoter,lncRNA_239,TE_intergenic,intergenic,0.958,0,0,0,0,0.042,0.958
lncRNA_promoter,lncRNA_240,exon,intergenic,0.768,0,0,0.057,0,0.174,0.768
lncRNA_promoter,lncRNA_241,exon,intron,0.749,0,0,0.251,0.749,0,0
lncRNA_promoter,lncRNA_242,exon,exon,0.866,0,0,0.866,0,0,0.134
lncRNA_promoter,lncRNA_243,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_244,exon,intron,0.956,0,0,0.044,0.956,0,0
lncRNA_promoter,lncRNA_245,exon,intron,0.956,0,0,0.044,0.956,0,0
lncRNA_promoter,lncRNA_246,exon,intron,0.956,0,0,0.044,0.956,0,0
lncRNA_promoter,lncRNA_247,exon,intron,0.765,0,0,0.235,0.765,0,0
lncRNA_promoter,lncRNA_248,exon,exon,0.901,0,0,0.901,0.099,0,0
lncRNA_promoter,lncRNA_249,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_250,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_251,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_252,TE_intergenic,intergenic,0.82,0,0,0,0,0.18,0.82
lncRNA_promoter,lncRNA_253,TE_intergenic,intergenic,0.723,0,0,0,0,0.277,0.723
lncRNA_promoter,lncRNA_254,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_255,TE_intergenic,TE_intergenic,0.864,0,0,0,0,0.864,0.136
lncRNA_promoter,lncRNA_256,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_257,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_258,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_259,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_260,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_261,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_262,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_263,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_264,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_265,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_266,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_267,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_268,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_269,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_270,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_271,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_272,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_273,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_274,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_275,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_276,TE_exonic,TE_exonic,0.573,0.573,0,0.249,0,0,0.177
lncRNA_promoter,lncRNA_277,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_278,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_279,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_280,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_281,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_282,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_283,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_284,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_285,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_286,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_287,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_288,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_289,TE_intergenic,intergenic,0.929,0,0,0,0,0.071,0.929
lncRNA_promoter,lncRNA_290,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_291,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_292,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_293,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_294,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_295,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_296,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_297,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_298,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_299,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_300,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_301,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_302,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_303,TE_intronic,intron,0.555,0,0.266,0.179,0.555,0,0
lncRNA_promoter,lncRNA_304,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_305,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_306,exon,exon,0.51,0,0,0.51,0,0,0.49
lncRNA_promoter,lncRNA_307,exon,intron,0.371,0,0,0.299,0.371,0.33,0
lncRNA_promoter,lncRNA_308,TE_intergenic,intergenic,0.703,0,0,0,0,0.297,0.703
lncRNA_promoter,lncRNA_309,TE_exonic,exon,0.477,0.123,0,0.477,0,0.395,0.004
lncRNA_promoter,lncRNA_310,TE_intronic,intron,0.907,0,0.013,0.08,0.907,0,0
lncRNA_promoter,lncRNA_311,exon,intron,0.905,0,0,0.095,0.905,0,0
lncRNA_promoter,lncRNA_312,TE_intronic,intron,0.932,0,0.032,0.036,0.932,0,0
lncRNA_promoter,lncRNA_313,TE_intronic,intron,0.626,0,0.059,0.315,0.626,0,0
lncRNA_promoter,lncRNA_314,exon,exon,0.557,0,0,0.557,0.443,0,0
lncRNA_promoter,lncRNA_315,TE_intergenic,intergenic,0.904,0,0,0,0,0.096,0.904
lncRNA_promoter,lncRNA_316,TE_intergenic,intergenic,0.904,0,0,0,0,0.096,0.904
lncRNA_promoter,lncRNA_317,TE_intronic,intron,0.522,0,0.166,0.312,0.522,0,0
lncRNA_promoter,lncRNA_318,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_319,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_320,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_321,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_322,TE_intergenic,intergenic,0.94,0,0,0,0,0.06,0.94
lncRNA_promoter,lncRNA_323,TE_exonic,exon,0.663,0.337,0,0.663,0,0,0
lncRNA_promoter,lncRNA_324,TE_exonic,exon,0.663,0.337,0,0.663,0,0,0
lncRNA_promoter,lncRNA_325,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_326,exon,intergenic,0.662,0,0,0.148,0,0.19,0.662
lncRNA_promoter,lncRNA_327,exon,intron,0.994,0,0,0.006,0.994,0,0
lncRNA_promoter,lncRNA_328,TE_intergenic,intergenic,0.911,0,0,0,0,0.089,0.911
lncRNA_promoter,lncRNA_329,TE_intronic,intron,0.945,0,0.029,0.026,0.945,0,0
lncRNA_promoter,lncRNA_330,exon,intergenic,0.759,0,0,0.241,0,0,0.759
lncRNA_promoter,lncRNA_331,exon,intron,0.817,0,0,0.183,0.817,0,0
lncRNA_promoter,lncRNA_332,TE_exonic,intergenic,0.697,0.102,0,0.046,0,0.154,0.697
lncRNA_promoter,lncRNA_333,TE_intergenic,intergenic,0.952,0,0,0,0,0.048,0.952
lncRNA_promoter,lncRNA_334,TE_intergenic,intergenic,0.952,0,0,0,0,0.048,0.952
lncRNA_promoter,lncRNA_335,TE_intergenic,intergenic,0.95,0,0,0,0,0.05,0.95
lncRNA_promoter,lncRNA_336,exon,intron,0.741,0,0,0.259,0.741,0,0
lncRNA_promoter,lncRNA_337,TE_intronic,intron,0.869,0,0.054,0.078,0.869,0,0
lncRNA_promoter,lncRNA_338,TE_intergenic,intergenic,0.506,0,0,0,0,0.494,0.506
lncRNA_promoter,lncRNA_339,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_340,exon,intron,0.635,0,0,0.146,0.635,0,0.218
lncRNA_promoter,lncRNA_341,TE_intronic,intron,0.729,0,0.271,0,0.729,0,0
lncRNA_promoter,lncRNA_342,TE_intronic,intron,0.614,0,0.059,0.327,0.614,0,0
lncRNA_promoter,lncRNA_343,TE_intronic,intron,0.789,0,0.124,0.088,0.789,0,0
lncRNA_promoter,lncRNA_344,exon,intron,0.726,0,0,0.178,0.726,0,0.097
lncRNA_promoter,lncRNA_345,TE_intronic,intron,0.683,0,0.06,0.257,0.683,0,0
lncRNA_promoter,lncRNA_346,exon,intron,0.976,0,0,0.024,0.976,0,0
lncRNA_promoter,lncRNA_347,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_348,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_349,TE_exonic,exon,0.975,0.025,0,0.975,0,0,0
lncRNA_promoter,lncRNA_350,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_351,TE_intergenic,TE_intergenic,0.614,0,0,0,0,0.614,0.386
lncRNA_promoter,lncRNA_352,TE_intergenic,TE_intergenic,0.614,0,0,0,0,0.614,0.386
lncRNA_promoter,lncRNA_353,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_354,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_355,TE_intergenic,intergenic,0.785,0,0,0,0,0.215,0.785
lncRNA_promoter,lncRNA_356,TE_intergenic,intergenic,0.659,0,0,0,0,0.341,0.659
lncRNA_promoter,lncRNA_357,TE_intergenic,intergenic,0.571,0,0,0,0,0.429,0.571
lncRNA_promoter,lncRNA_358,TE_intergenic,intergenic,0.571,0,0,0,0,0.429,0.571
lncRNA_promoter,lncRNA_359,exon,intergenic,0.714,0,0,0.203,0,0.082,0.714
lncRNA_promoter,lncRNA_360,TE_intronic,intron,0.576,0,0.424,0,0.576,0,0
lncRNA_promoter,lncRNA_361,TE_intronic,intron,0.612,0,0.267,0.121,0.612,0,0
lncRNA_promoter,lncRNA_362,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_363,TE_intergenic,intergenic,0.949,0,0,0,0,0.051,0.949
lncRNA_promoter,lncRNA_364,exon,intergenic,0.671,0,0,0.26,0,0.069,0.671
lncRNA_promoter,lncRNA_365,exon,intergenic,0.618,0,0,0.312,0,0.069,0.618
lncRNA_promoter,lncRNA_366,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_367,TE_exonic,intergenic,0.612,0.174,0,0.089,0,0.125,0.612
lncRNA_promoter,lncRNA_368,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_369,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_370,TE_intronic,intron,0.87,0,0.104,0.026,0.87,0,0
lncRNA_promoter,lncRNA_371,TE_intronic,intron,0.857,0,0.114,0.028,0.857,0,0
lncRNA_promoter,lncRNA_372,TE_intronic,intron,0.857,0,0.114,0.028,0.857,0,0
lncRNA_promoter,lncRNA_373,exon,intergenic,0.487,0,0,0.217,0.297,0,0.487
lncRNA_promoter,lncRNA_374,TE_intronic,intron,0.855,0,0.107,0.038,0.855,0,0
lncRNA_promoter,lncRNA_375,TE_intergenic,intergenic,0.751,0,0,0,0,0.249,0.751
lncRNA_promoter,lncRNA_376,TE_intergenic,TE_intergenic,0.661,0,0,0,0,0.661,0.339
lncRNA_promoter,lncRNA_377,TE_intergenic,TE_intergenic,0.661,0,0,0,0,0.661,0.339
lncRNA_promoter,lncRNA_378,exon,exon,0.921,0,0,0.921,0.079,0,0
lncRNA_promoter,lncRNA_379,exon,exon,0.689,0,0,0.689,0.311,0,0
lncRNA_promoter,lncRNA_380,TE_intronic,intron,0.769,0,0.129,0.103,0.769,0,0
lncRNA_promoter,lncRNA_381,exon,intron,0.713,0,0,0.287,0.713,0,0
lncRNA_promoter,lncRNA_382,TE_intronic,intron,0.876,0,0.124,0,0.876,0,0
lncRNA_promoter,lncRNA_383,TE_intronic,intron,0.876,0,0.124,0,0.876,0,0
lncRNA_promoter,lncRNA_384,exon,exon,0.507,0,0,0.507,0.493,0,0
lncRNA_promoter,lncRNA_385,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_386,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_387,exon,intron,0.953,0,0,0.047,0.953,0,0
lncRNA_promoter,lncRNA_388,TE_exonic,exon,0.972,0.028,0,0.972,0,0,0
lncRNA_promoter,lncRNA_389,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_390,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_391,TE_intergenic,intergenic,0.586,0,0,0,0,0.414,0.586
lncRNA_promoter,lncRNA_392,TE_intronic,intron,0.739,0,0.029,0.115,0.739,0,0.117
lncRNA_promoter,lncRNA_393,exon,exon,1,0,0,1,0,0,0
lncRNA_promoter,lncRNA_394,TE_intronic,intron,0.885,0,0.045,0.069,0.885,0,0
lncRNA_promoter,lncRNA_395,TE_intronic,intron,0.904,0,0.096,0,0.904,0,0
lncRNA_promoter,lncRNA_396,TE_intronic,intron,0.969,0,0.031,0,0.969,0,0
lncRNA_promoter,lncRNA_397,TE_intronic,intron,0.682,0,0.318,0,0.682,0,0
lncRNA_promoter,lncRNA_398,TE_intronic,intron,0.518,0,0.133,0.349,0.518,0,0
lncRNA_promoter,lncRNA_399,TE_intronic,intron,0.518,0,0.133,0.349,0.518,0,0
lncRNA_promoter,lncRNA_400,TE_intronic,intron,0.518,0,0.12,0.362,0.518,0,0
lncRNA_promoter,lncRNA_401,TE_intronic,intron,0.898,0,0.037,0.065,0.898,0,0
lncRNA_promoter,lncRNA_402,TE_intronic,intron,0.796,0,0.132,0.072,0.796,0,0
lncRNA_promoter,lncRNA_403,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_404,exon,intron,0.856,0,0,0.144,0.856,0,0
lncRNA_promoter,lncRNA_405,TE_intronic,intron,0.662,0,0.338,0,0.662,0,0
lncRNA_promoter,lncRNA_406,intron,intron,1,0,0,0,1,0,0
lncRNA_promoter,lncRNA_407,TE_intronic,intron,0.972,0,0.028,0,0.972,0,0
lncRNA_promoter,lncRNA_408,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_409,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_410,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_411,TE_intergenic,TE_intergenic,0.873,0,0,0,0,0.873,0.127
lncRNA_promoter,lncRNA_412,exon,intergenic,0.734,0,0,0.266,0,0,0.734
lncRNA_promoter,lncRNA_413,TE_intergenic,TE_intergenic,0.737,0,0,0,0,0.737,0.263
lncRNA_promoter,lncRNA_414,intergenic,intergenic,0,0,0,0,0,0,0
lncRNA_promoter,lncRNA_415,TE_intronic,intron,0.88,0,0.12,0,0.88,0,0
lncRNA_promoter,lncRNA_416,exon,intergenic,0.562,0,0,0.438,0,0,0.562
lncRNA_promoter,lncRNA_417,intergenic,intergenic,1,0,0,0,0,0,1
lncRNA_promoter,lncRNA_418,TE_intronic,intron,0.892,0,0.031,0.078,0.892,0,0
lncRNA_promoter,lncRNA_419,TE_intronic,intron,0.898,0,0.017,0.085,0.898,0,0
lncRNA_promoter,lncRNA_420,TE_intronic,intron,0.898,0,0.017,0.085,0.898,0,0
lncRNA_promoter,lncRNA_421,TE_intronic,exon,0.504,0,0.039,0.504,0.457,0,0
lncRNA_promoter,lncRNA_422,TE_intergenic,TE_intergenic,1,0,0,0,0,1,0
lncRNA_promoter,lncRNA_423,TE_intergenic,TE_intergenic,0.652,0,0,0,0,0.652,0.348
lncRNA_promoter,lncRNA_424,intergenic,intergenic,0,0,0,0,0,0,0
