"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V1","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"1884",1884,"Cluster_16409","ptg000023l:18675781-18676778",168,-21.05,2,21,172,193,19,"73.68%","84.21%","FUN_031264",-0.275450517858483,0.653772361950788,0.998649612991003,NA,NA,NA,NA,NA,NA
"1885",1885,"Cluster_16409","ptg000023l:18675781-18676778",168,-21.05,2,21,172,193,19,"73.68%","84.21%","FUN_031265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",1886,"Cluster_16409","ptg000023l:23450171-23451171",148,-20.22,2,21,955,975,20,"70.00%","75.00%","FUN_031606",-0.531553819444346,0.356585537207672,0.998649612991003,"ptg000023l:23441948-23450171","Q810J8","Zinc finger FYVE domain-containing protein 1","Mus musculus (Mouse)","cellular response to starvation [GO:0009267]; lipid droplet formation [GO:0140042]; macroautophagy [GO:0016236]","GO:0000407; GO:0005545; GO:0005547; GO:0005739; GO:0005776; GO:0005783; GO:0005789; GO:0005794; GO:0005795; GO:0005811; GO:0009267; GO:0016020; GO:0016236; GO:0032266; GO:0043325; GO:0044233; GO:0046872; GO:0048471; GO:0097629; GO:0140042; GO:1990462"
"1887",1887,"Cluster_16409","ptg000023l:23450283-23451283",148,-20.22,2,21,843,863,20,"70.00%","75.00%","FUN_031607",-0.259249824531761,0.673648625697855,0.998649612991003,NA,NA,NA,NA,NA,NA
"1888",1888,"Cluster_16409","ptg000023l:25249170-25250170",154,-20.84,2,21,437,462,23,"69.57%","73.91%","FUN_031771",0.152050793257455,0.807151501946769,0.998649612991003,NA,NA,NA,NA,NA,NA
"1889",1889,"Cluster_16409","ptg000023l:26587288-26588288",162,-20.09,2,19,839,860,17,"76.47%","82.35%","FUN_031898",0.37659855125458,0.532088391102657,0.998649612991003,"ptg000023l:26588288-26589548","P17081","Rho-related GTP-binding protein RhoQ (Ras-like protein TC10) (Ras-like protein family member 7A)","Homo sapiens (Human)","actin cytoskeleton organization [GO:0030036]; cellular response to insulin stimulus [GO:0032869]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; GTP metabolic process [GO:0046039]; insulin receptor signaling pathway [GO:0008286]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of glucose import [GO:0046326]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; small GTPase mediated signal transduction [GO:0007264]","GO:0003924; GO:0005522; GO:0005525; GO:0005884; GO:0005886; GO:0006897; GO:0007163; GO:0007264; GO:0008286; GO:0008360; GO:0030036; GO:0030660; GO:0030866; GO:0032427; GO:0032869; GO:0032956; GO:0045121; GO:0045944; GO:0046039; GO:0046326; GO:0051491; GO:0070062; GO:1903077"
"1890",1890,"Cluster_16409","ptg000023l:33363396-33364396",157,-20.73,2,20,39,59,18,"66.67%","88.89%","FUN_032576",0.370234149930147,0.539605612165245,0.998649612991003,NA,NA,NA,NA,NA,NA
"1891",1891,"Cluster_16409","ptg000023l:34756158-34756977",168,-22.21,2,21,528,547,19,"84.21%","89.47%","FUN_032666",-0.413559508086496,0.488860173066982,0.998649612991003,NA,NA,NA,NA,NA,NA
"1892",1892,"Cluster_16409","ptg000023l:36020698-36021698",169,-21.11,2,19,292,316,20,"80.00%","85.00%","FUN_032792",-0.382533663569096,0.525097102898133,0.998649612991003,NA,NA,NA,NA,NA,NA
"1893",1893,"Cluster_16409","ptg000023l:37070828-37071828",152,-21.91,2,21,37,61,23,"73.91%","73.91%","FUN_032876",-0.220662112852892,0.721341259924856,0.998649612991003,NA,NA,NA,NA,NA,NA
"1894",1894,"Cluster_16409","ptg000023l:42807492-42808492",166,-22.39,2,21,132,152,19,"78.95%","84.21%","FUN_033511",0.0372622294488161,0.952567237294015,0.998649612991003,NA,NA,NA,NA,NA,NA
"1895",1895,"Cluster_16409","ptg000023l:4395444-4396444",166,-24.71,2,21,207,230,21,"71.43%","90.48%","FUN_029674",0.639572722909484,0.245222683017522,0.998649612991003,"ptg000023l:4393279-4395444","E7FAM5","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","Danio rerio (Zebrafish) (Brachydanio rerio)","embryonic body morphogenesis [GO:0010172]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA metabolic process [GO:0010586]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; negative regulation of translation [GO:0017148]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of miRNA-mediated gene silencing [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177"
"1896",1896,"Cluster_16409","ptg000023l:6575699-6576699",167,-20.59,2,21,48,70,20,"80.00%","80.00%","FUN_029846",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",1897,"Cluster_16409","ptg000023l:9137011-9138011",166,-21.26,2,21,228,251,21,"80.95%","80.95%","FUN_030074",0.424562297137911,0.476140513087292,0.998649612991003,NA,NA,NA,NA,NA,NA
"1898",1898,"Cluster_16409","ptg000024l:2019707-2020707",152,-21.91,2,21,329,353,23,"73.91%","73.91%","FUN_033863",0.967584162713844,0.00697182839234275,0.676513092945617,"ptg000024l:2020707-2023903","Q6GNV7","Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)","Xenopus laevis (African clawed frog)","","GO:0005765; GO:0022857"
"1899",1899,"Cluster_16409","ptg000024l:217695-218594",149,-21.83,2,20,545,571,23,"60.87%","78.26%","FUN_033673",-0.297871759644044,0.626423515330201,0.998649612991003,NA,NA,NA,NA,NA,NA
"1900",1900,"Cluster_16409","ptg000024l:217695-218594",149,-21.83,2,20,545,571,23,"60.87%","78.26%","FUN_033674",-0.195375857308584,0.752831521307266,0.998649612991003,"ptg000024l:218594-220002","A1VBA6","FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)","Desulfovibrio vulgaris subsp. vulgaris (strain DP4)","","GO:0009055; GO:0010181; GO:0016652; GO:0016655"
"1901",1901,"Cluster_16409","ptg000024l:3658619-3659619",146,-20.93,2,21,130,146,19,"68.42%","73.68%","FUN_034009",-0.00467347743116105,0.99404956538433,0.99926798106371,"ptg000024l:3659619-3663808","P46023","G-protein coupled receptor GRL101","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","","GO:0004930; GO:0005886"
"1902",1902,"Cluster_16409","ptg000024l:4925397-4926397",166,-24.15,2,15,184,205,13,"92.31%","100.00%","FUN_034106",-0.46418589925855,0.430949608088559,0.998649612991003,NA,NA,NA,NA,NA,NA
"1903",1903,"Cluster_16409","ptg000024l:6472314-6473314",155,-20.99,2,12,474,495,10,"100.00%","100.00%","FUN_034242",-0.147243439310943,0.813203484276323,0.998649612991003,NA,NA,NA,NA,NA,NA
"1904",1904,"Cluster_16409","ptg000024l:7040769-7041769",167,-24.56,2,21,619,643,22,"72.73%","81.82%","FUN_034285",-0.413559508086496,0.488860173066982,0.998649612991003,NA,NA,NA,NA,NA,NA
"1905",1905,"Cluster_16409","ptg000025l:11655496-11656496",159,-22.82,2,21,673,695,20,"75.00%","75.00%","FUN_035784",-0.137504061821121,0.82547766941237,0.998649612991003,NA,NA,NA,NA,NA,NA
"1906",1906,"Cluster_16409","ptg000025l:13434343-13435343",146,-20.93,2,21,694,710,19,"68.42%","73.68%","FUN_035933",-0.610814891949915,0.273797394883858,0.998649612991003,"ptg000025l:13435343-13436408","Q99NF1","Carotenoid-cleaving dioxygenase, mitochondrial (EC 1.13.11.-) (EC 1.13.11.71) (B-diox-II) (Beta,beta-carotene 9',10'-oxygenase) (Beta-carotene dioxygenase 2)","Mus musculus (Mouse)","carotene catabolic process [GO:0016121]; carotene metabolic process [GO:0016119]; carotenoid metabolic process [GO:0016116]; lutein catabolic process [GO:0062172]; lycopene catabolic process [GO:1901176]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of reactive oxygen species metabolic process [GO:2000377]; retinal metabolic process [GO:0042574]; retinoic acid metabolic process [GO:0042573]; xanthophyll catabolic process [GO:0016124]; xanthophyll metabolic process [GO:0016122]; zeaxanthin catabolic process [GO:1901826]","GO:0003834; GO:0005739; GO:0010436; GO:0010437; GO:0016116; GO:0016119; GO:0016121; GO:0016122; GO:0016124; GO:0016702; GO:0042573; GO:0042574; GO:0046872; GO:0051881; GO:0062172; GO:0102076; GO:1901176; GO:1901826; GO:2000377"
"1907",1907,"Cluster_16409","ptg000025l:3851325-3852325",146,-20.93,2,21,362,378,19,"68.42%","73.68%","FUN_035101",0.728774581170493,0.162487380433948,0.998649612991003,NA,NA,NA,NA,NA,NA
"1908",1908,"Cluster_16409","ptg000025l:4103447-4104447",146,-20.93,2,21,364,380,19,"68.42%","73.68%","FUN_035116",0.902719398436538,0.0358866010081216,0.959768963525579,NA,NA,NA,NA,NA,NA
"1909",1909,"Cluster_16409","ptg000025l:8911310-8912310",146,-20.93,2,21,116,132,19,"68.42%","73.68%","FUN_035547",-0.0665659841665167,0.915308189876442,0.998649612991003,NA,NA,NA,NA,NA,NA
"1910",1910,"Cluster_16409","ptg000026l:10195137-10196137",146,-20.93,2,21,486,502,19,"68.42%","73.68%","FUN_037425",-0.678469537053926,0.207981090982343,0.998649612991003,NA,NA,NA,NA,NA,NA
"1911",1911,"Cluster_16409","ptg000026l:14319372-14320372",155,-22.56,2,21,322,346,22,"63.64%","77.27%","FUN_037844",-0.273534431561117,0.656118290089476,0.998649612991003,NA,NA,NA,NA,NA,NA
"1912",1912,"Cluster_16409","ptg000026l:3587148-3588148",146,-20.93,2,21,212,228,19,"68.42%","73.68%","FUN_036938",0.185830092866535,0.764762699716532,0.998649612991003,NA,NA,NA,NA,NA,NA
"1913",1913,"Cluster_16409","ptg000026l:3967063-3968063",146,-20.94,2,21,263,279,19,"68.42%","73.68%","FUN_036964",0.520155296237247,0.368929840234894,0.998649612991003,"ptg000026l:3936923-3967063","Q68F72","Solute carrier family 15 member 4","Xenopus laevis (African clawed frog)","dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding oligomerization domain containing signaling pathway [GO:0070424]","GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206"
"1914",1914,"Cluster_16409","ptg000026l:8350785-8351785",146,-20.93,2,21,288,304,19,"68.42%","73.68%","FUN_037297",0.401938491233288,0.502370512152125,0.998649612991003,"ptg000026l:8351785-8355949","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"1915",1915,"Cluster_16409","ptg000027l:11658478-11659478",160,-21.76,2,13,707,728,11,"100.00%","100.00%","FUN_038813",0.741329052503407,0.15164981462638,0.998649612991003,"ptg000027l:11659478-11663461","Q86WA9","Sodium-independent sulfate anion transporter (Solute carrier family 26 member 11)","Homo sapiens (Human)","ion transport [GO:0006811]; sulfate transport [GO:0008272]","GO:0005654; GO:0005765; GO:0005783; GO:0005794; GO:0005886; GO:0006811; GO:0008271; GO:0008272; GO:0008509; GO:0015116; GO:0016020; GO:0043231; GO:0070062"
"1916",1916,"Cluster_16409","ptg000027l:11972815-11973815",170,-21.51,2,21,225,245,19,"78.95%","89.47%","FUN_038841",-0.3548495051235,0.557861068070186,0.998649612991003,NA,NA,NA,NA,NA,NA
"1917",1917,"Cluster_16409","ptg000027l:2372345-2373345",152,-21.91,2,21,291,315,23,"73.91%","73.91%","FUN_038102",-0.338083565279842,0.577885635833074,0.998649612991003,NA,NA,NA,NA,NA,NA
"1918",1918,"Cluster_16409","ptg000027l:3162441-3163441",162,-23.79,2,21,143,163,19,"78.95%","78.95%","FUN_038159",0.440606773998774,0.457722645636993,0.998649612991003,NA,NA,NA,NA,NA,NA
"1919",1919,"Cluster_16409","ptg000027l:8291019-8292019",150,-21.09,2,20,724,752,25,"60.00%","72.00%","FUN_038521",-0.660052310072919,0.22540393655017,0.998649612991003,NA,NA,NA,NA,NA,NA
"1920",1920,"Cluster_16409","ptg000028l:592866-593866",146,-20.72,2,21,524,549,23,"60.87%","73.91%","FUN_039321",-0.0942700576880599,0.880149651295079,0.998649612991003,NA,NA,NA,NA,NA,NA
"1921",1921,"Cluster_16409","ptg000029c:327716-328716",159,-20.47,2,21,939,961,20,"70.00%","80.00%","FUN_039347",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1922,"Cluster_16409","ptg000030l:1144103-1145103",155,-22.06,2,21,44,71,25,"68.00%","68.00%","FUN_039548",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1923,"Cluster_16409","ptg000030l:1309015-1310015",160,-20.82,2,19,951,971,17,"76.47%","88.24%","FUN_039563",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",1924,"Cluster_16409","ptg000030l:1672440-1673440",155,-22.06,2,21,389,416,25,"68.00%","68.00%","FUN_039607",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",1925,"Cluster_16409","ptg000030l:2903871-2904871",159,-20.47,2,21,495,517,20,"70.00%","80.00%","FUN_039713",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",1926,"Cluster_16409","ptg000030l:326473-327473",161,-23.19,2,21,415,436,20,"70.00%","90.00%","FUN_039455",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",1927,"Cluster_16409","ptg000031l:12478463-12479463",164,-20.72,2,21,76,98,21,"80.95%","85.71%","FUN_040725",-0.13077698784579,0.833965420096413,0.998649612991003,"ptg000031l:12479463-12480324","Q12950","Forkhead box protein D4 (Forkhead-related protein FKHL9) (Forkhead-related transcription factor 5) (FREAC-5) (Myeloid factor-alpha)","Homo sapiens (Human)","anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0006357; GO:0008301; GO:0009653; GO:0030154; GO:0043565"
"1928",1928,"Cluster_16409","ptg000031l:12814083-12815083",159,-20.7,2,16,757,778,14,"85.71%","85.71%","FUN_040798",0.122566063728062,0.844335649567229,0.998649612991003,NA,NA,NA,NA,NA,NA
"1929",1929,"Cluster_16409","ptg000031l:1444130-1445130",154,-21.27,2,20,586,613,24,"62.50%","75.00%","FUN_039890",-0.69036571659593,0.196938021036178,0.998649612991003,NA,NA,NA,NA,NA,NA
"1930",1930,"Cluster_16409","ptg000031l:5805338-5806338",146,-20.93,2,21,838,854,19,"68.42%","73.68%","FUN_040241",-0.30842973376102,0.6136133417767,0.998649612991003,"ptg000031l:5802057-5805338","Q7ZVZ7","Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)","Danio rerio (Zebrafish) (Brachydanio rerio)","protein depalmitoylation [GO:0002084]; regulation of postsynapse organization [GO:0099175]","GO:0002084; GO:0005886; GO:0008474; GO:0010008; GO:0043197; GO:0055038; GO:0098839; GO:0099175"
"1931",1931,"Cluster_16409","ptg000031l:7686336-7687336",152,-21.91,2,21,341,365,23,"73.91%","73.91%","FUN_040383",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",1932,"Cluster_16409","ptg000031l:9712725-9713725",157,-23.17,2,20,754,780,23,"69.57%","78.26%","FUN_040517",-0.568428741215157,0.317378346174906,0.998649612991003,NA,NA,NA,NA,NA,NA
"1933",1933,"Cluster_16409","ptg000035l:1715236-1716236",153,-25.93,2,21,176,202,24,"66.67%","79.17%","FUN_041303",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",1934,"Cluster_16409","ptg000035l:3793460-3794460",160,-22.81,2,21,376,394,19,"73.68%","84.21%","FUN_041447",-0.214103372944399,0.729492392383909,0.998649612991003,NA,NA,NA,NA,NA,NA
"1935",1935,"Cluster_16409","ptg000035l:8820802-8821802",147,-20.45,2,21,627,654,25,"56.00%","72.00%","FUN_041912",0.394258002718928,0.511341269406115,0.998649612991003,NA,NA,NA,NA,NA,NA
"1936",1936,"Cluster_16409","ptg000035l:995520-996520",153,-25.93,2,21,176,202,24,"66.67%","79.17%","FUN_041257",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",1937,"Cluster_16409","ptg000036l:3317738-3318738",151,-20.5,2,21,773,797,22,"63.64%","72.73%","FUN_042294",-0.339553299746489,0.576124997480438,0.998649612991003,NA,NA,NA,NA,NA,NA
"1938",1938,"Cluster_16409","ptg000047l:11267868-11268868",164,-21.16,2,21,741,762,19,"73.68%","78.95%","FUN_043660",0.285191889717398,0.641866604222203,0.998649612991003,NA,NA,NA,NA,NA,NA
"1939",1939,"Cluster_16409","ptg000047l:7951504-7952504",161,-20.12,2,21,698,721,22,"72.73%","81.82%","FUN_043399",-0.378219571146467,0.530177080522667,0.998649612991003,NA,NA,NA,NA,NA,NA
"1940",1940,"Cluster_16409","ptg000049l:15981-16981",166,-22.39,2,21,132,152,19,"78.95%","84.21%","FUN_043671",-0.113595050325448,0.855677949634834,0.998649612991003,NA,NA,NA,NA,NA,NA
"1941",1941,"Cluster_16409","ptg000050l:18442-19442",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_043840",-0.544151294181135,0.343063704574683,0.998649612991003,NA,NA,NA,NA,NA,NA
"1942",1942,"Cluster_16409","ptg000105l:1244-2244",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044153",-0.5656774452421,0.320263748049666,0.998649612991003,NA,NA,NA,NA,NA,NA
"1943",1943,"Cluster_16409","ptg000105l:20754-21754",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044155",-0.516302368618855,0.373125395894502,0.998649612991003,NA,NA,NA,NA,NA,NA
"1944",1944,"Cluster_16409","ptg000105l:40264-41264",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044158",-0.554702265223965,0.331839214160428,0.998649612991003,NA,NA,NA,NA,NA,NA
"1945",1945,"Cluster_16409","ptg000105l:59774-60774",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044160",-0.509854365111283,0.380172233180543,0.998649612991003,NA,NA,NA,NA,NA,NA
"1946",1946,"Cluster_16409","ptg000106l:13372-14372",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044165",-0.575150575256159,0.310356975697688,0.998649612991003,NA,NA,NA,NA,NA,NA
"1947",1947,"Cluster_16409","ptg000106l:32887-33887",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044167",-0.282339036364887,0.645349655479087,0.998649612991003,NA,NA,NA,NA,NA,NA
"1948",1948,"Cluster_16409","ptg000107l:13316-14316",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044169",-0.485356146992863,0.407227177864809,0.998649612991003,NA,NA,NA,NA,NA,NA
"1949",1949,"Cluster_16409","ptg000107l:32828-33828",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044172",-0.428861603646582,0.471189858561672,0.998649612991003,NA,NA,NA,NA,NA,NA
"1950",1950,"Cluster_16409","ptg000107l:52336-53336",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044174",-0.279082563841384,0.649329211441475,0.998649612991003,NA,NA,NA,NA,NA,NA
"1951",1951,"Cluster_16409","ptg000109l:29316-30316",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044189",-0.49872897907965,0.392404313184577,0.998649612991003,NA,NA,NA,NA,NA,NA
"1952",1952,"Cluster_16409","ptg000109l:9808-10808",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044186",-0.441636915800271,0.45654553843322,0.998649612991003,NA,NA,NA,NA,NA,NA
"1953",1953,"Cluster_16409","ptg000129l:10294-11294",161,-22.72,2,21,788,809,20,"75.00%","85.00%","FUN_044263",-0.401794440185821,0.502538461738306,0.998649612991003,NA,NA,NA,NA,NA,NA
"1954",1954,"Cluster_16409","ptg000130l:19466-20466",161,-22.72,2,21,789,810,20,"75.00%","85.00%","FUN_044270",-0.624669202357583,0.25992604102035,0.998649612991003,NA,NA,NA,NA,NA,NA
"1955",1955,"Cluster_17776","ntLink_6:12105473-12106473",145,-22.92,2,10,753,774,8,"100.00%","100.00%","FUN_001415",-0.154725757601492,0.803785937697027,0.998649612991003,NA,NA,NA,NA,NA,NA
"1956",1956,"Cluster_17776","ntLink_6:12783635-12784635",147,-22,2,12,843,864,10,"90.00%","90.00%","FUN_001481",0.681101201113372,0.205523624417994,0.998649612991003,NA,NA,NA,NA,NA,NA
"1957",1957,"Cluster_17776","ntLink_6:13200801-13201801",151,-22.34,2,17,360,382,16,"75.00%","81.25%","FUN_001521",0.698931563014211,0.189092618952258,0.998649612991003,"ntLink_6:13199811-13200801","O88854","Galanin receptor type 2 (GAL2-R) (GALR-2)","Mus musculus (Mouse)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; G protein-coupled receptor signaling pathway [GO:0007186]; galanin-activated signaling pathway [GO:0090663]; inositol phosphate metabolic process [GO:0043647]; negative regulation of adenylate cyclase activity [GO:0007194]; neuron projection development [GO:0031175]; neuropeptide signaling pathway [GO:0007218]; phosphatidylinositol metabolic process [GO:0046488]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of large conductance calcium-activated potassium channel activity [GO:1902608]; positive regulation of transcription by RNA polymerase II [GO:0045944]","GO:0004966; GO:0005886; GO:0005929; GO:0007186; GO:0007188; GO:0007189; GO:0007194; GO:0007200; GO:0007204; GO:0007218; GO:0008528; GO:0017046; GO:0031175; GO:0042923; GO:0043647; GO:0045944; GO:0046488; GO:0090663; GO:1902608"
"1958",1958,"Cluster_17776","ntLink_6:13437631-13438631",145,-25.81,2,19,59,86,23,"65.22%","65.22%","FUN_001536",0.852629843312508,0.0663906810435927,0.982602467414463,NA,NA,NA,NA,NA,NA
"1959",1959,"Cluster_17776","ntLink_6:13805874-13806874",152,-21.88,2,18,4,29,20,"70.00%","75.00%","FUN_001567",0.167147795031367,0.788175983201532,0.998649612991003,NA,NA,NA,NA,NA,NA
"1960",1960,"Cluster_17776","ntLink_6:20184735-20185735",148,-22.68,2,19,329,353,20,"70.00%","75.00%","FUN_002115",0.29603829813556,0.628652647677786,0.998649612991003,"ntLink_6:20130251-20184735","P14381","Transposon TX1 uncharacterized 149 kDa protein (ORF 2)","Xenopus laevis (African clawed frog)","","GO:0003824"
"1961",1961,"Cluster_17776","ntLink_6:3520985-3521985",151,-22.35,2,21,19,41,20,"65.00%","75.00%","FUN_000483",0.411624649297707,0.491104249151585,0.998649612991003,NA,NA,NA,NA,NA,NA
"1962",1962,"Cluster_17776","ntLink_6:3617090-3618090",141,-21.3,2,14,499,520,12,"75.00%","75.00%","FUN_000490",0.359306488898435,0.552560379992903,0.998649612991003,NA,NA,NA,NA,NA,NA
"1963",1963,"Cluster_17776","ntLink_6:56839-57839",148,-20.03,2,18,31,54,18,"66.67%","77.78%","FUN_000184",0.897253176149742,0.0389204044470113,0.96546924320845,NA,NA,NA,NA,NA,NA
"1964",1964,"Cluster_17776","ntLink_6:803268-804268",164,-22.72,2,17,378,399,15,"80.00%","93.33%","FUN_000255",-0.112656650727157,0.856865087200444,0.998649612991003,NA,NA,NA,NA,NA,NA
"1965",1965,"Cluster_17776","ntLink_8:12418451-12419451",144,-24.61,2,21,695,716,21,"66.67%","71.43%","FUN_003522",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",1966,"Cluster_17776","ntLink_8:12418451-12419451",145,-23.35,2,10,663,684,8,"100.00%","100.00%","FUN_003522",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",1967,"Cluster_17776","ntLink_8:13956883-13957883",159,-23.19,2,17,197,219,16,"75.00%","93.75%","FUN_003646",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",1968,"Cluster_17776","ntLink_8:1489507-1490507",149,-24.84,2,21,61,80,19,"63.16%","78.95%","FUN_002428",0.325917394499797,0.592497341314006,0.998649612991003,NA,NA,NA,NA,NA,NA
"1969",1969,"Cluster_17776","ntLink_8:19828844-19829844",153,-20.04,2,18,428,449,16,"68.75%","81.25%","FUN_004147",0.38008031637797,0.527984800363835,0.998649612991003,NA,NA,NA,NA,NA,NA
"1970",1970,"Cluster_17776","ntLink_8:22252513-22253513",145,-22.92,2,10,701,722,8,"100.00%","100.00%","FUN_004350",-0.0750401207157958,0.904545695158455,0.998649612991003,NA,NA,NA,NA,NA,NA
"1971",1971,"Cluster_17776","ntLink_8:23478421-23479421",150,-20.52,2,11,808,829,9,"100.00%","100.00%","FUN_004464",-0.607684806519216,0.276957686631029,0.998649612991003,NA,NA,NA,NA,NA,NA
"1972",1972,"Cluster_17776","ntLink_8:28710452-28711452",160,-26.19,2,21,648,669,19,"68.42%","78.95%","FUN_004917",-0.0858722269894737,0.890798608385034,0.998649612991003,"ntLink_8:28711452-28712199","Q9Y2Y9","Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Novel Sp1-like zinc finger transcription factor 1) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3) (Transcription factor NSLP1)","Homo sapiens (Human)","negative regulation of cell population proliferation [GO:0008285]; negative regulation of erythrocyte differentiation [GO:0045647]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]","GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0006366; GO:0008285; GO:0045647; GO:0046872; GO:1990837"
"1973",1973,"Cluster_17776","ntLink_8:35732255-35733255",146,-20.69,2,21,773,793,19,"63.16%","73.68%","FUN_005465",-0.346815671128407,0.567439856326441,0.998649612991003,NA,NA,NA,NA,NA,NA
"1974",1974,"Cluster_17776","ntLink_8:8561418-8562418",143,-20.2,2,17,152,174,16,"68.75%","75.00%","FUN_003192",-0.582612708766161,0.30260972287223,0.998649612991003,NA,NA,NA,NA,NA,NA
"1975",1975,"Cluster_17776","ptg000001l:12288141-12289141",140,-22.93,2,9,925,946,7,"100.00%","100.00%","FUN_006423",0.655973821060665,0.229314210731712,0.998649612991003,NA,NA,NA,NA,NA,NA
