Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	3	3
OG0002793	3	3
OG0002794	3	3
OG0002795	3	3
OG0002796	3	3
OG0002797	3	3
OG0002798	3	3
OG0002799	3	3
OG0002800	3	3
OG0002801	3	3
OG0002802	4	4
OG0002803	3	3
OG0002804	3	3
OG0002805	3	3
OG0002806	3	3
OG0002807	2	2
OG0002808	2	2
OG0002809	3	3
OG0002810	3	3
OG0002811	2	2
OG0002812	3	3
OG0002813	3	3
OG0002814	3	3
OG0002815	3	3
OG0002816	5	5
OG0002817	5	5
OG0002818	3	3
OG0002819	3	3
OG0002820	3	3
OG0002821	3	3
OG0002822	5	5
OG0002823	3	3
OG0002824	3	3
OG0002825	3	3
OG0002826	2	2
OG0002827	3	3
OG0002828	3	3
OG0002829	3	3
OG0002830	2	2
OG0002831	3	3
OG0002832	2	1
OG0002833	2	2
OG0002834	3	3
OG0002835	3	3
OG0002836	3	3
OG0002837	3	3
OG0002838	3	3
OG0002839	3	3
OG0002840	3	3
OG0002841	3	3
OG0002842	1	1
OG0002843	3	3
OG0002844	4	4
OG0002845	3	3
OG0002846	2	2
OG0002847	3	3
OG0002848	5	5
OG0002849	3	3
OG0002850	3	3
OG0002851	2	2
OG0002852	3	3
OG0002853	3	3
OG0002854	2	2
OG0002855	4	4
OG0002856	3	3
OG0002857	3	3
OG0002858	3	3
OG0002859	3	3
OG0002860	5	5
OG0002861	3	3
OG0002862	3	3
OG0002863	3	3
OG0002864	3	3
OG0002865	4	4
OG0002866	3	3
OG0002867	4	4
OG0002868	3	3
OG0002869	4	4
OG0002870	4	4
OG0002871	3	3
OG0002872	3	3
OG0002873	4	4
OG0002874	3	3
OG0002875	2	2
OG0002876	2	2
OG0002877	4	4
OG0002878	3	3
OG0002879	3	3
OG0002880	3	3
OG0002881	3	3
OG0002882	2	2
OG0002883	2	2
OG0002884	3	3
OG0002885	3	3
OG0002886	3	3
OG0002887	3	3
OG0002888	3	3
OG0002889	5	5
OG0002890	3	3
OG0002891	4	4
OG0002892	3	3
OG0002893	2	2
OG0002894	3	3
OG0002895	2	2
OG0002896	2	2
OG0002897	3	3
OG0002898	2	2
OG0002899	3	3
OG0002900	3	3
OG0002901	3	3
OG0002902	3	3
OG0002903	4	4
OG0002904	4	4
OG0002905	3	3
OG0002906	3	3
OG0002907	3	3
OG0002908	3	3
OG0002909	3	3
OG0002910	4	4
OG0002911	3	3
OG0002912	3	3
OG0002913	3	3
OG0002914	3	3
OG0002915	3	3
OG0002916	3	3
OG0002917	3	3
OG0002918	3	3
OG0002919	3	3
OG0002920	5	5
OG0002921	3	3
OG0002922	3	3
OG0002923	3	3
OG0002924	3	3
OG0002925	3	3
OG0002926	4	4
OG0002927	4	4
OG0002928	3	3
OG0002929	3	3
OG0002930	4	4
OG0002931	4	4
OG0002932	3	3
OG0002933	3	3
OG0002934	3	3
OG0002935	3	3
OG0002936	2	2
OG0002937	3	3
OG0002938	3	3
OG0002939	3	3
OG0002940	3	3
OG0002941	3	3
OG0002942	3	3
OG0002943	3	3
OG0002944	3	3
OG0002945	3	3
OG0002946	3	3
OG0002947	3	3
OG0002948	3	3
OG0002949	3	3
OG0002950	3	3
OG0002951	2	2
OG0002952	3	3
OG0002953	3	3
OG0002954	3	3
OG0002955	3	3
OG0002956	3	3
OG0002957	2	1
OG0002958	3	3
OG0002959	3	3
OG0002960	2	2
OG0002961	3	3
OG0002962	3	3
OG0002963	4	4
OG0002964	3	3
OG0002965	3	3
OG0002966	3	3
OG0002967	3	3
OG0002968	4	4
OG0002969	4	4
OG0002970	4	4
OG0002971	4	4
OG0002972	4	4
OG0002973	3	3
OG0002974	4	4
OG0002975	3	3
OG0002976	3	3
OG0002977	3	3
OG0002978	3	3
OG0002979	3	3
OG0002980	4	4
OG0002981	3	3
OG0002982	3	3
OG0002983	3	3
OG0002984	3	3
OG0002985	4	4
OG0002986	3	3
OG0002987	2	2
OG0002988	3	3
OG0002989	3	3
OG0002990	5	5
OG0002991	4	4
OG0002992	5	5
OG0002993	4	4
OG0002994	5	5
OG0002995	4	4
OG0002996	4	4
OG0002997	5	5
OG0002998	5	5
OG0002999	5	5
OG0003000	5	5
OG0003001	4	4
OG0003002	4	4
OG0003003	5	5
OG0003004	4	4
OG0003005	4	4
OG0003006	5	5
OG0003007	4	4
OG0003008	4	4
OG0003009	5	5
OG0003010	5	5
OG0003011	5	5
OG0003012	5	5
OG0003013	4	4
OG0003014	5	5
OG0003015	3	3
OG0003016	5	5
OG0003017	4	4
OG0003018	4	4
OG0003019	5	5
OG0003020	5	5
OG0003021	5	5
OG0003022	5	5
OG0003023	5	5
OG0003024	4	4
OG0003025	5	5
OG0003026	5	5
OG0003027	4	4
OG0003028	4	4
OG0003029	3	3
OG0003030	5	5
OG0003031	5	5
OG0003032	5	5
OG0003033	4	4
OG0003034	4	4
OG0003035	4	4
OG0003036	5	5
OG0003037	4	4
OG0003038	4	4
OG0003039	4	4
OG0003040	4	4
OG0003041	5	5
OG0003042	5	5
OG0003043	5	5
OG0003044	4	4
OG0003045	4	4
OG0003046	4	4
OG0003047	4	4
OG0003048	5	5
OG0003049	4	4
OG0003050	5	5
OG0003051	5	5
OG0003052	5	5
OG0003053	4	4
OG0003054	5	5
OG0003055	5	5
OG0003056	4	4
OG0003057	5	5
OG0003058	4	4
OG0003059	4	4
OG0003060	4	4
OG0003061	5	5
OG0003062	4	4
OG0003063	5	5
OG0003064	4	4
OG0003065	4	4
OG0003066	4	4
OG0003067	3	3
OG0003068	5	5
OG0003069	5	5
OG0003070	5	5
OG0003071	5	5
OG0003072	4	4
OG0003073	4	4
OG0003074	4	4
OG0003075	5	5
OG0003076	5	5
OG0003077	5	5
OG0003078	4	4
OG0003079	5	5
OG0003080	5	5
OG0003081	5	5
OG0003082	4	4
OG0003083	5	5
OG0003084	5	5
OG0003085	4	4
OG0003086	4	4
OG0003087	4	4
OG0003088	4	4
OG0003089	4	4
OG0003090	4	4
OG0003091	4	4
OG0003092	4	4
OG0003093	4	4
OG0003094	4	4
OG0003095	5	5
OG0003096	4	4
OG0003097	4	4
OG0003098	5	5
OG0003099	5	5
OG0003100	5	5
OG0003101	4	4
OG0003102	5	5
OG0003103	5	5
OG0003104	5	5
OG0003105	5	5
OG0003106	3	3
OG0003107	5	5
OG0003108	4	4
OG0003109	4	4
OG0003110	4	4
OG0003111	4	4
OG0003112	5	5
OG0003113	5	5
OG0003114	4	4
OG0003115	4	4
OG0003116	4	4
OG0003117	5	5
OG0003118	5	5
OG0003119	4	4
OG0003120	4	4
OG0003121	4	4
OG0003122	4	4
OG0003123	4	4
OG0003124	4	4
OG0003125	5	5
OG0003126	5	5
OG0003127	5	5
OG0003128	5	5
OG0003129	5	5
OG0003130	5	5
OG0003131	5	5
OG0003132	5	5
OG0003133	5	5
OG0003134	5	5
OG0003135	5	5
OG0003136	5	5
OG0003137	5	5
OG0003138	5	5
OG0003139	5	5
OG0003140	5	5
OG0003141	5	5
OG0003142	5	5
OG0003143	5	5
OG0003144	5	5
OG0003145	5	5
OG0003146	5	5
OG0003147	5	5
OG0003148	5	5
OG0003149	5	5
OG0003150	5	5
OG0003151	5	5
OG0003152	5	5
OG0003153	5	5
OG0003154	5	5
OG0003155	5	5
OG0003156	5	5
OG0003157	5	5
OG0003158	5	5
OG0003159	5	5
OG0003160	5	5
OG0003161	5	5
OG0003162	5	5
OG0003163	5	5
OG0003164	5	5
OG0003165	5	5
OG0003166	5	5
OG0003167	5	5
OG0003168	5	5
OG0003169	5	5
OG0003170	5	5
OG0003171	5	5
OG0003172	5	5
OG0003173	5	5
OG0003174	5	5
OG0003175	5	5
OG0003176	5	5
OG0003177	5	5
OG0003178	2	2
OG0003179	2	2
OG0003180	2	2
OG0003181	2	2
OG0003182	2	2
OG0003183	2	2
OG0003184	2	2
OG0003185	2	2
OG0003186	2	2
OG0003187	4	4
OG0003188	2	2
OG0003189	2	2
OG0003190	2	2
OG0003191	1	1
OG0003192	2	2
OG0003193	2	2
OG0003194	2	2
OG0003195	2	2
OG0003196	2	2
OG0003197	3	3
OG0003198	2	2
OG0003199	2	2
OG0003200	2	2
OG0003201	2	2
OG0003202	2	2
OG0003203	2	2
OG0003204	2	2
OG0003205	2	2
OG0003206	2	2
OG0003207	2	2
OG0003208	2	2
OG0003209	2	2
OG0003210	2	2
OG0003211	3	3
OG0003212	2	2
OG0003213	1	1
OG0003214	1	1
OG0003215	2	2
OG0003216	2	2
OG0003217	3	3
OG0003218	2	2
OG0003219	4	4
OG0003220	2	2
OG0003221	2	2
OG0003222	2	2
OG0003223	2	2
OG0003224	2	2
OG0003225	2	2
OG0003226	1	1
OG0003227	2	2
OG0003228	2	2
OG0003229	1	1
OG0003230	2	2
OG0003231	2	2
OG0003232	2	2
OG0003233	2	2
OG0003234	4	4
OG0003235	2	2
OG0003236	2	2
OG0003237	2	2
OG0003238	2	2
OG0003239	2	2
OG0003240	2	2
OG0003241	2	2
OG0003242	2	2
OG0003243	2	2
OG0003244	2	2
OG0003245	2	2
OG0003246	2	2
OG0003247	2	2
OG0003248	2	2
OG0003249	2	2
OG0003250	4	4
OG0003251	4	4
OG0003252	2	2
OG0003253	4	4
OG0003254	2	2
OG0003255	4	4
OG0003256	4	4
OG0003257	2	2
OG0003258	3	3
OG0003259	2	2
OG0003260	4	4
OG0003261	3	3
OG0003262	2	2
OG0003263	4	4
OG0003264	2	2
OG0003265	4	4
OG0003266	4	4
OG0003267	2	2
OG0003268	3	3
OG0003269	1	1
OG0003270	4	4
OG0003271	4	4
OG0003272	4	4
OG0003273	2	2
OG0003274	2	2
OG0003275	4	4
OG0003276	4	4
OG0003277	2	2
OG0003278	1	1
OG0003279	2	2
OG0003280	2	2
OG0003281	2	2
OG0003282	2	2
OG0003283	2	2
OG0003284	3	3
OG0003285	3	3
OG0003286	4	4
OG0003287	2	2
OG0003288	3	3
OG0003289	3	3
OG0003290	4	4
OG0003291	4	4
OG0003292	2	2
OG0003293	4	4
OG0003294	2	2
OG0003295	2	2
OG0003296	2	2
OG0003297	3	3
OG0003298	3	3
OG0003299	1	1
OG0003300	4	4
OG0003301	2	2
OG0003302	3	3
OG0003303	4	4
OG0003304	4	4
OG0003305	3	3
OG0003306	3	3
OG0003307	2	2
OG0003308	4	4
OG0003309	3	3
OG0003310	3	3
OG0003311	2	2
OG0003312	2	2
OG0003313	2	2
OG0003314	2	2
OG0003315	2	2
OG0003316	2	2
OG0003317	4	4
OG0003318	2	2
OG0003319	2	2
OG0003320	2	2
OG0003321	4	4
OG0003322	2	2
OG0003323	2	2
OG0003324	3	3
OG0003325	2	2
OG0003326	2	2
OG0003327	2	2
OG0003328	2	2
OG0003329	2	2
OG0003330	2	2
OG0003331	2	2
OG0003332	2	2
OG0003333	2	2
OG0003334	2	2
OG0003335	2	2
OG0003336	1	1
OG0003337	2	2
OG0003338	1	1
OG0003339	2	2
OG0003340	2	2
OG0003341	2	2
OG0003342	4	4
OG0003343	2	2
OG0003344	4	4
OG0003345	2	2
OG0003346	2	2
OG0003347	2	2
OG0003348	3	3
OG0003349	4	4
OG0003350	2	2
OG0003351	3	3
OG0003352	2	2
OG0003353	2	2
OG0003354	2	2
OG0003355	2	2
OG0003356	3	3
OG0003357	2	2
OG0003358	2	2
OG0003359	3	3
OG0003360	2	2
OG0003361	2	2
OG0003362	4	4
OG0003363	2	2
OG0003364	2	2
OG0003365	2	2
OG0003366	1	1
OG0003367	2	2
OG0003368	1	1
OG0003369	2	2
OG0003370	2	2
OG0003371	2	2
OG0003372	4	4
OG0003373	3	3
OG0003374	2	2
OG0003375	1	1
OG0003376	2	2
OG0003377	2	2
OG0003378	3	3
OG0003379	4	4
OG0003380	4	4
OG0003381	2	2
OG0003382	2	2
OG0003383	4	4
OG0003384	2	2
OG0003385	2	2
OG0003386	3	3
OG0003387	2	2
OG0003388	2	2
OG0003389	1	1
OG0003390	2	2
OG0003391	4	4
OG0003392	2	2
OG0003393	2	2
OG0003394	4	4
OG0003395	2	2
OG0003396	4	4
OG0003397	3	3
OG0003398	2	2
OG0003399	4	4
OG0003400	2	2
OG0003401	4	4
OG0003402	2	2
OG0003403	2	2
OG0003404	2	2
OG0003405	3	3
OG0003406	4	4
OG0003407	4	4
OG0003408	4	4
OG0003409	2	2
OG0003410	1	1
OG0003411	2	2
OG0003412	2	2
OG0003413	4	4
OG0003414	2	2
OG0003415	3	3
OG0003416	2	2
OG0003417	2	2
OG0003418	3	3
OG0003419	3	3
OG0003420	3	3
OG0003421	1	1
OG0003422	2	2
OG0003423	2	2
OG0003424	1	1
OG0003425	2	2
OG0003426	2	2
OG0003427	1	1
OG0003428	2	2
OG0003429	4	4
OG0003430	3	3
OG0003431	4	4
OG0003432	2	2
OG0003433	3	3
OG0003434	2	2
OG0003435	4	4
OG0003436	2	2
OG0003437	1	1
OG0003438	2	2
OG0003439	2	2
OG0003440	2	2
OG0003441	2	2
OG0003442	2	2
OG0003443	2	2
OG0003444	3	3
OG0003445	2	2
OG0003446	2	2
OG0003447	2	2
OG0003448	1	1
OG0003449	1	1
OG0003450	2	2
OG0003451	2	2
OG0003452	2	2
OG0003453	1	1
OG0003454	2	2
OG0003455	2	2
OG0003456	3	3
OG0003457	2	2
OG0003458	2	2
OG0003459	2	2
OG0003460	2	2
OG0003461	4	4
OG0003462	2	2
OG0003463	1	1
OG0003464	2	2
OG0003465	2	2
OG0003466	1	1
OG0003467	2	2
OG0003468	3	3
OG0003469	2	2
OG0003470	2	2
OG0003471	2	2
OG0003472	2	2
OG0003473	4	4
OG0003474	3	3
OG0003475	3	3
OG0003476	2	2
OG0003477	3	3
OG0003478	4	4
OG0003479	2	2
OG0003480	2	2
OG0003481	2	2
OG0003482	2	2
OG0003483	2	2
OG0003484	2	2
OG0003485	2	2
OG0003486	3	3
OG0003487	2	2
OG0003488	2	2
OG0003489	2	2
OG0003490	2	2
OG0003491	1	1
OG0003492	2	2
OG0003493	2	2
OG0003494	2	2
OG0003495	2	2
OG0003496	4	4
OG0003497	2	2
OG0003498	2	2
OG0003499	2	2
OG0003500	2	2
OG0003501	2	2
OG0003502	4	4
OG0003503	1	1
OG0003504	2	2
OG0003505	2	2
OG0003506	2	2
OG0003507	2	2
OG0003508	2	2
OG0003509	3	3
OG0003510	4	4
OG0003511	2	2
OG0003512	3	3
OG0003513	2	2
OG0003514	2	2
OG0003515	2	2
OG0003516	2	2
OG0003517	2	2
OG0003518	4	4
OG0003519	4	4
OG0003520	4	4
OG0003521	3	3
OG0003522	4	4
OG0003523	3	3
OG0003524	3	3
OG0003525	3	3
OG0003526	3	3
OG0003527	2	2
OG0003528	2	2
OG0003529	3	3
OG0003530	2	2
OG0003531	2	2
OG0003532	2	2
OG0003533	2	2
OG0003534	2	2
OG0003535	2	2
OG0003536	2	2
OG0003537	2	2
OG0003538	2	2
OG0003539	3	3
OG0003540	2	2
OG0003541	2	2
OG0003542	3	3
OG0003543	2	2
OG0003544	2	2
OG0003545	2	2
OG0003546	4	4
OG0003547	3	3
OG0003548	3	3
OG0003549	4	4
OG0003550	4	4
OG0003551	2	2
OG0003552	3	3
OG0003553	3	3
OG0003554	3	3
OG0003555	3	3
OG0003556	4	4
OG0003557	2	2
OG0003558	2	2
OG0003559	1	1
OG0003560	1	1
OG0003561	2	2
OG0003562	2	2
OG0003563	2	2
OG0003564	2	2
OG0003565	2	2
OG0003566	3	3
OG0003567	2	2
OG0003568	2	2
OG0003569	2	2
OG0003570	2	2
OG0003571	2	2
OG0003572	2	2
OG0003573	2	2
OG0003574	2	2
OG0003575	2	2
OG0003576	2	2
OG0003577	2	2
OG0003578	2	2
OG0003579	1	1
OG0003580	2	2
OG0003581	1	1
OG0003582	2	2
OG0003583	2	2
OG0003584	2	2
OG0003585	2	2
OG0003586	2	2
OG0003587	2	2
OG0003588	2	2
OG0003589	2	2
OG0003590	2	2
OG0003591	1	1
OG0003592	2	2
OG0003593	3	3
OG0003594	2	2
OG0003595	2	2
OG0003596	4	4
OG0003597	2	2
OG0003598	3	3
OG0003599	2	2
OG0003600	3	3
OG0003601	2	2
OG0003602	1	1
OG0003603	2	2
OG0003604	3	3
OG0003605	3	3
OG0003606	2	2
OG0003607	3	3
OG0003608	4	4
OG0003609	4	4
OG0003610	4	4
OG0003611	2	2
OG0003612	3	3
OG0003613	3	3
OG0003614	2	2
OG0003615	2	2
OG0003616	2	2
OG0003617	2	2
OG0003618	2	2
OG0003619	2	2
OG0003620	2	2
OG0003621	2	2
OG0003622	2	2
OG0003623	2	2
OG0003624	2	2
OG0003625	1	1
OG0003626	2	2
OG0003627	4	4
OG0003628	2	2
OG0003629	4	4
OG0003630	3	3
OG0003631	4	4
OG0003632	4	4
OG0003633	1	1
OG0003634	4	4
OG0003635	4	4
OG0003636	3	3
OG0003637	1	1
OG0003638	2	2
OG0003639	2	2
OG0003640	3	3
OG0003641	2	2
OG0003642	2	2
OG0003643	3	3
OG0003644	2	2
OG0003645	2	2
OG0003646	2	2
OG0003647	2	2
OG0003648	2	2
OG0003649	2	2
OG0003650	2	2
OG0003651	2	2
OG0003652	2	2
OG0003653	2	2
OG0003654	2	2
OG0003655	2	2
OG0003656	3	3
OG0003657	2	2
OG0003658	1	1
OG0003659	2	2
OG0003660	2	2
OG0003661	2	2
OG0003662	2	2
OG0003663	2	2
OG0003664	3	3
OG0003665	3	3
OG0003666	3	3
OG0003667	3	3
OG0003668	2	2
OG0003669	2	2
OG0003670	2	2
OG0003671	2	2
OG0003672	2	2
OG0003673	2	2
OG0003674	3	3
OG0003675	3	3
OG0003676	3	3
OG0003677	2	2
OG0003678	3	3
OG0003679	3	3
OG0003680	3	3
OG0003681	2	2
OG0003682	3	3
OG0003683	2	2
OG0003684	4	4
OG0003685	2	2
OG0003686	2	2
OG0003687	2	2
OG0003688	2	2
OG0003689	2	2
OG0003690	2	2
OG0003691	2	2
OG0003692	2	2
OG0003693	2	2
OG0003694	2	2
OG0003695	2	2
OG0003696	2	2
OG0003697	3	3
OG0003698	2	2
OG0003699	2	2
OG0003700	1	1
OG0003701	4	4
OG0003702	2	2
OG0003703	4	4
OG0003704	2	2
OG0003705	2	2
OG0003706	2	2
OG0003707	2	2
OG0003708	2	2
OG0003709	4	4
OG0003710	3	3
OG0003711	2	2
OG0003712	3	3
OG0003713	4	4
OG0003714	3	3
OG0003715	2	2
OG0003716	3	3
OG0003717	4	4
OG0003718	3	3
OG0003719	4	4
OG0003720	4	4
OG0003721	3	3
OG0003722	4	4
OG0003723	2	2
OG0003724	2	2
OG0003725	2	2
OG0003726	2	2
OG0003727	2	2
OG0003728	3	3
OG0003729	2	2
OG0003730	2	2
OG0003731	2	2
OG0003732	1	1
OG0003733	3	3
OG0003734	4	4
OG0003735	4	4
OG0003736	2	2
OG0003737	4	4
OG0003738	4	4
OG0003739	3	3
OG0003740	2	2
OG0003741	2	2
OG0003742	2	2
OG0003743	3	3
OG0003744	2	2
OG0003745	3	3
OG0003746	2	2
OG0003747	1	1
OG0003748	2	2
OG0003749	3	3
OG0003750	2	2
OG0003751	1	1
OG0003752	4	4
OG0003753	4	4
OG0003754	2	2
OG0003755	2	2
OG0003756	2	2
OG0003757	2	2
OG0003758	4	4
OG0003759	3	3
OG0003760	4	4
OG0003761	2	2
OG0003762	2	2
OG0003763	2	2
OG0003764	2	2
OG0003765	3	3
OG0003766	2	2
OG0003767	2	2
OG0003768	2	2
OG0003769	2	2
OG0003770	4	4
OG0003771	3	3
OG0003772	3	3
OG0003773	2	2
OG0003774	2	2
OG0003775	2	2
OG0003776	2	2
OG0003777	2	2
OG0003778	2	2
OG0003779	1	1
OG0003780	2	2
OG0003781	1	1
OG0003782	2	2
OG0003783	2	2
OG0003784	2	2
OG0003785	1	1
OG0003786	3	3
OG0003787	2	2
OG0003788	2	2
OG0003789	2	2
OG0003790	2	2
OG0003791	2	2
OG0003792	2	2
OG0003793	2	2
OG0003794	2	2
OG0003795	2	2
OG0003796	2	2
OG0003797	4	4
OG0003798	2	2
OG0003799	4	4
OG0003800	1	1
OG0003801	1	1
OG0003802	2	2
OG0003803	2	2
OG0003804	2	2
OG0003805	2	2
OG0003806	2	2
OG0003807	3	3
OG0003808	2	2
OG0003809	2	2
OG0003810	3	3
OG0003811	2	2
OG0003812	2	2
OG0003813	2	2
OG0003814	2	2
OG0003815	3	3
OG0003816	4	4
OG0003817	2	2
OG0003818	3	3
OG0003819	2	2
OG0003820	1	1
OG0003821	2	2
OG0003822	2	2
OG0003823	2	2
OG0003824	1	1
OG0003825	2	2
OG0003826	2	2
OG0003827	1	1
OG0003828	3	3
OG0003829	2	2
OG0003830	2	2
OG0003831	2	2
OG0003832	4	4
OG0003833	2	2
OG0003834	2	2
OG0003835	2	2
OG0003836	2	2
OG0003837	3	3
OG0003838	1	1
OG0003839	2	2
OG0003840	3	3
OG0003841	2	2
OG0003842	2	2
OG0003843	2	2
OG0003844	2	2
OG0003845	2	2
OG0003846	2	2
OG0003847	2	2
OG0003848	2	2
OG0003849	2	2
OG0003850	4	4
OG0003851	2	2
OG0003852	2	2
OG0003853	2	2
OG0003854	2	2
OG0003855	2	2
OG0003856	1	1
OG0003857	2	2
OG0003858	1	1
OG0003859	2	2
OG0003860	2	2
OG0003861	2	2
OG0003862	2	2
OG0003863	2	2
OG0003864	3	3
OG0003865	2	2
OG0003866	2	2
OG0003867	2	2
OG0003868	2	2
OG0003869	4	4
OG0003870	2	2
OG0003871	2	2
OG0003872	3	3
OG0003873	3	3
OG0003874	2	2
OG0003875	1	1
OG0003876	2	2
OG0003877	2	2
OG0003878	4	4
OG0003879	2	2
OG0003880	2	2
OG0003881	2	2
OG0003882	2	2
OG0003883	2	2
OG0003884	2	2
OG0003885	2	2
OG0003886	2	2
OG0003887	3	3
OG0003888	3	3
OG0003889	2	2
OG0003890	4	4
OG0003891	2	2
OG0003892	3	3
OG0003893	2	2
OG0003894	2	2
OG0003895	1	1
OG0003896	3	3
OG0003897	2	2
OG0003898	2	2
OG0003899	4	4
OG0003900	3	3
OG0003901	2	2
OG0003902	4	4
OG0003903	2	2
OG0003904	2	2
OG0003905	2	2
OG0003906	2	2
OG0003907	2	2
OG0003908	2	2
OG0003909	2	2
OG0003910	2	2
OG0003911	1	1
OG0003912	2	2
OG0003913	2	2
OG0003914	2	2
OG0003915	2	2
OG0003916	2	2
OG0003917	2	2
OG0003918	2	2
OG0003919	3	3
OG0003920	2	2
OG0003921	2	2
OG0003922	2	2
OG0003923	2	2
OG0003924	2	2
OG0003925	2	2
OG0003926	2	2
OG0003927	2	2
OG0003928	2	2
OG0003929	4	4
OG0003930	2	2
OG0003931	2	2
OG0003932	2	2
OG0003933	2	2
OG0003934	2	2
OG0003935	2	2
OG0003936	2	2
OG0003937	2	2
OG0003938	2	2
OG0003939	2	2
OG0003940	3	3
OG0003941	1	1
OG0003942	2	2
OG0003943	3	3
OG0003944	2	2
OG0003945	3	3
OG0003946	2	2
OG0003947	4	4
OG0003948	2	2
OG0003949	2	2
OG0003950	2	2
OG0003951	3	3
OG0003952	2	2
OG0003953	2	2
OG0003954	3	3
OG0003955	3	3
OG0003956	2	2
OG0003957	2	2
OG0003958	4	4
OG0003959	2	2
OG0003960	1	1
OG0003961	2	2
OG0003962	2	2
OG0003963	2	2
OG0003964	2	2
OG0003965	2	2
OG0003966	2	2
OG0003967	4	4
OG0003968	2	2
OG0003969	3	3
OG0003970	4	4
OG0003971	2	2
OG0003972	2	2
OG0003973	2	2
OG0003974	4	4
OG0003975	2	2
OG0003976	2	2
OG0003977	2	2
OG0003978	2	2
OG0003979	2	2
OG0003980	3	3
OG0003981	2	2
OG0003982	4	4
OG0003983	2	2
OG0003984	2	2
OG0003985	2	2
OG0003986	2	2
OG0003987	2	2
OG0003988	2	2
OG0003989	4	4
OG0003990	3	3
OG0003991	2	2
OG0003992	1	1
OG0003993	2	2
OG0003994	2	2
OG0003995	2	2
OG0003996	1	1
OG0003997	2	2
OG0003998	1	1
OG0003999	2	2
OG0004000	2	2
OG0004001	2	2
OG0004002	2	2
OG0004003	2	2
OG0004004	2	2
OG0004005	2	2
OG0004006	3	3
OG0004007	2	2
OG0004008	2	2
OG0004009	2	2
OG0004010	2	2
OG0004011	2	2
OG0004012	2	2
OG0004013	2	2
OG0004014	4	4
OG0004015	2	2
OG0004016	2	2
OG0004017	2	2
OG0004018	2	2
OG0004019	2	2
OG0004020	3	3
OG0004021	3	3
OG0004022	2	2
OG0004023	2	2
OG0004024	2	2
OG0004025	3	3
OG0004026	3	3
OG0004027	2	2
OG0004028	3	3
OG0004029	3	3
OG0004030	2	2
OG0004031	3	3
OG0004032	2	2
OG0004033	3	3
OG0004034	2	2
OG0004035	2	2
OG0004036	3	3
OG0004037	3	3
OG0004038	2	2
OG0004039	2	2
OG0004040	2	2
OG0004041	2	2
OG0004042	2	2
OG0004043	2	2
OG0004044	2	2
OG0004045	2	2
OG0004046	2	2
OG0004047	2	2
OG0004048	2	2
OG0004049	1	1
OG0004050	2	2
OG0004051	3	3
OG0004052	1	1
OG0004053	2	2
OG0004054	2	2
OG0004055	2	2
OG0004056	3	3
OG0004057	1	1
OG0004058	2	2
OG0004059	2	2
OG0004060	2	2
OG0004061	2	2
OG0004062	2	2
OG0004063	2	2
OG0004064	2	2
OG0004065	2	2
OG0004066	2	2
OG0004067	3	3
OG0004068	2	2
OG0004069	4	4
OG0004070	3	3
OG0004071	2	2
OG0004072	2	2
OG0004073	2	2
OG0004074	1	1
OG0004075	2	2
OG0004076	3	3
OG0004077	2	2
OG0004078	2	2
OG0004079	2	2
OG0004080	1	1
OG0004081	2	2
OG0004082	4	4
OG0004083	2	2
OG0004084	1	1
OG0004085	3	3
OG0004086	2	2
OG0004087	3	3
OG0004088	1	1
OG0004089	3	3
OG0004090	2	2
OG0004091	2	2
OG0004092	3	3
OG0004093	2	2
OG0004094	2	2
OG0004095	2	2
OG0004096	2	2
OG0004097	2	2
OG0004098	2	2
OG0004099	2	2
OG0004100	2	2
OG0004101	2	2
OG0004102	2	2
OG0004103	2	2
OG0004104	2	2
OG0004105	2	2
OG0004106	2	2
OG0004107	3	3
OG0004108	3	3
OG0004109	2	2
OG0004110	2	2
OG0004111	2	2
OG0004112	2	2
OG0004113	1	1
OG0004114	1	1
OG0004115	2	2
OG0004116	2	2
OG0004117	2	2
OG0004118	3	3
OG0004119	2	2
OG0004120	1	1
OG0004121	3	3
OG0004122	2	2
OG0004123	1	1
OG0004124	2	2
OG0004125	3	3
OG0004126	2	2
OG0004127	2	2
OG0004128	2	2
OG0004129	2	2
OG0004130	2	2
OG0004131	2	2
OG0004132	2	2
OG0004133	2	2
OG0004134	2	2
OG0004135	2	2
OG0004136	2	2
OG0004137	2	2
OG0004138	2	2
OG0004139	2	2
OG0004140	2	2
OG0004141	4	4
OG0004142	2	2
OG0004143	2	2
OG0004144	2	2
OG0004145	2	2
OG0004146	2	2
OG0004147	2	2
OG0004148	2	2
OG0004149	2	2
OG0004150	2	2
OG0004151	2	2
OG0004152	2	2
OG0004153	1	1
OG0004154	1	1
OG0004155	2	2
OG0004156	2	2
OG0004157	2	2
OG0004158	1	1
OG0004159	2	2
OG0004160	2	2
OG0004161	2	2
OG0004162	2	2
OG0004163	1	1
OG0004164	2	2
OG0004165	2	2
OG0004166	2	2
OG0004167	3	3
OG0004168	2	2
OG0004169	2	2
OG0004170	2	2
OG0004171	2	2
OG0004172	2	2
OG0004173	4	4
OG0004174	2	2
OG0004175	2	2
OG0004176	2	2
OG0004177	4	4
OG0004178	2	2
OG0004179	2	2
OG0004180	2	2
OG0004181	2	2
OG0004182	2	2
OG0004183	2	2
OG0004184	4	4
OG0004185	2	2
OG0004186	2	2
OG0004187	2	2
OG0004188	1	1
