"X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","species"
1322,479380,"Cluster_14500","Peve_00006413",-0.999945819357893,0.0066270333402645,0.573710369894872,162,-21.66,"2 21","758 783",23,"73.91%","78.26%","P. evermanni"
1340,487490,"Cluster_1167","Peve_00013947",0.999909726776791,0.00855416971793389,0.573710369894872,141,-21.45,"2 12","681 701",10,"90.00%","90.00%","P. evermanni"
1341,488010,"Cluster_9149","Peve_00043123",1,0,0,157,-23.58,"2 21","803 824",20,"75.00%","80.00%","P. evermanni"
1346,489169,"Cluster_6906","Peve_00030693",0.999488224375111,0.0203682371525405,0.810097073649321,155,-20.73,"2 21","558 576",19,"73.68%","84.21%","P. evermanni"
1362,494769,"Cluster_13502","Peve_00000601",0.997844556977271,0.0418062711782387,0.909359886114279,153,-21.15,"2 19","925 950",21,"66.67%","76.19%","P. evermanni"
1385,502977,"Cluster_4629","Peve_00012638",0.997938030915672,0.0408894104551393,0.909359886114279,162,-20.05,"2 20","206 228",19,"73.68%","84.21%","P. evermanni"
1390,504356,"Cluster_14999","Peve_00003000",-0.998266557633023,0.0374897530420475,0.909359886114279,161,-21.13,"2 14","905 926",12,"91.67%","100.00%","P. evermanni"
1468,534112,"Cluster_2854","Peve_00021216",0.999962448044095,0.00551712420276166,0.551398425649056,156,-20.4,"2 20","190 209",18,"72.22%","83.33%","P. evermanni"
1477,537845,"Cluster_1167","Peve_00015043",0.999909726776791,0.00855416971793915,0.573710369894872,155,-29.94,"2 21","395 419",22,"68.18%","72.73%","P. evermanni"
1478,538327,"Cluster_11135","Peve_00002637",0.999511573163594,0.019898143482347,0.802868112010331,168,-21.37,"2 21","948 969",19,"68.42%","89.47%","P. evermanni"
1484,541173,"Cluster_796","Peve_00001935",0.998840928019511,0.030654361989868,0.903929377050813,159,-24.54,"2 21","302 328",24,"70.83%","70.83%","P. evermanni"
1497,546437,"Cluster_589","Peve_00044964",-0.999852293886836,0.0109420753621189,0.647820986329688,160,-23.7,"2 17","733 754",15,"80.00%","86.67%","P. evermanni"
1498,546808,"Cluster_4735","Peve_00036516",0.999722156026375,0.0150074072356261,0.742836432891574,155,-20.6,"2 16","301 322",14,"78.57%","85.71%","P. evermanni"
1512,554232,"Cluster_4629","Peve_00011858",-0.999998482798634,0.00110896231522268,0.278265881456726,162,-22.01,"2 21","146 170",22,"77.27%","77.27%","P. evermanni"
1513,554232,"Cluster_4629","Peve_00011858",-0.999998482798634,0.00110896231522268,0.278265881456726,162,-22.01,"2 21","586 610",22,"77.27%","77.27%","P. evermanni"
1529,560930,"Cluster_1167","Peve_00029393",0.999909726776791,0.00855416971793389,0.573710369894872,149,-22.43,"2 20","154 174",18,"72.22%","72.22%","P. evermanni"
1539,566136,"Cluster_11134","Peve_00019237",0.99895412821558,0.0291187147996283,0.903929377050813,157,-25.17,"2 21","142 163",20,"70.00%","85.00%","P. evermanni"
1557,571281,"Cluster_2787","Peve_00039724",-0.999918519895221,0.0081268802250093,0.573710369894872,161,-22.45,"2 19","175 197",18,"72.22%","88.89%","P. evermanni"
1567,575112,"Cluster_4629","Peve_00022350",0.997938030915673,0.0408894104551382,0.909359886114279,160,-21.85,"2 21","166 187",19,"63.16%","84.21%","P. evermanni"
1605,589502,"Cluster_589","Peve_00001193",-0.99919278413099,0.0255810981953082,0.875092164569788,154,-23.1,"2 20","676 698",19,"68.42%","78.95%","P. evermanni"
1610,591033,"Cluster_796","Peve_00012907",-0.999864535075281,0.0104788458953449,0.635656620419967,156,-20.81,"2 21","643 664",19,"68.42%","73.68%","P. evermanni"
1629,598374,"Cluster_4079","Peve_00037614",-0.997292545957876,0.0468569161220451,0.939542385262084,169,-28.14,"2 21","495 517",21,"80.95%","85.71%","P. evermanni"
1665,611805,"Cluster_9149","Peve_00018844",-0.998768459381639,0.031598325746414,0.903929377050813,148,-22.4,"2 17","795 813",15,"80.00%","80.00%","P. evermanni"
1675,615207,"Cluster_4629","Peve_00000256",0.997938030915672,0.0408894104551393,0.909359886114279,150,-20.58,"2 19","641 662",17,"70.59%","70.59%","P. evermanni"
1690,620187,"Cluster_15726","Peve_00007613",0.999883443510219,0.00972002918842882,0.612877211000455,157,-20.89,"2 15","292 315",15,"86.67%","86.67%","P. evermanni"
1697,622882,"Cluster_11135","Peve_00022342",0.999706721854346,0.0154186228806241,0.751144232060475,153,-21.16,"2 21","882 905",22,"68.18%","77.27%","P. evermanni"
1753,644417,"Cluster_6904","Peve_00014436",-0.999185657644639,0.0256937863850763,0.876505990190277,167,-27.12,"2 21","703 725",20,"75.00%","85.00%","P. evermanni"
1786,655743,"Cluster_796","Peve_00023049",0.9999733342158,0.00464914686852433,0.548889669521695,151,-21.71,"2 21","271 297",24,"62.50%","70.83%","P. evermanni"
1800,662150,"Cluster_6914","Peve_00012607",0.997809832643678,0.0421417987017475,0.911075865480802,166,-23.44,"2 20","358 379",19,"78.95%","84.21%","P. evermanni"
1825,669831,"Cluster_2787","Peve_00006347",0.997397732644906,0.0459372826693576,0.934604794067411,163,-22.73,"2 21","273 297",22,"72.73%","77.27%","P. evermanni"
1838,677286,"Cluster_11134","Peve_00043325",0.999679946581222,0.0161071216942691,0.766206870688277,154,-20.57,"2 21","535 555",19,"63.16%","84.21%","P. evermanni"
1890,693975,"Cluster_9149","Peve_00021224",1,0,0,144,-21.08,"2 18","333 357",19,"68.42%","68.42%","P. evermanni"
1921,706483,"Cluster_8888","Peve_00025328",0.999964597582385,0.00535689165213977,0.551398425649056,154,-22.08,"2 20","922 939",18,"77.78%","83.33%","P. evermanni"
1936,708780,"Cluster_9149","Peve_00026910",1,0,0,165,-22,"2 19","663 685",18,"83.33%","83.33%","P. evermanni"
1982,725007,"Cluster_4629","Peve_00025489",0.997938030915672,0.0408894104551393,0.909359886114279,143,-20.34,"2 12","908 929",10,"80.00%","90.00%","P. evermanni"
1986,727511,"Cluster_14999","Peve_00021676",0.999075146741859,0.0273819903750951,0.894692732264905,167,-25.85,"2 16","820 841",14,"85.71%","100.00%","P. evermanni"
2001,731640,"Cluster_9149","Peve_00012722",1,0,0,152,-25.13,"2 15","768 788",13,"84.62%","92.31%","P. evermanni"
2014,735503,"Cluster_7658","Peve_00014491",-0.999687209109476,0.0159233151265928,0.762215157405503,167,-22.5,"2 21","16 38",20,"75.00%","85.00%","P. evermanni"
2054,748619,"Cluster_16498","Peve_00011733",0.99999477106698,0.00205874164373314,0.362847063101065,169,-20.57,"2 21","10 31",20,"80.00%","90.00%","P. evermanni"
2070,753825,"Cluster_9149","Peve_00004871",1,0,0,147,-21.53,"2 12","622 643",10,"80.00%","100.00%","P. evermanni"
2089,758387,"Cluster_589","Peve_00028810",-0.999776252592975,0.0134673523968407,0.710997774681485,155,-22.76,"2 12","405 426",10,"100.00%","100.00%","P. evermanni"
2116,769452,"Cluster_15726","Peve_00014069",1,9.48637384723993e-09,6.86838308108347e-06,154,-23.14,"2 20","861 888",24,"66.67%","70.83%","P. evermanni"
2127,774075,"Cluster_9149","Peve_00002661",-0.998403640393818,0.0359764475202205,0.909359886114279,149,-25.07,"2 18","337 356",16,"75.00%","87.50%","P. evermanni"
2156,785257,"Cluster_2854","Peve_00013531",-0.999994747981342,0.00206328129499564,0.363213043883873,176,-25.43,"2 21","596 617",19,"84.21%","84.21%","P. evermanni"
2172,790236,"Cluster_11134","Peve_00000891",-0.999479069517375,0.0205496231198021,0.812495585628734,156,-25.76,"2 21","699 718",19,"73.68%","84.21%","P. evermanni"
2178,791969,"Cluster_5563","Peve_00029721",0.999970783906393,0.00486639381889994,0.551398425649056,168,-22.23,"2 21","925 945",19,"84.21%","89.47%","P. evermanni"
2180,792313,"Cluster_15890","Peve_00032829",-0.999967287119389,0.00514938897746555,0.551398425649056,162,-22.12,"2 21","284 304",19,"73.68%","84.21%","P. evermanni"
2221,807747,"Cluster_15726","Peve_00043724",-0.998403640393818,0.0359764475202192,0.909359886114279,165,-27.25,"2 20","949 973",21,"80.95%","80.95%","P. evermanni"
2248,816881,"Cluster_14999","Peve_00025970",-0.999571546587002,0.0186364175217764,0.782669382293497,178,-27.37,"2 20","596 618",19,"84.21%","94.74%","P. evermanni"
2252,818640,"Cluster_16738","Peve_00025028",-0.9981690675047,0.0385298725994388,0.909359886114279,176,-25.72,"2 21","741 762",19,"78.95%","89.47%","P. evermanni"
2258,820355,"Cluster_1167","Peve_00043521",0.999909606796706,0.00855985249202504,0.574004478614831,146,-23.91,"2 21","190 214",22,"63.64%","72.73%","P. evermanni"
2267,823755,"Cluster_9149","Peve_00039320",-0.99707405830425,0.048711769379337,0.94828359635183,153,-25.57,"2 14","871 892",12,"75.00%","100.00%","P. evermanni"
2279,829812,"Cluster_4629","Peve_00000786",0.997938030915673,0.0408894104551371,0.909359886114279,162,-24.67,"2 21","469 493",22,"72.73%","81.82%","P. evermanni"
2318,845624,"Cluster_8988","Peve_00040282",-0.999041633391172,0.0278737658962114,0.899642249848007,162,-21.05,"2 21","329 354",23,"69.57%","82.61%","P. evermanni"
2344,861168,"Cluster_796","Peve_00033364",0.999260034938896,0.0244921839031936,0.862029780817471,145,-20.01,"2 10","259 280",8,"100.00%","100.00%","P. evermanni"
2346,862066,"Cluster_29","Peve_00022058",-0.997453781157211,0.0454396710191659,0.933005102504876,162,-20.17,"2 19","370 391",17,"70.59%","88.24%","P. evermanni"
2363,866910,"Cluster_9149","Peve_00024049",0.999779696086058,0.0133633148443657,0.708804190981816,168,-24.07,"2 21","603 624",19,"73.68%","84.21%","P. evermanni"
2367,869097,"Cluster_4629","Peve_00007535",0.997938030915672,0.0408894104551393,0.909359886114279,159,-21.98,"2 21","431 453",20,"70.00%","80.00%","P. evermanni"
2377,873214,"Cluster_10934","Peve_00044580",0.998038064060883,0.0398849050546989,0.909359886114279,161,-21.63,"2 20","74 94",18,"77.78%","83.33%","P. evermanni"
2378,873261,"Cluster_11134","Peve_00044581",0.999774208746349,0.0135287244184117,0.712341789037769,162,-21.68,"2 20","878 900",19,"78.95%","78.95%","P. evermanni"
2381,874560,"Cluster_9149","Peve_00021049",-0.999226469305183,0.0250415897127703,0.869034288843014,162,-20.26,"2 19","468 489",17,"76.47%","82.35%","P. evermanni"
2392,878830,"Cluster_8634","Peve_00036804",0.999713854690073,0.0152299610722912,0.747042277261995,165,-22.16,"2 18","575 596",16,"81.25%","87.50%","P. evermanni"
2413,886010,"Cluster_1167","Peve_00023227",0.999689275367834,0.0158706315126451,0.761370369638947,145,-20.39,"2 10","656 677",8,"100.00%","100.00%","P. evermanni"
2419,887316,"Cluster_2787","Peve_00020556",0.997105325686941,0.0484506705316052,0.946735628940312,168,-25.54,"2 21","856 877",19,"73.68%","84.21%","P. evermanni"
2422,887992,"Cluster_2854","Peve_00001444",0.999962776498024,0.00549294287464855,0.551398425649056,158,-21.78,"2 21","203 228",23,"69.57%","78.26%","P. evermanni"
2434,889527,"Cluster_4629","Peve_00013823",-0.996949447613843,0.0497387457379489,0.952281411175107,154,-20.35,"2 15","722 743",13,"84.62%","84.62%","P. evermanni"
2490,909731,"Cluster_4115","Peve_00040371",-0.998463578089383,0.0352944149574942,0.909359886114279,166,-23.07,"2 19","609 630",17,"70.59%","94.12%","P. evermanni"
2493,909795,"Cluster_9149","Peve_00040370",1,0,0,161,-25.16,"2 19","356 380",20,"75.00%","80.00%","P. evermanni"
2498,911826,"Cluster_11134","Peve_00041130",0.998868511449619,0.0302873419647936,0.903929377050813,162,-24.53,"2 19","497 518",17,"64.71%","94.12%","P. evermanni"
2500,912630,"Cluster_9149","Peve_00000334",1,0,0,162,-28.39,"2 21","482 502",19,"73.68%","84.21%","P. evermanni"
2510,914450,"Cluster_1167","Peve_00008498",0.999909726776791,0.00855416971793915,0.573710369894872,149,-22.35,"2 21","811 830",19,"68.42%","73.68%","P. evermanni"
2520,917593,"Cluster_15890","Peve_00029820",-0.998956013089957,0.02909245946257,0.903929377050813,152,-21.12,"2 21","158 178",20,"70.00%","80.00%","P. evermanni"
2526,920173,"Cluster_4735","Peve_00037304",0.99999940598563,0.000693894776259953,0.239778920002343,151,-24.43,"2 18","62 87",20,"70.00%","80.00%","P. evermanni"
2528,921158,"Cluster_2882","Peve_00027617",-0.997171486654887,0.0478935089731376,0.945312205299076,162,-20.21,"2 21","400 420",19,"73.68%","84.21%","P. evermanni"
2539,922458,"Cluster_796","Peve_00017540",0.997011731357393,0.0492281083654383,0.950396228648067,156,-25.69,"2 19","770 790",17,"76.47%","82.35%","P. evermanni"
2553,933352,"Cluster_2854","Peve_00029618",-0.999816725191885,0.0121885808006402,0.68064733699131,177,-23.34,"2 18","870 891",16,"93.75%","93.75%","P. evermanni"
2587,946518,"Cluster_10061","Peve_00019763",0.998126576037554,0.0389745384665604,0.909359886114279,171,-20.53,"2 21","470 492",20,"75.00%","90.00%","P. evermanni"
2605,952220,"Cluster_6914","Peve_00007832",-0.999985569263183,0.00342010859677409,0.509766725418101,165,-25.93,"2 20","603 625",20,"80.00%","85.00%","P. evermanni"
2668,972171,"Cluster_11134","Peve_00002105",0.999968584764073,0.00504622278903583,0.551398425649056,148,-20.4,"2 19","607 630",19,"68.42%","78.95%","P. evermanni"
2676,975603,"Cluster_796","Peve_00028990",0.999428282268221,0.0215281467469576,0.825175158091499,165,-26.57,"2 21","452 471",19,"78.95%","84.21%","P. evermanni"
2701,984669,"Cluster_7855","Peve_00003561",0.998823748059417,0.0308807526265784,0.903929377050813,165,-20.1,"2 19","121 145",20,"80.00%","80.00%","P. evermanni"
2719,989743,"Cluster_4735","Peve_00045236",-0.999310671556481,0.023639221558204,0.851916223620059,166,-20.89,"2 21","859 883",22,"77.27%","81.82%","P. evermanni"
2734,995405,"Cluster_1167","Peve_00000213",0.999909726776791,0.00855416971793915,0.573710369894872,143,-21.79,"2 21","370 395",23,"60.87%","65.22%","P. evermanni"
2752,1002828,"Cluster_796","Peve_00038927",0.999994129428633,0.00218140105711895,0.379078774249685,164,-21.21,"2 20","939 958",18,"83.33%","83.33%","P. evermanni"
2765,1008071,"Cluster_8884","Peve_00026145",0.997253647308052,0.047192471195222,0.941791888778827,158,-20.56,"2 20","712 734",20,"65.00%","85.00%","P. evermanni"
2775,1012693,"Cluster_4735","Peve_00042916",0.999824590062268,0.011924181187447,0.672885963152335,173,-22.62,"2 18","311 332",16,"87.50%","93.75%","P. evermanni"
2786,1019042,"Cluster_6904","Peve_00002033",-0.997924541017077,0.0410229927440064,0.909359886114279,164,-24.82,"2 21","320 341",19,"68.42%","84.21%","P. evermanni"
2796,1022434,"Cluster_10934","Peve_00019364",0.998758250045998,0.0317290557481573,0.903929377050813,162,-21.28,"2 20","488 511",20,"75.00%","80.00%","P. evermanni"
2821,1030755,"Cluster_9149","Peve_00020364",1,0,0,148,-20.73,"2 14","333 355",13,"76.92%","92.31%","P. evermanni"
2849,1039055,"Cluster_1167","Peve_00006941",0.999909726776791,0.00855416971793915,0.573710369894872,153,-20.61,"2 21","29 48",19,"63.16%","84.21%","P. evermanni"
2858,1042596,"Cluster_11134","Peve_00031444",0.999598010096097,0.0180516640819476,0.782669382293497,147,-25.38,"2 21","93 117",22,"63.64%","68.18%","P. evermanni"
2882,1051577,"Cluster_6904","Peve_00016785",-0.99999862897499,0.0010541874922422,0.267974802126026,162,-24.85,"2 17","770 790",15,"86.67%","93.33%","P. evermanni"
2949,1078369,"Cluster_10934","Peve_00012516",0.998758250045999,0.0317290557481559,0.903929377050813,143,-21.64,"2 21","280 304",22,"63.64%","63.64%","P. evermanni"
2964,1086982,"Cluster_2854","Peve_00038025",0.999962448044095,0.00551712420276166,0.551398425649056,157,-20.06,"2 21","561 583",21,"76.19%","76.19%","P. evermanni"
2970,1089524,"Cluster_8988","Peve_00039177",-0.999730689576333,0.0147751347211111,0.738007302447873,153,-22.68,"2 21","615 637",21,"66.67%","80.95%","P. evermanni"
2997,1099135,"Cluster_4080","Peve_00012704",0.997873729717017,0.0415222938742972,0.909359886114279,159,-21.02,"2 21","191 215",22,"68.18%","77.27%","P. evermanni"
3011,1105657,"Cluster_2854","Peve_00034569",0.999603958340296,0.0179176022280377,0.782669382293497,159,-22.75,"2 21","832 856",22,"63.64%","81.82%","P. evermanni"
3024,1110057,"Cluster_15726","Peve_00023336",-0.998934950217099,0.0293845218273416,0.903929377050813,160,-21.55,"2 21","685 705",20,"80.00%","80.00%","P. evermanni"
3059,1123385,"Cluster_1167","Peve_00028838",0.999909726776791,0.00855416971793915,0.573710369894872,150,-24.63,"2 20","439 461",19,"68.42%","73.68%","P. evermanni"
3085,1134005,"Cluster_1167","Peve_00035609",0.999615266464435,0.0176599336484992,0.782669382293497,148,-21.67,"2 14","99 121",13,"84.62%","84.62%","P. evermanni"
3098,1139229,"Cluster_4079","Peve_00044680",0.999969908751759,0.00493874168584727,0.551398425649056,155,-20.12,"2 21","269 291",20,"60.00%","85.00%","P. evermanni"
3121,1145622,"Cluster_4629","Peve_00023421",0.997938030915672,0.0408894104551393,0.909359886114279,155,-24.89,"2 12","259 280",10,"100.00%","100.00%","P. evermanni"
3136,1149887,"Cluster_589","Peve_00026462",-0.999999797342096,0.00040530027750834,0.219367948732634,156,-21.22,"2 21","265 286",19,"68.42%","73.68%","P. evermanni"
3162,1156462,"Cluster_2854","Peve_00006824",0.999627383900334,0.0173795855218949,0.782669382293497,166,-26.08,"2 15","909 930",13,"92.31%","100.00%","P. evermanni"
3202,1169690,"Cluster_1167","Peve_00041291",-0.999403063667998,0.0219978751741613,0.831331530166709,155,-26.97,"2 21","510 535",23,"65.22%","73.91%","P. evermanni"
3203,1170394,"Cluster_10934","Peve_00021707",0.998758250045998,0.0317290557481587,0.903929377050813,172,-23.08,"2 21","819 840",19,"78.95%","84.21%","P. evermanni"
3214,1174730,"Cluster_1167","Peve_00033304",0.999582222238082,0.018402757417117,0.782669382293497,142,-21.21,"2 11","413 434",9,"88.89%","88.89%","P. evermanni"
3235,1184340,"Cluster_9149","Peve_00010520",-0.998460036492421,0.03533508044945,0.909359886114279,143,-20.42,"2 12","373 394",10,"80.00%","90.00%","P. evermanni"
3239,1186090,"Cluster_8634","Peve_00000224",0.997367783055753,0.0462009887636632,0.936455415403062,170,-21.44,"2 20","157 179",19,"78.95%","89.47%","P. evermanni"
3261,1197896,"Cluster_14999","Peve_00021191",-0.999571546587002,0.018636417521774,0.782669382293497,165,-22.61,"2 21","804 826",21,"80.95%","80.95%","P. evermanni"
3269,1200560,"Cluster_1167","Peve_00021645",0.999509218369495,0.0199460559964703,0.803582979632007,146,-21.9,"2 18","23 44",17,"76.47%","76.47%","P. evermanni"
3277,1206120,"Cluster_9149","Peve_00038441",1,0,0,143,-23.7,"2 12","945 966",10,"80.00%","90.00%","P. evermanni"
3300,1213610,"Cluster_1167","Peve_00042442",0.999909726776791,0.00855416971793915,0.573710369894872,149,-21.05,"2 14","426 447",12,"83.33%","83.33%","P. evermanni"
3306,1214713,"Cluster_8888","Peve_00037191",-0.999035100566406,0.0279686222680646,0.900066868667072,154,-22.08,"2 20","356 373",18,"77.78%","83.33%","P. evermanni"
3364,1238925,"Cluster_9149","Peve_00014601",1,0,0,156,-22.38,"2 21","899 920",19,"63.16%","78.95%","P. evermanni"
3411,1254195,"Cluster_16738","Peve_00033630",0.996966316145993,0.0496009660033097,0.951817778779317,163,-23.49,"2 21","382 405",21,"76.19%","76.19%","P. evermanni"
3421,1256507,"Cluster_6904","Peve_00007302",-0.999602697635797,0.0179460996686937,0.782669382293497,151,-22.2,"2 13","313 335",12,"91.67%","91.67%","P. evermanni"
3444,1263079,"Cluster_6906","Peve_00043672",-0.996921218382016,0.0499684699057156,0.953525644311219,159,-20.7,"2 17","859 882",17,"82.35%","82.35%","P. evermanni"
3455,1266882,"Cluster_15726","Peve_00034555",0.999999835926399,0.000364682128698326,0.201157207099209,171,-20.04,"2 20","598 619",18,"83.33%","83.33%","P. evermanni"
3495,1284302,"Cluster_589","Peve_00045100",-0.998993624634128,0.0285635082887394,0.903929377050813,159,-20.33,"2 21","24 46",20,"70.00%","80.00%","P. evermanni"
3506,1288344,"Cluster_13502","Peve_00024638",0.997844556977271,0.0418062711782387,0.909359886114279,163,-20.88,"2 21","204 227",21,"71.43%","80.95%","P. evermanni"
3508,1288978,"Cluster_15890","Peve_00027583",-0.999998513833777,0.00109756150847525,0.276171237895402,166,-22.27,"2 21","702 726",22,"77.27%","81.82%","P. evermanni"
3515,1290425,"Cluster_1167","Peve_00024588",0.99826145042459,0.037544956087,0.909359886114279,147,-21.7,"2 12","469 490",10,"90.00%","90.00%","P. evermanni"
3538,1296417,"Cluster_4629","Peve_00000905",0.997835542257382,0.0418936347438744,0.909769090275153,155,-24.56,"2 12","903 924",10,"100.00%","100.00%","P. evermanni"
3554,1300710,"Cluster_9149","Peve_00032177",1,9.48637384723993e-09,6.86838308108347e-06,156,-22.28,"2 18","853 876",18,"77.78%","77.78%","P. evermanni"
3592,1315245,"Cluster_9149","Peve_00043019",-0.998042064423258,0.0398442086073031,0.909359886114279,162,-24.46,"2 15","294 315",13,"84.62%","100.00%","P. evermanni"
3602,1318416,"Cluster_2787","Peve_00015503",0.998952984103862,0.0291346401596183,0.903929377050813,146,-21.22,"2 16","123 146",16,"75.00%","75.00%","P. evermanni"
3611,1322012,"Cluster_589","Peve_00009459",-0.996976921072009,0.0495141506171131,0.951254322422111,160,-23.47,"2 19","358 378",17,"76.47%","88.24%","P. evermanni"
3627,1326032,"Cluster_6904","Peve_00039844",0.999999795128444,0.000407507833291957,0.220203561024059,155,-23.05,"2 21","24 48",22,"63.64%","77.27%","P. evermanni"
3634,1328040,"Cluster_16738","Peve_00010457",0.999924418203837,0.00782720053096207,0.573710369894872,166,-23.26,"2 21","323 343",19,"73.68%","89.47%","P. evermanni"
3642,1331712,"Cluster_8887","Peve_00003756",-0.999888656727405,0.00950016485251684,0.60604832750937,154,-21.23,"2 20","549 570",19,"68.42%","78.95%","P. evermanni"
3653,1334894,"Cluster_5563","Peve_00000470",0.998070534296603,0.0395533713646997,0.909359886114279,161,-21.83,"2 20","946 970",20,"75.00%","85.00%","P. evermanni"
3658,1336221,"Cluster_11134","Peve_00000107",0.999846092086893,0.0111694339890098,0.652903054366067,153,-21.65,"2 15","117 139",14,"78.57%","92.86%","P. evermanni"
3692,1348442,"Cluster_6904","Peve_00002367",-0.998173851896017,0.0384794833063825,0.909359886114279,164,-23.3,"2 21","643 664",19,"73.68%","78.95%","P. evermanni"
3702,1350518,"Cluster_7658","Peve_00008040",-0.999314839069881,0.0235676465242015,0.851706337230628,170,-20.56,"2 21","920 943",21,"80.95%","85.71%","P. evermanni"
3705,1351443,"Cluster_796","Peve_00003541",0.998317429681288,0.036935386301087,0.909359886114279,163,-24.23,"2 21","376 398",20,"75.00%","80.00%","P. evermanni"
3726,1356522,"Cluster_15726","Peve_00001450",0.999108109553157,0.0268895268710568,0.889863763909286,158,-20.61,"2 21","969 993",22,"72.73%","77.27%","P. evermanni"
3752,1364127,"Cluster_15726","Peve_00033678",0.999904013014523,0.0088207349235263,0.583683194376181,168,-20.13,"2 18","144 166",17,"88.24%","88.24%","P. evermanni"
3755,1364925,"Cluster_9149","Peve_00041933",1,0,0,143,-21.67,"2 16","888 909",14,"71.43%","71.43%","P. evermanni"
3766,1366923,"Cluster_796","Peve_00032232",0.998122772067377,0.0390140994983106,0.909359886114279,155,-21.08,"2 12","941 962",10,"100.00%","100.00%","P. evermanni"
3798,1379758,"Cluster_4735","Peve_00026202",0.99999940598563,0.000693894776195108,0.239778920002343,159,-23.8,"2 21","946 968",20,"70.00%","80.00%","P. evermanni"
3817,1387317,"Cluster_4629","Peve_00036582",0.998776265532991,0.0314980026586388,0.903929377050813,163,-24.32,"2 16","77 98",14,"85.71%","92.86%","P. evermanni"
3819,1388730,"Cluster_9149","Peve_00031673",0.999232747668771,0.0249397445505303,0.86745289293403,148,-20.42,"2 18","477 499",17,"64.71%","82.35%","P. evermanni"
3883,1412023,"Cluster_4735","Peve_00018929",0.999041921949982,0.0278695685926089,0.899642249848007,163,-20.67,"2 17","84 106",16,"87.50%","87.50%","P. evermanni"
3897,1416129,"Cluster_7855","Peve_00044261",-0.999136681236325,0.0264552555081203,0.885091958128636,176,-20.97,"2 21","648 669",19,"84.21%","84.21%","P. evermanni"
5,1842,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g22310.t1",-0.947470580577219,0.0143379108408858,0.674410729954476,156,-21.25,"2 19","1 19",17,"76.47%","82.35%","P. tuahiniensis"
20,6126,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g25291.t1",-0.947885623670125,0.0141692154004804,0.674410729954476,159,-20.09,"2 21","843 865",20,"70.00%","80.00%","P. tuahiniensis"
39,12705,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10347.t1",-0.981685694822282,0.00296703624850726,0.667107103030161,161,-21.71,"2 22","912 934",20,"65.00%","80.00%","P. tuahiniensis"
101,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","180 201",18,"88.89%","88.89%","P. tuahiniensis"
102,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","300 321",18,"88.89%","88.89%","P. tuahiniensis"
103,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","420 441",18,"88.89%","88.89%","P. tuahiniensis"
104,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","540 561",18,"88.89%","88.89%","P. tuahiniensis"
105,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","60 81",18,"88.89%","88.89%","P. tuahiniensis"
106,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","780 801",18,"88.89%","88.89%","P. tuahiniensis"
107,30226,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","900 921",18,"88.89%","88.89%","P. tuahiniensis"
110,30612,"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",-0.945332798083424,0.0152170504007,0.674410729954476,155,-20.66,"2 20","548 566",18,"77.78%","83.33%","P. tuahiniensis"
131,37169,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14977.t1",-0.893222380847292,0.0412072014052566,0.765459130560602,162,-22.12,"2 20","88 110",19,"73.68%","84.21%","P. tuahiniensis"
149,42986,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18208.t1",-0.987781180181153,0.00161837872676055,0.667107103030161,150,-22.2,"2 11","94 115",9,"100.00%","100.00%","P. tuahiniensis"
160,46618,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g20733.t1",0.965837666525896,0.00754079408094521,0.667107103030161,162,-20.42,"2 19","249 269",17,"76.47%","82.35%","P. tuahiniensis"
177,51851,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g627.t1b",-0.981986205789269,0.00289444080290838,0.667107103030161,160,-20.15,"2 17","49 71",15,"73.33%","93.33%","P. tuahiniensis"
194,55854,"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g5059.t2",-0.948228376602944,0.0140303943154318,0.674410729954476,165,-23.5,"2 20","500 520",18,"77.78%","88.89%","P. tuahiniensis"
