"X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","species"
211,76476,"Cluster_7053","Peve_00037043",-0.925819170224858,0.246753280096262,0.978262075707395,167,-20.78,"2 21","877 899",20,"75.00%","85.00%","P. evermanni"
212,76476,"Cluster_7053","Peve_00037043",-0.925819170224858,0.246753280096262,0.978262075707395,171,-22.94,"2 21","637 659",20,"80.00%","85.00%","P. evermanni"
213,76476,"Cluster_7053","Peve_00037043",-0.925819170224858,0.246753280096262,0.978262075707395,175,-25.92,"2 21","397 419",20,"80.00%","90.00%","P. evermanni"
214,76476,"Cluster_7053","Peve_00037043",-0.925819170224858,0.246753280096262,0.978262075707395,175,-25.99,"2 21","517 539",20,"80.00%","90.00%","P. evermanni"
215,76558,"Cluster_4735","Peve_00037047",-0.499055763751742,0.667360561442895,0.978262075707395,163,-26.07,"2 21","659 683",22,"72.73%","77.27%","P. evermanni"
216,76879,"Cluster_6906","Peve_00008275",-0.287038038235336,0.814658772056752,0.995934364227446,157,-21.93,"2 18","868 887",16,"87.50%","87.50%","P. evermanni"
217,76890,"Cluster_9149","Peve_00008275",1,0,0,159,-24.67,"2 20","190 211",18,"66.67%","83.33%","P. evermanni"
218,77225,"Cluster_1167","Peve_00008279",0.999909726776791,0.00855416971793915,0.573710369894872,146,-21.82,"2 20","557 582",22,"63.64%","68.18%","P. evermanni"
219,77502,"Cluster_4629","Peve_00025419",-0.554554668634826,0.625777256211528,0.978262075707395,161,-28.36,"2 14","621 642",12,"91.67%","100.00%","P. evermanni"
220,77807,"Cluster_589","Peve_00022767",-0.922014532371985,0.253084525731878,0.978262075707395,160,-22.78,"2 21","31 52",19,"63.16%","84.21%","P. evermanni"
221,77841,"Cluster_11134","Peve_00022767",-0.0538503549308481,0.965701208708626,0.999448381576871,156,-21.6,"2 21","46 67",19,"63.16%","78.95%","P. evermanni"
222,77875,"Cluster_8634","Peve_00022764",0.993926028285142,0.0702023375078182,0.978262075707395,159,-20.74,"2 21","765 791",24,"66.67%","75.00%","P. evermanni"
223,77920,"Cluster_8634","Peve_00022765",0.990698671905369,0.0868970042571136,0.978262075707395,159,-20.74,"2 21","765 791",24,"66.67%","75.00%","P. evermanni"
224,78155,"Cluster_10965","Peve_00036392",0.483757356742845,0.678543446197093,0.978262075707395,164,-24.61,"2 18","190 212",17,"82.35%","88.24%","P. evermanni"
225,78842,"Cluster_589","Peve_00036024",-0.0203883298816381,0.98701948666725,0.999448381576871,155,-23.55,"2 12","825 846",10,"100.00%","100.00%","P. evermanni"
226,78894,"Cluster_4079","Peve_00036026",-0.125755588100116,0.919728976410948,0.999448381576871,146,-20.12,"2 21","234 254",19,"63.16%","73.68%","P. evermanni"
227,80292,"Cluster_4629","Peve_00024339",-0.443383362280846,0.707556077121805,0.978262075707395,158,-20.68,"2 20","725 748",20,"75.00%","75.00%","P. evermanni"
228,80781,"Cluster_2787","Peve_00025689",0.687903751078886,0.517062213170483,0.978262075707395,162,-26.87,"2 21","135 158",21,"71.43%","85.71%","P. evermanni"
229,80902,"Cluster_11135","Peve_00031556",0.739329101072857,0.470285593378197,0.978262075707395,153,-20.22,"2 19","857 879",18,"72.22%","77.78%","P. evermanni"
230,80998,"Cluster_15890","Peve_00031558",-0.964136793870915,0.171011859319738,0.978262075707395,162,-22.31,"2 21","12 32",19,"73.68%","84.21%","P. evermanni"
231,81600,"Cluster_5882","Peve_00012019",-0.27814091057559,0.820563558554478,0.995934364227446,164,-21.04,"2 21","429 447",19,"78.95%","84.21%","P. evermanni"
232,82142,"Cluster_6904","Peve_00026650",-0.998173851896017,0.0384794833063837,0.909359886114279,147,-20.08,"2 21","106 132",24,"58.33%","70.83%","P. evermanni"
233,82386,"Cluster_11134","Peve_00038832",0.103283973196012,0.934129912175115,0.999448381576871,150,-22.27,"2 21","412 435",21,"61.90%","80.95%","P. evermanni"
234,82836,"Cluster_11134","Peve_00041787",0.990515839147113,0.0877482407140044,0.978262075707395,162,-22.75,"2 20","238 260",19,"73.68%","84.21%","P. evermanni"
235,82840,"Cluster_14500","Peve_00041787",0.585623600589538,0.601699369348769,0.978262075707395,163,-20.11,"2 19","499 520",18,"83.33%","88.89%","P. evermanni"
236,83009,"Cluster_8988","Peve_00043568",-0.182580101176373,0.883110226567367,0.999448381576871,167,-22.42,"2 20","124 145",18,"72.22%","88.89%","P. evermanni"
237,83121,"Cluster_2787","Peve_00043560",-0.735591321891915,0.47380882585705,0.978262075707395,152,-20.02,"2 21","348 367",19,"73.68%","78.95%","P. evermanni"
238,83151,"Cluster_11134","Peve_00043560",-0.947224049964755,0.207750429468684,0.978262075707395,156,-20.88,"2 21","868 889",19,"57.89%","84.21%","P. evermanni"
239,84156,"Cluster_2787","Peve_00011630",0.867933894665659,0.330895275232091,0.978262075707395,162,-24.89,"2 21","372 396",22,"72.73%","81.82%","P. evermanni"
240,84522,"Cluster_4629","Peve_00010321",-0.554554668634826,0.625777256211528,0.978262075707395,145,-23.15,"2 20","900 926",23,"60.87%","73.91%","P. evermanni"
241,84776,"Cluster_14999","Peve_00035621",0.439714619377981,0.710159176093093,0.978783142421603,168,-20.01,"2 21","426 447",19,"73.68%","84.21%","P. evermanni"
243,85795,"Cluster_8634","Peve_00033707",0.956227319072805,0.189057429551567,0.978262075707395,170,-20.13,"2 19","118 139",17,"76.47%","94.12%","P. evermanni"
244,86057,"Cluster_6904","Peve_00033701",-0.919418116231973,0.257320419910275,0.978262075707395,148,-22.25,"2 17","585 606",15,"73.33%","73.33%","P. evermanni"
245,86059,"Cluster_6906","Peve_00033701",-0.617217272830715,0.576519905127182,0.978262075707395,148,-20.82,"2 17","585 606",15,"73.33%","73.33%","P. evermanni"
246,86420,"Cluster_6914","Peve_00029133",0.961244058619257,0.177818508880799,0.978262075707395,160,-21.89,"2 20","335 355",19,"78.95%","84.21%","P. evermanni"
247,87173,"Cluster_2882","Peve_00029688",-0.898389711968954,0.289475524970989,0.978262075707395,167,-20.49,"2 21","443 466",21,"76.19%","80.95%","P. evermanni"
248,88950,"Cluster_9149","Peve_00015522",-0.401772374444164,0.736788610954024,0.986293296896526,152,-23.19,"2 17","153 174",15,"66.67%","86.67%","P. evermanni"
249,89198,"Cluster_2882","Peve_00036627",-0.919415129497883,0.257325254607975,0.978262075707395,145,-22.3,"2 20","323 350",24,"62.50%","70.83%","P. evermanni"
250,89867,"Cluster_589","Peve_00001622",-0.977545772888776,0.135163736203567,0.978262075707395,154,-22.39,"2 15","230 251",13,"84.62%","84.62%","P. evermanni"
251,90281,"Cluster_4115","Peve_00014699",-0.930026219102899,0.239567750774005,0.978262075707395,162,-22.75,"2 21","776 796",19,"68.42%","89.47%","P. evermanni"
252,92262,"Cluster_4629","Peve_00029918",0.741572060823306,0.468161069288347,0.978262075707395,157,-20.76,"2 14","703 724",12,"91.67%","91.67%","P. evermanni"
253,92554,"Cluster_10934","Peve_00030117",0.970763893315925,0.154318750146841,0.978262075707395,149,-20.27,"2 21","638 659",20,"70.00%","75.00%","P. evermanni"
254,93360,"Cluster_9149","Peve_00020406",-0.956603735522006,0.188236788447912,0.978262075707395,155,-20.25,"2 21","592 614",20,"60.00%","85.00%","P. evermanni"
255,94169,"Cluster_8988","Peve_00021856",0.936748984242786,0.22763813606805,0.978262075707395,158,-20.44,"2 21","339 359",19,"63.16%","89.47%","P. evermanni"
256,95723,"Cluster_2882","Peve_00027186",-0.675294983765118,0.528032649137889,0.978262075707395,144,-20.21,"2 16","133 152",14,"78.57%","78.57%","P. evermanni"
257,95807,"Cluster_589","Peve_00027183",-0.514014604913458,0.656315416356396,0.978262075707395,153,-27.84,"2 19","463 490",23,"65.22%","73.91%","P. evermanni"
258,96708,"Cluster_796","Peve_00010129",0.181234373760855,0.883981479572485,0.999448381576871,158,-23.89,"2 21","492 516",22,"72.73%","77.27%","P. evermanni"
259,96729,"Cluster_7855","Peve_00010129",0.954066768790834,0.193702478395375,0.978262075707395,167,-23.73,"2 21","1 23",20,"70.00%","90.00%","P. evermanni"
260,96762,"Cluster_4629","Peve_00010128",0.997938030915672,0.0408894104551393,0.909359886114279,142,-20.17,"2 20","86 111",22,"59.09%","68.18%","P. evermanni"
261,96989,"Cluster_5563","Peve_00027725",0.986318357174225,0.105429135870563,0.978262075707395,163,-20.55,"2 22","462 486",22,"77.27%","77.27%","P. evermanni"
262,97522,"Cluster_2854","Peve_00023402",-0.507486347355159,0.661149542463894,0.978262075707395,159,-20.54,"2 18","165 185",16,"81.25%","87.50%","P. evermanni"
263,97815,"Cluster_9149","Peve_00010695",-0.517985157364133,0.653364481959649,0.978262075707395,163,-24.61,"2 21","36 58",20,"75.00%","80.00%","P. evermanni"
264,97860,"Cluster_9149","Peve_00010694",-0.801554449786517,0.408013346552774,0.978262075707395,163,-24.61,"2 21","36 58",20,"75.00%","80.00%","P. evermanni"
265,98974,"Cluster_6906","Peve_00029665",-0.997478929018431,0.0452146257420912,0.931728931996319,159,-21.73,"2 21","933 956",21,"71.43%","76.19%","P. evermanni"
266,99463,"Cluster_4735","Peve_00013605",0.955783635569494,0.190020305694475,0.978262075707395,151,-20.39,"2 21","382 408",24,"62.50%","70.83%","P. evermanni"
267,99542,"Cluster_589","Peve_00001925",-0.992234814287107,0.0793875641331162,0.978262075707395,159,-22.19,"2 21","816 838",20,"70.00%","80.00%","P. evermanni"
268,99825,"Cluster_5882","Peve_00013572",-0.983875401391946,0.114478749967452,0.978262075707395,161,-21.75,"2 21","849 874",23,"73.91%","82.61%","P. evermanni"
269,101021,"Cluster_14999","Peve_00045160",0.47443735243041,0.685303084188443,0.978262075707395,167,-20.5,"2 21","374 396",20,"80.00%","80.00%","P. evermanni"
270,101466,"Cluster_11134","Peve_00026440",0.875640822838247,0.320878802775509,0.978262075707395,155,-21.25,"2 21","876 898",20,"60.00%","85.00%","P. evermanni"
271,101496,"Cluster_7053","Peve_00026446",-0.651871021090641,0.547968690754946,0.978262075707395,155,-20.25,"2 12","454 475",10,"100.00%","100.00%","P. evermanni"
272,102030,"Cluster_5882","Peve_00018338",-0.659735742347397,0.54133642093896,0.978262075707395,156,-21.6,"2 20","249 270",19,"78.95%","78.95%","P. evermanni"
274,102637,"Cluster_11135","Peve_00039988",0.790409187706606,0.419735920277807,0.978262075707395,159,-21.65,"2 17","918 940",16,"81.25%","87.50%","P. evermanni"
275,102855,"Cluster_9149","Peve_00043064",-0.5,0.666666666666667,0.978262075707395,153,-22.35,"2 20","400 420",18,"72.22%","77.78%","P. evermanni"
276,102957,"Cluster_15726","Peve_00043066",-0.901990453156969,0.284211671961097,0.978262075707395,166,-21.99,"2 19","618 639",17,"76.47%","88.24%","P. evermanni"
277,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,143,-20.98,"2 14","388 408",12,"75.00%","91.67%","P. evermanni"
278,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,146,-20.72,"2 18","522 543",17,"70.59%","82.35%","P. evermanni"
279,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,150,-20.6,"2 16","404 426",15,"66.67%","93.33%","P. evermanni"
280,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,150,-20.6,"2 16","935 957",15,"66.67%","93.33%","P. evermanni"
281,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,150,-20.6,"2 16","98 120",15,"66.67%","93.33%","P. evermanni"
282,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,153,-22.99,"2 20","718 741",20,"60.00%","90.00%","P. evermanni"
283,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,154,-20.71,"2 16","260 282",15,"73.33%","93.33%","P. evermanni"
284,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,154,-20.71,"2 16","503 525",15,"73.33%","93.33%","P. evermanni"
285,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,154,-20.71,"2 16","872 894",15,"73.33%","93.33%","P. evermanni"
286,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,155,-20.54,"2 19","675 696",18,"72.22%","88.89%","P. evermanni"
287,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,155,-21.42,"2 18","11 31",16,"75.00%","87.50%","P. evermanni"
288,103446,"Cluster_11134","Peve_00013486",-0.940890786411763,0.219981172543431,0.978262075707395,158,-23.5,"2 16","620 642",15,"80.00%","93.33%","P. evermanni"
289,104070,"Cluster_9149","Peve_00034585",1,9.48637384723993e-09,6.86838308108347e-06,147,-22.51,"2 12","409 430",10,"80.00%","100.00%","P. evermanni"
290,104586,"Cluster_2787","Peve_00038292",0.928840237224988,0.241613945302735,0.978262075707395,151,-20.76,"2 21","957 981",22,"63.64%","72.73%","P. evermanni"
291,105348,"Cluster_796","Peve_00041960",0.0183046244356579,0.98834626331461,0.999448381576871,142,-20.48,"2 20","319 341",19,"63.16%","68.42%","P. evermanni"
292,106072,"Cluster_2854","Peve_00044249",-0.609445514567311,0.582784212791901,0.978262075707395,166,-23.63,"2 20","910 933",20,"75.00%","85.00%","P. evermanni"
293,106392,"Cluster_4629","Peve_00006849",-0.716384588095692,0.4915912623246,0.978262075707395,158,-25.79,"2 21","377 397",19,"73.68%","78.95%","P. evermanni"
294,106512,"Cluster_15726","Peve_00001819",-0.85433488962482,0.347929624944163,0.978262075707395,150,-20.1,"2 20","128 152",21,"66.67%","71.43%","P. evermanni"
295,107021,"Cluster_4115","Peve_00002544",0.783271532591398,0.427098915892661,0.978262075707395,169,-22.8,"2 19","525 548",19,"78.95%","89.47%","P. evermanni"
296,107396,"Cluster_8884","Peve_00029290",-0.585197571454179,0.60203390272629,0.978262075707395,174,-27.17,"2 20","214 235",19,"78.95%","94.74%","P. evermanni"
297,107397,"Cluster_8887","Peve_00029290",-0.338883514665589,0.779901484999854,0.993496328413544,174,-26.8,"2 20","214 235",19,"78.95%","94.74%","P. evermanni"
298,107398,"Cluster_8888","Peve_00029290",0.387067749479753,0.746975902129417,0.987849942797518,174,-27.18,"2 20","214 235",19,"78.95%","94.74%","P. evermanni"
299,107455,"Cluster_14500","Peve_00029297",-0.573579988060621,0.611108350827487,0.978262075707395,171,-22.1,"2 21","716 739",21,"80.95%","80.95%","P. evermanni"
300,107535,"Cluster_9149","Peve_00032244",0.311274132403833,0.798488528824511,0.995934364227446,156,-21.02,"2 21","690 711",19,"63.16%","78.95%","P. evermanni"
301,107788,"Cluster_4735","Peve_00032242",-0.863020982987557,0.337139001335564,0.978262075707395,171,-22.92,"2 21","604 626",20,"80.00%","85.00%","P. evermanni"
302,108042,"Cluster_15726","Peve_00032249",-0.154593892960582,0.901186176183033,0.999448381576871,161,-22.08,"2 14","319 340",12,"91.67%","100.00%","P. evermanni"
303,108210,"Cluster_9149","Peve_00022113",-0.591580878452503,0.597008082607608,0.978262075707395,143,-20.34,"2 14","582 602",12,"75.00%","91.67%","P. evermanni"
304,108885,"Cluster_9149","Peve_00000031",0.347175490793444,0.774281638798566,0.992080413497249,154,-25.94,"2 21","964 990",24,"66.67%","75.00%","P. evermanni"
305,109127,"Cluster_589","Peve_00031744",-0.934753615028442,0.231240264998328,0.978262075707395,151,-22.58,"2 21","586 609",21,"66.67%","71.43%","P. evermanni"
306,109127,"Cluster_589","Peve_00031744",-0.934753615028442,0.231240264998328,0.978262075707395,156,-22.41,"2 14","46 68",13,"92.31%","92.31%","P. evermanni"
307,109840,"Cluster_14500","Peve_00005124",-0.892359012078568,0.298097859379402,0.978262075707395,161,-21.03,"2 20","490 514",21,"76.19%","80.95%","P. evermanni"
308,110303,"Cluster_2882","Peve_00023398",0.796007936118648,0.413882648183818,0.978262075707395,162,-24.47,"2 15","855 876",13,"84.62%","100.00%","P. evermanni"
309,110488,"Cluster_4735","Peve_00023390",-0.397248955143328,0.739929892810296,0.986697151420032,163,-23.13,"2 20","839 860",18,"77.78%","77.78%","P. evermanni"
310,111556,"Cluster_29","Peve_00006473",-0.368569774287229,0.759695126986102,0.988219883885475,165,-20.19,"2 21","510 531",20,"80.00%","85.00%","P. evermanni"
311,111579,"Cluster_7855","Peve_00006473",0.0325945714784778,0.979245975351128,0.999448381576871,169,-20.56,"2 19","514 537",19,"78.95%","89.47%","P. evermanni"
312,111832,"Cluster_2854","Peve_00022931",-0.957684536225645,0.185860945555817,0.978262075707395,158,-22.08,"2 21","681 707",24,"70.83%","75.00%","P. evermanni"
313,112022,"Cluster_6904","Peve_00005879",-0.951310992493219,0.199475076059675,0.978262075707395,159,-20.42,"2 16","259 280",14,"85.71%","85.71%","P. evermanni"
314,112024,"Cluster_6906","Peve_00005879",-0.686063329690759,0.518674561276582,0.978262075707395,157,-20.42,"2 14","259 280",12,"91.67%","91.67%","P. evermanni"
315,113541,"Cluster_2787","Peve_00026137",0.977818427268543,0.134337527610324,0.978262075707395,145,-20.62,"2 21","798 820",21,"66.67%","71.43%","P. evermanni"
316,113614,"Cluster_10934","Peve_00026136",0.197266356577725,0.873587240643426,0.997476741937264,167,-21.01,"2 21","941 963",20,"75.00%","85.00%","P. evermanni"
317,113627,"Cluster_589","Peve_00026135",0.975139750271958,0.142249816787601,0.978262075707395,142,-22.15,"2 20","482 508",23,"60.87%","65.22%","P. evermanni"
318,113861,"Cluster_4115","Peve_00008964",-0.999794894490907,0.0128941051315395,0.697679744941,171,-22.26,"2 20","61 82",18,"77.78%","88.89%","P. evermanni"
319,113919,"Cluster_7855","Peve_00008965",0.110604066145318,0.929442905598846,0.999448381576871,167,-20.08,"2 21","753 775",20,"75.00%","85.00%","P. evermanni"
320,114442,"Cluster_2854","Peve_00022251",-0.866168742180652,0.333150783883797,0.978262075707395,158,-22.45,"2 21","540 563",21,"71.43%","80.95%","P. evermanni"
321,114442,"Cluster_2854","Peve_00022251",-0.866168742180652,0.333150783883797,0.978262075707395,163,-21.51,"2 21","525 547",20,"70.00%","85.00%","P. evermanni"
322,114477,"Cluster_15726","Peve_00022251",-0.870467148569657,0.327633659681025,0.978262075707395,157,-27.78,"2 21","244 263",19,"73.68%","78.95%","P. evermanni"
323,114762,"Cluster_4629","Peve_00011443",0.219685042919552,0.858994058558448,0.995936227948861,171,-33.73,"2 21","43 65",20,"75.00%","90.00%","P. evermanni"
324,115056,"Cluster_11134","Peve_00017846",-0.856078539892879,0.345787863891157,0.978262075707395,166,-21.13,"2 19","302 323",17,"76.47%","88.24%","P. evermanni"
325,116399,"Cluster_8988","Peve_00010713",-0.974427360136803,0.144282206944335,0.978262075707395,160,-22.67,"2 21","724 745",19,"63.16%","84.21%","P. evermanni"
326,116692,"Cluster_2854","Peve_00023739",0.999976082283725,0.004403072548434,0.54328949385489,157,-22.98,"2 20","334 359",22,"72.73%","77.27%","P. evermanni"
327,117034,"Cluster_10934","Peve_00012400",-0.332926482556834,0.783927803910233,0.994487684309172,144,-20.86,"2 21","687 708",19,"57.89%","68.42%","P. evermanni"
328,117327,"Cluster_4629","Peve_00017159",0.971877840168919,0.151336093873417,0.978262075707395,149,-25.17,"2 20","102 128",23,"65.22%","73.91%","P. evermanni"
329,117822,"Cluster_4629","Peve_00044088",-0.406931360863743,0.733197634473302,0.985373983818115,165,-23.01,"2 20","931 951",18,"77.78%","88.89%","P. evermanni"
331,119432,"Cluster_589","Peve_00045022",-0.982243060472738,0.120150041763187,0.978262075707395,155,-23.55,"2 12","334 355",10,"100.00%","100.00%","P. evermanni"
332,119439,"Cluster_4079","Peve_00045022",-0.889206685104759,0.302514133687244,0.978262075707395,162,-20.6,"2 15","186 207",13,"84.62%","100.00%","P. evermanni"
333,119447,"Cluster_6904","Peve_00045022",-0.88334977405948,0.310565299294816,0.978262075707395,147,-20.4,"2 17","17 39",16,"75.00%","75.00%","P. evermanni"
334,119449,"Cluster_6906","Peve_00045022",-0.549331590964153,0.629764784511723,0.978262075707395,143,-20.13,"2 17","17 39",16,"68.75%","75.00%","P. evermanni"
335,119481,"Cluster_2787","Peve_00045023",0.598077831983001,0.591862709046405,0.978262075707395,160,-20.31,"2 21","328 349",19,"63.16%","84.21%","P. evermanni"
336,120156,"Cluster_2787","Peve_00001493",0.10769152312371,0.931308233100384,0.999448381576871,165,-20.46,"2 20","266 286",18,"83.33%","83.33%","P. evermanni"
337,120454,"Cluster_10934","Peve_00019650",-0.240618777456196,0.84529928916314,0.995934364227446,159,-23.81,"2 21","106 124",19,"78.95%","84.21%","P. evermanni"
338,120567,"Cluster_4629","Peve_00004255",0.312288582934615,0.797808829121149,0.995934364227446,158,-22.86,"2 21","78 98",19,"73.68%","78.95%","P. evermanni"
339,120720,"Cluster_9149","Peve_00004251",-0.625548135210439,0.569750772910844,0.978262075707395,153,-25.73,"2 20","901 926",22,"68.18%","77.27%","P. evermanni"
340,120794,"Cluster_5563","Peve_00004258",-0.993178669171328,0.0744006721025078,0.978262075707395,156,-21.06,"2 22","48 67",20,"75.00%","80.00%","P. evermanni"
341,121301,"Cluster_8884","Peve_00002946",-0.947118896471404,0.207959151134339,0.978262075707395,165,-22.6,"2 14","51 71",12,"100.00%","100.00%","P. evermanni"
342,121302,"Cluster_8887","Peve_00002946",-0.821901473199095,0.385826733407904,0.978262075707395,165,-22.6,"2 14","51 71",12,"100.00%","100.00%","P. evermanni"
343,121506,"Cluster_2787","Peve_00042279",-0.399136417455805,0.738619968241277,0.986697151420032,161,-24.48,"2 20","969 992",20,"75.00%","85.00%","P. evermanni"
344,121632,"Cluster_15726","Peve_00042277",-0.5,0.666666666666667,0.978262075707395,162,-23.1,"2 21","923 943",19,"73.68%","84.21%","P. evermanni"
345,121755,"Cluster_9149","Peve_00042273",0.861512999793303,0.33903456419258,0.978262075707395,142,-20.97,"2 21","92 111",21,"66.67%","71.43%","P. evermanni"
346,121873,"Cluster_4735","Peve_00011122",-0.705388159184919,0.501545429141498,0.978262075707395,152,-20.02,"2 21","17 38",19,"63.16%","73.68%","P. evermanni"
347,122340,"Cluster_9149","Peve_00001376",-0.406140290823919,0.733748851251901,0.985559944630005,143,-20.34,"2 14","363 383",12,"75.00%","91.67%","P. evermanni"
348,122340,"Cluster_9149","Peve_00001376",-0.406140290823919,0.733748851251901,0.985559944630005,143,-20.34,"2 14","679 699",12,"75.00%","91.67%","P. evermanni"
349,122421,"Cluster_7053","Peve_00001375",-0.495321194451039,0.670100750092205,0.978262075707395,167,-22.37,"2 21","58 80",20,"75.00%","85.00%","P. evermanni"
350,122673,"Cluster_796","Peve_00001378",-0.183401980702563,0.882578015181301,0.999431626804866,155,-21.43,"2 19","464 488",20,"80.00%","80.00%","P. evermanni"
351,122739,"Cluster_7855","Peve_00001379",-0.499289187411539,0.667189065004492,0.978262075707395,165,-20.29,"2 20","417 440",20,"75.00%","90.00%","P. evermanni"
352,122886,"Cluster_11134","Peve_00014551",-0.891827450535521,0.298846784476589,0.978262075707395,155,-21.92,"2 12","141 162",10,"100.00%","100.00%","P. evermanni"
353,122942,"Cluster_589","Peve_00018031",-0.95809736425326,0.18494563469868,0.978262075707395,147,-21.37,"2 21","925 947",20,"65.00%","70.00%","P. evermanni"
354,123660,"Cluster_16738","Peve_00001998",-0.506209111557797,0.662092790877516,0.978262075707395,162,-21.98,"2 17","5 28",17,"88.24%","88.24%","P. evermanni"
355,123747,"Cluster_15726","Peve_00030678",-0.834249232442946,0.371802845661222,0.978262075707395,164,-21.89,"2 20","390 409",18,"83.33%","83.33%","P. evermanni"
356,123876,"Cluster_11134","Peve_00007234",0.318841899178898,0.793412196528941,0.995934364227446,156,-24.24,"2 21","126 147",19,"63.16%","78.95%","P. evermanni"
357,123995,"Cluster_6914","Peve_00007231",0.708026191532922,0.499171700784645,0.978262075707395,161,-20.82,"2 20","755 774",18,"77.78%","83.33%","P. evermanni"
358,124205,"Cluster_1167","Peve_00033090",0.400939063549067,0.737367811006479,0.986451347487265,172,-22.68,"2 21","309 330",19,"73.68%","89.47%","P. evermanni"
360,125421,"Cluster_2787","Peve_00036314",0.30222320740736,0.804542409354169,0.995934364227446,161,-24.48,"2 20","969 992",20,"75.00%","85.00%","P. evermanni"
361,125466,"Cluster_2787","Peve_00036315",0.867933894665659,0.330895275232091,0.978262075707395,161,-24.48,"2 20","467 490",20,"75.00%","85.00%","P. evermanni"
362,126147,"Cluster_4629","Peve_00022092",-0.879352561651996,0.315951536817072,0.978262075707395,149,-20.73,"2 19","894 916",18,"66.67%","77.78%","P. evermanni"
363,126193,"Cluster_4735","Peve_00016362",-0.553713626388823,0.626420464481377,0.978262075707395,167,-23.11,"2 21","917 939",20,"75.00%","85.00%","P. evermanni"
364,126211,"Cluster_9983","Peve_00016362",0.551604655329943,0.628031457527433,0.978262075707395,162,-21.22,"2 19","567 587",17,"76.47%","82.35%","P. evermanni"
365,127093,"Cluster_4735","Peve_00019358",-0.520800257950135,0.651267260672261,0.978262075707395,147,-20.69,"2 18","709 732",18,"72.22%","77.78%","P. evermanni"
366,127102,"Cluster_7657","Peve_00019358",-0.689119810173849,0.515994727310428,0.978262075707395,163,-20.77,"2 20","911 930",18,"83.33%","88.89%","P. evermanni"
367,127103,"Cluster_7658","Peve_00019358",-0.0380788629723199,0.975752380672781,0.999448381576871,163,-20.77,"2 20","911 930",18,"83.33%","88.89%","P. evermanni"
368,127491,"Cluster_2787","Peve_00029512",0.939715883480723,0.222178918119318,0.978262075707395,167,-20.76,"2 20","292 313",18,"77.78%","83.33%","P. evermanni"
369,127740,"Cluster_9149","Peve_00029519",-0.5,0.666666666666667,0.978262075707395,158,-20.26,"2 19","613 634",17,"76.47%","76.47%","P. evermanni"
370,127903,"Cluster_4735","Peve_00024009",0.355869213197242,0.768369712783905,0.990527675986719,156,-23.9,"2 21","795 816",19,"68.42%","73.68%","P. evermanni"
371,128764,"Cluster_6906","Peve_00012820",-0.560270547100008,0.621394333984326,0.978262075707395,162,-20.51,"2 19","290 311",17,"70.59%","88.24%","P. evermanni"
372,128928,"Cluster_796","Peve_00029579",0.817095018506665,0.391166195700954,0.978262075707395,155,-23.85,"2 21","206 231",23,"69.57%","69.57%","P. evermanni"
373,129072,"Cluster_4629","Peve_00033555",-0.554554668634826,0.625777256211528,0.978262075707395,159,-20.88,"2 21","485 507",20,"70.00%","80.00%","P. evermanni"
374,129732,"Cluster_15726","Peve_00020651",-0.998224476405987,0.0379422100483605,0.909359886114279,149,-26.8,"2 21","742 771",27,"66.67%","70.37%","P. evermanni"
375,129788,"Cluster_2882","Peve_00020653",-0.633853004687652,0.562944824562298,0.978262075707395,153,-20.7,"2 18","483 504",16,"68.75%","81.25%","P. evermanni"
376,129825,"Cluster_16738","Peve_00020653",-0.101046084709477,0.935562090468825,0.999448381576871,160,-22.45,"2 19","964 989",21,"76.19%","80.95%","P. evermanni"
377,129996,"Cluster_11134","Peve_00015788",-0.915445083869245,0.263677620824087,0.978262075707395,155,-20.29,"2 21","678 702",22,"63.64%","77.27%","P. evermanni"
378,129996,"Cluster_11134","Peve_00015788",-0.915445083869245,0.263677620824087,0.978262075707395,155,-20.29,"2 21","922 946",22,"63.64%","77.27%","P. evermanni"
379,130462,"Cluster_2854","Peve_00022873",-0.952017369259891,0.198010937107715,0.978262075707395,154,-20.05,"2 20","238 260",19,"68.42%","78.95%","P. evermanni"
380,130815,"Cluster_16738","Peve_00019144",0.619219211640606,0.574898449290945,0.978262075707395,153,-22.86,"2 21","934 961",25,"68.00%","76.00%","P. evermanni"
