Coords	Name	MIRNA	POR-73-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_1357:38070-38683	Cluster_10731	N	46	81	100
Porites_evermani_scaffold_1357:43269-43698	Cluster_10732	N	40	31	1033
Porites_evermani_scaffold_1357:44641-45090	Cluster_10733	N	33	39	188
Porites_evermani_scaffold_1357:47082-47565	Cluster_10734	N	14	39	76
Porites_evermani_scaffold_1357:47915-49264	Cluster_10735	N	5368	3114	9317
Porites_evermani_scaffold_1357:49559-50784	Cluster_10736	N	51	1908	119
Porites_evermani_scaffold_1357:51105-51530	Cluster_10737	N	21	4	100
Porites_evermani_scaffold_1357:52390-52801	Cluster_10738	N	0	10	42
Porites_evermani_scaffold_1357:59285-59713	Cluster_10739	N	2	19	42
Porites_evermani_scaffold_1357:62385-62795	Cluster_10740	N	8	11	59
Porites_evermani_scaffold_1357:64336-64759	Cluster_10741	N	18	33	59
Porites_evermani_scaffold_1357:70955-71830	Cluster_10742	N	38	81	143
Porites_evermani_scaffold_1357:72702-73119	Cluster_10743	N	15	21	73
Porites_evermani_scaffold_1357:76211-76958	Cluster_10744	N	28	77	452
Porites_evermani_scaffold_1357:81451-82007	Cluster_10745	N	53	476	511
Porites_evermani_scaffold_1357:101664-102092	Cluster_10746	N	11	23	23
Porites_evermani_scaffold_1357:107560-107985	Cluster_10747	N	36	18	31
Porites_evermani_scaffold_1357:108926-109342	Cluster_10748	N	13	39	39
Porites_evermani_scaffold_1357:112232-112660	Cluster_10749	N	14	20	23
Porites_evermani_scaffold_1357:123323-123753	Cluster_10750	N	11	96	20
Porites_evermani_scaffold_1357:123755-124584	Cluster_10751	N	136	423	533
Porites_evermani_scaffold_1357:125945-126525	Cluster_10752	N	65	77	88
Porites_evermani_scaffold_1357:127426-128045	Cluster_10753	N	78	101	64
Porites_evermani_scaffold_1357:128161-128615	Cluster_10754	N	56	81	136
Porites_evermani_scaffold_1357:128823-129252	Cluster_10755	N	44	25	24
Porites_evermani_scaffold_1357:131053-131857	Cluster_10756	N	174	84	331
Porites_evermani_scaffold_1358:38039-38441	Cluster_10757	N	9	24	40
Porites_evermani_scaffold_1358:121064-121887	Cluster_10758	N	2	441	6
Porites_evermani_scaffold_1358:131223-131684	Cluster_10759	N	28	84	0
Porites_evermani_scaffold_1359:10332-10820	Cluster_10760	N	558	1333	545
Porites_evermani_scaffold_1359:133127-133364	Cluster_10761	N	11	36	29
Porites_evermani_scaffold_1361:35765-36267	Cluster_10762	N	0	199	377
Porites_evermani_scaffold_1361:115111-115541	Cluster_10763	N	70	579	51
Porites_evermani_scaffold_1362:13259-13746	Cluster_10764	N	838	982	909
Porites_evermani_scaffold_1363:9524-10468	Cluster_10765	N	35	89	146
Porites_evermani_scaffold_1363:10519-11027	Cluster_10766	N	11	34	102
Porites_evermani_scaffold_1363:11050-11471	Cluster_10767	N	0	20	63
Porites_evermani_scaffold_1363:12836-13707	Cluster_10768	N	502	200	9
Porites_evermani_scaffold_1363:78334-78762	Cluster_10769	N	41	34	142
Porites_evermani_scaffold_1363:100494-100898	Cluster_10770	N	0	57	7
Porites_evermani_scaffold_1364:62297-62721	Cluster_10771	N	46	2	372
Porites_evermani_scaffold_1365:16850-17280	Cluster_10772	N	261	52	18
Porites_evermani_scaffold_1365:18996-19855	Cluster_10773	N	71	73	733
Porites_evermani_scaffold_1365:120906-121340	Cluster_10774	N	0	6	293
Porites_evermani_scaffold_1365:122279-122706	Cluster_10775	N	0	3	49
Porites_evermani_scaffold_1367:121728-122153	Cluster_10776	N	21	0	59
Porites_evermani_scaffold_1368:100414-100834	Cluster_10777	N	24	6	109
Porites_evermani_scaffold_1369:77479-78076	Cluster_10778	N	213	203	3
Porites_evermani_scaffold_1369:80183-80611	Cluster_10779	N	1	31	63
Porites_evermani_scaffold_1369:95219-95630	Cluster_10780	N	0	27	108
Porites_evermani_scaffold_1369:96991-97403	Cluster_10781	N	0	1	52
Porites_evermani_scaffold_1369:125224-125637	Cluster_10782	N	15	11	23
Porites_evermani_scaffold_1369:127300-127700	Cluster_10783	N	30	5	20
Porites_evermani_scaffold_1370:938-1364	Cluster_10784	N	33	13	16
Porites_evermani_scaffold_1370:11987-12416	Cluster_10785	N	57	71	2
Porites_evermani_scaffold_1370:25467-25871	Cluster_10786	N	5	54	31
Porites_evermani_scaffold_1370:43489-44032	Cluster_10787	N	6	125	101
Porites_evermani_scaffold_1370:48416-48825	Cluster_10788	N	47	42	21
Porites_evermani_scaffold_1370:54313-54739	Cluster_10789	N	2	87	16
Porites_evermani_scaffold_1370:96764-97320	Cluster_10790	N	64	52	157
Porites_evermani_scaffold_1370:97761-98456	Cluster_10791	N	41	37	185
Porites_evermani_scaffold_1370:100814-101840	Cluster_10792	N	183	30	131
Porites_evermani_scaffold_1370:129114-130294	Cluster_10793	N	4	462	117
Porites_evermani_scaffold_1371:9548-10039	Cluster_10794	N	113	70	36
Porites_evermani_scaffold_1371:10711-11139	Cluster_10795	N	26	56	17
Porites_evermani_scaffold_1371:28206-28634	Cluster_10796	N	8	0	45
Porites_evermani_scaffold_1371:63329-63747	Cluster_10797	N	19	5	19
Porites_evermani_scaffold_1372:79739-80157	Cluster_10798	N	0	177	204
Porites_evermani_scaffold_1372:123493-123920	Cluster_10799	N	25	13	13
Porites_evermani_scaffold_1373:574-1002	Cluster_10800	N	120	49	51
Porites_evermani_scaffold_1373:118224-118644	Cluster_10801	N	32	0	80
Porites_evermani_scaffold_1373:119916-120338	Cluster_10802	N	3	40	0
Porites_evermani_scaffold_1374:22723-23152	Cluster_10803	N	33	0	30
Porites_evermani_scaffold_1374:35421-35850	Cluster_10804	N	33	0	28
Porites_evermani_scaffold_1374:55653-56087	Cluster_10805	N	1338	2693	3841
Porites_evermani_scaffold_1374:75055-75473	Cluster_10806	N	17	16	17
Porites_evermani_scaffold_1375:28585-29711	Cluster_10807	N	320	134	269
Porites_evermani_scaffold_1375:29833-30294	Cluster_10808	N	65	26	73
Porites_evermani_scaffold_1375:36737-37141	Cluster_10809	N	7	23	22
Porites_evermani_scaffold_1376:53401-53829	Cluster_10810	N	131	4	0
Porites_evermani_scaffold_1376:83697-84120	Cluster_10811	N	0	47	24
Porites_evermani_scaffold_1376:86703-87328	Cluster_10812	N	160	289	165
Porites_evermani_scaffold_1376:103956-104360	Cluster_10813	N	0	35	7
Porites_evermani_scaffold_1376:115735-116163	Cluster_10814	N	325	25	23
Porites_evermani_scaffold_1377:99591-100062	Cluster_10815	N	584	0	137
Porites_evermani_scaffold_1377:121750-122170	Cluster_10816	N	31	11	40
Porites_evermani_scaffold_1378:42-471	Cluster_10817	N	21	32	60
Porites_evermani_scaffold_1378:5223-5846	Cluster_10818	N	13	11	162
Porites_evermani_scaffold_1378:9618-10036	Cluster_10819	N	42	0	4
Porites_evermani_scaffold_1378:18423-18852	Cluster_10820	N	34	23	51
Porites_evermani_scaffold_1378:30885-31389	Cluster_10821	N	60	0	109
Porites_evermani_scaffold_1378:32290-32737	Cluster_10822	N	67	17	354
Porites_evermani_scaffold_1378:36129-36909	Cluster_10823	N	722	623	455
Porites_evermani_scaffold_1378:37212-38293	Cluster_10824	N	355	568	819
Porites_evermani_scaffold_1378:44446-44872	Cluster_10825	N	37	28	27
Porites_evermani_scaffold_1378:49325-49734	Cluster_10826	N	22	18	26
Porites_evermani_scaffold_1378:55498-56035	Cluster_10827	N	42	60	52
Porites_evermani_scaffold_1378:97456-97884	Cluster_10828	N	0	307	1
Porites_evermani_scaffold_1378:100228-100654	Cluster_10829	N	2	10	83
Porites_evermani_scaffold_1378:105149-105561	Cluster_10830	N	7	23	33
Porites_evermani_scaffold_1378:110293-110713	Cluster_10831	N	11	24	44
Porites_evermani_scaffold_1378:115211-115653	Cluster_10832	N	14	23	194
Porites_evermani_scaffold_1378:119126-119942	Cluster_10833	N	24	37	154
Porites_evermani_scaffold_1378:119945-120462	Cluster_10834	N	18	21	176
Porites_evermani_scaffold_1378:125537-126355	Cluster_10835	N	263	249	555
Porites_evermani_scaffold_1379:117502-117927	Cluster_10836	N	38	1	0
Porites_evermani_scaffold_1381:53130-53663	Cluster_10837	N	23	27	119
Porites_evermani_scaffold_1383:75427-75855	Cluster_10838	N	92	3	4
Porites_evermani_scaffold_1383:121339-121757	Cluster_10839	N	0	42	2
Porites_evermani_scaffold_1384:825-1252	Cluster_10840	N	6	2	133
Porites_evermani_scaffold_1384:52804-53242	Cluster_10841	N	125	6	5
Porites_evermani_scaffold_1384:92750-93179	Cluster_10842	N	745	1250	2563
Porites_evermani_scaffold_1384:100249-100838	Cluster_10843	N	5	113	116
Porites_evermani_scaffold_1385:102465-102871	Cluster_10844	N	1	51	6
Porites_evermani_scaffold_1385:128024-128451	Cluster_10845	N	28	7	79
Porites_evermani_scaffold_1385:129626-130431	Cluster_10846	N	68	198	187
Porites_evermani_scaffold_1385:130542-131585	Cluster_10847	N	4090	3212	4361
Porites_evermani_scaffold_1386:110717-111162	Cluster_10848	N	73	29	133
Porites_evermani_scaffold_1387:56758-57172	Cluster_10849	N	1	28	19
Porites_evermani_scaffold_1387:60757-61518	Cluster_10850	N	43	70	5
Porites_evermani_scaffold_1388:18966-19450	Cluster_10851	N	94	27	101
Porites_evermani_scaffold_1388:60870-61295	Cluster_10852	N	21	14	13
Porites_evermani_scaffold_1388:63747-64176	Cluster_10853	N	0	0	71
Porites_evermani_scaffold_1389:19988-20417	Cluster_10854	N	23	15	61
Porites_evermani_scaffold_1389:24552-25013	Cluster_10855	N	5	0	289
Porites_evermani_scaffold_1389:61541-61968	Cluster_10856	N	30	45	50
Porites_evermani_scaffold_1389:63152-63567	Cluster_10857	N	35	43	0
Porites_evermani_scaffold_1389:64298-64712	Cluster_10858	N	37	39	1
Porites_evermani_scaffold_1389:66234-67185	Cluster_10859	N	130	281	282
Porites_evermani_scaffold_1390:37395-37819	Cluster_10860	N	41	2	369
Porites_evermani_scaffold_1390:94677-95404	Cluster_10861	N	118	104	162
Porites_evermani_scaffold_1390:95476-95894	Cluster_10862	N	43	37	51
Porites_evermani_scaffold_1390:96912-97330	Cluster_10863	N	50	48	57
Porites_evermani_scaffold_1390:97402-97818	Cluster_10864	N	39	5	44
Porites_evermani_scaffold_1391:24094-25035	Cluster_10865	N	11006	7953	11451
Porites_evermani_scaffold_1393:105769-106744	Cluster_10866	N	1718	3	1378
Porites_evermani_scaffold_1393:108488-109145	Cluster_10867	N	74	23	508
Porites_evermani_scaffold_1393:111076-111479	Cluster_10868	N	17	7	50
Porites_evermani_scaffold_1393:121039-121468	Cluster_10869	N	6	25	15
Porites_evermani_scaffold_1393:122795-123224	Cluster_10870	N	14	27	47
Porites_evermani_scaffold_1394:54012-54441	Cluster_10871	N	15	36	1
Porites_evermani_scaffold_1394:94095-94516	Cluster_10872	N	1	3	74
Porites_evermani_scaffold_1394:94658-95108	Cluster_10873	N	62	201	71
Porites_evermani_scaffold_1394:96550-96978	Cluster_10874	N	53	90	124
Porites_evermani_scaffold_1394:103608-104035	Cluster_10875	N	4	18	63
Porites_evermani_scaffold_1395:104544-104963	Cluster_10876	N	94	0	0
Porites_evermani_scaffold_1396:14283-14707	Cluster_10877	N	3	4	60
Porites_evermani_scaffold_1396:33966-34383	Cluster_10878	N	8	8	180
Porites_evermani_scaffold_1396:37054-38804	Cluster_10879	N	130	229	479
Porites_evermani_scaffold_1396:40500-40927	Cluster_10880	N	87	96	178
Porites_evermani_scaffold_1396:45074-45740	Cluster_10881	N	38	72	187
Porites_evermani_scaffold_1397:7262-7680	Cluster_10882	N	568	1135	944
Porites_evermani_scaffold_1397:118673-119185	Cluster_10883	N	5	32	168
Porites_evermani_scaffold_1397:129261-129681	Cluster_10884	N	1	5	46
Porites_evermani_scaffold_1398:22983-23400	Cluster_10885	N	7	41	44
Porites_evermani_scaffold_1399:6447-7162	Cluster_10886	N	61	14	66
Porites_evermani_scaffold_1400:25661-26557	Cluster_10887	N	146	796	298
Porites_evermani_scaffold_1401:100487-100915	Cluster_10888	N	1	40	86
Porites_evermani_scaffold_1401:101553-102007	Cluster_10889	N	0	142	428
Porites_evermani_scaffold_1401:113558-113988	Cluster_10890	N	106	45	46
Porites_evermani_scaffold_1402:118225-118646	Cluster_10891	N	14	1	41
Porites_evermani_scaffold_1403:109545-109964	Cluster_10892	N	91	2	2
Porites_evermani_scaffold_1403:114352-114779	Cluster_10893	N	30	1	48
Porites_evermani_scaffold_1404:62175-62590	Cluster_10894	N	17	8	19
Porites_evermani_scaffold_1404:97224-97653	Cluster_10895	N	54	181	203
Porites_evermani_scaffold_1404:98871-99300	Cluster_10896	N	3	4	68
Porites_evermani_scaffold_1404:103332-103760	Cluster_10897	N	8	0	51
Porites_evermani_scaffold_1404:104675-105104	Cluster_10898	N	35	25	73
Porites_evermani_scaffold_1404:111169-111587	Cluster_10899	N	31	0	27
Porites_evermani_scaffold_1404:113516-114245	Cluster_10900	N	215	3	199
Porites_evermani_scaffold_1404:115208-115636	Cluster_10901	N	22	3	89
Porites_evermani_scaffold_1404:116762-117466	Cluster_10902	N	40	45	517
Porites_evermani_scaffold_1404:117494-118519	Cluster_10903	N	38	87	1275
Porites_evermani_scaffold_1404:118838-119266	Cluster_10904	N	30	43	41
Porites_evermani_scaffold_1404:121674-122095	Cluster_10905	N	44	11	20
Porites_evermani_scaffold_1404:127227-127654	Cluster_10906	N	18	11	69
Porites_evermani_scaffold_1404:128273-128700	Cluster_10907	N	12	0	123
Porites_evermani_scaffold_1405:19141-19557	Cluster_10908	N	1	3	92
Porites_evermani_scaffold_1405:36119-36548	Cluster_10909	N	3	40	50
Porites_evermani_scaffold_1405:83163-83587	Cluster_10910	N	0	79	0
Porites_evermani_scaffold_1405:83634-84097	Cluster_10911	N	42	55	116
Porites_evermani_scaffold_1405:92190-92615	Cluster_10912	N	28	20	1
Porites_evermani_scaffold_1407:70921-71349	Cluster_10913	N	84	2	3
Porites_evermani_scaffold_1407:92267-92694	Cluster_10914	N	118	8	16
Porites_evermani_scaffold_1407:92725-93710	Cluster_10915	N	490	65	97
Porites_evermani_scaffold_1407:94207-94795	Cluster_10916	N	135	79	118
Porites_evermani_scaffold_1407:94829-96235	Cluster_10917	N	246	174	231
Porites_evermani_scaffold_1407:96470-96875	Cluster_10918	N	48	29	23
Porites_evermani_scaffold_1407:97005-97433	Cluster_10919	N	94	48	50
Porites_evermani_scaffold_1407:108081-108508	Cluster_10920	N	19	16	115
Porites_evermani_scaffold_1407:109306-110010	Cluster_10921	N	236	151	492
Porites_evermani_scaffold_1407:110668-111169	Cluster_10922	N	98	80	74
Porites_evermani_scaffold_1407:111317-111849	Cluster_10923	N	63	73	85
Porites_evermani_scaffold_1409:12575-12998	Cluster_10924	N	0	0	142
Porites_evermani_scaffold_1409:26752-27180	Cluster_10925	N	8	2	77
Porites_evermani_scaffold_1409:27476-27922	Cluster_10926	N	14	29	547
Porites_evermani_scaffold_1409:87797-88206	Cluster_10927	N	2	18	27
Porites_evermani_scaffold_1411:65902-66325	Cluster_10928	N	13	25	12
Porites_evermani_scaffold_1414:106631-107057	Cluster_10929	N	0	154	90
Porites_evermani_scaffold_1414:120902-121484	Cluster_10930	N	1	297	96
Porites_evermani_scaffold_1414:122459-123047	Cluster_10931	N	3	293	51
Porites_evermani_scaffold_1414:128171-128665	Cluster_10932	N	367	1891	568
Porites_evermani_scaffold_1414:128909-129764	Cluster_10933	N	600	2272	788
Porites_evermani_scaffold_1415:72049-72142	Cluster_10934	Y	218	258	241
Porites_evermani_scaffold_1415:96934-97354	Cluster_10935	N	4	25	39
Porites_evermani_scaffold_1416:110841-111268	Cluster_10936	N	19	26	1
Porites_evermani_scaffold_1417:10145-10571	Cluster_10937	N	50	43	52
Porites_evermani_scaffold_1417:58925-65310	Cluster_10938	N	8598	9200	14035
Porites_evermani_scaffold_1417:65632-66093	Cluster_10939	N	38	271	68
Porites_evermani_scaffold_1418:119525-119950	Cluster_10940	N	1	0	56
Porites_evermani_scaffold_1419:55949-56378	Cluster_10941	N	45	0	3
Porites_evermani_scaffold_1420:46610-47089	Cluster_10942	N	216768	247530	304153
Porites_evermani_scaffold_1420:121454-121872	Cluster_10943	N	33	21	20
Porites_evermani_scaffold_1421:118782-119237	Cluster_10944	N	151	39	84
Porites_evermani_scaffold_1422:30980-31483	Cluster_10945	N	68	47	32
Porites_evermani_scaffold_1422:76720-77399	Cluster_10946	N	67	18	212
Porites_evermani_scaffold_1422:117788-118205	Cluster_10947	N	61	68	42
Porites_evermani_scaffold_1423:112262-112689	Cluster_10948	N	98	83	56
Porites_evermani_scaffold_1423:112919-113346	Cluster_10949	N	42	20	101
Porites_evermani_scaffold_1424:79583-80011	Cluster_10950	N	307	1	0
Porites_evermani_scaffold_1424:91743-92172	Cluster_10951	N	1	174	6
Porites_evermani_scaffold_1424:113001-113420	Cluster_10952	N	0	57	0
Porites_evermani_scaffold_1425:45206-45635	Cluster_10953	N	299	160	487
Porites_evermani_scaffold_1425:90901-91325	Cluster_10954	N	17	32	3
Porites_evermani_scaffold_1425:116667-117611	Cluster_10955	N	26	97	149
Porites_evermani_scaffold_1425:117662-118163	Cluster_10956	N	16	35	99
Porites_evermani_scaffold_1425:118193-118614	Cluster_10957	N	3	11	72
Porites_evermani_scaffold_1425:119979-120850	Cluster_10958	N	475	201	9
Porites_evermani_scaffold_1426:49018-49442	Cluster_10959	N	20	3	100
Porites_evermani_scaffold_1427:64513-64939	Cluster_10960	N	0	53	0
Porites_evermani_scaffold_1427:70963-71547	Cluster_10961	N	30	246	335
Porites_evermani_scaffold_1427:111432-111962	Cluster_10962	N	31	45	224
Porites_evermani_scaffold_1429:25548-25975	Cluster_10963	N	5	69	8
Porites_evermani_scaffold_1429:38527-38943	Cluster_10964	N	22	11	10
Porites_evermani_scaffold_1429:47235-47326	Cluster_10965	Y	4987	5874	2363
Porites_evermani_scaffold_1430:112582-113580	Cluster_10966	N	81	149	491
Porites_evermani_scaffold_1431:14941-15370	Cluster_10967	N	5	0	204
Porites_evermani_scaffold_1431:15906-16597	Cluster_10968	N	1754	1	376
Porites_evermani_scaffold_1431:46297-46718	Cluster_10969	N	0	51	82
Porites_evermani_scaffold_1431:83321-83738	Cluster_10970	N	16	25	18
Porites_evermani_scaffold_1431:113558-114105	Cluster_10971	N	98	35	17
Porites_evermani_scaffold_1431:120982-121408	Cluster_10972	N	10	1	85
Porites_evermani_scaffold_1432:121984-122410	Cluster_10973	N	27	0	88
Porites_evermani_scaffold_1432:123069-123495	Cluster_10974	N	50	9	60
Porites_evermani_scaffold_1432:125862-126286	Cluster_10975	N	3	0	80
Porites_evermani_scaffold_1433:63950-65021	Cluster_10976	N	104	125	577
Porites_evermani_scaffold_1433:65168-65670	Cluster_10977	N	122	99	93
Porites_evermani_scaffold_1433:66414-66841	Cluster_10978	N	74	5	20
Porites_evermani_scaffold_1433:90561-90983	Cluster_10979	N	1	13	44
Porites_evermani_scaffold_1433:94801-95220	Cluster_10980	N	14	82	9
Porites_evermani_scaffold_1433:126723-127140	Cluster_10981	N	20	17	5
Porites_evermani_scaffold_1434:1-249	Cluster_10982	N	635	0	0
Porites_evermani_scaffold_1437:80189-80701	Cluster_10983	N	580	254	1322
Porites_evermani_scaffold_1438:14145-14629	Cluster_10984	N	153	0	2
Porites_evermani_scaffold_1438:119738-120267	Cluster_10985	N	185	0	52
Porites_evermani_scaffold_1438:121742-122450	Cluster_10986	N	84	57	79
Porites_evermani_scaffold_1438:123142-123574	Cluster_10987	N	18	0	298
Porites_evermani_scaffold_1438:125559-125988	Cluster_10988	N	15	250	134
Porites_evermani_scaffold_1439:96952-97378	Cluster_10989	N	1	63	17
Porites_evermani_scaffold_1440:105545-105992	Cluster_10990	N	290	0	148
Porites_evermani_scaffold_1440:106198-106658	Cluster_10991	N	201	0	123
Porites_evermani_scaffold_1441:108401-108818	Cluster_10992	N	25	34	73
Porites_evermani_scaffold_1441:117073-117496	Cluster_10993	N	6	33	67
Porites_evermani_scaffold_1442:83238-83665	Cluster_10994	N	90	0	7
Porites_evermani_scaffold_1446:12052-12466	Cluster_10995	N	0	31	7
Porites_evermani_scaffold_1446:14220-14647	Cluster_10996	N	14	46	51
Porites_evermani_scaffold_1446:18923-19350	Cluster_10997	N	13	42	49
Porites_evermani_scaffold_1446:77575-77994	Cluster_10998	N	70	9	0
Porites_evermani_scaffold_1447:76634-77370	Cluster_10999	N	72	217	113
Porites_evermani_scaffold_1447:103141-103573	Cluster_11000	N	132	6	0
Porites_evermani_scaffold_1447:108462-108893	Cluster_11001	N	144	1	0
Porites_evermani_scaffold_1447:114469-114957	Cluster_11002	N	883	1	1
Porites_evermani_scaffold_1448:67576-68003	Cluster_11003	N	4	70	0
Porites_evermani_scaffold_1448:96415-96832	Cluster_11004	N	43	7	15
Porites_evermani_scaffold_1451:13273-13926	Cluster_11005	N	48	91	173
Porites_evermani_scaffold_1451:15896-16296	Cluster_11006	N	61	9	14
Porites_evermani_scaffold_1451:17705-18669	Cluster_11007	N	354	9	19
Porites_evermani_scaffold_1451:19428-19852	Cluster_11008	N	98	8	16
Porites_evermani_scaffold_1452:82972-83400	Cluster_11009	N	18	1	41
Porites_evermani_scaffold_1452:109551-109969	Cluster_11010	N	13	181	165
Porites_evermani_scaffold_1454:44181-44604	Cluster_11011	N	0	37	18
Porites_evermani_scaffold_1455:51912-52644	Cluster_11012	N	1429	783	1146
Porites_evermani_scaffold_1455:53105-53532	Cluster_11013	N	0	57	0
Porites_evermani_scaffold_1456:102717-103139	Cluster_11014	N	3	44	59
Porites_evermani_scaffold_1458:57209-57623	Cluster_11015	N	23	13	12
Porites_evermani_scaffold_1458:58645-59066	Cluster_11016	N	9	6	79
Porites_evermani_scaffold_1458:78955-79391	Cluster_11017	N	152	1	40
Porites_evermani_scaffold_1458:80564-81649	Cluster_11018	N	181	14	448
Porites_evermani_scaffold_1458:82530-82936	Cluster_11019	N	23	6	80
Porites_evermani_scaffold_1458:83012-86218	Cluster_11020	N	1333	228	1366
Porites_evermani_scaffold_1459:2764-3190	Cluster_11021	N	157	1	1
Porites_evermani_scaffold_1459:12937-13359	Cluster_11022	N	1	37	28
Porites_evermani_scaffold_1459:58801-59224	Cluster_11023	N	584	0	0
Porites_evermani_scaffold_1459:68314-68857	Cluster_11024	N	577	1235	5120
Porites_evermani_scaffold_1459:83785-84331	Cluster_11025	N	315	313	568
Porites_evermani_scaffold_1462:89694-90122	Cluster_11026	N	7	81	0
Porites_evermani_scaffold_1462:118582-119008	Cluster_11027	N	8	13	50
Porites_evermani_scaffold_1463:122460-123604	Cluster_11028	N	123	295	539
Porites_evermani_scaffold_1464:85842-86303	Cluster_11029	N	63	289	207
Porites_evermani_scaffold_1464:88496-88906	Cluster_11030	N	26	27	44
Porites_evermani_scaffold_1464:90043-90496	Cluster_11031	N	90	51	108
Porites_evermani_scaffold_1465:1253-1659	Cluster_11032	N	0	67	8
Porites_evermani_scaffold_1466:6734-7158	Cluster_11033	N	0	90	0
Porites_evermani_scaffold_1466:40327-41471	Cluster_11034	N	8	263	51
Porites_evermani_scaffold_1466:60341-60768	Cluster_11035	N	4	0	86
Porites_evermani_scaffold_1466:69221-69645	Cluster_11036	N	0	38	60
Porites_evermani_scaffold_1466:73053-73481	Cluster_11037	N	12	11	21
Porites_evermani_scaffold_1466:98915-99343	Cluster_11038	N	161	2	4
Porites_evermani_scaffold_1467:20735-21606	Cluster_11039	N	101	106	1276
Porites_evermani_scaffold_1467:22279-22815	Cluster_11040	N	28	50	569
Porites_evermani_scaffold_1467:75910-76330	Cluster_11041	N	0	25	189
Porites_evermani_scaffold_1467:79755-80176	Cluster_11042	N	1	21	210
Porites_evermani_scaffold_1469:4417-4965	Cluster_11043	N	25	0	195
Porites_evermani_scaffold_1469:6187-7223	Cluster_11044	N	551	755	2575
Porites_evermani_scaffold_1469:7382-7903	Cluster_11045	N	486	7	617
Porites_evermani_scaffold_1469:11340-11758	Cluster_11046	N	26	1	87
Porites_evermani_scaffold_1469:12895-13324	Cluster_11047	N	8	5	197
Porites_evermani_scaffold_1469:21689-22114	Cluster_11048	N	36	20	11
Porites_evermani_scaffold_1469:27181-28156	Cluster_11049	N	86	95	215
Porites_evermani_scaffold_1469:28321-28797	Cluster_11050	N	19	28	119
Porites_evermani_scaffold_1469:28823-29242	Cluster_11051	N	32	33	70
Porites_evermani_scaffold_1469:37766-38195	Cluster_11052	N	3	6	71
Porites_evermani_scaffold_1469:38250-39557	Cluster_11053	N	1104	64	776
Porites_evermani_scaffold_1469:39867-40457	Cluster_11054	N	452	3	1082
Porites_evermani_scaffold_1469:42294-42979	Cluster_11055	N	156	10	325
Porites_evermani_scaffold_1469:43444-43865	Cluster_11056	N	40	1	41
Porites_evermani_scaffold_1469:44051-44531	Cluster_11057	N	70	5	95
Porites_evermani_scaffold_1469:44949-45547	Cluster_11058	N	188	5	113
Porites_evermani_scaffold_1469:46346-46849	Cluster_11059	N	52	3	96
Porites_evermani_scaffold_1469:48796-49661	Cluster_11060	N	739	1	53
Porites_evermani_scaffold_1469:50142-51368	Cluster_11061	N	740	182	299
Porites_evermani_scaffold_1469:53241-53644	Cluster_11062	N	20	19	16
Porites_evermani_scaffold_1469:60792-61218	Cluster_11063	N	8	3	79
Porites_evermani_scaffold_1469:76094-76829	Cluster_11064	N	18	85	115
Porites_evermani_scaffold_1469:77012-78548	Cluster_11065	N	426	362	221
Porites_evermani_scaffold_1469:97195-97623	Cluster_11066	N	18	30	309
Porites_evermani_scaffold_1469:104202-104621	Cluster_11067	N	1	48	67
Porites_evermani_scaffold_1471:1539-1960	Cluster_11068	N	32	22	35
Porites_evermani_scaffold_1471:6852-7383	Cluster_11069	N	24	161	25
Porites_evermani_scaffold_1471:23653-24130	Cluster_11070	N	121	18	10
Porites_evermani_scaffold_1471:36613-38177	Cluster_11071	N	1696	143	7293
Porites_evermani_scaffold_1471:38689-39856	Cluster_11072	N	59	108	583
Porites_evermani_scaffold_1471:43068-43495	Cluster_11073	N	45	2	4
Porites_evermani_scaffold_1471:50663-51378	Cluster_11074	N	16	169	101
Porites_evermani_scaffold_1471:71211-71637	Cluster_11075	N	0	79	19
Porites_evermani_scaffold_1471:95982-96409	Cluster_11076	N	11	45	1
Porites_evermani_scaffold_1471:106164-106582	Cluster_11077	N	28	7	15
Porites_evermani_scaffold_1472:119755-120175	Cluster_11078	N	2	45	8
Porites_evermani_scaffold_1473:6470-6875	Cluster_11079	N	68	1	12
Porites_evermani_scaffold_1475:123910-124353	Cluster_11080	N	62	47	85
Porites_evermani_scaffold_1475:124464-125187	Cluster_11081	N	133	121	168
Porites_evermani_scaffold_1476:87634-88217	Cluster_11082	N	2	9	89
Porites_evermani_scaffold_1477:2459-2887	Cluster_11083	N	23	28	42
Porites_evermani_scaffold_1477:6640-7064	Cluster_11084	N	22	14	25
Porites_evermani_scaffold_1477:73946-74966	Cluster_11085	N	43	47	353
Porites_evermani_scaffold_1477:78556-78970	Cluster_11086	N	5	12	48
Porites_evermani_scaffold_1477:79793-80232	Cluster_11087	N	7	26	99
Porites_evermani_scaffold_1477:112517-112942	Cluster_11088	N	42	15	35
Porites_evermani_scaffold_1478:8690-9241	Cluster_11089	N	227	12	109
Porites_evermani_scaffold_1478:9367-10139	Cluster_11090	N	208	29	272
Porites_evermani_scaffold_1478:12996-13719	Cluster_11091	N	204	100	98
Porites_evermani_scaffold_1478:19684-20270	Cluster_11092	N	295	16	143
Porites_evermani_scaffold_1478:21049-21478	Cluster_11093	N	33	13	53
Porites_evermani_scaffold_1478:21745-22159	Cluster_11094	N	32	10	7
