V1	GO_terms
Pocillopora_meandrina_HIv1___RNAseq.g3434.t1	GO:0004022; GO:0005737; GO:0006069; GO:0008270; GO:0106321; GO:0106322
Pocillopora_meandrina_HIv1___RNAseq.g3439.t1	GO:0005516; GO:0005523; GO:0005634; GO:0005737; GO:0005815; GO:0008157; GO:0009410; GO:0014823; GO:0018105; GO:0030036; GO:0031430; GO:0031674; GO:0031941; GO:0042310; GO:0043292; GO:0043621; GO:0045892; GO:0045907; GO:0048644; GO:0051401; GO:0097718
Pocillopora_meandrina_HIv1___RNAseq.g344.t1	GO:0005634; GO:0008270; GO:0016567; GO:0061630
Pocillopora_meandrina_HIv1___RNAseq.g3440.t1	GO:0005737; GO:0005813; GO:0005856; GO:0007219; GO:0007288; GO:0030317; GO:0036126; GO:0060271; GO:0097225; GO:0120229; GO:0120316; GO:0120317
Pocillopora_meandrina_HIv1___RNAseq.g3441.t1	GO:0000287; GO:0008801; GO:0016791; GO:0050308
Pocillopora_meandrina_HIv1___RNAseq.g3442.t1	GO:0000287; GO:0008801; GO:0016791; GO:0050308
Pocillopora_meandrina_HIv1___RNAseq.g3443.t1	
Pocillopora_meandrina_HIv1___RNAseq.g345.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___RNAseq.g3454.t1	GO:0005737; GO:0035024; GO:0042802; GO:0090630; GO:2000146
Pocillopora_meandrina_HIv1___RNAseq.g346.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___RNAseq.g3463.t1	GO:0000209; GO:0061630
Pocillopora_meandrina_HIv1___RNAseq.g3464.t1	GO:0000421; GO:0000776; GO:0000815; GO:0001778; GO:0005546; GO:0005643; GO:0005765; GO:0005769; GO:0005770; GO:0005771; GO:0005828; GO:0005829; GO:0005886; GO:0006914; GO:0006997; GO:0007080; GO:0008333; GO:0010824; GO:0015031; GO:0019076; GO:0030496; GO:0031210; GO:0031410; GO:0031468; GO:0032467; GO:0032509; GO:0032585; GO:0039702; GO:0043162; GO:0044790; GO:0045324; GO:0046761; GO:0051036; GO:0051258; GO:0060548; GO:0061763; GO:0061952; GO:0071985; GO:0097352; GO:0140678; GO:1901673; GO:1902774; GO:1904930; GO:1990381; GO:2000641
Pocillopora_meandrina_HIv1___RNAseq.g3465.t1	GO:0004069; GO:0004609; GO:0005654; GO:0005829; GO:0006094; GO:0006103; GO:0006107; GO:0006114; GO:0006531; GO:0006532; GO:0006533; GO:0006536; GO:0007219; GO:0019550; GO:0019551; GO:0030170; GO:0032869; GO:0047801; GO:0051384; GO:0055089
Pocillopora_meandrina_HIv1___RNAseq.g3468.t1a	GO:0005507; GO:0005576; GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006508; GO:0007596; GO:0007598; GO:0008015; GO:0016020; GO:0030134; GO:0031091; GO:0031093; GO:0031638; GO:0032571; GO:0032991; GO:0033116; GO:0072377; GO:1903561; GO:1905370; GO:0005507; GO:0005576; GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006508; GO:0007596; GO:0007598; GO:0008015; GO:0016020; GO:0030134; GO:0031091; GO:0031093; GO:0031638; GO:0032571; GO:0032991; GO:0033116; GO:0072377; GO:1903561; GO:1905370; GO:0005507; GO:0005576; GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006508; GO:0007596; GO:0007598; GO:0008015; GO:0016020; GO:0030134; GO:0031091; GO:0031093; GO:0031638; GO:0032571; GO:0032991; GO:0033116; GO:0072377; GO:1903561; GO:1905370; GO:0005507; GO:0005576; GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006508; GO:0007596; GO:0007598; GO:0008015; GO:0016020; GO:0030134; GO:0031091; GO:0031093; GO:0031638; GO:0032571; GO:0032991; GO:0033116; GO:0072377; GO:1903561; GO:1905370
Pocillopora_meandrina_HIv1___RNAseq.g3468.t1b	GO:0001965; GO:0005262; GO:0005509; GO:0016020; GO:0030246; GO:0050982
Pocillopora_meandrina_HIv1___RNAseq.g3469.t1	GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338; GO:0001525; GO:0002080; GO:0005576; GO:0007155; GO:0007338
Pocillopora_meandrina_HIv1___RNAseq.g3474.t1	GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0042470; GO:0043474; GO:0048021; GO:0048022; GO:0071702; GO:1903712
Pocillopora_meandrina_HIv1___RNAseq.g3475.t1	GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0042470; GO:0043474; GO:0048021; GO:0048022; GO:0071702; GO:1903712
Pocillopora_meandrina_HIv1___RNAseq.g3478.t1	GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0042470; GO:0043474; GO:0048021; GO:0048022; GO:0071702; GO:1903712
Pocillopora_meandrina_HIv1___RNAseq.g3480.t1	GO:0001773; GO:0005576; GO:0005737; GO:0005739; GO:0006954; GO:0008289; GO:0042092; GO:0061436; GO:0120197
Pocillopora_meandrina_HIv1___RNAseq.g3481.t1	GO:0005615; GO:0005829; GO:0006955; GO:0007605; GO:0016020; GO:0032426; GO:0038023; GO:0120234
Pocillopora_meandrina_HIv1___RNAseq.g3483.t1	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3491.t1	GO:0000139; GO:0002178; GO:0005886; GO:0006612; GO:0018230; GO:0019899
Pocillopora_meandrina_HIv1___RNAseq.g3492.t1	GO:0000122; GO:0001822; GO:0003091; GO:0005516; GO:0005783; GO:0005789; GO:0007601; GO:0007605; GO:0017148; GO:0030141; GO:0030425; GO:0030433; GO:0030672; GO:0030968; GO:0031016; GO:0031398; GO:0031625; GO:0032469; GO:0034976; GO:0042048; GO:0042593; GO:0043066; GO:0043069; GO:0043433; GO:0043524; GO:0045182; GO:0045927; GO:0048306; GO:0050821; GO:0050877; GO:0051117; GO:0051247; GO:0051726; GO:0051928; GO:0055074; GO:0070628; GO:0140297; GO:1902236; GO:1903573; GO:1903892; GO:1904294; GO:2000675
Pocillopora_meandrina_HIv1___RNAseq.g3496.t2	GO:0004155; GO:0005737; GO:0006559; GO:0006729; GO:0016616; GO:0070402; GO:0070404
Pocillopora_meandrina_HIv1___RNAseq.g3497.t1	GO:0003402; GO:0004930; GO:0005886; GO:0007166; GO:0009897; GO:0060027; GO:0097475; GO:2000095
Pocillopora_meandrina_HIv1___RNAseq.g3498.t1	GO:0031519; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3499.t1	GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170
Pocillopora_meandrina_HIv1___RNAseq.g3500.t1a	GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170
Pocillopora_meandrina_HIv1___RNAseq.g3501.t1	GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170
Pocillopora_meandrina_HIv1___RNAseq.g3502.t1	GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170; GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170
Pocillopora_meandrina_HIv1___RNAseq.g3503.t1	GO:0005576; GO:0042151; GO:0044179; GO:0090729
Pocillopora_meandrina_HIv1___RNAseq.g3506.t1	GO:0005576; GO:0042151; GO:0044179; GO:0090729
Pocillopora_meandrina_HIv1___RNAseq.g3518.t1	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070374
Pocillopora_meandrina_HIv1___RNAseq.g3524.t1	GO:0000139; GO:0005783; GO:0005789; GO:0006888; GO:0006890; GO:0016020; GO:0030134; GO:0033116
Pocillopora_meandrina_HIv1___RNAseq.g3525.t1	GO:0001706; GO:0004721; GO:0004722; GO:0004725; GO:0005634; GO:0005737; GO:0007049; GO:0007162; GO:0008138; GO:0008285; GO:0008330; GO:0017017; GO:0017018; GO:0035335; GO:0035970; GO:0043407; GO:0043409; GO:0051019; GO:0051447; GO:0070262; GO:0090027; GO:0090266; GO:1903753; GO:1990869
Pocillopora_meandrina_HIv1___RNAseq.g3527.t1	GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0016176; GO:0022617; GO:0032266; GO:0040018; GO:0042169; GO:0042554; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0060348; GO:0060378; GO:0060612; GO:0070161; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888
Pocillopora_meandrina_HIv1___RNAseq.g3528.t1	GO:0000981; GO:0003677; GO:0005634; GO:0014028; GO:0045892
Pocillopora_meandrina_HIv1___RNAseq.g3529.t1	GO:0005737; GO:0005783; GO:0005789; GO:0016020; GO:0016192; GO:0030424; GO:0030425; GO:0031175; GO:0032584; GO:0042802; GO:0043621; GO:0045773; GO:0046872; GO:0048011; GO:0055038; GO:0071782; GO:0071787; GO:0072659
Pocillopora_meandrina_HIv1___RNAseq.g353.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___RNAseq.g3533.t1	GO:0000281; GO:0000915; GO:0005095; GO:0005525; GO:0005826; GO:0005829; GO:0006915; GO:0007165; GO:0007266; GO:0031106; GO:0031267; GO:0042981
Pocillopora_meandrina_HIv1___RNAseq.g3534.t2	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0034344; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051091; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1990904
Pocillopora_meandrina_HIv1___RNAseq.g355.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___RNAseq.g3555.t1	GO:0000701; GO:0005634; GO:0005654; GO:0005739; GO:0006281; GO:0006284; GO:0006298; GO:0019104; GO:0032357; GO:0032407; GO:0034039; GO:0035485; GO:0045007; GO:0046872; GO:0051539; GO:0060546
Pocillopora_meandrina_HIv1___RNAseq.g3556.t1	GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005886; GO:0005912; GO:0007165; GO:0008017; GO:0008285; GO:0010038; GO:0015630; GO:0030330; GO:0031267; GO:0032287; GO:0043015; GO:0045296; GO:0045576; GO:0048471; GO:0055038; GO:0070062; GO:0071456
Pocillopora_meandrina_HIv1___RNAseq.g3559.t1	GO:0001696; GO:0004969; GO:0004993; GO:0005886; GO:0007187; GO:0007268; GO:0030425; GO:0030594; GO:0045202; GO:0045907
Pocillopora_meandrina_HIv1___RNAseq.g356.t1	GO:0000139; GO:0004864; GO:0005576; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:1903614; GO:1904894
Pocillopora_meandrina_HIv1___RNAseq.g3562.t1	GO:0005886; GO:0007165; GO:0016020; GO:0046068; GO:0046872; GO:0047555
Pocillopora_meandrina_HIv1___RNAseq.g3568.t1	GO:0003964; GO:0006313
Pocillopora_meandrina_HIv1___RNAseq.g358.t2	GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098; GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098
Pocillopora_meandrina_HIv1___RNAseq.g3589.t1	GO:0000900; GO:0003730; GO:0005095; GO:0005634; GO:0005737; GO:0005844; GO:0008135; GO:0008187; GO:0032869; GO:0034260; GO:0034599; GO:0035925; GO:0043005; GO:0043022; GO:0043023; GO:0043024; GO:0045182; GO:0045202; GO:0045900; GO:0071243; GO:0071456; GO:0098978; GO:0099547; GO:1900248; GO:1990124; GO:2000766
Pocillopora_meandrina_HIv1___RNAseq.g3590.t1	GO:0005741; GO:0005783; GO:0005789; GO:0008270; GO:0051865; GO:0061630; GO:0090140
Pocillopora_meandrina_HIv1___RNAseq.g3591.t2	GO:0000049; GO:0002940; GO:0003723; GO:0004809; GO:0005634; GO:0005654; GO:0006400; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3599.t1	GO:0000776; GO:0000973; GO:0005635; GO:0005643; GO:0006406; GO:0006606; GO:0006913; GO:0008585; GO:0017056; GO:0031080; GO:0031965; GO:0034399; GO:0051292; GO:0072006
Pocillopora_meandrina_HIv1___RNAseq.g3600.t2	GO:0005654; GO:0005730; GO:0042273
Pocillopora_meandrina_HIv1___RNAseq.g3601.t1	
Pocillopora_meandrina_HIv1___RNAseq.g3602.t2	GO:0000256; GO:0004037; GO:0006144
Pocillopora_meandrina_HIv1___RNAseq.g3604.t2	GO:0005794; GO:0008017; GO:0019900
Pocillopora_meandrina_HIv1___RNAseq.g3606.t1	GO:0005739; GO:0005741; GO:0005743; GO:0022857; GO:0022889; GO:0140300; GO:1990542
Pocillopora_meandrina_HIv1___RNAseq.g3607.t1	GO:0000175; GO:0000289; GO:0000291; GO:0000932; GO:0003676; GO:0004535; GO:0005634; GO:0005737; GO:0006397; GO:0010606; GO:0031251; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3609.t1	GO:0006807; GO:0008270; GO:0016740; GO:0043170; GO:0044238
Pocillopora_meandrina_HIv1___RNAseq.g3613.t1	GO:0000578; GO:0000981; GO:0005634; GO:0006357; GO:0042692; GO:0048920; GO:0048922; GO:0055001; GO:0060828; GO:1904105; GO:1990837; GO:2000052
Pocillopora_meandrina_HIv1___RNAseq.g3615.t1	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001501; GO:0005634; GO:0005654; GO:0006357; GO:0007368; GO:0030154; GO:0031016; GO:0032331; GO:0042474; GO:0043066; GO:0048513; GO:0048536; GO:0048645; GO:0048705; GO:0048706; GO:0055123; GO:0060576; GO:1990837
Pocillopora_meandrina_HIv1___RNAseq.g3616.t1	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0008284; GO:0021854; GO:0030154; GO:0030855; GO:0035050; GO:0043066; GO:0043586; GO:0045944; GO:0048565; GO:0050673; GO:0050679; GO:0055014; GO:0055015; GO:0060037; GO:0060039; GO:1904019; GO:1904036
Pocillopora_meandrina_HIv1___RNAseq.g3617.t1	GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001503; GO:0001649; GO:0002063; GO:0002076; GO:0003148; GO:0003151; GO:0003198; GO:0003416; GO:0003677; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006357; GO:0006366; GO:0008285; GO:0009952; GO:0010942; GO:0016607; GO:0023019; GO:0030326; GO:0030509; GO:0030513; GO:0032792; GO:0035115; GO:0035116; GO:0035313; GO:0035880; GO:0042060; GO:0042476; GO:0042733; GO:0042981; GO:0043065; GO:0043066; GO:0043565; GO:0045599; GO:0045617; GO:0045669; GO:0045892; GO:0048598; GO:0048863; GO:0051216; GO:0051795; GO:0060346; GO:0060349; GO:0060364; GO:0060444; GO:0061180; GO:0061312; GO:0070166; GO:0071363; GO:0071392; GO:0090427; GO:0097152; GO:1990837; GO:2000678; GO:2001055
Pocillopora_meandrina_HIv1___RNAseq.g3618.t1	GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3619.t2	GO:0005739; GO:0005783; GO:0008654; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3620.t1	GO:0005576; GO:0005829; GO:0005886; GO:0017018; GO:0035578; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3621.t1	GO:0003779; GO:0005198; GO:0005829; GO:0005856; GO:0005886; GO:0030866; GO:0031032
Pocillopora_meandrina_HIv1___RNAseq.g3622.t1	GO:0003779; GO:0005102; GO:0005198; GO:0005829; GO:0005856; GO:0005886; GO:0014069; GO:0030866; GO:0031032; GO:0032991; GO:0097060
Pocillopora_meandrina_HIv1___RNAseq.g3637.t1	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
Pocillopora_meandrina_HIv1___RNAseq.g364.t1	GO:0005634; GO:0005654; GO:0005737; GO:0006457; GO:0030544; GO:0045087; GO:0051607; GO:0051879
Pocillopora_meandrina_HIv1___RNAseq.g366.t1	GO:0000242; GO:0001822; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006468; GO:0006974; GO:0007049; GO:0007283; GO:0010212; GO:0016301; GO:0034451; GO:0035264; GO:0046872; GO:0051301; GO:0060271; GO:0071889; GO:0106310; GO:2000001
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1b	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
Pocillopora_meandrina_HIv1___RNAseq.g3673.t1c	GO:0003964; GO:0006313
Pocillopora_meandrina_HIv1___RNAseq.g368.t1	GO:0003723; GO:0003924; GO:0005524; GO:0016020; GO:0016887; GO:0017111; GO:0043273
Pocillopora_meandrina_HIv1___RNAseq.g3684.t2	GO:0000122; GO:0000978; GO:0001227; GO:0005244; GO:0005267; GO:0005509; GO:0005634; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006915; GO:0007165; GO:0008076; GO:0015459; GO:0072659; GO:1901379
Pocillopora_meandrina_HIv1___RNAseq.g3685.t1	GO:0004930; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0016597; GO:0042803; GO:0051924
Pocillopora_meandrina_HIv1___RNAseq.g3686.t1	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607; GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
Pocillopora_meandrina_HIv1___RNAseq.g3687.t1	GO:0005085; GO:0005770; GO:0015031; GO:0031267; GO:0032509; GO:2000641
Pocillopora_meandrina_HIv1___RNAseq.g3688.t1	GO:0000184; GO:0000956; GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0042327; GO:0044877; GO:2000623
Pocillopora_meandrina_HIv1___RNAseq.g369.t1	GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3691.t1	GO:0004993; GO:0005768; GO:0005886; GO:0007268; GO:0032098; GO:0045202
Pocillopora_meandrina_HIv1___RNAseq.g3692.t1	GO:0000122; GO:0000785; GO:0001666; GO:0001837; GO:0001935; GO:0002040; GO:0004720; GO:0005044; GO:0005507; GO:0005509; GO:0005604; GO:0005615; GO:0005634; GO:0005783; GO:0010718; GO:0016020; GO:0018057; GO:0030199; GO:0032332; GO:0043542; GO:0045892; GO:0062023; GO:0070828; GO:1902455
Pocillopora_meandrina_HIv1___RNAseq.g3694.t1	GO:0000122; GO:0000785; GO:0001666; GO:0001837; GO:0001935; GO:0002040; GO:0004720; GO:0005044; GO:0005507; GO:0005509; GO:0005604; GO:0005615; GO:0005634; GO:0005783; GO:0010718; GO:0016020; GO:0018057; GO:0030199; GO:0032332; GO:0043542; GO:0045892; GO:0062023; GO:0070828; GO:1902455
Pocillopora_meandrina_HIv1___RNAseq.g3696.t1	GO:0005506; GO:0005737; GO:0008270; GO:0008336; GO:0045329
Pocillopora_meandrina_HIv1___RNAseq.g3698.t1	GO:0000164; GO:0005977; GO:0005979; GO:0005981; GO:0008157; GO:0019888; GO:2001069
Pocillopora_meandrina_HIv1___RNAseq.g3699.t1	GO:0000727; GO:0000811; GO:0001833; GO:0005634; GO:0005737; GO:0006268; GO:0071162; GO:1900264; GO:1903934
