"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","RDR1","RDRP","Stylophora pistillata","A0A2B4S6D8",88.797,607,68,0,11,617,37,643,0,1132
"Pocillopora_meandrina_HIv1___RNAseq.g21506.t1","RNA-dependent RNA polymerase","RDR2","RDRP","Stylophora pistillata","A0A2B4S6H5",72.249,209,52,3,787,991,300,506,4.56e-95,316
"Pocillopora_meandrina_HIv1___RNAseq.g2974.t1","RNA-dependent RNA polymerase","pdam_00007094","RDRP","Pocillopora damicornis","A0A3M6T9A9",99.054,1268,12,0,1,1268,1,1268,0,2601
"Pocillopora_meandrina_HIv1___RNAseq.g21501.t1","RNA-dependent RNA polymerase","pdam_00009604","RDRP","Pocillopora damicornis","A0A3M6U019",97.068,648,19,0,1,648,1,648,0,1310
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","pdam_00009608","RDRP","Pocillopora damicornis","A0A3M6U066",98.758,644,8,0,1,644,1,644,0,1313
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","pdam_00009601","RDRP","Pocillopora damicornis","A0A3M6U087",99.393,659,4,0,1,659,1,659,0,1371
"Pocillopora_meandrina_HIv1___RNAseq.g4088.t1","RNA-dependent RNA polymerase","pdam_00009609","RDRP","Pocillopora damicornis","A0A3M6U0C1",98.263,691,12,0,1,691,1,691,0,1412
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","LOC116288465","RDRP","Actinia tenebrosa","A0A6P8H437",39.43,667,372,15,4,651,3,656,6.96e-159,473
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","LOC116288436","RDRP","Actinia tenebrosa","A0A6P8H6G5",40.212,659,381,10,4,653,3,657,1.94e-171,506
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","LOC116288463","RDRP","Actinia tenebrosa","A0A6P8H6Z9",40.455,660,376,12,4,654,3,654,1.64e-157,469
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","LOC116288452","RDRP","Actinia tenebrosa","A0A6P8HEP7",49,700,306,12,722,1415,4,658,0,646
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-dependent RNA polymerase","PACLA_8A076861","RDRP","Paramuricea clavata","A0A6S7FT68",36.217,1179,666,28,1,1164,1676,2783,0,658
"Pocillopora_meandrina_HIv1___RNAseq.g25529.t1","RNA-dependent RNA polymerase","PACLA_8A061743","RDRP","Paramuricea clavata","A0A6S7FU92",59.752,323,125,3,159,479,1275,1594,1.11e-120,389
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y425",45.455,693,333,10,6,693,4,656,0,582
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913Y4S8",38.998,659,388,8,4,655,3,654,6.12e-151,452
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YWT7",36.707,662,396,12,4,646,3,660,9e-152,454
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","RDRP OS=Exaiptasia diaphana OX=2652724","RDRP","Exaiptasia diaphana","A0A913YXY8",40.271,663,375,13,4,653,3,657,5.8e-162,481
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-dependent RNA polymerase","OS493_020020","RDRP","Desmophyllum pertusum","A0A9W9YBD9",76.166,1372,316,9,1,1367,1,1366,0,2090
"Pocillopora_meandrina_HIv1___RNAseq.g25501.t1","RNA-dependent RNA polymerase","OS493_020019","RDRP","Desmophyllum pertusum","A0A9W9YEV0",82.235,1396,244,1,13,1408,1397,2788,0,2359
"Pocillopora_meandrina_HIv1___RNAseq.g2974.t1","RNA-dependent RNA polymerase","OS493_006716","RDRP","Desmophyllum pertusum","A0A9W9ZSK9",76.591,440,98,4,1,436,1,439,0,688
"Pocillopora_meandrina_HIv1___RNAseq.g21497.t1","RNA-dependent RNA polymerase","OS493_000813","RDRP","Desmophyllum pertusum","A0A9W9ZT61",73.626,364,96,0,13,376,49,412,0,566
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","OS493_000817","RDRP","Desmophyllum pertusum","A0A9W9ZTA1",60.204,588,223,5,1,584,20,600,0,737
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","OS493_000816","RDRP","Desmophyllum pertusum","A0A9W9ZTC8",54.73,296,124,4,1,295,318,604,1.98e-107,325
"Pocillopora_meandrina_HIv1___RNAseq.g21496.t1","RNA-dependent RNA polymerase","OS493_000812","RDRP","Desmophyllum pertusum","A0A9W9ZTK4",72.727,253,65,1,1,253,412,660,1.33e-133,391
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","OS493_000815","RDRP","Desmophyllum pertusum","A0A9W9ZU19",55.42,655,206,7,1,608,20,635,0,716
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","OS493_000820","RDRP","Desmophyllum pertusum","A0A9W9ZU40",50.485,309,141,6,1,305,1,301,1.6e-95,295
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","OS493_000814","RDRP","Desmophyllum pertusum","A0A9W9ZUN1",58.935,582,190,7,1,541,20,593,0,687
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","OS493_000818","RDRP","Desmophyllum pertusum","A0A9W9ZUT4",59.169,698,205,9,1,694,20,641,0,800
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","OS493_000819","RDRP","Desmophyllum pertusum","A0A9W9ZWW6",45.76,625,268,13,1,561,1,618,3.05e-171,501
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-dependent RNA polymerase","OS493_003322","RDRP","Desmophyllum pertusum","A0A9X0A574",62.162,148,55,1,1,148,702,848,3.12e-54,183
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-dependent RNA polymerase","OS493_003323","RDRP","Desmophyllum pertusum","A0A9X0A5B4",62.621,206,76,1,18,223,140,344,4.64e-87,285
"Pocillopora_meandrina_HIv1___RNAseq.g28916.t1","RNA-dependent RNA polymerase","OS493_003289","RDRP","Desmophyllum pertusum","A0A9X0A6E6",86.864,236,31,0,1,236,695,930,1.37e-142,439
"Pocillopora_meandrina_HIv1___RNAseq.g4088.t1","RNA-dependent RNA polymerase","DBR1_1","RDRP","Desmophyllum pertusum","A0A9X0D5D4",68.644,118,37,0,1,118,113,230,2.67e-52,174
"Pocillopora_meandrina_HIv1___RNAseq.g21504.t1","RNA-dependent RNA polymerase","OS493_000821","RDRP","Desmophyllum pertusum","A0A9X0D5Q4",46.396,222,94,5,20,235,400,602,1.19e-50,174
"Pocillopora_meandrina_HIv1___RNAseq.g21504.t1","RNA-dependent RNA polymerase","OS493_000823","RDRP","Desmophyllum pertusum","A0A9X0D6J0",45.923,233,112,6,2,227,352,577,1.63e-51,176
"Pocillopora_meandrina_HIv1___RNAseq.g21506.t1","RNA-dependent RNA polymerase","OS493_000824","RDRP","Desmophyllum pertusum","A0A9X0D791",58.237,431,136,8,1,398,235,654,9.29e-164,475
"Pocillopora_meandrina_HIv1___RNAseq.g4088.t1","RNA-dependent RNA polymerase","P5673_024942","RDRP","Acropora cervicornis","A0AAD9UXL8",51.567,702,321,7,1,696,1,689,0,730
"Pocillopora_meandrina_HIv1___RNAseq.g21501.t1","RNA-dependent RNA polymerase","P5673_024940","RDRP","Acropora cervicornis","A0AAD9UXP1",42.857,581,283,18,3,551,5,568,2.44e-136,412
"Pocillopora_meandrina_HIv1___RNAseq.g21501.t1","RNA-dependent RNA polymerase","P5673_024941","RDRP","Acropora cervicornis","A0AAD9UXU1",40.311,578,298,19,3,549,5,566,1.2e-119,369
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","PMEA_00004263","RDRP","Pocillopora meandrina","A0AAU9WAH1",82.126,649,110,4,52,700,1,643,0,1059
"Pocillopora_meandrina_HIv1___RNAseq.g21500.t1","RNA-dependent RNA polymerase","PMEA_00004267","RDRP","Pocillopora meandrina","A0AAU9WCN3",97.147,666,18,1,1,665,30,695,0,1353
"Pocillopora_meandrina_HIv1___RNAseq.g21506.t1","RNA-dependent RNA polymerase","PMEA_00004259","RDRP","Pocillopora meandrina","A0AAU9WFE4",97.829,691,15,0,1,691,1,691,0,1407
"Pocillopora_meandrina_HIv1___RNAseq.g4089.t1","RNA-dependent RNA polymerase","PMEA_00004260","RDRP","Pocillopora meandrina","A0AAU9WFH3",96.273,644,24,0,1,644,1,644,0,1277
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","PEVE_00032720","RDRP","Porites evermanni","A0ABN8LI71",50.077,649,292,8,7,653,22,640,0,634
"Pocillopora_meandrina_HIv1___RNAseq.g21497.t1","RNA-dependent RNA polymerase","PEVE_00032712","RDRP","Porites evermanni","A0ABN8LIB1",66.319,671,217,4,1,670,54,716,0,924
"Pocillopora_meandrina_HIv1___RNAseq.g21501.t1","RNA-dependent RNA polymerase","PEVE_00032709","RDRP","Porites evermanni","A0ABN8LMP5",40.473,677,344,18,1,654,1,641,6.55e-150,449
"Pocillopora_meandrina_HIv1___RNAseq.g21497.t1","RNA-dependent RNA polymerase","PLOB_00018126","RDRP","Porites lobata","A0ABN8RBN7",65.723,671,221,4,1,670,54,716,0,912
"Pocillopora_meandrina_HIv1___RNAseq.g21501.t1","RNA-dependent RNA polymerase","PLOB_00018123","RDRP","Porites lobata","A0ABN8RES1",40.653,674,347,18,1,654,1,641,6.01e-147,441
"Pocillopora_meandrina_HIv1___RNAseq.g21498.t1","RNA-dependent RNA polymerase","PLOB_00018147","RDRP","Porites lobata","A0ABN8RET6",48.998,649,299,7,7,653,22,640,0,623
"Pocillopora_meandrina_HIv1___RNAseq.g25528.t1","RNA-dependent RNA polymerase","PEVE_00026319","RDRP","Porites evermanni","A0ABN8SQE6",56.362,1446,548,14,25,1449,1380,2763,0,1553
"Pocillopora_meandrina_HIv1___RNAseq.g25529.t1","RNA-dependent RNA polymerase","PEVE_00026320","RDRP","Porites evermanni","A0ABN8SSZ0",53.655,725,301,9,5,705,562,1275,0,766
"Pocillopora_meandrina_HIv1___RNAseq.g16016.t1","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4RHJ7",76.526,213,40,3,3,209,409,617,7.01e-106,317
"Pocillopora_meandrina_HIv1___RNAseq.g6635.t1","Heat shock cognate 71 kDa protein","HSPA8","HSPA8","Stylophora pistillata","A0A2B4S326",90.075,665,57,1,1,665,1,656,0,1135
"Pocillopora_meandrina_HIv1___RNAseq.g9515.t1","Heat shock cognate 71 kDa protein","Hspa8","HSPA8","Stylophora pistillata","A0A2B4S907",94.907,648,33,0,1,648,1,648,0,1221
"Pocillopora_meandrina_HIv1___RNAseq.g6635.t1","Heat shock cognate 71 kDa protein","HSPA8_1","HSPA8","Desmophyllum pertusum","A0A9W9YVY7",85.902,532,71,2,1,530,127,656,0,841
"Pocillopora_meandrina_HIv1___RNAseq.g6635.t1","Heat shock cognate 71 kDa protein","HSPA8_2","HSPA8","Desmophyllum pertusum","A0A9W9YWL9",72.024,168,45,1,3,170,491,656,1.41e-59,195
"Pocillopora_meandrina_HIv1___RNAseq.g9515.t1","Heat shock cognate 71 kDa protein","HSPA8_3","HSPA8","Desmophyllum pertusum","A0A9W9ZC74",92.279,272,21,0,222,493,313,584,6.13e-176,509
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Stylophora pistillata","A0A2B4RTD2",88.473,668,73,1,6,669,1,668,0,1179
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","pdam_00004683","PAPD5","Pocillopora damicornis","A0A3M6UCE9",95.21,668,8,2,6,649,1,668,0,1300
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A6S7G8E9",44.009,459,212,9,6,442,8,443,3.62e-119,368
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PACLA_8A053671","PAPD5","Paramuricea clavata","A0A7D9HLS9",44.009,459,212,9,6,442,8,443,1.33e-119,369
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PAPD5 OS=Clytia hemisphaerica OX=252671","PAPD5","Clytia hemisphaerica","A0A7M5UZ02",43.792,443,211,9,3,429,2,422,5.12e-114,360
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PAPD5 OS=Exaiptasia diaphana OX=2652724","PAPD5","Exaiptasia diaphana","A0A913XMN7",53.628,565,214,12,7,544,2,545,0,566
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Desmophyllum pertusum","A0A9W9ZQL1",79.398,665,129,5,6,670,1,657,0,1050
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","P5673_023715","PAPD5","Acropora cervicornis","A0AAD9Q4S4",50.542,738,238,14,7,698,2,658,0,645
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PMEA_00028535","PAPD5","Pocillopora meandrina","A0AAU9VXM2",96.557,668,19,1,6,669,1,668,0,1324
"Pocillopora_meandrina_HIv1___RNAseq.g11902.t1","polynucleotide adenylyltransferase","PAPD5","PAPD5","Hydra vulgaris","T2M9S9",45.279,466,206,11,3,450,2,436,8.67e-124,384
"Pocillopora_meandrina_HIv1___TS.g29800.t1","E3 ubiquitin-protein ligase DZIP3","Dzip3","DZIP3","Stylophora pistillata","A0A2B4RV28",49.476,382,164,10,308,672,233,602,1.83e-94,304
"Pocillopora_meandrina_HIv1___RNAseq.g8253.t1a","E3 ubiquitin-protein ligase DZIP3","PLOB_00047728","DZIP3","Porites lobata","A0ABN8PTV2",39.855,414,213,6,1,387,5,409,7.27e-82,272
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Ribonuclease 3","DROSHA","DROSHA","Stylophora pistillata","A0A2B4S762",80.142,1551,239,7,1,1518,1,1515,0,2454
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Ribonuclease 3","pdam_00017463","DROSHA","Pocillopora damicornis","A0A3M6UR52",93.914,1528,30,4,1,1478,1,1515,0,2930
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Ribonuclease 3","LOC116294948","DROSHA","Actinia tenebrosa","A0A6P8HTE4",57.26,1095,426,11,590,1663,422,1495,0,1272
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Ribonuclease 3","DROSHA OS=Exaiptasia diaphana OX=2652724","DROSHA","Exaiptasia diaphana","A0A913YT85",55.16,1095,437,12,377,1432,416,1495,0,1222
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Ribonuclease 3","PMEA_00022263","DROSHA","Pocillopora meandrina","A0AAU9VVD7",99.076,1515,14,0,1,1515,1,1515,0,3117
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Drosha","PLOB_00001028","DROSHA","Porites lobata","A0ABN8N3W6",57.568,1612,525,32,112,1667,1,1509,0,1678
"Pocillopora_meandrina_HIv1___RNAseq.g7105.t1","Drosha","DROSHA OS=Nematostella vectensis OX=45351","DROSHA","Nematostella vectensis","U3MMT8",56.28,1043,358,13,284,1252,449,1467,0,1182
"Pocillopora_meandrina_HIv1___RNAseq.g24969.t3","Serrate RNA effector molecule-like","srrt","SRRT","Stylophora pistillata","A0A2B4SB72",88.051,1088,91,5,1,1060,1,1077,0,1536
"Pocillopora_meandrina_HIv1___RNAseq.g24969.t3","Serrate RNA effector molecule homolog","SRRT","SRRT","Hydra vulgaris","T2M6C4",41.8,500,238,11,334,803,776,1252,2.48e-107,357
"Pocillopora_meandrina_HIv1___RNAseq.g1186.t1","RNA helicase","Ddx5","DDX5","Stylophora pistillata","A0A2B4SLQ2",96.531,663,19,2,20,678,5,667,0,1317
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g17125.t1","Exosome RNA helicase MTR4","LOC116289174","MTREX","Actinia tenebrosa","A0A6P8HH67",80.483,1035,190,2,1,1035,1,1023,0,1756
"Pocillopora_meandrina_HIv1___RNAseq.g17125.t1","Exosome RNA helicase MTR4","P5673_029372","MTREX","Acropora cervicornis","A0AAD9PVY0",84.241,1028,156,3,1,1027,1,1023,0,1812
"Pocillopora_meandrina_HIv1___RNAseq.g17125.t1","Exosome RNA helicase MTR4","PMEA_00006451","MTREX","Pocillopora meandrina","A0AAU9WK47",97.471,1028,21,2,1,1028,1,1023,0,2060
"Pocillopora_meandrina_HIv1___RNAseq.g17125.t1","Exosome RNA helicase MTR4","NEMVEDRAFT_v1g234599","MTREX","Nematostella vectensis","A7RX65",81.571,1031,182,4,1,1031,1,1023,0,1768
"Pocillopora_meandrina_HIv1___TS.g24628.t2","Exportin-5-like","LOC116291099","XPO5","Actinia tenebrosa","A0A6P8HN45",47.592,1246,591,15,19,1219,14,1242,0,1170
"Pocillopora_meandrina_HIv1___TS.g24628.t2","Exportin 5","PLOB_00047317","XPO5","Porites lobata","A0ABN8PT06",67.685,1244,349,9,1,1195,1,1240,0,1756
"Pocillopora_meandrina_HIv1___RNAseq.g22731.t1","Pasha/DGCR8","DGCR8 OS=Nematostella vectensis OX=45351","DGCR8","Nematostella vectensis","U3MIG6",41.856,485,239,10,86,559,121,573,2.89e-114,352
"Pocillopora_meandrina_HIv1___RNAseq.g22731.t1","Pasha/DGCR8","DGCR8 OS=Nematostella vectensis OX=45351","DGCR8","Nematostella vectensis","U3MIG6",41.856,485,239,10,86,559,121,573,2.89e-114,352
"Pocillopora_meandrina_HIv1___RNAseq.g11093.t1","Protein argonaute-3","AGO3","AGO3","Drosophila melanogaster","Q7PLK0",42.553,799,433,10,90,867,266,1059,0,673
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-3","ago3","AGO3","Danio rerio","A3KPK0",66.588,850,271,6,15,860,14,854,0,1190
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-3","AGO3","AGO3","Gallus gallus","Q5ZLG4",66.352,847,272,6,18,860,17,854,0,1177
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-3","AGO3","AGO3","Bos taurus","Q6T5B7",65.684,848,277,7,18,861,17,854,0,1162
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-3","Ago3","AGO3","Mus musculus","Q8CJF9",66.706,850,270,6,15,860,14,854,0,1183
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-3","AGO3","AGO3","Homo sapiens","Q9H9G7",66.588,847,270,6,18,860,17,854,0,1182
"Pocillopora_meandrina_HIv1___RNAseq.g11551.t1","Terminal uridylyltransferase 7","Tut7","TUT7","Mus musculus","Q5BLK4",51.185,422,202,3,939,1360,577,994,4.99e-135,462
"Pocillopora_meandrina_HIv1___RNAseq.g11551.t1","Terminal uridylyltransferase 7","TUT7","TUT7","Homo sapiens","Q5VYS8",51.887,424,200,3,941,1364,575,994,1.12e-137,470
"Pocillopora_meandrina_HIv1___RNAseq.g11551.t1","Terminal uridylyltransferase 4","Tut4","TUT4","Mus musculus","B2RX14",39.683,1008,481,17,324,1326,106,991,0,695
"Pocillopora_meandrina_HIv1___RNAseq.g11551.t1","Terminal uridylyltransferase 4","TUT4","TUT4","Homo sapiens","Q5TAX3",39.921,1012,476,20,304,1309,106,991,0,694
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Splicing factor, proline- and glutamine-rich","SFPQ","SFPQ","Homo sapiens","P23246",48.943,331,155,4,287,605,79,407,5.23e-96,306
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Splicing factor, proline- and glutamine-rich","Sfpq","SFPQ","Mus musculus","Q8VIJ6",48.943,331,155,4,279,597,79,407,4.16e-96,307
"Pocillopora_meandrina_HIv1___RNAseq.g22614.t1","GTP-binding nuclear protein Ran","RAN","RAN","Canis lupus familiaris","P62825",85.648,216,30,1,1,215,1,216,7.05e-138,384
"Pocillopora_meandrina_HIv1___RNAseq.g22614.t1","GTP-binding nuclear protein Ran","RAN","RAN","Homo sapiens","P62826",85.648,216,30,1,1,215,1,216,7.05e-138,384
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Non-POU domain-containing octamer-binding protein","NONO","NONO","Homo sapiens","Q15233",49.057,318,147,3,64,368,79,394,5.03e-91,286
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Non-POU domain-containing octamer-binding protein","Nono","NONO","Rattus norvegicus","Q5FVM4",49.057,318,147,3,69,373,79,394,6.73e-91,286
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Non-POU domain-containing octamer-binding protein","NONO","NONO","Pongo abelii","Q5RFL9",49.057,318,147,3,64,368,79,394,5.03e-91,286
"Pocillopora_meandrina_HIv1___TS.g16639.t1","Non-POU domain-containing octamer-binding protein","Nono","NONO","Mus musculus","Q99K48",49.057,318,147,3,66,370,79,394,6.28e-91,286
"Pocillopora_meandrina_HIv1___RNAseq.g7872.t2","Far upstream element-binding protein 2","Khsrp","KHSRP","Mus musculus","Q3U0V1",36.831,486,228,13,62,498,11,466,4.63e-73,251
"Pocillopora_meandrina_HIv1___RNAseq.g7872.t2","Far upstream element-binding protein 2","KHSRP","KHSRP","Gallus gallus","Q8UVD9",35.872,499,235,13,89,558,23,465,1.04e-68,239
"Pocillopora_meandrina_HIv1___RNAseq.g7872.t2","Far upstream element-binding protein 2","KHSRP","KHSRP","Homo sapiens","Q92945",37.037,486,227,13,61,497,11,466,1.77e-73,251
"Pocillopora_meandrina_HIv1___RNAseq.g7872.t2","Far upstream element-binding protein 2","Khsrp","KHSRP","Rattus norvegicus","Q99PF5",36.831,486,228,13,62,498,11,466,1.46e-73,251
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-4","ago4","AGO4","Xenopus laevis","Q4KLV6",65.808,854,274,8,36,884,14,854,0,1171
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-4","AGO4","AGO4","Gallus gallus","Q5ZMW0",66.54,792,248,7,8,794,75,854,0,1100
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-4","Ago4","AGO4","Mus musculus","Q8CJF8",65.574,854,276,8,13,861,14,854,0,1168
"Pocillopora_meandrina_HIv1___RNAseq.g29941.t1","Protein argonaute-4","AGO4","AGO4","Homo sapiens","Q9HCK5",66.042,854,272,8,13,861,14,854,0,1172
"Pocillopora_meandrina_HIv1___RNAseq.g17898.t1","Heat shock protein HSP 90-alpha","HSP90AA1","HSP90AA1","Hydra vulgaris","T2MHT5",75.275,728,170,5,1,722,10,733,0,1052
"Pocillopora_meandrina_HIv1___RNAseq.g22731.t1","Pasha/DGCR8","DGCR8 OS=Nematostella vectensis OX=45351","DGCR8","Nematostella vectensis","U3MIG6",41.856,485,239,10,86,559,121,573,2.89e-114,352
"Pocillopora_meandrina_HIv1___RNAseq.g22731.t1","Pasha/DGCR8","DGCR8 OS=Nematostella vectensis OX=45351","DGCR8","Nematostella vectensis","U3MIG6",41.856,485,239,10,86,559,121,573,2.89e-114,352
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g1120.t1","GW182/TNRC6-like protein","TNRC6 OS=Nematostella vectensis OX=45351","TNRC6","Nematostella vectensis","U3MIH3",46.408,1698,689,55,1,1521,1,1654,0,893
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","pdam_00009227","DIS3L2","Pocillopora damicornis","A0A3M6UA93",98.851,1218,13,1,1,1218,1,1217,0,2494
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","LOC116297931","DIS3L2","Actinia tenebrosa","A0A6P8IBF1",58.888,917,336,12,174,1061,288,1192,0,1061
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","PACLA_8A015944","DIS3L2","Paramuricea clavata","A0A6S7HY99",52.867,872,349,9,208,1060,263,1091,0,903
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","DIS3L2 OS=Exaiptasia diaphana OX=2652724","DIS3L2","Exaiptasia diaphana","A0A913XKY9",58.675,830,313,9,145,950,279,1102,0,994
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","DIS3L2 OS=Exaiptasia diaphana OX=2652724","DIS3L2","Exaiptasia diaphana","A0A913YMU4",58.675,830,313,9,111,916,279,1102,0,993
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","P5673_016780","DIS3L2","Acropora cervicornis","A0AAD9QGC6",66.842,953,265,9,454,1394,296,1209,0,1293
"Pocillopora_meandrina_HIv1___RNAseq.g9675.t1","DIS3-like exonuclease 2","DIS3L2","DIS3L2","Hydra vulgaris","T2M9C5",45.479,730,330,8,17,686,304,1025,0,635
