Orthogroup	Apulchra-genome.pep	Porites_evermanni_v1.annot.pep
OG0007040	FUN_035612-T1	Peve_00019611, Peve_00036846, Peve_00019607
OG0007041	FUN_035623-T1	Peve_00029665, Peve_00029664
OG0007042	FUN_035628-T1	Peve_00044826, Peve_00029645
OG0007043	FUN_035629-T1	Peve_00044823, Peve_00044824
OG0007044	FUN_035632-T1	Peve_00044828
OG0007045	FUN_035633-T1	Peve_00044827
OG0007046	FUN_035637-T1	Peve_00029721
OG0007047	FUN_035653-T1	Peve_00028212, Peve_00030362
OG0007048	FUN_035654-T1	Peve_00030363, Peve_00028213
OG0007049	FUN_035655-T1	Peve_00028214, Peve_00030364
OG0007050	FUN_035662-T1	Peve_00019698, Peve_00019696
OG0007051	FUN_035682-T1	Peve_00041297
OG0007052	FUN_035693-T1	Peve_00041290
OG0007053	FUN_035695-T1	Peve_00037578
OG0007054	FUN_035697-T1	Peve_00014075, Peve_00014073
OG0007055	FUN_035722-T1	Peve_00031940, Peve_00044101
OG0007056	FUN_035724-T1	Peve_00044104, Peve_00044102
OG0007057	FUN_035732-T1	Peve_00024984, Peve_00024983, Peve_00025573
OG0007058	FUN_035735-T1	Peve_00037345, Peve_00044084
OG0007059	FUN_035743-T1	Peve_00026224, Peve_00026485
OG0007060	FUN_035748-T1	Peve_00016722, Peve_00014368
OG0007061	FUN_035749-T1	Peve_00014372, Peve_00016720
OG0007062	FUN_035753-T1	Peve_00044191
OG0007063	FUN_035764-T1	Peve_00033442, Peve_00033441
OG0007064	FUN_035773-T1	Peve_00038789, Peve_00027763
OG0007065	FUN_035776-T2, FUN_035776-T1	Peve_00017723
OG0007066	FUN_035801-T1	Peve_00017709, Peve_00017706
OG0007067	FUN_035805-T1	Peve_00041877, Peve_00033371
OG0007068	FUN_035821-T1	Peve_00037799, Peve_00037800
OG0007069	FUN_035827-T1, FUN_035827-T2	Peve_00002589
OG0007070	FUN_035828-T1	Peve_00002588, Peve_00033894
OG0007071	FUN_035832-T1	Peve_00033603
OG0007072	FUN_035842-T1, FUN_035843-T1	Peve_00032503
OG0007073	FUN_035847-T1	Peve_00033736, Peve_00032506
OG0007074	FUN_035853-T1	Peve_00022799, Peve_00032511
OG0007075	FUN_035855-T1	Peve_00022801, Peve_00032512, Peve_00022795
OG0007076	FUN_035863-T1	Peve_00045281, Peve_00045295
OG0007077	FUN_035868-T1, FUN_035868-T2	Peve_00012617
OG0007078	FUN_035878-T1	Peve_00014423
OG0007079	FUN_035896-T1, FUN_035896-T2	Peve_00029405
OG0007080	FUN_035903-T1, FUN_035903-T2	Peve_00006709
OG0007081	FUN_035913-T2, FUN_035913-T1	Peve_00006734
OG0007082	FUN_035926-T1	Peve_00006729
OG0007083	FUN_035982-T1	Peve_00031763, Peve_00045084
OG0007085	FUN_036003-T1	Peve_00001711, Peve_00041841
OG0007086	FUN_036004-T1	Peve_00041840, Peve_00001710
OG0007087	FUN_036018-T2, FUN_036018-T1	Peve_00024357
OG0007088	FUN_036020-T1	Peve_00024356, Peve_00001108
OG0007089	FUN_036022-T1	Peve_00011089
OG0007090	FUN_036026-T1, FUN_036026-T2	Peve_00011110
OG0007091	FUN_036034-T2, FUN_036034-T1	Peve_00011098
OG0007092	FUN_036054-T1	Peve_00043183, Peve_00029869
OG0007093	FUN_036065-T1	Peve_00018986, Peve_00004233
OG0007094	FUN_036066-T1, FUN_036066-T2	Peve_00004232
OG0007095	FUN_036070-T2, FUN_036070-T1	Peve_00018970
OG0007096	FUN_036087-T1, FUN_036086-T1	Peve_00041354
OG0007097	FUN_036093-T2, FUN_036093-T1	Peve_00032189
OG0007098	FUN_036105-T1	Peve_00003694, Peve_00029604
OG0007099	FUN_036106-T1	Peve_00003695, Peve_00029602
OG0007100	FUN_036114-T2, FUN_036114-T1	Peve_00029949
OG0007102	FUN_036150-T1, FUN_036150-T2	Peve_00000296
OG0007103	FUN_036166-T1, FUN_036166-T2	Peve_00027202
OG0007104	FUN_036177-T1, FUN_036177-T2	Peve_00027216
OG0007105	FUN_036181-T1	Peve_00015588, Peve_00015589
OG0007106	FUN_036187-T1	Peve_00035509, Peve_00023184
OG0007107	FUN_036195-T1	Peve_00025813, Peve_00011109
OG0007108	FUN_036200-T1	Peve_00011078, Peve_00025811
OG0007109	FUN_036208-T1, FUN_036208-T2	Peve_00038733
OG0007110	FUN_036222-T1	Peve_00025942
OG0007111	FUN_036228-T1	Peve_00032840, Peve_00042310
OG0007112	FUN_036241-T1	Peve_00028426, Peve_00031335, Peve_00045135
OG0007113	FUN_036244-T2	Peve_00037537, Peve_00045141
OG0007114	FUN_036247-T2, FUN_036247-T1	Peve_00042155
OG0007115	FUN_036248-T1, FUN_036248-T2	Peve_00045282
OG0007116	FUN_036249-T1, FUN_036317-T1	Peve_00045287
OG0007117	FUN_036255-T1	Peve_00045293, Peve_00045292
OG0007118	FUN_036258-T1	Peve_00012315, Peve_00032885
OG0007119	FUN_036260-T1	Peve_00012320, Peve_00032883
OG0007120	FUN_036438-T1	Peve_00020203, Peve_00009637, Peve_00000271
OG0007121	FUN_040927-T1, FUN_036484-T1	Peve_00043135, Peve_00003831
OG0007123	FUN_040950-T1, FUN_036505-T1	Peve_00008820
OG0007124	FUN_036507-T1, FUN_040954-T1	Peve_00008825
OG0007125	FUN_040956-T1, FUN_036510-T1	Peve_00008821
OG0007126	FUN_040957-T1, FUN_036511-T1	Peve_00031410
OG0007127	FUN_040958-T1, FUN_036512-T1	Peve_00031409
OG0007128	FUN_036513-T1, FUN_040960-T1	Peve_00031408
OG0007129	FUN_036523-T1, FUN_040965-T1	Peve_00031407
OG0007130	FUN_040966-T1, FUN_036524-T1	Peve_00031406
OG0007131	FUN_040971-T1, FUN_036529-T1	Peve_00036103
OG0007132	FUN_036541-T1	Peve_00013615, Peve_00018706
OG0007133	FUN_040987-T1, FUN_036544-T1	Peve_00031413
OG0007134	FUN_036556-T1, FUN_040988-T1	Peve_00036072
OG0007135	FUN_040992-T1, FUN_036563-T1	Peve_00036100
OG0007137	FUN_036747-T1, FUN_036747-T2	Peve_00018100
OG0007138	FUN_036749-T2, FUN_036749-T4	Peve_00029514
OG0007139	FUN_036752-T1	Peve_00033738, Peve_00032287
OG0007140	FUN_036754-T1	Peve_00001068, Peve_00027842
OG0007141	FUN_036814-T1	Peve_00041968, Peve_00023896
OG0007142	FUN_036817-T1, FUN_036816-T1	Peve_00006527
OG0007143	FUN_036829-T1, FUN_036829-T2	Peve_00006952
OG0007144	FUN_036877-T1, FUN_036877-T2	Peve_00039751
OG0007145	FUN_036881-T1, FUN_036881-T2	Peve_00006965
OG0007146	FUN_036913-T1	Peve_00018400
OG0007147	FUN_036917-T1	Peve_00018360, Peve_00018359
OG0007148	FUN_036966-T1	Peve_00040025
OG0007149	FUN_036967-T2, FUN_036967-T1	Peve_00040021
OG0007150	FUN_036997-T1, FUN_036997-T2	Peve_00002149
OG0007152	FUN_037043-T1	Peve_00007046
OG0007153	FUN_037058-T1	Peve_00018392
OG0007154	FUN_037062-T1, FUN_037062-T2	Peve_00018396
OG0007155	FUN_037095-T1	Peve_00019443
OG0007156	FUN_037202-T1	Peve_00017726, Peve_00005534
OG0007157	FUN_037206-T1	Peve_00019446, Peve_00029414
OG0007158	FUN_037208-T1	Peve_00019445, Peve_00029415
OG0007159	FUN_037209-T1	Peve_00029416, Peve_00019441
OG0007160	FUN_037213-T1	Peve_00012946, Peve_00032021
OG0007161	FUN_037217-T1, FUN_037217-T2	Peve_00006683
OG0007162	FUN_037233-T1	Peve_00034021
OG0007163	FUN_037240-T2, FUN_037240-T1	Peve_00014720
OG0007164	FUN_037306-T1	Peve_00045268, Peve_00004061
OG0007165	FUN_037307-T1	Peve_00011740, Peve_00015039
OG0007166	FUN_037310-T2, FUN_037310-T1	Peve_00011736
OG0007167	FUN_037316-T1, FUN_037317-T1	Peve_00009173
OG0007169	FUN_037383-T2, FUN_037383-T1	Peve_00006197
OG0007170	FUN_037397-T1	Peve_00038948
OG0007171	FUN_037401-T1	Peve_00038957, Peve_00038955, Peve_00038956
OG0007172	FUN_037402-T2, FUN_037402-T1	Peve_00028552
OG0007173	FUN_037404-T1	Peve_00028554, Peve_00028256
OG0007175	FUN_037425-T2, FUN_037425-T1	Peve_00014237
OG0007176	FUN_037436-T1, FUN_037438-T1	Peve_00014249
OG0007177	FUN_037439-T1, FUN_037439-T2	Peve_00014239
OG0007178	FUN_037441-T1	Peve_00014227, Peve_00034993
OG0007179	FUN_037457-T1	Peve_00036022, Peve_00036014
OG0007180	FUN_037458-T2, FUN_037458-T1	Peve_00036027
OG0007181	FUN_037459-T1	Peve_00014156
OG0007182	FUN_037474-T1	Peve_00036026, Peve_00020434
OG0007183	FUN_037490-T1	Peve_00034260, Peve_00028571
OG0007184	FUN_037493-T1	Peve_00028568
OG0007185	FUN_037495-T1	Peve_00028567, Peve_00036030
OG0007186	FUN_037508-T1	Peve_00028561, Peve_00028562
OG0007187	FUN_037510-T1, FUN_037510-T2	Peve_00028559
OG0007188	FUN_037525-T1	Peve_00036449
OG0007189	FUN_037526-T1	Peve_00044841, Peve_00024497
OG0007190	FUN_037536-T1	Peve_00032235, Peve_00018744
OG0007191	FUN_037544-T1	Peve_00032232
OG0007192	FUN_037554-T1	Peve_00015977, Peve_00044136
OG0007193	FUN_037555-T2	Peve_00044142
OG0007194	FUN_037556-T1	Peve_00017815
OG0007196	FUN_037562-T1, FUN_037564-T1	Peve_00017811
OG0007197	FUN_037695-T1, FUN_037693-T1, FUN_037694-T1	Peve_00044130
OG0007198	FUN_037709-T2, FUN_037709-T1	Peve_00027437
OG0007200	FUN_037753-T1	Peve_00038305, Peve_00038304
OG0007201	FUN_037758-T1	Peve_00014340
OG0007202	FUN_037787-T1	Peve_00026140
OG0007203	FUN_037795-T2, FUN_037795-T1	Peve_00026136
OG0007204	FUN_037809-T1, FUN_037809-T2	Peve_00028102
OG0007205	FUN_037810-T1	Peve_00028101, Peve_00019087
OG0007206	FUN_037826-T1	Peve_00002905, Peve_00009330
OG0007207	FUN_037834-T1	Peve_00000573, Peve_00029596
OG0007208	FUN_037839-T2, FUN_037839-T1	Peve_00000572
OG0007209	FUN_037845-T1	Peve_00032827, Peve_00023252
OG0007210	FUN_037859-T1	Peve_00019307, Peve_00022155
OG0007211	FUN_037865-T1	Peve_00024518, Peve_00018230
OG0007212	FUN_037867-T1	Peve_00024529
OG0007213	FUN_040563-T1, FUN_037868-T1	Peve_00037644
OG0007214	FUN_037871-T1	Peve_00029635, Peve_00019039
OG0007215	FUN_037877-T1	Peve_00027466, Peve_00036519
OG0007216	FUN_037901-T1	Peve_00028717
OG0007217	FUN_037910-T1, FUN_037910-T2	Peve_00004651
OG0007218	FUN_037921-T1	Peve_00035204, Peve_00010401
OG0007219	FUN_037922-T1	Peve_00035203, Peve_00010400
OG0007220	FUN_037923-T1	Peve_00005841, Peve_00004174
OG0007221	FUN_037924-T1	Peve_00005840, Peve_00004175
OG0007222	FUN_037925-T1	Peve_00004176, Peve_00005839
OG0007223	FUN_037926-T1	Peve_00004177, Peve_00005837
OG0007224	FUN_037931-T1	Peve_00015637, Peve_00025649
OG0007225	FUN_037933-T1	Peve_00025647, Peve_00015641
OG0007226	FUN_037945-T1	Peve_00040740, Peve_00031504
OG0007227	FUN_037948-T1	Peve_00040738, Peve_00031506
OG0007228	FUN_037951-T1, FUN_037951-T2	Peve_00040735
OG0007229	FUN_037969-T1	Peve_00029477, Peve_00012654
OG0007230	FUN_037970-T1	Peve_00032390, Peve_00044547
OG0007231	FUN_037972-T1	Peve_00013892, Peve_00014949
OG0007232	FUN_037974-T1, FUN_037974-T2	Peve_00013894
OG0007233	FUN_037976-T1	Peve_00019560, Peve_00028106
OG0007234	FUN_037986-T1	Peve_00009803, Peve_00025061
OG0007235	FUN_037988-T1	Peve_00025060, Peve_00025059
OG0007236	FUN_037989-T1	Peve_00034263, Peve_00025057
OG0007237	FUN_037996-T1	Peve_00021252
OG0007238	FUN_038001-T1	Peve_00004456, Peve_00021255
OG0007239	FUN_038002-T1	Peve_00004457, Peve_00021254
OG0007240	FUN_038003-T1	Peve_00004459, Peve_00021250
OG0007241	FUN_038011-T1	Peve_00022134, Peve_00013509
OG0007242	FUN_038012-T1	Peve_00013506, Peve_00022136
OG0007243	FUN_038017-T1	Peve_00009819, Peve_00009818
OG0007244	FUN_038018-T1, FUN_038018-T2	Peve_00022791
OG0007245	FUN_038037-T1	Peve_00016939, Peve_00016938
OG0007246	FUN_038043-T1, FUN_038043-T2	Peve_00019951
OG0007247	FUN_038053-T1	Peve_00031713, Peve_00018147
OG0007248	FUN_038063-T2, FUN_038063-T1	Peve_00031819
OG0007249	FUN_038079-T1	Peve_00030064, Peve_00004953
OG0007250	FUN_038092-T1	Peve_00007110, Peve_00039348
OG0007251	FUN_038099-T1	Peve_00007113, Peve_00007112
OG0007252	FUN_038115-T1	Peve_00027871, Peve_00025359
OG0007253	FUN_038125-T1, FUN_038125-T2	Peve_00003033
OG0007254	FUN_038127-T1, FUN_038127-T2	Peve_00003031
OG0007255	FUN_038147-T1, FUN_038147-T2	Peve_00044177
OG0007256	FUN_038151-T1	Peve_00044179, Peve_00009020, Peve_00044180
OG0007257	FUN_038155-T1, FUN_038154-T1	Peve_00038317
OG0007258	FUN_038161-T1	Peve_00034287, Peve_00033052
OG0007259	FUN_038163-T1	Peve_00038312, Peve_00025803
OG0007260	FUN_038170-T1	Peve_00025787
OG0007261	FUN_038181-T1	Peve_00009435, Peve_00009436
OG0007262	FUN_038187-T2, FUN_038187-T1	Peve_00006347
OG0007263	FUN_038203-T1	Peve_00003233
OG0007264	FUN_038221-T1, FUN_038234-T1	Peve_00015705
OG0007265	FUN_038226-T1, FUN_038230-T1	Peve_00039146
OG0007266	FUN_038263-T1, FUN_038260-T1	Peve_00007996
OG0007267	FUN_038269-T1	Peve_00007979
OG0007268	FUN_038270-T1	Peve_00007980
OG0007269	FUN_038294-T2, FUN_038294-T1	Peve_00041731
OG0007270	FUN_038314-T2, FUN_038314-T1	Peve_00012903
OG0007272	FUN_038336-T1	Peve_00000102, Peve_00033488
OG0007273	FUN_038337-T1	Peve_00000101, Peve_00033487
OG0007275	FUN_038375-T2, FUN_038375-T1	Peve_00000078
OG0007276	FUN_038383-T1, FUN_038383-T2	Peve_00000066
OG0007277	FUN_038398-T1	Peve_00000041
OG0007278	FUN_038417-T1	Peve_00000007
OG0007279	FUN_038418-T1, FUN_038418-T2	Peve_00000006
OG0007280	FUN_038437-T1, FUN_038437-T2	Peve_00029447
OG0007281	FUN_038457-T1	Peve_00032632, Peve_00020974
OG0007282	FUN_038507-T2	Peve_00041684
OG0007283	FUN_038526-T2, FUN_038526-T1	Peve_00041741
OG0007284	FUN_038557-T1	Peve_00020191
OG0007285	FUN_038558-T1, FUN_038562-T1	Peve_00020189
OG0007286	FUN_038569-T1	Peve_00020177, Peve_00020176
OG0007287	FUN_038571-T2, FUN_038571-T1	Peve_00020178
OG0007288	FUN_038573-T2, FUN_038573-T1	Peve_00020172
OG0007289	FUN_038574-T1, FUN_038575-T1	Peve_00020171
OG0007290	FUN_038580-T1	Peve_00031238, Peve_00012104
OG0007291	FUN_038597-T1, FUN_038605-T1	Peve_00005396
OG0007292	FUN_038607-T1, FUN_038607-T2	Peve_00005402
OG0007293	FUN_038613-T1	Peve_00024830, Peve_00002805
OG0007294	FUN_038620-T1	Peve_00033707, Peve_00042045
OG0007296	FUN_038690-T1, FUN_038690-T2	Peve_00013480
OG0007297	FUN_038694-T1, FUN_038693-T1	Peve_00013475
OG0007298	FUN_038696-T1	Peve_00013470, Peve_00013473
OG0007299	FUN_038697-T1, FUN_038697-T2	Peve_00013468
OG0007300	FUN_038733-T2, FUN_038733-T1	Peve_00013932
OG0007301	FUN_038739-T1	Peve_00009045, Peve_00009050
OG0007302	FUN_038742-T1	Peve_00002435, Peve_00009051
OG0007303	FUN_038753-T1, FUN_038752-T1	Peve_00040767
OG0007304	FUN_038755-T1	Peve_00022725, Peve_00037152
OG0007305	FUN_038788-T1	Peve_00007209, Peve_00007208
OG0007306	FUN_038794-T1, FUN_038794-T2	Peve_00007202, Peve_00007205
OG0007307	FUN_038798-T1	Peve_00007231
OG0007308	FUN_038800-T1	Peve_00007227
OG0007310	FUN_038861-T1	Peve_00001817, Peve_00011720, Peve_00013306
OG0007311	FUN_038886-T1	Peve_00028696
OG0007312	FUN_038887-T2, FUN_038887-T1	Peve_00028697
OG0007313	FUN_038901-T1, FUN_038895-T1	Peve_00028737
OG0007314	FUN_039001-T1	Peve_00005602, Peve_00005598, Peve_00001814
OG0007315	FUN_039032-T1, FUN_039030-T1	Peve_00012937
OG0007316	FUN_039043-T1, FUN_039043-T2	Peve_00033251
OG0007317	FUN_039539-T1	Peve_00021162, Peve_00019931
OG0007319	FUN_039548-T1, FUN_039607-T1	Peve_00035010
OG0007320	FUN_039610-T1	Peve_00022106, Peve_00024692, Peve_00022987
OG0007321	FUN_039702-T1	Peve_00022239, Peve_00008093
OG0007323	FUN_039738-T1, FUN_044578-T1, FUN_044578-T2	Peve_00023951
OG0007324	FUN_039773-T2, FUN_039773-T1	Peve_00001426
OG0007325	FUN_039774-T1	Peve_00031767, Peve_00030564
OG0007326	FUN_039775-T1	Peve_00030562, Peve_00031765
OG0007327	FUN_039790-T2, FUN_039790-T1	Peve_00017602
OG0007328	FUN_039800-T1	Peve_00017578, Peve_00032689
OG0007329	FUN_039806-T1	Peve_00020315, Peve_00033775
OG0007330	FUN_039807-T1	Peve_00033774, Peve_00020314
OG0007331	FUN_039822-T1, FUN_039824-T1	Peve_00005158
OG0007332	FUN_039834-T1	Peve_00021732, Peve_00008567
OG0007333	FUN_039852-T1	Peve_00002761, Peve_00002762
OG0007334	FUN_039853-T1	Peve_00020654, Peve_00020651
OG0007335	FUN_039859-T1	Peve_00020652, Peve_00014928
OG0007336	FUN_039860-T1	Peve_00014924, Peve_00020653
OG0007337	FUN_039863-T1	Peve_00020822, Peve_00039716
OG0007338	FUN_039870-T1	Peve_00006913, Peve_00011725
OG0007339	FUN_039874-T1	Peve_00004936, Peve_00004940
OG0007340	FUN_039892-T1	Peve_00033951, Peve_00021860
OG0007341	FUN_039896-T2, FUN_039896-T1	Peve_00010139
OG0007342	FUN_039928-T1, FUN_039925-T2	Peve_00002279
OG0007343	FUN_039938-T1	Peve_00004409, Peve_00004407
OG0007344	FUN_039953-T1	Peve_00009539, Peve_00023241
OG0007345	FUN_040009-T1	Peve_00031111, Peve_00030244
OG0007346	FUN_040033-T1, FUN_040035-T1	Peve_00025986
OG0007347	FUN_040041-T1	Peve_00032520, Peve_00040425
OG0007348	FUN_040042-T1	Peve_00032519, Peve_00040421
OG0007349	FUN_040052-T1	Peve_00016115
OG0007350	FUN_040058-T1	Peve_00018499, Peve_00030927
OG0007351	FUN_040060-T1	Peve_00014922, Peve_00021046
OG0007352	FUN_040061-T1	Peve_00021048, Peve_00014918
OG0007353	FUN_040063-T1	Peve_00033906, Peve_00033901
OG0007354	FUN_040069-T1, FUN_040069-T2	Peve_00033916
OG0007355	FUN_040074-T2, FUN_040074-T1	Peve_00021004
OG0007356	FUN_040087-T1	Peve_00043018, Peve_00041158
OG0007357	FUN_040114-T1	Peve_00019475, Peve_00043156
OG0007358	FUN_040123-T1, FUN_040128-T1	Peve_00012490
OG0007359	FUN_040150-T1	Peve_00036064, Peve_00038146
OG0007360	FUN_040151-T2, FUN_040151-T1	Peve_00038145
OG0007361	FUN_040172-T2, FUN_040172-T1	Peve_00038126
OG0007362	FUN_040217-T1, FUN_040218-T1	Peve_00023451
OG0007363	FUN_040229-T1	Peve_00013003
OG0007364	FUN_040234-T1	Peve_00041563, Peve_00042156
OG0007365	FUN_040267-T1, FUN_040268-T1	Peve_00014979
OG0007366	FUN_040274-T1, FUN_040273-T1	Peve_00014971
OG0007367	FUN_040307-T2, FUN_040307-T1	Peve_00020536
OG0007368	FUN_040435-T1	Peve_00029627, Peve_00029620, Peve_00014963
OG0007369	FUN_040441-T1, FUN_040441-T2	Peve_00008539
OG0007370	FUN_040477-T1, FUN_040477-T2	Peve_00015410
OG0007371	FUN_040525-T2, FUN_040525-T1	Peve_00024707
OG0007372	FUN_040553-T1	Peve_00041974, Peve_00011974
OG0007373	FUN_040556-T1, FUN_045453-T1	Peve_00029992
OG0007374	FUN_040647-T1	Peve_00018812, Peve_00036647, Peve_00016250
OG0007375	FUN_040663-T1	Peve_00015413
OG0007376	FUN_040672-T2, FUN_040672-T1	Peve_00015418
OG0007377	FUN_040675-T2, FUN_040675-T1	Peve_00015422
OG0007378	FUN_040683-T2, FUN_040683-T1	Peve_00009586
OG0007379	FUN_040688-T2, FUN_040688-T1	Peve_00033378
OG0007380	FUN_040694-T2, FUN_040694-T1	Peve_00029582
OG0007381	FUN_040784-T1	Peve_00042931, Peve_00042932
OG0007382	FUN_040856-T1, FUN_040856-T2	Peve_00032788
OG0007383	FUN_043909-T1, FUN_040951-T1, FUN_044710-T1	Peve_00037032
OG0007384	FUN_041162-T1, FUN_044475-T1	Peve_00026902
OG0007385	FUN_041269-T1	Peve_00003469, Peve_00003472
OG0007386	FUN_041313-T1, FUN_041313-T2	Peve_00002269
OG0007387	FUN_041370-T1	Peve_00039679
OG0007388	FUN_041387-T1, FUN_041387-T2	Peve_00044205
OG0007389	FUN_041390-T2, FUN_041390-T1	Peve_00044208
OG0007390	FUN_041405-T1	Peve_00020007, Peve_00031231
OG0007391	FUN_041407-T1	Peve_00020004, Peve_00020003
OG0007392	FUN_041408-T2, FUN_041408-T1	Peve_00017539
OG0007393	FUN_041409-T1	Peve_00017541, Peve_00017538
OG0007395	FUN_041432-T1, FUN_041432-T2	Peve_00027845
OG0007396	FUN_041433-T1	Peve_00007738, Peve_00007739
OG0007397	FUN_041437-T1, FUN_041434-T1	Peve_00007743
OG0007398	FUN_041462-T1	Peve_00037408, Peve_00007415
OG0007399	FUN_041463-T1	Peve_00013687, Peve_00007416
OG0007400	FUN_041468-T1	Peve_00028292, Peve_00037387
OG0007401	FUN_041470-T1	Peve_00017078
OG0007402	FUN_041477-T2, FUN_041477-T1	Peve_00009783
OG0007403	FUN_041495-T1	Peve_00027718, Peve_00017070
OG0007404	FUN_041501-T1	Peve_00028684, Peve_00028685
OG0007405	FUN_041521-T1	Peve_00030268, Peve_00024136
OG0007406	FUN_041524-T1	Peve_00000980, Peve_00017091
OG0007407	FUN_041526-T1	Peve_00000979, Peve_00017090
OG0007409	FUN_041533-T2, FUN_041533-T1	Peve_00017080
OG0007410	FUN_041539-T1	Peve_00039111, Peve_00036323
OG0007411	FUN_041549-T1, FUN_041549-T2	Peve_00033123
OG0007412	FUN_041585-T1	Peve_00028472, Peve_00028469
OG0007413	FUN_041601-T1, FUN_041600-T1	Peve_00025735
OG0007414	FUN_041611-T2, FUN_041611-T1	Peve_00036073
OG0007415	FUN_041619-T1	Peve_00036075
OG0007416	FUN_041639-T1	Peve_00007388, Peve_00015116
OG0007417	FUN_041652-T1, FUN_041652-T2	Peve_00012481
OG0007419	FUN_041662-T1	Peve_00041098, Peve_00033099
OG0007420	FUN_041668-T1	Peve_00029012, Peve_00041077
OG0007421	FUN_041674-T1	Peve_00007763, Peve_00009957
OG0007422	FUN_041675-T1	Peve_00007766, Peve_00009958
OG0007423	FUN_041676-T1	Peve_00007769, Peve_00009960
OG0007424	FUN_041688-T1	Peve_00041074, Peve_00029284
OG0007425	FUN_041708-T1	Peve_00001478
OG0007426	FUN_041717-T1	Peve_00024455, Peve_00034181
OG0007427	FUN_041724-T1	Peve_00014619, Peve_00006450
OG0007428	FUN_041725-T1	Peve_00006451, Peve_00014618
OG0007429	FUN_041726-T1	Peve_00006452, Peve_00014620
OG0007430	FUN_041731-T1	Peve_00006447, Peve_00023310
OG0007431	FUN_041736-T1	Peve_00036484
OG0007432	FUN_041737-T1, FUN_041737-T2	Peve_00002192
OG0007433	FUN_041745-T1	Peve_00000338
OG0007434	FUN_041751-T1	Peve_00042723, Peve_00013814
OG0007435	FUN_041753-T1	Peve_00013811, Peve_00042722
OG0007436	FUN_041757-T1	Peve_00042719
OG0007437	FUN_041768-T1	Peve_00041574, Peve_00041573
OG0007438	FUN_041772-T1, FUN_041772-T2	Peve_00014829
OG0007439	FUN_041774-T1	Peve_00030348, Peve_00014828
OG0007440	FUN_041775-T1	Peve_00030349, Peve_00014827
OG0007441	FUN_041778-T1	Peve_00042843, Peve_00023858
OG0007442	FUN_041785-T1	Peve_00038480, Peve_00038531
OG0007443	FUN_041788-T1	Peve_00038539
OG0007444	FUN_041794-T1	Peve_00009375, Peve_00038534
OG0007445	FUN_041815-T1	Peve_00025188, Peve_00025189
OG0007446	FUN_041823-T1	Peve_00033717, Peve_00033450, Peve_00033716
OG0007447	FUN_041833-T1	Peve_00039120
OG0007448	FUN_041834-T1	Peve_00031375, Peve_00029683
OG0007449	FUN_041838-T1	Peve_00009649, Peve_00009648
OG0007450	FUN_041852-T1	Peve_00030440, Peve_00033429
OG0007451	FUN_041853-T1	Peve_00030444, Peve_00025832
OG0007452	FUN_041854-T1	Peve_00030450, Peve_00025833
OG0007453	FUN_041857-T1	Peve_00025834, Peve_00030459
OG0007454	FUN_041864-T1	Peve_00030453, Peve_00030115
OG0007455	FUN_041865-T1	Peve_00030118, Peve_00030454
OG0007456	FUN_041872-T1	Peve_00040562, Peve_00031383
OG0007457	FUN_041874-T2, FUN_041874-T1	Peve_00040563
OG0007458	FUN_041900-T1	Peve_00028576
OG0007459	FUN_041901-T1	Peve_00013310, Peve_00017951
OG0007460	FUN_041903-T1	Peve_00030475, Peve_00030474
OG0007461	FUN_041904-T1	Peve_00023978, Peve_00031809
OG0007462	FUN_041922-T1	Peve_00007867, Peve_00036569
OG0007463	FUN_041927-T2, FUN_041927-T1	Peve_00025329
OG0007464	FUN_041930-T1	Peve_00023596
OG0007465	FUN_041942-T1	Peve_00023593, Peve_00023592
OG0007466	FUN_041945-T2, FUN_041945-T1	Peve_00023597
OG0007467	FUN_041947-T2, FUN_041947-T1	Peve_00007871
OG0007468	FUN_041958-T1, FUN_041958-T2	Peve_00027292
OG0007469	FUN_041969-T1	Peve_00028275, Peve_00028276
OG0007470	FUN_041984-T1	Peve_00031636, Peve_00001551
OG0007471	FUN_041996-T1, FUN_041997-T1	Peve_00039127
OG0007472	FUN_042015-T1	Peve_00044148, Peve_00044147
OG0007473	FUN_042026-T1, FUN_042026-T2	Peve_00028953
OG0007474	FUN_042030-T1	Peve_00037411, Peve_00026018
OG0007475	FUN_042032-T1	Peve_00009551
OG0007476	FUN_042033-T1, FUN_042033-T2	Peve_00009547
OG0007477	FUN_042034-T1	Peve_00033704, Peve_00035625
OG0007478	FUN_042043-T1	Peve_00024565, Peve_00025406
OG0007480	FUN_042167-T1	Peve_00022107
OG0007481	FUN_042228-T1	Peve_00003974
OG0007481	FUN_044378-T1	Peve_00042806
OG0007482	FUN_042272-T1	Peve_00007143
OG0007485	FUN_042582-T1	Peve_00034295, Peve_00016009
OG0007486	FUN_042583-T1	Peve_00016008, Peve_00034294
OG0007487	FUN_042585-T2, FUN_042585-T1	Peve_00012677
OG0007488	FUN_042607-T1, FUN_042609-T1	Peve_00034917
OG0007489	FUN_042611-T1	Peve_00034920, Peve_00031582
OG0007490	FUN_042612-T1, FUN_042612-T2	Peve_00034923
OG0007491	FUN_042618-T2, FUN_042618-T1	Peve_00027226
OG0007492	FUN_042630-T1, FUN_042630-T2	Peve_00033746
OG0007493	FUN_042632-T1, FUN_042632-T2	Peve_00030047
OG0007494	FUN_042637-T1, FUN_042638-T1	Peve_00030039
OG0007495	FUN_042652-T1	Peve_00027724, Peve_00038270
