Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0007134	Peve_00036072	FUN_036556-T1, FUN_040988-T1
OG0007135	Peve_00036100	FUN_040992-T1, FUN_036563-T1
OG0007137	Peve_00018100	FUN_036747-T1, FUN_036747-T2
OG0007138	Peve_00029514	FUN_036749-T2, FUN_036749-T4
OG0007139	Peve_00033738, Peve_00032287	FUN_036752-T1
OG0007140	Peve_00001068, Peve_00027842	FUN_036754-T1
OG0007141	Peve_00041968, Peve_00023896	FUN_036814-T1
OG0007142	Peve_00006527	FUN_036817-T1, FUN_036816-T1
OG0007143	Peve_00006952	FUN_036829-T1, FUN_036829-T2
OG0007144	Peve_00039751	FUN_036877-T1, FUN_036877-T2
OG0007145	Peve_00006965	FUN_036881-T1, FUN_036881-T2
OG0007146	Peve_00018400	FUN_036913-T1
OG0007147	Peve_00018360, Peve_00018359	FUN_036917-T1
OG0007148	Peve_00040025	FUN_036966-T1
OG0007149	Peve_00040021	FUN_036967-T2, FUN_036967-T1
OG0007150	Peve_00002149	FUN_036997-T1, FUN_036997-T2
OG0007152	Peve_00007046	FUN_037043-T1
OG0007153	Peve_00018392	FUN_037058-T1
OG0007154	Peve_00018396	FUN_037062-T1, FUN_037062-T2
OG0007155	Peve_00019443	FUN_037095-T1
OG0007156	Peve_00017726, Peve_00005534	FUN_037202-T1
OG0007157	Peve_00019446, Peve_00029414	FUN_037206-T1
OG0007158	Peve_00019445, Peve_00029415	FUN_037208-T1
OG0007159	Peve_00029416, Peve_00019441	FUN_037209-T1
OG0007160	Peve_00012946, Peve_00032021	FUN_037213-T1
OG0007161	Peve_00006683	FUN_037217-T1, FUN_037217-T2
OG0007162	Peve_00034021	FUN_037233-T1
OG0007163	Peve_00014720	FUN_037240-T2, FUN_037240-T1
OG0007164	Peve_00045268, Peve_00004061	FUN_037306-T1
OG0007165	Peve_00011740, Peve_00015039	FUN_037307-T1
OG0007166	Peve_00011736	FUN_037310-T2, FUN_037310-T1
OG0007167	Peve_00009173	FUN_037316-T1, FUN_037317-T1
OG0007169	Peve_00006197	FUN_037383-T2, FUN_037383-T1
OG0007170	Peve_00038948	FUN_037397-T1
OG0007171	Peve_00038957, Peve_00038955, Peve_00038956	FUN_037401-T1
OG0007172	Peve_00028552	FUN_037402-T2, FUN_037402-T1
OG0007173	Peve_00028554, Peve_00028256	FUN_037404-T1
OG0007175	Peve_00014237	FUN_037425-T2, FUN_037425-T1
OG0007176	Peve_00014249	FUN_037436-T1, FUN_037438-T1
OG0007177	Peve_00014239	FUN_037439-T1, FUN_037439-T2
OG0007178	Peve_00014227, Peve_00034993	FUN_037441-T1
OG0007179	Peve_00036022, Peve_00036014	FUN_037457-T1
OG0007180	Peve_00036027	FUN_037458-T2, FUN_037458-T1
OG0007181	Peve_00014156	FUN_037459-T1
OG0007182	Peve_00036026, Peve_00020434	FUN_037474-T1
OG0007183	Peve_00034260, Peve_00028571	FUN_037490-T1
OG0007184	Peve_00028568	FUN_037493-T1
OG0007185	Peve_00028567, Peve_00036030	FUN_037495-T1
OG0007186	Peve_00028561, Peve_00028562	FUN_037508-T1
OG0007187	Peve_00028559	FUN_037510-T1, FUN_037510-T2
OG0007188	Peve_00036449	FUN_037525-T1
OG0007189	Peve_00044841, Peve_00024497	FUN_037526-T1
OG0007190	Peve_00032235, Peve_00018744	FUN_037536-T1
OG0007191	Peve_00032232	FUN_037544-T1
OG0007192	Peve_00015977, Peve_00044136	FUN_037554-T1
OG0007193	Peve_00044142	FUN_037555-T2
OG0007194	Peve_00017815	FUN_037556-T1
OG0007196	Peve_00017811	FUN_037562-T1, FUN_037564-T1
OG0007197	Peve_00044130	FUN_037695-T1, FUN_037693-T1, FUN_037694-T1
OG0007198	Peve_00027437	FUN_037709-T2, FUN_037709-T1
OG0007200	Peve_00038305, Peve_00038304	FUN_037753-T1
OG0007201	Peve_00014340	FUN_037758-T1
OG0007202	Peve_00026140	FUN_037787-T1
OG0007203	Peve_00026136	FUN_037795-T2, FUN_037795-T1
OG0007204	Peve_00028102	FUN_037809-T1, FUN_037809-T2
OG0007205	Peve_00028101, Peve_00019087	FUN_037810-T1
OG0007206	Peve_00002905, Peve_00009330	FUN_037826-T1
OG0007207	Peve_00000573, Peve_00029596	FUN_037834-T1
OG0007208	Peve_00000572	FUN_037839-T2, FUN_037839-T1
OG0007209	Peve_00032827, Peve_00023252	FUN_037845-T1
OG0007210	Peve_00019307, Peve_00022155	FUN_037859-T1
OG0007211	Peve_00024518, Peve_00018230	FUN_037865-T1
OG0007212	Peve_00024529	FUN_037867-T1
OG0007213	Peve_00037644	FUN_040563-T1, FUN_037868-T1
OG0007214	Peve_00029635, Peve_00019039	FUN_037871-T1
OG0007215	Peve_00027466, Peve_00036519	FUN_037877-T1
OG0007216	Peve_00028717	FUN_037901-T1
OG0007217	Peve_00004651	FUN_037910-T1, FUN_037910-T2
OG0007218	Peve_00035204, Peve_00010401	FUN_037921-T1
OG0007219	Peve_00035203, Peve_00010400	FUN_037922-T1
OG0007220	Peve_00005841, Peve_00004174	FUN_037923-T1
OG0007221	Peve_00005840, Peve_00004175	FUN_037924-T1
OG0007222	Peve_00004176, Peve_00005839	FUN_037925-T1
OG0007223	Peve_00004177, Peve_00005837	FUN_037926-T1
OG0007224	Peve_00015637, Peve_00025649	FUN_037931-T1
OG0007225	Peve_00025647, Peve_00015641	FUN_037933-T1
OG0007226	Peve_00040740, Peve_00031504	FUN_037945-T1
OG0007227	Peve_00040738, Peve_00031506	FUN_037948-T1
OG0007228	Peve_00040735	FUN_037951-T1, FUN_037951-T2
OG0007229	Peve_00029477, Peve_00012654	FUN_037969-T1
OG0007230	Peve_00032390, Peve_00044547	FUN_037970-T1
OG0007231	Peve_00013892, Peve_00014949	FUN_037972-T1
OG0007232	Peve_00013894	FUN_037974-T1, FUN_037974-T2
OG0007233	Peve_00019560, Peve_00028106	FUN_037976-T1
OG0007234	Peve_00009803, Peve_00025061	FUN_037986-T1
OG0007235	Peve_00025060, Peve_00025059	FUN_037988-T1
OG0007236	Peve_00034263, Peve_00025057	FUN_037989-T1
OG0007237	Peve_00021252	FUN_037996-T1
OG0007238	Peve_00004456, Peve_00021255	FUN_038001-T1
OG0007239	Peve_00004457, Peve_00021254	FUN_038002-T1
OG0007240	Peve_00004459, Peve_00021250	FUN_038003-T1
OG0007241	Peve_00022134, Peve_00013509	FUN_038011-T1
OG0007242	Peve_00013506, Peve_00022136	FUN_038012-T1
OG0007243	Peve_00009819, Peve_00009818	FUN_038017-T1
OG0007244	Peve_00022791	FUN_038018-T1, FUN_038018-T2
OG0007245	Peve_00016939, Peve_00016938	FUN_038037-T1
OG0007246	Peve_00019951	FUN_038043-T1, FUN_038043-T2
OG0007247	Peve_00031713, Peve_00018147	FUN_038053-T1
OG0007248	Peve_00031819	FUN_038063-T2, FUN_038063-T1
OG0007249	Peve_00030064, Peve_00004953	FUN_038079-T1
OG0007250	Peve_00007110, Peve_00039348	FUN_038092-T1
OG0007251	Peve_00007113, Peve_00007112	FUN_038099-T1
OG0007252	Peve_00027871, Peve_00025359	FUN_038115-T1
OG0007253	Peve_00003033	FUN_038125-T1, FUN_038125-T2
OG0007254	Peve_00003031	FUN_038127-T1, FUN_038127-T2
OG0007255	Peve_00044177	FUN_038147-T1, FUN_038147-T2
OG0007256	Peve_00044179, Peve_00009020, Peve_00044180	FUN_038151-T1
OG0007257	Peve_00038317	FUN_038155-T1, FUN_038154-T1
OG0007258	Peve_00034287, Peve_00033052	FUN_038161-T1
OG0007259	Peve_00038312, Peve_00025803	FUN_038163-T1
OG0007260	Peve_00025787	FUN_038170-T1
OG0007261	Peve_00009435, Peve_00009436	FUN_038181-T1
OG0007262	Peve_00006347	FUN_038187-T2, FUN_038187-T1
OG0007263	Peve_00003233	FUN_038203-T1
OG0007264	Peve_00015705	FUN_038221-T1, FUN_038234-T1
OG0007265	Peve_00039146	FUN_038226-T1, FUN_038230-T1
OG0007266	Peve_00007996	FUN_038263-T1, FUN_038260-T1
OG0007267	Peve_00007979	FUN_038269-T1
OG0007268	Peve_00007980	FUN_038270-T1
OG0007269	Peve_00041731	FUN_038294-T2, FUN_038294-T1
OG0007270	Peve_00012903	FUN_038314-T2, FUN_038314-T1
OG0007272	Peve_00000102, Peve_00033488	FUN_038336-T1
OG0007273	Peve_00000101, Peve_00033487	FUN_038337-T1
OG0007275	Peve_00000078	FUN_038375-T2, FUN_038375-T1
OG0007276	Peve_00000066	FUN_038383-T1, FUN_038383-T2
OG0007277	Peve_00000041	FUN_038398-T1
OG0007278	Peve_00000007	FUN_038417-T1
OG0007279	Peve_00000006	FUN_038418-T1, FUN_038418-T2
OG0007280	Peve_00029447	FUN_038437-T1, FUN_038437-T2
OG0007281	Peve_00032632, Peve_00020974	FUN_038457-T1
OG0007282	Peve_00041684	FUN_038507-T2
OG0007283	Peve_00041741	FUN_038526-T2, FUN_038526-T1
OG0007284	Peve_00020191	FUN_038557-T1
OG0007285	Peve_00020189	FUN_038558-T1, FUN_038562-T1
OG0007286	Peve_00020177, Peve_00020176	FUN_038569-T1
OG0007287	Peve_00020178	FUN_038571-T2, FUN_038571-T1
OG0007288	Peve_00020172	FUN_038573-T2, FUN_038573-T1
OG0007289	Peve_00020171	FUN_038574-T1, FUN_038575-T1
OG0007290	Peve_00031238, Peve_00012104	FUN_038580-T1
OG0007291	Peve_00005396	FUN_038597-T1, FUN_038605-T1
OG0007292	Peve_00005402	FUN_038607-T1, FUN_038607-T2
OG0007293	Peve_00024830, Peve_00002805	FUN_038613-T1
OG0007294	Peve_00033707, Peve_00042045	FUN_038620-T1
OG0007296	Peve_00013480	FUN_038690-T1, FUN_038690-T2
OG0007297	Peve_00013475	FUN_038694-T1, FUN_038693-T1
OG0007298	Peve_00013470, Peve_00013473	FUN_038696-T1
OG0007299	Peve_00013468	FUN_038697-T1, FUN_038697-T2
OG0007300	Peve_00013932	FUN_038733-T2, FUN_038733-T1
OG0007301	Peve_00009045, Peve_00009050	FUN_038739-T1
OG0007302	Peve_00002435, Peve_00009051	FUN_038742-T1
OG0007303	Peve_00040767	FUN_038753-T1, FUN_038752-T1
OG0007304	Peve_00022725, Peve_00037152	FUN_038755-T1
OG0007305	Peve_00007209, Peve_00007208	FUN_038788-T1
OG0007306	Peve_00007202, Peve_00007205	FUN_038794-T1, FUN_038794-T2
OG0007307	Peve_00007231	FUN_038798-T1
OG0007308	Peve_00007227	FUN_038800-T1
OG0007310	Peve_00001817, Peve_00011720, Peve_00013306	FUN_038861-T1
OG0007311	Peve_00028696	FUN_038886-T1
OG0007312	Peve_00028697	FUN_038887-T2, FUN_038887-T1
OG0007313	Peve_00028737	FUN_038901-T1, FUN_038895-T1
OG0007314	Peve_00005602, Peve_00005598, Peve_00001814	FUN_039001-T1
OG0007315	Peve_00012937	FUN_039032-T1, FUN_039030-T1
OG0007316	Peve_00033251	FUN_039043-T1, FUN_039043-T2
OG0007317	Peve_00021162, Peve_00019931	FUN_039539-T1
OG0007319	Peve_00035010	FUN_039548-T1, FUN_039607-T1
OG0007320	Peve_00022106, Peve_00024692, Peve_00022987	FUN_039610-T1
OG0007321	Peve_00022239, Peve_00008093	FUN_039702-T1
OG0007323	Peve_00023951	FUN_039738-T1, FUN_044578-T1, FUN_044578-T2
OG0007324	Peve_00001426	FUN_039773-T2, FUN_039773-T1
OG0007325	Peve_00031767, Peve_00030564	FUN_039774-T1
OG0007326	Peve_00030562, Peve_00031765	FUN_039775-T1
OG0007327	Peve_00017602	FUN_039790-T2, FUN_039790-T1
OG0007328	Peve_00017578, Peve_00032689	FUN_039800-T1
OG0007329	Peve_00020315, Peve_00033775	FUN_039806-T1
OG0007330	Peve_00033774, Peve_00020314	FUN_039807-T1
OG0007331	Peve_00005158	FUN_039822-T1, FUN_039824-T1
OG0007332	Peve_00021732, Peve_00008567	FUN_039834-T1
OG0007333	Peve_00002761, Peve_00002762	FUN_039852-T1
OG0007334	Peve_00020654, Peve_00020651	FUN_039853-T1
OG0007335	Peve_00020652, Peve_00014928	FUN_039859-T1
OG0007336	Peve_00014924, Peve_00020653	FUN_039860-T1
OG0007337	Peve_00020822, Peve_00039716	FUN_039863-T1
OG0007338	Peve_00006913, Peve_00011725	FUN_039870-T1
OG0007339	Peve_00004936, Peve_00004940	FUN_039874-T1
OG0007340	Peve_00033951, Peve_00021860	FUN_039892-T1
OG0007341	Peve_00010139	FUN_039896-T2, FUN_039896-T1
OG0007342	Peve_00002279	FUN_039928-T1, FUN_039925-T2
OG0007343	Peve_00004409, Peve_00004407	FUN_039938-T1
OG0007344	Peve_00009539, Peve_00023241	FUN_039953-T1
OG0007345	Peve_00031111, Peve_00030244	FUN_040009-T1
OG0007346	Peve_00025986	FUN_040033-T1, FUN_040035-T1
OG0007347	Peve_00032520, Peve_00040425	FUN_040041-T1
OG0007348	Peve_00032519, Peve_00040421	FUN_040042-T1
OG0007349	Peve_00016115	FUN_040052-T1
OG0007350	Peve_00018499, Peve_00030927	FUN_040058-T1
OG0007351	Peve_00014922, Peve_00021046	FUN_040060-T1
OG0007352	Peve_00021048, Peve_00014918	FUN_040061-T1
OG0007353	Peve_00033906, Peve_00033901	FUN_040063-T1
OG0007354	Peve_00033916	FUN_040069-T1, FUN_040069-T2
OG0007355	Peve_00021004	FUN_040074-T2, FUN_040074-T1
OG0007356	Peve_00043018, Peve_00041158	FUN_040087-T1
OG0007357	Peve_00019475, Peve_00043156	FUN_040114-T1
OG0007358	Peve_00012490	FUN_040123-T1, FUN_040128-T1
OG0007359	Peve_00036064, Peve_00038146	FUN_040150-T1
OG0007360	Peve_00038145	FUN_040151-T2, FUN_040151-T1
OG0007361	Peve_00038126	FUN_040172-T2, FUN_040172-T1
OG0007362	Peve_00023451	FUN_040217-T1, FUN_040218-T1
OG0007363	Peve_00013003	FUN_040229-T1
OG0007364	Peve_00041563, Peve_00042156	FUN_040234-T1
OG0007365	Peve_00014979	FUN_040267-T1, FUN_040268-T1
OG0007366	Peve_00014971	FUN_040274-T1, FUN_040273-T1
OG0007367	Peve_00020536	FUN_040307-T2, FUN_040307-T1
OG0007368	Peve_00029627, Peve_00029620, Peve_00014963	FUN_040435-T1
OG0007369	Peve_00008539	FUN_040441-T1, FUN_040441-T2
OG0007370	Peve_00015410	FUN_040477-T1, FUN_040477-T2
OG0007371	Peve_00024707	FUN_040525-T2, FUN_040525-T1
OG0007372	Peve_00041974, Peve_00011974	FUN_040553-T1
OG0007373	Peve_00029992	FUN_040556-T1, FUN_045453-T1
OG0007374	Peve_00018812, Peve_00036647, Peve_00016250	FUN_040647-T1
OG0007375	Peve_00015413	FUN_040663-T1
OG0007376	Peve_00015418	FUN_040672-T2, FUN_040672-T1
OG0007377	Peve_00015422	FUN_040675-T2, FUN_040675-T1
OG0007378	Peve_00009586	FUN_040683-T2, FUN_040683-T1
OG0007379	Peve_00033378	FUN_040688-T2, FUN_040688-T1
OG0007380	Peve_00029582	FUN_040694-T2, FUN_040694-T1
OG0007381	Peve_00042931, Peve_00042932	FUN_040784-T1
OG0007382	Peve_00032788	FUN_040856-T1, FUN_040856-T2
OG0007383	Peve_00037032	FUN_043909-T1, FUN_040951-T1, FUN_044710-T1
OG0007384	Peve_00026902	FUN_041162-T1, FUN_044475-T1
OG0007385	Peve_00003469, Peve_00003472	FUN_041269-T1
OG0007386	Peve_00002269	FUN_041313-T1, FUN_041313-T2
OG0007387	Peve_00039679	FUN_041370-T1
OG0007388	Peve_00044205	FUN_041387-T1, FUN_041387-T2
OG0007389	Peve_00044208	FUN_041390-T2, FUN_041390-T1
OG0007390	Peve_00020007, Peve_00031231	FUN_041405-T1
OG0007391	Peve_00020004, Peve_00020003	FUN_041407-T1
OG0007392	Peve_00017539	FUN_041408-T2, FUN_041408-T1
OG0007393	Peve_00017541, Peve_00017538	FUN_041409-T1
OG0007395	Peve_00027845	FUN_041432-T1, FUN_041432-T2
OG0007396	Peve_00007738, Peve_00007739	FUN_041433-T1
OG0007397	Peve_00007743	FUN_041437-T1, FUN_041434-T1
OG0007398	Peve_00037408, Peve_00007415	FUN_041462-T1
OG0007399	Peve_00013687, Peve_00007416	FUN_041463-T1
OG0007400	Peve_00028292, Peve_00037387	FUN_041468-T1
OG0007401	Peve_00017078	FUN_041470-T1
OG0007402	Peve_00009783	FUN_041477-T2, FUN_041477-T1
OG0007403	Peve_00027718, Peve_00017070	FUN_041495-T1
OG0007404	Peve_00028684, Peve_00028685	FUN_041501-T1
OG0007405	Peve_00030268, Peve_00024136	FUN_041521-T1
OG0007406	Peve_00000980, Peve_00017091	FUN_041524-T1
OG0007407	Peve_00000979, Peve_00017090	FUN_041526-T1
OG0007409	Peve_00017080	FUN_041533-T2, FUN_041533-T1
OG0007410	Peve_00039111, Peve_00036323	FUN_041539-T1
OG0007411	Peve_00033123	FUN_041549-T1, FUN_041549-T2
OG0007412	Peve_00028472, Peve_00028469	FUN_041585-T1
OG0007413	Peve_00025735	FUN_041601-T1, FUN_041600-T1
OG0007414	Peve_00036073	FUN_041611-T2, FUN_041611-T1
OG0007415	Peve_00036075	FUN_041619-T1
OG0007416	Peve_00007388, Peve_00015116	FUN_041639-T1
OG0007417	Peve_00012481	FUN_041652-T1, FUN_041652-T2
OG0007419	Peve_00041098, Peve_00033099	FUN_041662-T1
OG0007420	Peve_00029012, Peve_00041077	FUN_041668-T1
OG0007421	Peve_00007763, Peve_00009957	FUN_041674-T1
OG0007422	Peve_00007766, Peve_00009958	FUN_041675-T1
OG0007423	Peve_00007769, Peve_00009960	FUN_041676-T1
OG0007424	Peve_00041074, Peve_00029284	FUN_041688-T1
OG0007425	Peve_00001478	FUN_041708-T1
OG0007426	Peve_00024455, Peve_00034181	FUN_041717-T1
OG0007427	Peve_00014619, Peve_00006450	FUN_041724-T1
OG0007428	Peve_00006451, Peve_00014618	FUN_041725-T1
OG0007429	Peve_00006452, Peve_00014620	FUN_041726-T1
OG0007430	Peve_00006447, Peve_00023310	FUN_041731-T1
OG0007431	Peve_00036484	FUN_041736-T1
OG0007432	Peve_00002192	FUN_041737-T1, FUN_041737-T2
OG0007433	Peve_00000338	FUN_041745-T1
OG0007434	Peve_00042723, Peve_00013814	FUN_041751-T1
OG0007435	Peve_00013811, Peve_00042722	FUN_041753-T1
OG0007436	Peve_00042719	FUN_041757-T1
OG0007437	Peve_00041574, Peve_00041573	FUN_041768-T1
OG0007438	Peve_00014829	FUN_041772-T1, FUN_041772-T2
OG0007439	Peve_00030348, Peve_00014828	FUN_041774-T1
OG0007440	Peve_00030349, Peve_00014827	FUN_041775-T1
OG0007441	Peve_00042843, Peve_00023858	FUN_041778-T1
OG0007442	Peve_00038480, Peve_00038531	FUN_041785-T1
OG0007443	Peve_00038539	FUN_041788-T1
OG0007444	Peve_00009375, Peve_00038534	FUN_041794-T1
OG0007445	Peve_00025188, Peve_00025189	FUN_041815-T1
OG0007446	Peve_00033717, Peve_00033450, Peve_00033716	FUN_041823-T1
OG0007447	Peve_00039120	FUN_041833-T1
OG0007448	Peve_00031375, Peve_00029683	FUN_041834-T1
OG0007449	Peve_00009649, Peve_00009648	FUN_041838-T1
OG0007450	Peve_00030440, Peve_00033429	FUN_041852-T1
OG0007451	Peve_00030444, Peve_00025832	FUN_041853-T1
OG0007452	Peve_00030450, Peve_00025833	FUN_041854-T1
OG0007453	Peve_00025834, Peve_00030459	FUN_041857-T1
OG0007454	Peve_00030453, Peve_00030115	FUN_041864-T1
OG0007455	Peve_00030118, Peve_00030454	FUN_041865-T1
OG0007456	Peve_00040562, Peve_00031383	FUN_041872-T1
OG0007457	Peve_00040563	FUN_041874-T2, FUN_041874-T1
OG0007458	Peve_00028576	FUN_041900-T1
OG0007459	Peve_00013310, Peve_00017951	FUN_041901-T1
OG0007460	Peve_00030475, Peve_00030474	FUN_041903-T1
OG0007461	Peve_00023978, Peve_00031809	FUN_041904-T1
OG0007462	Peve_00007867, Peve_00036569	FUN_041922-T1
OG0007463	Peve_00025329	FUN_041927-T2, FUN_041927-T1
OG0007464	Peve_00023596	FUN_041930-T1
OG0007465	Peve_00023593, Peve_00023592	FUN_041942-T1
OG0007466	Peve_00023597	FUN_041945-T2, FUN_041945-T1
OG0007467	Peve_00007871	FUN_041947-T2, FUN_041947-T1
OG0007468	Peve_00027292	FUN_041958-T1, FUN_041958-T2
OG0007469	Peve_00028275, Peve_00028276	FUN_041969-T1
OG0007470	Peve_00031636, Peve_00001551	FUN_041984-T1
OG0007471	Peve_00039127	FUN_041996-T1, FUN_041997-T1
OG0007472	Peve_00044148, Peve_00044147	FUN_042015-T1
OG0007473	Peve_00028953	FUN_042026-T1, FUN_042026-T2
OG0007474	Peve_00037411, Peve_00026018	FUN_042030-T1
OG0007475	Peve_00009551	FUN_042032-T1
OG0007476	Peve_00009547	FUN_042033-T1, FUN_042033-T2
OG0007477	Peve_00033704, Peve_00035625	FUN_042034-T1
OG0007478	Peve_00024565, Peve_00025406	FUN_042043-T1
OG0007480	Peve_00022107	FUN_042167-T1
OG0007481	Peve_00003974	FUN_042228-T1
OG0007481	Peve_00042806	FUN_044378-T1
OG0007482	Peve_00007143	FUN_042272-T1
OG0007485	Peve_00034295, Peve_00016009	FUN_042582-T1
OG0007486	Peve_00016008, Peve_00034294	FUN_042583-T1
OG0007487	Peve_00012677	FUN_042585-T2, FUN_042585-T1
OG0007488	Peve_00034917	FUN_042607-T1, FUN_042609-T1
OG0007489	Peve_00034920, Peve_00031582	FUN_042611-T1
OG0007490	Peve_00034923	FUN_042612-T1, FUN_042612-T2
OG0007491	Peve_00027226	FUN_042618-T2, FUN_042618-T1
OG0007492	Peve_00033746	FUN_042630-T1, FUN_042630-T2
OG0007493	Peve_00030047	FUN_042632-T1, FUN_042632-T2
OG0007494	Peve_00030039	FUN_042637-T1, FUN_042638-T1
OG0007495	Peve_00027724, Peve_00038270	FUN_042652-T1
OG0007496	Peve_00031586	FUN_042655-T2, FUN_042655-T1
OG0007497	Peve_00003078	FUN_042809-T1, FUN_042809-T2
OG0007498	Peve_00028976, Peve_00028056	FUN_042811-T1
OG0007499	Peve_00021878	FUN_042814-T2, FUN_042814-T1
OG0007500	Peve_00033308, Peve_00021876	FUN_042815-T1
OG0007501	Peve_00019569	FUN_042816-T1, FUN_042816-T2
OG0007502	Peve_00019575	FUN_042821-T2, FUN_042821-T1
OG0007503	Peve_00041829	FUN_042825-T1, FUN_042826-T1
OG0007504	Peve_00007270	FUN_042843-T1, FUN_042843-T2
OG0007505	Peve_00034504, Peve_00023279	FUN_042845-T1
OG0007506	Peve_00023278	FUN_042847-T1, FUN_042847-T2
OG0007507	Peve_00043219, Peve_00023265	FUN_042856-T1
OG0007508	Peve_00028527, Peve_00040152	FUN_042873-T1
OG0007509	Peve_00040164, Peve_00028526	FUN_042874-T1
OG0007510	Peve_00040154, Peve_00015662	FUN_042877-T1
OG0007511	Peve_00019294, Peve_00019292	FUN_042914-T1
OG0007513	Peve_00039044	FUN_042965-T2, FUN_042965-T1
OG0007514	Peve_00031060	FUN_042994-T1, FUN_042994-T2
OG0007515	Peve_00012462, Peve_00015175	FUN_042997-T1
OG0007516	Peve_00015176, Peve_00012461	FUN_042998-T1
OG0007517	Peve_00004465, Peve_00017772	FUN_043007-T1
OG0007518	Peve_00017766	FUN_043012-T2, FUN_043012-T1
OG0007519	Peve_00028493, Peve_00017765	FUN_043014-T1
OG0007520	Peve_00017763, Peve_00028492	FUN_043015-T1
OG0007521	Peve_00036345, Peve_00017762	FUN_043017-T1
OG0007522	Peve_00026962	FUN_043027-T2, FUN_043027-T1
OG0007523	Peve_00026963	FUN_043029-T1, FUN_043029-T2
OG0007524	Peve_00026965	FUN_043031-T2, FUN_043031-T1
OG0007525	Peve_00037522	FUN_043047-T1
OG0007526	Peve_00026459	FUN_043082-T1, FUN_043081-T1
OG0007527	Peve_00026453	FUN_043085-T2, FUN_043085-T1
OG0007528	Peve_00038918, Peve_00001653	FUN_043091-T1
OG0007529	Peve_00038927	FUN_043094-T1, FUN_043094-T2
OG0007530	Peve_00026303	FUN_043107-T1, FUN_043107-T2
OG0007531	Peve_00014954, Peve_00027469	FUN_043111-T1
OG0007532	Peve_00014956, Peve_00027467	FUN_043112-T1
OG0007533	Peve_00025023, Peve_00026294	FUN_043119-T1
OG0007534	Peve_00033022, Peve_00026306	FUN_043125-T1
OG0007535	Peve_00013597	FUN_043129-T1
OG0007536	Peve_00011386, Peve_00011385	FUN_043152-T1
OG0007537	Peve_00011379	FUN_043154-T1
OG0007538	Peve_00011373	FUN_043157-T2, FUN_043157-T1
OG0007539	Peve_00025847	FUN_043174-T1, FUN_043174-T2
OG0007540	Peve_00025843, Peve_00022354	FUN_043179-T1
OG0007541	Peve_00039864	FUN_043192-T2, FUN_043192-T1
OG0007542	Peve_00039868	FUN_043193-T1, FUN_043193-T2
OG0007543	Peve_00039855, Peve_00039856	FUN_043202-T1, FUN_043199-T1
OG0007544	Peve_00026371, Peve_00026372	FUN_043205-T1
OG0007545	Peve_00037103	FUN_043219-T2, FUN_043219-T1
OG0007546	Peve_00029557, Peve_00027963	FUN_043252-T1
OG0007547	Peve_00030637, Peve_00027962	FUN_043254-T1
OG0007548	Peve_00024820, Peve_00030635	FUN_043258-T1
OG0007549	Peve_00032608	FUN_043262-T1, FUN_043262-T2
OG0007550	Peve_00007456	FUN_043278-T2, FUN_043278-T1
OG0007551	Peve_00007513	FUN_043289-T1, FUN_043289-T2
OG0007552	Peve_00007494	FUN_043301-T1
OG0007553	Peve_00007495	FUN_043309-T2, FUN_043309-T1
OG0007554	Peve_00007508	FUN_043319-T1, FUN_043319-T2
OG0007555	Peve_00018052, Peve_00007509	FUN_043320-T1
OG0007556	Peve_00007510, Peve_00018051	FUN_043321-T1
OG0007557	Peve_00016649, Peve_00022831	FUN_043350-T1
OG0007558	Peve_00016653, Peve_00022832	FUN_043351-T1
OG0007559	Peve_00016655	FUN_043361-T1, FUN_043361-T2
OG0007560	Peve_00016661, Peve_00016663, Peve_00001441	FUN_043368-T1
OG0007561	Peve_00004905	FUN_043369-T2, FUN_043369-T1
OG0007562	Peve_00004897	FUN_043378-T2, FUN_043378-T1
OG0007563	Peve_00030123, Peve_00027430	FUN_043379-T1
OG0007564	Peve_00024249	FUN_043390-T2, FUN_043390-T1
OG0007566	Peve_00026732, Peve_00026733	FUN_043415-T1
OG0007567	Peve_00005571, Peve_00026856	FUN_043418-T1
OG0007568	Peve_00022203, Peve_00022202	FUN_043424-T1
OG0007569	Peve_00028848	FUN_043428-T1, FUN_043428-T2
OG0007570	Peve_00028842	FUN_043435-T1, FUN_043433-T1
OG0007571	Peve_00028841, Peve_00022334	FUN_043438-T1
OG0007572	Peve_00008683, Peve_00008684	FUN_043491-T1
OG0007573	Peve_00008687	FUN_043492-T1, FUN_043492-T2
OG0007574	Peve_00024915, Peve_00024916	FUN_043495-T1
OG0007575	Peve_00024908	FUN_043498-T1
OG0007576	Peve_00024907	FUN_043499-T2, FUN_043499-T1
OG0007577	Peve_00017611, Peve_00033841	FUN_043508-T1
OG0007578	Peve_00018550, Peve_00018554	FUN_043512-T1
OG0007579	Peve_00022642, Peve_00017255	FUN_043518-T1
OG0007580	Peve_00011562	FUN_043544-T3, FUN_043544-T1
OG0007581	Peve_00011553, Peve_00011554	FUN_043545-T1
OG0007583	Peve_00017257	FUN_043572-T2, FUN_043572-T1
OG0007584	Peve_00045222, Peve_00026155	FUN_043586-T1
OG0007585	Peve_00026154, Peve_00045219	FUN_043587-T1
OG0007586	Peve_00010456, Peve_00044644	FUN_043592-T1
OG0007587	Peve_00007612	FUN_043599-T1, FUN_043599-T2
OG0007588	Peve_00008246	FUN_043618-T2, FUN_043618-T1
