Orthogroup	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0006493	Peve_00043890, Peve_00030694	Pocillopora_meandrina_HIv1___RNAseq.g4478.t1b
OG0006494	Peve_00030693, Peve_00043892	Pocillopora_meandrina_HIv1___RNAseq.g4477.t1
OG0006495	Peve_00036583, Peve_00034552	Pocillopora_meandrina_HIv1___RNAseq.g4457.t1
OG0006496	Peve_00018530	Pocillopora_meandrina_HIv1___RNAseq.g9385.t2
OG0006497	Peve_00018535	Pocillopora_meandrina_HIv1___RNAseq.g9389.t1a
OG0006498	Peve_00021669	Pocillopora_meandrina_HIv1___RNAseq.g9407.t1
OG0006499	Peve_00006716	Pocillopora_meandrina_HIv1___RNAseq.g9416.t1
OG0006502	Peve_00039904	Pocillopora_meandrina_HIv1___RNAseq.g17689.t1, Pocillopora_meandrina_HIv1___RNAseq.g17650.t1
OG0006505	Peve_00018855, Peve_00040338	Pocillopora_meandrina_HIv1___RNAseq.g27108.t1
OG0006507	Peve_00021656	Pocillopora_meandrina_HIv1___RNAseq.g9422.t1
OG0006508	Peve_00026710, Peve_00014703	Pocillopora_meandrina_HIv1___RNAseq.g11017.t1
OG0006509	Peve_00013217	Pocillopora_meandrina_HIv1___RNAseq.g9421.t1
OG0006510	Peve_00012932	Pocillopora_meandrina_HIv1___RNAseq.g4367.t1
OG0006512	Peve_00018291	Pocillopora_meandrina_HIv1___RNAseq.g15896.t1
OG0006515	Peve_00008113	Pocillopora_meandrina_HIv1___RNAseq.g14104.t1
OG0006516	Peve_00018292	Pocillopora_meandrina_HIv1___TS.g10917.t1
OG0006519	Peve_00029219	Pocillopora_meandrina_HIv1___RNAseq.g6737.t1
OG0006522	Peve_00036478	Pocillopora_meandrina_HIv1___RNAseq.g13892.t1, Pocillopora_meandrina_HIv1___RNAseq.g13891.t1
OG0006523	Peve_00024334	Pocillopora_meandrina_HIv1___RNAseq.g13871.t1
OG0006524	Peve_00031657	Pocillopora_meandrina_HIv1___TS.g11671.t1
OG0006525	Peve_00020108	Pocillopora_meandrina_HIv1___RNAseq.g13880.t1
OG0006526	Peve_00020110	Pocillopora_meandrina_HIv1___RNAseq.g13879.t1a
OG0006527	Peve_00023144	Pocillopora_meandrina_HIv1___RNAseq.g14027.t1
OG0006528	Peve_00023145, Peve_00032461	Pocillopora_meandrina_HIv1___RNAseq.g14028.t1
OG0006529	Peve_00032460, Peve_00023146	Pocillopora_meandrina_HIv1___RNAseq.g14029.t1
OG0006530	Peve_00021880, Peve_00017203	Pocillopora_meandrina_HIv1___RNAseq.g14040.t1
OG0006531	Peve_00031357	Pocillopora_meandrina_HIv1___RNAseq.g14053.t1, Pocillopora_meandrina_HIv1___RNAseq.g14054.t1
OG0006532	Peve_00031358	Pocillopora_meandrina_HIv1___RNAseq.g14055.t1
OG0006533	Peve_00034898, Peve_00036295	Pocillopora_meandrina_HIv1___RNAseq.g14061.t1
OG0006534	Peve_00011299	Pocillopora_meandrina_HIv1___RNAseq.g13864.t1
OG0006535	Peve_00036755, Peve_00023141	Pocillopora_meandrina_HIv1___RNAseq.g14026.t1
OG0006536	Peve_00023127	Pocillopora_meandrina_HIv1___RNAseq.g14022.t1
OG0006537	Peve_00023124	Pocillopora_meandrina_HIv1___RNAseq.g14020.t1
OG0006538	Peve_00023116	Pocillopora_meandrina_HIv1___TS.g11842.t1
OG0006539	Peve_00023149, Peve_00023698	Pocillopora_meandrina_HIv1___RNAseq.g14070.t1
OG0006540	Peve_00023697, Peve_00023114	Pocillopora_meandrina_HIv1___RNAseq.g14072.t1
OG0006541	Peve_00020094	Pocillopora_meandrina_HIv1___RNAseq.g13938.t1
OG0006543	Peve_00037809, Peve_00020101	Pocillopora_meandrina_HIv1___RNAseq.g15826.t1
OG0006544	Peve_00004892, Peve_00026159	Pocillopora_meandrina_HIv1___RNAseq.g15582.t1
OG0006545	Peve_00026157, Peve_00004886	Pocillopora_meandrina_HIv1___TS.g10607.t1
OG0006546	Peve_00026161, Peve_00004893	Pocillopora_meandrina_HIv1___RNAseq.g15579.t1a
OG0006547	Peve_00004895, Peve_00032588	Pocillopora_meandrina_HIv1___RNAseq.g15573.t1
OG0006548	Peve_00004890, Peve_00019694	Pocillopora_meandrina_HIv1___RNAseq.g15568.t1
OG0006549	Peve_00030850, Peve_00035973	Pocillopora_meandrina_HIv1___RNAseq.g15564.t1
OG0006550	Peve_00035974, Peve_00030851	Pocillopora_meandrina_HIv1___RNAseq.g15563.t1
OG0006551	Peve_00030852	Pocillopora_meandrina_HIv1___RNAseq.g24835.t1, Pocillopora_meandrina_HIv1___TS.g10573.t1
OG0006552	Peve_00033839, Peve_00035341	Pocillopora_meandrina_HIv1___TS.g10588.t1b
OG0006553	Peve_00035340, Peve_00033838	Pocillopora_meandrina_HIv1___RNAseq.g15559.t1
OG0006554	Peve_00004261, Peve_00014387	Pocillopora_meandrina_HIv1___RNAseq.g15557.t2
OG0006555	Peve_00004262	Pocillopora_meandrina_HIv1___RNAseq.g15554.t1
OG0006556	Peve_00025714, Peve_00037727	Pocillopora_meandrina_HIv1___RNAseq.g16451.t1
OG0006557	Peve_00025713, Peve_00037731	Pocillopora_meandrina_HIv1___RNAseq.g16455.t1
OG0006558	Peve_00037723, Peve_00031328	Pocillopora_meandrina_HIv1___RNAseq.g16426.t1
OG0006559	Peve_00017303, Peve_00027869	Pocillopora_meandrina_HIv1___RNAseq.g15549.t1
OG0006560	Peve_00012909, Peve_00042832	Pocillopora_meandrina_HIv1___RNAseq.g15551.t1
OG0006561	Peve_00036887, Peve_00031152	Pocillopora_meandrina_HIv1___RNAseq.g16459.t1
OG0006562	Peve_00027512, Peve_00010292	Pocillopora_meandrina_HIv1___RNAseq.g16461.t1
OG0006563	Peve_00010295, Peve_00020831	Pocillopora_meandrina_HIv1___RNAseq.g16467.t1
OG0006564	Peve_00000617, Peve_00025880	Pocillopora_meandrina_HIv1___RNAseq.g29828.t1
OG0006565	Peve_00044586	Pocillopora_meandrina_HIv1___TS.g11490.t1
OG0006566	Peve_00044583, Peve_00029325	Pocillopora_meandrina_HIv1___RNAseq.g16471.t1
OG0006568	Peve_00001282	Pocillopora_meandrina_HIv1___RNAseq.g16511.t1
OG0006569	Peve_00042861	Pocillopora_meandrina_HIv1___RNAseq.g25901.t1
OG0006570	Peve_00015263, Peve_00018561	Pocillopora_meandrina_HIv1___RNAseq.g15526.t1
OG0006571	Peve_00019541	Pocillopora_meandrina_HIv1___RNAseq.g15523.t1
OG0006572	Peve_00017264, Peve_00027191	Pocillopora_meandrina_HIv1___RNAseq.g15521.t1
OG0006573	Peve_00027192, Peve_00017263	Pocillopora_meandrina_HIv1___RNAseq.g15520.t1
OG0006574	Peve_00017262	Pocillopora_meandrina_HIv1___RNAseq.g15519.t1
OG0006575	Peve_00015247	Pocillopora_meandrina_HIv1___RNAseq.g15512.t2
OG0006576	Peve_00013160, Peve_00015244	Pocillopora_meandrina_HIv1___TS.g10539.t1a
OG0006577	Peve_00013157, Peve_00005738	Pocillopora_meandrina_HIv1___RNAseq.g15509.t1
OG0006578	Peve_00000871, Peve_00000870	Pocillopora_meandrina_HIv1___RNAseq.g29777.t1
OG0006579	Peve_00018996	Pocillopora_meandrina_HIv1___RNAseq.g15500.t2
OG0006580	Peve_00003649, Peve_00003675	Pocillopora_meandrina_HIv1___RNAseq.g15498.t1
OG0006581	Peve_00000716	Pocillopora_meandrina_HIv1___TS.g10567.t1
OG0006582	Peve_00017302, Peve_00027868	Pocillopora_meandrina_HIv1___RNAseq.g15548.t1
OG0006584	Peve_00003102	Pocillopora_meandrina_HIv1___RNAseq.g16130.t1
OG0006585	Peve_00036785	Pocillopora_meandrina_HIv1___RNAseq.g16127.t1
OG0006586	Peve_00039731, Peve_00023665	Pocillopora_meandrina_HIv1___RNAseq.11963_t
OG0006587	Peve_00015132, Peve_00039742	Pocillopora_meandrina_HIv1___RNAseq.g20859.t1
OG0006588	Peve_00015136	Pocillopora_meandrina_HIv1___RNAseq.g16088.t1
OG0006589	Peve_00019600, Peve_00015134	Pocillopora_meandrina_HIv1___RNAseq.g16122.t1
OG0006590	Peve_00019599, Peve_00015133	Pocillopora_meandrina_HIv1___RNAseq.g15240.t1
OG0006591	Peve_00015131, Peve_00019601	Pocillopora_meandrina_HIv1___RNAseq.g15239.t1
OG0006592	Peve_00022931, Peve_00029192	Pocillopora_meandrina_HIv1___RNAseq.g15904.t1
OG0006593	Peve_00008119, Peve_00008089	Pocillopora_meandrina_HIv1___TS.g11902.t2
OG0006594	Peve_00027561, Peve_00000559	Pocillopora_meandrina_HIv1___RNAseq.g17190.t1
OG0006595	Peve_00000746	Pocillopora_meandrina_HIv1___RNAseq.g6218.t1
OG0006597	Peve_00027118, Peve_00043143	Pocillopora_meandrina_HIv1___RNAseq.g28135.t1
OG0006599	Peve_00039398, Peve_00000745	Pocillopora_meandrina_HIv1___RNAseq.g20731.t1
OG0006600	Peve_00000752	Pocillopora_meandrina_HIv1___RNAseq.g6229.t1
OG0006601	Peve_00024572	Pocillopora_meandrina_HIv1___RNAseq.g20709.t1, Pocillopora_meandrina_HIv1___RNAseq.g20711.t1
OG0006602	Peve_00044607, Peve_00044608	Pocillopora_meandrina_HIv1___RNAseq.g12800.t1
OG0006603	Peve_00044604, Peve_00044606	Pocillopora_meandrina_HIv1___RNAseq.g12798.t1
OG0006605	Peve_00044596	Pocillopora_meandrina_HIv1___RNAseq.g25694.t1
OG0006606	Peve_00029314	Pocillopora_meandrina_HIv1___RNAseq.13303_t, Pocillopora_meandrina_HIv1___RNAseq.g2415.t1
OG0006607	Peve_00028027	Pocillopora_meandrina_HIv1___RNAseq.g14978.t1
OG0006608	Peve_00029007, Peve_00028028	Pocillopora_meandrina_HIv1___TS.g9367.t1
OG0006609	Peve_00028043, Peve_00026879	Pocillopora_meandrina_HIv1___RNAseq.g25556.t1
OG0006610	Peve_00028047, Peve_00026874	Pocillopora_meandrina_HIv1___RNAseq.g25557.t1
OG0006611	Peve_00020164, Peve_00031102	Pocillopora_meandrina_HIv1___RNAseq.g25572.t1
OG0006612	Peve_00020165, Peve_00031101	Pocillopora_meandrina_HIv1___RNAseq.g25573.t1
OG0006613	Peve_00015449, Peve_00006113	Pocillopora_meandrina_HIv1___RNAseq.g25636.t1
OG0006614	Peve_00026583, Peve_00029291	Pocillopora_meandrina_HIv1___RNAseq.g25600.t1
OG0006615	Peve_00026493	Pocillopora_meandrina_HIv1___RNAseq.g25617.t1
OG0006616	Peve_00026495, Peve_00034530	Pocillopora_meandrina_HIv1___RNAseq.g25616.t1
OG0006617	Peve_00026496, Peve_00034537	Pocillopora_meandrina_HIv1___RNAseq.g25615.t1
OG0006618	Peve_00034538, Peve_00025769	Pocillopora_meandrina_HIv1___RNAseq.g25643.t1
OG0006619	Peve_00003118, Peve_00032488	Pocillopora_meandrina_HIv1___TS.g9087.t1
OG0006620	Peve_00028036	Pocillopora_meandrina_HIv1___RNAseq.g25813.t1
OG0006621	Peve_00003113, Peve_00003122	Pocillopora_meandrina_HIv1___TS.g9269.t1
OG0006622	Peve_00003119, Peve_00006766	Pocillopora_meandrina_HIv1___RNAseq.g20773.t1
OG0006623	Peve_00006767	Pocillopora_meandrina_HIv1___RNAseq.g20772.t1
OG0006624	Peve_00017371	Pocillopora_meandrina_HIv1___TS.g8886.t2
OG0006625	Peve_00040055, Peve_00040052	Pocillopora_meandrina_HIv1___RNAseq.g25438.t1
OG0006626	Peve_00040056, Peve_00040058	Pocillopora_meandrina_HIv1___TS.g8868.t1
OG0006627	Peve_00043256	Pocillopora_meandrina_HIv1___RNAseq.g25806.t1, Pocillopora_meandrina_HIv1___RNAseq.26916_t
OG0006628	Peve_00042926, Peve_00017365	Pocillopora_meandrina_HIv1___TS.g8889.t1
OG0006629	Peve_00012861, Peve_00042920	Pocillopora_meandrina_HIv1___RNAseq.g25460.t1
OG0006630	Peve_00033472, Peve_00031240	Pocillopora_meandrina_HIv1___RNAseq.g25753.t1
OG0006631	Peve_00033476, Peve_00007821	Pocillopora_meandrina_HIv1___TS.g9197.t1
OG0006632	Peve_00033474, Peve_00007829	Pocillopora_meandrina_HIv1___RNAseq.g25750.t1
OG0006633	Peve_00007830, Peve_00033475	Pocillopora_meandrina_HIv1___RNAseq.g25749.t1
OG0006634	Peve_00004671, Peve_00013127	Pocillopora_meandrina_HIv1___TS.g9201.t1
OG0006635	Peve_00013128, Peve_00004672	Pocillopora_meandrina_HIv1___RNAseq.g25756.t1
OG0006636	Peve_00013133, Peve_00024539	Pocillopora_meandrina_HIv1___RNAseq.g25773.t1
OG0006637	Peve_00032016, Peve_00024870	Pocillopora_meandrina_HIv1___RNAseq.g25775.t1
OG0006638	Peve_00042113	Pocillopora_meandrina_HIv1___RNAseq.g25744.t1
OG0006639	Peve_00041022, Peve_00041029	Pocillopora_meandrina_HIv1___TS.g9187.t2
OG0006640	Peve_00000512	Pocillopora_meandrina_HIv1___RNAseq.g25729.t1
OG0006641	Peve_00000509, Peve_00000510	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1a
OG0006642	Peve_00000514	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1b
OG0006643	Peve_00041032	Pocillopora_meandrina_HIv1___RNAseq.g25738.t1
OG0006644	Peve_00003760, Peve_00027805	Pocillopora_meandrina_HIv1___RNAseq.g25481.t1
OG0006645	Peve_00000513	Pocillopora_meandrina_HIv1___RNAseq.g25650.t1
OG0006646	Peve_00031204, Peve_00029318	Pocillopora_meandrina_HIv1___RNAseq.g25501.t1
OG0006647	Peve_00031210	Pocillopora_meandrina_HIv1___RNAseq.g25503.t1
OG0006648	Peve_00017676	Pocillopora_meandrina_HIv1___RNAseq.g25514.t1, Pocillopora_meandrina_HIv1___RNAseq.g25511.t1
OG0006649	Peve_00025427, Peve_00004310	Pocillopora_meandrina_HIv1___RNAseq.g25521.t1
OG0006650	Peve_00005999, Peve_00004309	Pocillopora_meandrina_HIv1___RNAseq.g25522.t1
OG0006651	Peve_00006000, Peve_00004308	Pocillopora_meandrina_HIv1___RNAseq.g25524.t1
OG0006652	Peve_00004307, Peve_00006009	Pocillopora_meandrina_HIv1___RNAseq.g25525.t1
OG0006653	Peve_00024710	Pocillopora_meandrina_HIv1___RNAseq.g8384.t1, Pocillopora_meandrina_HIv1___RNAseq.g8388.t1
OG0006655	Peve_00045062	Pocillopora_meandrina_HIv1___RNAseq.g25548.t1, Pocillopora_meandrina_HIv1___RNAseq.g25550.t1
OG0006656	Peve_00024513	Pocillopora_meandrina_HIv1___RNAseq.g25546.t1, Pocillopora_meandrina_HIv1___RNAseq.g25549.t1
OG0006657	Peve_00013749, Peve_00013748	Pocillopora_meandrina_HIv1___RNAseq.g25405.t1
OG0006658	Peve_00024382	Pocillopora_meandrina_HIv1___RNAseq.g15015.t1
OG0006659	Peve_00030744	Pocillopora_meandrina_HIv1___RNAseq.g15043.t2
OG0006660	Peve_00002504	Pocillopora_meandrina_HIv1___RNAseq.g25417.t1
OG0006661	Peve_00002499	Pocillopora_meandrina_HIv1___RNAseq.g25416.t1
OG0006662	Peve_00030742	Pocillopora_meandrina_HIv1___RNAseq.g15045.t1, Pocillopora_meandrina_HIv1___TS.g8830.t1
OG0006664	Peve_00036559	Pocillopora_meandrina_HIv1___RNAseq.g11686.t1
OG0006665	Peve_00040809	Pocillopora_meandrina_HIv1___RNAseq.g12586.t1
OG0006666	Peve_00038265	Pocillopora_meandrina_HIv1___RNAseq.g12582.t1
OG0006667	Peve_00023362	Pocillopora_meandrina_HIv1___RNAseq.g17300.t2
OG0006668	Peve_00023374	Pocillopora_meandrina_HIv1___RNAseq.g17295.t1
OG0006669	Peve_00044525, Peve_00044523	Pocillopora_meandrina_HIv1___TS.g2905.t4a
OG0006670	Peve_00033470, Peve_00044529	Pocillopora_meandrina_HIv1___RNAseq.g17141.t1
OG0006671	Peve_00044518	Pocillopora_meandrina_HIv1___RNAseq.g17143.t1
OG0006672	Peve_00028187, Peve_00021766	Pocillopora_meandrina_HIv1___TS.g2914.t1
OG0006673	Peve_00018039, Peve_00017118	Pocillopora_meandrina_HIv1___RNAseq.g17183.t1
OG0006674	Peve_00018040, Peve_00017116	Pocillopora_meandrina_HIv1___RNAseq.g17182.t1
OG0006675	Peve_00039469, Peve_00015943	Pocillopora_meandrina_HIv1___RNAseq.g17174.t1
OG0006676	Peve_00017121	Pocillopora_meandrina_HIv1___RNAseq.g17126.t1
OG0006677	Peve_00017244	Pocillopora_meandrina_HIv1___RNAseq.g17129.t1
OG0006679	Peve_00028580	Pocillopora_meandrina_HIv1___RNAseq.g17111.t1
OG0006680	Peve_00023345	Pocillopora_meandrina_HIv1___RNAseq.g17274.t1
OG0006681	Peve_00023354	Pocillopora_meandrina_HIv1___RNAseq.g17265.t1, Pocillopora_meandrina_HIv1___RNAseq.g17263.t1
OG0006682	Peve_00037896	Pocillopora_meandrina_HIv1___RNAseq.g17203.t2
OG0006683	Peve_00020457, Peve_00018723	Pocillopora_meandrina_HIv1___RNAseq.g17311.t1
OG0006684	Peve_00044613	Pocillopora_meandrina_HIv1___RNAseq.g28961.t1
OG0006685	Peve_00031236, Peve_00019510	Pocillopora_meandrina_HIv1___RNAseq.g17314.t1
OG0006686	Peve_00019497	Pocillopora_meandrina_HIv1___TS.g3083.t1, Pocillopora_meandrina_HIv1___RNAseq.g17318.t1
OG0006687	Peve_00019508, Peve_00019512	Pocillopora_meandrina_HIv1___RNAseq.g17327.t1
OG0006688	Peve_00042908	Pocillopora_meandrina_HIv1___RNAseq.g5152.t1
OG0006689	Peve_00011894	Pocillopora_meandrina_HIv1___RNAseq.g29045.t1, Pocillopora_meandrina_HIv1___RNAseq.g27845.t1
OG0006691	Peve_00013607	Pocillopora_meandrina_HIv1___RNAseq.28643_t
OG0006692	Peve_00008447	Pocillopora_meandrina_HIv1___RNAseq.g17342.t2
OG0006697	Peve_00035367, Peve_00003854	Pocillopora_meandrina_HIv1___RNAseq.g27285.t1
OG0006699	Peve_00043685	Pocillopora_meandrina_HIv1___RNAseq.g30310.t1
OG0006700	Peve_00043646	Pocillopora_meandrina_HIv1___RNAseq.g6200.t1
OG0006701	Peve_00043681	Pocillopora_meandrina_HIv1___RNAseq.g30304.t1
OG0006702	Peve_00009118	Pocillopora_meandrina_HIv1___TS.g24915.t1
OG0006703	Peve_00028182	Pocillopora_meandrina_HIv1___RNAseq.g30313.t1
OG0006704	Peve_00028147	Pocillopora_meandrina_HIv1___RNAseq.g30327.t2
OG0006705	Peve_00038787, Peve_00028911	Pocillopora_meandrina_HIv1___RNAseq.g30284.t1
OG0006706	Peve_00042639	Pocillopora_meandrina_HIv1___RNAseq.g2848.t1
OG0006707	Peve_00043611, Peve_00026820	Pocillopora_meandrina_HIv1___RNAseq.g30297.t1
OG0006708	Peve_00005604	Pocillopora_meandrina_HIv1___RNAseq.g19212.t1
OG0006710	Peve_00037553	Pocillopora_meandrina_HIv1___RNAseq.g4906.t1, Pocillopora_meandrina_HIv1___RNAseq.g8068.t1
OG0006711	Peve_00013556, Peve_00013554	Pocillopora_meandrina_HIv1___RNAseq.g5923.t1
OG0006712	Peve_00013426	Pocillopora_meandrina_HIv1___TS.g21295.t1, Pocillopora_meandrina_HIv1___RNAseq.g6194.t1
OG0006713	Peve_00025081, Peve_00043599	Pocillopora_meandrina_HIv1___RNAseq.g6195.t1
OG0006714	Peve_00035562, Peve_00025083	Pocillopora_meandrina_HIv1___RNAseq.g5957.t1
OG0006716	Peve_00026524	Pocillopora_meandrina_HIv1___TS.g23886.t1a
OG0006717	Peve_00026517	Pocillopora_meandrina_HIv1___TS.g23878.t1
OG0006718	Peve_00026514	Pocillopora_meandrina_HIv1___TS.g23874.t1
OG0006721	Peve_00026561	Pocillopora_meandrina_HIv1___RNAseq.g5153.t1
OG0006722	Peve_00026560	Pocillopora_meandrina_HIv1___RNAseq.g5151.t1, Pocillopora_meandrina_HIv1___RNAseq.g5147.t1
OG0006723	Peve_00026552	Pocillopora_meandrina_HIv1___RNAseq.g5082.t1
OG0006724	Peve_00026554, Peve_00044299	Pocillopora_meandrina_HIv1___RNAseq.g5099.t1
OG0006725	Peve_00044288, Peve_00044289	Pocillopora_meandrina_HIv1___RNAseq.g5104.t1
OG0006726	Peve_00004810	Pocillopora_meandrina_HIv1___RNAseq.g5109.t1, Pocillopora_meandrina_HIv1___TS.g23831.t2
OG0006727	Peve_00022781	Pocillopora_meandrina_HIv1___RNAseq.g5130.t1
OG0006728	Peve_00032865, Peve_00025438	Pocillopora_meandrina_HIv1___RNAseq.g5076.t1
OG0006729	Peve_00021506, Peve_00025439	Pocillopora_meandrina_HIv1___RNAseq.g5073.t1
OG0006730	Peve_00021512	Pocillopora_meandrina_HIv1___RNAseq.g5067.t1, Pocillopora_meandrina_HIv1___RNAseq.g5068.t1
OG0006731	Peve_00012525, Peve_00034633	Pocillopora_meandrina_HIv1___RNAseq.g5062.t1
OG0006732	Peve_00019757, Peve_00012502	Pocillopora_meandrina_HIv1___RNAseq.g5964.t1
OG0006733	Peve_00019759, Peve_00012499	Pocillopora_meandrina_HIv1___RNAseq.g5960.t1
OG0006735	Peve_00043573, Peve_00043572	Pocillopora_meandrina_HIv1___RNAseq.g5682.t1
OG0006736	Peve_00012830, Peve_00012829	Pocillopora_meandrina_HIv1___RNAseq.g5749.t1
OG0006737	Peve_00013839	Pocillopora_meandrina_HIv1___RNAseq.g5777.t1
OG0006738	Peve_00008192	Pocillopora_meandrina_HIv1___RNAseq.g5763.t1
OG0006739	Peve_00018219	Pocillopora_meandrina_HIv1___RNAseq.g5760.t1
OG0006740	Peve_00022014	Pocillopora_meandrina_HIv1___TS.g24476.t1b
OG0006741	Peve_00022016	Pocillopora_meandrina_HIv1___RNAseq.g5757.t1
OG0006742	Peve_00039097	Pocillopora_meandrina_HIv1___RNAseq.g5461.t1, Pocillopora_meandrina_HIv1___RNAseq.g5462.t2
OG0006743	Peve_00029894	Pocillopora_meandrina_HIv1___RNAseq.g5509.t1
OG0006744	Peve_00043409, Peve_00029312	Pocillopora_meandrina_HIv1___RNAseq.g5526.t1
OG0006745	Peve_00028289, Peve_00035676	Pocillopora_meandrina_HIv1___RNAseq.g5527.t1
OG0006746	Peve_00019324	Pocillopora_meandrina_HIv1___RNAseq.g5568.t1
OG0006747	Peve_00019322	Pocillopora_meandrina_HIv1___RNAseq.g5573.t1
OG0006748	Peve_00019325, Peve_00030299	Pocillopora_meandrina_HIv1___RNAseq.g5575.t1
OG0006749	Peve_00030280	Pocillopora_meandrina_HIv1___RNAseq.g5599.t1
OG0006750	Peve_00030296	Pocillopora_meandrina_HIv1___RNAseq.g5612.t1
OG0006751	Peve_00030298	Pocillopora_meandrina_HIv1___RNAseq.g5614.t1
OG0006752	Peve_00010192, Peve_00011062	Pocillopora_meandrina_HIv1___RNAseq.g5632.t1
OG0006753	Peve_00011064, Peve_00010193	Pocillopora_meandrina_HIv1___RNAseq.g5635.t1
OG0006754	Peve_00011071, Peve_00010189	Pocillopora_meandrina_HIv1___RNAseq.g5646.t1b
OG0006755	Peve_00010191, Peve_00038053	Pocillopora_meandrina_HIv1___RNAseq.g5647.t1
OG0006756	Peve_00037700	Pocillopora_meandrina_HIv1___RNAseq.g30041.t1
OG0006757	Peve_00037696	Pocillopora_meandrina_HIv1___RNAseq.g30045.t1
OG0006758	Peve_00034672, Peve_00035175	Pocillopora_meandrina_HIv1___RNAseq.g18220.t1
OG0006759	Peve_00024799	Pocillopora_meandrina_HIv1___RNAseq.g18210.t1, Pocillopora_meandrina_HIv1___RNAseq.g18214.t1
OG0006760	Peve_00024801, Peve_00031830	Pocillopora_meandrina_HIv1___RNAseq.g18208.t1
OG0006761	Peve_00031841, Peve_00024802	Pocillopora_meandrina_HIv1___RNAseq.g18207.t1
OG0006762	Peve_00043666	Pocillopora_meandrina_HIv1___RNAseq.g30204.t1
OG0006763	Peve_00043636	Pocillopora_meandrina_HIv1___TS.g22504.t1
OG0006764	Peve_00043632	Pocillopora_meandrina_HIv1___RNAseq.g30255.t1
OG0006765	Peve_00041123	Pocillopora_meandrina_HIv1___RNAseq.27584_t
OG0006766	Peve_00041122, Peve_00014277	Pocillopora_meandrina_HIv1___RNAseq.g30275.t1
OG0006767	Peve_00027978	Pocillopora_meandrina_HIv1___RNAseq.g25679.t1
OG0006768	Peve_00040453	Pocillopora_meandrina_HIv1___RNAseq.g6047.t1
OG0006769	Peve_00007298, Peve_00008200	Pocillopora_meandrina_HIv1___RNAseq.g6046.t1
OG0006770	Peve_00018829	Pocillopora_meandrina_HIv1___TS.g24728.t1
OG0006771	Peve_00028535	Pocillopora_meandrina_HIv1___RNAseq.g6016.t1
OG0006772	Peve_00033284, Peve_00011632	Pocillopora_meandrina_HIv1___TS.g24733.t1
OG0006774	Peve_00012819	Pocillopora_meandrina_HIv1___RNAseq.g5277.t1, Pocillopora_meandrina_HIv1___TS.g23998.t1
OG0006775	Peve_00019993, Peve_00012821	Pocillopora_meandrina_HIv1___TS.g23987.t2
OG0006776	Peve_00024859, Peve_00012823	Pocillopora_meandrina_HIv1___RNAseq.g5274.t1
OG0006777	Peve_00040726, Peve_00030240	Pocillopora_meandrina_HIv1___RNAseq.g5378.t1
OG0006778	Peve_00040724, Peve_00030242	Pocillopora_meandrina_HIv1___RNAseq.g5376.t1
OG0006779	Peve_00040723, Peve_00030243	Pocillopora_meandrina_HIv1___RNAseq.g5375.t1
OG0006780	Peve_00007910	Pocillopora_meandrina_HIv1___RNAseq.g5347.t1
OG0006781	Peve_00003246, Peve_00022296	Pocillopora_meandrina_HIv1___RNAseq.g5327.t1
OG0006782	Peve_00003238, Peve_00022300	Pocillopora_meandrina_HIv1___RNAseq.g5326.t1
OG0006783	Peve_00013927, Peve_00038633	Pocillopora_meandrina_HIv1___RNAseq.g5317.t1
OG0006784	Peve_00013929, Peve_00038634	Pocillopora_meandrina_HIv1___RNAseq.g5319.t2
OG0006785	Peve_00017489	Pocillopora_meandrina_HIv1___RNAseq.g24413.t1
OG0006786	Peve_00017491	Pocillopora_meandrina_HIv1___RNAseq.g24414.t1
OG0006787	Peve_00013801	Pocillopora_meandrina_HIv1___RNAseq.g24272.t1
OG0006788	Peve_00013798, Peve_00013797	Pocillopora_meandrina_HIv1___RNAseq.g24274.t1
OG0006789	Peve_00020126, Peve_00017021	Pocillopora_meandrina_HIv1___RNAseq.g24826.t1
OG0006790	Peve_00043437	Pocillopora_meandrina_HIv1___RNAseq.g24836.t1
OG0006791	Peve_00027509	Pocillopora_meandrina_HIv1___RNAseq.g24859.t1
OG0006792	Peve_00039984, Peve_00014124	Pocillopora_meandrina_HIv1___TS.g12784.t1b
OG0006793	Peve_00036312, Peve_00012763	Pocillopora_meandrina_HIv1___RNAseq.g24842.t1
OG0006794	Peve_00015510	Pocillopora_meandrina_HIv1___TS.g12261.t1, Pocillopora_meandrina_HIv1___RNAseq.g24313.t1
OG0006795	Peve_00015503	Pocillopora_meandrina_HIv1___RNAseq.g9500.t1, Pocillopora_meandrina_HIv1___TS.g12823.t1
OG0006796	Peve_00015558	Pocillopora_meandrina_HIv1___RNAseq.g20560.t2, Pocillopora_meandrina_HIv1___RNAseq.g24290.t1
OG0006797	Peve_00015552	Pocillopora_meandrina_HIv1___RNAseq.g24288.t1, Pocillopora_meandrina_HIv1___RNAseq.g20558.t1
OG0006798	Peve_00029763	Pocillopora_meandrina_HIv1___RNAseq.g24894.t1
OG0006799	Peve_00001539, Peve_00009103	Pocillopora_meandrina_HIv1___RNAseq.g24763.t1
OG0006800	Peve_00001541, Peve_00009101	Pocillopora_meandrina_HIv1___RNAseq.g24764.t1
