"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V1","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"18938",18938,"Cluster_18723","ptg000023l:28446515-28453959",167,-21.78,2,20,5359,5380,18,"77.78%","83.33%","FUN_032052",-0.947881631971695,0.0141708347344779,0.786906848167144,NA,NA,NA,NA,NA,NA
"18966",18966,"Cluster_18723","ptg000023l:4876190-4904262",144,-20.1,2,19,16360,16380,17,"64.71%","76.47%","FUN_029716",-0.932201423912925,0.0209748106395717,0.884206907925977,NA,NA,NA,NA,NA,NA
"18986",18986,"Cluster_18723","ptg000024l:10136476-10147909",149,-20.99,2,21,9406,9425,19,"68.42%","73.68%","FUN_034660",-0.930887309686303,0.0215832235039925,0.89062761117699,NA,NA,NA,NA,NA,NA
"19000",19000,"Cluster_18723","ptg000024l:8629905-8664916",142,-22.38,2,11,10418,10439,9,"88.89%","88.89%","FUN_034415",-0.931347221951842,0.0213696514588321,0.888289428424868,NA,NA,NA,NA,NA,NA
"19026",19026,"Cluster_18723","ptg000025l:16749830-16765487",158,-20.33,2,21,13830,13850,19,"68.42%","84.21%","FUN_036223",0.942323457910639,0.0164831154902151,0.836070562462253,NA,NA,NA,NA,NA,NA
"19033",19033,"Cluster_18723","ptg000025l:2956916-3049968",144,-20.1,2,19,37701,37721,17,"64.71%","76.47%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19034",19034,"Cluster_18723","ptg000025l:2956916-3049968",151,-24.03,2,21,44317,44340,21,"61.90%","76.19%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19035",19035,"Cluster_18723","ptg000025l:2956916-3049968",151,-24.03,2,21,5108,5131,21,"61.90%","76.19%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19036",19036,"Cluster_18723","ptg000025l:2956916-3049968",151,-24.03,2,21,55757,55780,21,"61.90%","76.19%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19037",19037,"Cluster_18723","ptg000025l:2956916-3049968",151,-24.03,2,21,69728,69751,21,"61.90%","76.19%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19038",19038,"Cluster_18723","ptg000025l:2956916-3049968",151,-24.03,2,21,91884,91907,21,"61.90%","76.19%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19039",19039,"Cluster_18723","ptg000025l:2956916-3049968",161,-21.16,2,19,71194,71220,22,"72.73%","77.27%","FUN_035024",0.955321507397864,0.0112602878762005,0.74979791956272,"ptg000025l:2956916-3049968","P30974","Tachykinin-like peptides receptor 86C (NKD)","Drosophila melanogaster (Fruit fly)","G protein-coupled receptor signaling pathway [GO:0007186]; inter-male aggressive behavior [GO:0002121]; neuropeptide signaling pathway [GO:0007218]; tachykinin receptor signaling pathway [GO:0007217]","GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020"
"19124",19124,"Cluster_18723","ptg000031l:3196931-3247512",157,-22.28,2,14,44521,44542,12,"83.33%","100.00%","FUN_040029",0.913195885033744,0.0302975307260697,0.922979388371587,"ptg000031l:3196931-3247512","Q8C1B2","Protein mono-ADP-ribosyltransferase TIPARP (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 14) (ARTD14) (TCDD-inducible poly [ADP-ribose] polymerase)","Mus musculus (Mouse)","androgen metabolic process [GO:0008209]; cellular response to organic cyclic compound [GO:0071407]; estrogen metabolic process [GO:0008210]; face morphogenesis [GO:0060325]; female gonad development [GO:0008585]; hemopoiesis [GO:0030097]; kidney development [GO:0001822]; negative regulation of gene expression [GO:0010629]; nitrogen compound metabolic process [GO:0006807]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of protein catabolic process [GO:0045732]; post-embryonic development [GO:0009791]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; smooth muscle tissue development [GO:0048745]; vasculogenesis [GO:0001570]","GO:0000987; GO:0001570; GO:0001822; GO:0003950; GO:0005634; GO:0006807; GO:0008209; GO:0008210; GO:0008585; GO:0009791; GO:0010629; GO:0016779; GO:0030097; GO:0045732; GO:0046872; GO:0048008; GO:0048705; GO:0048745; GO:0060021; GO:0060325; GO:0071407; GO:0140803; GO:1990404"
"19125",19125,"Cluster_18723","ptg000031l:3196931-3247512",159,-21.7,2,21,48018,48043,23,"69.57%","73.91%","FUN_040029",0.913195885033744,0.0302975307260697,0.922979388371587,"ptg000031l:3196931-3247512","Q8C1B2","Protein mono-ADP-ribosyltransferase TIPARP (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 14) (ARTD14) (TCDD-inducible poly [ADP-ribose] polymerase)","Mus musculus (Mouse)","androgen metabolic process [GO:0008209]; cellular response to organic cyclic compound [GO:0071407]; estrogen metabolic process [GO:0008210]; face morphogenesis [GO:0060325]; female gonad development [GO:0008585]; hemopoiesis [GO:0030097]; kidney development [GO:0001822]; negative regulation of gene expression [GO:0010629]; nitrogen compound metabolic process [GO:0006807]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of protein catabolic process [GO:0045732]; post-embryonic development [GO:0009791]; roof of mouth development [GO:0060021]; skeletal system morphogenesis [GO:0048705]; smooth muscle tissue development [GO:0048745]; vasculogenesis [GO:0001570]","GO:0000987; GO:0001570; GO:0001822; GO:0003950; GO:0005634; GO:0006807; GO:0008209; GO:0008210; GO:0008585; GO:0009791; GO:0010629; GO:0016779; GO:0030097; GO:0045732; GO:0046872; GO:0048008; GO:0048705; GO:0048745; GO:0060021; GO:0060325; GO:0071407; GO:0140803; GO:1990404"
"19139",19139,"Cluster_18723","ptg000031l:9172051-9183094",163,-22.06,2,20,4711,4732,18,"77.78%","77.78%","FUN_040479",-0.92946259318115,0.022249171801366,0.899224865944741,NA,NA,NA,NA,NA,NA
"19183",19183,"Cluster_18723","ptg000047l:5113877-5136935",147,-20.71,2,21,1858,1875,19,"68.42%","73.68%","FUN_043181",0.89624394104443,0.0394890673917647,0.96546924320845,NA,NA,NA,NA,NA,NA
"19278",19278,"Cluster_18728","ntLink_6:1360784-1378074",157,-23.26,2,19,11362,11384,18,"77.78%","77.78%","FUN_000313",-0.92386854684692,0.0249262738856707,0.913078042181839,NA,NA,NA,NA,NA,NA
"19340",19340,"Cluster_18728","ntLink_6:7470901-7483378",157,-26.06,2,16,2094,2114,14,"85.71%","92.86%","FUN_001035",0.915314000778211,0.0292049306431772,0.922979388371587,NA,NA,NA,NA,NA,NA
"19356",19356,"Cluster_18728","ntLink_8:11423871-11428132",163,-25.23,2,21,15,33,19,"84.21%","84.21%","FUN_003444",-0.952852711813095,0.0122017889584391,0.766084851142397,NA,NA,NA,NA,NA,NA
"19405",19405,"Cluster_18728","ntLink_8:2613105-2686349",141,-23.52,2,14,18754,18775,12,"66.67%","83.33%","FUN_002508",-0.959614607957845,0.00968326501779142,0.717681557663573,"ntLink_8:2613105-2686349","Q5F4A1","G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)","Gallus gallus (Chicken)","apoptotic process [GO:0006915]","GO:0004842; GO:0005634; GO:0005730; GO:0005737; GO:0006915; GO:0046872"
"19408",19408,"Cluster_18728","ntLink_8:26577233-26653579",149,-20.28,2,16,37394,37414,14,"78.57%","85.71%","FUN_004759",-0.887528192405241,0.0445075251265319,0.96546924320845,"ntLink_8:26577233-26653579","P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"19409",19409,"Cluster_18728","ntLink_8:26577233-26653579",159,-20.28,2,21,72301,72325,22,"68.18%","77.27%","FUN_004759",-0.887528192405241,0.0445075251265319,0.96546924320845,"ntLink_8:26577233-26653579","P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"19410",19410,"Cluster_18728","ntLink_8:26657619-26668723",149,-20.28,2,16,5423,5443,14,"78.57%","85.71%","FUN_004760",-0.990823666023822,0.00105375339500693,0.545343267336266,NA,NA,NA,NA,NA,NA
"19459",19459,"Cluster_18728","ptg000001l:12604506-12649968",147,-21.05,2,20,25383,25409,23,"73.91%","73.91%","FUN_006453",-0.886161872691214,0.0453113596242247,0.96546924320845,"ptg000001l:12604506-12649968","P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"19482",19482,"Cluster_18728","ptg000001l:18007469-18030620",142,-21.24,2,11,5603,5624,9,"88.89%","88.89%","FUN_006894",0.908176501080264,0.0329374999391612,0.940558075334096,NA,NA,NA,NA,NA,NA
"19489",19489,"Cluster_18728","ptg000001l:19774510-19813094",145,-27.54,2,15,25866,25889,15,"73.33%","80.00%","FUN_007047",-0.905801351593038,0.0342111180807088,0.949976523036301,NA,NA,NA,NA,NA,NA
"19490",19490,"Cluster_18728","ptg000001l:19774510-19813094",157,-26.06,2,16,28963,28983,14,"85.71%","92.86%","FUN_007047",-0.905801351593038,0.0342111180807088,0.949976523036301,NA,NA,NA,NA,NA,NA
"19589",19589,"Cluster_18728","ptg000002l:7679646-7693617",154,-22.9,2,20,1041,1063,19,"73.68%","73.68%","FUN_008073",-0.910482685099999,0.0317157731410385,0.930568977376204,NA,NA,NA,NA,NA,NA
"19614",19614,"Cluster_18728","ptg000004l:1915228-1942563",163,-24.54,2,20,10507,10528,18,"77.78%","77.78%","FUN_009044",-0.890218576777999,0.0429381312828034,0.96546924320845,"ptg000004l:1915228-1942563","P56941","NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)","Sus scrofa (Pig)","bile acid metabolic process [GO:0008206]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; intestinal cholesterol absorption [GO:0030299]; intracellular cholesterol transport [GO:0032367]; lysosomal transport [GO:0007041]; negative regulation of TORC1 signaling [GO:1904262]; protein glycosylation [GO:0006486]; sterol transport [GO:0015918]","GO:0005319; GO:0005576; GO:0005635; GO:0005764; GO:0005765; GO:0005783; GO:0005886; GO:0006486; GO:0007041; GO:0008203; GO:0008206; GO:0015485; GO:0015918; GO:0016020; GO:0030299; GO:0030301; GO:0031902; GO:0032367; GO:0032934; GO:0042632; GO:0048471; GO:1904262"
"19659",19659,"Cluster_18728","ptg000007l:4293710-4343874",145,-21.01,2,10,18889,18910,8,"100.00%","100.00%","FUN_010924",-0.928413317434442,0.0227437974945603,0.904172175158257,"ptg000007l:4293710-4343874","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","","GO:0003964"
"19673",19673,"Cluster_18728","ptg000007l:8301619-8321446",145,-21.87,2,19,11255,11277,18,"66.67%","72.22%","FUN_011260",-0.916389168732905,0.028655276472656,0.922960338625226,"ptg000007l:8301619-8321446","Q6PF69","Major vault protein (MVP)","Xenopus laevis (African clawed frog)","","GO:0005634; GO:0005737; GO:1990904"
"19739",19739,"Cluster_18728","ptg000008l:31484875-31512289",147,-23.56,2,19,22142,22163,18,"72.22%","77.78%","FUN_014090",-0.974685493901093,0.00481650542275761,0.584545386812482,"ptg000008l:31484875-31512289","O08746","Matrilin-2","Mus musculus (Mouse)","axon guidance [GO:0007411]; dendrite regeneration [GO:0031104]; extracellular matrix organization [GO:0030198]; glial cell migration [GO:0008347]; neuron migration [GO:0001764]; neuron projection development [GO:0031175]; response to axon injury [GO:0048678]","GO:0001764; GO:0005509; GO:0005604; GO:0005615; GO:0007411; GO:0008347; GO:0030198; GO:0031012; GO:0031104; GO:0031175; GO:0048678; GO:0062023; GO:0120216"
"19741",19741,"Cluster_18728","ptg000008l:31847994-31859126",145,-20.04,2,20,7492,7512,18,"61.11%","77.78%","FUN_014112",-0.926139015651018,0.0238278836616737,0.911947326397717,"ptg000008l:31847994-31859126","O57321","Excitatory amino acid transporter 1 (SEAAT1) (Sodium-dependent glutamate/aspartate transporter) (GLAST)","Ambystoma tigrinum (Eastern tiger salamander)","chloride transmembrane transport [GO:1902476]; D-aspartate import across plasma membrane [GO:0070779]; L-aspartate import across plasma membrane [GO:0140009]; L-glutamate import across plasma membrane [GO:0098712]; potassium ion transmembrane transport [GO:0071805]","GO:0005314; GO:0005886; GO:0015501; GO:0046872; GO:0070779; GO:0071805; GO:0098712; GO:0140009; GO:1902476"
"19771",19771,"Cluster_18728","ptg000009l:10847897-10888918",150,-20.15,2,21,7847,7870,21,"66.67%","76.19%","FUN_015490",-0.915646852474276,0.0290344094653453,0.922979388371587,NA,NA,NA,NA,NA,NA
"19832",19832,"Cluster_18728","ptg000009l:287232-304756",142,-20.19,2,21,6523,6548,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19833",19833,"Cluster_18728","ptg000009l:287232-304756",143,-22.81,2,21,4426,4451,23,"56.52%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19834",19834,"Cluster_18728","ptg000009l:287232-304756",144,-20.22,2,18,8317,8339,17,"70.59%","70.59%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19835",19835,"Cluster_18728","ptg000009l:287232-304756",144,-21.55,2,18,4411,4433,17,"70.59%","70.59%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19836",19836,"Cluster_18728","ptg000009l:287232-304756",144,-21.55,2,18,4519,4541,17,"70.59%","70.59%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19837",19837,"Cluster_18728","ptg000009l:287232-304756",145,-20.53,2,21,7954,7979,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19838",19838,"Cluster_18728","ptg000009l:287232-304756",145,-20.58,2,21,7675,7700,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19839",19839,"Cluster_18728","ptg000009l:287232-304756",145,-21.25,2,21,6595,6620,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19840",19840,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,4849,4874,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19841",19841,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5137,5162,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19842",19842,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5281,5306,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19843",19843,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5353,5378,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19844",19844,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5533,5558,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19845",19845,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5677,5702,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19846",19846,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5839,5864,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19847",19847,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,5911,5936,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19848",19848,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6091,6116,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19849",19849,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6235,6260,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19850",19850,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6379,6404,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19851",19851,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6397,6422,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19852",19852,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6415,6440,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19853",19853,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6613,6638,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19854",19854,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6703,6728,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19855",19855,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6721,6746,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19856",19856,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6739,6764,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19857",19857,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6757,6782,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19858",19858,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6883,6908,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19859",19859,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,6901,6926,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19860",19860,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7072,7097,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19861",19861,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7261,7286,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19862",19862,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7387,7412,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19863",19863,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7495,7520,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19864",19864,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7621,7646,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19865",19865,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7855,7880,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19866",19866,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,7936,7961,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19867",19867,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,8278,8303,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19868",19868,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,8296,8321,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19869",19869,"Cluster_18728","ptg000009l:287232-304756",145,-22.59,2,21,8521,8546,23,"65.22%","73.91%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19870",19870,"Cluster_18728","ptg000009l:287232-304756",146,-20.92,2,21,5461,5486,23,"65.22%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19871",19871,"Cluster_18728","ptg000009l:287232-304756",146,-20.92,2,21,5785,5810,23,"65.22%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19872",19872,"Cluster_18728","ptg000009l:287232-304756",146,-20.92,2,21,6019,6044,23,"65.22%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19873",19873,"Cluster_18728","ptg000009l:287232-304756",146,-20.92,2,21,6325,6350,23,"65.22%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19874",19874,"Cluster_18728","ptg000009l:287232-304756",147,-20.59,2,21,6967,6989,20,"65.00%","70.00%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19875",19875,"Cluster_18728","ptg000009l:287232-304756",147,-21.65,2,21,5371,5396,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19876",19876,"Cluster_18728","ptg000009l:287232-304756",147,-21.65,2,21,5695,5720,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19877",19877,"Cluster_18728","ptg000009l:287232-304756",147,-21.65,2,21,5929,5954,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19878",19878,"Cluster_18728","ptg000009l:287232-304756",147,-21.65,2,21,6253,6278,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19879",19879,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,5101,5126,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19880",19880,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,5119,5144,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19881",19881,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,5155,5180,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19882",19882,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,6775,6800,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19883",19883,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,7135,7160,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
"19884",19884,"Cluster_18728","ptg000009l:287232-304756",147,-22.59,2,21,7279,7304,23,"60.87%","69.57%","FUN_014449",-0.937787808748089,0.0184523766702319,0.850309794188961,NA,NA,NA,NA,NA,NA
