# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/19-Apul-lncRNA-matrix/Apul-lncRNAs.gtf" "-o" "../output/19-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam
lncRNA_12897	ptg000019l	3187663	3188220	+	558	26	0	49	2	70
lncRNA_12898	ptg000019l	3190189	3190646	+	458	18	14	58	0	82
lncRNA_12899	ptg000019l	3220879	3221244	+	366	46	53	17	51	65
lncRNA_12900	ptg000019l	3225602	3227799	+	2198	36	2	47	19	214
lncRNA_12901	ptg000019l	3228113	3228828	+	716	6	0	22	4	97
lncRNA_12902	ptg000019l	3266861	3267270	+	410	0	16	20	0	47
lncRNA_12903	ptg000019l	3332198	3333086	+	889	3	0	4	0	18
lncRNA_12904	ptg000019l	3340091	3340297	+	207	0	4	1	0	1
lncRNA_12905	ptg000019l	3343300	3343553	+	254	14	6	3	2	0
lncRNA_12906	ptg000019l	3353243	3354407	+	1165	31	16	31	9	132
lncRNA_12907	ptg000019l	3396326	3397247	+	922	48	0	59	6	68
lncRNA_12908	ptg000019l	3410619	3411575	+	957	19	0	56	0	108
lncRNA_12909	ptg000019l	3431633	3432325	+	693	2	0	12	9	138
lncRNA_12910	ptg000019l	3452762	3453047	+	286	4	3	21	3	42
lncRNA_12911	ptg000019l	3455859	3456089	+	231	2	8	2	0	39
lncRNA_12912	ptg000019l	3478728	3480955	+	2228	114	59	190	20	519
lncRNA_12913	ptg000019l	3482266	3482872	+	607	9	2	0	0	49
lncRNA_12914	ptg000019l	3487960	3488890	+	931	60	3	16	2	189
lncRNA_12915	ptg000019l	3499988	3500592	+	605	4	1	54	0	3
lncRNA_12916	ptg000019l	3510689	3510927	+	239	7	8	22	9	1
lncRNA_12917	ptg000019l	3546626	3547392	+	767	0	0	30	0	138
lncRNA_12918	ptg000019l	3550782	3551820	+	1039	3	9	17	5	95
lncRNA_12919	ptg000019l	3583948	3584205	+	258	45	24	16	67	9
lncRNA_12920	ptg000019l	3674916	3675996	+	1081	0	3	22	59	42
lncRNA_12921	ptg000019l	3840325	3840775	+	451	0	0	22	2	0
lncRNA_12922	ptg000019l	4027620	4027848	+	229	0	0	0	24	6
lncRNA_12923	ptg000019l	4030432	4031346	+	915	2	0	2	39	1
lncRNA_12924	ptg000019l	4124506	4124953	+	448	0	2	20	0	41
lncRNA_12925	ptg000019l	4130175	4130482	+	308	8	0	24	0	5
lncRNA_12926	ptg000019l	4138337	4140397	+	2061	318	148	121	204	74
lncRNA_12927	ptg000019l	4141999	4142749	+	751	39	8	35	18	102
lncRNA_12928	ptg000019l	4142999	4143233	+	235	1	0	7	3	24
lncRNA_12929	ptg000019l	4196740	4197363	+	624	1	0	1	2	12
lncRNA_12930	ptg000019l	4357185	4357709	+	525	101	0	23	96	0
lncRNA_12931	ptg000019l	4401564	4403898	+	2335	24	7	111	43	274
lncRNA_12932	ptg000019l	4445489	4447104	+	1616	62	20	37	0	122
lncRNA_12933	ptg000019l	4472181	4472604	+	424	37	0	0	0	6
lncRNA_12934	ptg000019l	4514101	4514849	+	749	16	2	4	0	102
lncRNA_12935	ptg000019l	4521426	4522023	+	598	47	10	48	0	80
lncRNA_12936	ptg000019l	4533063	4533773	+	711	52	0	90	0	432
lncRNA_12937	ptg000019l	4546723	4546990	+	268	0	0	16	0	0
lncRNA_12938	ptg000019l	4576169	4578203	+	2035	11	0	43	14	245
lncRNA_12939	ptg000019l	4579337	4579868	+	532	37	2	38	0	64
lncRNA_12940	ptg000019l	4750389	4750600	+	212	0	10	6	5	14
lncRNA_12941	ptg000019l	4773546	4773843	+	298	0	7	1	0	23
lncRNA_12942	ptg000019l	4845834	4846350	+	517	13	0	14	0	52
lncRNA_12943	ptg000019l	4875720	4876332	+	613	15	17	29	28	132
lncRNA_12944	ptg000019l	4878720	4879185	+	466	13	2	80	4	27
lncRNA_12945	ptg000019l	4879502	4879886	+	385	78	4	62	0	91
lncRNA_12946	ptg000019l	4931710	4932261	+	552	10	47	4	14	8
lncRNA_12947	ptg000019l	4945726	4946036	+	311	36	0	20	4	2
lncRNA_12948	ptg000019l	4951262	4951591	+	330	27	1	16	15	1
lncRNA_12949	ptg000019l	4960373	4960680	+	308	10	0	52	0	0
lncRNA_12950	ptg000019l	4963326	4963571	+	246	0	1	4	0	27
lncRNA_12951	ptg000019l	4964329	4965331	+	1003	172	54	21	7	186
lncRNA_12952	ptg000019l	4968175	4969265	+	1091	11	0	63	0	246
lncRNA_12953	ptg000019l	5044049	5045602	+	1554	13	2	33	2	191
lncRNA_12954	ptg000019l	5056839	5057130	+	292	6	0	2	20	0
lncRNA_12955	ptg000019l	5166970	5167440	+	471	14	0	17	0	139
lncRNA_12956	ptg000019l	5212676	5212884	+	209	0	10	0	0	20
lncRNA_12957	ptg000019l	5274530	5274937	+	408	6	2	4	8	40
lncRNA_12958	ptg000019l	5299600	5300106	+	507	14	0	30	6	148
lncRNA_12959	ptg000019l	5309166	5309660	+	495	28	2	52	6	86
lncRNA_12960	ptg000019l	5310868	5311832	+	965	54	13	151	11	395
lncRNA_12961	ptg000019l	5315171	5315600	+	430	22	8	42	0	91
lncRNA_12962	ptg000019l	5316740	5317966	+	1227	22	2	96	28	232
lncRNA_12963	ptg000019l	5348900	5350418	+	1519	3201	1388	1548	1177	844
lncRNA_12964	ptg000019l	5351286	5351614	+	329	27	0	0	0	0
lncRNA_12965	ptg000019l	5351872	5352268	+	397	23	0	0	18	10
lncRNA_12966	ptg000019l	5485947	5486340	+	394	10	0	26	10	13
lncRNA_12967	ptg000019l	5563278	5563651	+	374	6	0	22	6	70
lncRNA_12968	ptg000019l	5566327	5566572	+	246	0	22	8	1	6
lncRNA_12969	ptg000019l	5567116	5568244	+	1129	10	0	25	0	235
lncRNA_12970	ptg000019l	5572679	5572904	+	226	0	0	8	14	19
lncRNA_12971	ptg000019l	5573306	5574281	+	976	38	1	35	0	187
lncRNA_12972	ptg000019l	5592584	5593671	+	1088	51	0	70	85	56
lncRNA_12973	ptg000019l	5602119	5602804	+	686	0	50	29	6	16
lncRNA_12974	ptg000019l	5643027	5643607	+	581	12	0	6	6	40
lncRNA_12975	ptg000019l	5704155	5704861	+	707	41	0	53	0	92
lncRNA_12976	ptg000019l	5732381	5732949	+	569	6	0	4	0	33
lncRNA_12977	ptg000019l	5757191	5759973	+	2783	96	105	328	343	159
lncRNA_12978	ptg000019l	5788467	5788701	+	235	32	15	0	2	1
lncRNA_12979	ptg000019l	5789560	5790086	+	527	5	2	4	38	14
lncRNA_12980	ptg000019l	5835634	5836196	+	563	53	2	55	13	0
lncRNA_12981	ptg000019l	5920651	5921070	+	420	49	0	2	1	2
lncRNA_12982	ptg000019l	5924878	5926071	+	1194	33	7	26	8	101
lncRNA_12983	ptg000019l	5942175	5942380	+	206	10	10	8	19	12
lncRNA_12984	ptg000019l	5954367	5954633	+	267	24	0	12	1	10
lncRNA_12985	ptg000019l	5998408	5998690	+	283	0	0	0	0	0
lncRNA_12986	ptg000019l	5999343	5999756	+	414	0	1	0	0	21
lncRNA_12987	ptg000020l	13011	14506	+	1496	0	0	0	0	0
lncRNA_12988	ptg000020l	78391	78962	+	572	2	2	28	14	59
lncRNA_12989	ptg000020l	203406	205669	+	2264	32150	44212	35234	31958	14917
lncRNA_12990	ptg000020l	237575	239687	+	2113	0	0	0	0	0
lncRNA_12991	ptg000020l	237575	239687	+	2113	0	0	0	0	0
lncRNA_12992	ptg000020l	571056	575048	+	3993	0	0	0	0	0
lncRNA_12993	ptg000020l	571056	575048	+	3993	0	0	0	0	0
lncRNA_12994	ptg000020l	591530	591782	+	253	19	20	5	9	10
lncRNA_12995	ptg000020l	593077	596359	+	3283	91	38	181	73	591
lncRNA_12996	ptg000020l	1297471	1298603	+	1133	3	0	71	33	44
lncRNA_12997	ptg000020l	1329204	1334539	+	5336	253	43	207	629	354
lncRNA_12998	ptg000020l	1402915	1404058	+	1144	0	0	0	0	0
lncRNA_12999	ptg000020l	1403038	1404058	+	1021	0	0	0	0	0
lncRNA_13000	ptg000020l	1432376	1432881	+	506	3905	53	25	149	36
lncRNA_13001	ptg000020l	1449043	1454520	+	5478	171	79	194	467	239
lncRNA_13002	ptg000020l	2129248	2129665	+	418	15	25	13	25	2
lncRNA_13003	ptg000020l	2193148	2197101	+	3954	104	130	63	176	0
lncRNA_13004	ptg000020l	2206637	2207100	+	464	1	0	2	44	16
lncRNA_13005	ptg000020l	2373776	2375564	+	1789	47	4	15	3	7
lncRNA_13006	ptg000020l	2589889	2596161	+	6273	175	11	165	15	657
lncRNA_13007	ptg000020l	2613831	2616164	+	2334	43	12	1	8	37
lncRNA_13008	ptg000020l	2894727	2897189	+	2463	2402	2173	1369	2215	2726
lncRNA_13009	ptg000020l	3086383	3087706	+	1324	121	97	62	177	214
lncRNA_13010	ptg000020l	3116472	3117849	+	1378	105	159	37	5	61
lncRNA_13011	ptg000020l	3179531	3180709	+	1179	0	0	136	0	0
lncRNA_13012	ptg000020l	3202145	3202787	+	643	2	21	53	42	5
lncRNA_13013	ptg000020l	3531530	3536610	+	5081	0	1	15	17	14
lncRNA_13014	ptg000020l	3903219	3908046	+	4828	49	118	104	143	116
lncRNA_13015	ptg000020l	3920899	3922576	+	1678	5208	4033	4553	4092	1017
lncRNA_13016	ptg000020l	4079266	4081156	+	1891	16	7	2	26	47
lncRNA_13017	ptg000020l	4079940	4081765	+	1826	9	14	2	14	69
lncRNA_13018	ptg000020l	4154164	4169705	+	15542	2000	609	1791	3151	390
lncRNA_13019	ptg000020l	4160453	4166771	+	6319	0	0	0	0	0
lncRNA_13020	ptg000020l	4226813	4229463	+	2651	0	0	0	0	0
lncRNA_13021	ptg000020l	4226813	4229463	+	2651	0	0	0	0	0
lncRNA_13022	ptg000020l	4226839	4229463	+	2625	0	0	0	0	0
lncRNA_13023	ptg000020l	4226839	4229463	+	2625	0	0	0	0	0
lncRNA_13024	ptg000020l	4226839	4229463	+	2625	0	0	0	0	0
lncRNA_13025	ptg000020l	4333304	4334285	+	982	1018	1453	577	916	944
lncRNA_13026	ptg000020l	4547267	4548243	+	977	260	101	31	260	67
lncRNA_13027	ptg000020l	4600859	4606317	+	5459	70	14	45	18	128
lncRNA_13028	ptg000020l	4602304	4606317	+	4014	0	0	0	0	0
lncRNA_13029	ptg000020l	4603004	4606317	+	3314	0	0	0	0	0
lncRNA_13030	ptg000020l	4758497	4761011	+	2515	41	33	15	192	160
lncRNA_13031	ptg000020l	5179084	5179615	+	532	531	116	286	560	342
lncRNA_13032	ptg000020l	5415819	5427894	+	12076	890	789	490	647	607
lncRNA_13033	ptg000020l	5499309	5501191	+	1883	48	361	192	83	190
lncRNA_13034	ptg000020l	5505563	5507709	+	2147	580	3	50	3	144
lncRNA_13035	ptg000020l	6310960	6320289	+	9330	7518	6	12	20	60
lncRNA_13036	ptg000020l	6350445	6357534	+	7090	256	0	2	2	18
lncRNA_13037	ptg000020l	6353265	6354712	+	1448	0	0	0	0	0
lncRNA_13038	ptg000020l	6415591	6416796	+	1206	2	8	10	11	15
lncRNA_13039	ptg000020l	6416149	6416796	+	648	0	0	0	0	0
lncRNA_13040	ptg000020l	6737939	6738318	+	380	21	75	92	17	4
lncRNA_13041	ptg000020l	6871583	6872890	+	1308	168	95	54	121	137
lncRNA_13042	ptg000020l	7057983	7058743	+	761	74	1	0	5	0
lncRNA_13043	ptg000020l	7701673	7702817	+	1145	3	12	4	0	16
lncRNA_13044	ptg000020l	7836754	7837176	+	423	12	16	13	14	44
lncRNA_13045	ptg000020l	7883080	7965887	+	82808	313	59	285	330	579
lncRNA_13046	ptg000020l	7894374	7939068	+	44695	0	0	0	0	0
lncRNA_13047	ptg000020l	7993896	7995602	+	1707	0	0	0	0	0
lncRNA_13048	ptg000020l	7993916	8004938	+	11023	2	9	12	29	33
lncRNA_13049	ptg000020l	8057293	8058281	+	989	7	0	0	77	0
lncRNA_13050	ptg000020l	8305068	8307836	+	2769	78	13	118	99	228
lncRNA_13051	ptg000020l	8389256	8394456	+	5201	188	145	105	76	125
lncRNA_13052	ptg000020l	8795072	8796622	+	1551	365	4	10	412	11
lncRNA_13053	ptg000020l	8797204	8798848	+	1645	852	50	192	624	19
lncRNA_13054	ptg000020l	8894110	8894725	+	616	0	0	0	0	0
lncRNA_13055	ptg000020l	9058652	9059373	+	722	9	0	36	8	135
lncRNA_13056	ptg000020l	9145881	9149064	+	3184	0	0	0	0	0
lncRNA_13057	ptg000020l	9145894	9149064	+	3171	0	0	0	0	0
lncRNA_13058	ptg000020l	9336915	9339714	+	2800	1157	180	1350	1335	1718
lncRNA_13059	ptg000020l	9445282	9448370	+	3089	0	0	0	0	0
lncRNA_13060	ptg000020l	9445282	9448370	+	3089	0	0	0	0	0
lncRNA_13061	ptg000020l	9544914	9550107	+	5194	0	0	0	0	0
lncRNA_13062	ptg000020l	9544914	9550107	+	5194	0	0	0	0	0
lncRNA_13063	ptg000020l	9544919	9550107	+	5189	0	0	0	0	0
lncRNA_13064	ptg000020l	9544919	9550107	+	5189	0	0	0	0	0
lncRNA_13065	ptg000020l	9544930	9550107	+	5178	0	0	0	0	0
lncRNA_13066	ptg000020l	9544930	9550107	+	5178	0	0	0	0	0
lncRNA_13067	ptg000020l	9546705	9550107	+	3403	0	0	0	0	0
lncRNA_13068	ptg000020l	10038319	10038937	+	619	60	0	23	0	41
lncRNA_13069	ptg000020l	10047283	10053312	+	6030	67	4	9	173	95
lncRNA_13070	ptg000020l	10062207	10065101	+	2895	26	5	13	234	2
lncRNA_13071	ptg000020l	10083378	10083589	+	212	98	0	0	199	14
lncRNA_13072	ptg000020l	10202854	10204017	+	1164	13	2	0	13	7
lncRNA_13073	ptg000020l	10269876	10270187	+	312	223	58	58	187	68
lncRNA_13074	ptg000020l	10336805	10337996	+	1192	131	30	47	88	55
lncRNA_13075	ptg000020l	10399094	10410814	+	11721	0	0	0	0	0
lncRNA_13076	ptg000020l	10399102	10410425	+	11324	0	0	0	0	0
lncRNA_13077	ptg000020l	10399102	10410425	+	11324	0	0	0	0	0
lncRNA_13078	ptg000020l	10399102	10410814	+	11713	0	0	0	0	0
lncRNA_13079	ptg000020l	10399102	10410814	+	11713	0	0	0	0	0
lncRNA_13080	ptg000020l	10399338	10410814	+	11477	0	0	0	0	0
lncRNA_13081	ptg000020l	10399338	10410814	+	11477	0	0	0	0	0
lncRNA_13082	ptg000020l	10399338	10410814	+	11477	0	0	0	0	0
lncRNA_13083	ptg000020l	10399338	10410814	+	11477	0	0	0	0	0
lncRNA_13084	ptg000020l	10399338	10410814	+	11477	0	0	0	0	0
lncRNA_13085	ptg000020l	10399469	10404042	+	4574	0	0	0	0	0
lncRNA_13086	ptg000020l	10399469	10410425	+	10957	0	0	0	0	0
lncRNA_13087	ptg000020l	10399469	10410425	+	10957	0	0	0	0	0
lncRNA_13088	ptg000020l	10399469	10410425	+	10957	0	0	0	0	0
lncRNA_13089	ptg000020l	10399586	10410814	+	11229	0	0	0	0	0
lncRNA_13090	ptg000020l	10399586	10410814	+	11229	0	0	0	0	0
lncRNA_13091	ptg000020l	10399586	10410814	+	11229	0	0	0	0	0
lncRNA_13092	ptg000020l	10717802	10720800	+	2999	170	5	211	20	672
lncRNA_13093	ptg000020l	11322676	11325695	+	3020	8	0	25	4	0
lncRNA_13094	ptg000020l	11331707	11332921	+	1215	0	0	0	0	0
lncRNA_13095	ptg000020l	11348634	11350150	+	1517	0	0	0	0	0
lncRNA_13096	ptg000020l	11348634	11350150	+	1517	0	0	0	0	0
lncRNA_13097	ptg000020l	11360075	11360622	+	548	0	0	0	0	2
lncRNA_13098	ptg000020l	11726911	11728412	+	1502	0	0	0	0	0
lncRNA_13099	ptg000020l	11880088	11905832	+	25745	172	115	203	108	665
lncRNA_13100	ptg000020l	11925971	11929063	+	3093	0	0	0	0	0
lncRNA_13101	ptg000020l	11925971	11929063	+	3093	0	0	0	0	0
lncRNA_13102	ptg000020l	11959688	11960215	+	528	2	0	4	0	46
lncRNA_13103	ptg000020l	12070063	12073467	+	3405	4	2	3	0	0
lncRNA_13104	ptg000020l	12070239	12073467	+	3229	0	0	0	0	0
lncRNA_13105	ptg000020l	12070248	12073467	+	3220	0	0	0	0	0
lncRNA_13106	ptg000020l	12213414	12216900	+	3487	132	100	8	9	23
lncRNA_13107	ptg000020l	12633338	12635795	+	2458	10	50	41	83	44
lncRNA_13108	ptg000020l	12636005	12647629	+	11625	1	52	16	56	4
lncRNA_13109	ptg000020l	12708766	12712683	+	3918	387	173	34	445	162
lncRNA_13110	ptg000020l	13049441	13049651	+	211	28	0	18	7	0
lncRNA_13111	ptg000020l	14424211	14425196	+	986	72	92	45	8	25
lncRNA_13112	ptg000020l	14425936	14426683	+	748	20	123	25	1	15
lncRNA_13113	ptg000020l	15279742	15281630	+	1889	11	11	171	0	5
lncRNA_13114	ptg000020l	15296677	15297861	+	1185	4	14	4	12	0
lncRNA_13115	ptg000020l	15858524	15862750	+	4227	12	20	4	29	23
lncRNA_13116	ptg000020l	15859618	15862750	+	3133	0	0	0	0	0
lncRNA_13117	ptg000020l	15894140	15895193	+	1054	9	0	11	0	205
lncRNA_13118	ptg000020l	15918235	15920954	+	2720	20	147	173	4	63
lncRNA_13119	ptg000020l	16222219	16223740	+	1522	1	2	0	27	0
lncRNA_13120	ptg000020l	16222895	16223740	+	846	0	0	0	0	0
lncRNA_13121	ptg000020l	16400856	16401467	+	612	10	6	5	31	0
lncRNA_13122	ptg000020l	17348473	17361437	+	12965	0	2	3	0	29
lncRNA_13123	ptg000020l	17611663	17616376	+	4714	14	0	12	2	158
lncRNA_13124	ptg000020l	6028	16241	+	10214	10	5	137	0	86
lncRNA_13125	ptg000020l	124648	127047	+	2400	72706	55223	22644	35001	18916
lncRNA_13126	ptg000020l	348498	352869	+	4372	769	402	536	662	672
lncRNA_13127	ptg000020l	926561	927800	+	1240	315	260	197	303	287
lncRNA_13128	ptg000020l	1121905	1126270	+	4366	51	144	41	153	74
lncRNA_13129	ptg000020l	1139531	1142715	+	3185	44	79	5	26	10
lncRNA_13130	ptg000020l	1141579	1141992	+	414	0	0	0	0	0
lncRNA_13131	ptg000020l	1274875	1275750	+	876	174	0	2	0	454
lncRNA_13132	ptg000020l	1322302	1325874	+	3573	27	99	8	121	103
lncRNA_13133	ptg000020l	1634043	1637980	+	3938	482	364	271	50	738
lncRNA_13134	ptg000020l	1684903	1686609	+	1707	161	2	6	42	0
lncRNA_13135	ptg000020l	1740149	1742222	+	2074	0	0	0	0	0
lncRNA_13136	ptg000020l	1740149	1742571	+	2423	77	19	70	0	28
lncRNA_13137	ptg000020l	1981143	1983154	+	2012	425	443	175	411	645
lncRNA_13138	ptg000020l	2010645	2012561	+	1917	341	411	95	194	255
lncRNA_13139	ptg000020l	2070924	2071634	+	711	362	1940	1593	325	456
lncRNA_13140	ptg000020l	2109512	2116170	+	6659	369	58	106	190	317
lncRNA_13141	ptg000020l	2202952	2205125	+	2174	6	14	246	31	53
lncRNA_13142	ptg000020l	2406626	2407332	+	707	22	4	7	3	38
lncRNA_13143	ptg000020l	2441958	2442629	+	672	48	16	28	11	0
lncRNA_13144	ptg000020l	2596108	2602172	+	6065	176	11	233	16	735
lncRNA_13145	ptg000020l	2608193	2610902	+	2710	301	46	299	22	1055
lncRNA_13146	ptg000020l	2613665	2614440	+	776	7	0	0	0	11
lncRNA_13147	ptg000020l	2617575	2619402	+	1828	25	20	0	16	257
lncRNA_13148	ptg000020l	2622184	2626851	+	4668	227	49	290	117	1032
lncRNA_13149	ptg000020l	2644940	2672547	+	27608	1	0	0	0	0
lncRNA_13150	ptg000020l	2645004	2672547	+	27544	0	0	0	0	0
lncRNA_13151	ptg000020l	2645012	2672547	+	27536	0	0	0	0	0
lncRNA_13152	ptg000020l	2645015	2664906	+	19892	0	0	0	0	0
lncRNA_13153	ptg000020l	3012340	3020865	+	8526	1	0	2	59	37
lncRNA_13154	ptg000020l	3013101	3020865	+	7765	0	0	0	0	0
lncRNA_13155	ptg000020l	3015545	3020865	+	5321	0	0	0	0	0
lncRNA_13156	ptg000020l	3015545	3020865	+	5321	0	0	0	0	0
lncRNA_13157	ptg000020l	3087098	3089199	+	2102	0	11	5	145	153
lncRNA_13158	ptg000020l	3110931	3117029	+	6099	655	673	269	235	506
lncRNA_13159	ptg000020l	3042856	3047555	+	4700	0	0	0	0	0
lncRNA_13160	ptg000020l	3042856	3047555	+	4700	0	0	0	0	0
lncRNA_13161	ptg000020l	3049162	3051409	+	2248	77	19	0	118	81
lncRNA_13162	ptg000020l	3063042	3065085	+	2044	121	38	15	554	406
lncRNA_13163	ptg000020l	3141817	3144265	+	2449	62	6	52	15	63
lncRNA_13164	ptg000020l	3153309	3159891	+	6583	97	231	257	83	181
lncRNA_13165	ptg000020l	3153735	3159891	+	6157	0	0	0	0	0
lncRNA_13166	ptg000020l	3510607	3512159	+	1553	35	10	15	34	23
lncRNA_13167	ptg000020l	3531829	3537587	+	5759	9	17	15	100	33
lncRNA_13168	ptg000020l	4007675	4019321	+	11647	5376	555	2304	443	2061
lncRNA_13169	ptg000020l	4073253	4079035	+	5783	0	0	0	0	0
lncRNA_13170	ptg000020l	4073253	4079035	+	5783	0	0	0	0	0
lncRNA_13171	ptg000020l	4117697	4118255	+	559	67	141	48	87	301
lncRNA_13172	ptg000020l	4233822	4236016	+	2195	0	0	0	0	7
lncRNA_13173	ptg000020l	4234087	4236016	+	1930	0	0	0	0	0
lncRNA_13174	ptg000020l	4234115	4235923	+	1809	0	0	0	0	0
lncRNA_13175	ptg000020l	4914878	4916858	+	1981	10	22	71	27	44
lncRNA_13176	ptg000020l	5279482	5283193	+	3712	16	82	8	34	6
lncRNA_13177	ptg000020l	5352438	5352694	+	257	39	48	47	80	22
lncRNA_13178	ptg000020l	5427686	5429368	+	1683	689	550	371	649	740
lncRNA_13179	ptg000020l	5497524	5499145	+	1622	6279	13560	7490	12239	6377
lncRNA_13180	ptg000020l	5752002	5753207	+	1206	56	144	86	155	156
lncRNA_13181	ptg000020l	5774150	5778973	+	4824	236	305	114	630	751
lncRNA_13182	ptg000020l	6332861	6333417	+	557	0	0	0	0	22
lncRNA_13183	ptg000020l	6373542	6375712	+	2171	182	19	6	15	4
lncRNA_13184	ptg000020l	6651587	6652158	+	572	0	0	2	2	0
lncRNA_13185	ptg000020l	7025112	7025427	+	316	0	9	0	50	3
lncRNA_13186	ptg000020l	7093988	7095784	+	1797	139	549	48	70	39
lncRNA_13187	ptg000020l	7342975	7344055	+	1081	0	0	0	0	7
lncRNA_13188	ptg000020l	7573402	7575777	+	2376	187	71	25	48	16
lncRNA_13189	ptg000020l	7704325	7705242	+	918	3	0	0	7	24
lncRNA_13190	ptg000020l	8126990	8138151	+	11162	5682	2330	2424	4963	2883
lncRNA_13191	ptg000020l	8301342	8305025	+	3684	29	18	166	285	213
lncRNA_13192	ptg000020l	8367205	8367637	+	433	36	55	47	32	12
lncRNA_13193	ptg000020l	8555483	8556141	+	659	24	29	7	88	54
lncRNA_13194	ptg000020l	8587913	8589060	+	1148	0	0	0	0	46
lncRNA_13195	ptg000020l	8673528	8674295	+	768	69	0	28	86	107
lncRNA_13196	ptg000020l	8689088	8689323	+	236	0	2	0	12	10
lncRNA_13197	ptg000020l	8754355	8757254	+	2900	111	2	35	49	16
lncRNA_13198	ptg000020l	8893978	8894882	+	905	3	0	0	23	1
lncRNA_13199	ptg000020l	8972725	8973949	+	1225	0	0	0	0	0
lncRNA_13200	ptg000020l	8972725	8975391	+	2667	42	6	6	33	26
lncRNA_13201	ptg000020l	9257582	9257884	+	303	0	0	9	20	25
lncRNA_13202	ptg000020l	9425448	9429856	+	4409	51	24	34	61	63
lncRNA_13203	ptg000020l	9426371	9429856	+	3486	0	0	0	0	0
lncRNA_13204	ptg000020l	9654896	9657156	+	2261	28	175	78	72	393
lncRNA_13205	ptg000020l	10003089	10004735	+	1647	34	45	13	45	18
lncRNA_13206	ptg000020l	10043263	10045715	+	2453	30	22	15	95	118
lncRNA_13207	ptg000020l	10047283	10050613	+	3331	0	0	0	0	0
lncRNA_13208	ptg000020l	10086936	10091056	+	4121	164	13	41	245	121
lncRNA_13209	ptg000020l	10240002	10242336	+	2335	146	55	133	108	451
lncRNA_13210	ptg000020l	10951571	10952458	+	888	15	0	21	0	69
lncRNA_13211	ptg000020l	11208904	11209217	+	314	28	9	0	0	19
lncRNA_13212	ptg000020l	11224890	11237630	+	12741	456	41	105	39	99
lncRNA_13213	ptg000020l	11224896	11232080	+	7185	0	0	0	0	0
lncRNA_13214	ptg000020l	11228050	11234947	+	6898	0	0	0	0	0
lncRNA_13215	ptg000020l	11230201	11233174	+	2974	0	0	0	0	0
lncRNA_13216	ptg000020l	11230411	11231906	+	1496	0	0	0	0	0
lncRNA_13217	ptg000020l	11323603	11335220	+	11618	91	0	141	160	4
lncRNA_13218	ptg000020l	11333871	11335220	+	1350	0	0	0	0	0
lncRNA_13219	ptg000020l	11239418	11251453	+	12036	185	49	116	43	94
lncRNA_13220	ptg000020l	11351366	11352769	+	1404	0	0	0	266	2
lncRNA_13221	ptg000020l	11607172	11608417	+	1246	19	24	18	317	265
lncRNA_13222	ptg000020l	11633071	11634656	+	1586	0	0	3	0	2
lncRNA_13223	ptg000020l	11633157	11634862	+	1706	4	24	17	17	9
lncRNA_13224	ptg000020l	11711128	11711361	+	234	49	0	1	79	21
lncRNA_13225	ptg000020l	11726489	11728353	+	1865	6	28	0	0	0
lncRNA_13226	ptg000020l	11733736	11734303	+	568	0	0	0	4	139
lncRNA_13227	ptg000020l	11909699	11911220	+	1522	0	0	0	0	0
lncRNA_13228	ptg000020l	11909699	11911220	+	1522	0	0	0	0	0
lncRNA_13229	ptg000020l	11923867	11924218	+	352	7	0	0	0	51
lncRNA_13230	ptg000020l	11944516	11945960	+	1445	190	4	61	0	49
lncRNA_13231	ptg000020l	12073126	12073538	+	413	0	0	2	3	0
lncRNA_13232	ptg000020l	12083767	12083993	+	227	0	0	107	0	0
lncRNA_13233	ptg000020l	12741571	12742486	+	916	46	14	46	0	8
lncRNA_13234	ptg000020l	12860650	12860949	+	300	19	7	2	4	6
lncRNA_13235	ptg000020l	13616627	13619739	+	3113	0	0	0	0	0
lncRNA_13236	ptg000020l	13631425	13632251	+	827	7	0	0	0	5
lncRNA_13237	ptg000020l	13631716	13632251	+	536	0	0	0	0	0
lncRNA_13238	ptg000020l	14072775	14073566	+	792	25	16	79	0	85
lncRNA_13239	ptg000020l	14268123	14270463	+	2341	2	0	0	0	0
lncRNA_13240	ptg000020l	14366658	14367113	+	456	0	0	2	0	19
lncRNA_13241	ptg000020l	14423162	14423645	+	484	63	30	31	2	0
lncRNA_13242	ptg000020l	14859642	14865086	+	5445	13818	11956	11163	12599	8838
lncRNA_13243	ptg000020l	14992864	14995370	+	2507	209	104	26	95	137
lncRNA_13244	ptg000020l	15125379	15127002	+	1624	0	0	0	0	0
