Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0013085	FUN_024861-T1	Pocillopora_meandrina_HIv1___RNAseq.g18770.t1	Peve_00026074
OG0013086	FUN_024863-T1	Pocillopora_meandrina_HIv1___TS.g28157.t1	Peve_00026086
OG0013087	FUN_024871-T1	Pocillopora_meandrina_HIv1___RNAseq.g18750.t1	Peve_00016134
OG0013088	FUN_024872-T1	Pocillopora_meandrina_HIv1___RNAseq.g18749.t1	Peve_00016135
OG0013089	FUN_024885-T1, FUN_024893-T1		Peve_00008005
OG0013090	FUN_024900-T1	Pocillopora_meandrina_HIv1___RNAseq.g18747.t1a	Peve_00016136
OG0013091	FUN_024906-T1	Pocillopora_meandrina_HIv1___RNAseq.g19419.t1	Peve_00038387
OG0013092	FUN_024907-T1	Pocillopora_meandrina_HIv1___RNAseq.g19418.t1	Peve_00020896
OG0013093	FUN_024908-T1	Pocillopora_meandrina_HIv1___TS.g28795.t1	Peve_00020865
OG0013094	FUN_024912-T1	Pocillopora_meandrina_HIv1___RNAseq.g19413.t1	Peve_00020857
OG0013095	FUN_024942-T1	Pocillopora_meandrina_HIv1___RNAseq.g19445.t1	Peve_00038386
OG0013096	FUN_024943-T1	Pocillopora_meandrina_HIv1___RNAseq.g19444.t1	Peve_00038385
OG0013097	FUN_024944-T1	Pocillopora_meandrina_HIv1___RNAseq.g19542.t1	Peve_00038384
OG0013098	FUN_025031-T1	Pocillopora_meandrina_HIv1___TS.g28790.t2	Peve_00004654
OG0013099	FUN_025035-T1	Pocillopora_meandrina_HIv1___RNAseq.g19423.t1	Peve_00038379
OG0013100	FUN_025062-T1	Pocillopora_meandrina_HIv1___RNAseq.g19541.t1	Peve_00039601
OG0013101	FUN_025097-T1	Pocillopora_meandrina_HIv1___RNAseq.g18137.t1	Peve_00028154
OG0013102	FUN_025098-T1	Pocillopora_meandrina_HIv1___RNAseq.g19422.t1	Peve_00038381
OG0013103	FUN_025108-T1	Pocillopora_meandrina_HIv1___RNAseq.g19430.t1	Peve_00038376
OG0013104	FUN_025109-T1	Pocillopora_meandrina_HIv1___RNAseq.g19429.t1	Peve_00038375
OG0013105	FUN_025110-T1	Pocillopora_meandrina_HIv1___RNAseq.g19428.t1	Peve_00038374
OG0013106	FUN_025113-T1	Pocillopora_meandrina_HIv1___RNAseq.g19427.t1	Peve_00038373
OG0013107	FUN_025116-T1	Pocillopora_meandrina_HIv1___RNAseq.g19426.t1	Peve_00038372
OG0013108	FUN_025117-T1		Peve_00003259, Peve_00014057
OG0013109	FUN_025139-T1		Peve_00018268, Peve_00032090
OG0013110	FUN_025140-T1	Pocillopora_meandrina_HIv1___RNAseq.g19432.t1	Peve_00020870
OG0013111	FUN_025160-T1, FUN_045218-T1		Peve_00040344
OG0013112	FUN_025233-T1	Pocillopora_meandrina_HIv1___RNAseq.g13605.t1	Peve_00034838
OG0013113	FUN_025250-T1, FUN_039321-T1	Pocillopora_meandrina_HIv1___RNAseq.g13596.t1	
OG0013114	FUN_025251-T1, FUN_039322-T1	Pocillopora_meandrina_HIv1___RNAseq.g13595.t1	
OG0013115	FUN_025260-T1	Pocillopora_meandrina_HIv1___RNAseq.g13591.t1	Peve_00031287
OG0013116	FUN_025263-T1	Pocillopora_meandrina_HIv1___RNAseq.g13585.t1	Peve_00014011
OG0013117	FUN_025264-T1	Pocillopora_meandrina_HIv1___RNAseq.g13586.t1	Peve_00014009
OG0013118	FUN_025266-T1	Pocillopora_meandrina_HIv1___RNAseq.g13584.t1	Peve_00030516
OG0013119	FUN_025273-T1, FUN_025285-T1		Peve_00035194
OG0013120	FUN_025287-T1	Pocillopora_meandrina_HIv1___RNAseq.g5852.t1, Pocillopora_meandrina_HIv1___RNAseq.g5855.t1	
OG0013121	FUN_025288-T1		Peve_00009059, Peve_00009060
OG0013122	FUN_025291-T1	Pocillopora_meandrina_HIv1___RNAseq.g13475.t1	Peve_00040962
OG0013123	FUN_025292-T1	Pocillopora_meandrina_HIv1___RNAseq.g13474.t1	Peve_00040961
OG0013124	FUN_025293-T1	Pocillopora_meandrina_HIv1___TS.g2468.t1	Peve_00040960
OG0013125	FUN_025294-T1	Pocillopora_meandrina_HIv1___RNAseq.g13469.t1	Peve_00040955
OG0013126	FUN_025295-T1	Pocillopora_meandrina_HIv1___RNAseq.g13468.t1	Peve_00040954
OG0013127	FUN_025296-T1	Pocillopora_meandrina_HIv1___RNAseq.g11490.t1	Peve_00001926
OG0013128	FUN_025297-T1	Pocillopora_meandrina_HIv1___TS.g2463.t1	Peve_00040951
OG0013129	FUN_025299-T1	Pocillopora_meandrina_HIv1___RNAseq.g13465.t1	Peve_00040950
OG0013130	FUN_025302-T1	Pocillopora_meandrina_HIv1___RNAseq.g13462.t1	Peve_00040947
OG0013131	FUN_025303-T1	Pocillopora_meandrina_HIv1___TS.g2457.t1	Peve_00040953
OG0013132	FUN_025304-T1	Pocillopora_meandrina_HIv1___RNAseq.g13460.t1	Peve_00040949
OG0013133	FUN_025305-T1	Pocillopora_meandrina_HIv1___TS.g2452.t1	Peve_00040946
OG0013134	FUN_025306-T1	Pocillopora_meandrina_HIv1___RNAseq.g13454.t1	Peve_00027097
OG0013135	FUN_025308-T1	Pocillopora_meandrina_HIv1___RNAseq.g13453.t1	Peve_00027048
OG0013136	FUN_025309-T1	Pocillopora_meandrina_HIv1___RNAseq.g13452.t2	Peve_00027055
OG0013137	FUN_025310-T1	Pocillopora_meandrina_HIv1___RNAseq.g13451.t1	Peve_00027063
OG0013138	FUN_025315-T1	Pocillopora_meandrina_HIv1___RNAseq.g13448.t1	Peve_00027083
OG0013139	FUN_025317-T1	Pocillopora_meandrina_HIv1___RNAseq.g13426.t1	Peve_00027085
OG0013140	FUN_025318-T1	Pocillopora_meandrina_HIv1___RNAseq.14712_t	Peve_00027086
OG0013141	FUN_025319-T1	Pocillopora_meandrina_HIv1___RNAseq.g13424.t1	Peve_00027087
OG0013142	FUN_025321-T1	Pocillopora_meandrina_HIv1___RNAseq.g13423.t1	Peve_00027089
OG0013143	FUN_025322-T1	Pocillopora_meandrina_HIv1___RNAseq.g13422.t1	Peve_00027091
OG0013144	FUN_025323-T1	Pocillopora_meandrina_HIv1___RNAseq.g13421.t1	Peve_00027092
OG0013145	FUN_025324-T1	Pocillopora_meandrina_HIv1___RNAseq.g13420.t1	Peve_00027096
OG0013146	FUN_025325-T1	Pocillopora_meandrina_HIv1___RNAseq.g13419.t1	Peve_00027073
OG0013147	FUN_025328-T1	Pocillopora_meandrina_HIv1___RNAseq.g13406.t1	Peve_00027062
OG0013148	FUN_025331-T1	Pocillopora_meandrina_HIv1___RNAseq.g13404.t2	Peve_00027057
OG0013149	FUN_025333-T1	Pocillopora_meandrina_HIv1___TS.g2396.t1	Peve_00027056
OG0013150	FUN_025334-T1	Pocillopora_meandrina_HIv1___RNAseq.g13401.t1	Peve_00027054
OG0013151	FUN_025342-T1	Pocillopora_meandrina_HIv1___RNAseq.g13380.t1	Peve_00027052
OG0013152	FUN_025343-T1	Pocillopora_meandrina_HIv1___RNAseq.g13379.t1	Peve_00027051
OG0013153	FUN_025344-T1		Peve_00014398, Peve_00027076
OG0013154	FUN_025350-T1	Pocillopora_meandrina_HIv1___RNAseq.g13374.t1	Peve_00004325
OG0013155	FUN_025361-T1	Pocillopora_meandrina_HIv1___RNAseq.14643_t	Peve_00040526
OG0013156	FUN_025362-T1	Pocillopora_meandrina_HIv1___RNAseq.g13347.t1	Peve_00040527
OG0013157	FUN_025363-T1	Pocillopora_meandrina_HIv1___RNAseq.g13346.t1	Peve_00040516
OG0013158	FUN_025364-T1	Pocillopora_meandrina_HIv1___RNAseq.g13345.t1	Peve_00040517
OG0013159	FUN_025368-T1	Pocillopora_meandrina_HIv1___RNAseq.g13331.t1	Peve_00040520
OG0013160	FUN_025370-T1	Pocillopora_meandrina_HIv1___RNAseq.g13330.t1	Peve_00040521
OG0013161	FUN_025372-T1	Pocillopora_meandrina_HIv1___RNAseq.g13329.t1	Peve_00040522
OG0013162	FUN_025373-T1	Pocillopora_meandrina_HIv1___RNAseq.g13328.t1	Peve_00040523
OG0013163	FUN_025381-T1		Peve_00007958, Peve_00027405
OG0013164	FUN_025387-T1	Pocillopora_meandrina_HIv1___RNAseq.g5036.t1, Pocillopora_meandrina_HIv1___TS.g10296.t1	
OG0013165	FUN_025392-T1	Pocillopora_meandrina_HIv1___RNAseq.g13301.t1	Peve_00031005
OG0013166	FUN_025393-T1	Pocillopora_meandrina_HIv1___RNAseq.g13303.t1	Peve_00031004
OG0013167	FUN_025394-T1	Pocillopora_meandrina_HIv1___RNAseq.g13304.t1	Peve_00017051
OG0013168	FUN_025397-T1, FUN_025402-T1		Peve_00003797
OG0013169	FUN_025410-T1	Pocillopora_meandrina_HIv1___RNAseq.14602_t	Peve_00017348
OG0013170	FUN_025411-T1	Pocillopora_meandrina_HIv1___RNAseq.g13310.t1	Peve_00017349
OG0013171	FUN_025412-T1	Pocillopora_meandrina_HIv1___RNAseq.g13312.t1	Peve_00030580
OG0013172	FUN_025413-T1, FUN_025415-T1, FUN_025420-T1		
OG0013173	FUN_025416-T1, FUN_025418-T1, FUN_025419-T1		
OG0013174	FUN_025425-T1	Pocillopora_meandrina_HIv1___RNAseq.g13315.t1	Peve_00030588
OG0013175	FUN_025426-T1	Pocillopora_meandrina_HIv1___RNAseq.g13320.t1	Peve_00030587
OG0013176	FUN_025427-T1	Pocillopora_meandrina_HIv1___RNAseq.g13321.t1	Peve_00030586
OG0013177	FUN_025431-T1	Pocillopora_meandrina_HIv1___RNAseq.g13326.t1	Peve_00034116
OG0013178	FUN_025432-T1	Pocillopora_meandrina_HIv1___RNAseq.g13327.t1	Peve_00029489
OG0013179	FUN_025433-T1	Pocillopora_meandrina_HIv1___RNAseq.g13300.t1a	Peve_00011643
OG0013180	FUN_025434-T1, FUN_025434-T2	Pocillopora_meandrina_HIv1___RNAseq.g13300.t1b	
OG0013181	FUN_025436-T1	Pocillopora_meandrina_HIv1___RNAseq.g13298.t1	Peve_00029484
OG0013182	FUN_025438-T1	Pocillopora_meandrina_HIv1___RNAseq.g13296.t1	Peve_00029483
OG0013183	FUN_025439-T1	Pocillopora_meandrina_HIv1___RNAseq.g13295.t1	Peve_00029480
OG0013184	FUN_025441-T1	Pocillopora_meandrina_HIv1___RNAseq.g13294.t1	Peve_00029478
OG0013185	FUN_025459-T1	Pocillopora_meandrina_HIv1___RNAseq.g13245.t1	Peve_00005466
OG0013186	FUN_025464-T1	Pocillopora_meandrina_HIv1___RNAseq.g13242.t1	Peve_00043839
OG0013187	FUN_025466-T1	Pocillopora_meandrina_HIv1___RNAseq.g13240.t1	Peve_00043837
OG0013188	FUN_025502-T1	Pocillopora_meandrina_HIv1___RNAseq.g13230.t2	Peve_00012876
OG0013189	FUN_025503-T1	Pocillopora_meandrina_HIv1___RNAseq.g13229.t1	Peve_00016401
OG0013190	FUN_025504-T1	Pocillopora_meandrina_HIv1___RNAseq.g13217.t1	Peve_00040926
OG0013191	FUN_025505-T1	Pocillopora_meandrina_HIv1___RNAseq.g13216.t1	Peve_00040925
OG0013192	FUN_025508-T1, FUN_027571-T1, FUN_044581-T1		
OG0013193	FUN_025511-T1	Pocillopora_meandrina_HIv1___RNAseq.g13212.t1	Peve_00002249
OG0013194	FUN_025512-T1	Pocillopora_meandrina_HIv1___RNAseq.g13211.t1	Peve_00002248
OG0013195	FUN_025516-T1	Pocillopora_meandrina_HIv1___RNAseq.g13210.t1	Peve_00002247
OG0013196	FUN_025517-T1	Pocillopora_meandrina_HIv1___RNAseq.14497_t	Peve_00020632
OG0013197	FUN_025518-T1	Pocillopora_meandrina_HIv1___RNAseq.g13207.t1	Peve_00031512
OG0013198	FUN_025519-T1	Pocillopora_meandrina_HIv1___RNAseq.g13206.t1	Peve_00024297
OG0013199	FUN_025520-T1	Pocillopora_meandrina_HIv1___RNAseq.g13205.t1	Peve_00024301
OG0013200	FUN_025527-T1	Pocillopora_meandrina_HIv1___RNAseq.g23047.t1	Peve_00009002
OG0013201	FUN_025530-T1	Pocillopora_meandrina_HIv1___TS.g2807.t1	Peve_00009476
OG0013202	FUN_025531-T1	Pocillopora_meandrina_HIv1___RNAseq.g13803.t1	Peve_00009475
OG0013203	FUN_025539-T1	Pocillopora_meandrina_HIv1___RNAseq.g13801.t1	Peve_00013053
OG0013204	FUN_025540-T1	Pocillopora_meandrina_HIv1___RNAseq.g13800.t1	Peve_00032949
OG0013205	FUN_025541-T1	Pocillopora_meandrina_HIv1___RNAseq.g13799.t1	Peve_00032959
OG0013206	FUN_025546-T1		Peve_00002382, Peve_00041136
OG0013207	FUN_025556-T1	Pocillopora_meandrina_HIv1___RNAseq.g13790.t1	Peve_00017520
OG0013208	FUN_025557-T1	Pocillopora_meandrina_HIv1___RNAseq.g13789.t1	Peve_00019810
OG0013209	FUN_025558-T1	Pocillopora_meandrina_HIv1___RNAseq.g13788.t2b	Peve_00019821
OG0013210	FUN_025561-T1	Pocillopora_meandrina_HIv1___TS.g2789.t1	Peve_00019806
OG0013211	FUN_025564-T2	Pocillopora_meandrina_HIv1___TS.g2787.t2	Peve_00019809
OG0013212	FUN_025569-T1, FUN_038536-T1, FUN_038536-T2		
OG0013213	FUN_025570-T2	Pocillopora_meandrina_HIv1___RNAseq.g13774.t1	Peve_00033327
OG0013214	FUN_025571-T1	Pocillopora_meandrina_HIv1___TS.g2769.t1	Peve_00001252
OG0013215	FUN_025572-T1	Pocillopora_meandrina_HIv1___RNAseq.g13766.t1	Peve_00001254
OG0013216	FUN_025573-T1	Pocillopora_meandrina_HIv1___RNAseq.g13765.t2	Peve_00001256
OG0013217	FUN_025577-T1	Pocillopora_meandrina_HIv1___RNAseq.g13761.t1	Peve_00001263
OG0013218	FUN_025578-T1	Pocillopora_meandrina_HIv1___RNAseq.g13760.t1	Peve_00022365
OG0013219	FUN_025579-T1	Pocillopora_meandrina_HIv1___RNAseq.g13759.t1	Peve_00022366
OG0013220	FUN_025580-T1	Pocillopora_meandrina_HIv1___RNAseq.g13742.t1	Peve_00010640
OG0013221	FUN_025583-T1	Pocillopora_meandrina_HIv1___RNAseq.g13738.t1	Peve_00037154
OG0013222	FUN_025585-T1	Pocillopora_meandrina_HIv1___TS.g2735.t1	Peve_00038692
OG0013223	FUN_025595-T1	Pocillopora_meandrina_HIv1___RNAseq.g13622.t1	Peve_00037558
OG0013224	FUN_025596-T1	Pocillopora_meandrina_HIv1___RNAseq.g23150.t1	Peve_00037559
OG0013225	FUN_025599-T1	Pocillopora_meandrina_HIv1___RNAseq.g23142.t1	Peve_00006553
OG0013226	FUN_025600-T1	Pocillopora_meandrina_HIv1___RNAseq.g23141.t1	Peve_00006554
OG0013227	FUN_025605-T1	Pocillopora_meandrina_HIv1___RNAseq.g23140.t1	Peve_00033151
OG0013228	FUN_025607-T1	Pocillopora_meandrina_HIv1___RNAseq.g23132.t1	Peve_00033139
OG0013229	FUN_025625-T1	Pocillopora_meandrina_HIv1___RNAseq.g23124.t1, Pocillopora_meandrina_HIv1___RNAseq.g23125.t1a	
OG0013230	FUN_025629-T1	Pocillopora_meandrina_HIv1___TS.g16003.t1	Peve_00032155
OG0013231	FUN_025630-T1, FUN_025632-T1, FUN_025632-T2		
OG0013232	FUN_025635-T1		Peve_00005252, Peve_00010180
OG0013233	FUN_025642-T1	Pocillopora_meandrina_HIv1___RNAseq.g23097.t1	Peve_00039651
OG0013234	FUN_025644-T1	Pocillopora_meandrina_HIv1___RNAseq.g23094.t1	Peve_00002563
OG0013235	FUN_025649-T1	Pocillopora_meandrina_HIv1___RNAseq.g23087.t2c	Peve_00039652
OG0013236	FUN_025650-T1	Pocillopora_meandrina_HIv1___RNAseq.g23087.t2a	Peve_00002528
OG0013237	FUN_025651-T1	Pocillopora_meandrina_HIv1___RNAseq.g23086.t1	Peve_00002530
OG0013238	FUN_025656-T1	Pocillopora_meandrina_HIv1___RNAseq.g23077.t1	Peve_00042177
OG0013239	FUN_025657-T1	Pocillopora_meandrina_HIv1___RNAseq.g23075.t1	Peve_00042176
OG0013240	FUN_025658-T1	Pocillopora_meandrina_HIv1___RNAseq.g23074.t1	Peve_00042175
OG0013241	FUN_025659-T1	Pocillopora_meandrina_HIv1___RNAseq.g23073.t1	Peve_00042174
OG0013242	FUN_025661-T1	Pocillopora_meandrina_HIv1___RNAseq.g23064.t1	Peve_00042170
OG0013243	FUN_025662-T1	Pocillopora_meandrina_HIv1___RNAseq.g23063.t1	Peve_00042169
OG0013244	FUN_025663-T1	Pocillopora_meandrina_HIv1___RNAseq.g23062.t1	Peve_00042168
OG0013245	FUN_025665-T1	Pocillopora_meandrina_HIv1___TS.g15949.t1	Peve_00042167
OG0013246	FUN_025666-T1	Pocillopora_meandrina_HIv1___RNAseq.g23061.t1	Peve_00042166
OG0013247	FUN_025668-T1	Pocillopora_meandrina_HIv1___RNAseq.g23059.t1	Peve_00042161
OG0013248	FUN_025669-T1	Pocillopora_meandrina_HIv1___RNAseq.g23058.t1	Peve_00042197
OG0013249	FUN_025670-T1	Pocillopora_meandrina_HIv1___TS.g15944.t1	Peve_00042194
OG0013250	FUN_025671-T1	Pocillopora_meandrina_HIv1___RNAseq.g23056.t1	Peve_00042192
OG0013251	FUN_025672-T1	Pocillopora_meandrina_HIv1___RNAseq.g23055.t1	Peve_00042189
OG0013252	FUN_025673-T1	Pocillopora_meandrina_HIv1___RNAseq.g1882.t1	Peve_00023389
OG0013253	FUN_025677-T1	Pocillopora_meandrina_HIv1___RNAseq.g13121.t1	Peve_00000461
OG0013254	FUN_025680-T1	Pocillopora_meandrina_HIv1___RNAseq.g13116.t1	Peve_00000465
OG0013255	FUN_025681-T1	Pocillopora_meandrina_HIv1___RNAseq.g13115.t1	Peve_00000455
OG0013256	FUN_025682-T1	Pocillopora_meandrina_HIv1___TS.g2103.t1	Peve_00000456
OG0013257	FUN_025684-T1	Pocillopora_meandrina_HIv1___RNAseq.g13117.t1	Peve_00000458
OG0013258	FUN_025686-T1	Pocillopora_meandrina_HIv1___RNAseq.g13112.t1	Peve_00022755
OG0013259	FUN_025688-T1	Pocillopora_meandrina_HIv1___TS.g2158.t1	Peve_00001224
OG0013260	FUN_025689-T1	Pocillopora_meandrina_HIv1___RNAseq.g13163.t2a	Peve_00005582
OG0013261	FUN_025690-T1	Pocillopora_meandrina_HIv1___RNAseq.g13163.t2b	Peve_00005581
OG0013262	FUN_025691-T2	Pocillopora_meandrina_HIv1___RNAseq.g13162.t1	Peve_00005580
OG0013263	FUN_025692-T1	Pocillopora_meandrina_HIv1___RNAseq.g13161.t2	Peve_00005578
OG0013264	FUN_025698-T1	Pocillopora_meandrina_HIv1___TS.g2830.t1	Peve_00004690
OG0013265	FUN_025699-T1	Pocillopora_meandrina_HIv1___RNAseq.g13830.t1	Peve_00004691
OG0013266	FUN_025701-T1	Pocillopora_meandrina_HIv1___RNAseq.g13828.t1	Peve_00026329
OG0013267	FUN_025702-T1	Pocillopora_meandrina_HIv1___RNAseq.g13827.t1	Peve_00024362
OG0013268	FUN_025716-T1	Pocillopora_meandrina_HIv1___RNAseq.g10446.t1	Peve_00001130
OG0013269	FUN_025720-T1	Pocillopora_meandrina_HIv1___RNAseq.g10451.t1	Peve_00014084
OG0013270	FUN_025722-T1	Pocillopora_meandrina_HIv1___RNAseq.g10452.t1	Peve_00014085
OG0013271	FUN_025723-T1	Pocillopora_meandrina_HIv1___RNAseq.g10454.t2	Peve_00001126
OG0013272	FUN_025724-T1	Pocillopora_meandrina_HIv1___RNAseq.g10456.t1	Peve_00001160
OG0013273	FUN_025730-T1	Pocillopora_meandrina_HIv1___RNAseq.g10436.t1	Peve_00035630
OG0013274	FUN_025733-T1	Pocillopora_meandrina_HIv1___RNAseq.g10433.t1	Peve_00013276
OG0013275	FUN_025734-T1	Pocillopora_meandrina_HIv1___TS.g13847.t1	Peve_00013274
OG0013276	FUN_025736-T1	Pocillopora_meandrina_HIv1___RNAseq.g10430.t1	Peve_00013270
OG0013277	FUN_025737-T1	Pocillopora_meandrina_HIv1___RNAseq.g10429.t1	Peve_00008541
OG0013278	FUN_025748-T1	Pocillopora_meandrina_HIv1___RNAseq.g10413.t1	Peve_00014397
OG0013279	FUN_025750-T1	Pocillopora_meandrina_HIv1___RNAseq.g10411.t1	Peve_00007726
OG0013280	FUN_025752-T1	Pocillopora_meandrina_HIv1___TS.g13824.t1	Peve_00007730
OG0013281	FUN_025755-T1	Pocillopora_meandrina_HIv1___RNAseq.g10416.t1	Peve_00040610
OG0013282	FUN_025758-T1	Pocillopora_meandrina_HIv1___RNAseq.g10419.t1	Peve_00040618
OG0013283	FUN_025760-T1	Pocillopora_meandrina_HIv1___RNAseq.g10421.t1	Peve_00041463
OG0013284	FUN_025762-T1	Pocillopora_meandrina_HIv1___RNAseq.g10422.t1	Peve_00041464
OG0013285	FUN_025764-T1	Pocillopora_meandrina_HIv1___RNAseq.g10375.t1	Peve_00016581
OG0013286	FUN_025765-T1	Pocillopora_meandrina_HIv1___RNAseq.g10374.t1	Peve_00031421
OG0013287	FUN_025766-T1	Pocillopora_meandrina_HIv1___TS.g13787.t1	Peve_00021327
OG0013288	FUN_025767-T1	Pocillopora_meandrina_HIv1___RNAseq.g10372.t1	Peve_00021328
OG0013289	FUN_025768-T1	Pocillopora_meandrina_HIv1___RNAseq.g10371.t1	Peve_00021329
OG0013290	FUN_025769-T1		Peve_00021007, Peve_00021325
OG0013291	FUN_025770-T1	Pocillopora_meandrina_HIv1___RNAseq.g10368.t1	Peve_00031609
OG0013292	FUN_025771-T1	Pocillopora_meandrina_HIv1___RNAseq.g10367.t1	Peve_00016587
OG0013293	FUN_025774-T1	Pocillopora_meandrina_HIv1___RNAseq.g10364.t1	Peve_00016582
OG0013294	FUN_025775-T1	Pocillopora_meandrina_HIv1___RNAseq.g10363.t1	Peve_00012555
OG0013295	FUN_025778-T1	Pocillopora_meandrina_HIv1___RNAseq.g10360.t1	Peve_00009659
OG0013296	FUN_025779-T1	Pocillopora_meandrina_HIv1___RNAseq.g10359.t1	Peve_00009660
OG0013297	FUN_025780-T1	Pocillopora_meandrina_HIv1___RNAseq.g10358.t1	Peve_00009651
OG0013298	FUN_025782-T1	Pocillopora_meandrina_HIv1___RNAseq.g10389.t1	Peve_00009656
OG0013299	FUN_025784-T1	Pocillopora_meandrina_HIv1___TS.g13806.t1	Peve_00003062
OG0013300	FUN_025790-T1	Pocillopora_meandrina_HIv1___RNAseq.g10399.t1	Peve_00021009
OG0013301	FUN_025793-T1	Pocillopora_meandrina_HIv1___RNAseq.g10402.t1	Peve_00021012
OG0013302	FUN_025794-T1		Peve_00021011, Peve_00021326
OG0013303	FUN_025795-T1	Pocillopora_meandrina_HIv1___RNAseq.g10378.t1	Peve_00017922
OG0013304	FUN_025798-T1	Pocillopora_meandrina_HIv1___RNAseq.g10383.t1	Peve_00017924
OG0013305	FUN_025800-T1	Pocillopora_meandrina_HIv1___RNAseq.g10386.t2	Peve_00017926
OG0013306	FUN_025802-T1	Pocillopora_meandrina_HIv1___RNAseq.g10356.t1	Peve_00017927
OG0013307	FUN_025803-T1	Pocillopora_meandrina_HIv1___RNAseq.g10355.t1	Peve_00017929
OG0013308	FUN_025806-T1	Pocillopora_meandrina_HIv1___RNAseq.g10347.t1	Peve_00017932
OG0013309	FUN_025810-T1	Pocillopora_meandrina_HIv1___RNAseq.g9333.t1	Peve_00002517
OG0013310	FUN_025813-T1	Pocillopora_meandrina_HIv1___RNAseq.g9335.t1	Peve_00002522
OG0013311	FUN_025814-T1	Pocillopora_meandrina_HIv1___RNAseq.g9336.t1	Peve_00002523
OG0013312	FUN_025820-T1	Pocillopora_meandrina_HIv1___RNAseq.g9340.t1	Peve_00033995
OG0013313	FUN_025821-T1	Pocillopora_meandrina_HIv1___RNAseq.g9341.t1	Peve_00036285
OG0013314	FUN_025822-T1	Pocillopora_meandrina_HIv1___RNAseq.g9343.t1	Peve_00036283
OG0013315	FUN_025823-T1	Pocillopora_meandrina_HIv1___RNAseq.g9342.t1	Peve_00036294
OG0013316	FUN_025824-T1	Pocillopora_meandrina_HIv1___RNAseq.g9344.t1	Peve_00036284
OG0013317	FUN_025834-T1		Peve_00028301, Peve_00028302
OG0013318	FUN_025835-T1	Pocillopora_meandrina_HIv1___RNAseq.g9347.t1	Peve_00028303
OG0013319	FUN_025838-T1	Pocillopora_meandrina_HIv1___RNAseq.g10332.t1	Peve_00028309
OG0013320	FUN_025840-T1	Pocillopora_meandrina_HIv1___RNAseq.g10336.t1	Peve_00028313
OG0013321	FUN_025841-T1	Pocillopora_meandrina_HIv1___RNAseq.g10337.t1	Peve_00028314
OG0013322	FUN_025842-T1	Pocillopora_meandrina_HIv1___TS.g13751.t1	Peve_00028315
OG0013323	FUN_025844-T1	Pocillopora_meandrina_HIv1___RNAseq.g10340.t2a	Peve_00028317
OG0013324	FUN_025845-T1	Pocillopora_meandrina_HIv1___RNAseq.g10340.t2b	Peve_00012183
OG0013325	FUN_025847-T1	Pocillopora_meandrina_HIv1___TS.g13754.t1	Peve_00012182
OG0013326	FUN_025848-T1	Pocillopora_meandrina_HIv1___RNAseq.g10342.t1	Peve_00012181
OG0013327	FUN_025854-T1, FUN_025858-T1, FUN_025863-T1		
OG0013328	FUN_025871-T1	Pocillopora_meandrina_HIv1___RNAseq.g10343.t1	Peve_00012180
OG0013329	FUN_025872-T1	Pocillopora_meandrina_HIv1___TS.g13757.t1	Peve_00012178
OG0013330	FUN_025877-T1	Pocillopora_meandrina_HIv1___RNAseq.g9351.t1c	Peve_00006434
OG0013331	FUN_025878-T1	Pocillopora_meandrina_HIv1___RNAseq.g3176.t1	Peve_00006435
OG0013332	FUN_025879-T1	Pocillopora_meandrina_HIv1___RNAseq.g3178.t1	Peve_00006436
OG0013333	FUN_025881-T1	Pocillopora_meandrina_HIv1___RNAseq.g10520.t1	Peve_00018905
OG0013334	FUN_025884-T1	Pocillopora_meandrina_HIv1___RNAseq.g10516.t1b	Peve_00018894
OG0013335	FUN_025912-T1	Pocillopora_meandrina_HIv1___RNAseq.g10544.t1	Peve_00021822
OG0013336	FUN_025913-T1	Pocillopora_meandrina_HIv1___RNAseq.g10545.t1	Peve_00010174
OG0013337	FUN_025914-T1	Pocillopora_meandrina_HIv1___TS.g13966.t1	Peve_00010173
OG0013338	FUN_025915-T1	Pocillopora_meandrina_HIv1___RNAseq.g10468.t1	Peve_00010172
OG0013339	FUN_025917-T1	Pocillopora_meandrina_HIv1___RNAseq.g10466.t1	Peve_00001158
OG0013340	FUN_025918-T1, FUN_025919-T1, FUN_025920-T1		
OG0013341	FUN_025923-T1	Pocillopora_meandrina_HIv1___TS.g13940.t2	Peve_00018907
OG0013342	FUN_025924-T1	Pocillopora_meandrina_HIv1___RNAseq.g10523.t1	Peve_00027741
OG0013343	FUN_025927-T1	Pocillopora_meandrina_HIv1___RNAseq.g10526.t1	Peve_00027747
OG0013344	FUN_025929-T1	Pocillopora_meandrina_HIv1___RNAseq.g10531.t1	Peve_00027749
OG0013345	FUN_025934-T1	Pocillopora_meandrina_HIv1___RNAseq.g10534.t1	Peve_00027751
OG0013346	FUN_025940-T1	Pocillopora_meandrina_HIv1___RNAseq.g10537.t1a	Peve_00027756
OG0013347	FUN_025944-T1, FUN_025947-T1, FUN_025949-T1		
OG0013348	FUN_025962-T1	Pocillopora_meandrina_HIv1___RNAseq.26407_t	Peve_00015811
OG0013349	FUN_025963-T1	Pocillopora_meandrina_HIv1___RNAseq.g10514.t1	Peve_00015816
OG0013350	FUN_025969-T1	Pocillopora_meandrina_HIv1___RNAseq.g10512.t2a	Peve_00002916
