"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1701","Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g4518.t1",-0.570831409875066,0.314864009755715,0.955514043572352,172,-20.24,"2 21","412 433",19,"73.68%","89.47%"
"1702","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g7430.t1",0.407436135261523,0.495969504426243,0.973552982047016,151,-20.29,"2 21","236 258",20,"65.00%","75.00%"
"1703","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g21548.t1",0.382483282741179,0.525156371518881,0.973552982047016,163,-22.72,"2 21","382 404",20,"70.00%","85.00%"
"1704","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g4661.t1",0.768778866363153,0.128738176086135,0.873077221837589,160,-20.26,"2 19","63 83",17,"82.35%","82.35%"
"1705","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g22834.t1",-0.0853466064677608,0.891465392277292,0.997033432013061,159,-21.17,"2 21","35 58",21,"71.43%","76.19%"
"1706","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g6821.t1",0.140142183570387,0.82215123365438,0.994770429144229,163,-28.01,"2 21","902 925",21,"66.67%","85.71%"
"1707","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g390.t1",-0.342257854816726,0.572887729176865,0.97542458317668,154,-21.99,"2 20","228 251",20,"65.00%","80.00%"
"1708","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g6552.t1",-0.122765639136203,0.844083461277009,0.994972925107066,147,-20.2,"2 20","594 613",18,"66.67%","83.33%"
"1709","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g1022.t1",0.438549584371581,0.460075307284439,0.97024921967979,158,-22.56,"2 20","407 429",19,"73.68%","78.95%"
"1710","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g13739.t1",-0.816510054335615,0.0917112091028925,0.841572403145044,146,-21.93,"2 15","357 377",13,"76.92%","76.92%"
"1711","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g25613.t1",-0.4137675581572,0.488619002410468,0.973361612118544,147,-23.62,"2 12","297 318",10,"90.00%","90.00%"
"1712","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g21349.t1",-0.143384623095475,0.818064527805418,0.994160290048008,154,-20.53,"2 21","770 796",24,"66.67%","75.00%"
"1713","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g21349.t1",0.348266959942083,0.565707203824863,0.97486133725438,160,-20.17,"2 21","431 452",19,"73.68%","73.68%"
"1714","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g6808.t1",-0.347520124937877,0.566598704789663,0.97486133725438,152,-20.36,"2 21","228 249",19,"63.16%","73.68%"
"1715","Cluster_1953","Pocillopora_meandrina_HIv1___TS.g5858.t1",-0.595495561950292,0.289354812769185,0.948241952749254,167,-24.85,"2 20","536 557",18,"72.22%","88.89%"
"1716","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g5029.t1",-0.321134057723976,0.598260126051544,0.976732732570472,150,-20.39,"2 19","838 859",17,"64.71%","76.47%"
"1717","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g25752.t1",0.876149972433674,0.0513382251026079,0.796127877637752,156,-21.29,"2 21","955 976",19,"63.16%","78.95%"
"1718","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g10956.t1",-0.0650572448861113,0.91722501163506,0.998219089356082,164,-26.5,"2 20","507 526",18,"77.78%","88.89%"
"1719","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g27581.t2",0.611772064963747,0.272832902593737,0.944044924257856,163,-22.91,"2 20","746 767",18,"72.22%","83.33%"
"1720","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g24307.t1",0.196840126341554,0.751003357923816,0.985466733303337,155,-26.51,"2 21","873 895",20,"60.00%","85.00%"
"1721","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g24307.t1",0.44261643434629,0.455426893504784,0.97024921967979,147,-22.95,"2 21","873 895",20,"60.00%","75.00%"
"1722","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g7579.t1",0.757420414336447,0.138084421306791,0.877209926618692,159,-28.29,"2 18","764 788",19,"78.95%","84.21%"
"1723","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g29518.t1",-0.639673605625715,0.24512394660546,0.935485562958372,170,-20.62,"2 15","681 702",13,"100.00%","100.00%"
"1724","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g4187.t1",0.115575695746578,0.853172724295098,0.99571744464625,170,-20.56,"2 21","883 903",19,"84.21%","84.21%"
"1725","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g433.t1",-0.701736625092169,0.186543219747708,0.904364280690864,150,-20.42,"2 16","251 273",15,"73.33%","86.67%"
"1726","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g7819.t1",0.834075273784472,0.0790833248039487,0.825560640900936,168,-24.03,"2 21","113 134",19,"73.68%","84.21%"
"1727","Cluster_4438","Pocillopora_meandrina_HIv1___TS.g7819.t1",-0.228912648368628,0.711105227362214,0.982185628634329,157,-21.65,"2 21","113 134",20,"75.00%","80.00%"
"1728","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g1336.t1",0.87203359195289,0.0538841324124383,0.800217495744531,148,-21.86,"2 20","273 301",25,"68.00%","72.00%"
"1729","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g18782.t1",-0.444204041949774,0.453615070725252,0.97024921967979,155,-20.57,"2 21","356 377",21,"76.19%","80.95%"
"1730","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g9434.t1",-0.228708316954029,0.711358488335795,0.982185628634329,164,-20.89,"2 20","249 270",19,"84.21%","84.21%"
"1731","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g23750.t1",0.862367410971992,0.0600123084239711,0.809626300591432,177,-25.49,"2 18","896 916",16,"93.75%","93.75%"
"1732","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g6977.t1",-0.290903124797276,0.634903050964416,0.977982859683049,162,-21.29,"2 18","813 831",16,"87.50%","87.50%"
"1733","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g19203.t1",0.473427261071518,0.420556338277909,0.969748949427816,143,-22.69,"2 21","711 736",23,"56.52%","69.57%"
"1734","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g7578.t1",-0.196191604959301,0.751812979910567,0.985466733303337,159,-28.29,"2 18","284 308",19,"78.95%","84.21%"
"1735","Cluster_757","Pocillopora_meandrina_HIv1___RNAseq.g27163.t1",-0.184705471808298,0.766169822485124,0.986460870359977,165,-20.73,"2 18","961 982",16,"81.25%","87.50%"
"1736","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g9425.t1",0.875072346407582,0.0520009601196784,0.797448889957252,165,-20.68,"2 14","813 834",12,"100.00%","100.00%"
"1737","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g6620.t1",-0.435592930361291,0.463461223805921,0.97024921967979,148,-21.08,"2 15","661 681",13,"76.92%","92.31%"
"1738","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",0.652324026863709,0.232829083649181,0.927036523729383,160,-21.3,"2 20","355 373",18,"72.22%","88.89%"
"1739","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13279.t1",-0.927751865060304,0.023057406206446,0.698759485874756,151,-21.29,"2 21","1 22",21,"66.67%","71.43%"
"1740","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g2384.t1",-0.747804778404521,0.14614583084936,0.882057511812075,159,-20.72,"2 20","859 880",18,"66.67%","83.33%"
"1741","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.25006_t",-0.323555868638836,0.595341174164143,0.976732732570472,170,-25.28,"2 20","135 156",19,"78.95%","89.47%"
"1742","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g639.t1",-0.762016998798653,0.134278806477858,0.876805058669263,151,-20.51,"2 21","909 931",20,"70.00%","70.00%"
"1743","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g23172.t2",-0.743821965810338,0.149523940874173,0.884076797966861,154,-21.67,"2 21","820 840",19,"73.68%","73.68%"
"1744","Cluster_360","Pocillopora_meandrina_HIv1___TS.g24209.t1",0.323551708329089,0.595346186304417,0.976732732570472,153,-22.19,"2 21","570 592",21,"66.67%","80.95%"
"1745","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g28728.t1",0.108390922125873,0.862263102410333,0.996087148068407,162,-20.73,"2 21","310 334",22,"72.73%","81.82%"
"1746","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g8549.t1",-0.486167580299234,0.406324111489476,0.968350308247485,157,-22.21,"2 14","415 437",12,"91.67%","91.67%"
"1747","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g29809.t1",-0.682065346220452,0.204625348850096,0.916420776581405,159,-22.64,"2 20","116 134",18,"77.78%","83.33%"
"1748","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g5937.t1",-0.320727256531575,0.598750682969003,0.976732732570472,160,-23.45,"2 17","755 776",15,"73.33%","93.33%"
"1749","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g11020.t1",-0.527728196920445,0.36071716516256,0.965333112082591,159,-21.18,"2 17","627 649",16,"81.25%","87.50%"
"1750","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g3994.t1",0.219966333041476,0.722205386924085,0.982627238616587,175,-23.95,"2 20","790 811",18,"83.33%","88.89%"
"1751","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g14306.t1a",0.319515016016219,0.600212932674957,0.976732732570472,169,-20.24,"2 19","601 623",18,"83.33%","88.89%"
"1752","Cluster_2839","Pocillopora_meandrina_HIv1___TS.g3525.t1",0.482345590183765,0.410581767446185,0.969218163965973,179,-20.9,"2 20","19 40",18,"83.33%","94.44%"
"1753","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g16045.t1",-0.837998849614383,0.0763423650218687,0.82340814862181,147,-21.61,"2 14","16 39",14,"85.71%","85.71%"
"1754","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6595.t2",0.726363938314161,0.164593040719744,0.88804403008935,159,-21.63,"2 21","107 129",20,"70.00%","80.00%"
"1755","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g4319.t1",-0.134071475225947,0.82980769235583,0.994770429144229,145,-22.76,"2 20","740 757",18,"72.22%","77.78%"
"1756","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g29321.t1",0.343945652798959,0.570869204676922,0.97542458317668,154,-24.42,"2 21","603 629",24,"66.67%","75.00%"
"1757","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g17978.t1",0.939598045412278,0.0176577720586164,0.674410729954476,155,-21.89,"2 21","597 619",20,"65.00%","80.00%"
"1758","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g17978.t1",-0.500845211592502,0.390070502578934,0.967903306776112,154,-22.03,"2 15","420 441",13,"76.92%","92.31%"
"1759","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g21022.t1",0.00788878254234708,0.989955794289312,0.999610930147471,170,-24.66,"2 21","694 717",21,"80.95%","85.71%"
"1760","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g332.t1",0.0900827175105424,0.885458436681544,0.997033432013061,157,-23.01,"2 20","130 151",18,"72.22%","83.33%"
"1761","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g332.t1",0.853134903480747,0.0660549361195658,0.811505854351988,161,-22.28,"2 21","305 324",19,"73.68%","84.21%"
"1762","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g13850.t1",0.226409281568044,0.714208912789039,0.982185628634329,154,-20.44,"2 20","185 210",23,"69.57%","69.57%"
"1763","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g26525.t1",-0.389058798181967,0.517432238831671,0.973552982047016,168,-27.77,"2 21","239 258",19,"84.21%","89.47%"
"1764","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g5193.t1",-0.239000311240093,0.698617734280908,0.982185628634329,154,-22.55,"2 22","163 185",21,"66.67%","80.95%"
"1765","Cluster_5612","Pocillopora_meandrina_HIv1___TS.g17828.t1",-0.497623022391383,0.393625284132483,0.967903306776112,161,-21.55,"2 18","170 190",16,"75.00%","87.50%"
"1766","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g4835.t1",-0.448284288614061,0.448965894214977,0.97024921967979,155,-20.33,"2 17","698 723",19,"73.68%","78.95%"
"1767","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19303.t1",0.486944064765384,0.40546037732216,0.968350308247485,151,-20.71,"2 16","18 40",14,"78.57%","78.57%"
"1768","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8678.t1",0.116315674675689,0.852236908298642,0.99571744464625,158,-20.58,"2 21","46 69",21,"71.43%","80.95%"
"1769","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g10370.t1",-0.507388942234603,0.382874943598356,0.967903306776112,149,-22.11,"2 15","598 620",14,"78.57%","85.71%"
"1770","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.9756_t",0.625964570205976,0.258638964895332,0.940198792186211,172,-20.27,"2 21","760 781",19,"78.95%","84.21%"
"1771","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.9756_t",-0.89227610988315,0.0417500415514493,0.767292921933465,164,-22.63,"2 22","27 51",22,"68.18%","81.82%"
"1772","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g19682.t1",0.535502813042755,0.352332937161102,0.964740261214261,160,-22.14,"2 21","245 265",20,"80.00%","80.00%"
"1773","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g5584.t1",-0.00773655170295379,0.990149614698315,0.999610930147471,158,-20.11,"2 20","835 857",19,"73.68%","78.95%"
"1774","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g108.t1",-0.56373940666287,0.322300223743856,0.957807183196851,165,-23.69,"2 20","683 706",21,"76.19%","85.71%"
"1775","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g932.t1",0.0253670454652768,0.967705138840338,0.999610930147471,151,-21.93,"2 21","424 446",20,"65.00%","75.00%"
"1776","Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g26070.t1",-0.487367779299934,0.404989232524921,0.968350308247485,167,-23.1,"2 21","586 608",20,"75.00%","85.00%"
"1777","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g14739.t1",-0.764161102904975,0.132514454612613,0.876805058669263,171,-21.49,"2 21","261 284",21,"76.19%","85.71%"
"1778","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g7103.t1",0.190910184525692,0.75841032602239,0.985466733303337,157,-20.62,"2 20","645 665",18,"77.78%","77.78%"
"1779","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g19189.t1",0.0726811519565921,0.907541022835634,0.997250497164067,166,-21.63,"2 20","192 215",20,"75.00%","85.00%"
"1780","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g23477.t1",-0.141383202192522,0.820586852391855,0.994770429144229,145,-22.04,"2 10","466 487",8,"100.00%","100.00%"
"1781","Cluster_390","Pocillopora_meandrina_HIv1___TS.g3770.t1",-0.752580092410977,0.142125557451357,0.878064874806117,166,-21.93,"2 20","689 711",19,"78.95%","84.21%"
"1782","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g303.t1",-0.676609600628501,0.209722828096261,0.917126038663203,143,-22.01,"2 21","963 985",20,"65.00%","65.00%"
"1783","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7624.t1",-0.436036845456895,0.462952514053111,0.97024921967979,155,-20.44,"2 21","903 925",20,"65.00%","80.00%"
"1784","Cluster_1952","Pocillopora_meandrina_HIv1___TS.g7532.t1",-0.300183567348494,0.623614711891445,0.977982859683049,169,-23.03,"2 20","416 436",18,"83.33%","88.89%"
"1785","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g13841.t1",0.00537134274428048,0.993161026895526,0.999708416713608,146,-20.46,"2 11","412 433",9,"88.89%","100.00%"
"1786","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g19975.t1",-0.0774820661297078,0.901445568772128,0.997033432013061,148,-21.7,"2 21","244 263",19,"68.42%","78.95%"
"1787","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g23639.t1",0.951038072851883,0.0129094005304719,0.674410729954476,154,-20.33,"2 15","128 149",13,"84.62%","84.62%"
"1788","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1033.t1",-0.898686203596977,0.0381174833376209,0.760878962620332,160,-24.78,"2 21","532 553",19,"68.42%","78.95%"
"1789","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g16125.t1",0.475419116037207,0.418323810424692,0.969384112656508,157,-20.46,"2 15","909 931",14,"85.71%","92.86%"
"1790","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g16125.t1",0.148922373392759,0.811089367355648,0.993524180081055,146,-20.83,"2 20","910 931",20,"75.00%","75.00%"
"1791","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g26196.t1",-0.924419052926529,0.0246584888615493,0.703848759973577,164,-21.62,"2 21","485 506",19,"73.68%","78.95%"
"1792","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g10555.t1",-0.622301373256549,0.262283126622129,0.94038270248135,171,-20.63,"2 21","58 80",20,"75.00%","90.00%"
"1793","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10794.t1",-0.148668261655077,0.811409310768991,0.993580283837431,160,-22.93,"2 22","938 961",21,"61.90%","85.71%"
"1794","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g10794.t1",0.589059777674151,0.295957207260498,0.951343978308386,148,-20.36,"2 21","296 317",19,"57.89%","73.68%"
"1795","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g10794.t1",-0.715346916110162,0.174314951064356,0.897480990859992,170,-23.5,"2 19","771 792",17,"82.35%","88.24%"
"1796","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g10587.t1",-0.0996017858709149,0.873393062198837,0.996087148068407,162,-20.87,"2 20","778 799",19,"73.68%","84.21%"
"1797","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g27810.t1",-0.778584578864561,0.120828182427361,0.871113836712996,164,-21.78,"2 17","689 710",15,"86.67%","86.67%"
"1798","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26385.t1",-0.93258135947556,0.02079995950408,0.687095063784671,165,-21.95,"2 20","905 924",18,"77.78%","88.89%"
"1799","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22650.t1",0.393446709461059,0.512290748848937,0.973552982047016,149,-22.08,"2 19","100 122",18,"61.11%","83.33%"
"1800","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g5396.t1",0.798732636948751,0.105057594111403,0.856652311485044,147,-20.28,"2 19","500 521",18,"66.67%","83.33%"
"1801","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g7789.t1",0.199146141583965,0.74812537378814,0.985466733303337,156,-21.89,"2 13","594 615",11,"90.91%","100.00%"
"1802","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8110.t1",0.539024619956598,0.348550983682878,0.964740261214261,163,-21.03,"2 21","248 271",21,"71.43%","80.95%"
"1803","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22141.t1",-0.625593538507943,0.25900744660341,0.94038270248135,163,-22.6,"2 21","913 935",20,"70.00%","85.00%"
"1804","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g889.t1",0.128759007106166,0.836513066898785,0.994770429144229,156,-25.29,"2 14","9 31",13,"92.31%","92.31%"
"1805","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g11630.t1",-0.01988400688693,0.974684564509026,0.999610930147471,153,-20.68,"2 21","4 23",19,"73.68%","73.68%"
"1806","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8386.t1",-0.154244895714742,0.804390840021737,0.992162523080137,146,-20.3,"2 21","683 708",23,"60.87%","73.91%"
"1807","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14753.t1",0.588448932546694,0.296585873660865,0.951557130227389,163,-26.31,"2 21","542 567",22,"72.73%","77.27%"
"1808","Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g14753.t1",-0.484649032738936,0.408014524222943,0.968428040174,166,-21.65,"2 21","809 832",21,"71.43%","90.48%"
"1809","Cluster_2859","Pocillopora_meandrina_HIv1___RNAseq.g4644.t1",-0.480579261779104,0.412552904909516,0.969384112656508,178,-21.53,"2 21","684 704",19,"89.47%","89.47%"
"1810","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g26300.t1",-0.517227144565689,0.3721173390331,0.967504713387487,153,-20.71,"2 19","243 268",21,"66.67%","76.19%"
"1811","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g26369.t1",-0.837834334991356,0.0764566914929839,0.823509081636902,159,-20.73,"2 21","562 584",20,"75.00%","75.00%"
"1812","Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g22367.t1",-0.487584495537364,0.404748306553867,0.968350308247485,167,-21.26,"2 21","721 743",20,"80.00%","80.00%"
"1813","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22173.t1",-0.515461922965479,0.374042097515025,0.967743555596755,171,-23.76,"2 21","780 802",20,"80.00%","85.00%"
"1814","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g8055.t2",-0.755055722759181,0.140054387192956,0.878064874806117,161,-21.65,"2 21","712 737",22,"72.73%","86.36%"
"1815","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g14381.t1",-0.112248660289319,0.85738126180424,0.996067076900065,167,-22.66,"2 20","486 507",18,"72.22%","88.89%"
"1816","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g20052.t1",-0.65270104015264,0.232465328857722,0.926947473179405,154,-20.11,"2 21","842 867",23,"65.22%","78.26%"
"1817","Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g14599.t1",-0.52783485992268,0.360601812921909,0.965332296481758,170,-21.49,"2 20","479 502",20,"80.00%","85.00%"
"1818","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g12113.t1",-0.96164990501802,0.00896332937875625,0.667107103030161,170,-20.93,"2 21","413 437",22,"81.82%","81.82%"
"1819","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g20593.t1",-0.395141690822487,0.510307473338687,0.973552982047016,151,-20.42,"2 20","857 878",18,"66.67%","72.22%"
"1820","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g14303.t1",-0.165858188953336,0.789795040091945,0.990276331816335,176,-20.29,"2 21","291 312",19,"78.95%","89.47%"
"1821","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g24301.t1",-0.931343353347997,0.0213714450750238,0.68955286018169,151,-25.33,"2 21","866 888",20,"60.00%","80.00%"
"1822","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g24301.t1",0.376458544392141,0.532253534166982,0.973552982047016,147,-24.13,"2 21","864 888",22,"59.09%","72.73%"
"1823","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g12193.t1",0.917070951224755,0.0283084755568237,0.723144569964489,167,-21.18,"2 17","736 759",17,"88.24%","88.24%"
"1824","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g12193.t1",0.259341215812198,0.673536242549268,0.979115587552118,158,-21.24,"2 16","736 758",16,"81.25%","87.50%"
"1825","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g12193.t1",-0.697670309838436,0.190242112631116,0.90755420685184,159,-24.33,"2 17","736 759",17,"76.47%","88.24%"
"1826","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g21400.t1",0.30979570547566,0.611959309791084,0.976732732570472,148,-22.45,"2 21","618 639",19,"63.16%","68.42%"
"1827","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g23511.t1",0.716861486157968,0.17296893383855,0.89648094792273,164,-21.76,"2 21","486 507",19,"68.42%","84.21%"
"1828","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g23511.t1",-0.0487445037143561,0.937961156443069,0.999610930147471,158,-21.55,"2 19","486 506",17,"70.59%","82.35%"
"1829","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g4149.t1",0.0903218792421392,0.885155167854829,0.997033432013061,158,-20.67,"2 20","263 285",19,"68.42%","84.21%"
"1830","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g3617.t1",0.621264588095048,0.263316996168578,0.940927944264872,162,-24.42,"2 20","418 439",19,"73.68%","84.21%"
"1831","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g4365.t1",-0.582404013281447,0.30282570612004,0.952242795136069,168,-20.32,"2 21","945 966",19,"68.42%","89.47%"
"1832","Cluster_5612","Pocillopora_meandrina_HIv1___TS.g26591.t1",0.376777200484911,0.531877682727347,0.973552982047016,154,-21.04,"2 20","260 284",22,"68.18%","72.73%"
"1833","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g11947.t1",0.742734911720749,0.150449865677749,0.884628771942152,161,-24.09,"2 19","180 202",18,"77.78%","83.33%"
"1834","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g6132.t1",0.368769233332723,0.541338802328324,0.973552982047016,160,-22.53,"2 22","425 448",21,"66.67%","80.95%"
"1835","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g10768.t1",-0.0181570419330327,0.976883006522763,0.999610930147471,145,-21.23,"2 10","628 648",8,"100.00%","100.00%"
"1836","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g10768.t1",-0.362505218368742,0.548762127370437,0.973552982047016,160,-20.69,"2 17","628 649",15,"80.00%","86.67%"
"1837","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g23835.t1",0.488327832219637,0.403922184328888,0.968350308247485,160,-23.32,"2 18","6 28",17,"82.35%","82.35%"
"1838","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g5907.t1",0.815084082975485,0.092761241059731,0.842987724832134,172,-22.82,"2 21","205 226",19,"78.95%","84.21%"
"1839","Cluster_1953","Pocillopora_meandrina_HIv1___TS.g5907.t1",0.469646537963005,0.424801336134511,0.97024921967979,157,-20.37,"2 19","385 408",19,"73.68%","78.95%"
"1840","Cluster_5740","Pocillopora_meandrina_HIv1___TS.g5907.t1",-0.512095813825526,0.37771903348637,0.967743555596755,160,-20.65,"2 21","392 413",19,"63.16%","84.21%"
"1841","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g14759.t1",0.401076594553338,0.503375573028526,0.973552982047016,147,-21.34,"2 21","210 232",20,"60.00%","75.00%"
"1842","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g18904.t1",-0.386796632249598,0.520086961935601,0.973552982047016,171,-25.78,"2 21","32 55",21,"76.19%","85.71%"
"1843","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g18904.t1",-0.296593243648497,0.62797780153898,0.977982859683049,159,-20.94,"2 16","116 137",14,"78.57%","92.86%"
"1844","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g26130.t1",0.439836509525369,0.45860323348509,0.97024921967979,168,-22.89,"2 21","782 803",19,"68.42%","89.47%"
