gene_name	GeneOntologyIDs
Peve_00017665	GO:0005524; GO:0005737; GO:0005739; GO:0005819; GO:0007283; GO:0007420; GO:0016887; GO:0030154; GO:0042273; GO:1990275
Peve_00017667	GO:0005615; GO:0008061; GO:0016020; GO:0046872; GO:0062023
Peve_00017668	GO:0006046; GO:0008448; GO:0019262; GO:0046872; GO:0047419
Peve_00017671	GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
Peve_00017676	GO:0005654; GO:0005694; GO:0005737; GO:0031424; GO:0045814; GO:0045892; GO:0090309; GO:0097355
Peve_00017687	GO:0003677; GO:0004843; GO:0006353; GO:0006508
Peve_00017697	GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
Peve_00017698	GO:0005654; GO:0005694; GO:0005737; GO:0031424; GO:0045814; GO:0045892; GO:0090309; GO:0097355
Peve_00017699	GO:0005178; GO:0005509; GO:0007155; GO:0010811; GO:0062023; GO:0070062; GO:1903561
Peve_00017701	GO:0005330; GO:0005886; GO:0006865; GO:0008344; GO:0015872; GO:0015874; GO:0019811; GO:0030424; GO:0030431; GO:0032809; GO:0035725; GO:0042734; GO:0042745; GO:0046872; GO:0051583; GO:0099509; GO:1990834
Peve_00017702	GO:0005178; GO:0005509; GO:0007155; GO:0010811; GO:0062023; GO:0070062; GO:1903561
Peve_00017703	GO:0005507; GO:0005615; GO:0006953; GO:0007597; GO:0016491
Peve_00017708	GO:0005737; GO:0005739; GO:0005759; GO:0045253
Peve_00017713	GO:0005930; GO:0030175; GO:0030286; GO:0045504
Peve_00017714	GO:0005886; GO:0050773
Peve_00017715	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
Peve_00017716	GO:0005737; GO:0019441; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0061981; GO:0097053
Peve_00017721	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189
Peve_00017722	GO:0003677; GO:0003887; GO:0005524; GO:0005730; GO:0005737; GO:0006364; GO:0010587; GO:0031123; GO:0031124; GO:0031499; GO:0033500; GO:0043634; GO:0046872; GO:0051301; GO:0060212; GO:0070568; GO:0071044; GO:0071051; GO:0071076; GO:1905870; GO:1990817
Peve_00017723	GO:0000922; GO:0001096; GO:0004721; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005819; GO:0006368; GO:0006470; GO:0008420; GO:0010458; GO:0017018; GO:0030496; GO:0030957; GO:0032991; GO:0043231; GO:0043923; GO:0051233; GO:0051301; GO:0061052
Peve_00017724	GO:0000932; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0016020; GO:0031087; GO:0036464
Peve_00017727	GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154
Peve_00017733	GO:0005576
Peve_00017734	GO:0016020
Peve_00017738	GO:0000902; GO:0001701; GO:0002021; GO:0005769; GO:0005794; GO:0006954; GO:0007005; GO:0007155; GO:0007268; GO:0007409; GO:0007612; GO:0007622; GO:0007625; GO:0007626; GO:0008038; GO:0008104; GO:0008283; GO:0008306; GO:0009408; GO:0009410; GO:0009612; GO:0009642; GO:0009725; GO:0009986; GO:0010033; GO:0010467; GO:0014009; GO:0016020; GO:0019226; GO:0019228; GO:0019899; GO:0021549; GO:0021692; GO:0021761; GO:0022010; GO:0030165; GO:0030424; GO:0030425; GO:0030673; GO:0031175; GO:0031929; GO:0032229; GO:0033010; GO:0035176; GO:0035264; GO:0035556; GO:0042552; GO:0042745; GO:0043005; GO:0043025; GO:0043194; GO:0044224; GO:0044309; GO:0044853; GO:0045163; GO:0045202; GO:0045444; GO:0045475; GO:0048265; GO:0048266; GO:0048787; GO:0048812; GO:0050884; GO:0050905; GO:0051898; GO:0060076; GO:0060079; GO:0060996; GO:0061351; GO:0061744; GO:0070371; GO:0071205; GO:0071625; GO:0090659; GO:0097061; GO:0097062; GO:0097106; GO:0097396; GO:0098529; GO:0098793; GO:0098794; GO:0098976; GO:0098977; GO:0098978; GO:0099072; GO:0099558; GO:0099610; GO:0140059; GO:0150048; GO:1901558; GO:1904456; GO:1904457; GO:1904861; GO:1904862; GO:1905962; GO:1990403; GO:1990834
Peve_00017751	GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0042802; GO:0051087; GO:0070628; GO:0070852; GO:0090084
Peve_00017752	GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420; GO:0046874
Peve_00017753	GO:0005730; GO:0006364; GO:0030163; GO:0031648; GO:0034511; GO:0048568; GO:1902570
Peve_00017754	GO:0005524; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0006777; GO:0007529; GO:0008940; GO:0010038; GO:0014069; GO:0030425; GO:0032324; GO:0042802; GO:0043546; GO:0045211; GO:0046872; GO:0061598; GO:0061599; GO:0072579; GO:0097060; GO:0097112; GO:0098970; GO:0099572; GO:0099634
Peve_00017756	GO:0005576
Peve_00017757	GO:0005834; GO:0007186; GO:0031681
Peve_00017758	GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007628; GO:0008381; GO:0009416; GO:0015279; GO:0016028; GO:0033583; GO:0034703; GO:0043025; GO:0050884; GO:0050908; GO:0051480; GO:0070588; GO:0070679; GO:1990635
Peve_00017759	GO:0004846; GO:0005777; GO:0006145; GO:0019628
Peve_00017760	GO:0004846; GO:0005777; GO:0006145; GO:0019628
Peve_00017762	GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006355; GO:0006357; GO:0009653; GO:0040025; GO:0045165; GO:0048664; GO:0055059
Peve_00017763	GO:0007605; GO:0032420
Peve_00017765	GO:0000166; GO:0001579; GO:0005789; GO:0005886; GO:0005902; GO:0007584; GO:0031957; GO:0042760; GO:0044539; GO:0047676; GO:1901480
Peve_00017766	GO:0000166; GO:0001579; GO:0005789; GO:0005886; GO:0005902; GO:0007584; GO:0031957; GO:0042760; GO:0044539; GO:0047676; GO:1901480
Peve_00017767	GO:0000775; GO:0003713; GO:0003714; GO:0005634; GO:0005730; GO:0005829; GO:0006334; GO:0006915; GO:0010629; GO:0016605; GO:0031396; GO:0034605; GO:0034620; GO:0042393; GO:0042803; GO:0042981; GO:0045892; GO:0050681; GO:0061629; GO:0071276; GO:0071280; GO:0072738; GO:1903936
Peve_00017768	GO:0000226; GO:0005737; GO:0005874; GO:0006914; GO:0007026; GO:0007420; GO:0007626; GO:0008344; GO:0021801; GO:0021960; GO:0021987; GO:0022038; GO:0030424; GO:0030425; GO:0030426; GO:0031175; GO:0043005; GO:0043025; GO:0044877; GO:0061351; GO:0061744; GO:0097150; GO:0120168
Peve_00017770	GO:0000139; GO:0005484; GO:0005654; GO:0005769; GO:0005829; GO:0006886; GO:0006906; GO:0007032; GO:0019905; GO:0031201; GO:0032456; GO:0032588; GO:0032880; GO:0042147; GO:0045335; GO:0048193; GO:0048278; GO:0048471; GO:0055037; GO:0055038
Peve_00017772	GO:0005524; GO:0005886; GO:0008551; GO:0016463; GO:0016887; GO:0046872
Peve_00017773	GO:0004674; GO:0005524; GO:0035091; GO:0106310
Peve_00017775	GO:0003700; GO:0003707; GO:0004879; GO:0008270; GO:0030154; GO:0032526; GO:0044323; GO:0045893; GO:0045944; GO:0048384; GO:0090575
Peve_00017776	GO:0005542; GO:0005737; GO:0005739; GO:0005759; GO:0006545; GO:0008480; GO:0016491; GO:0035999; GO:0042426; GO:0050660; GO:1901053
Peve_00017777	GO:0005509; GO:0005743; GO:0055085
Peve_00017778	GO:0004980; GO:0005737; GO:0005886; GO:0007189; GO:0010739; GO:0019222; GO:0019233; GO:0031625; GO:0032720; GO:0035556; GO:0042438; GO:0045944; GO:0070914; GO:0090037
Peve_00017779	GO:0000296; GO:0015311; GO:0015312; GO:0015848; GO:0022857; GO:0030667; GO:0030672; GO:0051610
Peve_00017780	GO:0016787
Peve_00017783	GO:0000124; GO:0003713; GO:0005654; GO:0005829; GO:0005925; GO:0006282; GO:0006357; GO:0043484; GO:0045893
Peve_00017786	GO:0001501; GO:0002052; GO:0005509; GO:0005540; GO:0005615; GO:0005886; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0045202; GO:0050804; GO:0051823; GO:0072534; GO:0098966; GO:0098978; GO:0098982; GO:0099175
Peve_00017787	GO:0002250; GO:0005537; GO:0006897; GO:0009897; GO:0042806; GO:0045087; GO:0046872
Peve_00017789	GO:0004935; GO:0004989; GO:0005886; GO:0007188; GO:0007189; GO:0016020; GO:0043410; GO:0045886; GO:0071880
Peve_00017791	GO:0004930; GO:0005654; GO:0005829; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0016607
Peve_00017792	GO:0004930; GO:0005654; GO:0005829; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0016607
Peve_00017793	
Peve_00017794	GO:0001501; GO:0002052; GO:0005509; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0045202; GO:0072534
Peve_00017795	GO:0001653; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0008188; GO:0016020
Peve_00017799	
Peve_00017803	GO:0000922; GO:0001822; GO:0002251; GO:0003091; GO:0003094; GO:0005509; GO:0005615; GO:0005783; GO:0005886; GO:0005929; GO:0006629; GO:0006874; GO:0006883; GO:0006914; GO:0006915; GO:0006954; GO:0006986; GO:0007029; GO:0007157; GO:0007159; GO:0008217; GO:0008380; GO:0009410; GO:0009414; GO:0009986; GO:0010467; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0019864; GO:0030643; GO:0030644; GO:0032496; GO:0033209; GO:0033555; GO:0034620; GO:0034976; GO:0035809; GO:0036503; GO:0044861; GO:0045177; GO:0046720; GO:0048871; GO:0048878; GO:0050801; GO:0050829; GO:0050891; GO:0051223; GO:0055062; GO:0055064; GO:0055074; GO:0055075; GO:0055078; GO:0060073; GO:0060170; GO:0061077; GO:0070294; GO:0071918; GO:0072044; GO:0072051; GO:0072070; GO:0072218; GO:0072221; GO:0072233; GO:0072665; GO:0097190; GO:0097709; GO:0097744; GO:0098552; GO:0140367; GO:1990266
Peve_00017807	GO:0000776; GO:0000785; GO:0003682; GO:0003712; GO:0003713; GO:0005102; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0007399; GO:0008284; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0035060; GO:0043231; GO:0045582; GO:0045596; GO:0045597; GO:0045663; GO:0045815; GO:0060090; GO:0070316; GO:0071398; GO:0071564; GO:0071565; GO:0140288; GO:1902459; GO:2000045; GO:2000781; GO:2000819
Peve_00017809	GO:0005509; GO:0005789; GO:0030867; GO:0032469; GO:0043022; GO:0044183; GO:0045048; GO:0160063; GO:0160064
Peve_00017811	GO:0004345; GO:0005783; GO:0005788; GO:0006006; GO:0009051; GO:0017057; GO:0030246; GO:0031667; GO:0047934; GO:0047935; GO:0047936; GO:0050661; GO:0097305; GO:2000064
Peve_00017813	GO:0005524; GO:0005829; GO:0006915; GO:0006954; GO:0016045; GO:0042742; GO:0042981; GO:0045087
Peve_00017815	GO:0005252; GO:0005886; GO:0006813; GO:0009410; GO:0015271; GO:0022841; GO:0030322; GO:0044548; GO:0051481; GO:0060075; GO:0071294; GO:0071456; GO:0071805; GO:0090102
Peve_00017816	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0016301
Peve_00017817	
Peve_00017819	GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0016323; GO:0016324; GO:0043066; GO:0044344; GO:0045743; GO:0070161; GO:0070374; GO:0106310
Peve_00017823	GO:0001525; GO:0001540; GO:0001666; GO:0001938; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0005886; GO:0005925; GO:0006629; GO:0006898; GO:0006954; GO:0007162; GO:0007224; GO:0007420; GO:0007566; GO:0008285; GO:0009410; GO:0016525; GO:0030021; GO:0030154; GO:0031100; GO:0043202; GO:0050750; GO:0062023; GO:0070052; GO:0070062; GO:0072359; GO:0098797
Peve_00017824	GO:0000139; GO:0005524; GO:0005576; GO:0005741; GO:0005765; GO:0005789; GO:0005794; GO:0005886; GO:0006778; GO:0015439; GO:0016887; GO:0020037; GO:0031901; GO:0032585; GO:0033162; GO:0035351; GO:0036020; GO:0042168; GO:0098849; GO:0140359
Peve_00017826	GO:0000932; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0006417; GO:0007399; GO:0010494; GO:0048027; GO:0051028; GO:0070934; GO:1990247
Peve_00017828	GO:0005125; GO:0005615; GO:0008083
Peve_00017829	GO:0005125; GO:0005615; GO:0008083; GO:0008201; GO:0010592; GO:0010759; GO:0014839; GO:0042802; GO:1902723; GO:1902725; GO:2000818
Peve_00017834	GO:0004725; GO:0005886; GO:0008201; GO:0030424; GO:0030426; GO:0030517; GO:0030672; GO:0035335; GO:0042803; GO:0043204; GO:0043395; GO:0048671; GO:0048681; GO:0061000; GO:0098839; GO:0099560
Peve_00017841	
Peve_00017842	
Peve_00017843	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301
Peve_00017844	GO:0001964; GO:0007613; GO:0008584; GO:0008585; GO:0016020; GO:0035846; GO:0042593; GO:0060745; GO:1990708
Peve_00017847	GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0008201; GO:0009653; GO:0031012
Peve_00017848	GO:0000139; GO:0001825; GO:0002020; GO:0004175; GO:0004252; GO:0004867; GO:0005576; GO:0005783; GO:0005789; GO:0005802; GO:0005886; GO:0006465; GO:0008201; GO:0008233; GO:0008236; GO:0009966; GO:0009986; GO:0010008; GO:0016485; GO:0016486; GO:0019058; GO:0030140; GO:0030335; GO:0030511; GO:0031638; GO:0031985; GO:0032374; GO:0032804; GO:0032902; GO:0032911; GO:0032940; GO:0042176; GO:0042277; GO:0043043; GO:0045121; GO:0046872; GO:0048406; GO:0051604; GO:0090472; GO:0140447; GO:1904399
Peve_00017849	
Peve_00017853	GO:0005524; GO:0005813; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
Peve_00017854	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0032870; GO:0042277; GO:1901653
Peve_00017855	GO:0005789; GO:0006616; GO:0045048
Peve_00017856	GO:0000151; GO:0004842; GO:0005737; GO:0005829; GO:0006511; GO:0006915; GO:0016567; GO:0042981
Peve_00017858	GO:0003690; GO:0006357; GO:0006367; GO:0006368; GO:0008023; GO:0070449; GO:0090734
Peve_00017860	GO:0005634; GO:0005737; GO:0006915; GO:0016567; GO:0031462; GO:0043161; GO:0140627; GO:1990756; GO:2000001
Peve_00017861	GO:0000922; GO:0005509; GO:0005615; GO:0005929; GO:0009986; GO:0016020; GO:0016323; GO:0016324; GO:0050829; GO:0060170; GO:0098552; GO:0140367; GO:1990266
Peve_00017864	GO:0000922; GO:0002753; GO:0004674; GO:0005524; GO:0005813; GO:0005829; GO:0005929; GO:0043123; GO:0045087; GO:0048029; GO:0060271; GO:0106310
Peve_00017865	GO:0005543; GO:0005768; GO:0005829; GO:0005886; GO:0006897; GO:0030125; GO:0030276; GO:0030948; GO:0043231; GO:0045296; GO:0045747; GO:1903671
Peve_00017866	GO:0000139; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005783; GO:0005789; GO:0005794; GO:0005795; GO:0005802; GO:0005829; GO:0005886; GO:0005901; GO:0006898; GO:0007040; GO:0007042; GO:0007611; GO:0008021; GO:0009992; GO:0010762; GO:0016020; GO:0031901; GO:0032228; GO:0035752; GO:0036359; GO:0042987; GO:0042998; GO:0043005; GO:0043066; GO:0044754; GO:0044857; GO:0045121; GO:0046474; GO:0046836; GO:0047496; GO:0048172; GO:0048549; GO:0051493; GO:0051861; GO:0051966; GO:0055037; GO:0061909; GO:0070613; GO:0090160; GO:0090384; GO:0090385; GO:0106049; GO:0120146; GO:1900079; GO:1901096; GO:1903076; GO:1903826; GO:1905146; GO:1905162; GO:1905244; GO:2001288
Peve_00017867	GO:0005886; GO:0006605; GO:0016020; GO:0030672; GO:0031594; GO:0035577; GO:0042470; GO:0045055; GO:0048169; GO:0048172; GO:0048499; GO:1990830
Peve_00017870	GO:0005524; GO:0005634; GO:0005737; GO:0005771; GO:0005777; GO:0007032; GO:0007033; GO:0009506; GO:0010091; GO:0015031; GO:0016192; GO:0016887; GO:0032585; GO:0055075; GO:0055078
Peve_00017871	GO:0003690; GO:0005524; GO:0005634; GO:0005654; GO:0006281; GO:0006298; GO:0006312; GO:0016020; GO:0016447; GO:0019899; GO:0030983; GO:0032302; GO:0043570; GO:0045910; GO:0051096; GO:0140664
Peve_00017872	GO:0003690; GO:0005524; GO:0005634; GO:0005654; GO:0006281; GO:0006298; GO:0006312; GO:0016020; GO:0016447; GO:0019899; GO:0030983; GO:0032302; GO:0043570; GO:0045910; GO:0051096; GO:0140664
Peve_00017873	GO:0006513; GO:0006888; GO:0014029; GO:0014032; GO:0016055; GO:0030127; GO:0030134; GO:0031463; GO:0034451; GO:0042802; GO:0048208
Peve_00017874	GO:0014069; GO:0015629; GO:0016567; GO:0030036; GO:0031208; GO:0032839; GO:0043025; GO:0051015; GO:0060090; GO:0098794; GO:0098978; GO:0140252
Peve_00017878	
Peve_00017879	GO:0003779; GO:0005829; GO:0005856; GO:0006511; GO:0016567; GO:0031463; GO:0050801; GO:0070294; GO:0070936; GO:0072156; GO:1990756
Peve_00017880	
Peve_00017882	GO:0004890; GO:0005237; GO:0005254; GO:0005886; GO:0007214; GO:0007268; GO:0030594; GO:0030659; GO:0034220; GO:0034707; GO:0043005; GO:0045202; GO:0048666; GO:0048787; GO:0051932; GO:0060078; GO:0060119; GO:0060384; GO:0071420; GO:0090102; GO:0098978; GO:0098982; GO:0099507; GO:0099565; GO:0099634; GO:1902476; GO:1902495; GO:1902710; GO:1902711; GO:1904315; GO:1904862
Peve_00017883	GO:0004890; GO:0005886; GO:0006811; GO:0007214; GO:0015276; GO:0022851; GO:0030594; GO:0034707; GO:0043005; GO:0045202; GO:0045211; GO:0071420; GO:1902476; GO:1902495; GO:1902711
Peve_00017884	GO:0004890; GO:0005253; GO:0005635; GO:0005886; GO:0006811; GO:0006821; GO:0007186; GO:0007214; GO:0009636; GO:0015276; GO:0021954; GO:0022851; GO:0030425; GO:0030594; GO:0032570; GO:0034707; GO:0042698; GO:0043005; GO:0043235; GO:0045202; GO:0048787; GO:0050811; GO:0071420; GO:0098685; GO:0098982; GO:0099505; GO:0099507; GO:0099634; GO:0150047; GO:1902476; GO:1902495; GO:1902711; GO:1904315
Peve_00017885	GO:0002450; GO:0002925; GO:0005576; GO:0006955; GO:0009897; GO:0019769; GO:0019863; GO:0030246; GO:0042116; GO:0046872; GO:0051712; GO:0051770; GO:0160006
Peve_00017887	GO:0005502; GO:0005886; GO:0007601; GO:0008020; GO:0016020; GO:0016038; GO:0016056; GO:0097381
Peve_00017888	GO:0005737; GO:0005814; GO:0061630
Peve_00017890	GO:0005502; GO:0005886; GO:0007601; GO:0008020; GO:0016020; GO:0016038; GO:0016056; GO:0097381
Peve_00017892	GO:0005765; GO:0022857; GO:0031923
Peve_00017893	GO:0000226; GO:0000278; GO:0000793; GO:0001764; GO:0001964; GO:0005200; GO:0005525; GO:0005737; GO:0005829; GO:0005874; GO:0005879; GO:0005881; GO:0005886; GO:0006886; GO:0007017; GO:0007098; GO:0007224; GO:0007613; GO:0007626; GO:0008344; GO:0008542; GO:0009612; GO:0010001; GO:0010467; GO:0016787; GO:0019904; GO:0021542; GO:0021696; GO:0021766; GO:0021859; GO:0021987; GO:0022008; GO:0030182; GO:0030534; GO:0031594; GO:0034612; GO:0035641; GO:0036464; GO:0042802; GO:0043209; GO:0044877; GO:0045121; GO:0045202; GO:0046785; GO:0046872; GO:0046982; GO:0048853; GO:0048873; GO:0050807; GO:0050808; GO:0051402; GO:0055037; GO:0061744; GO:0071277; GO:0072384; GO:0140058; GO:1902065
Peve_00017895	GO:0004497; GO:0005506; GO:0005789; GO:0008202; GO:0020037; GO:0050649; GO:0070330; GO:0070989
Peve_00017897	GO:0004497; GO:0005506; GO:0005789; GO:0008202; GO:0009617; GO:0020037; GO:0032451; GO:0050649; GO:0070330; GO:0070989
Peve_00017902	GO:0001764; GO:0005576; GO:0005615; GO:0005794; GO:0005886; GO:0007399; GO:0007420; GO:0021527; GO:0021799; GO:0098552; GO:0098982; GO:0099179; GO:1905606
Peve_00017903	GO:0004818; GO:0004827; GO:0005524; GO:0005829; GO:0005886; GO:0006424; GO:0006433; GO:0008270; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042803; GO:0051020; GO:0071346; GO:0097452; GO:0140212; GO:1990904
Peve_00017908	GO:0005737; GO:0005765; GO:0016020; GO:0030334; GO:0031667; GO:0031929; GO:0032868; GO:0042127; GO:0043200; GO:0150032
Peve_00017910	GO:0001501; GO:0002052; GO:0005509; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0045202; GO:0072534
Peve_00017911	GO:0017156; GO:0031267; GO:0042391; GO:0042734; GO:0044325; GO:0048167; GO:0048786; GO:0048788; GO:0048791; GO:0050806; GO:2000300
Peve_00017912	GO:0016020
Peve_00017913	GO:0006869; GO:0008289
Peve_00017916	GO:0005759; GO:0009055; GO:0044571; GO:0044572; GO:0046872; GO:0051537; GO:0140647
Peve_00017917	GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0008380; GO:0016607
Peve_00017918	GO:0005634; GO:0005737; GO:0005956; GO:0016055; GO:0019887; GO:0046872
Peve_00017923	GO:0005249; GO:0005267; GO:0005886; GO:0006813; GO:0008021; GO:0015271; GO:0022841; GO:0030322; GO:0034702; GO:0071805; GO:1990573
Peve_00017924	GO:0000049; GO:0000791; GO:0001701; GO:0001764; GO:0001890; GO:0002101; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005783; GO:0006307; GO:0006446; GO:0006448; GO:0008198; GO:0010468; GO:0016706; GO:0030154; GO:0031175; GO:0035513; GO:0035515; GO:0035516; GO:0042056; GO:0042245; GO:0043524; GO:0048589; GO:0070129; GO:0140078; GO:0141131; GO:0141137; GO:1990983; GO:1990984
Peve_00017926	GO:0005412; GO:0005886
Peve_00017927	GO:0004108; GO:0005759; GO:0005975; GO:0006099; GO:0006101; GO:0014823
Peve_00017929	GO:0003333; GO:0005283; GO:0005295; GO:0005298; GO:0005886; GO:0006865; GO:0006868; GO:0015171; GO:0015172; GO:0015175; GO:0015186; GO:0015655; GO:0015804; GO:0015824; GO:0032328; GO:0043090; GO:1903294; GO:1903803; GO:1903812; GO:1904271
Peve_00017930	GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0071482
Peve_00017932	GO:0005765; GO:0016020; GO:0016324; GO:0016491; GO:0031526; GO:0042802; GO:0046872; GO:0060586; GO:0140571; GO:0140575; GO:0140576
Peve_00017933	GO:0005737; GO:0005856; GO:0097729
Peve_00017934	GO:0005737; GO:0005856; GO:0097729
Peve_00017935	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
Peve_00017937	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
Peve_00017940	GO:0005737; GO:0005813; GO:0007346; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
Peve_00017943	GO:0004033; GO:0043892; GO:0044281
Peve_00017944	GO:0005634; GO:0008270; GO:0035064
Peve_00017945	GO:0016491; GO:0044281
Peve_00017946	GO:0001540; GO:0002024; GO:0002025; GO:0002028; GO:0004941; GO:0005634; GO:0005769; GO:0005794; GO:0006366; GO:0006898; GO:0006939; GO:0008179; GO:0009409; GO:0010739; GO:0015459; GO:0016324; GO:0030501; GO:0031649; GO:0040015; GO:0042803; GO:0043235; GO:0043410; GO:0044877; GO:0045453; GO:0045744; GO:0045944; GO:0045986; GO:0050873; GO:0051380; GO:0061885; GO:0071880; GO:0098992; GO:0120162; GO:1901098; GO:1904504; GO:1904646
Peve_00017948	GO:0000325; GO:0003729; GO:0005432; GO:0005509; GO:0005773; GO:0005774; GO:0005886; GO:0009506; GO:0016020; GO:0055074; GO:0071472
Peve_00017951	GO:0004806; GO:0005789; GO:0006629; GO:0010898; GO:0017171; GO:0019213
Peve_00017957	GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0006468; GO:0006919; GO:0007156; GO:0007158; GO:0007165; GO:0007411; GO:0007497; GO:0009410; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0035799; GO:0035860; GO:0038023; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0097021; GO:0098797; GO:0160144; GO:2001241
Peve_00017958	GO:0005018; GO:0005524; GO:0005794; GO:0005886; GO:0005929; GO:0006935; GO:0043235; GO:0048407; GO:0048701
Peve_00017959	GO:0005576; GO:0007165; GO:0007219; GO:0007605; GO:0008593; GO:0009986; GO:0022405; GO:0032420; GO:0034505; GO:0060170
Peve_00017960	GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0006468; GO:0006919; GO:0007156; GO:0007158; GO:0007165; GO:0007411; GO:0007497; GO:0009410; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0035799; GO:0035860; GO:0038023; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0097021; GO:0098797; GO:0160144; GO:2001241
Peve_00017961	GO:0004842; GO:0005524; GO:0005634; GO:0005737; GO:0061631; GO:0070936
Peve_00017962	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010608; GO:0021915; GO:0035196; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177
Peve_00017963	GO:0000209; GO:0001967; GO:0005524; GO:0005634; GO:0005829; GO:0007566; GO:0007617; GO:0009566; GO:0030175; GO:0061458; GO:0061631; GO:0070459
Peve_00017964	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177
Peve_00017965	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177
Peve_00017966	GO:0003824; GO:0046394
Peve_00017968	GO:0003723; GO:0004842; GO:0005737; GO:0005829; GO:0006513; GO:0008270; GO:0032479; GO:0032728; GO:0034340; GO:0045087; GO:0045089; GO:0051607; GO:0060340; GO:0061630; GO:0070534; GO:1901224
