"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"3873",3873,"Cluster_2787","Porites_evermani_scaffold_674:160865-184119",150,-23.11,2,21,4173,4193,19,"68.42%","73.68%","Peve_00038927",0.998051613088915,0.0397469000009701,0.909359886114279,"Q14832","Metabotropic glutamate receptor 3 (mGluR3)","Homo sapiens (Human)","chemical synaptic transmission [GO:0007268]; G protein-coupled glutamate receptor signaling pathway [GO:0007216]; gene expression [GO:0010467]; negative regulation of adenylate cyclase activity [GO:0007194]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; regulation of synaptic transmission, glutamatergic [GO:0051966]","GO:0001640; GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014069; GO:0030424; GO:0042734; GO:0043197; GO:0045211; GO:0051966; GO:0097110; GO:0097449; GO:0098978; GO:0099170"
"3885",3885,"Cluster_2787","Porites_evermani_scaffold_681:60991-73062",147,-20.27,2,21,11407,11430,21,"61.90%","71.43%","Peve_00039096",0.997430536559693,0.0456466991605926,0.933474458367638,"A4IIL4","BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0016020"
"3886",3886,"Cluster_2787","Porites_evermani_scaffold_681:60991-73062",156,-21.92,2,19,10181,10205,20,"75.00%","80.00%","Peve_00039096",0.997430536559693,0.0456466991605926,0.933474458367638,"A4IIL4","BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0016020"
"3889",3889,"Cluster_2787","Porites_evermani_scaffold_68:353494-359875",161,-21.98,2,18,3680,3701,16,"75.00%","87.50%","Peve_00039063",0.997105325686941,0.0484506705316052,0.946735628940312,"Q8K2J9","BTB/POZ domain-containing protein 6","Mus musculus (Mouse)","neurogenesis [GO:0022008]","GO:0005829; GO:0022008"
"3905",3905,"Cluster_2787","Porites_evermani_scaffold_702:39945-61329",157,-23.34,2,21,7339,7360,20,"75.00%","80.00%","Peve_00039669",0.998598356942047,0.0337104520372765,0.909359886114279,"Q5XK92","Protein CIP2A homolog","Xenopus laevis (African clawed frog)","","GO:0005737; GO:0016020"
"3916",3916,"Cluster_2787","Porites_evermani_scaffold_706:7463-55390",154,-20.72,2,19,3236,3257,17,"70.59%","76.47%","Peve_00039735",0.99963307893818,0.0172462517680552,0.782669382293497,"Q9Y2G3","Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","Homo sapiens (Human)","aminophospholipid transport [GO:0015917]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]; phospholipid translocation [GO:0045332]","GO:0000287; GO:0005524; GO:0005637; GO:0005783; GO:0005802; GO:0005886; GO:0006811; GO:0015075; GO:0015917; GO:0016020; GO:0016887; GO:0031901; GO:0034220; GO:0035577; GO:0045332; GO:0055037; GO:0055038; GO:0090555; GO:0090556; GO:0140326; GO:1990531"
"3918",3918,"Cluster_2787","Porites_evermani_scaffold_7:115760-160991",154,-23.56,2,21,20366,20389,21,"71.43%","76.19%","Peve_00039588",0.998194007213558,0.0382664795011216,0.909359886114279,NA,NA,NA,NA,NA
"3933",3933,"Cluster_2787","Porites_evermani_scaffold_725:91371-110010",149,-23.52,2,21,1792,1819,25,"68.00%","72.00%","Peve_00040141",0.999981133900363,0.00391054119681501,0.54328949385489,"Q8BWW4","La-related protein 4 (La ribonucleoprotein domain family member 4)","Mus musculus (Mouse)","cytoskeleton organization [GO:0007010]; positive regulation of translation [GO:0045727]; post-transcriptional regulation of gene expression [GO:0010608]; regulation of cell morphogenesis [GO:0022604]; translation [GO:0006412]","GO:0003723; GO:0003730; GO:0005829; GO:0005844; GO:0006412; GO:0007010; GO:0008143; GO:0010494; GO:0010608; GO:0022604; GO:0022627; GO:0045727"
"3952",3952,"Cluster_2787","Porites_evermani_scaffold_741:36591-64735",157,-20.96,2,14,511,532,12,"83.33%","100.00%","Peve_00040544",0.999182752758358,0.0257395786957529,0.877090006169449,NA,NA,NA,NA,NA
"3966",3966,"Cluster_2787","Porites_evermani_scaffold_753:188689-194217",160,-20.07,2,21,2090,2112,21,"80.95%","80.95%","Peve_00040758",0.998547527735705,0.0343163924254722,0.909359886114279,"Q9VAU9","Zinc finger protein 330 homolog (Nucleolar autoantigen 36 homolog)","Drosophila melanogaster (Fruit fly)","larval lymph gland hemopoiesis [GO:0035167]","GO:0000775; GO:0005634; GO:0005730; GO:0008270; GO:0030496; GO:0035167"
"3989",3989,"Cluster_2787","Porites_evermani_scaffold_768:126103-141725",152,-20.38,2,18,3922,3944,17,"64.71%","88.24%","Peve_00041010",0.997467141500268,0.045320249773458,0.932139733194064,NA,NA,NA,NA,NA
"4000",4000,"Cluster_2787","Porites_evermani_scaffold_774:74911-94008",166,-26.05,2,19,1420,1441,17,"76.47%","88.24%","Peve_00041134",0.999935504551868,0.00723039439541066,0.573710369894872,"B3EWZ9","Hephaestin-like protein (EC 1.-.-.-)","Acropora millepora (Staghorn coral) (Heteropora millepora)","copper ion transport [GO:0006825]","GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491"
"4002",4002,"Cluster_2787","Porites_evermani_scaffold_77:557471-572619",150,-22.94,2,21,7223,7249,24,"58.33%","79.17%","Peve_00041037",0.998942356327033,0.0292821589318241,0.903929377050813,"Q8BM14","Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)","Mus musculus (Mouse)","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016788; GO:0043231"
"4037",4037,"Cluster_2787","Porites_evermani_scaffold_797:77719-96585",163,-23.12,2,16,18149,18170,14,"85.71%","92.86%","Peve_00041609",0.99948661934441,0.020400154311116,0.810097073649321,NA,NA,NA,NA,NA
"4038",4038,"Cluster_2787","Porites_evermani_scaffold_797:77719-96585",165,-25.08,2,14,17708,17729,12,"100.00%","100.00%","Peve_00041609",0.99948661934441,0.020400154311116,0.810097073649321,NA,NA,NA,NA,NA
"4098",4098,"Cluster_2787","Porites_evermani_scaffold_854:105591-143222",154,-21.98,2,21,2837,2861,22,"63.64%","81.82%","Peve_00042855",0.999964675100817,0.00535102358037463,0.551398425649056,"Q80TT2","BAI1-associated protein 3 (BAP3) (Brain-specific angiogenesis inhibitor I-associated protein 3) (Baiap3)","Mus musculus (Mouse)","dense core granule maturation [GO:1990502]; exocytosis [GO:0006887]; G protein-coupled receptor signaling pathway [GO:0007186]; modulation of chemical synaptic transmission [GO:0050804]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of behavior [GO:0050795]; regulation of dense core granule exocytosis [GO:1905413]; regulation of synaptic transmission, GABAergic [GO:0032228]; retrograde transport, endosome to Golgi [GO:0042147]","GO:0000149; GO:0001956; GO:0005509; GO:0005543; GO:0005829; GO:0005886; GO:0006887; GO:0007186; GO:0019905; GO:0031902; GO:0032228; GO:0032588; GO:0035774; GO:0042147; GO:0050795; GO:0050804; GO:0055038; GO:0098793; GO:0098982; GO:0099503; GO:1905413; GO:1990502"
"4133",4133,"Cluster_2787","Porites_evermani_scaffold_89:529343-540690",155,-21.34,2,21,10790,10808,19,"73.68%","84.21%","Peve_00043472",0.99728265353091,0.0469424791144549,0.939886156491908,"P50416","Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)","Homo sapiens (Human)","carnitine metabolic process [GO:0009437]; carnitine shuttle [GO:0006853]; cellular response to fatty acid [GO:0071398]; eating behavior [GO:0042755]; epithelial cell differentiation [GO:0030855]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; glucose metabolic process [GO:0006006]; liver regeneration [GO:0097421]; long-chain fatty acid metabolic process [GO:0001676]; positive regulation of fatty acid beta-oxidation [GO:0032000]; regulation of insulin secretion [GO:0050796]; regulation of lipid storage [GO:0010883]; response to alkaloid [GO:0043279]; response to antibiotic [GO:0046677]; response to ethanol [GO:0045471]; response to nutrient levels [GO:0031667]; response to organic cyclic compound [GO:0014070]; response to tetrachloromethane [GO:1904772]; response to xenobiotic stimulus [GO:0009410]; triglyceride metabolic process [GO:0006641]","GO:0001676; GO:0004095; GO:0005739; GO:0005741; GO:0006006; GO:0006631; GO:0006635; GO:0006641; GO:0006853; GO:0009410; GO:0009437; GO:0010883; GO:0014070; GO:0016020; GO:0030855; GO:0031667; GO:0032000; GO:0042755; GO:0042802; GO:0043279; GO:0045471; GO:0046677; GO:0050796; GO:0071398; GO:0097421; GO:1904772; GO:1990698"
"4164",4164,"Cluster_2787","Porites_evermani_scaffold_92:189092-201417",159,-24.5,2,21,894,921,25,"68.00%","72.00%","Peve_00044098",0.998576798713468,0.0339687687471795,0.909359886114279,NA,NA,NA,NA,NA
"4165",4165,"Cluster_2787","Porites_evermani_scaffold_92:189092-201417",163,-25.16,2,21,8868,8891,21,"76.19%","76.19%","Peve_00044098",0.998576798713468,0.0339687687471795,0.909359886114279,NA,NA,NA,NA,NA
"4221",4221,"Cluster_2787","Porites_evermani_scaffold_971:74425-138787",165,-20.08,2,21,60845,60864,19,"78.95%","84.21%","Peve_00044958",0.999761494514925,0.0139044219501823,0.720993769905639,"P11532","Dystrophin","Homo sapiens (Human)","actin cytoskeleton organization [GO:0030036]; cardiac muscle cell action potential [GO:0086001]; cardiac muscle contraction [GO:0060048]; maintenance of blood-brain barrier [GO:0035633]; motile cilium assembly [GO:0044458]; muscle cell cellular homeostasis [GO:0046716]; muscle cell development [GO:0055001]; muscle organ development [GO:0007517]; negative regulation of peptidyl-cysteine S-nitrosylation [GO:1902083]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; neuron development [GO:0048666]; peptide biosynthetic process [GO:0043043]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of neuron projection development [GO:0010976]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; protein localization [GO:0008104]; protein-containing complex assembly [GO:0065003]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cellular response to growth factor stimulus [GO:0090287]; regulation of heart rate [GO:0002027]; regulation of muscle system process [GO:0090257]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; regulation of ryanodine-sensitive calcium-release channel activity [GO:0060314]; regulation of skeletal muscle contraction [GO:0014819]; regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion [GO:0014809]; regulation of voltage-gated calcium channel activity [GO:1901385]; response to muscle stretch [GO:0035994]; skeletal muscle tissue development [GO:0007519]","GO:0002027; GO:0002162; GO:0003779; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0007517; GO:0007519; GO:0008104; GO:0008270; GO:0008307; GO:0009986; GO:0010880; GO:0010881; GO:0010976; GO:0014809; GO:0014819; GO:0016010; GO:0016013; GO:0017022; GO:0017166; GO:0030018; GO:0030036; GO:0030054; GO:0030055; GO:0030175; GO:0030864; GO:0031527; GO:0032991; GO:0033137; GO:0035633; GO:0035994; GO:0042383; GO:0042995; GO:0043034; GO:0043043; GO:0044306; GO:0044458; GO:0045121; GO:0045202; GO:0045211; GO:0045666; GO:0046716; GO:0048666; GO:0050998; GO:0051015; GO:0055001; GO:0060048; GO:0060314; GO:0065003; GO:0086001; GO:0090257; GO:0090287; GO:1901385; GO:1902083; GO:2000651"
"4235",4235,"Cluster_2787","Porites_evermani_scaffold_984:141538-153700",145,-21.42,2,21,5163,5189,24,"62.50%","75.00%","Peve_00045103",0.998442124139319,0.035540042458098,0.909359886114279,"P61972","Nuclear transport factor 2 (NTF-2)","Rattus norvegicus (Rat)","mRNA transport [GO:0051028]; negative regulation of vascular endothelial growth factor production [GO:1904046]; nucleocytoplasmic transport [GO:0006913]; positive regulation of protein import into nucleus [GO:0042307]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606]; protein localization to nuclear pore [GO:0090204]","GO:0005637; GO:0005640; GO:0005654; GO:0005829; GO:0006606; GO:0006611; GO:0006913; GO:0017056; GO:0031267; GO:0031965; GO:0042307; GO:0042802; GO:0044613; GO:0051028; GO:0061608; GO:0090204; GO:1904046"
"4266",4266,"Cluster_2854","Porites_evermani_scaffold_1037:2644-22845",156,-22.12,2,20,20005,20032,24,"75.00%","75.00%","Peve_00000772",0.999952919799256,0.0061775458534996,0.573710369894872,"D2IYS2","Tyrosine-protein kinase receptor torso (EC 2.7.10.1)","Bombyx mori (Silk moth)","","GO:0004714; GO:0005524; GO:0005886; GO:0046872"
"4288",4288,"Cluster_2854","Porites_evermani_scaffold_108:120133-162200",172,-20.31,2,21,5552,5573,19,"78.95%","84.21%","Peve_00001436",0.998208024584781,0.0381176413484374,0.909359886114279,"P01026","Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc) (Neutrophil chemotactic factor-2) (ENCF-2); Complement C3 alpha chain; C3a anaphylatoxin (Neutrophil chemotactic factor-1) (ENCF-1); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]","Rattus norvegicus (Rat)","amyloid-beta clearance [GO:0097242]; blood coagulation [GO:0007596]; cell surface receptor signaling pathway involved in cell-cell signaling [GO:1905114]; chemotaxis [GO:0006935]; complement activation [GO:0006956]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; complement-dependent cytotoxicity [GO:0097278]; complement-mediated synapse pruning [GO:0150062]; fatty acid metabolic process [GO:0006631]; inflammatory response [GO:0006954]; neuron remodeling [GO:0016322]; opsonization [GO:0008228]; oviduct epithelium development [GO:0035846]; positive regulation of activation of membrane attack complex [GO:0001970]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic cell clearance [GO:2000427]; positive regulation of developmental growth [GO:0048639]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of lipid storage [GO:0010884]; positive regulation of opsonization [GO:1903028]; positive regulation of phagocytosis [GO:0050766]; positive regulation of phagocytosis, engulfment [GO:0060100]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of type IIa hypersensitivity [GO:0001798]; positive regulation of vascular endothelial growth factor production [GO:0010575]; proteolysis [GO:0006508]; regulation of complement activation [GO:0030449]; regulation of complement activation, alternative pathway [GO:0030451]; regulation of triglyceride biosynthetic process [GO:0010866]; response to bacterium [GO:0009617]; response to estradiol [GO:0032355]; response to estrogen [GO:0043627]; response to glucocorticoid [GO:0051384]; response to magnesium ion [GO:0032026]; response to progesterone [GO:0032570]; response to xenobiotic stimulus [GO:0009410]; retina development in camera-type eye [GO:0060041]; tolerance induction [GO:0002507]; vascular associated smooth muscle cell differentiation [GO:0035886]; vertebrate eye-specific patterning [GO:0150064]","GO:0001798; GO:0001934; GO:0001970; GO:0002507; GO:0004866; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0006631; GO:0006935; GO:0006954; GO:0006956; GO:0006957; GO:0006958; GO:0007596; GO:0008228; GO:0008289; GO:0009410; GO:0009617; GO:0009986; GO:0010575; GO:0010828; GO:0010866; GO:0010884; GO:0016322; GO:0030449; GO:0030451; GO:0031715; GO:0032026; GO:0032355; GO:0032570; GO:0032991; GO:0035846; GO:0035886; GO:0043627; GO:0045745; GO:0045766; GO:0048260; GO:0048639; GO:0050766; GO:0051384; GO:0060041; GO:0060100; GO:0070374; GO:0097242; GO:0097278; GO:0150062; GO:0150064; GO:1903028; GO:1905114; GO:1905370; GO:2000427"
"4289",4289,"Cluster_2854","Porites_evermani_scaffold_108:65765-118569",168,-20.4,2,21,30687,30708,19,"78.95%","78.95%","Peve_00001435",-0.99830812163304,0.0370374381818108,0.909359886114279,NA,NA,NA,NA,NA
"4323",4323,"Cluster_2854","Porites_evermani_scaffold_1152:50707-62111",164,-22.24,2,21,3152,3173,19,"68.42%","84.21%","Peve_00002593",-0.999856496315378,0.0107852903355044,0.6446111333421,"O74212","Acyl-lipid (8-3)-desaturase (EC 1.14.19.30) (Delta(5) fatty acid desaturase) (Delta-5 fatty acid desaturase)","Mortierella alpina (Oleaginous fungus) (Mortierella renispora)","fatty acid biosynthetic process [GO:0006633]","GO:0006633; GO:0016020; GO:0020037; GO:0046872; GO:0102866"
"4344",4344,"Cluster_2854","Porites_evermani_scaffold_1212:50787-71698",171,-26.19,2,20,20700,20721,18,"72.22%","94.44%","Peve_00003572",-0.999998761813949,0.00100181635887822,0.257580124662609,"Q5F361","TBC domain-containing protein kinase-like protein","Gallus gallus (Chicken)","activation of GTPase activity [GO:0090630]; protein phosphorylation [GO:0006468]","GO:0004672; GO:0005096; GO:0005524; GO:0005737; GO:0005819; GO:0006468; GO:0030496; GO:0090630"
"4402",4402,"Cluster_2854","Porites_evermani_scaffold_130:40465-110618",154,-25.08,2,20,27314,27340,23,"65.22%","73.91%","Peve_00004802",-0.999895927074034,0.00918475909477155,0.595915595777701,"A0A8J1M587",NA,NA,NA,NA
"4403",4403,"Cluster_2854","Porites_evermani_scaffold_130:40465-110618",165,-20.59,2,20,23635,23658,20,"80.00%","85.00%","Peve_00004802",-0.999895927074034,0.00918475909477155,0.595915595777701,"A0A8J1M587",NA,NA,NA,NA
"4461",4461,"Cluster_2854","Porites_evermani_scaffold_1422:40321-60442",155,-21.95,2,21,19985,20003,19,"73.68%","84.21%","Peve_00006544",0.999868704185365,0.0103163320854201,0.630000794609239,"Q9ZQ31","Serine/threonine-protein kinase STY13 (EC 2.7.11.1) (AtSTYPK) (Serine/threonine/tyrosine-protein kinase 13)","Arabidopsis thaliana (Mouse-ear cress)","protein phosphorylation [GO:0006468]; regulation of embryonic development [GO:0045995]; seed oilbody biogenesis [GO:0010344]; signal transduction [GO:0007165]","GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0006468; GO:0007165; GO:0010344; GO:0045995; GO:0106310"
"4468",4468,"Cluster_2854","Porites_evermani_scaffold_1427:51814-120640",162,-20.16,2,21,68414,68434,19,"78.95%","78.95%","Peve_00006587",0.9994271673678,0.0215491294262711,0.825526415921874,"A2A8L5","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Mus musculus (Mouse)","cell migration [GO:0016477]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell projection organization [GO:0031345]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of neurotrophin TRK receptor signaling pathway [GO:0051387]; negative regulation of receptor binding [GO:1900121]; nervous system development [GO:0007399]; neuron projection regeneration [GO:0031102]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of apoptotic process [GO:0043065]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of neuron apoptotic process [GO:0043525]; protein dephosphorylation [GO:0006470]; regulation of axon regeneration [GO:0048679]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse organization [GO:0099175]; regulation of synapse structure or activity [GO:0050803]; synaptic membrane adhesion [GO:0099560]","GO:0001960; GO:0004721; GO:0004725; GO:0005001; GO:0005158; GO:0005768; GO:0005886; GO:0006470; GO:0007156; GO:0007399; GO:0008201; GO:0008285; GO:0010975; GO:0016020; GO:0016477; GO:0030426; GO:0030971; GO:0031102; GO:0031345; GO:0035335; GO:0035373; GO:0042059; GO:0042301; GO:0043005; GO:0043025; GO:0043065; GO:0043231; GO:0043525; GO:0044877; GO:0046627; GO:0048679; GO:0050775; GO:0050803; GO:0050839; GO:0051387; GO:0060076; GO:0098839; GO:0099175; GO:0099560; GO:1900121"
"4507",4507,"Cluster_2854","Porites_evermani_scaffold_1519:66691-84603",160,-20.13,2,17,9966,9987,15,"73.33%","93.33%","Peve_00007756",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4508",4508,"Cluster_2854","Porites_evermani_scaffold_1519:66691-84603",163,-21.08,2,16,2883,2904,14,"85.71%","92.86%","Peve_00007756",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4509",4509,"Cluster_2854","Porites_evermani_scaffold_1519:66691-84603",163,-21.08,2,16,5654,5675,14,"85.71%","92.86%","Peve_00007756",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4556",4556,"Cluster_2854","Porites_evermani_scaffold_166:241844-249534",157,-22.74,2,20,7343,7371,25,"72.00%","72.00%","Peve_00009508",0.998612130404786,0.0335443741149563,0.909359886114279,"P83111","Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)","Homo sapiens (Human)","lipid metabolic process [GO:0006629]; proteolysis [GO:0006508]; regulation of lipid metabolic process [GO:0019216]","GO:0005739; GO:0005829; GO:0006508; GO:0006629; GO:0008233; GO:0019216; GO:0042802"
"4586",4586,"Cluster_2854","Porites_evermani_scaffold_1742:1079-5515",154,-20.1,2,16,4284,4306,15,"80.00%","86.67%","Peve_00010511",0.999962448044095,0.00551712420276981,0.551398425649056,NA,NA,NA,NA,NA
"4600",4600,"Cluster_2854","Porites_evermani_scaffold_1764:63988-79890",162,-22.25,2,16,2117,2139,15,"86.67%","93.33%","Peve_00010711",0.999962448044095,0.00551712420277797,0.551398425649056,NA,NA,NA,NA,NA
"4625",4625,"Cluster_2854","Porites_evermani_scaffold_185:287739-289616",171,-20.09,2,21,497,519,20,"75.00%","90.00%","Peve_00011724",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4796",4796,"Cluster_2854","Porites_evermani_scaffold_2158:56386-81098",149,-20.71,2,19,9785,9808,19,"63.16%","78.95%","Peve_00015124",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4841",4841,"Cluster_2854","Porites_evermani_scaffold_2:250493-273812",171,-20.48,2,20,15909,15930,18,"83.33%","83.33%","Peve_00013445",0.999666874556682,0.0164327814720114,0.771576210959321,"B3DJT0","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","Danio rerio (Zebrafish) (Brachydanio rerio)","exocrine pancreas development [GO:0031017]; lymphocyte differentiation [GO:0030098]; mRNA splicing, via spliceosome [GO:0000398]; nucleosome assembly [GO:0006334]; positive regulation of histone deubiquitination [GO:1903586]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]; thymus development [GO:0048538]","GO:0000245; GO:0000387; GO:0000398; GO:0005634; GO:0005654; GO:0005737; GO:0006334; GO:0015030; GO:0016607; GO:0017070; GO:0030098; GO:0031017; GO:0042393; GO:0048538; GO:0061574; GO:1903586"
"4863",4863,"Cluster_2854","Porites_evermani_scaffold_2326:73642-78484",166,-23.09,2,15,2611,2632,13,"92.31%","100.00%","Peve_00016793",0.998844137775377,0.0306118796323651,0.903929377050813,NA,NA,NA,NA,NA
"4864",4864,"Cluster_2854","Porites_evermani_scaffold_2326:73642-78484",166,-23.09,2,15,3294,3315,13,"92.31%","100.00%","Peve_00016793",0.998844137775377,0.0306118796323651,0.903929377050813,NA,NA,NA,NA,NA
"4867",4867,"Cluster_2854","Porites_evermani_scaffold_233:220847-235186",163,-20.47,2,21,7573,7595,20,"70.00%","85.00%","Peve_00016830",0.997788949392921,0.0423423068696936,0.91245824116165,"O94923","D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase)","Homo sapiens (Human)","heparan sulfate proteoglycan biosynthetic process [GO:0015012]; heparin biosynthetic process [GO:0030210]","GO:0000139; GO:0005509; GO:0005794; GO:0015012; GO:0016857; GO:0030210; GO:0042803; GO:0047464"
"4880",4880,"Cluster_2854","Porites_evermani_scaffold_237:92364-121417",152,-20.69,2,20,23994,24015,19,"68.42%","84.21%","Peve_00017150",-0.999275446346948,0.0242357588178883,0.858622359634376,"Q9UI17","Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)","Homo sapiens (Human)","amino-acid betaine catabolic process [GO:0006579]; choline catabolic process [GO:0042426]; choline metabolic process [GO:0019695]","GO:0003723; GO:0005737; GO:0005739; GO:0005759; GO:0006579; GO:0009055; GO:0016491; GO:0019695; GO:0042426; GO:0047865"
"4881",4881,"Cluster_2854","Porites_evermani_scaffold_237:92364-121417",152,-20.69,2,20,26508,26529,19,"68.42%","84.21%","Peve_00017150",-0.999275446346948,0.0242357588178883,0.858622359634376,"Q9UI17","Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)","Homo sapiens (Human)","amino-acid betaine catabolic process [GO:0006579]; choline catabolic process [GO:0042426]; choline metabolic process [GO:0019695]","GO:0003723; GO:0005737; GO:0005739; GO:0005759; GO:0006579; GO:0009055; GO:0016491; GO:0019695; GO:0042426; GO:0047865"
"4908",4908,"Cluster_2854","Porites_evermani_scaffold_2455:25930-27046",175,-20.64,2,20,982,1003,18,"83.33%","88.89%","Peve_00017979",0.999962448044095,0.00551712420276166,0.551398425649056,NA,NA,NA,NA,NA
"4911",4911,"Cluster_2854","Porites_evermani_scaffold_2479:15739-37295",175,-27.24,2,21,6571,6593,20,"80.00%","90.00%","Peve_00018147",-0.999981086743335,0.00391542548647461,0.54328949385489,NA,NA,NA,NA,NA
"4980",4980,"Cluster_2854","Porites_evermani_scaffold_2755:2019-42713",153,-20.11,2,15,12294,12316,14,"85.71%","85.71%","Peve_00020543",0.998432065435628,0.0356546230703885,0.909359886114279,"Q8IWY4","Signal peptide, CUB and EGF-like domain-containing protein 1","Homo sapiens (Human)","adult heart development [GO:0007512]; blood coagulation [GO:0007596]; endothelial cell differentiation [GO:0045446]; inflammatory response [GO:0006954]; positive regulation of smoothened signaling pathway [GO:0045880]; post-embryonic development [GO:0009791]; signal transduction [GO:0007165]","GO:0005509; GO:0005615; GO:0005886; GO:0006954; GO:0007165; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0042802; GO:0045446; GO:0045880"
"5000",5000,"Cluster_2854","Porites_evermani_scaffold_2869:21622-30961",171,-20.38,2,20,7907,7928,18,"83.33%","83.33%","Peve_00021417",-0.999791289095414,0.0130069432315257,0.700541156620554,NA,NA,NA,NA,NA
