# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_4542	Porites_evermani_scaffold_2896	21192	49288	+	28097	105.82	628.41	228.30	90.97	402.56
lncRNA_4543	Porites_evermani_scaffold_2898	27905	28170	+	266	2	0	33	0	0
lncRNA_4544	Porites_evermani_scaffold_29	202474	206008	+	3535	5.50	0	94.75	0	4.25
lncRNA_4545	Porites_evermani_scaffold_29	127226	127540	+	315	62.50	46.50	284.00	52.50	226.00
lncRNA_4546	Porites_evermani_scaffold_29	302758	307050	+	4293	533.08	227.75	487.60	87.47	437.37
lncRNA_4547	Porites_evermani_scaffold_29	388368	390146	+	1779	41.75	21	13	2.90	77.45
lncRNA_4548	Porites_evermani_scaffold_29	415189	415422	+	234	87	23	464	4	127
lncRNA_4549	Porites_evermani_scaffold_29	165120	167024	+	1905	197	27	496	87	679
lncRNA_4550	Porites_evermani_scaffold_29	222072	222509	+	438	0	0	53	0	10
lncRNA_4551	Porites_evermani_scaffold_29	356991	357363	+	373	66.97	10.97	5.50	0.60	115.70
lncRNA_4552	Porites_evermani_scaffold_29	809295	809532	+	238	0	0	28	0	0
lncRNA_4553	Porites_evermani_scaffold_290	7630	9098	+	1469	7	2	66.00	31.00	5
lncRNA_4554	Porites_evermani_scaffold_290	199035	202217	+	3183	47	13	312	20	50
lncRNA_4555	Porites_evermani_scaffold_290	170048	175901	+	5854	106	58	169	66	104
lncRNA_4556	Porites_evermani_scaffold_290	232753	233382	+	630	7	10	84	0	6
lncRNA_4557	Porites_evermani_scaffold_290	258757	259785	+	1029	46	39.50	150	27.25	63.45
lncRNA_4558	Porites_evermani_scaffold_290	260123	260399	+	277	36	7	70	12	26
lncRNA_4559	Porites_evermani_scaffold_2901	12961	14353	+	1393	150.00	17.50	30.33	0	7
lncRNA_4560	Porites_evermani_scaffold_2902	59467	59766	+	300	43	15	81	19	46
lncRNA_4561	Porites_evermani_scaffold_2903	26749	27332	+	584	66.57	32.90	11.33	33.13	64.73
lncRNA_4562	Porites_evermani_scaffold_2904	56160	59738	+	3579	1067.50	421	152.50	353	284.25
lncRNA_4563	Porites_evermani_scaffold_2904	56210	59738	+	3529	1067.50	421	152.50	353	284.25
lncRNA_4564	Porites_evermani_scaffold_2905	52934	53287	+	354	76	0	0	0	0
lncRNA_4565	Porites_evermani_scaffold_2906	45045	45280	+	236	2	0	26	0	10
lncRNA_4566	Porites_evermani_scaffold_2908	14669	15690	+	1022	0	1	51	0	0
lncRNA_4567	Porites_evermani_scaffold_2908	43913	44602	+	690	1.50	128.50	0	19.17	0.50
lncRNA_4568	Porites_evermani_scaffold_2908	43913	44602	+	690	1.50	128.50	0	19.17	0.50
lncRNA_4569	Porites_evermani_scaffold_2908	178	1414	+	1237	93	26	176	33	126
lncRNA_4570	Porites_evermani_scaffold_2909	652	1226	+	575	0	0	80	0	0
lncRNA_4571	Porites_evermani_scaffold_2909	41470	41874	+	405	29	2	50	17	52
lncRNA_4572	Porites_evermani_scaffold_2909	57492	57755	+	264	0	1	27	13	8
lncRNA_4573	Porites_evermani_scaffold_291	183371	190493	+	7123	651.56	172.67	338.31	208.33	568.43
lncRNA_4574	Porites_evermani_scaffold_291	188218	189324	+	1107	123.20	15.83	26.28	38.59	108.40
lncRNA_4575	Porites_evermani_scaffold_291	188218	189324	+	1107	123.20	15.83	26.28	38.59	108.40
lncRNA_4576	Porites_evermani_scaffold_291	59048	59371	+	324	15	11	36	0	35
lncRNA_4577	Porites_evermani_scaffold_291	181376	181639	+	264	6	0	26	0	0
lncRNA_4578	Porites_evermani_scaffold_291	269326	269609	+	284	0	0	27	0	10
lncRNA_4579	Porites_evermani_scaffold_2910	33795	34117	+	323	0	0	38	0	2
lncRNA_4580	Porites_evermani_scaffold_2913	5940	9989	+	4050	11.50	18	266.05	6	6.50
lncRNA_4581	Porites_evermani_scaffold_2917	18176	22586	+	4411	3	8	24	6.00	4
lncRNA_4582	Porites_evermani_scaffold_2918	4422	6441	+	2020	222.58	211	384.07	185.50	562.83
lncRNA_4583	Porites_evermani_scaffold_2918	7442	15039	+	7598	258	158	3250	100	837.50
lncRNA_4584	Porites_evermani_scaffold_292	107430	109140	+	1711	111.50	75.50	323	82.50	327.25
lncRNA_4585	Porites_evermani_scaffold_292	108370	109140	+	771	24.50	15.50	37	5.50	57.75
lncRNA_4586	Porites_evermani_scaffold_292	177469	178196	+	728	178	4	846	412.20	466.40
lncRNA_4587	Porites_evermani_scaffold_292	7746	7980	+	235	3.20	1	59	1.60	8.97
lncRNA_4588	Porites_evermani_scaffold_292	255972	256501	+	530	2	11.00	58	15.00	92.20
lncRNA_4589	Porites_evermani_scaffold_292	311583	311874	+	292	14.50	2	52	20	0
lncRNA_4590	Porites_evermani_scaffold_292	312178	312509	+	332	8	1	119	54	4
lncRNA_4591	Porites_evermani_scaffold_2920	50071	50392	+	322	0	3	43	0	0
lncRNA_4592	Porites_evermani_scaffold_2922	5291	5574	+	284	5.50	0	37	0	3.50
lncRNA_4593	Porites_evermani_scaffold_2924	41955	43013	+	1059	174	53	767	56	177
lncRNA_4594	Porites_evermani_scaffold_2924	45435	51369	+	5935	435	75.50	1043	107	508.00
lncRNA_4595	Porites_evermani_scaffold_2924	45443	49941	+	4499	305	64.50	772	79	382.00
lncRNA_4596	Porites_evermani_scaffold_2926	33760	34056	+	297	0	0	54	5	3.50
lncRNA_4597	Porites_evermani_scaffold_2927	34335	36336	+	2002	442	183	340	191.90	500
lncRNA_4598	Porites_evermani_scaffold_2927	19025	19399	+	375	35.77	163.12	251.27	378.18	431.41
lncRNA_4599	Porites_evermani_scaffold_2927	57398	57691	+	294	3	17	31	12	62
lncRNA_4600	Porites_evermani_scaffold_2927	57898	58755	+	858	101	151	214	101	446
lncRNA_4601	Porites_evermani_scaffold_2928	15068	15290	+	223	0	0	1	0	44
lncRNA_4602	Porites_evermani_scaffold_2929	6683	6956	+	274	2	0	48	0	1
lncRNA_4603	Porites_evermani_scaffold_293	286024	286869	+	846	35	47	132	36	55.00
lncRNA_4604	Porites_evermani_scaffold_293	4474	4936	+	463	0	0	64	0	0
lncRNA_4605	Porites_evermani_scaffold_2931	48926	51012	+	2087	178	13	19	15	124
lncRNA_4606	Porites_evermani_scaffold_2932	50942	52102	+	1161	18.30	31.75	10.95	42.88	94.98
lncRNA_4607	Porites_evermani_scaffold_2932	24502	25215	+	714	242.83	133.58	300.58	277.67	245.17
lncRNA_4608	Porites_evermani_scaffold_294	197627	198279	+	653	107	61	69	13	77
lncRNA_4609	Porites_evermani_scaffold_294	86794	87033	+	240	70	31	53	52	60
lncRNA_4610	Porites_evermani_scaffold_294	155856	156128	+	273	2	6	34	0	5
lncRNA_4611	Porites_evermani_scaffold_294	166710	166933	+	224	2	0	28	0	0
lncRNA_4612	Porites_evermani_scaffold_2940	46895	48416	+	1522	184.67	45.50	41.75	51	93.50
lncRNA_4613	Porites_evermani_scaffold_2940	45010	46737	+	1728	90.08	19.67	29	28	11
lncRNA_4614	Porites_evermani_scaffold_2941	31923	32414	+	492	23.10	33.33	66.80	35.27	23.90
lncRNA_4615	Porites_evermani_scaffold_2942	48929	49159	+	231	58.57	2.75	1	0	4.92
lncRNA_4616	Porites_evermani_scaffold_2943	49774	52458	+	2685	50.83	30.75	57.75	30.12	35.75
lncRNA_4617	Porites_evermani_scaffold_2943	49795	52458	+	2664	50.83	28.75	57.75	26.12	34.75
lncRNA_4618	Porites_evermani_scaffold_2945	33135	39734	+	6600	65.20	21.20	50	16	47
lncRNA_4619	Porites_evermani_scaffold_2945	7036	9331	+	2296	800.00	320.00	721.00	243.00	1220.99
lncRNA_4620	Porites_evermani_scaffold_2945	17266	17513	+	248	612.50	0	0	1	0
lncRNA_4621	Porites_evermani_scaffold_2947	1897	2161	+	265	4	0	28.92	29.33	0
lncRNA_4622	Porites_evermani_scaffold_2948	36666	38297	+	1632	153.83	14	0.50	8	6
lncRNA_4623	Porites_evermani_scaffold_2948	52259	54199	+	1941	31	42	128	59	33
lncRNA_4624	Porites_evermani_scaffold_2949	54995	55209	+	215	40.25	11.82	76.17	42.50	101.00
lncRNA_4625	Porites_evermani_scaffold_295	171622	176693	+	5072	248.48	130.90	200.83	76.75	218.00
lncRNA_4626	Porites_evermani_scaffold_2951	10053	15565	+	5513	289.82	109.29	188.37	110.33	763.49
lncRNA_4627	Porites_evermani_scaffold_2951	10078	17196	+	7119	1092.80	233.62	306.70	365.49	1561.59
lncRNA_4628	Porites_evermani_scaffold_2951	10078	17196	+	7119	1092.80	233.62	306.70	365.49	1561.59
lncRNA_4629	Porites_evermani_scaffold_2951	10467	17196	+	6730	1085.02	228.46	287.70	361.16	1549.26
lncRNA_4630	Porites_evermani_scaffold_2952	9347	9919	+	573	23	75.75	22.50	1	405.75
lncRNA_4631	Porites_evermani_scaffold_2952	9465	13697	+	4233	515	327.25	44.50	236	564.25
lncRNA_4632	Porites_evermani_scaffold_2954	45226	49961	+	4736	78.40	93.97	100.67	142.67	93.35
lncRNA_4633	Porites_evermani_scaffold_296	253319	254234	+	916	59	40	164	4	90
lncRNA_4634	Porites_evermani_scaffold_296	28070	28358	+	289	0	0	54	0	0
lncRNA_4635	Porites_evermani_scaffold_296	84055	84343	+	289	28.50	25.50	0	0	35.00
lncRNA_4636	Porites_evermani_scaffold_296	191069	191281	+	213	0	0	38	0	2
lncRNA_4637	Porites_evermani_scaffold_296	228288	228675	+	388	124	41	52.50	30.50	229
lncRNA_4638	Porites_evermani_scaffold_2960	35503	35761	+	259	34.60	8.30	14.30	2.20	67.73
lncRNA_4639	Porites_evermani_scaffold_2965	29995	35405	+	5411	26.33	14	66	38	14
lncRNA_4640	Porites_evermani_scaffold_2966	360	669	+	310	0	4	36	0	0
lncRNA_4641	Porites_evermani_scaffold_2967	54224	55716	+	1493	49	32	104	13	14.50
lncRNA_4642	Porites_evermani_scaffold_2967	3821	4131	+	311	0	0	54	0	0
lncRNA_4643	Porites_evermani_scaffold_2967	41972	42209	+	238	19	20	30	16	21
lncRNA_4644	Porites_evermani_scaffold_2967	42750	42973	+	224	0	2	28	0	0
lncRNA_4645	Porites_evermani_scaffold_2968	46217	46615	+	399	79.83	13.33	101.25	60.68	81.00
lncRNA_4646	Porites_evermani_scaffold_2969	16069	16300	+	232	14	0	24	3	4
lncRNA_4647	Porites_evermani_scaffold_297	87126	89284	+	2159	43.50	7	5	45.50	724.83
lncRNA_4648	Porites_evermani_scaffold_297	10545	11728	+	1184	186.53	27.83	101.33	75.00	194.66
lncRNA_4649	Porites_evermani_scaffold_297	12158	12583	+	426	0	0	323.50	128.50	49
lncRNA_4650	Porites_evermani_scaffold_297	14161	15464	+	1304	0	1	818.50	435.50	138
lncRNA_4651	Porites_evermani_scaffold_297	137173	137420	+	248	0	2	37	1	3
lncRNA_4652	Porites_evermani_scaffold_297	169954	170919	+	966	130	1265	175	76.50	262
lncRNA_4653	Porites_evermani_scaffold_2970	32	1939	+	1908	445	300	262	137	427
lncRNA_4654	Porites_evermani_scaffold_2970	30573	32130	+	1558	330.17	148.33	439.00	186.42	501.58
lncRNA_4655	Porites_evermani_scaffold_2970	31061	32130	+	1070	145.83	51.67	195.00	76.58	164.42
lncRNA_4656	Porites_evermani_scaffold_2970	42840	43277	+	438	3	1.50	58	2	3
lncRNA_4657	Porites_evermani_scaffold_2972	39819	41002	+	1184	10.17	71.42	1	0	228.83
lncRNA_4658	Porites_evermani_scaffold_2972	40093	44368	+	4276	19.17	254.79	8.75	3.50	914.41
lncRNA_4659	Porites_evermani_scaffold_2972	40762	44368	+	3607	14.67	216.04	7.75	3.50	824.41
lncRNA_4660	Porites_evermani_scaffold_2972	35901	36169	+	269	2	0	24	0	8
lncRNA_4661	Porites_evermani_scaffold_2975	3083	5123	+	2041	14.67	0	21.99	3.25	4.77
lncRNA_4662	Porites_evermani_scaffold_2975	3083	6274	+	3192	15.67	0.75	21.99	3.50	8.37
lncRNA_4663	Porites_evermani_scaffold_2975	5330	10052	+	4723	14.17	1.85	109.86	5.25	29.37
lncRNA_4664	Porites_evermani_scaffold_2976	30109	31017	+	909	168.83	98.17	107.83	50.67	162.17
lncRNA_4665	Porites_evermani_scaffold_2976	34213	41133	+	6921	680.40	374.88	1005.16	536.36	934.40
lncRNA_4666	Porites_evermani_scaffold_2976	34213	41133	+	6921	680.40	374.88	1005.16	536.36	934.40
lncRNA_4667	Porites_evermani_scaffold_2976	36875	41133	+	4259	452.66	232.18	683.55	357.21	602.10
lncRNA_4668	Porites_evermani_scaffold_2976	41631	43653	+	2023	985	626	1411	812	1455
lncRNA_4669	Porites_evermani_scaffold_2977	22176	22514	+	339	7	23	86	4	15
lncRNA_4670	Porites_evermani_scaffold_2977	23648	24624	+	977	31.50	58	158	22	33
lncRNA_4671	Porites_evermani_scaffold_2977	26089	26293	+	205	41	4	31	7	9
lncRNA_4672	Porites_evermani_scaffold_2977	27243	27444	+	202	4	7.50	46.67	7.60	6.67
lncRNA_4673	Porites_evermani_scaffold_2977	27767	28173	+	407	0	5.35	54.67	4	21.67
lncRNA_4674	Porites_evermani_scaffold_2978	3094	3335	+	242	2	7	24	2	0
lncRNA_4675	Porites_evermani_scaffold_2978	14502	14733	+	232	6	26	0	0	0
lncRNA_4676	Porites_evermani_scaffold_2979	51031	57325	+	6295	106.00	27.25	183.50	15.50	108.00
lncRNA_4677	Porites_evermani_scaffold_2979	51204	57325	+	6122	100.00	27.25	176.50	15.50	106.00
lncRNA_4678	Porites_evermani_scaffold_298	291440	292332	+	893	0	0	25	0	18
lncRNA_4679	Porites_evermani_scaffold_298	37322	37614	+	293	0	0	36	0	0
lncRNA_4680	Porites_evermani_scaffold_298	67481	69294	+	1814	37.50	23	299	55	80
lncRNA_4681	Porites_evermani_scaffold_298	89326	89905	+	580	36.57	31.17	140.17	39.97	46.67
lncRNA_4682	Porites_evermani_scaffold_298	156063	156348	+	286	0	0	33	5	1
lncRNA_4683	Porites_evermani_scaffold_298	307401	307727	+	327	22	0	25	20	19
lncRNA_4684	Porites_evermani_scaffold_298	308221	308439	+	219	2	12	30	0	0
lncRNA_4685	Porites_evermani_scaffold_2980	17440	18330	+	891	28.75	12.25	59	17.50	34.25
lncRNA_4686	Porites_evermani_scaffold_2980	17851	18813	+	963	30.25	11.75	69	14.50	35.75
lncRNA_4687	Porites_evermani_scaffold_2980	51500	53138	+	1639	11	6	0	16	54.50
lncRNA_4688	Porites_evermani_scaffold_2981	55662	56727	+	1066	3	65	7.58	59.50	102.50
lncRNA_4689	Porites_evermani_scaffold_2983	31329	31592	+	264	4	2	23	0	114.33
lncRNA_4690	Porites_evermani_scaffold_2984	56285	57108	+	824	0	14	104	7	20
lncRNA_4691	Porites_evermani_scaffold_2987	14	1582	+	1569	218.40	28.05	150.90	45.97	228.60
lncRNA_4692	Porites_evermani_scaffold_299	113572	113850	+	279	2	0	34	8	0
lncRNA_4693	Porites_evermani_scaffold_299	114292	114566	+	275	0	0	32	0	0
lncRNA_4694	Porites_evermani_scaffold_2991	43108	44209	+	1102	7	21	32	60	123
lncRNA_4695	Porites_evermani_scaffold_2991	45281	47515	+	2235	10	19	4	47	86
lncRNA_4696	Porites_evermani_scaffold_2991	51982	53795	+	1814	12	10	34	48.50	57
lncRNA_4697	Porites_evermani_scaffold_2991	54393	56154	+	1762	0	7	0	54.25	31
lncRNA_4698	Porites_evermani_scaffold_2991	54404	56154	+	1751	0	7	0	54.25	31
lncRNA_4699	Porites_evermani_scaffold_2991	740	1009	+	270	1	1	52	5.20	1.40
lncRNA_4700	Porites_evermani_scaffold_2991	49717	50042	+	326	0	34	9	61	100
lncRNA_4701	Porites_evermani_scaffold_2992	1231	2635	+	1405	9	0	0	16	81.50
lncRNA_4702	Porites_evermani_scaffold_2993	46589	46901	+	313	507	221	701	99	526
lncRNA_4703	Porites_evermani_scaffold_2995	175	393	+	219	2.17	64.50	0	15	2
lncRNA_4704	Porites_evermani_scaffold_2995	36179	36860	+	682	62	16	231	21	78
lncRNA_4705	Porites_evermani_scaffold_2997	3554	3774	+	221	29	20	0	13	42
lncRNA_4706	Porites_evermani_scaffold_2999	109	3423	+	3315	209	50	332	52	239.50
lncRNA_4707	Porites_evermani_scaffold_2999	10461	14133	+	3673	234.68	35.33	106.45	26.08	217.36
lncRNA_4708	Porites_evermani_scaffold_2999	10488	14133	+	3646	222.93	32.00	106.45	21.42	209.72
lncRNA_4709	Porites_evermani_scaffold_3	668299	672808	+	4510	123	8	314	45	106
lncRNA_4710	Porites_evermani_scaffold_3	676545	677424	+	880	3	20	0	0	28
lncRNA_4711	Porites_evermani_scaffold_3	962197	966762	+	4566	3498.50	2357	806	1442.50	4229.50
lncRNA_4712	Porites_evermani_scaffold_3	2363	2593	+	231	62	3	40	9	26
lncRNA_4713	Porites_evermani_scaffold_3	509487	509776	+	290	0	4	8	33	1
lncRNA_4714	Porites_evermani_scaffold_3	751631	752585	+	955	18	12	101.50	8	66
lncRNA_4715	Porites_evermani_scaffold_3	879093	879413	+	321	22.95	11.77	33.00	14.93	7.93
lncRNA_4716	Porites_evermani_scaffold_3	888348	888581	+	234	102.50	80.67	100.20	107.90	122.50
lncRNA_4717	Porites_evermani_scaffold_3	1274261	1274645	+	385	0	0	44.50	3	1.33
lncRNA_4718	Porites_evermani_scaffold_3	1423202	1423407	+	206	14	13	31.67	34.50	20.33
lncRNA_4719	Porites_evermani_scaffold_3	1425597	1425926	+	330	6	0	46	0	10
lncRNA_4720	Porites_evermani_scaffold_3	1457144	1457456	+	313	0	6	51	2.50	6.50
lncRNA_4721	Porites_evermani_scaffold_30	548925	549165	+	241	11.50	3	52.50	9.20	26.20
lncRNA_4722	Porites_evermani_scaffold_30	744601	762174	+	17574	5001.50	3612	7801.33	5305.50	10083.00
lncRNA_4723	Porites_evermani_scaffold_30	355380	359811	+	4432	1463	733	1954	607.33	2126
lncRNA_4724	Porites_evermani_scaffold_30	390063	391412	+	1350	46.50	8.50	68.67	20	65.33
lncRNA_4725	Porites_evermani_scaffold_30	25966	29065	+	3100	1819	898	2355	1107	2896
lncRNA_4726	Porites_evermani_scaffold_30	114438	114722	+	285	0	0	32	0	0
lncRNA_4727	Porites_evermani_scaffold_30	159932	160254	+	323	2	0	44	10	6
lncRNA_4728	Porites_evermani_scaffold_30	604315	606198	+	1884	181	41	309	80	231
lncRNA_4729	Porites_evermani_scaffold_30	641214	642131	+	918	4	0	237	20	7
lncRNA_4730	Porites_evermani_scaffold_30	820734	820980	+	247	7	0	45	0	8
lncRNA_4731	Porites_evermani_scaffold_300	129610	131120	+	1511	17	2	74	10	39
lncRNA_4732	Porites_evermani_scaffold_300	128794	129098	+	305	6	0	42	11	8
lncRNA_4733	Porites_evermani_scaffold_3001	645	4745	+	4101	7	4	61	10	20
lncRNA_4734	Porites_evermani_scaffold_3003	14272	15388	+	1117	223	44	146	45	147
lncRNA_4735	Porites_evermani_scaffold_3003	15638	15958	+	321	49	5	55	59	20
lncRNA_4736	Porites_evermani_scaffold_3005	40555	41137	+	583	48	19	68	2	0
lncRNA_4737	Porites_evermani_scaffold_3006	16211	16703	+	493	14.50	0	52	0	11
lncRNA_4738	Porites_evermani_scaffold_3008	21044	30262	+	9219	1437.27	912.56	5773.62	1349.17	5806.53
lncRNA_4739	Porites_evermani_scaffold_3008	22245	30262	+	8018	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4740	Porites_evermani_scaffold_3008	22245	30262	+	8018	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4741	Porites_evermani_scaffold_3008	22255	30262	+	8008	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4742	Porites_evermani_scaffold_3008	22255	30262	+	8008	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4743	Porites_evermani_scaffold_3008	22273	30262	+	7990	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4744	Porites_evermani_scaffold_3008	22289	30262	+	7974	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4745	Porites_evermani_scaffold_3008	22289	30262	+	7974	1430.27	904.56	5757.62	1342.17	5795.53
lncRNA_4746	Porites_evermani_scaffold_3008	17890	20382	+	2493	20	50	70	33.50	405.00
lncRNA_4747	Porites_evermani_scaffold_3008	18616	20382	+	1767	14	48	70	31.50	354.00
lncRNA_4748	Porites_evermani_scaffold_3009	91	4247	+	4157	44.50	13.50	29	14	186.50
lncRNA_4749	Porites_evermani_scaffold_301	304553	304787	+	235	0	0	0	0	26.67
lncRNA_4750	Porites_evermani_scaffold_3011	39399	52496	+	13098	2010.50	648.67	1022.50	826.50	2990.00
lncRNA_4751	Porites_evermani_scaffold_3012	43465	43951	+	487	2.50	0	41.00	44.08	11.67
lncRNA_4752	Porites_evermani_scaffold_3017	22226	37133	+	14908	22	39	39.20	31.00	80.20
lncRNA_4753	Porites_evermani_scaffold_3017	17938	18212	+	275	0	0	24	0	0
lncRNA_4754	Porites_evermani_scaffold_3018	24694	30196	+	5503	90.40	71.10	251.60	121.13	116.70
lncRNA_4755	Porites_evermani_scaffold_302	93051	100382	+	7332	159.83	60.50	948.33	89.33	275.66
lncRNA_4756	Porites_evermani_scaffold_302	65631	66627	+	997	332.00	349	150.67	168	547.03
lncRNA_4757	Porites_evermani_scaffold_302	282634	284532	+	1899	4	1027.08	36.90	14	38.33
lncRNA_4758	Porites_evermani_scaffold_3021	25971	29612	+	3642	565.83	238.65	349.25	132.30	709.31
lncRNA_4759	Porites_evermani_scaffold_3022	1769	4968	+	3200	8	0	69	2	1
lncRNA_4760	Porites_evermani_scaffold_3022	11585	21433	+	9849	25.70	6	46	6.58	10
lncRNA_4761	Porites_evermani_scaffold_3022	21813	23395	+	1583	2.50	4	24	1	5
lncRNA_4762	Porites_evermani_scaffold_3022	25822	26667	+	846	11	0	196	4	17
lncRNA_4763	Porites_evermani_scaffold_3022	30791	31042	+	252	0	0	49	0	0
lncRNA_4764	Porites_evermani_scaffold_3023	37026	37262	+	237	1	0	27	4	6
lncRNA_4765	Porites_evermani_scaffold_3024	24483	24827	+	345	74.33	25.90	76.45	19.47	66.20
lncRNA_4766	Porites_evermani_scaffold_3024	40986	41592	+	607	20	1	65	0	23
lncRNA_4767	Porites_evermani_scaffold_3024	51043	51463	+	421	9	6	108	32	16
lncRNA_4768	Porites_evermani_scaffold_3026	34518	39277	+	4760	177.78	5.50	15.52	12	478.12
lncRNA_4769	Porites_evermani_scaffold_3026	46939	49055	+	2117	123	0	34	4	10
lncRNA_4770	Porites_evermani_scaffold_3026	53273	54575	+	1303	38	60	68	49	90
lncRNA_4771	Porites_evermani_scaffold_3026	32698	33012	+	315	0	0	42	0	6
lncRNA_4772	Porites_evermani_scaffold_3027	5627	5887	+	261	0	5	28	1	0
lncRNA_4773	Porites_evermani_scaffold_3028	41259	41889	+	631	0	0	74.67	0	0
lncRNA_4774	Porites_evermani_scaffold_3029	32692	35012	+	2321	2517.50	1044.50	3725	1917	3854
lncRNA_4775	Porites_evermani_scaffold_303	119311	119563	+	253	0	6	38	0	0
lncRNA_4776	Porites_evermani_scaffold_303	137128	137354	+	227	0	0	36	0	0
lncRNA_4777	Porites_evermani_scaffold_303	264061	265017	+	957	20	30	142	52	36
lncRNA_4778	Porites_evermani_scaffold_303	291249	291470	+	222	0	6	34	6	1
lncRNA_4779	Porites_evermani_scaffold_3030	17551	18046	+	496	0	0	62	0	0
lncRNA_4780	Porites_evermani_scaffold_3030	19726	20927	+	1202	38.38	79.23	186.70	79.97	129.50
lncRNA_4781	Porites_evermani_scaffold_3030	43278	44054	+	777	26.58	7.23	51.75	17.60	58.17
lncRNA_4782	Porites_evermani_scaffold_3037	48252	54960	+	6709	359.20	121.75	66.00	28.50	285.00
lncRNA_4783	Porites_evermani_scaffold_3037	43439	43687	+	249	0	0	36	0	0
lncRNA_4784	Porites_evermani_scaffold_3038	54955	55671	+	717	56	99	110	0	193
lncRNA_4785	Porites_evermani_scaffold_304	239496	239718	+	223	3	2	36	5	0
lncRNA_4786	Porites_evermani_scaffold_304	241116	243622	+	2507	838	270	998	219	849
lncRNA_4787	Porites_evermani_scaffold_304	1	208	+	208	198	339.33	320.00	127.33	246
lncRNA_4788	Porites_evermani_scaffold_304	95572	95821	+	250	1	11	38	0.80	2.25
lncRNA_4789	Porites_evermani_scaffold_3040	53301	54267	+	967	425	198	179	281	415
lncRNA_4790	Porites_evermani_scaffold_3041	247	855	+	609	32	25	86	13	15
lncRNA_4791	Porites_evermani_scaffold_3044	1	1319	+	1319	6	10	0	0	71
lncRNA_4792	Porites_evermani_scaffold_3047	284	1180	+	897	2274	889.50	3199	2001	2747.50
lncRNA_4793	Porites_evermani_scaffold_3047	43922	44182	+	261	20.83	0	42.67	0	34.17
lncRNA_4794	Porites_evermani_scaffold_3049	546	4282	+	3737	18.33	7.33	80.02	6.83	45.17
lncRNA_4795	Porites_evermani_scaffold_3049	446	4282	+	3837	18.33	7.33	80.02	6.83	45.17
lncRNA_4796	Porites_evermani_scaffold_3049	736	4618	+	3883	21.83	7.33	88.44	10.33	50.67
lncRNA_4797	Porites_evermani_scaffold_305	287498	288704	+	1207	10	1	65	0	41
lncRNA_4798	Porites_evermani_scaffold_305	178878	181295	+	2418	157	20	25	114	0
lncRNA_4799	Porites_evermani_scaffold_305	761	1562	+	802	80	15	87	39	0
lncRNA_4800	Porites_evermani_scaffold_305	102705	103995	+	1291	91	55	138	40	0
lncRNA_4801	Porites_evermani_scaffold_305	105000	105252	+	253	70	36	24	26	5.50
lncRNA_4802	Porites_evermani_scaffold_305	176365	176769	+	405	87	2	64	17	0
lncRNA_4803	Porites_evermani_scaffold_305	212814	213053	+	240	8	0	28	0	58
lncRNA_4804	Porites_evermani_scaffold_305	295895	296112	+	218	8	0	54	0	9
